@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R4-5,8-12,14,17'

@attribute At4 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,56,34,19,0,11,13,23,2
71,66,100,94,77,79,52,26,1
59,43,82,41,22,0,0,1,1
82,0,19,51,0,100,18,40,6
99,39,84,86,76,68,47,20,9
100,55,35,14,8,9,19,17,2
100,61,33,0,6,0,13,3,2
80,90,97,84,72,68,47,22,1
100,100,44,58,13,44,0,29,7
100,75,43,0,17,11,4,1,2
100,79,47,100,32,75,7,0,3
90,24,3,0,0,46,45,89,8
67,87,0,14,26,0,72,100,5
100,100,57,71,14,59,0,33,7
89,0,58,100,76,63,55,28,4
34,35,19,100,67,65,100,70,0
100,54,39,0,13,14,4,2,2
100,78,38,34,10,0,12,14,2
100,47,84,66,64,62,23,0,9
59,0,0,90,25,100,66,100,0
100,100,60,62,34,96,18,0,3
45,48,0,0,40,8,81,98,5
81,91,90,78,67,56,45,22,1
100,56,40,1,19,15,19,16,2
100,1,36,79,0,0,15,54,8
79,14,26,24,0,93,2,25,6
93,0,33,60,41,100,57,32,4
100,87,45,32,16,0,8,7,2
76,20,5,77,0,100,34,37,6
59,57,0,0,29,2,86,96,5
62,17,100,79,68,75,31,0,9
76,39,23,29,0,73,10,26,6
72,89,0,28,18,73,58,100,8
77,82,88,65,63,70,38,13,1
94,90,75,76,44,100,14,0,3
89,36,22,23,0,0,28,58,8
25,46,49,70,100,44,78,62,0
97,52,93,100,69,78,47,24,7
100,37,49,11,22,23,6,5,2
100,1,9,53,0,100,30,85,0
100,85,32,76,0,100,37,40,7
78,0,28,100,38,58,62,32,4
48,61,6,35,47,100,72,100,8
76,100,80,22,62,0,0,9,8
100,55,98,79,80,59,55,28,7
100,61,85,77,63,47,43,23,7
65,89,0,20,8,32,49,85,8
83,30,26,42,0,80,9,31,6
49,10,0,100,31,95,76,100,0
71,87,100,87,75,77,50,25,1
100,93,43,34,15,0,1,2,2
100,83,56,100,38,86,13,0,3
70,80,0,0,22,29,63,94,5
77,69,95,84,72,62,47,24,1
37,38,4,100,44,72,82,100,0
100,0,81,100,95,86,62,30,9
62,8,0,92,26,100,69,100,0
82,11,39,78,35,100,41,21,4
61,58,0,0,30,3,80,100,5
100,12,53,80,45,100,11,0,5
79,5,28,25,3,100,0,25,6
76,65,84,0,52,70,49,35,9
60,96,100,60,75,100,49,0,9
96,100,70,54,36,36,0,26,7
75,22,18,65,0,100,17,32,6
38,67,14,56,50,100,85,100,8
100,54,47,0,13,46,0,30,6
84,100,96,85,72,81,48,24,1
83,57,13,16,0,5,37,74,8
55,61,25,37,0,29,53,100,5
100,21,53,69,56,100,31,4,5
84,17,27,34,0,84,17,35,6
56,0,0,83,25,100,63,100,0
100,81,62,43,35,0,10,0,2
97,54,23,23,0,9,38,44,7
60,59,0,19,35,78,64,97,8
74,76,100,87,75,72,50,25,1
98,100,62,58,23,53,0,36,7
62,38,0,9,39,57,70,100,8
97,0,46,100,47,83,87,45,4
46,12,15,100,56,90,100,81,0
71,65,90,60,62,100,30,0,9
65,91,0,38,25,91,61,99,8
37,13,9,97,41,100,82,100,0
100,80,61,68,39,100,15,0,3
0,62,43,100,71,89,100,98,9
100,100,58,96,40,92,9,0,3
100,0,55,100,77,99,61,23,9
71,56,0,0,42,77,69,100,8
100,100,43,50,0,11,15,27,7
93,0,43,65,46,92,50,24,4
61,63,100,84,74,63,49,24,1
100,81,71,70,46,100,23,6,5
95,80,30,66,0,100,30,36,7
100,1,0,75,18,100,74,98,0
48,22,0,100,30,91,76,100,0
72,0,0,77,15,100,57,100,0
95,29,36,87,0,43,21,60,8
80,50,7,0,0,4,45,91,5
43,25,0,100,35,94,79,100,0
100,31,34,7,2,34,0,8,2
90,26,33,0,0,54,1,31,6
54,64,0,12,42,0,93,96,5
100,100,56,41,37,0,20,7,2
100,56,52,0,27,0,2,0,2
100,64,31,12,0,10,30,55,7
100,0,79,88,98,64,65,33,9
56,98,100,45,63,100,31,0,8
0,73,50,89,90,43,100,66,0
75,68,85,53,59,58,33,7,1
56,76,28,1,0,0,46,94,5
67,78,100,82,74,69,49,24,1
100,86,62,92,45,100,18,0,3
100,73,40,37,0,0,8,5,1
71,59,0,0,16,7,61,93,5
100,68,35,56,0,39,32,51,7
100,85,38,56,0,14,16,37,7
68,0,36,100,40,84,69,35,4
64,97,79,99,77,100,29,2,9
100,65,33,35,0,11,23,37,7
100,88,56,87,38,100,13,0,3
100,30,73,77,63,72,27,0,9
100,96,63,87,47,100,21,2,3
85,0,45,46,39,83,39,19,4
82,0,40,49,38,100,42,21,4
89,15,60,71,53,99,19,0,5
55,36,0,100,45,77,90,100,0
81,23,35,7,9,61,0,20,6
76,0,0,74,25,100,65,87,0
100,25,53,72,45,99,19,3,5
51,0,100,91,99,100,66,32,9
100,83,60,59,41,100,21,0,3
58,69,100,86,88,69,60,30,1
38,0,28,56,60,100,90,100,8
80,21,22,37,0,100,14,37,6
94,12,42,48,39,100,52,26,4
100,86,60,84,43,100,16,0,3
100,81,50,85,0,27,0,8,1
83,24,29,12,1,73,0,26,6
56,41,0,0,24,12,75,93,5
100,40,78,100,46,92,10,0,9
70,69,0,15,20,51,60,94,8
98,64,21,15,0,0,41,49,7
100,0,85,100,91,76,61,30,9
100,100,61,33,30,1,0,33,7
74,0,38,100,44,77,73,36,4
81,11,22,42,0,95,21,40,6
75,0,34,100,35,93,60,29,4
100,66,39,59,0,40,22,42,7
100,67,31,41,1,0,0,1,1
86,95,70,48,43,0,18,0,2
77,21,18,49,0,100,16,23,6
76,5,15,47,0,100,12,24,6
81,0,41,72,41,100,43,22,4
68,52,0,0,39,52,66,95,8
100,77,45,5,20,0,3,1,2
53,54,0,13,42,0,86,96,5
43,38,0,5,42,25,73,90,5
100,86,57,95,23,87,0,30,7
100,96,57,77,22,49,0,29,7
69,66,0,19,27,0,67,100,5
100,46,45,31,16,34,0,1,2
100,100,49,41,25,0,5,0,2
100,100,55,38,20,0,0,35,7
77,0,43,100,68,76,53,27,4
62,70,100,91,74,82,49,23,1
99,63,34,19,0,0,32,44,7
85,51,11,14,0,44,39,71,8
100,100,45,71,6,64,0,31,7
36,40,12,100,53,79,92,100,0
100,10,43,56,4,0,0,38,8
67,0,0,95,23,100,67,100,0
100,100,63,30,40,85,26,4,3
98,0,1,87,0,100,51,100,0
65,86,0,14,25,68,62,100,8
0,79,58,59,60,74,64,100,0
40,100,0,14,35,66,68,100,8
92,100,80,42,61,19,41,20,1
18,77,73,84,100,29,92,64,9
73,18,100,84,74,71,42,16,9
100,73,78,44,56,77,36,9,5
92,12,19,61,0,100,22,41,6
60,23,30,100,61,70,100,50,4
71,0,0,100,48,73,100,77,0
71,0,0,86,22,100,69,100,0
100,65,52,21,24,30,6,4,2
84,0,36,58,35,100,50,26,4
100,100,39,26,0,5,1,28,7
100,85,67,94,36,100,4,0,3
100,69,32,19,3,0,8,9,2
57,100,89,0,48,20,0,22,8
100,65,36,52,0,40,17,41,7
93,6,28,36,0,96,12,42,6
100,76,47,30,5,0,0,8,2
87,8,26,33,0,85,8,35,6
73,9,47,100,61,82,69,34,4
100,81,60,64,30,100,9,0,3
100,49,40,0,11,21,0,6,2
44,41,0,0,44,18,90,100,5
100,76,40,13,16,0,13,13,2
100,59,34,0,27,30,32,11,2
67,68,100,94,77,82,50,23,1
100,65,55,30,29,11,4,0,2
100,100,49,34,0,53,4,33,7
87,24,31,0,0,50,4,30,6
85,0,46,100,52,88,64,32,4
100,69,52,100,44,96,18,1,3
96,10,37,32,8,88,0,25,6
97,97,56,84,13,67,0,19,7
58,23,14,13,0,24,52,96,5
85,0,32,100,35,96,64,34,4
72,81,100,8,75,100,83,41,9
63,78,100,32,70,99,77,39,9
100,86,38,66,0,93,4,33,7
100,84,81,85,61,70,40,20,7
100,83,38,60,0,42,4,28,7
72,6,0,100,30,88,77,97,0
98,65,100,66,76,47,49,22,7
100,100,41,48,1,25,0,23,7
86,70,79,75,50,100,15,0,3
100,100,65,62,43,25,23,2,2
100,78,55,61,13,50,0,32,7
100,22,68,100,72,88,33,0,9
35,60,0,41,4,27,57,100,5
83,15,9,30,0,47,54,100,8
54,0,100,82,89,100,57,25,9
100,78,56,100,44,93,16,1,3
89,15,23,50,0,100,18,43,6
100,61,48,24,22,26,3,1,2
68,0,0,89,25,100,67,100,0
57,100,0,23,24,56,58,94,8
66,50,100,62,75,100,37,2,9
74,62,100,56,68,100,34,2,9
75,57,78,63,85,41,57,29,4
96,0,43,100,61,73,78,40,4
50,100,100,0,62,84,76,50,9
79,0,39,80,44,100,63,32,4
100,17,50,55,47,85,22,0,5
81,73,21,32,0,20,33,67,8
100,100,52,35,31,0,9,0,2
57,0,100,85,98,100,64,30,9
49,14,0,92,25,100,63,93,0
97,15,28,33,0,85,17,39,6
100,33,74,75,55,100,23,4,9
83,9,13,57,0,100,27,42,6
11,83,68,77,100,29,99,69,9
90,7,0,0,10,18,58,100,8
47,60,100,87,87,64,58,29,1
100,26,86,100,83,76,48,18,9
100,60,68,100,44,78,18,6,3
100,100,68,46,35,26,0,31,7
66,0,0,100,17,100,56,88,0
100,75,17,0,0,6,24,24,2
100,93,71,70,48,34,26,2,2
100,65,40,20,12,13,16,11,2
67,65,100,100,92,80,62,29,1
94,95,82,57,61,62,37,14,3
67,0,28,100,33,99,65,35,4
81,100,0,0,13,46,57,100,8
69,0,100,100,78,77,50,24,9
100,86,24,24,0,0,4,2,2
100,90,48,76,6,55,0,43,7
78,18,23,60,24,94,41,27,4
100,66,38,19,10,0,6,5,2
77,8,22,40,0,100,9,25,6
100,66,39,41,0,24,34,50,7
84,77,100,78,76,57,51,26,1
100,100,62,33,29,5,0,35,7
100,11,56,86,43,81,0,5,5
100,46,48,0,20,43,0,10,6
100,80,57,57,43,100,25,0,3
97,74,81,85,57,72,32,10,3
58,85,100,66,56,100,39,0,9
79,0,53,100,62,73,84,42,4
60,52,100,100,82,80,55,27,1
93,47,68,45,55,100,33,0,5
70,0,26,86,27,100,51,31,4
55,10,48,24,2,0,0,11,1
79,67,0,10,3,41,42,80,8
100,66,63,37,33,12,6,0,2
100,8,77,100,68,93,25,0,9
100,100,35,46,0,12,9,35,7
79,0,40,100,64,92,61,31,4
97,36,24,65,0,100,23,37,6
51,82,0,15,19,0,67,95,5
77,0,50,100,63,73,62,31,4
100,36,48,83,48,91,17,0,5
74,0,38,100,49,85,63,32,4
40,39,17,100,61,70,96,100,0
100,92,53,70,49,100,23,0,3
40,38,23,100,66,81,100,78,0
100,92,48,100,29,80,4,0,3
61,67,100,88,75,72,49,25,1
79,8,23,37,0,100,12,38,6
100,71,27,0,0,1,26,21,2
100,94,62,90,54,100,19,0,3
82,0,18,71,1,100,28,29,6
99,14,31,36,0,100,9,24,6
100,96,54,100,27,75,1,0,3
100,95,33,75,0,5,22,37,7
49,13,0,100,43,93,91,100,0
85,4,0,94,17,100,65,100,0
61,67,100,93,75,86,50,25,1
100,96,61,86,47,100,16,0,3
74,7,0,94,27,100,72,100,0
100,96,50,34,24,0,2,7,2
81,95,81,63,60,63,40,20,1
86,90,90,86,68,73,45,23,1
100,1,37,61,0,0,4,44,8
100,32,61,50,58,63,27,0,5
100,87,41,22,12,0,1,1,2
93,22,21,58,0,97,26,54,6
78,18,36,36,22,100,32,20,4
100,0,0,82,32,92,89,61,0
69,0,1,68,0,100,29,70,0
100,84,48,65,6,48,0,28,7
66,96,100,28,62,100,69,20,9
61,0,0,81,21,100,63,100,0
97,91,29,31,0,5,35,49,7
68,20,0,92,11,100,54,86,0
81,0,28,84,38,100,55,29,4
72,0,0,74,7,100,42,79,0
100,100,60,28,35,0,7,0,2
100,9,37,21,3,80,0,29,6
100,100,38,32,2,9,0,27,7
96,52,24,40,0,0,26,37,7
85,14,18,57,0,100,19,40,6
100,81,58,100,41,87,12,0,3
76,0,17,61,19,100,38,22,6
70,0,16,77,22,100,45,30,4
80,100,89,60,67,34,45,22,1
100,85,35,19,0,12,21,48,7
78,72,100,55,79,100,46,8,9
100,77,50,43,23,0,2,1,2
16,80,70,86,100,38,95,68,9
81,100,87,64,65,27,43,22,1
57,49,100,100,92,85,61,31,1
100,62,85,33,57,55,32,8,5
100,62,59,24,31,14,3,1,2
86,11,15,57,0,100,26,57,6
7,44,15,100,64,68,100,93,0
69,36,0,0,36,14,84,100,5
60,8,0,100,44,92,99,100,0
100,0,54,96,11,13,0,45,8
100,100,56,82,45,80,17,0,3
55,14,0,100,37,90,83,100,0
100,64,27,38,0,15,30,36,7
96,29,33,15,0,70,1,18,6
69,0,29,100,42,75,84,46,4
100,100,60,97,31,80,3,0,3
76,0,99,100,90,84,56,24,9
79,0,48,100,70,86,54,27,4
100,24,27,91,0,0,18,55,8
46,73,100,85,84,73,56,28,1
55,73,11,0,0,10,52,99,5
59,0,0,84,29,100,77,100,0
100,64,48,0,23,13,9,5,2
100,49,27,0,0,32,3,6,2
95,34,0,0,23,62,50,87,8
83,27,27,14,0,100,2,27,6
100,77,53,100,28,83,0,1,3
55,68,100,72,77,50,52,26,1
98,28,57,79,53,76,24,4,5
50,59,0,0,14,10,70,95,5
92,37,43,0,14,30,0,21,6
79,4,21,37,0,100,9,27,6
67,54,0,8,29,0,71,88,5
97,68,59,44,22,0,0,10,2
25,39,8,100,53,75,95,100,0
98,58,21,25,0,0,35,40,7
57,42,0,0,37,16,78,95,5
61,11,0,100,30,92,78,100,0
100,97,37,82,0,53,16,41,7
92,27,99,68,51,48,0,24,7
83,41,0,17,20,50,61,100,8
73,0,37,100,40,83,59,30,4
100,63,20,0,1,18,23,8,2
96,98,87,80,65,63,44,22,7
100,42,33,1,4,14,5,0,2
100,49,0,0,24,49,56,88,8
87,0,26,72,31,100,60,31,4
73,46,7,0,0,16,56,94,5
100,94,63,49,40,19,17,0,2
100,65,33,0,19,46,19,0,2
100,72,35,50,0,0,4,6,1
84,24,26,25,0,80,13,40,6
83,0,10,84,0,100,39,51,6
100,93,39,40,12,0,0,0,2
92,21,33,38,26,86,40,30,4
100,13,39,76,44,100,16,0,5
100,100,61,47,38,5,16,0,2
96,15,31,25,0,95,8,38,6
35,42,0,100,41,73,85,100,0
100,68,73,44,40,100,27,6,5
100,80,86,20,63,100,48,13,5
59,9,0,99,34,100,81,100,0
59,83,13,40,0,3,42,82,5
79,22,27,14,0,61,13,39,6
100,62,45,0,20,11,0,2,2
100,74,39,22,13,0,11,15,2
100,98,33,19,0,0,19,43,7
79,11,7,62,0,100,23,35,6
100,67,40,54,0,34,28,46,7
75,0,3,70,0,100,29,66,0
100,57,48,2,17,1,18,0,2
71,52,0,0,30,5,81,100,5
75,14,57,100,82,74,63,31,4
100,24,28,57,0,0,25,64,8
75,0,32,100,46,87,61,30,4
81,3,34,84,36,100,50,25,4
100,0,55,100,15,40,0,45,8
92,22,89,90,80,62,53,27,9
94,56,100,66,79,46,53,27,7
30,55,23,100,64,74,100,91,0
100,88,53,20,28,0,19,21,2
85,100,57,33,42,0,28,14,1
89,59,0,0,17,65,55,100,8
79,100,85,64,62,43,40,17,1
59,25,0,100,39,78,85,100,0
100,82,56,75,50,100,20,0,3
100,70,25,0,0,4,3,5,2
39,49,18,100,70,62,100,88,0
93,36,36,11,0,48,4,19,6
91,23,20,60,0,100,29,30,6
81,0,4,69,0,100,28,71,0
95,47,49,39,4,2,1,1,1
74,86,96,71,68,41,39,9,1
75,0,0,73,22,100,62,98,0
84,3,91,82,100,79,65,32,9
99,86,40,44,0,9,20,44,7
54,57,4,30,46,100,66,100,8
50,68,0,37,40,100,70,100,8
75,0,0,73,8,100,45,86,0
76,0,10,60,0,98,23,58,0
100,30,60,48,48,64,17,0,5
75,0,0,80,14,100,56,97,0
100,59,0,17,9,5,45,44,7
70,0,0,69,10,100,42,79,0
100,76,99,64,80,47,54,26,7
68,0,33,84,38,100,57,39,4
100,4,68,100,61,80,19,0,9
60,77,69,8,39,32,0,43,8
100,74,51,48,26,12,5,0,2
83,80,93,96,70,93,46,23,1
100,100,53,72,45,96,22,0,3
100,23,60,72,57,69,19,0,5
100,90,52,68,39,100,17,0,3
100,38,31,43,4,100,22,25,6
79,100,90,60,67,33,44,22,1
100,53,74,46,58,77,34,9,5
79,0,0,61,1,100,31,61,0
100,61,39,52,0,31,24,48,7
94,16,19,45,0,99,24,63,0
100,12,64,73,58,78,21,0,5
75,7,0,100,21,89,68,97,0
87,39,13,28,0,46,40,77,8
100,67,57,87,36,100,12,0,3
91,40,76,72,49,100,22,0,9
73,0,2,74,5,100,36,34,6
88,57,16,4,0,2,49,98,5
100,5,60,76,63,100,62,30,9
100,100,46,35,15,17,0,33,7
94,100,73,54,48,11,23,1,2
100,1,36,50,0,0,22,55,8
73,11,12,70,0,100,22,36,6
100,95,55,35,31,0,9,2,2
90,1,22,46,0,93,22,46,6
76,15,100,100,75,93,50,25,9
86,18,28,26,0,79,14,42,6
100,72,81,41,64,100,40,5,5
80,100,90,79,67,55,44,22,1
100,50,94,97,58,100,18,0,9
100,40,40,6,0,67,3,39,6
83,0,39,100,47,90,60,32,4
100,49,62,63,53,78,24,0,5
68,2,46,100,55,72,75,38,4
96,71,100,67,83,47,56,28,7
59,82,100,34,62,100,36,0,8
81,0,44,100,62,92,64,32,4
100,70,42,9,15,0,3,1,2
95,0,9,62,0,100,38,88,0
61,4,0,98,28,100,73,100,0
87,50,58,23,43,10,29,15,1
100,50,21,16,0,2,41,52,7
70,0,0,69,11,100,44,84,0
35,46,31,46,68,100,100,100,8
69,0,0,81,14,100,53,80,0
71,12,27,100,34,75,71,40,4
81,14,23,100,85,77,85,53,0
100,73,47,27,23,0,0,2,2
100,76,54,100,35,78,9,0,3
100,100,78,59,45,88,22,2,5
100,36,50,90,36,87,2,0,5
100,62,60,98,45,100,13,0,3
100,4,66,99,68,100,29,0,9
100,100,52,61,13,55,0,36,7
100,70,46,41,0,0,8,11,1
78,2,24,32,0,100,8,30,6
75,0,26,95,32,100,60,32,4
99,63,40,34,0,17,19,33,7
100,27,59,100,63,91,21,0,9
92,20,24,0,0,0,24,48,8
100,56,79,90,65,86,28,0,9
100,25,27,56,0,0,23,58,8
100,56,40,0,11,5,4,2,2
72,0,0,79,20,100,60,96,0
36,32,19,100,60,81,100,94,0
86,26,31,16,0,71,7,36,6
75,0,39,100,64,82,57,28,4
100,66,24,0,0,9,13,13,2
55,68,100,92,79,75,53,27,1
79,14,33,16,9,77,0,17,6
75,66,82,0,48,65,53,38,9
100,0,45,76,62,100,78,36,9
96,47,96,100,71,76,47,23,7
97,46,0,0,6,51,44,84,8
100,100,41,77,8,53,0,26,7
43,25,9,100,53,82,98,100,0
68,98,81,100,77,98,51,6,9
72,5,55,100,73,60,77,38,4
75,12,5,47,0,89,25,64,0
63,66,0,1,25,0,72,100,5
100,0,63,95,91,99,49,8,9
100,76,59,100,40,88,11,0,3
52,40,0,0,52,24,84,95,5
100,83,42,49,0,100,2,34,8
80,0,41,100,43,77,62,31,4
65,46,11,18,0,19,55,99,5
18,39,18,100,54,90,92,100,0
99,100,61,43,25,21,0,34,7
63,38,0,13,12,30,61,98,5
82,31,0,0,36,58,65,97,8
72,0,5,63,0,100,25,42,6
67,54,100,79,75,86,50,25,1
97,9,31,71,35,100,54,35,4
89,24,22,57,0,100,23,49,6
88,0,31,89,62,100,83,42,4
69,69,100,80,76,62,51,25,1
100,100,40,38,3,5,0,28,7
100,66,93,76,71,56,46,17,7
25,50,17,100,57,72,91,100,0
66,61,100,100,78,80,53,27,1
90,59,73,40,54,100,37,0,5
74,0,0,80,23,100,63,100,0
93,0,37,82,33,100,64,31,4
84,6,58,94,82,58,97,48,4
76,0,0,76,21,100,60,97,0
53,40,0,2,31,19,71,91,5
62,0,0,87,22,100,62,96,0
63,74,0,9,16,0,70,95,5
26,66,27,99,74,64,100,73,0
100,43,43,21,15,42,0,0,2
98,0,39,100,0,9,13,56,8
83,86,74,42,49,40,23,0,1
83,73,0,0,5,35,49,90,8
100,0,39,92,0,21,21,60,8
55,42,0,4,35,4,72,96,5
79,82,95,93,71,87,46,22,1
100,84,38,32,14,0,17,13,2
85,26,36,0,7,44,0,20,6
73,96,97,0,72,100,89,43,9
100,60,20,23,0,5,39,40,7
100,52,44,17,18,28,24,12,2
88,73,0,0,6,45,45,80,8
68,0,0,70,5,100,37,71,0
92,26,51,77,9,0,0,46,8
72,0,31,100,38,96,64,32,4
75,73,0,1,9,54,51,93,8
100,54,65,18,35,22,7,5,2
69,100,87,33,53,68,21,0,8
70,53,0,0,10,6,55,94,5
100,0,71,87,94,74,62,31,9
83,0,40,88,55,100,57,29,4
65,0,0,84,17,100,53,88,0
84,77,96,69,72,37,49,24,1
100,64,50,84,29,100,8,0,3
100,95,66,51,43,100,31,9,3
56,60,100,100,89,89,59,30,1
70,54,5,13,0,34,36,71,8
82,16,16,41,0,100,21,31,6
100,40,88,94,80,61,40,0,9
90,57,23,46,0,0,17,50,8
100,100,68,80,41,89,14,9,3
100,1,31,60,0,0,27,65,8
100,100,75,61,55,70,29,9,3
100,97,40,48,3,28,0,28,7
80,11,45,99,57,100,47,24,4
55,27,0,100,45,85,93,95,0
54,70,0,10,33,0,70,100,5
45,51,82,100,100,89,66,34,1
99,36,0,4,0,16,46,79,8
100,20,19,46,0,100,17,37,6
56,69,100,73,75,46,50,25,1
84,0,36,93,35,100,66,32,4
86,42,0,17,15,73,56,99,8
100,79,31,20,0,6,33,49,7
100,14,68,52,46,100,23,0,5
84,0,43,100,53,76,47,23,4
53,77,0,20,34,72,67,100,8
100,48,59,38,19,0,0,1,1
100,45,96,91,75,100,26,0,9
100,85,23,16,0,0,18,18,2
100,20,29,38,0,100,20,37,6
50,37,0,6,39,12,75,87,5
100,57,70,52,41,38,12,0,2
100,84,58,58,17,0,0,1,1
56,58,0,0,31,3,79,100,5
92,39,100,100,87,81,59,30,7
76,100,98,75,73,62,49,24,1
83,43,0,0,16,48,52,86,8
100,54,49,0,24,9,6,3,2
69,90,3,20,0,0,37,73,8
51,69,100,87,80,66,54,27,1
100,67,59,26,29,18,5,0,2
95,100,73,52,37,41,0,20,7
100,100,60,100,36,79,8,0,3
79,100,86,71,65,42,43,22,1
60,38,64,41,19,0,0,2,1
100,79,47,74,4,62,0,32,7
76,0,38,91,39,100,64,31,4
100,93,59,89,48,100,19,0,3
97,66,63,34,32,6,4,0,2
100,100,87,20,73,45,46,16,5
70,100,100,46,86,86,72,32,9
58,44,0,1,33,5,84,100,5
95,62,61,44,23,0,0,3,1
100,61,53,19,27,3,0,3,2
84,0,0,74,1,100,40,84,0
100,100,59,80,28,54,0,27,7
54,16,0,100,34,85,86,100,0
100,55,42,0,16,7,9,7,2
100,16,36,65,0,0,5,39,8
74,19,52,100,70,70,63,32,4
100,65,60,74,37,100,14,0,3
100,93,66,73,51,100,32,14,3
81,44,28,42,1,68,0,25,6
100,75,25,63,0,100,25,37,7
79,0,20,83,32,100,66,34,4
100,59,36,22,0,19,31,46,7
100,62,36,0,11,19,13,0,2
85,26,13,62,0,100,21,31,6
100,91,63,100,46,85,14,0,3
100,74,49,100,33,94,5,0,3
100,100,36,17,0,100,18,52,8
93,73,72,38,50,100,35,8,3
100,32,87,77,76,52,43,10,9
60,3,0,84,16,100,53,85,0
97,100,67,62,23,48,0,38,7
100,37,57,29,19,0,0,1,1
47,18,0,100,35,91,80,100,0
58,20,10,100,49,77,100,54,4
43,50,0,100,45,78,87,100,0
100,66,42,6,14,0,15,11,2
63,61,100,88,77,69,52,26,1
45,21,8,100,47,90,93,100,0
54,69,13,28,50,100,73,100,8
100,69,52,32,26,0,2,0,2
80,0,21,45,0,100,6,29,6
65,0,0,72,17,100,51,89,0
100,58,42,17,8,0,0,12,2
100,64,21,4,0,0,39,46,7
65,74,0,0,33,53,66,100,8
100,83,92,63,75,39,51,24,7
47,16,12,100,57,76,100,79,0
90,36,33,10,3,42,0,27,6
100,59,36,0,11,9,13,15,2
70,12,100,100,76,86,45,20,9
0,87,50,83,84,41,100,80,0
94,34,50,67,40,76,12,0,5
100,100,63,63,40,70,14,0,3
77,100,0,0,20,51,59,100,8
