@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R4-5,9-10,13,16-17'

@attribute At4 numeric
@attribute At5 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,25,0,0,55,90,8
100,93,73,43,54,0,3
100,95,78,50,49,0,3
72,100,71,42,2,0,1
100,100,58,0,8,40,7
78,56,75,51,72,7,9
100,100,29,31,6,38,7
55,0,79,23,83,100,0
70,38,29,41,100,78,8
100,0,76,70,74,0,9
100,0,94,0,33,76,8
100,71,99,42,53,10,3
90,30,48,0,39,4,6
100,66,35,12,50,0,1
100,76,9,13,50,0,2
55,73,81,77,46,0,1
82,85,85,75,70,0,1
75,0,100,50,61,0,4
48,0,78,91,73,0,9
100,82,87,43,54,3,3
90,0,100,100,69,0,9
100,56,26,19,69,10,2
69,0,76,18,85,98,0
60,54,6,20,40,100,5
79,79,95,74,78,0,1
79,0,100,66,70,0,4
100,10,71,0,58,97,8
100,100,45,20,42,1,2
100,100,32,5,0,38,7
73,0,58,0,60,20,6
73,0,100,51,55,0,4
100,73,6,16,52,0,2
100,63,0,0,62,0,2
100,8,57,50,46,14,5
75,0,100,57,83,0,4
100,74,1,35,63,0,2
87,9,29,2,71,5,6
100,79,53,0,43,32,7
99,70,60,78,15,0,7
100,99,40,57,57,0,5
82,49,0,23,100,100,8
63,0,100,37,28,56,0
89,57,14,44,0,0,1
100,50,0,5,62,0,2
69,97,74,59,78,0,9
63,42,100,80,59,0,1
82,26,62,3,43,0,6
100,76,73,43,59,0,3
100,58,0,17,43,21,6
100,73,29,0,38,41,7
90,28,0,15,70,27,6
64,21,100,49,19,28,0
100,88,85,0,50,34,7
79,0,49,0,59,3,6
59,67,100,88,65,0,1
98,100,58,34,0,22,7
100,98,35,4,24,35,7
91,25,0,15,61,24,6
100,55,69,0,42,46,7
100,100,60,10,20,38,7
80,68,0,0,62,100,8
100,74,34,43,37,0,2
75,0,75,0,82,100,0
100,99,62,15,26,38,7
100,5,65,15,13,75,8
87,11,100,50,53,0,4
74,100,1,49,93,60,8
94,99,55,46,19,1,2
84,100,52,60,12,0,1
100,75,100,34,44,5,3
100,66,34,27,60,10,2
59,70,0,10,30,100,5
30,29,100,37,47,72,0
89,0,51,0,100,97,0
100,100,23,7,30,34,7
83,0,98,35,80,0,4
96,18,12,4,94,24,6
100,91,50,0,39,53,7
47,13,100,34,51,82,0
69,0,83,20,71,100,0
100,100,42,30,30,3,2
65,0,70,20,93,97,0
87,28,7,0,76,49,6
100,89,51,43,56,0,5
84,32,0,1,87,100,8
100,59,46,0,47,39,7
36,37,100,63,21,43,0
91,68,26,0,23,49,7
100,72,100,44,32,10,3
75,14,47,14,100,0,4
96,37,0,22,54,18,6
95,27,25,0,70,44,6
75,84,20,83,60,0,9
88,40,94,65,52,0,9
75,67,81,57,100,0,1
87,32,76,0,51,41,6
100,98,91,38,49,8,3
77,25,99,74,42,0,9
21,62,95,68,14,57,0
90,100,60,60,20,0,1
75,63,0,18,47,99,5
100,79,33,33,48,1,2
88,100,78,30,0,2,1
100,100,46,50,35,5,3
89,8,40,32,83,0,4
100,90,94,47,56,0,3
100,67,0,26,72,31,2
82,55,36,34,0,44,8
100,14,100,63,80,0,4
52,100,19,77,87,0,9
56,95,19,62,75,0,9
74,0,78,13,76,100,0
87,100,50,59,17,0,1
100,53,99,52,51,6,9
71,45,38,28,21,4,1
75,87,12,20,100,96,8
100,65,13,31,51,0,2
100,100,21,0,25,31,7
100,76,63,0,54,46,7
99,100,60,7,98,38,7
100,79,29,0,42,48,7
100,100,58,5,12,36,7
75,0,75,25,78,82,0
83,28,21,0,52,23,6
100,27,0,6,55,15,6
68,0,76,9,88,85,0
58,8,99,29,56,78,0
97,100,28,7,13,41,7
100,21,58,56,36,7,5
100,59,27,0,60,51,7
70,0,100,43,45,0,4
100,100,54,33,0,23,7
38,21,100,37,41,71,0
81,27,0,0,53,27,6
16,56,97,68,8,55,0
100,0,100,71,91,0,9
100,74,60,56,53,0,5
100,82,90,65,52,0,5
80,45,44,0,100,93,8
100,71,33,28,60,0,2
100,66,100,44,27,24,3
69,0,73,19,92,95,0
68,84,79,65,53,8,9
100,68,33,21,49,6,2
87,100,44,60,0,0,1
52,74,12,35,25,100,5
100,72,12,15,50,7,2
100,53,9,14,50,0,2
100,97,34,42,45,0,2
100,77,96,40,52,0,3
100,24,94,77,52,0,9
100,100,42,0,53,63,8
100,91,62,54,56,0,3
100,30,12,11,66,14,6
87,20,27,0,53,45,6
70,0,100,40,73,0,4
93,22,66,49,56,10,9
80,11,56,0,55,19,6
100,84,77,58,60,0,3
100,87,11,0,35,36,7
61,100,0,29,96,28,8
100,63,13,29,50,8,2
100,37,90,64,57,6,9
60,72,96,81,74,0,1
79,79,13,10,100,100,8
100,100,57,45,18,0,2
100,100,56,0,61,45,7
72,59,5,33,49,100,5
65,100,45,71,81,0,9
72,62,57,73,74,0,9
90,0,93,47,63,0,4
100,79,23,16,50,1,2
100,83,51,6,27,2,1
100,48,55,58,77,0,5
68,6,80,5,80,94,0
97,10,91,82,82,0,9
31,48,100,74,28,43,0
100,69,66,32,74,0,3
100,76,15,0,49,1,2
100,0,75,65,92,0,9
100,38,31,0,53,45,6
93,67,100,26,39,2,3
58,48,100,81,67,0,1
100,94,53,0,50,57,7
96,0,88,43,94,0,4
100,100,71,52,52,0,3
93,23,18,0,61,9,6
100,1,41,0,67,23,6
65,57,100,79,75,0,1
66,73,81,74,88,0,1
100,53,0,0,62,4,2
100,100,47,11,43,11,2
94,70,78,64,42,0,7
100,94,100,43,50,0,3
100,100,50,35,54,6,3
74,100,10,60,73,62,8
73,16,100,63,93,0,4
82,100,81,60,6,0,1
88,0,70,49,62,0,4
78,21,43,0,60,13,6
100,79,86,51,61,0,3
94,47,34,69,65,0,9
78,0,100,77,48,0,4
65,0,80,33,68,0,4
72,8,52,34,96,0,4
75,0,93,85,35,0,9
100,100,84,39,42,9,3
74,72,6,62,99,0,9
75,0,100,47,90,0,4
82,3,43,0,46,4,6
100,78,36,31,53,1,2
100,76,90,45,52,5,3
18,37,100,54,41,61,0
51,25,100,62,15,25,0
100,70,41,0,50,57,7
100,100,59,16,73,43,8
100,73,52,16,50,0,1
76,70,92,75,83,0,1
92,88,50,46,12,0,1
63,59,84,76,51,0,1
100,66,20,12,58,0,2
74,0,100,33,84,0,4
78,100,90,86,58,6,9
100,0,100,76,75,0,9
70,0,88,15,79,88,0
66,0,82,24,78,86,0
55,43,21,17,41,100,5
85,100,80,69,63,0,1
100,85,43,0,38,25,7
59,74,8,6,33,100,5
77,4,97,88,35,0,9
79,14,51,21,85,0,4
100,56,0,13,75,30,2
100,80,58,60,48,14,5
88,19,69,0,48,13,6
100,0,78,0,63,91,0
79,17,70,0,45,3,6
100,6,80,41,44,26,5
64,54,27,36,49,100,5
66,61,19,0,30,96,5
84,29,35,0,53,31,6
96,81,29,0,48,48,7
70,0,90,36,80,0,4
100,71,11,30,51,0,2
74,28,55,0,61,26,6
100,60,75,59,48,0,5
68,0,100,36,93,0,4
100,53,17,0,58,29,6
54,84,24,42,100,39,8
100,100,77,5,27,36,7
92,0,83,55,63,0,4
60,0,66,15,100,100,0
77,4,40,0,88,36,6
100,60,79,57,44,14,5
62,0,89,29,60,84,0
100,62,42,64,61,0,5
100,98,67,49,42,17,3
100,64,15,8,50,0,2
81,100,43,62,4,0,1
100,79,83,36,50,1,3
100,100,83,43,53,7,3
100,94,100,52,43,7,3
74,10,54,12,90,0,4
100,60,1,29,49,1,2
82,0,82,42,80,0,4
100,85,55,66,64,0,5
72,40,5,0,1,100,5
100,63,0,16,78,32,2
100,43,42,50,60,0,5
16,85,73,100,19,55,9
81,74,80,74,62,0,1
100,87,34,11,50,0,2
73,34,91,49,60,11,9
60,43,0,0,42,100,5
100,73,50,0,26,36,7
77,19,39,0,65,26,6
72,0,100,45,44,0,4
85,61,92,54,42,0,9
73,70,93,75,91,0,1
100,26,97,50,51,8,5
78,22,23,0,69,13,6
100,100,25,0,12,47,7
100,100,72,42,50,0,3
54,62,6,20,37,100,5
100,59,5,13,53,0,2
100,87,77,16,50,28,7
67,19,30,36,100,88,8
97,21,17,0,64,3,6
75,0,98,53,73,0,4
100,55,15,9,51,0,2
87,0,82,7,27,0,6
74,74,47,85,88,0,9
79,47,100,64,43,0,9
100,100,64,72,53,0,5
76,0,41,0,62,8,6
100,56,0,14,83,33,2
63,78,71,75,16,0,1
76,61,0,6,27,100,5
100,83,100,45,42,0,3
62,93,28,15,39,100,5
79,0,49,0,59,19,6
100,48,100,68,47,2,9
100,0,100,0,39,86,8
100,77,18,29,50,0,2
100,73,100,37,41,10,3
79,62,29,68,87,0,9
64,100,5,33,85,97,8
64,69,100,78,84,0,1
100,84,80,44,62,4,3
100,27,59,0,45,89,8
70,78,0,21,100,100,8
83,14,42,0,77,29,6
100,49,0,19,62,2,2
70,100,50,34,0,10,1
99,100,66,14,11,39,7
100,76,37,0,50,30,7
100,88,26,36,51,2,2
75,0,100,46,57,0,4
64,0,91,25,62,76,0
91,0,100,41,61,0,4
67,48,0,12,41,88,5
100,100,76,37,36,10,3
99,55,100,65,55,0,7
72,25,54,32,98,0,4
71,0,71,20,100,97,0
100,60,41,29,58,2,2
75,0,84,56,93,0,4
57,0,98,82,88,0,9
100,23,97,74,48,0,9
82,100,0,84,40,0,9
98,87,35,0,32,45,7
100,58,76,70,40,1,9
100,28,19,0,50,6,1
81,9,26,0,100,25,6
60,65,100,81,79,0,1
96,33,0,21,59,22,6
89,0,97,70,52,0,4
70,0,83,22,57,75,0
81,10,24,0,88,40,6
93,60,55,55,53,14,5
88,7,33,2,87,4,6
90,20,15,0,78,21,6
100,61,0,7,59,0,2
70,100,0,77,69,0,9
72,39,0,24,100,100,8
100,0,95,21,57,85,8
30,68,100,100,62,0,1
92,17,57,27,89,0,4
100,70,5,3,50,0,2
100,56,41,16,45,2,1
100,93,28,8,51,0,2
100,55,0,32,78,0,2
78,0,54,75,30,0,9
72,95,0,27,100,94,8
100,44,100,89,38,0,9
100,30,0,4,61,12,2
100,76,7,0,50,4,2
100,58,5,13,48,1,2
100,0,100,93,65,0,9
100,93,82,40,53,0,3
100,100,49,13,0,32,7
100,61,82,81,57,17,9
90,0,100,90,56,0,9
100,24,2,11,67,0,2
43,50,100,100,77,0,1
81,88,94,73,82,0,1
100,80,58,0,52,40,7
100,42,27,8,48,18,6
100,51,0,21,54,0,2
98,64,56,41,60,0,2
59,67,44,57,50,26,8
100,45,98,70,62,0,9
79,68,99,57,46,0,9
92,58,93,70,46,3,9
100,95,69,0,38,39,7
60,11,100,28,41,73,0
74,0,96,42,88,0,4
100,50,54,75,60,0,9
49,26,90,5,76,100,0
66,50,83,75,56,0,1
78,80,71,22,46,2,1
71,2,100,58,80,0,4
39,40,0,44,61,100,5
78,97,92,71,59,0,1
96,2,37,52,46,10,5
100,65,32,32,47,7,2
80,13,28,0,62,18,6
81,100,50,60,17,0,1
92,83,88,64,39,0,9
71,33,48,37,0,6,1
100,91,38,19,49,4,2
70,0,76,100,50,0,9
100,74,29,18,49,1,2
75,1,100,61,89,0,4
100,100,50,55,41,0,5
46,42,0,42,56,100,5
74,0,100,46,70,0,4
64,50,21,44,100,92,8
63,88,14,26,100,99,8
76,8,41,0,95,21,6
67,0,85,26,63,87,0
62,75,0,19,45,100,5
100,45,99,72,33,0,9
87,0,33,44,50,0,1
47,0,93,90,70,0,9
36,21,99,35,62,81,0
100,59,35,1,50,1,1
37,41,100,50,37,77,0
100,81,49,0,42,43,7
49,61,14,0,33,100,5
93,43,32,0,34,84,8
100,82,50,0,48,36,7
70,80,80,75,52,0,1
85,0,46,3,100,95,0
67,86,38,54,72,17,8
100,68,38,0,38,42,7
76,11,44,0,59,10,6
100,48,0,2,64,1,2
97,65,46,0,47,19,6
86,41,27,0,56,26,6
99,83,67,0,47,38,7
100,81,27,47,71,0,3
100,87,38,25,53,0,2
85,19,31,0,40,100,5
81,2,100,52,77,0,4
80,4,44,0,51,14,6
87,14,35,16,100,0,4
72,0,100,65,77,0,4
66,51,1,0,35,100,5
74,0,81,20,76,90,0
100,100,45,59,70,0,3
67,100,19,56,89,40,8
64,100,65,61,62,0,9
27,38,100,55,31,60,0
80,66,0,63,82,0,9
97,100,66,20,9,8,1
100,96,66,0,46,70,8
87,45,4,16,53,22,6
89,0,55,0,56,1,6
86,23,42,0,53,77,8
98,78,61,72,15,0,7
71,0,82,5,76,88,0
9,74,100,79,42,67,9
100,69,76,40,54,10,3
100,76,12,11,50,5,2
100,100,86,49,46,12,3
100,70,24,0,50,9,1
100,87,79,35,52,4,3
28,26,100,60,45,71,0
75,0,100,84,63,0,9
91,85,68,48,70,0,3
65,54,81,75,41,0,1
70,98,57,92,16,0,0
10,76,100,84,34,68,9
39,22,100,37,47,68,0
100,58,0,9,65,0,2
100,66,38,0,42,53,7
100,100,12,0,70,66,8
68,4,92,24,61,76,0
58,40,28,35,2,4,1
64,22,100,24,51,100,0
100,92,15,0,50,11,2
72,100,0,54,73,0,9
100,100,41,15,4,27,7
69,0,94,30,81,0,4
100,100,46,59,0,0,1
100,55,0,4,61,2,2
100,99,75,30,22,39,7
100,30,100,35,37,15,5
41,21,100,55,45,63,0
93,21,19,0,77,29,6
100,63,100,41,46,0,3
80,88,76,69,29,0,1
100,97,57,54,55,8,5
38,19,93,29,67,79,0
51,61,12,25,45,100,5
89,0,100,71,47,0,4
100,25,31,0,78,67,6
100,0,100,0,40,76,8
100,0,55,41,70,0,4
73,0,89,23,71,0,4
100,81,25,19,50,0,2
100,0,94,95,75,0,9
100,86,70,69,32,0,7
53,63,29,3,27,100,5
72,100,79,46,0,0,1
100,100,35,6,58,66,8
85,100,77,49,46,0,1
85,0,88,49,70,0,4
100,46,32,50,100,0,3
100,51,8,1,51,0,2
70,79,100,10,37,0,1
99,64,92,64,41,0,7
80,65,0,0,25,49,7
71,0,100,27,74,0,4
100,78,17,8,50,0,2
65,54,0,31,54,85,5
94,0,67,49,83,0,4
100,71,40,4,54,5,1
100,100,80,41,44,10,3
59,77,24,0,16,100,5
86,57,40,68,62,0,9
93,48,47,68,67,0,9
95,34,65,0,53,31,6
73,0,81,21,83,81,0
57,52,14,0,43,94,5
100,31,100,34,45,0,5
85,100,71,63,58,0,1
48,38,0,56,60,100,5
100,100,0,32,84,0,2
73,0,78,10,41,2,6
38,31,100,56,26,58,0
100,75,25,35,50,0,2
80,0,100,37,83,0,4
68,77,100,74,57,20,9
33,34,100,50,29,64,0
86,52,43,68,87,0,9
97,80,41,0,32,42,7
74,0,95,57,81,0,4
86,47,14,0,38,26,6
99,100,59,59,10,0,1
100,74,76,0,59,48,7
100,76,100,38,35,12,3
100,83,100,54,54,0,3
88,58,44,70,58,16,9
100,85,71,46,56,5,3
61,55,0,25,35,98,5
96,8,100,96,75,0,9
77,70,54,25,49,0,1
100,81,18,25,50,0,2
79,65,13,67,100,0,9
79,81,88,64,90,0,1
96,46,0,2,100,100,8
60,90,0,13,27,100,5
92,29,1,0,45,87,8
100,53,17,21,51,0,2
83,2,100,52,71,0,4
88,54,44,0,41,96,8
71,38,76,75,76,0,1
86,48,16,44,0,0,1
58,9,84,16,77,95,0
85,85,95,71,86,0,1
100,100,50,47,53,3,3
100,100,77,54,54,0,3
99,69,100,42,45,0,3
65,73,79,75,39,0,1
96,91,72,59,49,0,7
81,7,100,84,55,0,4
99,24,22,0,70,18,6
86,0,54,25,79,0,4
100,70,39,0,52,44,7
92,0,39,6,74,0,6
100,87,28,54,45,0,5
100,0,79,78,83,0,9
100,97,32,6,51,0,2
96,50,85,79,52,0,7
85,4,51,34,88,0,4
100,0,100,0,46,99,8
93,57,61,46,68,0,1
85,12,55,0,42,5,6
76,0,37,0,93,20,6
100,66,99,67,50,0,9
100,100,51,25,20,3,2
100,56,0,0,67,7,2
88,0,93,53,75,0,4
68,0,100,30,95,0,4
100,90,56,0,47,32,7
100,88,45,0,29,36,7
99,44,28,47,65,0,2
69,0,78,22,68,83,0
93,40,94,70,51,0,9
100,65,48,0,51,48,7
100,71,20,8,50,0,2
89,30,31,0,79,18,6
51,20,100,66,0,15,0
100,20,83,71,61,13,9
84,16,100,19,60,94,0
71,0,93,11,63,100,0
60,63,3,19,47,97,5
49,2,91,26,67,100,0
77,73,24,92,94,0,9
100,100,57,0,24,36,7
81,43,15,0,38,100,5
65,52,0,27,45,96,5
74,100,42,83,55,0,9
69,86,0,6,25,100,5
81,0,71,0,85,94,0
60,61,15,4,35,100,5
91,0,62,0,85,100,0
96,0,100,59,91,0,4
40,39,100,46,35,71,0
100,0,100,55,90,0,4
50,25,100,47,34,52,0
100,67,24,4,49,0,2
85,15,53,22,91,0,4
100,99,94,40,52,0,3
90,51,12,0,46,12,6
93,78,54,41,41,0,2
72,66,29,15,100,100,8
100,54,10,0,50,38,7
100,65,22,19,62,0,2
100,65,0,0,63,3,2
98,49,98,77,70,0,9
100,49,0,14,66,25,6
98,38,44,0,64,27,6
83,0,100,52,48,0,4
100,71,16,6,50,0,2
100,58,16,0,51,63,7
100,58,47,0,53,47,7
82,84,73,68,18,0,1
58,66,91,75,80,0,1
58,74,10,0,17,97,5
59,1,100,82,40,0,9
100,94,68,19,32,50,7
100,0,87,84,71,0,9
84,35,40,0,37,14,6
35,63,41,41,99,76,8
100,2,48,0,43,84,8
73,1,84,57,66,8,9
78,21,27,0,53,10,6
100,6,80,82,71,12,9
84,0,100,69,50,0,4
83,46,43,14,50,0,1
100,100,58,49,38,5,3
100,88,71,44,52,5,3
100,47,3,0,50,63,7
79,0,62,35,81,0,4
25,51,100,69,30,71,0
100,97,90,49,49,12,3
70,71,84,75,56,0,1
78,3,100,58,92,0,4
100,100,60,10,24,40,7
61,71,0,30,100,100,8
90,0,69,0,91,99,0
37,39,6,35,61,100,5
75,1,54,17,84,0,4
66,100,68,70,69,0,9
98,60,42,0,42,98,8
100,88,60,48,47,0,2
72,15,100,76,83,0,4
80,54,21,16,79,16,6
77,12,45,0,73,49,6
100,74,20,15,50,2,2
39,15,98,36,58,90,0
86,62,33,43,8,0,1
100,42,59,41,31,0,5
89,64,35,9,52,0,1
83,0,72,82,59,0,4
100,84,67,64,46,9,5
86,53,20,43,0,0,1
100,63,85,47,48,11,3
100,53,52,20,8,6,1
63,82,76,74,29,0,1
62,72,15,40,50,100,5
100,48,71,64,54,1,5
55,52,17,22,42,99,5
100,88,100,44,49,8,3
100,49,0,18,66,18,2
100,46,0,43,64,0,2
100,0,79,0,50,86,8
100,100,65,0,34,49,7
80,12,6,12,100,19,6
77,17,50,0,57,24,6
100,31,10,0,70,8,2
80,0,71,4,84,100,0
81,35,0,14,53,24,6
97,76,66,36,100,33,7
100,100,48,44,55,1,5
63,44,0,21,46,91,5
100,84,78,0,49,48,7
100,100,71,53,56,0,3
78,0,100,63,58,0,4
91,22,3,13,81,31,6
80,0,100,62,65,0,4
39,26,100,53,33,63,0
100,89,42,0,76,36,7
81,0,77,78,62,0,4
100,47,12,0,55,6,1
88,23,66,0,58,43,6
35,8,90,44,57,80,0
72,48,100,74,64,0,3
100,46,43,12,54,2,1
100,65,65,48,58,5,5
100,0,64,0,35,86,8
89,0,49,0,100,97,0
82,0,100,49,52,0,4
100,91,49,0,43,44,7
84,66,96,66,52,15,9
42,23,100,32,54,76,0
100,43,54,47,69,0,4
100,44,91,75,53,23,9
100,70,0,17,54,6,2
76,58,0,7,96,91,8
100,100,91,37,46,5,3
55,15,91,81,52,0,9
100,94,93,47,52,6,3
100,50,0,26,54,33,6
40,84,35,38,90,84,8
72,5,90,16,69,91,0
28,54,100,81,30,48,0
100,18,59,0,45,95,8
90,100,76,32,5,0,1
100,53,0,14,67,21,2
100,78,58,0,53,31,7
100,57,56,13,1,1,1
53,81,21,23,42,100,5
100,94,65,0,45,42,7
65,41,3,29,45,100,5
96,2,60,70,100,0,9
100,3,79,61,54,14,9
96,56,40,0,64,34,7
100,83,47,0,46,46,7
90,16,87,63,52,0,9
100,35,74,44,43,3,5
88,38,87,78,44,0,7
89,51,43,0,36,97,8
60,100,0,8,45,100,8
96,53,78,70,29,0,7
100,28,78,0,30,69,8
89,52,25,45,2,0,1
88,8,63,0,100,100,0
48,64,100,97,60,0,1
100,65,52,0,61,52,7
100,63,100,49,40,7,3
100,49,83,42,53,0,5
100,20,11,0,61,33,6
99,70,59,24,14,3,1
100,56,61,60,56,15,5
100,0,42,0,100,96,0
100,27,31,55,47,0,5
100,36,31,0,59,34,6
64,60,45,75,45,0,1
72,13,100,62,68,0,4
84,71,92,74,82,0,1
100,66,6,10,55,0,2
100,53,7,22,76,14,2
100,50,100,62,56,0,9
98,52,60,21,12,6,1
57,42,0,33,53,91,5
82,100,78,63,51,0,1
40,15,100,47,42,67,0
54,48,98,86,44,0,1
92,20,12,6,90,25,6
100,0,67,0,58,89,8
97,0,49,44,63,0,4
100,100,66,46,48,0,3
46,56,0,5,49,100,5
95,60,49,0,39,100,8
93,100,37,35,0,26,7
100,0,73,0,43,84,8
81,34,10,0,38,24,6
100,65,0,5,53,0,2
45,86,22,40,100,85,8
90,84,95,42,49,0,9
84,64,0,11,100,99,8
100,100,47,19,35,48,7
100,62,3,6,51,0,2
100,56,25,16,56,13,2
100,81,100,21,31,13,3
49,15,100,41,39,68,0
83,33,65,27,98,0,4
66,83,36,29,100,95,8
91,32,17,0,75,92,8
91,45,75,70,26,0,7
100,50,40,0,60,46,7
100,82,70,49,50,15,3
99,45,57,64,49,0,5
61,44,11,37,100,100,8
100,100,65,50,44,0,3
100,85,100,46,43,9,3
56,52,81,75,57,0,1
100,82,24,0,96,47,7
97,100,39,35,7,33,7
100,55,9,0,49,40,7
44,44,39,37,100,78,8
58,64,81,77,37,0,1
100,49,16,16,68,0,2
65,4,94,29,62,83,0
99,42,87,64,60,1,9
100,0,100,75,46,0,4
100,42,5,6,51,0,2
78,26,25,0,64,21,6
84,0,96,52,93,0,4
100,0,100,0,49,87,8
100,100,94,46,27,16,3
69,0,87,11,71,85,0
100,69,100,46,36,16,3
57,61,0,36,100,96,8
100,63,14,22,59,0,2
100,100,38,67,39,10,5
64,61,31,10,54,1,1
98,71,100,20,38,6,3
83,0,100,67,69,0,4
81,92,95,63,87,0,1
93,20,4,11,68,42,6
77,59,25,41,71,0,9
100,72,63,0,49,43,7
100,52,12,22,53,7,2
78,75,83,74,56,0,1
78,0,100,58,58,0,4
100,56,54,14,46,5,1
100,21,98,82,60,6,9
100,100,51,56,46,0,3
90,62,100,52,44,18,9
100,89,85,23,23,22,3
100,78,100,40,46,13,3
82,15,44,0,66,30,6
85,0,82,9,60,89,0
78,71,83,75,50,0,1
77,20,51,0,64,44,6
100,61,100,35,21,26,3
91,41,20,0,55,100,8
68,79,49,23,100,86,8
100,15,34,0,100,88,0
80,29,100,90,61,0,7
100,49,0,0,63,21,2
100,26,82,45,53,0,5
80,38,8,0,36,13,6
63,2,86,10,74,97,0
71,76,79,74,28,0,1
100,55,11,20,62,0,2
63,100,15,69,82,0,9
94,27,0,14,43,25,6
64,52,0,34,100,89,8
47,1,86,36,58,86,0
81,100,8,18,98,100,8
100,92,81,39,51,0,3
47,20,100,29,52,78,0
100,99,67,6,36,36,7
88,11,23,40,95,0,4
85,0,89,84,64,0,4
68,0,83,22,91,0,4
67,51,100,63,49,2,9
100,4,84,0,49,93,8
70,0,100,57,70,0,4
47,59,1,38,49,100,5
92,0,47,0,100,97,0
91,32,0,0,53,73,8
78,0,66,0,100,78,0
56,44,36,34,100,95,8
100,79,82,50,58,12,3
34,26,100,42,57,87,0
82,79,0,0,100,96,8
100,100,25,61,53,10,5
74,2,47,0,72,23,6
77,0,100,58,50,0,4
84,98,93,60,76,0,1
94,52,0,17,100,100,8
87,11,50,0,68,41,6
49,39,12,28,48,100,5
98,29,63,36,39,3,5
95,78,97,54,49,0,9
100,24,1,21,67,17,2
100,7,64,0,56,90,8
100,86,100,29,38,6,3
100,0,90,0,49,81,8
100,67,36,13,50,8,1
71,0,100,32,76,0,4
52,44,19,38,100,98,8
97,44,99,0,40,29,6
100,57,88,70,57,0,9
100,45,39,37,26,0,1
100,65,100,37,46,3,3
100,38,74,47,40,0,5
100,40,76,45,37,4,5
79,27,10,0,34,21,6
99,46,65,51,29,0,5
86,0,58,46,100,0,4
100,83,100,27,38,5,3
95,21,59,69,45,8,5
100,59,22,0,49,42,7
79,27,0,12,97,27,6
68,11,86,23,74,72,0
83,8,57,0,58,43,6
100,98,84,50,57,0,3
99,47,77,77,35,0,7
56,15,100,38,43,63,0
100,77,100,42,40,18,3
100,77,100,34,38,8,3
96,31,100,65,50,0,9
80,0,67,0,100,92,0
49,67,8,29,35,100,5
76,36,57,0,62,49,6
51,47,29,33,100,100,8
69,5,92,24,60,78,0
42,17,100,31,64,93,0
96,78,30,48,4,0,1
100,36,82,44,34,14,5
73,71,0,24,100,100,8
100,18,30,0,100,88,0
99,66,25,0,49,42,7
83,11,35,0,76,35,6
86,0,92,70,95,0,4
88,38,0,0,100,88,8
76,0,53,0,86,38,6
100,36,0,12,63,4,2
100,77,50,48,60,0,3
77,81,88,71,81,0,1
73,72,0,23,100,100,8
56,66,100,91,62,0,1
100,72,30,0,37,33,7
100,68,89,48,87,0,3
100,44,14,27,60,3,2
100,11,33,0,61,88,8
98,45,83,42,38,1,5
82,74,96,46,54,0,9
100,100,95,42,44,15,3
89,39,11,0,40,27,6
100,48,0,22,57,5,2
100,76,100,30,40,3,3
100,100,88,35,43,3,3
100,84,67,0,38,38,7
100,88,100,30,38,12,3
