@relation magic

@attribute FLength numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
26.1326,2.5211,32.28,g
17.7773,2.1746,51.74,g
70.4825,3.5782,4.159,g
48.8529,2.7084,4.4388,g
17.261,2.3075,48.278,g
26.5871,2.8722,1.475,g
69.7429,3.3414,2.414,g
92.6674,4.0284,3.692,g
93.7411,4.2034,0.3748,g
104.424,4.2023,1.29,g
28.7643,2.2175,6.445,g
95.0301,3.9174,1.676,g
45.2271,3.0273,10.09,g
21.7089,2.5145,3.465,g
30.0267,2.4955,39.1621,g
46.7713,2.9523,6.4139,g
38.9577,3.2961,0.3159,g
89.473,3.3831,0.524,g
67.9686,3.5629,9.0921,g
88.9019,3.5765,3.2132,g
29.9762,2.2742,53.211,g
13.0142,2.1319,60.4605,g
32.6392,2.5391,21.5727,g
76.4172,2.9759,9.7797,g
37.2195,2.4141,11.386,g
92.7752,2.3522,3.0299,g
12.9993,2.0881,77.453,g
34.1337,2.7173,6.902,g
30.8529,2.2967,21.138,g
34.3559,2.7927,3.198,g
16.3214,2.3483,6.0909,g
72.9139,3.3523,5.7258,g
29.4741,2.6258,48.0364,g
87.6502,3.3469,1.7125,g
86.2726,4.097,5.2854,g
22.7935,2.1775,67.106,g
27.651,2.8222,23.851,g
32.7206,2.7832,36.3443,g
33.4604,2.4232,4.457,g
34.2778,2.6289,42.686,g
28.8217,2.8007,3.879,g
12.6191,2.1945,81.1099,g
43.7592,3.2831,5.167,g
67.6371,3.4867,15.2076,g
65.7719,3.2423,0.555,g
36.0926,2.3927,15.5661,g
25.6714,2.2956,9.5272,g
61.596,3.3757,0.488,g
40.797,2.404,6.325,g
34.1665,2.4571,14.125,g
88.1093,2.7589,8.618,g
102.077,2.9943,4.3488,g
20.5966,2.3473,45.299,g
18.7082,2.2672,37.4141,g
87.1984,3.5433,0.883,g
34.5681,2.854,1.3098,g
58.4033,2.9204,13.659,g
19.6089,2.372,4.228,g
70.6596,3.1274,11.138,g
31.1009,2.6924,4.015,g
57.0409,2.8312,6.78,g
39.5203,3.2353,0.0449,g
47.2516,2.8882,1.74,g
12.7436,2.1599,39.403,g
34.5555,2.5922,8.284,g
54.606,3.256,0.8763,g
55.0826,3.0308,3.919,g
27.6315,2.4464,34.121,g
77.0202,3.9439,2.8361,g
24.1399,2.433,39.092,g
97.4511,4.1207,2.3313,g
51.624,2.9085,3.613,g
43.072,2.6101,0.7536,g
17.725,2.1833,33.97,g
30.2844,2.7292,3.1825,g
31.9028,2.8052,6.9052,g
20.435,2.6575,27.7485,g
74.9198,3.2011,15.5248,g
39.7162,2.9998,7.058,g
33.3917,2.4886,4.116,g
105.761,3.2134,3.634,g
63.6598,3.1871,14.918,g
22.2418,2.4216,18.5462,g
51.2581,2.7709,5.1346,g
23.8915,2.534,6.2472,g
25.0389,2.4646,23.722,g
25.9538,2.4624,39.315,g
39.8874,3.227,7.437,g
46.2189,3.1582,66.846,g
34.9294,2.5658,1.3937,g
28.126,2.7774,20.468,g
35.9225,2.5224,2.969,g
71.0185,3.0527,1.003,g
57.5229,3.0183,2.846,g
13.143,2.2467,70.33,g
20.0489,2.4014,25.883,g
29.343,2.5192,85.8903,g
122.595,3.6811,10.239,g
12.9383,2.1287,15.001,g
12.927,2.2109,68.723,g
23.7968,2.4571,33.5063,g
13.2566,2.1717,15.671,g
91.6423,3.8484,16.622,g
22.7298,2.4878,23.553,g
24.4584,2.3375,54.494,g
29.4939,2.4533,10.11,g
29.7355,2.9593,30.9438,g
36.6353,3.1561,8.007,g
96.2481,3.7709,0.173,g
29.5348,2.3274,7.356,g
35.5396,2.433,0.9529,g
35.0315,2.688,22.751,g
66.2184,2.4594,8.48,g
57.6944,3.0273,0.122,g
22.7867,2.5315,2.559,g
58.8799,2.8774,2.622,g
70.5426,2.711,11.72,g
45.8074,2.3502,58.99,g
36.9627,3.1818,10.722,g
28.4384,2.4646,54.7663,g
65.0499,3.0799,2.2,g
59.1682,2.798,1.915,g
23.8746,2.4125,45.6526,g
17.4031,2.4378,52.56,g
66.473,3.7367,0.467,g
42.2236,3.2049,4.262,g
25.3484,2.993,73.19,g
35.8038,2.7173,29.837,g
18.4693,2.3473,8.1312,g
29.4437,2.7271,20.244,g
24.3849,2.527,14.769,g
54.2229,3.3312,7.4935,g
68.9648,3.1307,0.402,g
23.64,2.2625,46.9385,g
40.8148,2.4676,25.505,g
31.0316,2.86,8.7828,g
35.9089,2.6289,26.7977,g
26.591,2.8011,36.647,g
37.9583,2.6128,14.86,g
98.5017,2.8739,3.7729,g
17.4879,2.4728,5.4667,g
42.0656,3.0492,3.6947,g
38.3439,3.1538,11.7617,g
21.3781,2.3464,22.0158,g
26.0277,2.5502,0.6419,g
47.1637,2.9363,7.132,g
20.4089,2.3181,47.069,g
34.7947,2.7645,5.3643,g
19.7513,2.081,62.3181,g
141.884,2.5459,5.704,g
18.0214,2.1732,0.8832,g
27.5027,2.5763,21.937,g
56.6212,3.0722,2.3981,g
93.1864,2.8503,4.5743,g
114.331,4.1676,2.109,g
23.8241,2.4265,12.249,g
119.515,4.0179,1.6234,g
34.7547,2.8192,1.236,g
102.022,3.3921,1.8933,g
13.4612,2.2492,40.227,g
56.2087,3.4311,4.526,g
83.4271,3.0699,1.151,g
66.1331,3.1984,11.5159,g
45.8678,2.998,5.8093,g
50.1537,2.5165,11.976,g
12.796,2.1569,76.5332,g
35.3734,2.8215,41.747,g
62.5506,3.9139,8.974,g
21.0145,2.3304,3.9389,g
92.0007,3.6213,1.7669,g
29.2792,2.5877,10.472,g
61.9038,3.3678,4.76,g
29.292,2.6609,3.226,g
21.2302,2.2889,43.8353,g
57.8911,2.8497,8.217,g
31.6449,2.666,3.7388,g
36.9759,3.0833,3.906,g
17.0911,2.3909,14.894,g
31.1763,2.8338,12.969,g
22.914,2.2945,16.4346,g
45.1692,2.8954,9.293,g
52.8214,2.7828,14.834,g
72.2557,3.4878,5.466,g
34.2309,2.6785,8.344,g
46.507,2.3847,13.3338,g
21.3231,2.1538,6.6607,g
18.3155,2.1222,2.559,g
24.4143,2.3636,18.4088,g
26.15,2.3032,29.3444,g
19.9964,2.8079,3.6905,g
19.2295,2.3655,24.262,g
36.3631,2.8085,18.0525,g
27.071,2.6726,13.719,g
19.7381,2.4997,6.8428,g
26.986,2.5717,19.4692,g
34.6124,2.6749,53.2181,g
90.1763,2.6021,1.523,g
103.021,2.8142,19.43,g
19.3082,2.3551,60.871,g
43.7649,3.1033,17.3602,g
59.8099,3.7199,1.0275,g
81.2317,3.7262,4.155,g
98.5389,3.9546,3.0657,g
94.9225,3.5614,2.3428,g
19.5683,2.4091,29.1592,g
68.4339,2.4878,27.43,g
77.7137,3.1989,15.5424,g
99.002,3.2981,0.227,g
42.4156,3.1265,24.038,g
50.3466,2.8899,3.915,g
21.283,2.1717,10.167,g
35.9941,2.9666,4.761,g
32.8552,2.699,5.647,g
20.5692,2.4289,13.9,g
60.0081,3.0156,16.397,g
16.9818,2.3075,51.0269,g
52.5166,2.8528,1.737,g
23.8607,2.3454,26.583,g
20.6112,2.2911,65.696,g
62.0891,3.3406,6.479,g
20.1997,2.3284,17.3756,g
17.9664,2.4464,80.7121,g
35.996,2.6955,23.739,g
24.1739,2.3086,16.2545,g
58.3387,3.0404,5.4681,g
12.9529,2.1569,28.538,g
18.0787,2.4082,24.1656,g
76.4616,3.1992,2.091,g
37.2286,3.1695,16.6959,g
25.0221,2.4502,82.9593,g
52.4876,2.7336,9.4384,g
36.9557,2.9645,2.511,g
43.3688,3.0565,0.3246,g
35.0869,3.6087,76.074,g
34.7527,2.6212,16.5306,g
67.2381,3.107,6.5364,g
52.2488,2.9325,3.926,g
81.7275,3.4594,0.345,g
19.1573,2.3334,11.763,g
91.8525,4.0567,2.1094,g
54.1366,2.9566,0.16,g
21.8432,2.3139,5.646,g
34.1403,2.9219,20.826,g
65.045,3.6171,18.4316,g
28.6935,2.4749,10.347,g
35.6122,2.8354,6.6169,g
88.7452,3.6021,3.4725,g
94.7591,3.3961,6.005,g
33.1818,2.4955,41.929,g
21.8166,2.5752,19.496,g
32.1863,2.5966,4.803,g
44.3534,2.9332,0.288,g
22.4155,2.5763,89.9155,g
34.9922,2.9883,8.191,g
18.6533,2.4338,4.7998,g
54.4781,2.7029,1.3186,g
16.3607,2.3522,35.427,g
29.4785,2.4306,59.3545,g
102.855,4.155,1.037,g
79.3481,2.6096,3.796,g
26.9416,2.2467,10.626,g
90.9354,3.4619,6.1616,g
65.3585,3.4736,2.929,g
22.6779,2.4289,0.279,g
19.5686,2.3222,10.9472,g
51.5202,2.6959,13.747,g
20.0891,2.0626,78.3243,g
31.1823,2.3149,22.9229,g
19.6808,2.301,12.9151,g
18.8834,2.444,57.86,g
100.557,4.2194,2.128,g
65.1138,2.9956,13.1445,g
27.2843,2.8805,10.2623,g
36.6546,2.7899,59.046,g
32.3865,2.639,7.4884,g
34.2512,2.3589,43.554,g
33.3849,2.8062,22.353,g
33.2327,2.5058,10.291,g
41.5662,2.9243,1.314,g
21.3528,2.1189,43.607,g
27.0876,2.5231,7.116,g
18.633,2.5786,32.005,g
37.1941,2.9673,4.9759,g
54.9077,3.3212,2.224,g
91.4628,3.5434,2.331,g
100.445,3.3817,5.256,g
32.7943,2.6091,4.4626,g
58.8321,3.5898,4.0456,g
20.2427,2.1569,22.9125,g
31.6027,2.8215,2.102,g
70.1175,2.8525,1.4663,g
75.4261,3.9307,0.8501,g
99.4753,3.8212,2.17,g
48.6413,2.8048,11.287,g
30.7789,2.3107,19.811,g
31.1816,2.7672,35.4229,g
101.046,3.0752,0.4197,g
20.947,2.3375,34.4932,g
15.2121,2.243,34.78,g
39.1668,2.8398,2.027,g
65.1686,2.6232,5.9072,g
58.3566,2.9963,3.237,g
46.395,2.9941,9.8102,g
42.3886,2.5982,5.565,g
124.19,4.6791,4.3673,g
76.7136,2.6551,7.946,g
20.6484,2.1319,7.414,g
85.9685,4.1192,4.561,g
27.0285,2.6898,8.3477,g
41.095,2.8079,23.618,g
13.0467,2.1508,13.9983,g
26.9185,2.4023,20.6971,g
13.1279,2.1189,41.2125,g
55.4983,3.0237,6.216,g
23.4921,2.3531,21.221,g
20.4322,2.3149,89.0757,g
67.5796,3.4804,2.7859,g
100.038,4.2401,2.931,g
54.2845,2.6217,1.7076,g
61.672,2.8814,7.336,g
152.893,3.0615,3.8617,g
88.3491,3.6765,0.8347,g
69.4928,2.9845,6.6543,g
15.1513,2.5092,75.415,g
19.1154,2.3962,31.686,g
89.5436,3.3537,4.985,g
32.2851,2.9472,30.388,g
27.0374,2.8089,10.628,g
88.5408,3.5244,2.2359,g
113.421,3.5739,0.837,g
32.058,2.4976,2.625,g
109.337,3.3661,1.951,g
27.5007,2.9836,1.5129,g
27.6322,2.549,0.4686,g
29.4778,2.76,16.05,g
13.3518,2.2393,16.921,g
22.6283,2.2175,56.227,g
38.3448,2.8238,0.1899,g
30.3114,2.7493,18.0418,g
32.903,3.2621,12.2838,g
43.394,2.7419,13.603,g
81.0143,3.2455,0.3176,g
40.6296,2.8162,6.1626,g
23.57,2.3971,21.769,g
19.9009,2.273,70.729,g
12.9705,2.2109,28.599,g
41.4346,2.7756,8.356,g
62.1402,3.0364,8.203,g
62.4243,3.2783,2.979,g
22.939,2.5453,47.847,g
25.1635,2.6304,15.053,g
26.6892,2.5999,5.8253,g
25.7531,2.3531,42.2302,g
20.1335,2.1599,57.56,g
33.6044,2.7864,9.802,g
40.8823,2.7578,16.879,g
167.067,2.9135,4.486,g
43.964,3.479,2.9782,g
28.5282,2.3181,21.4331,g
48.6983,3.0748,4.923,g
19.6328,2.29,4.2029,g
30.8784,2.7589,13.7391,g
35.225,2.902,27.2776,g
25.1618,2.73,1.1344,g
25.2365,2.4857,47.1567,g
31.1459,2.6799,62.781,g
27.3576,2.3627,59.4668,g
38.685,2.4526,6.8087,g
56.8378,3.2019,3.022,g
32.8576,2.9204,3.5025,g
32.7978,2.3608,5.203,g
68.4755,3.2319,6.673,g
53.1378,3.4822,5.6592,g
109.8,3.2403,73.6804,g
96.8724,3.1256,6.0195,g
125.248,2.6138,83.7287,g
23.3073,2.444,2.7033,g
81.6624,3.7255,0.3395,g
87.257,3.0183,2.3986,g
27.1944,2.4472,3.2782,g
24.8332,2.5949,4.833,g
89.9267,3.7577,0.42,g
45.8873,3.0925,4.521,g
31.6036,2.5185,6.3609,g
28.9911,2.6488,6.3297,g
20.968,2.0881,19.5113,g
62.3288,2.7447,17.5637,g
35.8562,2.9945,4.6729,g
13.0171,2.1351,2.5667,g
18.6352,2.415,62.6769,g
100.493,3.0158,2.818,g
23.153,2.8065,27.621,g
23.1352,2.2504,49.932,g
81.7977,3.7048,2.985,g
49.737,2.8876,19.187,g
37.5027,2.6459,18.005,g
24.0688,2.5065,33.4211,g
35.2812,3.1204,4.4652,g
27.7069,2.4023,32.816,g
12.8539,2.1717,81.2444,g
33.8389,2.5977,17.1,g
20.2889,2.4166,19.5164,g
83.8436,3.588,3.2408,g
69.9627,3.3358,5.6543,g
19.4637,2.437,22.3975,g
19.9214,2.5581,8.3678,g
79.5318,2.7675,3.2801,g
26.7641,2.5563,32.534,g
26.8933,2.3829,11.6582,g
35.9738,3.3553,8.8011,g
34.8407,2.9219,5.9938,g
18.1612,2.301,8.38,g
38.4109,3.4013,0.167,g
22.6203,2.29,66.0914,g
12.9531,2.2822,69.1684,g
33.6576,2.9741,16.8909,g
22.3851,2.2695,12.169,g
35.6255,3.1647,3.866,g
18.0424,2.3395,5.4707,g
23.5009,2.3345,21.192,g
31.5005,2.6191,31.413,g
90.3579,3.6335,0.803,g
66.6671,3.0007,0.5477,g
112.279,3.3409,3.2837,g
90.6662,3.5818,2.481,g
24.0709,2.7987,16.2665,g
41.455,2.873,15.3576,g
102.98,3.9547,3.0301,g
24.1415,2.5328,13.846,g
60.6745,3.1984,18.082,g
26.0756,2.6758,15.0673,g
22.0396,2.5575,31.06,g
81.3466,3.3173,1.2749,g
60.9711,2.2227,20.8422,g
35.0935,2.6532,7.5143,g
33.7757,2.7011,1.314,g
64.8397,2.9899,3.332,g
113.51,3.0842,4.016,g
42.9123,3.6205,44.927,g
20.7115,2.8552,45.0788,g
29.4466,2.7404,4.945,g
28.3107,2.7612,4.714,g
18.0153,2.5159,21.5425,g
35.0575,2.8876,1.273,g
40.3867,2.6998,5.954,g
36.4659,2.5058,12.9854,g
28.2831,2.5502,45.8856,g
20.6078,2.0952,41.644,g
23.481,2.5617,71.603,g
83.5371,3.1119,3.3923,g
21.0228,2.567,22.6203,g
33.6832,2.8038,1.573,g
21.3972,2.5231,14.853,g
21.4387,2.0473,34.8091,g
26.2043,2.541,32.021,g
46.9218,3.123,10.582,g
20.0506,2.451,25.089,g
22.7184,2.4346,6.1543,g
45.7859,2.7466,19.482,g
49.2474,3.3033,8.3432,g
55.0058,3.3413,0.817,g
48.5393,2.4401,9.9947,g
95.2333,3.6055,1.513,g
19.7308,2.3314,8.753,g
20.2916,2.3324,67.912,g
64.3999,3.2383,8.889,g
48.35,2.7597,18.51,g
31.9607,2.9969,10.176,g
88.5788,3.7263,4.6221,g
45.247,2.76,2.3869,g
24.4464,2.5569,11.2109,g
34.6141,2.792,13.193,g
23.8533,2.692,46.859,g
30.1127,2.6604,23.856,g
30.3038,2.5205,66.074,g
80.0032,3.2118,9.041,g
29.2639,3.264,59.896,g
46.3534,2.8319,18.661,g
43.7239,3.1181,17.406,g
21.6732,2.1761,39.441,g
20.7849,2.4518,80.5721,g
20.3113,2.2467,23.439,g
33.3528,2.7551,8.709,g
31.6398,2.7324,16.7134,g
22.5397,2.3233,16.1722,g
59.6365,3.0938,10.208,g
46.5534,3.0092,2.7,g
21.945,2.3608,59.558,g
68.107,3.2627,3.902,g
70.3078,3.3245,3.9509,g
32.2107,2.5877,13.233,g
72.8137,3.2667,12.275,g
34.9374,2.7408,9.034,g
98.6964,3.1816,3.6338,g
38.2371,2.9393,8.6172,g
84.0883,2.9963,5.4781,g
80.1359,3.5736,5.1312,g
23.4309,2.5099,76.537,g
22.4091,2.1569,34.606,g
20.2899,2.356,9.282,g
25.1127,2.5569,70.2428,g
112.725,4.6295,2.337,g
32.2029,2.9974,15.646,g
34.0974,2.4749,4.829,g
25.5801,2.5276,3.628,g
28.1101,2.3775,44.1008,g
14.1318,2.3979,13.127,g
21.0701,2.2742,6.7698,g
38.436,3.0412,11.0947,g
81.8411,2.836,4.582,g
27.7531,2.3531,0.2168,g
31.966,2.5635,10.655,g
90.2095,3.022,3.042,g
62.4341,3.0308,30.6078,g
17.2234,2.3747,2.7355,g
39.0165,3.1053,3.2298,g
61.2527,2.7328,24.24,g
44.9628,2.866,7.5196,g
19.7589,2.4023,30.1602,g
33.8305,2.8099,12.0413,g
27.6996,2.7016,26.6481,g
28.5536,2.6042,12.806,g
95.2785,2.9689,4.9547,g
31.3405,2.433,3.951,g
40.0835,2.7042,0.784,g
77.5475,2.9077,0.641,g
27.054,2.2683,14.518,g
105.217,4.1822,2.1215,g
21.4792,2.2504,70.5228,g
28.097,2.9521,15.876,g
27.2607,2.4778,10.741,g
46.6559,2.7131,2.771,g
80.9545,3.6743,3.6974,g
100.961,4.1751,3.045,g
21.4104,2.1123,80.5502,g
26.8589,2.5145,0.638,g
28.209,2.7235,24.821,g
46.3641,2.9763,10.4919,g
54.8714,3.0191,0.651,g
31.4779,2.6243,0.2487,g
70.1757,3.8166,0.695,g
74.0709,3.1941,8.7773,g
24.0789,2.6294,22.926,g
100.325,2.9528,3.5551,g
26.6048,2.8998,11.4622,g
20.7262,2.3865,14.549,g
36.2746,2.64,2.975,g
30.9732,2.4533,22.8837,g
18.8725,2.3775,49.329,g
69.0182,2.8842,7.312,g
46.2564,2.9609,6.5852,g
35.9534,3.3495,12.941,g
45.4666,2.6906,15.5689,g
48.8599,2.6803,1.7526,g
82.0529,3.2166,2.031,g
62.1284,3.2053,1.086,g
75.4781,3.2227,10.617,g
33.2144,3.135,1.2333,g
40.2341,3.0362,6.2066,g
77.9731,3.8051,2.4615,g
96.7805,2.7705,5.468,g
40.9787,2.8582,16.181,g
80.393,3.1874,0.3113,g
20.6615,2.4464,63.4783,g
68.7092,2.8882,1.0624,g
29.4467,2.5527,13.427,g
13.3691,2.273,78.021,g
26.6095,2.6243,24.2467,g
40.3395,3.2501,9.601,g
35.0029,2.5139,26.464,g
74.7241,3.3375,4.5284,g
22.3818,2.5557,36.6633,g
42.4526,2.7007,11.9391,g
53.3458,2.5347,7.4932,g
19.7069,2.2765,46.1416,g
37.4814,2.8899,3.5686,g
26.8246,2.7723,3.717,g
33.9143,2.4616,13.4021,g
45.8894,2.4065,1.7371,g
51.6081,2.5465,0.391,g
18.8959,2.3579,38.364,g
72.5484,2.8624,9.745,g
22.7566,2.4158,43.3032,g
90.2691,3.9116,1.1204,g
50.7743,3.0743,5.1845,g
17.3057,2.2672,7.894,g
15.0205,2.356,89.274,g
97.794,3.5327,3.2128,g
33.4992,2.6248,16.2492,g
38.8799,3.0573,0.704,g
36.7182,2.8035,6.35,g
87.9125,3.4298,2.628,g
30.4837,2.8218,21.1876,g
36.0383,2.9222,4.35,g
71.9121,2.7088,1.6899,g
59.7337,2.7997,5.094,g
22.7815,2.4362,3.0779,g
22.9908,2.6585,37.988,g
27.273,2.5132,21.3322,g
95.5973,3.4943,0.5731,g
24.6879,2.4786,3.4541,g
22.4501,2.6294,9.0379,g
23.1475,2.5955,81.7955,g
42.791,2.8109,9.021,g
24.2128,2.0952,6.4563,g
86.9287,3.0147,2.3402,g
28.0939,2.2529,15.2489,g
71.4412,2.7152,21.9358,g
40.6129,3.0147,19.312,g
37.385,2.6618,5.3907,g
32.853,2.9865,8.724,g
28.1603,2.433,8.395,g
