@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R3,7,9,11'

@attribute FSize numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
3.4468,38.9315,5.802,g
2.1987,-9.8662,61.8767,g
2.7304,-17.2674,27.942,g
3.3137,63.0951,15.563,g
2.6679,-13.112,24.7086,g
2.695,47.9121,6.381,g
2.2175,-15.8779,35.715,g
3.2455,56.6289,0.3176,g
2.2945,17.9852,29.348,g
3.2466,72.5212,2.569,g
3.6126,43.1094,1.4349,g
2.5804,-15.0055,15.753,g
2.4661,16.8542,9.9206,g
3.3165,91.366,6.481,g
2.6753,13.471,37.165,g
2.8494,17.7287,25.519,g
2.2765,18.9287,21.283,g
3.1973,30.3054,4.199,g
2.8831,20.3134,7.6229,g
2.5786,20.0251,4.107,g
2.4224,-11.2529,3.7148,g
3.2695,42.1229,6.198,g
2.0917,15.6882,7.8499,g
3.9316,61.3527,4.774,g
2.4624,-12.5121,8.0678,g
2.4464,18.8544,17.2109,g
3.1998,-32.8412,8.0243,g
2.5792,13.8408,30.192,g
2.316,19.2953,20.588,g
2.7486,31.0256,5.1486,g
2.6955,-13.5718,2.348,g
3.4227,57.2741,4.4996,g
2.2014,17.803,39.009,g
2.7948,20.2216,10.1619,g
2.899,-15.6455,0.441,g
2.9263,14.7255,25.4448,g
2.6243,14.1483,24.2467,g
3.2083,69.5608,3.404,g
3.7072,84.6255,17.415,g
2.6689,33.9677,8.295,g
3.0635,-44.1594,1.577,g
2.4914,29.5774,38.85,g
2.4281,17.5826,41.0503,g
2.9238,50.6365,1.817,g
3.6213,48.376,1.7669,g
2.5224,17.2426,17.1681,g
2.6112,16.2796,3.9221,g
2.3233,-10.0457,13.93,g
2.1414,-6.881,31.1069,g
3.3889,23.0993,0.804,g
2.1089,-11.5931,7.1029,g
2.4108,12.064,20.7532,g
3.1116,37.7307,0.728,g
2.4241,-21.3279,28.3824,g
2.4997,31.4401,18.2432,g
2.5465,11.3334,52.28,g
2.4526,7.0294,28.7838,g
3.3691,55.2011,0.3742,g
2.3674,18.7466,58.5288,g
2.1222,-8.3371,12.621,g
2.9741,-66.9286,0.2053,g
3.2854,-35.5293,5.7152,g
2.3936,22.586,22.5743,g
2.8528,11.4628,1.737,g
2.248,-9.8571,72.368,g
2.3512,13.4941,41.866,g
3.0276,17.624,1.0378,g
2.7832,23.3847,10.836,g
2.8779,27.3424,19.1787,g
2.7084,-17.4557,19.392,g
2.4048,-15.6116,29.1631,g
2.179,-16.8421,8.167,g
3.669,71.8543,3.952,g
2.2504,-17.3823,30.898,g
2.9332,-14.6973,22.48,g
2.1987,-17.3124,33.307,g
3.1079,76.9919,2.349,g
2.6365,-54.9822,68.073,g
2.1508,-7.2703,72.53,g
2.5422,24.7784,8.953,g
2.1584,16.3181,2,g
3.1148,32.32,15.4434,g
2.055,0,38.308,g
2.6191,28.4215,59.4695,g
2.8007,34.6532,13.2776,g
3.5842,56.3023,1.323,g
2.766,-25.8186,0.1056,g
2.5328,-16.0301,13.846,g
2.8231,16.309,17.847,g
2.6031,33.4627,16.4293,g
2.6133,-18.1105,9.6339,g
2.9516,16.5774,4.8668,g
2.873,30.6491,15.3576,g
2.6902,14.6628,11.2674,g
2.9715,44.8267,30.836,g
2.5283,86.7902,11.697,g
2.4487,-23.2194,5.836,g
2.1123,2.3052,25.297,g
2.6243,26.6549,0.2487,g
2.702,-17.3401,0.683,g
2.2135,5.3303,18.919,g
2.3589,25.6015,75.863,g
2.2867,5.8373,72.4904,g
3.0364,44.595,8.203,g
2.7513,19.0718,4.217,g
2.5434,21.1782,4.663,g
2.3962,18.484,26.112,g
2.6309,-13.0222,85.521,g
2.1414,-2.1701,85.4646,g
3.3726,53.6289,2.9371,g
4.0987,84.0704,0.8412,g
3.3432,51.9424,9.604,g
3.3406,42.088,25.23,g
2.5717,19.838,19.4692,g
3.0939,41.6345,0.839,g
3.1675,67.1823,2.858,g
2.7197,31.345,64.5625,g
3.3359,44.2436,1.415,g
2.1903,-20.01,46.468,g
2.7462,-24.9414,5.86,g
2.7376,-19.0277,10.515,g
2.9307,-12.1019,10.223,g
2.9696,-25.1065,18.9,g
2.3139,2.765,39.7158,g
2.8293,20.2235,0.035,g
2.9998,35.6147,7.058,g
3.3779,79.006,3.333,g
2.6385,23.1735,76.4614,g
2.8463,51.3853,5.1913,g
2.5533,20.5464,1.692,g
4.0542,69.6252,0.823,g
3.4491,39.7018,16.686,g
2.1123,-8.5268,20.417,g
2.8062,-31.6129,22.353,g
2.8777,-15.5957,8.4993,g
2.9457,33.8088,5.545,g
2.4541,16.264,20.77,g
2.2162,-11.4332,75.3057,g
3.7287,71.59,2.6233,g
2.7892,-12.1285,37.525,g
2.6299,-13.5961,18.519,g
2.8494,-22.9115,4.655,g
3.4295,39.2346,6.918,g
3.8612,110.795,6.138,g
2.4713,-30.044,4.7215,g
2.3493,5.2195,28.1111,g
2.8913,22.1893,13.962,g
2.6385,24.6315,5.8259,g
3.2541,83.8799,2.21,g
2.6154,37.5596,11.243,g
3.1618,41.023,18.1775,g
2.736,-26.1843,10.836,g
2.42,8.7507,36.448,g
2.7917,43.8029,10.9695,g
2.6826,38.4226,27.1254,g
2.404,19.9549,27.312,g
2.3181,16.5509,3.829,g
4.0974,84.6589,2.526,g
2.4955,-28.215,26.077,g
3.4919,60.3882,2.701,g
2.3454,-17.9627,69.122,g
2.643,25.4132,21.5337,g
2.4362,14.2953,21.6114,g
2.9921,23.3149,2.8951,g
2.5999,12.1072,5.8253,g
2.3493,-19.1171,79.698,g
2.5711,-13.1034,60.7795,g
2.1987,9.3203,52.36,g
3.063,-18.4165,1.0036,g
3.1381,49.0497,0.461,g
3.022,22.9679,4.53,g
2.4997,10.8038,36.551,g
2.9292,29.8447,2.6313,g
2.2989,20.5025,2.681,g
2.6493,62.4,0.1321,g
2.1351,6.0922,2.5667,g
2.7608,-5.2808,9.397,g
2.5933,11.7305,4.914,g
2.3988,20.5853,8.907,g
2.9542,36.1669,1.5342,g
2.1508,14.0899,78.236,g
2.3802,20.1849,38.5604,g
2.6299,23.0898,73.17,g
2.2405,-19.5206,57.4577,g
2.9829,56.0984,11.1946,g
2.2718,17.3553,19.0444,g
2.4836,11.1418,54.9825,g
2.1089,11.5485,19.732,g
2.7067,13.5748,9.2923,g
3.3201,26.1013,0.1593,g
2.3118,10.3645,63.7649,g
3.7561,63.6223,1.975,g
2.5353,6.6349,13.894,g
2.6758,12.5653,15.0673,g
3.2621,21.9136,12.2838,g
2.2122,3.3504,5.9071,g
2.8639,24.3458,20.583,g
2.836,62.7348,2.3494,g
2.7853,46.0921,7.6056,g
2.525,3.884,48.0374,g
2.8228,13.1133,6.9645,g
2.8985,19.6779,22.053,g
2.9602,-20.0431,6.1998,g
2.5359,-13.9118,65.2853,g
2.2648,7.8228,16.9354,g
2.5172,8.5877,5.484,g
2.6575,27.9333,3.253,g
3.3242,88.5214,1.4849,g
3.5801,52.7144,5.7777,g
2.5165,17.1625,49.126,g
2.2565,6.0277,23.45,g
4.0441,78.7224,1.164,g
3.1544,-14.3556,18.294,g
2.7868,19.2808,0.533,g
2.0434,-6.6339,22.623,g
2.8913,54.8063,3.633,g
3.0772,56.832,0.432,g
2.6395,-28.7616,0.7528,g
2.9923,43.8606,34.246,g
2.2577,-7.3865,29.0239,g
3.2176,86.821,12.3487,g
2.525,-15.2275,16.3704,g
4.058,74.2013,0.8187,g
2.4814,-15.6055,0.0392,g
2.7376,10.9617,26.07,g
2.3874,-9.1218,21.6486,g
2.8862,54.9726,9.3363,g
2.9814,-27.7352,7.8899,g
2.6212,39.779,35.001,g
2.2625,7.9115,88.6483,g
2.6566,25.4166,41.428,g
2.8573,29.185,8.56,g
2.0394,7.9287,48.746,g
2.5826,21.9674,73.0349,g
2.7969,55.5797,19.1036,g
3.0695,92.0481,3.367,g
2.5752,-5.4991,19.496,g
2.1508,6.392,45.726,g
2.4691,-11.9526,23.8051,g
3.0737,102.19,7.1658,g
3.3259,48.7686,9.842,g
3.1316,55.0198,3.0013,g
2.3692,9.0615,13.853,g
2.3971,-13.8015,15.6504,g
2.9001,54.4992,9.053,g
2.5539,6.9866,71.5113,g
2.3043,8.8859,14.296,g
2.3531,21.3727,32.9272,g
2.1538,10.2828,47.866,g
2.4232,32.5679,1.107,g
2.2175,14.0473,0.1406,g
2.4338,-15.7915,15.518,g
2.1931,14.632,5.508,g
3.7144,61.0629,1.216,g
3.2262,44.8345,2.152,g
2.2292,-13.11,56.8745,g
2.8686,31.1621,4.5251,g
2.6037,-32.5639,5.076,g
2.8739,36.095,14.8637,g
3.4619,87.6392,6.1616,g
2.2068,-7.3702,14.9484,g
2.7118,-15.0475,12.0273,g
2.2613,18.1879,86.18,g
3.4926,69.058,0.7895,g
2.9447,25.2265,4.7349,g
2.9934,38.1488,7.734,g
2.5933,19.6248,61.8883,g
3.0302,33.7195,69.097,g
3.2934,22.993,9.767,g
2.1156,-5.3597,32.917,g
2.7593,-19.9497,8.817,g
2.9535,-17.5382,11.747,g
3.7877,62.9458,0.35,g
2.5694,29.213,4.814,g
2.4935,15.1134,3.366,g
3.1978,23.0753,11.867,g
2.4166,-21.9132,2.941,g
2.4864,19.3702,14.2929,g
2.4914,-41.0076,1.4023,g
2.2175,18.9841,56.227,g
2.3664,19.575,14.7714,g
2.7709,33.7075,5.1346,g
3.1828,60.4879,9.2393,g
2.0588,8.0028,26.705,g
3.5177,42.1707,0.914,g
2.8707,-10.8447,20.151,g
2.7348,65.8426,13.374,g
2.1931,-15.047,11.7655,g
3.0197,42.8629,6.8408,g
2.5611,-11.3361,21.1996,g
2.0952,11.6837,41.644,g
3.1206,18.2073,17.966,g
3.5146,59.8195,2.506,g
2.8238,-74.705,1.804,g
2.0952,4.9914,22.795,g
2.4949,12.8982,44.7651,g
3.4049,71.0791,6.8425,g
3.1647,-26.1111,3.866,g
3.4947,25.3189,1.272,g
2.233,5.9172,45.878,g
2.882,10.7172,6.8883,g
2.444,-15.3248,86.4267,g
2.1222,14.8232,44.9245,g
2.3729,21.8897,10.153,g
2.4257,18.8192,68.308,g
2.1089,-4.3601,20.3136,g
2.6977,21.5026,17.977,g
2.1508,1.7092,77.375,g
2.5447,6.951,0.394,g
4.8501,60.5648,58.0238,g
2.8423,-26.8201,14.6056,g
3.9353,55.7717,6.582,g
2.541,5.301,6.088,g
2.3918,-17.2267,14.155,g
2.74,30.738,4.989,g
2.238,5.963,57.942,g
2.2504,7.2763,25.2845,g
2.233,11.8282,76.5195,g
3.1279,61.4713,8.6244,g
2.5521,-21.9238,1.4454,g
3.49,47.805,5.807,g
2.8576,2.55,23.314,g
3.0706,40.3983,2.4015,g
3.1224,44.164,8.6361,g
2.5472,-15.3335,25.831,g
2.6138,-20.1988,6.6866,g
2.2742,-18.5642,3.348,g
2.6613,13.674,3.154,g
2.4378,21.6841,22.022,g
2.6165,-15.1116,8.637,g
2.4502,-6.3431,89.8217,g
2.5676,-17.9258,12.4528,g
2.2648,18.2813,39.8692,g
2.5877,16.4199,13.233,g
2.3865,16.6379,74.772,g
2.7235,-21.1006,33.824,g
2.3927,-16.5419,59.5984,g
3.023,36.9312,2.9291,g
3.685,63.3777,0.926,g
2.4914,10.7495,1.845,g
2.3979,14.8191,4.672,g
2.2135,-6.31,72.219,g
2.8627,25.6259,1.858,g
3.006,-28.201,5.1208,g
2.1189,12.6171,19.2595,g
2.3847,-13.2608,2.7837,g
2.6488,-28.0379,78.655,g
2.913,70.6436,9.8881,g
3.4208,77.8088,5.7787,g
2.7701,-22.6911,15.9453,g
2.4997,-13.7131,11.052,g
2.4683,20.3433,31.567,g
2.9668,17.9199,8.553,g
2.4354,19.2868,48.126,g
3.1413,34.3771,8.728,g
2.4735,-9.7393,20.91,g
2.9196,50.6258,82.1398,g
3.079,34.7823,0.839,g
2.9077,77.6838,7.553,g
3.8319,74.6364,3.804,g
3.8953,71.3121,0.6137,g
3.3717,48.0909,4.575,g
2.5321,16.0753,38.883,g
2.1446,8.1085,52.052,g
3.4073,73.6752,0.517,g
2.7517,9.9056,8.8581,g
2.4886,-16.8504,4.116,g
3.4029,55.901,2.5791,g
3.2518,74.7492,2.231,g
2.2911,-13.1724,65.696,g
2.4495,15.2999,22.3356,g
3.0026,15.4977,3.4411,g
2.7616,-16.1469,21.8522,g
2.8854,56.7577,11.987,g
2.7226,-169.189,45.867,g
2.9165,26.9417,2.183,g
3.2393,29.931,22.582,g
2.8879,35.6056,2.4723,g
2.7604,-17.9492,3.0127,g
2.7308,12.507,9.2874,g
2.1945,4.3276,28.704,g
2.3086,-6.9755,66.476,g
2.1833,2.5413,43.485,g
2.3936,13.5935,8.982,g
2.5694,26.5261,0.588,g
3.9923,91.1238,3.207,g
2.7796,15.5476,5.722,g
2.5072,16.1091,21.5205,g
2.8062,21.9118,0.9488,g
2.8727,50.1302,0.4888,g
3.5283,68.503,10.005,g
3.4301,41.6488,1.9066,g
2.0846,-5.9379,66.0433,g
2.4472,-2.7185,24.1697,g
2.679,21.2383,11.7327,g
2.8079,41.3432,21.104,g
2.3627,13.4942,11.4507,g
2.5192,-7.1735,1.1222,g
2.3883,-9.5899,20.7634,g
2.4728,16.1918,19.01,g
2.8633,16.4686,10.619,g
2.9506,28.156,10.6379,g
2.932,48.0032,18.364,g
2.4983,-28.664,6.638,g
2.7239,31.8946,7.5064,g
2.8546,34.1704,13.2921,g
2.1477,-6.5291,20.531,g
2.8848,27.2196,1.0421,g
2.7316,35.5274,4.787,g
3.187,-19.7872,0.636,g
2.8848,-8.2247,45.538,g
3.9914,67.5005,0.0791,g
2.8882,32.8037,1.74,g
2.721,-10.0776,24.413,g
3.1269,64.5847,3.5,g
3.0775,20.3296,12.206,g
2.8182,-11.8752,7.4814,g
2.3064,-8.8904,77.1591,g
2.5587,-29.3001,64.525,g
2.2227,-10.7079,11.804,g
3.8,57.8612,5.515,g
2.4133,17.5771,39.472,g
2.5119,15.1825,5.435,g
3.2019,39.7685,3.022,g
2.7324,16.5009,11.3638,g
2.8856,-18.4487,0.804,g
2.7063,36.1069,9.088,g
2.3107,5.9163,78.5401,g
2.8904,-10.1542,1.26,g
2.9668,33.5526,6.436,g
2.6314,12.5494,50.306,g
2.8929,23.0019,65.2841,g
3.1941,47.8255,8.7773,g
3.7829,-47.0452,2.0661,g
2.2878,-15.6257,21.755,g
2.5769,-59.0496,65.634,g
2.8701,75.6106,14.3121,g
3.3398,64.1655,17.081,g
2.8624,9.2343,9.745,g
3.4124,22.8889,5.0824,g
2.8879,23.7198,34.3844,g
2.5347,29.8108,3.244,g
3.5026,53.3354,2.7337,g
2.5011,17.3958,6.0614,g
3.0821,44.2933,2.281,g
2.8594,25.8472,7.2421,g
3.023,52.2689,3.3422,g
2.0846,5.6958,27.3,g
3.8393,59.398,3.379,g
2.5982,-10.529,3.8455,g
3.1057,57.2744,1.0959,g
2.971,62.8347,5.892,g
3.0781,-26.4639,3.1134,g
2.708,24.2357,6.2087,g
3.1268,-61.5763,8.3369,g
2.5472,-23.8238,3.465,g
2.3222,-17.7184,10.9472,g
2.3324,15.1637,67.912,g
3.5103,66.9794,7.07,g
2.6091,23.3322,8.387,g
2.8222,31.0424,4.774,g
3.882,71.5107,2.389,g
2.667,-16.6435,54.9356,g
2.2355,11.4938,17.4835,g
2.1599,12.5352,23.469,g
3.1926,56.8286,2.67,g
2.889,24.9265,4.0468,g
2.7427,-11.4363,21.2603,g
2.9852,66.7085,7.7247,g
2.9727,11.4314,5.489,g
3.3903,-44.7532,1.985,g
2.8762,-45.2572,5.7551,g
2.4735,-7.1528,9.08,g
3.4905,100.515,4.015,g
2.5276,-17.1298,3.628,g
2.2956,-3.1228,21.6348,g
2.7563,24.9912,11.958,g
3.3097,33.2516,0.595,g
3.4104,81.2753,15.4093,g
2.4091,-26.1637,13.5504,g
2.4616,13.5855,12.5519,g
2.2041,8.445,28.4635,g
2.8315,-64.8864,12.911,g
2.8636,33.4458,4.419,g
2.6186,17.8775,10.1725,g
3.4311,47.3994,4.526,g
3.5923,85.5577,1.977,g
2.2304,-18.3235,88.9011,g
2.4564,15.0497,8.622,g
2.1021,-13.1668,49.217,g
2.0588,-8.3942,43.833,g
2.7431,-18.6056,37.9,g
2.1089,10.1753,3.908,g
3.1981,26.6066,16.04,g
2.2672,-19.6917,68.163,g
2.9167,62.8196,5.638,g
2.9557,-102.561,2.334,g
3.3447,56.1539,2.435,g
2.4289,15.2283,38.5808,g
3.6242,33.921,1.0352,g
2.4742,11.4944,84.2043,g
2.7427,26.2194,12.306,g
2.6248,20.6561,16.2492,g
2.3856,-24.7615,1.1388,g
2.3962,-18.9923,26.472,g
2.5682,-24.3714,67.892,g
2.639,16.8384,2.3458,g
2.42,-9.9218,62.0705,g
4.0566,95.5917,0.9568,g
2.48,16.9378,0.212,g
2.4942,3.1424,14.77,g
2.8085,8.6971,3.1203,g
2.6977,-36.329,1.5744,g
2.8946,60.9361,3.5156,g
3.8928,64.5659,1.0381,g
3.4814,39.3732,5.136,g
4.3492,73.8915,6.602,g
3.0296,37.3773,16.484,g
2.4116,6.9154,41.187,g
3.0241,43.6579,2.499,g
2.5883,-20.9091,2.897,g
2.9574,58.7053,14.363,g
2.1703,0.2587,76.9045,g
2.3747,20.7127,82.4568,g
3.8589,84.1881,1.445,g
3.2931,58.3399,6.9956,g
3.1113,46.3001,8.474,g
3.3215,51.4857,3.221,g
3.0092,52.0409,2.873,g
2.8466,-66.4328,3.312,g
2.1508,4.9368,86.7275,g
2.281,-16.3871,26.5117,g
2.6004,-12.3491,26.1127,g
2.2844,-5.9448,53.563,g
2.3032,6.5996,2.0198,g
2.7156,37.2872,22.5804,g
2.2945,-17.999,18.463,g
2.6623,-20.0388,28.75,g
2.5682,-9.2663,15.8331,g
2.9222,31.4879,4.35,g
2.1189,-8.3057,12.2449,g
2.7156,-17.834,77.2884,g
2.6439,-54.2239,2.219,g
2.7709,30.5267,2.916,g
2.5688,-14.9934,5.753,g
2.5099,-14.9936,59.954,g
2.6817,18.2147,41.5118,g
3.1561,-10.3173,84.9057,g
2.5004,-19.9187,69.35,g
2.9965,19.6201,10.377,g
3.4574,46.7859,4.929,g
3.1575,34.614,5.397,g
3.5446,69.856,1.9837,g
3.4633,70.9183,10.1375,g
2.4518,-16.5674,4.684,g
2.4249,27.3974,2.882,g
2.9959,-19.0195,16.1076,g
2.1319,7.4288,18.286,g
2.2999,-3.2605,84.3683,g
3.2121,24.3205,12.148,g
2.5139,-11.0635,11.049,g
3.9396,74.5934,0.009,g
2.9157,34.8987,0.5989,g
2.2889,-6.5729,43.8353,g
2.4564,17.4177,20.19,g
2.3829,20.6708,56.2369,g
2.5514,21.7073,14.111,g
2.863,38.4967,0.343,g
2.7796,23.2991,9.77,g
2.8606,-32.5111,3.3884,g
2.4857,3.8543,33.4257,g
2.4609,12.8357,33.349,g
2.5705,-20.8862,10.7703,g
2.7427,22.4333,18.134,g
3.2955,105.713,1.696,g
3.1394,-28.0325,26.9279,g
2.8122,-29.5622,0.0951,g
2.1818,6.6295,0.167,g
3.0147,24.4365,19.312,g
3.0936,42.9686,2.099,g
2.9289,17.9964,4.524,g
2.281,18.8003,0.7557,g
2.3483,-8.2179,49.2708,g
2.2188,9.9348,71.524,g
3.1494,34.3185,5.35,g
3.8316,65.0489,2.0789,g
3.0513,-41.0352,3.5809,g
3.237,65.0365,21.1032,g
2.1553,-16.687,21.435,g
2.3483,5.7024,8.447,g
2.7885,-35.4151,18.5166,g
2.8212,54.4859,1.2118,g
3.2461,73.9875,6.2672,g
2.902,25.4402,27.2776,g
3.1996,51.2526,24.289,g
2.0881,-12.3449,59.3964,g
3.0312,-33.789,3.97,g
2.6415,-28.3225,3.1113,g
2.9926,43.5989,2.3854,g
2.5916,25.0423,6.9809,g
2.6232,22.7451,71.498,g
3.3414,55.6712,2.414,g
3.7042,73.9395,3.5195,g
2.4969,12.844,12.502,g
3.2301,38.7909,6.56,g
2.8822,-40.983,88.2424,g
3.2861,54.7414,3.3555,g
2.7003,71.4059,6.932,g
3.4509,54.5899,7.167,g
2.1255,8.5891,82.4198,g
2.4393,18.0312,9.9173,g
2.5647,11.1488,21.922,g
2.9654,32.9845,2.7224,g
2.4014,11.0897,17.161,g
3.1392,47.6741,17.772,g
2.5004,15.4808,63.1428,g
2.8366,32.4516,13.2336,g
3.9912,80.329,1.437,g
2.5883,10.3846,21.4367,g
2.4232,18.3525,53.28,g
3.1206,87.7648,0.25,g
2.873,36.7431,8.469,g
3.6874,74.0532,0.7571,g
3.8521,43.099,1.397,g
2.891,49.3437,9.0974,g
2.9722,-18.645,8.648,g
2.8228,32.1168,5.359,g
2.6069,14.5893,43.6236,g
2.4322,-17.829,19.571,g
3.2887,41.3144,3.1102,g
3.3999,34.0096,3.415,g
2.5353,17.9471,0.922,g
2.5276,-17.5384,2.5729,g
3.0183,68.7719,2.3986,g
2.9015,32.1716,11.4188,g
2.8774,46.9975,2.622,g
2.8058,-9.731,19.6058,g
2.6479,19.7499,13.4291,g
2.6117,-13.0794,35.5052,g
2.248,4.1971,67.477,g
2.5237,97.7142,3.444,g
2.8476,-28.1249,2.0323,g
2.281,15.1299,9.0681,g
2.4579,22.1946,41.3475,g
2.301,9.164,41.9756,g
4.155,85.5771,1.037,g
3.9952,71.3796,4.077,g
2.635,12.7919,62.3724,g
3.1977,50.9459,3.982,g
2.273,18.4987,29.742,g
2.2175,-19.391,21.636,g
2.5496,-12.0617,20.028,g
2.4983,40.3481,0.4583,g
2.2956,-17.0595,78.8637,g
2.5593,36.7154,11.897,g
3.751,54.6479,0.868,g
2.6279,96.5512,6.817,g
2.7672,23.1774,4.391,g
2.48,18.0788,46.063,g
2.8004,22.7476,9.4759,g
2.9717,33.4005,0.573,g
2.6069,26.0538,63.8753,g
2.8525,80.2383,6.12,g
2.6853,17.3396,8.783,g
2.6618,47.4812,1.257,g
2.4594,42.2336,78.558,g
