@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,3,9,11'

@attribute FLength numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
23.6271,2.3971,62.979,g
104.511,3.4007,2.425,g
20.1638,2.4448,11.655,g
24.8552,2.5119,19.1574,g
22.7566,2.4158,43.3032,g
103.501,2.7135,3.679,g
26.6921,2.6186,2.96,g
30.3852,2.7631,66.1224,g
39.9087,2.7243,40.603,g
35.3542,2.6069,8.458,g
87.033,3.1422,1.3845,g
93.6117,3.7458,1.4092,g
65.5415,2.5502,0.8093,g
81.2642,2.4942,1.28,g
70.2452,2.9562,5.353,g
21.6802,2.1629,65.6793,g
12.4729,2.0588,19.1153,g
45.3746,3.1012,1.1294,g
20.904,2.1414,20.859,g
27.5972,2.7627,10.469,g
34.3377,2.9941,0.811,g
22.2889,2.4533,25.192,g
114.429,2.9892,13.0638,g
38.2245,2.8648,10.5115,g
87.7389,4.0381,1.3186,g
54.3712,3.088,1.8163,g
19.6701,2.574,75.209,g
59.4784,2.4141,3.525,g
22.2363,2.5527,52.2617,g
55.7402,3.1351,18.03,g
63.6129,2.7653,1.1868,g
18.557,2.3793,47.746,g
69.8339,3.6431,2.662,g
32.6196,2.6835,0.083,g
42.0656,3.0492,3.6947,g
55.4206,3.3071,2.0902,g
24.8935,2.3512,24.205,g
13.054,2.2188,16.7337,g
13.2724,2.2867,29.068,g
90.2333,3.8238,2.163,g
55.3415,2.8296,6.1169,g
128.703,2.7853,45.0304,g
24.9214,2.525,21.498,g
33.2327,2.5058,10.291,g
23.5359,2.6112,24.91,g
33.603,2.7308,1.3108,g
95.0207,3.7665,5.438,g
29.7715,2.4456,6.6615,g
29.9576,2.7275,7.8241,g
30.5239,2.6508,29.3578,g
16.6048,2.3324,8.113,g
26.3093,2.6048,2.521,g
21.5993,2.7608,85.9814,g
18.5661,2.3032,28.505,g
36.0178,2.6898,3.1073,g
28.9099,3.3228,19.1765,g
22.9547,2.6294,3.6056,g
49.8632,3.0026,9.5687,g
22.0863,2.4257,7.9672,g
21.8818,2.3522,32.589,g
12.704,2.2589,7.2808,g
19.9202,2.6817,64.999,g
22.6484,2.6826,82.4452,g
34.566,2.5328,8.529,g
33.528,3.0671,2.3111,g
50.7761,2.8212,4.502,g
82.365,3.3093,4.035,g
50.0755,3.0772,5.647,g
81.2267,2.7384,3.906,g
53.1321,3.2525,7.5444,g
82.1714,3.6005,0.1989,g
21.241,2.2095,25.446,g
72.9287,3.0032,2.2766,g
21.0882,2.0512,42.201,g
105.973,3.1461,0.221,g
84.8731,3.0382,1.92,g
33.2617,2.8932,2.825,g
19.5409,2.4108,11.478,g
19.3757,2.2844,12.686,g
95.0858,3.417,3.485,g
19.1365,2.2279,4.278,g
24.3113,2.4125,5.4233,g
29.2488,2.3608,36.6096,g
93.3282,2.9365,4.3552,g
90.4076,3.8065,5.4802,g
71.8872,2.9694,3.211,g
28.0195,2.5038,7.994,g
93.0625,3.587,7.6778,g
28.8538,2.4728,11.6565,g
19.5087,2.3021,45.7395,g
51.9853,2.8876,3.241,g
20.1099,2.5152,22.163,g
17.4153,2.4764,8.0924,g
30.4868,2.6479,15.813,g
24.7206,2.3664,42.763,g
30.2724,2.5982,0.4079,g
95.2562,3.1992,3.681,g
24.9059,2.4338,44.3225,g
81.4054,3.5143,2.384,g
36.8391,2.6571,32.9639,g
99.4896,4.1312,2.297,g
21.6732,2.1761,39.441,g
105.542,3.2549,24.157,g
38.2871,2.3775,46.6248,g
35.2689,2.8331,12.9944,g
19.2635,2.1287,77.957,g
42.9047,3.0682,0.839,g
47.0455,2.8597,0.277,g
32.8653,2.8179,12.413,g
88.1997,3.1931,12.3059,g
27.5964,2.7843,24.3712,g
62.4243,3.2783,2.979,g
39.9822,2.8041,36.4581,g
25.8224,2.29,31.469,g
29.1486,2.7756,15.2554,g
85.2939,3.6512,2.4232,g
45.7388,3.1654,5.0177,g
20.4623,2.0394,78.8874,g
91.4572,4.2044,1.22,g
39.5326,2.3646,9.0374,g
54.1831,3.0792,1.5703,g
28.0012,2.3608,16.315,g
58.3354,3.2316,3.9671,g
54.323,3.3105,6.759,g
66.2317,3.4596,8.1299,g
26.335,2.5798,79.591,g
12.4751,2.1222,16.29,g
54.2678,3.1062,2.103,g
41.8047,2.924,3.29,g
39.6591,3.0147,3.7613,g
35.8011,2.7821,6.5,g
38.9342,3.1133,5.5697,g
43.3005,2.6812,3.1075,g
30.1291,2.7037,1.7477,g
54.6094,2.8794,2.1067,g
20.4844,2.4556,63.2473,g
34.9166,2.4713,11.566,g
38.9485,2.7868,4.379,g
27.0518,2.4281,39.776,g
20.4669,2.3971,26.0698,g
20.7813,2.2541,37.454,g
62.634,3.3761,1.8256,g
40.2282,2.8136,2.969,g
19.4637,2.437,22.3975,g
19.8208,2.1658,20.5231,g
24.3834,2.3233,35.913,g
21.1522,2.1021,24.7311,g
20.9211,2.1861,29.71,g
28.971,2.2923,41.669,g
94.3584,3.5842,4.8624,g
81.7059,3.4166,3.953,g
76.3397,3.2783,1.5496,g
87.6741,2.8943,0.933,g
19.6285,2.3345,14.4,g
25.6385,2.48,24.1921,g
29.4243,2.7871,52.698,g
30.95,2.6646,20.873,g
19.6579,2.3802,63.8383,g
76.1989,3.5964,0.6204,g
43.2183,3.0828,4.1112,g
23.12,2.3847,42.462,g
42.715,3.0026,1.044,g
67.3641,3.6963,3.1608,g
80.3238,3.7883,4.63,g
19.0796,2.4116,67.771,g
19.1186,2.1746,40.691,g
43.999,2.5289,1.4941,g
12.9925,2.2799,13.0028,g
21.0167,2.4057,56.616,g
22.7025,2.2393,13.913,g
74.8526,3.3863,5.866,g
21.3271,2.1931,37.201,g
72.0272,3.0535,9.423,g
29.1582,2.3551,5.7711,g
100.29,2.9926,2.19,g
19.3072,2.5112,55.33,g
17.2563,2.5496,32.4323,g
48.5563,3.1905,4.382,g
47.0908,3.2496,10.831,g
27.2843,2.8805,10.2623,g
28.4759,2.6857,20.123,g
29.292,2.6609,3.226,g
77.6261,3.1982,9.526,g
18.8575,2.1523,34.281,g
58.8047,3.5673,4.687,g
64.779,2.4669,7.4192,g
19.2685,2.4661,52.9701,g
35.1602,2.7734,5.54,g
39.4245,3.2435,11.1713,g
24.0015,2.6222,52.118,g
37.7445,2.955,5.248,g
24.7466,2.3918,11.218,g
35.9336,2.7054,4.915,g
21.4777,2.3936,43.6228,g
52.254,3.0894,4.2321,g
72.8641,3.1635,0.343,g
32.6279,2.798,10.3,g
97.7809,3.799,0.3308,g
39.8586,2.5218,38.922,g
24.7543,2.4354,48.384,g
42.9123,3.6205,44.927,g
37.6554,2.7462,49.195,g
30.14,2.9261,19.5075,g
21.3231,2.1538,6.6607,g
39.6595,2.9661,6.372,g
32.2976,2.8887,16.6313,g
44.9124,2.8642,60.9026,g
22.791,2.4997,33.009,g
22.7309,2.3502,23.725,g
33.8326,2.5302,24.9945,g
21.1505,2.1688,29.3485,g
38.3764,2.4609,9.201,g
81.0409,3.3754,2.8681,g
23.9329,2.2504,8.5828,g
22.1067,2.7435,7.3063,g
82.8578,2.9814,3.3652,g
37.2874,2.9782,4.73,g
42.9912,2.6304,12.565,g
60.0412,2.8971,0.955,g
20.9711,2.0354,8.9281,g
79.1223,3.3206,1.1933,g
38.9707,2.451,14.4926,g
30.6824,2.4654,9.7889,g
60.0031,2.8267,15.517,g
22.349,2.6749,55.8954,g
58.6329,2.633,0.2733,g
40.7402,2.7582,2.063,g
16.0114,2.3181,6.335,g
29.3604,2.6753,12.4981,g
88.4197,3.2221,0.1076,g
27.13,2.5315,72.7366,g
19.3265,2.2504,53.056,g
26.1094,2.3856,72.118,g
66.0313,3.2999,3.082,g
71.8686,3.5269,7.977,g
40.6834,2.8024,18.706,g
36.9627,3.1818,10.722,g
51.1323,2.6739,17.713,g
91.3763,3.8081,3.0507,g
64.3781,3.0613,16.783,g
25.9703,2.6946,66.531,g
54.5115,3.3076,3.7247,g
82.914,3.5828,0.42,g
24.5939,2.5676,17.0056,g
33.549,2.5011,16.5678,g
19.8382,2.0737,73.499,g
103.015,2.9117,0.471,g
94.2137,3.8824,1.2801,g
88.2461,2.7439,0.415,g
105.217,4.1822,2.1215,g
55.1773,2.6937,8.473,g
30.7739,2.78,1.824,g
33.7556,3.0519,8.846,g
22.5138,2.6871,41.772,g
28.2797,2.5302,4.1031,g
21.6639,2.2577,3.033,g
15.962,2.3541,59.1671,g
41.7854,2.6365,0.531,g
31.0773,2.4322,1.8695,g
48.5588,2.4609,11.5045,g
81.4962,3.3741,0.386,g
20.201,2.3936,36.8528,g
19.495,2.1987,27.951,g
13.0291,2.1021,11.929,g
39.2191,2.9784,9.699,g
59.2636,2.6154,16.9458,g
18.8161,2.1189,81.0125,g
32.1215,2.5927,23.424,g
71.3117,3.6541,14.1486,g
20.4767,2.3701,29.3704,g
65.1592,3.2588,1.345,g
33.2173,2.5729,13.1609,g
19.4721,2.404,27.5944,g
19.4487,2.3988,56.6,g
28.4085,2.9477,6.9991,g
41.0899,2.6799,5.669,g
17.8657,2.2529,24.772,g
21.2476,2.5563,35.602,g
23.2115,2.6753,16.4065,g
12.9245,2.1156,24.6142,g
45.4074,2.8344,2.052,g
28.389,2.6772,15.2987,g
23.472,2.6821,6.279,g
21.3993,2.2956,17.51,g
18.3727,2.5416,61.2797,g
21.4248,2.3683,69.3995,g
32.1357,2.7973,3.028,g
20.5897,2.3365,0.9856,g
82.2528,3.4551,5.1396,g
37.1106,2.679,0.4547,g
88.417,2.5877,5.1674,g
71.4461,3.043,6.252,g
26.6682,2.7517,2.048,g
31.6521,2.3784,2.6609,g
33.7019,3.0328,4.542,g
49.6629,2.6449,0.2947,g
69.9627,3.3358,5.6543,g
88.6415,3.5726,3.1897,g
41.1136,2.666,3.559,g
13.0217,2.1123,54.248,g
30.9635,2.8552,4.875,g
99.1508,3.995,4.199,g
19.7507,2.5092,6.595,g
32.6291,3.0324,0.516,g
35.4044,2.5746,21.198,g
30.9558,2.5539,16.541,g
58.7871,3.3138,6.782,g
74.6459,3.0366,1.9633,g
91.401,3.9138,0.809,g
21.0228,2.567,22.6203,g
13.0769,2.1538,42.603,g
16.1927,2.3711,40.759,g
19.1839,2.5152,79.2185,g
20.9399,2.3253,24.006,g
28.5274,2.8859,31.4456,g
27.9558,2.3738,28.2901,g
13.3406,2.3021,60.8194,g
23.7559,2.1222,44.9163,g
19.2617,2.5792,48.5785,g
40.5879,2.5017,15.0058,g
37.2474,2.8675,13.753,g
30.5805,2.6069,84.0563,g
20.3418,2.5099,11.572,g
25.7797,2.4208,55.1534,g
22.4411,2.0774,0.0002,g
63.8088,2.918,8.966,g
12.5305,2.0314,49.895,g
28.4121,2.2934,10.5692,g
98.4961,3.6768,3.663,g
42.5309,3.0116,27.4131,g
61.4825,2.9063,3.9773,g
78.5819,3.0137,4.067,g
25.5138,2.5658,13.114,g
47.2023,3.0394,0.966,g
46.8646,3.0394,2.896,g
37.1736,2.7589,5.941,g
30.6591,2.9798,13.0647,g
26.8118,2.6968,36.997,g
24.7542,2.6693,26.265,g
35.6953,3.5252,72.171,g
20.7037,2.1717,10.772,g
18.3117,2.437,59.809,g
35.5954,2.3729,79.849,g
83.8945,3.2446,8.8829,g
88.0004,3.4222,5.397,g
62.888,3.3576,1.3687,g
38.2504,2.6651,7.4414,g
45.3582,2.7997,41.4223,g
23.2702,2.4005,20.9345,g
91.613,3.125,0.019,g
24.6622,2.4969,0.9875,g
26.7498,2.7235,15.4262,g
33.5536,2.7271,5.2729,g
24.7931,2.7536,5.178,g
79.4951,3.123,0.3713,g
34.6563,2.9112,24.765,g
19.633,2.4864,51.7326,g
85.0313,3.0624,1.7685,g
85.1967,3.8162,1.473,g
40.3641,2.8218,4.31,g
22.075,2.0917,8.897,g
37.5684,2.633,10.117,g
17.6969,2.2253,25.6011,g
35.9941,2.9666,4.761,g
23.6759,2.5072,3.9228,g
29.8242,2.7139,11.359,g
25.6507,2.6527,0.653,g
32.7961,2.527,23.5485,g
45.6761,3.2469,9.1708,g
59.5565,3.0368,1.3614,g
20.4751,2.3883,10.796,g
27.4172,2.6853,6.083,g
45.563,2.7392,8.2167,g
65.7116,3.2163,0.32,g
21.2198,2.2405,53.7221,g
42.8365,3.0304,0.1562,g
97.5815,3.6148,0.4193,g
23.1901,2.3304,51.965,g
76.6358,3.4706,2.83,g
66.9998,3.3536,0.8728,g
28.0212,2.7731,4.797,g
24.0622,2.705,8.065,g
31.8121,2.6781,1.1657,g
26.4593,2.6937,2.407,g
27.6587,2.6721,24.5664,g
61.9634,2.9489,3.9656,g
74.9131,2.9542,0.3194,g
20.8308,2.4338,86.2162,g
23.2649,2.4742,32.049,g
49.1324,3.1209,3.009,g
30.0611,2.5798,16.3955,g
69.865,3.207,3.4938,g
25.8068,2.4836,30.6401,g
21.3232,2.6871,6.2738,g
34.6369,2.8414,2.9067,g
20.1506,2.0846,32.807,g
39.0798,2.9643,15.7293,g
50.7165,2.5746,2.0775,g
24.1471,2.415,13.717,g
89.2164,2.5403,3.4312,g
24.07,2.6258,33.07,g
91.2235,3.3754,3.586,g
26.9187,2.2601,76.9508,g
34.8359,2.5746,2.6055,g
26.089,2.3664,13.935,g
54.6166,3.4956,3.491,g
31.325,2.7388,8.9995,g
18.8916,2.5112,9.814,g
59.5101,3.0191,5.6618,g
37.6565,2.9266,10.691,g
39.0781,3.0726,3.3991,g
112.397,4.3829,1.285,g
13.1537,2.2082,26.736,g
47.3327,2.9363,4.761,g
21.4792,2.2504,70.5228,g
95.1716,3.5912,5.1993,g
12.952,2.0774,42.6363,g
89.102,3.307,4.472,g
29.9762,2.2742,53.211,g
26.6885,2.6101,14.1441,g
27.5402,2.29,9.928,g
76.244,3.2477,5.054,g
21.143,2.0737,61.5734,g
38.5934,2.7767,26.9788,g
91.5673,2.6439,2.947,g
27.673,2.3493,10.6699,g
79.4527,3.9385,8.4526,g
65.4139,2.4893,8.72,g
76.1033,3.4921,2.07,g
20.1445,2.1319,9.906,g
33.681,2.5949,1.126,g
85.3224,3.1875,0.137,g
17.6798,2.2148,82.015,g
25.1721,2.3395,24.564,g
109.552,4.354,4.69,g
28.8261,2.7296,88.0136,g
26.089,2.637,10.832,g
24.1449,2.6021,35.5329,g
24.4522,2.4771,20.868,g
66.5409,3.1164,3.304,g
27.6242,2.6488,18.353,g
61.8313,3.1438,5.1947,g
18.1937,2.1818,83.6327,g
23.9862,2.2541,25.6257,g
35.9738,3.3553,8.8011,g
50.1678,3.03,0.922,g
85.7897,3.2655,1.018,g
68.9272,3.2302,4.554,g
33.8131,2.9452,6.6811,g
16.6311,2.3464,31.7295,g
31.9106,2.3997,25.087,g
35.1096,2.8341,15.31,g
65.0499,3.0799,2.2,g
93.0153,3.2082,1.656,g
19.5713,2.5647,61.157,g
32.2768,2.316,17.4336,g
125.281,3.1958,2.935,g
19.9428,2.2188,44.0604,g
54.0026,2.9143,0.366,g
34.7405,2.5581,12.6698,g
28.0597,2.2122,54.347,g
25.5884,2.4526,20.363,g
59.9538,3.138,4.604,g
32.1797,2.7896,2.5841,g
13.1734,2.3531,15.9915,g
22.1114,2.2068,41.7053,g
34.2426,2.8971,11.5931,g
77.3579,2.8672,6.171,g
37.5673,2.9383,15.4657,g
38.5699,2.9071,4.443,g
21.0483,2.4409,32.4415,g
13.5435,2.2999,18.6383,g
67.8347,3.2686,7.486,g
67.9253,3.5835,0.1225,g
12.6993,2.1055,7.8517,g
102.852,4.07,3.708,g
24.8839,2.5982,1.8198,g
46.5687,3.1009,3.678,g
22.5397,2.3233,16.1722,g
129.232,3.513,6.204,g
33.5462,3.1052,8.7244,g
58.3532,3.6095,2.173,g
16.3165,2.2718,13.689,g
90.9615,3.9254,0.8542,g
66.5349,3.2463,9.559,g
13.0616,2.1319,43.25,g
39.9963,2.7547,6.032,g
20.3931,2.3324,62.8383,g
82.9946,3.1989,2.9285,g
64.3675,3.1679,8.17,g
69.999,3.0667,0.0796,g
19.5849,2.2788,11.428,g
40.8633,3.2075,4.428,g
30.8198,2.8831,5.332,g
53.9172,3.1784,0.6112,g
31.9231,2.873,44.2068,g
32.5167,2.8624,4.1346,g
41.0149,2.7716,6.297,g
19.4624,2.3738,15.001,g
70.5873,3.3779,1.0197,g
24.8227,2.6556,20.949,g
25.8227,2.8146,3.18,g
24.7837,2.5237,1.3628,g
19.3017,2.5533,5.4377,g
53.1993,2.9724,4.7161,g
73.5967,3.0609,11.9305,g
32.5567,2.9191,2.952,g
42.9665,2.5769,10.1005,g
60.0411,2.9317,1.088,g
22.0289,2.4907,26.823,g
22.451,2.2636,11.529,g
25.667,2.8692,68.654,g
23.6343,2.4579,24.9633,g
12.9947,2.2776,83.93,g
70.4771,3.0459,4.0389,g
34.5681,2.854,1.3098,g
25.7782,2.5099,8.288,g
50.6955,3.8675,13.7648,g
47.9495,3.0075,11.218,g
36.7277,2.3483,10.692,g
26.3868,2.4518,16.068,g
23.6155,2.5752,25.219,g
53.1674,2.9292,22.289,g
24.8547,2.372,57.769,g
23.8054,2.5641,39.691,g
19.0013,2.1287,43.7141,g
19.5137,2.437,43.7446,g
70.0891,3.178,3.2454,g
39.1899,2.4579,5.222,g
51.4989,3.131,1.5331,g
20.1179,2.081,74.511,g
86.049,3.0276,21.984,g
12.9838,2.2082,40.463,g
23.578,2.4354,50.598,g
82.5928,3.0633,34.3027,g
24.8332,2.6444,12.974,g
31.4413,2.6594,6.283,g
29.4939,2.4533,10.11,g
48.8212,2.7955,4.4742,g
13.143,2.2467,70.33,g
67.214,2.8624,5.559,g
33.4674,2.4082,2.9606,g
12.9367,2.2055,31.0926,g
34.9374,2.7408,9.034,g
24.1739,2.3086,16.2545,g
19.5431,2.3212,50.575,g
26.5687,2.9506,23.9858,g
23.0885,2.2201,45.055,g
20.2891,2.301,71.3503,g
91.0539,2.7973,14.3675,g
22.8063,2.472,41.8543,g
43.8241,2.7712,2.746,g
17.0648,2.2889,69.1441,g
27.8728,2.3598,2.275,g
62.3288,2.7447,17.5637,g
34.2265,3.1511,4.551,g
42.2599,2.9322,6.81,g
101.552,4.0642,0.2386,g
25.9087,2.6037,89.502,g
41.1215,2.7247,5.2825,g
33.2935,2.6781,5.2329,g
34.475,2.7279,22.7149,g
28.7994,2.4216,0.9082,g
63.1931,3.1334,0.431,g
22.3486,2.3032,52.817,g
29.3854,2.2776,7.1928,g
92.7752,2.3522,3.0299,g
23.602,2.7589,17.2382,g
40.3394,2.8932,2.9018,g
65.6748,2.8401,1.0087,g
86.8646,3.4769,3.97,g
22.3722,2.2455,0.3141,g
29.4979,2.4691,67.167,g
27.6855,2.4893,37.548,g
20.2339,2.5058,42.79,g
108.6,4.3048,0.013,g
62.4115,3.4099,6.1268,g
41.8024,2.841,20.2025,g
22.4501,2.6294,9.0379,g
50.3756,2.9722,2.857,g
42.2747,3.0936,21.6547,g
35.5835,3.3001,15.7121,g
35.0368,2.7255,11.385,g
92.7512,2.749,16.2144,g
20.3065,2.3971,64.14,g
39.8069,2.699,29.426,g
66.2439,2.8756,0.7187,g
12.7568,2.1287,16.342,g
80.3285,2.6571,66.855,g
33.2355,2.6776,7.387,g
12.9782,2.2467,0.131,g
21.4986,2.2672,6.6566,g
41.3305,2.799,9.116,g
17.7895,2.3483,13.325,g
20.7334,2.0737,0.208,g
25.1194,2.2707,27.4012,g
19.9527,2.2292,56.684,g
52.4962,3.2056,8.9195,g
29.9425,2.5955,5.9751,g
19.6428,2.4241,51.0691,g
23.2176,2.2945,13.098,g
95.8184,2.6405,6.415,g
84.0375,3.7263,0.401,g
21.4802,2.3766,34.988,g
20.801,2.3531,23.3742,g
25.0814,2.8176,16.3615,g
32.3656,2.5211,43.291,g
24.3015,2.5391,35.861,g
40.2084,2.7623,9.545,g
88.5408,3.5244,2.2359,g
32.8552,2.699,5.647,g
23.2898,2.6107,11.726,g
87.0597,3.8268,2.127,g
12.9842,2.07,64.903,g
26.9212,2.846,26.9893,g
12.997,2.2109,67.496,g
67.3382,2.9012,5.176,g
12.796,2.1569,76.5332,g
28.5756,2.5916,15.48,g
12.6943,2.1688,12.415,g
26.0372,2.4691,19.042,g
39.4923,2.9304,5.7442,g
62.5917,3.5301,4.523,g
22.6203,2.29,66.0914,g
40.9056,3.1635,12.9253,g
34.6655,2.5472,6.9113,g
21.9244,2.3493,15.61,g
62.1149,2.846,22.76,g
51.903,2.9209,7.684,g
17.4879,2.4728,5.4667,g
40.8922,3.0596,18.1335,g
41.2354,3.0504,0.936,g
35.8749,2.9499,10.037,g
17.8044,2.3655,25.3875,g
90.4066,3.3527,9.2458,g
16.4506,2.3263,31.76,g
63.2845,3.0772,4.104,g
