@relation magic

@attribute FLength numeric
@attribute FM3Trans numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
41.375,-3.137,1.0421,g
18.8799,13.0545,48.7839,g
12.6451,-11.363,61,g
35.2047,-9.2086,10.218,g
18.4698,-9.753,13.323,g
54.6176,6.2599,5.3885,g
32.144,16.8424,62.537,g
32.1296,-13.4996,1.325,g
29.3521,10.1441,47.1879,g
21.1285,-7.355,52.67,g
94.238,17.1163,1.534,g
46.3706,-13.6362,2.447,g
19.3627,4.4826,60.349,g
107.402,-15.4661,15.361,g
25.4553,-13.5388,19.0188,g
94.7591,-11.8856,6.005,g
23.8255,-7.988,21.788,g
35.7084,-8.4502,35.069,g
12.9574,-8.2891,43.9589,g
19.7366,-4.8598,24.7838,g
86.7474,11.7413,16.624,g
23.8026,-9.6851,20.3915,g
114.586,-10.5726,8.2676,g
121.54,-8.3424,2.8134,g
26.1559,5.9681,61.282,g
78.9677,16.5118,3.1425,g
26.1827,-23.4816,14.6067,g
23.7571,7.8791,14.9592,g
26.7252,5.066,82.9372,g
19.9436,8.3677,30.5107,g
25.0758,11.329,80.2386,g
50.8046,-11.4678,10.9222,g
43.2081,-10.2532,3.4828,g
22.1023,6.687,79.998,g
29.8615,-8.3895,63.944,g
18.6569,8.8575,0.3301,g
31.7983,14.6623,41.9239,g
45.0159,10.2351,10.558,g
46.5503,21.9683,18.7204,g
41.5186,8.2813,6.997,g
42.925,-20.7026,15.396,g
24.2734,7.1707,17.466,g
20.7038,5.9148,9.9488,g
15.2955,7.1066,54.997,g
26.2813,-10.1384,22.598,g
18.9382,5.0165,17.0127,g
13.0257,9.8938,27.3,g
52.8865,13.3428,12.295,g
79.6309,18.1939,2.3084,g
18.7081,16.7391,81.6908,g
16.4797,8.2507,5.964,g
131.487,-21.7643,2.915,g
85.2065,-28.9626,3.613,g
66.8036,10.4774,16.085,g
25.235,-9.525,76.696,g
20.3039,3.4761,21.937,g
60.9821,-14.0761,1.3991,g
50.0306,11.1179,11.877,g
21.6754,0.5722,32.744,g
72.2842,22.8024,2.371,g
35.5539,5.4633,13.318,g
25.1503,0,11.393,g
59.8073,10.5507,0.466,g
46.302,-24.8252,80.7067,g
46.5667,14.0566,13.249,g
13.453,-11.3998,11.4657,g
29.9259,-5.2099,0.255,g
21.4765,-7.7419,36.335,g
19.5478,-4.5847,34.761,g
21.4778,-10.345,46.0148,g
55.732,8.8235,3.4037,g
40.9514,-4.2558,4.131,g
42.7269,14.0838,2.057,g
44.8328,-8.9649,6.682,g
32.6779,-12.2175,19.517,g
19.0828,9.7901,25.011,g
22.1719,10.8308,47.5368,g
68.7092,9.0485,1.0624,g
36.7352,7.5822,4.147,g
22.6082,-4.7438,7.936,g
92.6569,-19.3584,0.212,g
19.9188,5.8997,61.162,g
27.7368,-12.6751,52.5269,g
41.1112,-7.8675,10.6379,g
19.4586,17.2338,75.4267,g
101.039,33.2536,11.885,g
43.6493,11.346,3.517,g
50.4557,14.9676,7.6353,g
42.7979,-8.7955,15.563,g
55.3383,18.0415,9.834,g
49.5844,11.7506,6.6105,g
20.7296,5.4079,44.263,g
25.9645,-7.6253,19.8739,g
74.5996,13.0292,2.591,g
85.054,-16.878,2.82,g
90.8667,-90.5671,6.433,g
19.3561,2.9802,18.231,g
22.4147,13.6712,6.572,g
35.3663,-11.7037,6.7587,g
20.1977,16.3283,14.9307,g
61.5118,26.34,32.635,g
34.6213,13.0476,10.0478,g
71.5663,-8.5215,5.9543,g
30.0751,14.6489,24.5471,g
22.3927,-5.8519,16.826,g
60.2423,15.3258,30.2907,g
18.7091,2.6795,0.091,g
40.1304,13.633,13.0774,g
31.9568,10.9228,3.1113,g
24.2671,7.5599,10.9993,g
87.1305,36.7874,3.0206,g
35.648,7.3992,5.014,g
41.751,6.3146,31.305,g
76.1978,-21.0407,5.1838,g
39.4933,-10.3842,10.878,g
20.553,-5.7289,75.842,g
33.648,-7.6383,8.817,g
21.2283,-9.8108,5.0985,g
31.0413,-11.5324,14.111,g
17.9508,7.2953,34.256,g
12.6781,-10.8045,49.7574,g
21.0987,5.6009,22.874,g
20.8748,-9.3417,47.878,g
32.8734,9.6089,7.6229,g
71.3588,23.5493,1.576,g
22.8368,-14.7782,66.247,g
12.8319,-10.2999,75.204,g
21.9801,11.4957,7.597,g
12.7516,-11.0707,8.1347,g
29.5172,-16.289,54.3161,g
28.8237,12.9162,85.2559,g
82.4303,33.9887,1.5887,g
33.7749,-10.5586,30.202,g
66.9651,13.6933,5.807,g
31.8734,7.1191,7.0622,g
20.8971,-8.7008,17.7354,g
25.2943,-11.2426,70.5589,g
25.1536,8.4416,23.479,g
133.169,-18.5387,4.2004,g
26.4302,13.9362,47.592,g
17.4019,6.3235,32.9032,g
29.417,-14.0365,88.4473,g
64.3124,14.7953,1.42,g
12.9529,11.7573,28.538,g
23.2533,11.9814,30.8412,g
33.3045,8.066,5.2437,g
30.8539,-4.6784,41.374,g
25.3754,10.4355,47.3012,g
31.034,-7.5406,6.308,g
48.8204,9.545,4.5898,g
28.4792,18.6641,11.0181,g
41.7658,-7.8327,8.295,g
13.167,-10.5905,26.148,g
40.0973,-11.4139,0.183,g
81.5117,22.7588,7.5361,g
21.1727,7.9413,27.5608,g
12.8213,11.6177,8.6385,g
36.1686,13.5239,4.218,g
44.6242,-10.8822,8.758,g
95.8777,-12.5475,1.397,g
31.276,-3.9887,18.7509,g
85.1522,-16.911,3.625,g
19.4174,-4.3015,63.385,g
18.1863,7.7438,0.4967,g
38.9533,10.8909,3.316,g
30.8252,-11.7654,3.2586,g
29.2688,-8.2073,47.559,g
27.3361,-4.1332,19.4594,g
106.983,-35.7643,0.4318,g
100.591,18.4263,1.0996,g
68.4298,14.5532,7.302,g
25.6039,9.9835,10.268,g
23.8725,-8.9284,9.027,g
47.3911,20.5067,3.5846,g
101.551,15.434,1.7955,g
36.2652,10.9965,5.0774,g
22.3454,6.7759,11.9354,g
22.8654,9.8526,7.576,g
30.0762,-8.597,44.017,g
51.5372,-7.0619,0.7045,g
13.3663,-10.6035,5.787,g
28.7453,6.0474,15.033,g
25.7808,13.2634,3.0162,g
90.6632,-4.5494,18.453,g
36.1321,-8.5781,4.167,g
21.7031,6.5541,10.758,g
58.6495,-12.0952,6.845,g
31.8394,-15.3836,3.401,g
29.0806,-10.4324,29.987,g
79.3831,7.6861,9.4384,g
30.6751,-8.7509,22.07,g
42.1712,-9.1849,10.7626,g
88.6611,11.0464,0.71,g
35.0589,-12.4873,4.391,g
51.583,4.3855,15.0428,g
83.3045,-16.6665,1.494,g
15.0587,-13.7009,25.9856,g
28.4641,6.6576,63.511,g
43.4412,-4.7019,4.149,g
25.9044,5.2259,48.126,g
19.4247,10.0745,68.1324,g
102.45,23.9538,9.451,g
13.1882,-10.6872,69.277,g
43.8236,-12.6477,14.3052,g
21.691,6.5257,40.2519,g
58.3577,10.9316,3.804,g
60.4789,10.1718,1.7725,g
35.4559,-14.9431,2.075,g
59.2608,11.8207,10.336,g
75.0145,-11.0179,2.5791,g
34.9335,4.6028,2.8633,g
13.1978,10.7913,32.221,g
34.8054,-30.5988,0.9214,g
29.2823,-7.5543,16.868,g
38.8617,18.1707,3.906,g
95.3856,-8.7242,0.6251,g
49.1157,-12.5733,2.2065,g
41.2412,-12.2418,19.4837,g
26.0981,8.4573,9.518,g
14.3194,-9.9465,17.439,g
21.5647,6.4816,3.908,g
26.7112,-10.4288,78.7402,g
22.7867,9.1667,2.559,g
51.5943,-12.8951,10.02,g
48.931,14.9869,1.4587,g
24.0731,-13.1544,0.132,g
103.582,5.567,2.3493,g
12.787,-11.5712,72.426,g
26.8595,-9.0535,3.9848,g
76.5716,-15.911,4.4055,g
35.529,12.5834,31.3698,g
19.5865,20.3166,39.323,g
22.5255,-9.1071,39.3295,g
24.6784,-0.0001,52.1801,g
38.4073,-17.1513,11.4565,g
29.0658,-11.5755,8.953,g
20.4754,-3.923,13.8089,g
30.4,10.7703,22.81,g
12.9298,-10.9637,54.087,g
31.0425,-6.2343,0.0086,g
64.1393,10.3803,1.5789,g
45.7365,9.4237,2.443,g
41.4593,-5.4829,11.897,g
57.0031,-21.8591,29.8,g
23.8669,-11.9383,20.646,g
74.4856,24.1085,15.2135,g
39.5893,-16.4646,9.1402,g
76.1742,-15.0163,5.2872,g
90.1049,23.146,14.047,g
63.2098,-13.8427,1.1808,g
83.3679,23.2448,0.914,g
63.5841,8.1792,0.0608,g
95.5207,-15.3593,0.084,g
105.498,-21.9261,0.965,g
47.57,4.4099,3.654,g
47.9325,13.2624,4.874,g
67.0121,10.6587,2.123,g
92.8875,-20.4523,3.2913,g
46.5362,12.189,0.129,g
45.102,-8.0756,1.2698,g
44.3528,-9.5446,6.9645,g
77.8915,-16.6057,2.1148,g
47.0427,5.7917,24.1144,g
20.6484,5.8024,7.414,g
57.9726,20.1317,0.023,g
26.466,6.0375,6.6995,g
20.2649,7.6127,19.359,g
98.6242,-27.8035,1.421,g
37.7037,-10.6879,2.2764,g
30.7902,-4.4696,27.942,g
29.8866,-4.8501,19.5579,g
31.0486,9.7213,19.8899,g
46.347,-20.3238,7.5772,g
19.7455,-4.8256,32.467,g
23.8187,9.5695,24.1621,g
20.2191,10.7245,34.0559,g
47.8357,-8.7009,0.468,g
96.7683,25.042,0.823,g
45.3501,9.6225,14.5462,g
62.6388,10.1773,4.271,g
24.5474,12.4542,81.1632,g
68.6372,-37.138,2.245,g
17.5918,5.2913,20.982,g
70.7657,16.703,8.261,g
56.9381,6.3902,2.1358,g
25.326,-11.9939,7.1654,g
82.8408,-13.6846,7.551,g
23.0777,15.0027,17.559,g
40.2471,-10.9047,29.313,g
21.069,6.2037,88.7848,g
42.9036,14.4202,1.586,g
20.5928,6.347,37.511,g
40.912,-10.2198,14.608,g
46.7412,18.3464,8.8499,g
33.3046,14.9136,28.9934,g
24.4431,-4.5861,9.668,g
21.5294,-11.8241,5.343,g
55.9818,9.032,14.579,g
19.93,2.7116,9.4765,g
88.3013,-21.3901,4.067,g
26.067,18.3016,20.441,g
37.4765,12.9669,8.441,g
27.4892,-17.7699,48.1879,g
17.0101,-5.4826,34.507,g
18.8734,-14.4939,17.1286,g
88.1057,-15.7864,5.5776,g
36.155,8.2334,5.836,g
30.1299,-6.9749,14.4261,g
32.3176,-10.7021,12.306,g
42.9283,-15.5428,13.034,g
22.0016,10.7335,29.348,g
22.8945,-7.9253,52.36,g
50.1537,-8.7869,11.976,g
24.788,-13.349,57.5441,g
52.8479,-20.7681,6.087,g
19.4386,-19.1985,58.159,g
86.6511,-16.7682,6.2315,g
34.9205,11.9768,9.59,g
30.758,-17.113,0.5636,g
62.3838,-13.9448,0.094,g
42.2145,-3.1977,0.5371,g
34.7714,7.6813,0.831,g
67.4161,24.2788,7.4092,g
16.2593,-6.9955,33.4257,g
32.5748,-5.1209,11.958,g
23.1587,0,61.5621,g
27.2242,9.1207,20.1203,g
29.1785,-5.0481,21.5337,g
35.3809,6.3108,8.4671,g
30.7339,-12.3432,4.661,g
33.0524,8.7459,10.977,g
48.1296,-6.7554,0.688,g
17.3976,4.5061,26.7597,g
42.1915,-6.4425,1.7355,g
26.5834,-5.6036,15.387,g
21.4317,-11.3014,28.035,g
61.2527,-11.8298,24.24,g
100.811,16.674,3.8175,g
55.4407,8.5967,5.035,g
42.8206,-8.7974,22.0916,g
65.5126,-16.8557,0.087,g
18.1526,-12.7793,22.464,g
28.0446,-4.9605,4.8014,g
16.9818,14.2434,51.0269,g
32.4831,-20.6997,3.827,g
17.4898,-2.3262,40.779,g
74.0348,-18.7894,3.783,g
61.7854,-15.2829,0.2111,g
125.644,19.1106,0.768,g
40.354,7.8888,3.017,g
18.5398,10.8789,35.495,g
45.0049,15.423,9.235,g
53.238,12.9959,5.6926,g
30.3428,-6.7473,42.6194,g
26.8582,10.5278,17.677,g
29.4732,4.0614,19.1106,g
71.5951,5.1734,0.8714,g
28.44,-9.298,27.01,g
27.5268,-8.738,9.997,g
28.8406,7.15,34.518,g
44.5093,-11.1243,3.81,g
25.16,-4.0287,25.7405,g
16.5612,5.4076,38.001,g
35.9534,-7.8103,12.941,g
25.7974,9.2773,58.6235,g
37.1613,-7.8328,16.697,g
64.949,-5.5622,0.76,g
66.8274,17.3318,7.5468,g
22.3317,-6.7721,39.4854,g
23.556,-5.9003,1.5306,g
21.1959,-6.26,76.7401,g
46.2583,36.4355,14.769,g
39.5479,16.8873,23.6586,g
69.6387,7.7653,5.6556,g
46.0588,10.7955,8.686,g
25.3774,-13.2159,26.6862,g
26.0944,11.7357,13.429,g
18.299,-4.4594,45.2655,g
40.8309,9.6436,0.573,g
18.7575,-4.1454,24.632,g
79.7275,-10.8305,7.103,g
28.5056,8.1676,11.59,g
66.4672,33.2397,0.106,g
43.6201,10.5583,5.9851,g
85.8371,-10.2283,2.144,g
25.2747,6.2533,38.741,g
58.3631,11.7364,4.366,g
27.1266,7.1693,3.64,g
31.9219,6.5963,0.0524,g
13.0194,-11.6923,76.1181,g
19.6738,-4.9487,40.871,g
33.9185,13.0989,10.519,g
20.9486,11.3278,46.2761,g
20.4505,-8.8085,64.629,g
65.8344,-6.305,7.6011,g
70.2654,20.1825,4.043,g
36.1482,12.2182,17.981,g
38.9482,12.8962,26.7113,g
40.5407,-6.4496,1.3003,g
48.5152,13.8125,0.6261,g
39.627,-20.3293,22.3488,g
27.3062,-8.2512,22.5743,g
20.1609,11.7626,18.0262,g
26.7748,-5.5031,24.6072,g
155.358,-18.4764,36.245,g
73.3591,-7.384,0.3152,g
66.0336,-19.2174,6.638,g
15.6186,6.3487,50.6366,g
13.2611,-11.4973,61.03,g
37.7923,-13.5979,8.4288,g
31.4164,-14.5521,4.6173,g
43.394,11.7271,13.603,g
32.752,-8.4706,23.863,g
39.2553,-9.7169,5.892,g
18.0642,5.7515,71.9141,g
27.435,-8.0961,21.0606,g
24.5384,-3.7343,28.0868,g
23.4969,0,19.7851,g
102.039,-39.1136,6.8092,g
35.7817,-16.3474,1.5398,g
28.448,9.5932,23.302,g
127.824,61.1582,0.462,g
43.4538,-11.3567,6.2607,g
16.7101,8.0803,2.0198,g
41.2042,7.0878,3.3282,g
42.1289,14.4754,12.9801,g
33.2708,-26.8701,43.7444,g
62.6872,12.5959,2.3854,g
31.3696,-12.0297,1.156,g
28.9503,-13.4494,35.85,g
25.5196,-7.284,4.684,g
13.0018,7.3232,67.951,g
30.867,-12.4962,15.939,g
48.0293,-10.5128,2.397,g
28.9235,-5.4731,16.859,g
23.0076,10.3637,62.1533,g
62.6404,-19.3467,9.418,g
53.1378,11.9776,5.6592,g
21.9932,10.1397,42.753,g
77.4731,-9.7957,4.233,g
19.0472,3.604,37.9375,g
79.5783,-16.1247,0.6007,g
74.4627,-15.988,4.1034,g
32.482,15.9327,9.45,g
72.3434,-9.0058,79.886,g
50.0346,-10.2068,6.035,g
19.4819,-17.5549,36.406,g
97.6967,-33.6818,1.141,g
26.4006,9.7745,31.155,g
21.4329,10.0636,20.7,g
98.1422,-8.0839,3.917,g
27.6381,-7.5452,11.2393,g
66.9584,9.0345,6.992,g
29.5667,3.8718,10.119,g
29.8194,11.5818,2.141,g
28.7412,-5.3055,23.5268,g
24.4523,-8.4405,19.571,g
26.8925,-9.7225,75.669,g
40.0616,9.8772,3.265,g
54.0779,-15.8737,7.4712,g
22.0678,-5.2847,35.542,g
18.5127,-3.825,40.251,g
22.3115,-13.1112,13.895,g
26.0313,7.1944,4.437,g
24.6423,10.9036,23.9541,g
22.2888,9.6848,14.999,g
101.948,-19.7509,0.775,g
40.7146,-7.2543,1.124,g
13.1723,-11.7428,47.2691,g
17.1015,4.9186,9.259,g
34.4815,-11.9559,18.7586,g
42.3739,-6.5528,7.1396,g
18.5582,1.9712,4.3666,g
21.2638,-10.1887,10.85,g
33.2899,-10.9033,14.19,g
121.392,23.8947,2.3568,g
28.7894,8.5703,15.6309,g
25.7545,5.1149,7.3793,g
42.9062,11.6622,7.357,g
75.5264,-18.0208,6.198,g
40.2136,-10.3147,1.5993,g
101.301,-15.8726,2.349,g
46.3042,-18.8549,7.0879,g
48.9681,-7.4103,12.422,g
28.5023,4.5108,43.7515,g
56.0473,16.4739,5.344,g
93.5917,-12.7054,7.444,g
24.1415,12.6463,13.846,g
25.607,8.0393,5.452,g
67.3236,-27.4914,14.071,g
29.4658,-2.6286,0.2353,g
19.9214,7.9706,8.3678,g
75.9422,-14.7347,2.872,g
58.922,21.7235,2.5884,g
52.1851,7.8606,9.544,g
33.5677,-9.1098,33.0542,g
25.4865,-6.8231,55.9291,g
37.8655,15.5272,0.759,g
33.7304,-13.1286,10.213,g
89.6301,-10.3157,4.737,g
25.7604,-12.8677,10.273,g
71.0207,-21.5379,1.904,g
62.2088,-15.2448,1.9962,g
49.737,12.4266,19.187,g
28.4678,-14.6256,10.618,g
16.7904,6.1274,16.9354,g
64.7839,-18.1564,2.313,g
17.2692,5.3486,40.0799,g
20.6824,-5.9361,23.4492,g
12.6365,-9.4742,39.212,g
88.8685,-12.8327,1.445,g
96.782,-28.766,0.7623,g
56.542,61.6314,24.289,g
20.1664,5.3727,74.454,g
36.5523,9.827,9.364,g
24.3237,8.8449,53.3158,g
65.6466,14.2071,4.6995,g
16.854,6.449,4.875,g
71.2506,-11.8395,0.738,g
19.3993,-3.9199,25.804,g
94.0577,19.0549,1.498,g
80.4337,-17.5309,0.867,g
71.3956,16.5205,9.8874,g
53.1406,6.9362,2.7357,g
28.2176,-5.9025,89.9535,g
44.3534,-15.2716,0.288,g
34.2306,-12.9813,1.3814,g
17.9676,-4.4997,77.35,g
19.1567,3.0261,4.0951,g
135.909,13.4955,67.903,g
12.871,-5.4993,40.035,g
21.9145,10.7351,9.7889,g
20.6615,-7.4269,63.4783,g
39.8046,-9.4038,11.243,g
59.0249,-6.6479,0.057,g
81.2829,-19.5611,4.074,g
12.7,-10.933,51.82,g
65.841,23.8275,7.81,g
26.4332,-8.1366,5.3365,g
92.8723,-19.0013,7.7301,g
124.629,-91.3485,25.1567,g
24.6256,13.1129,29.3898,g
26.8136,6.0542,0.708,g
56.3236,-9.8077,0.189,g
44.7735,19.1623,5.092,g
48.6388,-7.6617,0.204,g
12.5215,10.3295,59.206,g
24.9728,10.9854,8.447,g
18.4882,-11.0063,53.4984,g
59.4329,17.3637,9.664,g
32.5717,11.6068,20.151,g
49.257,-20.3946,3.3884,g
27.6162,6.0149,85.521,g
18.3529,2.6762,81.3657,g
25.8508,8.0023,6.352,g
30.2859,-6.0659,3.777,g
76.4482,16.3129,14.573,g
20.9103,-7.4624,16.5516,g
29.9097,18.0175,10.3494,g
17.2568,-4.0082,13.267,g
77.9731,16.888,2.4615,g
27.2918,11.701,17.5042,g
63.9927,-11.5716,1.338,g
12.8775,10.5578,12.823,g
68.7734,-17.3409,2.2482,g
97.509,-18.2842,8.5859,g
33.954,-19.275,1.9921,g
13.1469,10.6172,27.3603,g
42.6468,-15.1967,10.6136,g
101.658,3.5902,7.891,g
102.412,7.3521,0.046,g
43.2557,-6.1091,9.697,g
50.1521,8.4541,2.6206,g
13.376,11.5249,75.648,g
56.6471,19.1479,8.8062,g
105.044,-31.8463,1.96,g
101.187,7.5265,1.7602,g
38.5465,-12.5402,3.3209,g
37.0047,-9.3634,4.1448,g
22.4846,-4.5256,78.7388,g
68.5832,-7.9707,2.67,g
23.9404,-11.6143,1.7082,g
13.0752,-9.5705,56.4494,g
67.2132,-20.348,7.432,g
32.9368,14.4716,23.5489,g
49.2676,-9.1138,0.0549,g
34.1275,9.6661,0.9488,g
34.9077,-6.7122,19.1787,g
36.0465,-13.8596,1.9542,g
83.7773,15.6984,3.2282,g
23.7276,14.1417,85.4134,g
31.1421,-10.4981,3.7348,g
30.9514,19.9911,35.915,g
20.1082,5.2305,15.288,g
20.0029,-9.8502,44.832,g
23.9257,11.9046,24.452,g
59.0164,15.4044,1.3107,g
26.0112,-3.9242,21.922,g
12.9945,-9.4473,60.204,g
45.2957,18.7289,8.201,g
33.3001,-7.1995,3.807,g
28.1148,10.8962,10.742,g
44.5834,15.0791,16.8631,g
25.076,-9.2794,4.506,g
53.6432,-4.5304,2.6359,g
21.3922,11.3967,13.93,g
82.4735,-8.1449,14.393,g
38.5396,-25.8871,0.0345,g
55.056,27.476,7.286,g
36.9368,19.1646,2.4152,g
51.6247,-17.8777,8.0796,g
83.4349,-12.2016,4.4435,g
50.2054,-14.8623,16.239,g
61.0162,18.9759,0.6497,g
33.8766,10.3571,1.26,g
34.2809,14.6616,0.2299,g
19.326,-0.1793,4.1946,g
51.0346,16.6606,9.203,g
23.9415,0,59.7983,g
61.8059,-8.4499,3.415,g
21.4634,-8.4286,10.54,g
45.6044,-16.3256,0.963,g
18.9091,4.9831,25.048,g
38.9699,-9.8419,14.53,g
84.3821,13.962,0.709,g
20.3131,-3.9695,37.287,g
48.3426,4.1885,0.386,g
81.7275,-23.659,0.345,g
32.1173,11.2552,12.3552,g
41.4003,8.9352,8.728,g
87.0611,-21.6704,1.5388,g
74.1464,19.484,4.802,g
100.664,19.1624,1.45,g
21.1063,6.1724,7.8499,g
50.5984,19.5228,8.44,g
22.4091,6.7907,34.606,g
24.5623,0,77.6551,g
38.3174,-10.765,11.258,g
44.7821,8.4655,4.0468,g
33.4992,16.2923,33.6328,g
46.9362,-8.3419,7.463,g
26.6095,14.8182,24.2467,g
21.9086,-13.2331,50.2519,g
20.6488,5.8569,54.5987,g
25.675,-9.8782,19.392,g
35.0029,8.3655,26.464,g
18.9249,-2.7311,18.7148,g
37.1941,11.4137,4.9759,g
42.9043,11.5331,6.0417,g
18.1497,6.5633,74.8176,g
25.385,6.0916,30.869,g
26.4947,-6.0532,36.725,g
16.4922,3.5694,21.362,g
20.2803,8.8375,3.3863,g
70.1859,-11.5645,4.216,g
33.2729,12.5337,13.2336,g
47.7946,-7.5876,3.1846,g
27.8148,12.8607,2.348,g
92.56,20.5555,0.9188,g
21.6757,2.1647,42.3811,g
33.0182,7.6962,31.8921,g
41.7353,3.4026,11.411,g
64.9888,-10.2931,1.798,g
20.8088,-11.1042,61.51,g
81.8524,25.6115,2.8559,g
13.0703,-11.3506,15.8005,g
66.9069,22.2591,7.311,g
86.291,19.5049,1.581,g
18.9739,2.913,28.1521,g
40.6756,7.4157,15.426,g
19.0259,3.3355,12.536,g
21.1689,4.4605,27.2976,g
26.1083,-10.5685,17.658,g
44.2294,10.2831,4.862,g
19.3257,2.594,61.973,g
28.7186,3.5189,21.0694,g
30.2787,-10.8637,5.858,g
85.8375,15.3542,2.5365,g
88.3799,12.1729,0.949,g
25.0001,-7.6555,12.1487,g
28.3287,-5.6699,18.23,g
