@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2,7,9,11'

@attribute FWidth numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
30.7499,-11.4761,13.377,g
14.1847,-15.4933,89.9535,g
16.4389,34.0336,1.8977,g
47.0706,84.604,17.086,g
16.2389,-10.7453,15.4009,g
23.8253,23.1823,6.121,g
13.6215,12.6911,5.3844,g
28.5416,-85.6091,2.661,g
19.9412,18.1999,8.724,g
19.8422,19.6038,14.5122,g
41.9258,71.4133,3.7039,g
22.1306,44.5544,10.649,g
27.6647,58.6011,8.3983,g
18.2389,23.808,9.141,g
16.1578,-16.5923,67.7358,g
18.2532,16.197,13.812,g
24.8696,19.056,25.394,g
13.7599,-15.5042,15.0753,g
22.1564,-9.0742,9.383,g
16.3552,-11.4381,19.6343,g
20.0252,-12.1209,24.26,g
22.0786,51.1844,0.5805,g
12.6677,-7.0134,12.169,g
22.594,44.4637,16.037,g
16.7695,29.1197,4.1,g
16.9119,-21.5879,56.523,g
17.3662,17.053,1.493,g
24.843,34.8075,8.174,g
6.9116,14.322,7.414,g
14.4091,18.6212,5.515,g
14.2779,-23.9344,47.559,g
30.0414,32.457,0.0345,g
32.9219,83.8441,4.358,g
20.5633,21.4853,17.999,g
17.6444,11.9344,15.148,g
19.9946,44.1481,15.151,g
32.736,85.5811,5.627,g
27.6602,-7.964,11.7922,g
11.4348,-3.4,9.2006,g
23.842,14.5118,10.6904,g
24.7904,32.6988,1.621,g
19.9695,19.5763,63.4398,g
21.7638,-47.2918,20.5187,g
22.6843,-13.1639,14.976,g
9.6675,21.343,44.0434,g
17.3168,8.3358,10.742,g
12.665,12.2922,4.941,g
17.6963,-14.9235,79.712,g
41.5354,85.6667,26.8401,g
10.2621,5.3309,26.1461,g
28.4542,38.4275,3.2719,g
14.0499,28.9502,5.4954,g
21.4481,50.6903,8.129,g
23.2731,38.4705,4.6995,g
28.6412,37.3699,5.703,g
18.698,16.5765,0.56,g
22.8539,8.5341,30.5133,g
20.0742,13.5974,54.004,g
12.3949,-13.9242,3.145,g
34.0896,65.1166,4.172,g
29.3006,81.7969,2.4487,g
18.6983,70.1269,6.3952,g
21.7152,71.7929,0.075,g
36.8864,65.5969,3.9967,g
6.8176,12.9205,23.9321,g
15.1933,28.622,2.9967,g
6.7906,21.6899,43.554,g
10.4372,-5.6901,58.386,g
34.263,70.4419,9.5567,g
9.9431,8.112,54.7684,g
11.5357,-10.1044,26.025,g
10.3991,16.6461,5.6931,g
18.6554,45.6703,1.819,g
17.4723,-17.9824,53.4984,g
24.8108,39.2384,5.092,g
24.8821,89.8179,10.429,g
27.0765,30.8355,31.2271,g
20.8285,43.5221,6.903,g
20.7548,20.903,6.941,g
16.2294,26.2948,17.8954,g
0,16.6562,12.5074,g
19.7938,61.0039,3.2801,g
7.6722,-7.2343,6.445,g
13.7293,-24.763,2.6206,g
11.3311,8.1961,43.7132,g
10.7622,1.745,79.763,g
11.1869,-17.9436,3.426,g
16.8221,20.2691,74.6315,g
25.9336,-56.8565,2.173,g
16.8762,16.4636,16.575,g
22.951,92.7354,14.047,g
18.5898,-17.7381,32.28,g
16.237,10.6867,1.379,g
10.3079,-16.0468,63.735,g
6.4102,-17.1936,65.694,g
36.3217,83.3996,0.5982,g
11.7773,-12.3821,6.3297,g
13.4125,74.1245,6.4844,g
32.3037,79.9021,1.775,g
14.9228,13.1921,24.9145,g
28.6052,21.024,0.9214,g
31.0974,77.2265,1.192,g
11.0068,-19.3165,8.279,g
24.2694,-11.2511,9.976,g
9.2682,25.3377,3.927,g
10.7672,11.8839,6.816,g
17.6425,-32.7277,77.961,g
11.3034,-20.4676,19.4896,g
31.682,58.8187,7.0441,g
16.0478,-18.999,52.521,g
62.1755,116.825,9.964,g
11.6998,8.7551,56.8101,g
22.0828,48.0384,7.652,g
22.6579,28.0075,2.0522,g
12.481,-6.9057,28.516,g
17.4339,-10.6938,39.035,g
13.88,-31.0968,4.6031,g
15.8767,10.4424,32.005,g
14.0799,23.5302,0.141,g
47.3822,76.9757,1.0667,g
0,-6.4074,48.9671,g
19.3644,59.7135,4.1472,g
11.939,-8.9284,59.206,g
19.4357,37.6783,0.391,g
13.2506,44.4558,12.632,g
18.5031,-22.8882,17.5095,g
24.516,44.8596,8.269,g
17.7526,70.7658,0.0253,g
10.6422,-8.8023,33.034,g
10.3094,-6.4938,69.277,g
25.2966,-29.9227,10.9353,g
6.7773,-12.7144,40.2519,g
11.1478,-14.0046,66.01,g
15.7798,56.4614,13.029,g
24.2545,-33.3052,30.43,g
24.7773,98.5072,8.624,g
21.0559,24.1857,88.2338,g
18.6517,-19.1441,14.4261,g
12.7818,15.8826,9.754,g
14.083,58.7475,0.294,g
7.1998,4.9374,64.912,g
23.1547,28.5121,1.516,g
11.8873,10.6926,25.929,g
41.3571,-43.3006,2.816,g
17.5314,114.134,11.7482,g
12.9598,17.4463,2.4627,g
21.7998,36.3902,7.5468,g
16.6392,13.5345,16.762,g
17.7096,-12.1401,8.284,g
12.7595,-12.6953,33.7292,g
20.4082,50.7135,10.364,g
19.3449,33.3437,41.605,g
14.7528,17.357,10.066,g
19.0017,26.1452,62.781,g
14.6584,20.484,3.4252,g
17.3862,34.8408,0.8525,g
10.8926,34.4629,1.2447,g
32.9969,52.7196,0.034,g
11.9624,9.7832,23.711,g
6.3501,-17.361,39.389,g
20.7167,31.254,2.106,g
23.3716,27.2121,5.406,g
9.4121,16.2045,53.7691,g
9.2676,34.0171,1.0037,g
15.7963,16.9828,3.388,g
19.6763,20.1489,6.733,g
21.2871,-108.745,10.285,g
19.254,27.0813,3.7064,g
28.4289,79.6719,2.012,g
9.5045,15.6805,63.5975,g
23.7479,86.5242,13.1944,g
14.2297,24.8447,3.1825,g
29.5979,61.0851,7.5904,g
36.9134,-64.4418,0.552,g
27.6992,107.884,22.201,g
13.9882,21.0869,8.936,g
20.694,32.363,16.405,g
28.6463,62.6239,5.123,g
30.4227,-43.2423,4.047,g
21.6769,27.5134,1.1935,g
6.5579,17.9597,6.62,g
17.929,8.8009,22.4192,g
40.7292,-38.1022,1.385,g
25.9875,28.5929,0.216,g
23.6269,47.3407,12.3916,g
7.3893,-6.9975,81.2154,g
42.3175,88.3076,5.913,g
10.2771,-5.126,67.16,g
22.0816,10.4672,41.911,g
19.4653,22.4961,5.2636,g
23.0285,-31.5489,0.593,g
12.4606,15.0588,8.891,g
30.9379,56.4519,0.0857,g
16.453,20.5349,8.536,g
16.6858,-8.0448,1.7337,g
14.648,22.853,0.5826,g
26.609,63.948,4.319,g
20.5216,15.9451,80.2307,g
21.2597,53.0514,16.397,g
14.9545,11.6551,17.559,g
20.5632,-31.3983,5.8671,g
45.5174,84.686,1.4735,g
16.1197,9.1125,7.357,g
20.1242,203.863,62.3504,g
10.449,-5.5794,10.313,g
15.6826,22.7188,4.042,g
10.1961,18.4977,28.938,g
20.2164,-10.5861,6.4861,g
12.4485,22.0672,55.5217,g
18.5697,12.8168,26.8293,g
7.2685,8.2242,11.756,g
20.2453,35.0471,9.4384,g
60.6173,78.8577,1.554,g
32.7777,73.6068,4.6221,g
11.5781,7.2991,80.0492,g
15.5345,-29.9929,29.837,g
22.3265,-49.9053,0.691,g
7.483,3.8817,25.1342,g
18.9649,-45.8214,4.4572,g
10.4927,3.0611,78.021,g
12.5048,9.6042,18.7509,g
11.5562,5.1334,12.23,g
22.7229,-15.9987,18.879,g
30.7338,71.1551,7.91,g
7.424,-7.5293,56.146,g
11.909,-7.1701,47.0555,g
12.7613,0.4535,20.523,g
24.7563,63.9433,3.5131,g
23.0023,-8.2962,2.0888,g
11.0487,20.5943,3.104,g
25.0038,72.404,2.292,g
10.9174,-20.9364,6.076,g
23.1211,18.327,11.9037,g
10.9271,11.1338,0.3841,g
26.0164,40.5254,4.9638,g
11.9704,33.6616,18.8968,g
21.9184,-43.2906,22.426,g
32.7119,61.0854,3.4717,g
10.4081,12.0855,19.9398,g
27.8652,-18.4061,87.3749,g
15.6218,-20.5552,6.6996,g
16.1708,-15.2411,31.5548,g
20.9121,12.7581,27.0291,g
23.161,-22.6559,7.9012,g
18.4387,25.3813,1.048,g
17.4475,24.7243,3.713,g
46.4634,72.13,3.503,g
16.9787,26.4652,14.6972,g
21.1167,38.6111,10.241,g
9.5338,-6.6128,11.2044,g
13.4473,71.1985,0.8956,g
11.8845,11.4899,40.449,g
9.4136,12.1835,16.0043,g
42.428,74.1526,2.217,g
10.6681,-17.382,35.542,g
28.8317,-32.9045,9.023,g
6.4967,16.4665,10.167,g
11.8232,18.4226,7.418,g
10.9402,-4.9732,47.048,g
9.9292,18.4537,24.0767,g
15.7439,11.2712,21.6049,g
53.3001,85.2481,1.5862,g
21.9532,90.659,49.689,g
24.0205,46.2678,1.963,g
18.7861,12.7094,25.139,g
26.0823,26.39,26.688,g
12.0088,19.9731,5.3152,g
7.0275,12.4298,57.9071,g
23.4002,104.504,0.7867,g
15.9965,21.3706,6.304,g
18.1687,36.917,26.547,g
11.9031,-14.7146,57.6366,g
19.5101,22.3758,85.3717,g
10.6294,-15.6172,37.8225,g
18.3794,63.4413,7.3061,g
10.0389,-26.0441,8.9499,g
10.1009,-8.913,5.5012,g
23.0171,37.185,22.3488,g
20.7487,27.5241,30.388,g
22.2206,18.244,18.962,g
17.1108,24.3136,1.76,g
18.1795,28.1979,13.5225,g
27.7174,59.1282,5.1684,g
17.4512,-29.7525,2.912,g
21.3117,24.4292,23.4357,g
6.9948,-13.795,6.208,g
14.8969,16.9284,28.351,g
14.9967,59.5504,7.478,g
55.923,69.205,2.423,g
11.4371,-18.2562,22.598,g
27.2913,77.6765,5.219,g
17.7527,18.8407,25.9457,g
13.8858,-12.4388,0.2906,g
10.076,14.5138,16.59,g
16.3666,-17.1426,21.0153,g
18.0517,-16.2231,24.732,g
17.3891,-26.1585,2.2087,g
11.356,4.146,49.2234,g
10.6094,-15.7528,74.8176,g
7.4377,6.8109,36.0106,g
8.9355,13.5364,25.8139,g
32.6518,71.9971,2.123,g
11.6609,-6.0473,87.5679,g
18.5233,31.6987,1.4485,g
12.8924,5.7136,74.343,g
11.3663,-5.0095,62.4135,g
11.5851,4.6733,35.088,g
18.8015,-8.9717,72.4556,g
6.7475,14.5437,43.607,g
17.5462,22.4666,39.9687,g
7.4793,5.8926,76.6555,g
20.0943,-21.1994,13.034,g
25.0761,30.5916,10.39,g
10.0227,0,61.973,g
20.242,19.8897,62.537,g
11.6231,20.2982,1.44,g
10.8869,24.9977,7.6092,g
21.5951,31.0661,8.909,g
7.3926,-8.7575,9.894,g
12.6478,-31.5866,3.6931,g
13.7628,15.5594,4.078,g
21.2047,-7.0159,1.153,g
7.2035,6.7455,1.2268,g
31.0932,77.2546,5.822,g
12.69,-19.5461,1.3823,g
12.1304,9.8922,18.331,g
17.7577,21.8454,28.5766,g
25.18,83.6344,7.9764,g
10.8291,18.9078,12.969,g
9.4805,14.0811,3.5371,g
27.0816,47.4135,0.558,g
14.7154,12.8232,53.449,g
21.5693,74.3425,2.622,g
19.355,-12.8104,0.685,g
13.7197,45.6919,0.625,g
24.8174,42.5079,15.898,g
11.0796,2.8947,37.9872,g
25.6783,-29.2331,58.6756,g
22.1387,25.3913,20.5966,g
6.9523,13.0232,8.393,g
23.9456,61.5837,18.185,g
11.0188,-18.8818,11.3678,g
10.0137,19.5276,1.334,g
17.667,35.3398,13.47,g
57.3144,83.084,6.803,g
8.9799,-16.5715,13.7763,g
11.6292,-9.407,20.956,g
28.5152,-50.0302,3.196,g
18.9436,54.5009,1.6831,g
11.1055,-7.3614,15.001,g
59.6147,154.542,25.1567,g
16.5232,16.4595,15.228,g
27.6954,96.4227,5.352,g
14.851,-10.0985,49.512,g
17.1661,19.7286,4.6448,g
16.9195,32.3363,0.386,g
10.5765,11.1824,46.9743,g
0,-17.0073,28.019,g
55.5265,89.5705,0.465,g
11.6274,7.6668,22.822,g
15.9104,20.9342,1.8931,g
30.5758,-31.1087,0.4788,g
17.7236,-23.4143,12.113,g
24.1665,45.7314,0.087,g
9.8151,17.2256,15.387,g
14.2649,-23.4458,23.678,g
29.3315,83.6648,0.1495,g
19.6392,-15.3786,11.217,g
20.7244,41.7337,3.675,g
12.2035,5.6228,5.9483,g
22.0433,24.2568,0.3291,g
13.3291,37.9722,18.1339,g
12.263,10.631,36.69,g
11.11,6.4619,17.483,g
33.8737,78.6621,2.058,g
12.7377,-16.0293,18.274,g
31.0659,-59.0359,9.3521,g
16.7042,11.4286,29.5127,g
11.7368,40.4022,10.349,g
7.3075,12.9679,5.242,g
45.6669,66.2168,3.0301,g
11.8617,-5.4284,28.0357,g
29.9861,82.802,3.801,g
16.7819,18.3897,13.1411,g
29.8257,89.8594,5.256,g
21.3398,46.9964,1.343,g
16.0546,-14.5999,8.0786,g
17.4341,11.1578,40.433,g
20.3066,13.8562,3.5901,g
20.001,-30.4123,3.1846,g
6.8412,10.3684,41.1319,g
17.7624,-25.8882,38.222,g
16.1986,9.6397,11.6155,g
19.0829,22.8122,13.057,g
16.4117,17.472,1.9502,g
19.4966,-16.6683,43.6657,g
34.8438,47.3921,4.366,g
9.7056,15.3697,32.816,g
12.9078,13.8894,5.1628,g
11.8997,8.8188,16.706,g
11.0212,9.6349,5.8091,g
25.1393,-11.1756,11.808,g
11.4872,-5.0305,42.081,g
15.9078,44.9566,31.0686,g
11.0064,-30.749,2.313,g
26.1718,56.5799,1.151,g
7.2941,5.8566,84.1758,g
17.193,19.0726,18.4088,g
15.0191,17.0869,65.2488,g
26.6051,68.2692,0.87,g
26.329,59.9389,1.9214,g
15.745,41.0032,11.976,g
11.3751,-5.6225,33.8245,g
7.4291,-7.3542,80.829,g
11.7668,4.716,45.584,g
26.6843,57.664,2.6208,g
33.5175,51.0151,8.8927,g
11.2947,6.8557,54.087,g
17.8766,15.1624,65.882,g
18.7977,68.0417,4.216,g
23.9572,67.4804,12.8978,g
12.0527,-15.5362,0.929,g
14.8358,30.897,5.741,g
9.738,8.4885,49.435,g
12.5474,27.2159,11.2284,g
9.8829,18.8603,10.3529,g
26.6286,-38.6218,3.846,g
18.1874,11.0315,57.1013,g
15.4093,-21.9406,6.5818,g
21.602,57.4126,7.888,g
16.1874,72.9945,0.6983,g
17.6052,-18.5344,9.6844,g
9.4931,16.9995,37.3241,g
17.4745,-14.1508,15.939,g
24.4761,35.7769,2.4982,g
11.8145,-24.9632,22.2935,g
20.2588,35.8249,0.9629,g
21.2824,-13.8638,37.1307,g
13.396,38.5619,4.992,g
21.3708,54.0238,12.2597,g
28.6568,74.3635,5.285,g
16.456,15.4092,64.324,g
15.8567,51.8675,10.4907,g
22.6018,29.7816,8.918,g
21.54,19.9719,1.471,g
33.2279,60.9262,7.4612,g
18.7777,24.4051,36.426,g
14.0845,10.2581,3.18,g
11.0009,-6.9109,69.1684,g
8.5395,11.075,27.2483,g
24.9239,43.4486,2.643,g
15.0459,22.3355,4.5385,g
29.0237,35.5255,60.1912,g
20.9718,-36.8528,4.336,g
38.5006,50.4885,4.861,g
7.2982,-9.4558,37.395,g
12.6872,-13.8549,28.4935,g
7.0241,-3.681,63.6689,g
13.6572,-15.0719,25.123,g
25.2353,62.8438,18.905,g
18.6641,-15.5955,6.83,g
12.3475,22.016,1.124,g
16.3967,14.9053,18.2815,g
16.7437,-16.2297,21.088,g
22.1024,26.0046,87.9282,g
11.9063,78.2471,2.85,g
18.5682,26.7635,15.939,g
16.4298,23.7806,12.9854,g
12.5617,20.3291,24.9379,g
15.7602,-8.201,55.1338,g
38.67,61.1825,1.421,g
18.3727,29.8842,3.7819,g
28.965,25.3424,19.6508,g
9.4543,-13.9304,4.141,g
9.7177,28.5282,7.346,g
19.5505,33.9672,1.9962,g
15.6921,16.0417,11.546,g
9.4958,16.0219,28.986,g
18.2407,-24.9301,7.116,g
13.3139,29.6768,0.408,g
18.5073,60.1282,4.86,g
16.5335,-13.8608,39.323,g
20.8053,-18.7156,7.6688,g
9.4718,-7.4627,4.383,g
19.0469,-44.0312,39.096,g
33.0604,42.9439,2.312,g
10.2127,-19.5163,32.911,g
13.7923,29.5352,18.51,g
21.0274,19.2825,59.259,g
25.5877,18.9149,3.237,g
17.1218,7.9737,46.5411,g
0.0049,-12.3251,40.3261,g
10.9426,-3.9424,21.8775,g
21.3825,-15.894,0.428,g
16.6928,-12.0955,40.633,g
10.8785,18.4179,19.7637,g
23.3519,-25.3849,27.897,g
27.0886,-26.6065,43.0747,g
25.1626,37.8449,3.636,g
27.2418,59.4095,1.548,g
47.763,63.5856,4.456,g
11.555,23.8552,12.8796,g
11.1238,6.0553,18.272,g
16.711,-14.2277,31.366,g
31.0123,112.793,4.728,g
18.8009,70.759,5.538,g
11.8362,-12.3674,78.901,g
12.1042,19.6753,2.843,g
21.2982,-5.6345,8.758,g
28.2402,80.4978,0.358,g
22.6032,11.4826,59.415,g
15.3638,25.8761,14.16,g
32.9812,61.1143,5.902,g
39.0091,69.4124,0.675,g
7.1659,11.4787,88.4189,g
7.4713,6.4219,56.5174,g
19.2181,17.3244,2.288,g
34.3264,50.2485,4.712,g
23.1949,26.7905,18.895,g
17.8928,20.8792,5.0486,g
38.3701,59.2655,0.864,g
18.2004,-12.5132,58.144,g
6.9256,13.7395,24.9416,g
19.4994,-25.2183,57.3468,g
24.4487,14.6153,15.4842,g
24.8455,25.9888,5.4962,g
13.6609,13.9772,5.433,g
15.7644,-14.9682,21.9555,g
7.1927,8.1084,12.8604,g
7.0212,-15.1566,49.587,g
21.9082,32.1565,2.635,g
17.0385,20.9416,6.432,g
9.3984,12.733,10.2591,g
21.5212,68.3836,0.723,g
21.0421,61.5012,4.457,g
13.5287,-11.6182,40.1475,g
29.3458,64.4925,0.3953,g
16.6696,-12.7945,6.442,g
17.2705,43.9765,34.1301,g
32.8832,61.0253,6.9048,g
12.0319,15.1033,18.4433,g
22.9053,23.1577,20.0384,g
26.5143,-46.7316,51.2616,g
55.4775,85.0995,2.468,g
18.3863,-21.8496,5.11,g
32.4881,58.6506,11.533,g
20.7623,-36.5977,2.3981,g
11.4773,8.4809,84.1434,g
6.9635,-9.568,21.9158,g
14.4003,35.4336,11.288,g
17.1019,18.5151,10.575,g
12.6979,11.8946,3.3863,g
29.1772,-54.3626,17.622,g
8.0278,21.7776,25.5291,g
11.8757,23.6171,48.202,g
52.0891,89.0095,1.8848,g
19.755,-43.7949,22.18,g
16.0027,-16.7702,85.4811,g
15.57,19.2392,69.3668,g
16.8468,38.5262,2.5713,g
12.5178,-5.8869,30.368,g
24.4418,60.7341,0.8541,g
10.5469,20.5637,16.005,g
27.305,51.4345,0.512,g
10.5592,3.6848,31.3229,g
28.6254,43.8447,0.261,g
29.6809,58.9536,3.2129,g
23.6757,25.6631,14.1288,g
16.9702,16.8164,0.2798,g
26.527,-19.3863,5.919,g
24.1717,50.8783,5.928,g
51.3452,78.3525,10.395,g
9.8326,-24.6444,0.265,g
18.8241,11.558,3.533,g
21.1687,39.4795,0.013,g
24.719,-12.7191,1.49,g
22.4036,24.7846,4.988,g
17.3463,39.8659,2.315,g
23.0203,17.2608,5.167,g
20.9643,-15.2684,9.802,g
11.8254,-3.9839,8.014,g
16.3198,96.1142,6.4229,g
26.9945,14.3963,6.6889,g
14.3772,-10.6864,89.1761,g
16.8093,21.0808,82.0874,g
12.4859,12.3436,3.0331,g
36.4316,50.3747,1.5254,g
17.0645,20.9233,21.5391,g
21.0853,16.4013,5.4315,g
24.1443,48.1374,4.947,g
15.9278,30.9083,25.6036,g
25.7795,39.5914,3.6339,g
10.6207,15.9315,23.553,g
19.4491,14.4187,0.134,g
21.0471,38.7974,11.15,g
8.9014,-21.8757,44.14,g
9.6165,9.166,84.6855,g
36.546,76.3378,1.3581,g
15.99,-25.4308,11.3396,g
17.8618,85.6221,7.6036,g
20.9794,83.3389,1.703,g
22.7652,-9.0837,10.083,g
33.1844,24.0617,1.8497,g
23.4259,78.3237,2.411,g
0,0,63.754,g
34.7437,56.3256,3.551,g
21.9226,35.5709,0.6397,g
21.9899,73.3955,1.878,g
26.6129,66.1459,9.8964,g
8.0422,-16.2881,13.2881,g
19.7303,26.7062,13.197,g
16.5183,28.8227,11.6029,g
7.4352,-4.5237,60.197,g
16.4371,-51.6825,2.6332,g
30.0387,52.0998,9.418,g
21.8588,-18.6865,2.1198,g
9.2285,33.413,9.183,g
15.5033,19.7658,20.2125,g
41.799,-69.1267,0.4318,g
40.9327,62.4748,1.0007,g
44.6785,27.9885,2.042,g
11.6576,-10.3351,35.411,g
17.9786,7.2205,4.111,g
14.4769,-14.5268,9.2908,g
53.3671,85.6668,1.6793,g
32.6215,23.0286,43.6107,g
16.9069,113.504,3.2728,g
24.285,35.9682,2.1269,g
66.4353,80.4345,0.108,g
0,0,1.307,g
10.5018,-17.1026,12.9692,g
32.6517,-17.4538,2.7181,g
10.9231,-15.3189,5.4907,g
18.4712,-14.1023,14.0504,g
21.8554,6.3735,11.6197,g
35.1914,47.822,2.245,g
27.244,-20.8094,14.171,g
23.6253,-47.3029,59.389,g
10.3005,-3.3077,23.934,g
15.8934,44.6409,7.6374,g
11.22,-3.5736,65.595,g
24.7669,74.3111,2.9174,g
14.8964,-19.9559,36.8443,g
12.9342,27.7201,4.6452,g
27.5183,69.9827,2.8918,g
16.7207,23.4152,2.7439,g
17.89,59.9786,7.7249,g
16.9004,14.9852,12.8885,g
20.3999,36.4194,5.783,g
11.4555,18.912,44.1008,g
13.7126,-6.7135,6.7587,g
12.4647,-15.589,40.1653,g
12.3816,9.2499,69.7,g
16.4522,13.3085,7.443,g
15.501,-35.3548,13.6657,g
30.4191,80.0694,10.3828,g
0,14.7545,14.407,g
23.4741,38.8047,2.6617,g
11.3488,-22.0568,2.366,g
18.6156,85.6418,0.72,g
23.8555,-47.0961,5.462,g
15.0721,21.7912,14.263,g
24.4487,-31.7991,11.12,g
17.4634,20.7609,9.1044,g
17.0712,-19.1869,15.8654,g
7.0144,13.6678,3.82,g
20.1643,-39.2618,7.0357,g
9.1501,-75.643,4.8437,g
12.6984,-14.7512,21.5727,g
14.9597,22.79,29.987,g
24.6282,66.0273,9.3943,g
6.5944,13.6991,11.6635,g
29.6975,21.6895,1.464,g
22.049,54.4568,7.459,g
46.4076,83.4382,2.833,g
20.6811,48.1948,6.944,g
12.9344,9.768,9.1317,g
10.8527,-3.6418,20.124,g
15.9993,-22.4763,15.277,g
24.6901,-10.0415,19.309,g
15.5086,47.0768,1.7099,g
9.0892,38.8263,2.376,g
38.2401,65.1332,6.526,g
14.9489,-13.3006,4.087,g
7.1644,-11.5961,79.154,g
9.966,-18.7555,14.518,g
21.7195,21.8564,18.596,g
11.1372,30.1116,19.0052,g
23.3478,52.4391,1.7181,g
9.4513,8.0911,49.037,g
24.7023,74.5902,2.797,g
19.0951,-20.377,60.676,g
32.9765,66.1333,16.085,g
17.5801,7.2154,4.9361,g
14.4969,-35.3034,4.1593,g
16.8387,47.7154,9.6532,g
10.5668,-4.3567,51.288,g
16.4992,23.3348,17.512,g
7.1413,-12.3307,82.6073,g
29.1223,74.5717,1.8365,g
11.4809,21.7995,1.363,g
10.7678,-1.3856,44.1499,g
14.2815,-21.643,5.4415,g
15.9478,-20.6619,3.751,g
17.0523,19.4479,6.165,g
15.7955,11.2833,5.343,g
11.8501,38.5149,9.7647,g
13.6043,51.378,1.741,g
19.8502,-189.117,36.245,g
20.8056,30.5222,19.937,g
9.624,14.61,7.096,g
21.2562,51.307,0.1363,g
8.6015,-15.332,6.325,g
24.5299,64.8122,4.654,g
23.7462,63.8345,2.617,g
40.7553,52.4417,30.6078,g
13.6672,26.7332,19.803,g
22.2678,63.8847,2.13,g
14.1856,-28.4815,19.1473,g
16.6027,-12.7892,3.873,g
44.0574,102.948,9.7698,g
30.646,50.0957,4.1261,g
18.069,-26.4839,0.699,g
53.8539,85.6497,1.971,g
10.3391,-19.9611,30.0704,g
18.7901,36.0472,4.7763,g
6.8796,14.1561,57.837,g
6.9833,13.8156,21.319,g
16.0602,12.4265,84.1374,g
11.829,8.9233,70.514,g
18.4051,-21.7414,29.556,g
24.8292,33.1294,0.139,g
21.4058,32.1837,1.277,g
29.5493,60.338,3.808,g
17.642,8.1856,23.0778,g
14.2061,25.1101,1.4627,g
12.9009,8.8261,26.4601,g
9.2915,-7.7884,40.6189,g
12.6227,-3.9319,31.933,g
24.6827,59.4025,3.3709,g
23.7964,57.4564,0.5748,g
12.1944,-1.2074,24.8636,g
14.3749,10.8911,14.32,g
24.4712,-35.3547,9.802,g
19.0992,61.3155,11.0676,g
59.0426,101.324,1.7267,g
22.6585,57.6317,3.4898,g
19.4423,6.7109,0.1159,g
12.9114,15.9001,32.021,g
15.8391,23.4775,2.2764,g
16.1087,23.953,2.6246,g
20.3847,9.5162,63.492,g
28.0085,89.8588,3.972,g
20.6391,-51.2413,37.841,g
10.8242,-19.4076,5.904,g
7.0857,9.5293,11.804,g
18.1419,3.665,4.5201,g
23.2233,-17.7621,12.603,g
34.6534,75.7582,1.3818,g
14.58,24.106,17.282,g
31.0313,76.3706,9.2693,g
25.4177,39.3683,1.075,g
14.0189,7.505,2.3372,g
14.8567,51.6806,1.2306,g
16.7829,23.8039,1.5129,g
7.4659,7.8437,37.469,g
