@relation magic

@attribute FWidth numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
31.6833,3.1334,0.192,43.08,1.5926,g
44.331,3.9174,0.1385,46.9514,1.676,g
12.6951,2.4005,0.4573,6.9841,30.9668,g
9.4513,2.3032,0.592,8.0911,49.037,g
12.8153,2.5145,0.4067,86.6147,5.608,g
21.6881,2.6144,0.3645,-85.4021,19.152,g
10.7634,2.2068,0.5714,9.5784,23.8976,g
7.038,2.0881,0.7592,-13.2078,75.842,g
16.4317,2.2613,0.4219,18.1879,86.18,g
31.9728,3.3153,0.1161,61.1027,6.4886,g
30.1456,3.5906,0.1535,81.1524,2.152,g
23.4394,2.8106,0.2939,51.074,5.035,g
16.5916,2.5308,0.3711,20.3266,3.7101,g
17.0859,2.9668,0.3184,33.5526,6.436,g
19.0203,2.6857,0.3918,30.6675,0.281,g
29.4264,3.5472,0.2164,-47.5564,1.5291,g
17.8084,2.9479,0.292,28.0419,0.595,g
29.7264,3.1915,0.1673,23.7578,18.3709,g
19.7374,2.7466,0.3692,-11.5435,4.09,g
15.7798,3.0007,0.3405,56.4614,13.029,g
31.6046,3.0596,0.2145,20.8358,18.1335,g
31.2785,3.2961,0.1992,21.9823,7.47,g
10.0087,2.2175,0.5939,18.1984,0.572,g
21.7638,2.9266,0.1918,-47.2918,20.5187,g
10.9852,2.238,0.5665,-8.5761,35.758,g
35.582,3.4533,0.2493,42.6119,4.471,g
47.6501,4.2259,0.0833,82.263,0.051,g
33.0414,3.6188,0.1708,13.5817,27.67,g
28.3077,3.3673,0.1842,65.1911,4.1168,g
17.8816,2.6042,0.3458,16.5482,20.435,g
19.6937,2.4764,0.4307,16.9144,78.7982,g
21.5816,3.1941,0.22,47.8255,8.7773,g
20.2021,3.2909,0.2533,26.362,0.6925,g
17.707,2.616,0.3947,14.7748,74.502,g
26.1111,2.8993,0.2547,7.5591,34.427,g
6.9311,2.1319,0.7601,-14.0378,79.647,g
7.6865,2.3424,0.7091,-19.4521,24.6644,g
6.7262,2.1508,0.7208,8.7313,14.3447,g
11.349,2.7332,0.3937,34.8387,5.059,g
13.4473,2.7447,0.4572,71.1985,0.8956,g
16.2637,2.7969,0.34,55.5797,19.1036,g
19.4175,2.8893,0.3239,-25.369,11.4565,g
54.1355,3.4057,0.1839,-83.1049,0.102,g
18.6292,2.7105,0.3603,13.4257,80.473,g
13.7197,2.8727,0.3123,45.6919,0.625,g
14.6663,2.4631,0.5473,-14.675,9.9314,g
11.2507,2.2672,0.5676,-19.6917,68.163,g
26.406,3.7561,0.1594,63.6223,1.975,g
11.024,2.6613,0.3751,41.4568,5.6712,g
10.2554,2.3064,0.5086,-19.6914,36.639,g
10.1034,2.5145,0.5076,-12.0691,32.3945,g
24.0467,3.1511,0.2331,20.0492,4.551,g
18.1611,2.6721,0.3596,6.7005,24.5664,g
40.178,3.4087,0.1178,60.9121,13.77,g
11.0999,2.5855,0.3195,19.5955,16.72,g
18.3546,2.4191,0.3657,17.4468,46.942,g
14.0055,2.5459,0.293,8.1759,7.8286,g
12.083,2.3212,0.4821,-11.0691,38.674,g
18.2218,2.9101,0.278,15.8917,4.611,g
16.0779,2.5159,0.4177,-6.8394,18.5084,g
13.8368,2.8202,0.295,-16.7861,5.5596,g
23.0023,2.7835,0.2173,-8.2962,2.0888,g
14.3265,2.7875,0.3344,27.1529,1.892,g
6.5579,2.2967,0.596,17.9597,6.62,g
7.3787,2.2999,0.7268,-7.3216,47.741,g
8.5856,2.4091,0.4912,28.3745,35.674,g
6.9873,2.0626,0.7186,-12.0341,52.3913,g
6.7906,2.3589,0.5821,21.6899,43.554,g
20.1315,3.0775,0.3522,20.3296,12.206,g
16.063,3.0851,0.3091,37.149,4.871,g
18.1692,2.4935,0.3628,-9.1789,65.514,g
19.2817,2.6375,0.371,23.3428,77.5379,g
37.8465,3.4222,0.1963,73.5133,5.397,g
16.0439,2.6048,0.4273,16.8025,2.988,g
0.0029,2.0774,0.7364,-8.5011,0.0002,g
23.5699,3.1558,0.1963,-25.9285,10.7248,g
16.8977,2.932,0.3474,28.3,1.129,g
20.5476,2.7623,0.2921,23.0184,9.545,g
10.7747,2.2455,0.5568,-19.3164,7.755,g
17.3035,2.7168,0.3455,20.0782,6.8488,g
17.7111,2.6537,0.3374,9.6897,25.8715,g
16.296,2.634,0.4413,14.4432,54.781,g
14.5975,2.6762,0.333,19.1942,25.544,g
16.3549,2.5763,0.4748,8.8698,89.9155,g
14.6306,2.8482,0.2667,26.5244,5.714,g
14.76,2.9378,0.2227,103.867,3.2589,g
14.5175,2.8774,0.431,35.1498,0.559,g
10.7539,2.2856,0.5648,17.7862,28.623,g
16.1131,2.4997,0.4652,10.8038,36.551,g
23.5219,3.3266,0.2772,23.6216,63.571,g
21.1968,3.0904,0.1973,55.546,1.135,g
17.1041,2.8028,0.3087,53.4604,1.171,g
15.7488,2.5877,0.323,13.0968,10.472,g
15.7801,2.2956,0.4861,-16.9967,76.716,g
9.8704,2.2707,0.8204,7.8418,44.34,g
16.6565,2.5922,0.4962,-11.5213,41.436,g
20.4955,3.3085,0.1848,55.7708,3.584,g
34.2975,3.6335,0.1823,57.1895,0.803,g
18.5958,2.7778,0.352,-15.3057,27.0943,g
19.1617,2.6812,0.2875,15.7767,45.8751,g
35.1914,3.2819,0.1609,47.822,2.245,g
19.347,2.9363,0.2606,40.5783,7.132,g
10.09,2.444,0.5935,-10.8397,57.86,g
0,2.2162,0.7112,-11.4024,10.78,g
19.8294,2.666,0.3344,-28.4179,3.559,g
22.9823,3.083,0.2107,31.1854,23.884,g
23.1396,2.8392,0.2969,-20.4761,20.0586,g
19.4966,2.4814,0.4455,-16.6683,43.6657,g
21.0019,2.6585,0.2964,15.3476,9.2091,g
29.9861,3.399,0.1421,82.802,3.801,g
25.8186,3.0477,0.181,30.958,8.6796,g
22.9409,3.273,0.1856,84.9596,2.6,g
15.9232,2.6117,0.3374,-18.7681,9.703,g
24.0813,3.2086,0.2041,74.0868,0.0608,g
6.9885,2.5605,0.5722,23.8032,5.222,g
17.5294,2.6684,0.3562,18.9954,7.9478,g
10.5476,2.1746,0.7759,-4.5051,83.5804,g
15.5685,2.5441,0.5171,-10.4469,36.6853,g
15.966,2.6365,0.3349,-54.9822,68.073,g
12.8155,2.6767,0.4253,-3.59,34.361,g
16.559,2.4298,0.4758,-11.2684,41.838,g
23.8806,2.7501,0.2578,68.5261,16.1837,g
10.9349,2.2253,0.5417,4.9412,25.6011,g
15.6807,2.5231,0.3958,-12.4411,51.496,g
18.9191,2.9069,0.2999,10.3083,16.353,g
19.0838,3.0314,0.2214,35.9409,12.5792,g
9.5551,2.3692,0.6624,8.6299,24.368,g
32.545,3.641,0.1664,61.4786,0.3386,g
11.4327,2.29,0.5897,-6.7324,33.4578,g
11.2075,2.1746,0.7492,6.0893,11.746,g
21.6769,3.033,0.2234,27.5134,1.1935,g
15.5345,2.7173,0.3854,-29.9929,29.837,g
12.6478,2.4983,0.5143,-31.5866,3.6931,g
10.2704,2.2504,0.5955,17.941,51.857,g
17.4096,2.7517,0.2781,-25.2946,8.0864,g
27.4255,3.3414,0.1572,55.6712,2.414,g
18.0448,3.2368,0.2041,38.7811,5.3168,g
17.3408,2.5428,0.3553,-8.6966,7.7165,g
21.2395,2.8663,0.3116,21.404,35.85,g
10.5553,2.2529,0.5419,-7.0101,26.545,g
15.5488,2.5539,0.3436,-6.8359,16.541,g
15.6976,2.5072,0.3826,-17.7455,12.1807,g
10.0097,2.3054,0.6089,12.7382,9.438,g
10.2621,2.2529,0.5754,5.3309,26.1461,g
11.0041,2.3345,0.6157,17.5085,16.8715,g
27.402,3.485,0.1604,77.8861,0.305,g
16.5656,2.601,0.4737,-9.8819,3.6007,g
10.4644,2.2672,0.5946,-6.9371,6.3162,g
10.4586,2.2418,0.7966,-0.5703,48.4033,g
15.6521,2.6527,0.4672,22.1003,0.653,g
15.2659,2.3454,0.4786,-18.7617,4.692,g
15.2713,2.7348,0.2597,65.8426,13.374,g
7.2712,2.3021,0.783,-11.0091,45.7395,g
16.421,2.6123,0.4249,40.8634,0.58,g
17.4155,2.6853,0.2497,17.3396,8.783,g
7.1154,2.1688,0.7458,12.1429,36.086,g
24.7702,3.2717,0.1385,36.2196,6.168,g
19.4653,3.0704,0.2483,22.4961,5.2636,g
11.0487,2.4141,0.5549,20.5943,3.104,g
36.4165,4.0844,0.1027,67.8896,1.3794,g
113.367,4.7981,0.0311,94.582,38.181,g
32.2972,3.3411,0.1573,-22.1388,1.653,g
20.0737,3.231,0.215,71.7439,4.4052,g
20.9793,3.3075,0.2094,76.1369,2.2045,g
11.3865,2.3909,0.4837,-9.9723,33.861,g
14.9835,2.8633,0.2534,-51.2555,7.6842,g
16.4332,2.4216,0.4205,13.0442,18.5462,g
22.0414,3.0671,0.2134,70.873,1.406,g
13.511,2.4735,0.521,-19.0081,3.9151,g
16.9119,2.6299,0.3048,-21.5879,56.523,g
15.0453,2.6064,0.3861,-21.2118,25.312,g
17.591,2.8423,0.2416,19.1993,5.2981,g
22.6281,2.9269,0.2331,20.568,11.7059,g
10.8676,2.3032,0.6617,6.5996,2.0198,g
27.3874,2.7368,0.308,-18.8234,31.9183,g
14.7263,2.4456,0.491,22.991,6.6615,g
24.5733,3.1207,0.3378,24.1571,25.478,g
16.2885,2.9509,0.3102,38.0213,9.669,g
26.2968,3.0288,0.2508,17.2455,15.532,g
11.3488,2.5949,0.5438,-22.0568,2.366,g
16.5647,2.882,0.4173,-19.3784,4.1367,g
17.2927,2.6258,0.4213,19.9668,33.07,g
8.9355,2.3324,0.6419,13.5364,25.8139,g
20.5962,2.9763,0.1911,39.1249,2.621,g
7.0355,2.3979,0.696,-11.7778,18.547,g
25.3729,2.8929,0.2828,23.0019,65.2841,g
23.3882,2.9385,0.2154,-32.53,3.0261,g
15.7524,2.9501,0.3298,31.0955,3.764,g
22.5662,3.065,0.2944,19.4692,23.2975,g
8.9799,2.4609,0.481,-16.5715,13.7763,g
14.7943,2.6439,0.3768,22.5883,12.665,g
11.2686,2.2253,0.619,-19.8654,40.2935,g
11.196,2.2122,0.6074,4.8137,56.9209,g
30.3323,3.3775,0.1631,77.1431,7.4539,g
22.3989,2.8454,0.2541,-25.6141,2.4092,g
29.1948,3.4249,0.1703,60.9164,12.336,g
6.1756,2.3979,0.58,13.6314,28.549,g
11.0832,2.48,0.4073,-10.7173,11.235,g
8.6035,2.3483,0.6457,-15.7102,9.7889,g
20.0133,2.9104,0.3307,18.2652,2.3965,g
16.007,3.1164,0.2562,55.43,3.304,g
12.5123,2.6735,0.4539,19.0803,15.737,g
13.9738,2.7059,0.376,30.2522,8.5585,g
20.7153,3.1707,0.1903,35.8305,9.209,g
16.385,2.5447,0.4365,11.4098,9.1148,g
10.4399,2.5092,0.4768,16.6542,7.3378,g
33.2446,3.1921,0.1606,129.932,2.582,g
35.7308,2.9204,0.3195,-61.9555,7.6504,g
17.3243,2.6812,0.3937,19.2247,10.273,g
18.7514,2.8212,0.3426,47.0202,4.502,g
18.3037,2.6493,0.3901,-18.7435,69.976,g
20.4803,2.995,0.3055,33.3342,5.5299,g
16.1153,2.3531,0.5055,18.6075,21.221,g
10.668,2.2718,0.6257,16.8787,79.6084,g
18.9681,2.9225,0.2104,114.887,2.801,g
15.8021,2.8423,0.3149,-26.8201,14.6056,g
11.0466,2.238,0.6069,-8.1208,11.2213,g
24.6683,3.328,0.1913,103.942,7.0973,g
16.5307,2.9348,0.3126,22.1593,2.184,g
22.7019,2.8139,0.3408,24.4317,7.0048,g
14.8314,2.372,0.5096,-30.2335,14.103,g
24.7024,2.9795,0.2432,66.8521,24.0961,g
11.8942,2.1414,0.7004,-6.881,31.1069,g
44.5853,3.9172,0.1208,79.3432,8.116,g
20.7244,3.2195,0.2232,41.7337,3.675,g
17.2361,2.6289,0.3243,12.2221,42.686,g
12.9777,2.4401,0.5082,-8.3487,79.2348,g
20.0005,2.8038,0.2294,28.0751,17.067,g
10.9179,2.1383,0.7709,1.6626,78.186,g
14.9305,2.702,0.3754,15.7393,3.991,g
