@relation magic

@attribute FWidth numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
22.3447,73.376,6.5938,g
30.3512,-41.8256,2.6075,g
18.1856,-6.9606,9.868,g
27.5097,60.3882,2.701,g
16.6898,19.2244,4.9423,g
13.5799,32.0205,9.283,g
21.6484,126.178,28.328,g
19.3288,21.9274,23.932,g
9.7891,7.8225,11.4657,g
7.4171,7.6452,79.386,g
26.2968,17.2455,15.532,g
24.5762,37.2536,4.104,g
21.5095,40.895,6.69,g
11.7963,41.0234,12.801,g
23.1441,66.8435,3.062,g
9.7187,23.3322,8.387,g
21.0416,39.477,3.2173,g
20.8065,-28.7584,5.5742,g
23.0276,50.8541,15.2905,g
10.1384,8.6021,13.1194,g
15.563,28.5198,6.324,g
44.7793,63.3259,7.057,g
6.9088,12.8164,48.4705,g
15.6787,25.5152,5.1857,g
19.8195,27.3696,11.295,g
16.467,13.593,28.4117,g
15.0189,35.045,4.438,g
39.0434,70.6316,5.526,g
11.4137,-8.2382,15.576,g
23.7963,16.4082,2.4355,g
27.0574,14.7255,25.4448,g
11.1439,25.6027,0.059,g
33.3865,-38.4596,4.155,g
11.6175,7.677,46.2009,g
12.1091,12.8357,33.349,g
16.5461,-16.7064,11.586,g
11.815,9.5045,5.0155,g
17.4422,44.2121,0.2328,g
23.9565,28.3861,46.5742,g
12.4783,12.0922,25.519,g
13.4114,17.3007,14.233,g
14.8125,-17.3284,7.9405,g
23.0717,37.6313,7.9276,g
11.8254,-11.3361,21.1996,g
21.0901,112.099,3.1889,g
21.4546,-27.5871,5.4306,g
16.0355,-11.8603,3.9228,g
11.1756,-6.3121,48.278,g
29.6566,63.4961,7.6188,g
6.9354,14.1848,9.7876,g
11.3093,-3.7676,66.059,g
37.7636,79.8479,2.3313,g
38.6728,37.7896,0.42,g
10.392,16.8027,26.583,g
0,0,43.301,g
14.4796,14.7904,81.0686,g
31.977,54.6877,5.3512,g
43.761,85.7857,0.0591,g
29.885,70.974,3.6974,g
7.2216,7.0295,23.4492,g
20.5521,20.0187,19.3127,g
22.8564,-14.929,76.05,g
17.2633,62.4402,4.2924,g
20.1834,-29.3001,64.525,g
27.3974,48.282,2.304,g
22.8596,42.5924,4.4256,g
11.8561,5.3921,27.748,g
22.3814,48.9989,10.734,g
6.8708,9.5118,23.451,g
9.6284,9.1271,18.4308,g
12.1572,-23.6784,4.9577,g
28.0417,25.3396,41.4223,g
25.1039,63.5636,2.5743,g
14.5479,-19.9363,8.1657,g
28.0408,66.8555,15.5424,g
19.5534,27.8685,36.4581,g
10.5758,-14.2692,84.1039,g
39.5044,74.772,8.5037,g
10.4279,-5.7389,81.7865,g
15.4488,19.4668,2.707,g
30.9809,48.7238,11.138,g
22.4581,22.7035,48.0364,g
27.935,66.6867,4.4265,g
10.0241,18.4647,5.584,g
21.4568,-10.1213,52.36,g
7.4979,-6.131,19.817,g
16.0328,33.3653,38.707,g
18.907,18.6858,26.881,g
22.5457,24.0831,10.5073,g
21.3086,33.7075,5.1346,g
6.9745,-11.2458,12.2685,g
7.2895,-10.5086,29.921,g
17.2924,17.0701,8.9995,g
17.321,28.7525,9.4668,g
9.4474,-18.5079,66.9996,g
11.1569,-22.3343,5.4233,g
28.7796,91.2057,0.485,g
31.5961,40.7022,3.211,g
18.7027,54.1899,3.029,g
7.0203,-11.3333,29.3485,g
45.3852,74.6123,3.144,g
15.9465,15.2248,61.886,g
22.6577,57.0393,1.092,g
12.8694,-8.159,10.6062,g
23.4817,-19.1357,72.786,g
12.8992,15.2999,22.3356,g
20.0997,59.636,5.7286,g
20.4129,32.657,7.9513,g
22.3432,73.2423,3.1709,g
22.3989,-25.6141,2.4092,g
10.378,-4.8642,73.6127,g
18.5428,23.6713,4.915,g
12.9182,-10.7161,30.556,g
10.9847,24.3173,0.352,g
19.4289,82.3098,0.2339,g
19.5962,97.1645,4.2254,g
9.8834,6.7234,67.2734,g
11.4199,16.1264,28.298,g
15.2163,38.6586,3.0035,g
33.6984,83.0857,3.0278,g
18.6462,59.7841,2.591,g
14.9115,53.3382,3.118,g
12.7693,18.1523,4.3351,g
28.6534,72.593,21.984,g
13.0261,-25.0816,16.2095,g
11.9229,2.5225,27.221,g
22.9804,-66.4328,3.312,g
21.4332,-23.6248,6.616,g
39.647,38.0785,2.436,g
29.2328,83.0712,2.8085,g
27.5533,84.8353,3.4161,g
16.5268,32.4985,8.477,g
11.9886,-6.9223,17.768,g
25.1653,11.1244,13.678,g
26.9201,11.6842,0.471,g
14.9409,26.7538,11.591,g
17.9183,97.7142,3.444,g
29.3381,65.2471,1.3333,g
10.6907,6.0744,42.849,g
27.46,82.165,0.913,g
35.0643,72.1546,0.147,g
17.6597,-25.9772,2.001,g
17.6006,53.6403,7.26,g
39.1323,79.7168,0.9188,g
11.2222,-6.3933,50.6846,g
23.2299,59.0817,9.7797,g
9.8128,-17.829,19.571,g
12.4692,10.9969,11.655,g
23.1663,72.6058,1.1324,g
24.3563,-17.2804,75.9302,g
18.6484,-20.3102,38.236,g
20.8528,15.3768,10.922,g
17.5196,15.3257,35.5121,g
18.92,-9.1786,19.5579,g
19.6001,11.3904,20.2535,g
20.8942,-16.0592,6.166,g
9.0773,-19.0002,8.473,g
0,9.6718,0.0002,g
22.8472,-15.9408,8.9398,g
18.5465,80.837,0.329,g
14.8738,10.4656,5.0428,g
24.0344,67.9563,4.2963,g
54.5583,65.7816,0.3649,g
12.872,4.5452,34.4932,g
27.5272,-19.3902,5.097,g
24.2115,2.8864,22.951,g
6.6576,-6.1771,21.279,g
18.1847,34.7983,16.706,g
17.6194,35.3755,12.504,g
10.7919,4.5478,13.9983,g
11.6845,9.6199,7.208,g
33.6055,56.4516,4.687,g
17.3243,19.2247,10.273,g
17.3408,-8.6966,7.7165,g
0.0056,17.9032,0,g
15.1624,-18.8604,3.3258,g
16.832,-29.0496,5.984,g
7.2124,-7.2376,38.836,g
11.9777,25.2755,30.757,g
27.311,34.6839,10.973,g
17.6015,-13.1724,65.696,g
18.8176,-29.6739,3.828,g
10.8234,-18.1301,50.266,g
6.9971,13.5782,64.323,g
15.7139,12.7243,10.977,g
33.4058,-91.4841,0.9466,g
39.7622,84.0704,0.8412,g
20.0193,75.3529,6.022,g
11.9813,16.9651,9.256,g
32.1569,66.5126,1.8578,g
15.18,53.7051,3.4462,g
18.5332,36.1669,1.5342,g
12.3586,-10.1312,10.85,g
41.3083,93.3717,9.487,g
16.4931,-27.4963,4.6235,g
22.4505,-78.8886,1.663,g
12.1773,16.1439,5.4587,g
11.2074,7.9426,59.898,g
14.7801,-15.1459,10.721,g
28.563,50.7011,1.926,g
15.0453,-21.2118,25.312,g
17.8938,19.7787,2.8523,g
12.9419,20.2538,62.509,g
7.5366,6.1563,3.777,g
15.0596,13.7201,47.1567,g
9.4628,-13.2614,0.0865,g
10.5564,-19.404,34.266,g
13.9953,-8.2607,50.2398,g
17.863,-11.9629,62.949,g
11.4742,40.9113,5.308,g
12.0395,31.4508,8.3733,g
24.5386,70.259,1.607,g
38.1139,65.0133,0.21,g
12.1682,1.8562,75.415,g
26.6943,33.9747,1.893,g
11.7606,9.8408,7.5002,g
39.4297,47.9226,12.8638,g
10.4853,19.2172,63.6052,g
9.6014,-9.0779,5.341,g
26.2305,60.4879,9.2393,g
14.9202,-16.4041,23.308,g
7.642,20.4607,2.8633,g
30.8293,87.438,5.917,g
10.2187,11.8441,24.1656,g
0.0038,-16.5585,74.3282,g
13.0781,-10.0954,14.853,g
17.989,-22.5277,56.0863,g
12.8035,6.6136,31.0226,g
10.2759,15.5873,44.7241,g
16.4198,-18.0543,2.8735,g
18.4628,19.5856,26.1088,g
6.8105,10.374,18.095,g
33.0103,17.1648,22.961,g
16.7233,42.2383,14.536,g
18.3451,10.9617,26.07,g
18.5583,46.1448,6.4855,g
26.2752,48.0093,3.491,g
25.2899,71.1917,9.836,g
32.1181,97.89,5.0421,g
11.3821,8.5891,82.4198,g
10.4749,5.3945,44.4218,g
12.248,-10.5577,68.6674,g
16.5081,-10.7226,20.613,g
13.4182,17.5123,6.6856,g
18.7963,43.637,4.5199,g
27.8243,48.7694,4.87,g
14.4881,20.277,2.063,g
12.3372,10.3097,7.383,g
24.3995,-21.9429,3.314,g
17.6984,22.9527,10.519,g
28.0417,-7.6113,4.366,g
19.5587,9.7464,2.8165,g
12.3864,14.3274,5.0435,g
18.7019,-41.2969,5.911,g
18.5689,19.6038,2.906,g
24.6557,-15.436,23.56,g
18.0421,18.2193,14.7783,g
13.3864,64.4991,3.0091,g
12.0796,16.5782,5.629,g
20.5591,7.2215,10.257,g
14.9132,17.6908,5.736,g
29.0378,25.8013,11.891,g
17.6775,14.7358,26.888,g
15.2422,68.0302,1.151,g
27.7095,76.2401,22.163,g
23.174,35.3128,26.0548,g
15.5488,-6.8359,16.541,g
17.4318,60.8466,8.348,g
13.9185,-15.2021,21.5562,g
12.5755,-45.472,0.7814,g
20.0571,-15.0956,47.786,g
12.7046,19.056,6.8788,g
14.6653,11.8152,8.4788,g
21.9505,23.4397,2.507,g
13.7645,57.7698,1.9636,g
24.5232,52.0204,0.554,g
12.6447,-16.3947,7.247,g
17.3626,26.3055,16.2512,g
17.9531,26.674,17.8611,g
15.5616,34.9611,23.739,g
21.9075,67.8894,10.6894,g
20.9302,-33.7291,4.7427,g
12.5435,20.7647,13.7183,g
17.8223,21.6034,26.5738,g
25.99,-60.5343,3.0836,g
14.2201,22.0566,8.146,g
10.8838,-18.4134,48.1799,g
16.2197,12.6243,76.537,g
26.6888,23.5684,4.094,g
16.7824,28.5415,7.085,g
16.4024,-10.8113,72.654,g
15.4828,-23.9838,61.492,g
20.5594,-21.218,10.0413,g
12.5796,12.0049,26.508,g
13.1936,20.1504,15.0459,g
17.239,54.9726,9.3363,g
12.3393,15.4808,63.1428,g
10.8499,-5.9624,7.9443,g
11.4785,17.8506,12.744,g
13.3309,15.4709,17.981,g
11.3907,-4.8717,73.5609,g
23.787,-9.3855,5.2291,g
28.5164,60.4878,6.3353,g
7.1865,10.6638,56.336,g
12.871,6.8249,8.7213,g
18.4944,29.3314,40.24,g
12.0096,16.7559,56.2,g
19.3192,19.0718,4.217,g
43.2606,78.7224,1.164,g
6.6794,-15.6104,50.0938,g
11.4116,14.2379,8.4716,g
17.6968,14.1483,24.2467,g
7.0541,10.4401,34.1392,g
11.3269,-6.9329,19.2365,g
12.164,26.6739,3.556,g
12.5763,-15.6858,15.629,g
13.9434,-20.5492,11.5031,g
19.0106,-12.4533,9.4008,g
19.3678,-25.5998,20.656,g
22.6803,-14.9016,27.191,g
17.8501,37.3022,14.8817,g
10.5387,92.1562,1.1708,g
7.4656,-1.0474,18.256,g
28.5022,45.6313,1.1058,g
10.541,-7.5841,40.222,g
18.5691,5.296,66.36,g
10.1104,-4.8158,0.58,g
15.3206,-10.8912,6.1642,g
12.0785,-10.5871,7.605,g
7.1442,-7.9366,62.18,g
37.0646,-82.5645,4.591,g
16.5548,-22.3876,0.9654,g
16.9466,-16.2494,30.869,g
14.966,-11.091,64.9079,g
20.7604,-25.709,5.3899,g
10.1037,-16.687,21.435,g
19.2486,-16.6701,31.2545,g
17.0359,22.5779,11.8172,g
12.9067,22.2017,13.097,g
9.0383,-8.5855,7.356,g
8.1925,49.5727,1.209,g
27.2356,28.0548,13.181,g
15.8055,23.4079,8.06,g
21.2075,-9.3284,5.5489,g
10.987,22.557,38.4602,g
14.0933,9.1341,11.2393,g
25.9785,32.9222,3.194,g
22.1521,72.5212,2.569,g
12.0311,-9.6578,7.6823,g
14.7608,-20.474,3.9659,g
14.5621,37.1621,3.241,g
21.5646,87.0154,2.176,g
22.8517,-36.2719,4.2278,g
25.5307,-18.4356,13.719,g
10.0082,5.14,34.256,g
12.8986,9.3203,52.36,g
13.9899,8.8205,4.752,g
23.5901,55.8828,15.162,g
16.821,58.2994,1.9633,g
10.369,18.7929,89.4684,g
19.7232,-15.2275,16.3704,g
11.4642,24.9784,2.593,g
19.2777,42.2906,2.8825,g
11.2873,-24.3017,25.421,g
12.2888,9.8383,25.044,g
11.4183,-3.085,16.009,g
25.6944,-17.6163,9.668,g
12.2327,11.3909,20.7251,g
24.1174,8.5158,46.43,g
19.6036,12.2436,5.132,g
11.7439,-6.0232,12.7713,g
21.2148,28.6155,10.598,g
31.0478,61.3665,1.5087,g
22.9147,-46.1802,6.8413,g
15.5349,22.9959,60.281,g
28.8301,-54.6747,10.304,g
23.0086,-26.3603,7.927,g
34.0613,66.0231,3.227,g
12.6598,13.5855,12.5519,g
10.2156,6.3361,75.648,g
40.1604,84.0123,1.352,g
8.2639,17.3096,15.7149,g
23.0867,17.0944,2.1898,g
12.874,24.718,6.308,g
25.8556,68.503,10.005,g
11.6754,-8.9679,7.2808,g
19.4279,20.3361,24.8586,g
11.2645,7.2293,16.3315,g
11.2362,-26.9328,8.762,g
11.0298,6.459,50.922,g
17.0346,-13.2382,3.8476,g
16.7048,18.3557,4.2353,g
29.5442,76.142,2.2359,g
11.9681,-6.5078,21.57,g
23.4348,71.3282,0.065,g
25.6478,22.5389,26.8176,g
13.0618,15.9023,4.379,g
15.1619,15.009,7.8407,g
16.2378,60.1252,2.967,g
17.0656,13.3391,9.1961,g
15.5018,15.8569,20.1575,g
11.2291,-4.606,67.496,g
19.3714,-6.6024,12.969,g
11.615,6.4392,18.908,g
40.3365,70.5168,0.8542,g
28.6089,81.7236,0.637,g
20.942,-40.4334,3.4604,g
15.0304,-27.6305,3.1493,g
25.0589,114.48,0.561,g
12.8113,-15.4461,12.6022,g
24.7446,27.7034,6.71,g
13.399,-54.2239,2.219,g
12.8153,86.6147,5.608,g
11.6208,8.1816,4.555,g
7.3273,-9.5211,47.4858,g
22.4013,62.9503,7.3766,g
18.5756,15.5327,8.988,g
10.6514,5.9135,25.2015,g
16.8328,8.654,12.463,g
10.9179,1.6626,78.186,g
13.413,33.8544,2.608,g
16.1803,-13.8512,15.1543,g
13.4401,-21.7933,23.351,g
7.3984,5.0062,66.1517,g
20.99,53.3826,5.272,g
19.0203,30.6675,0.281,g
11.8492,17.6906,19.907,g
11.0859,48.0403,17.5315,g
14.2801,16.8101,19.1574,g
15.9698,23.4069,12.1567,g
28.8037,88.063,0.3439,g
24.4091,31.9105,0.5754,g
34.2064,95.4397,4.3725,g
6.9042,-12.1158,39.5774,g
21.5579,23.7198,34.3844,g
17.9755,17.2911,3.4161,g
38.5389,51.8604,28.387,g
12.7203,13.5919,83.0753,g
16.5408,5.5636,48.7767,g
17.8824,27.8261,9.2636,g
8.7598,-18.7684,6.1543,g
18.3298,16.5571,13.7301,g
9.1083,10.164,2.525,g
12.9045,0.3616,9.197,g
32.0081,79.2416,1.3293,g
14.2949,12.8399,2.189,g
19.2637,52.2129,3.837,g
16.5413,38.4775,3.712,g
10.1745,-15.1058,12.2494,g
18.1608,25.6655,4.6137,g
9.9131,-7.7106,0.708,g
24.8505,-13.8292,59.896,g
10.2137,-6.9182,34.4181,g
11.1611,-4.3689,86.3258,g
16.4626,14.0196,19.601,g
35.2459,90.2158,1.873,g
17.3337,17.1779,8.3521,g
12.9814,12.8059,18.749,g
10.1021,-8.6983,65.7379,g
13.0514,-10.9322,25.33,g
20.6307,29.185,8.56,g
21.164,32.6906,0.3729,g
18.4669,88.3092,0.794,g
7.037,-12.041,44.767,g
25.5776,89.4115,0.4546,g
16.3332,27.5985,3.234,g
21.7463,47.6317,6.181,g
10.0684,-14.9306,18.907,g
17.1755,-15.8122,2.561,g
9.72,-9.5954,25.149,g
9.996,11.8739,47.57,g
12.5919,15.2411,23.3742,g
16.0011,16.2734,11.545,g
10.8676,6.5996,2.0198,g
15.2333,12.8161,51.214,g
30.637,43.3545,14.3138,g
25.6208,51.4918,5.258,g
45.278,77.5289,3.0206,g
14.8885,9.837,9.004,g
10.2902,8.6541,62.6769,g
13.1378,24.3311,14.854,g
25.0631,-15.2078,4.4742,g
11.9242,-10.1217,49.895,g
12.2928,18.1708,89.1927,g
9.9926,-13.8665,26.5328,g
7.7716,14.8342,7.3793,g
10.6916,10.3016,26.126,g
6.8555,-10.8729,5.4707,g
15.5802,23.2029,4.286,g
12.6908,18.4502,0.4206,g
10.8835,26.6413,13.4176,g
32.8299,49.2726,11.6143,g
17.3551,12.1443,6.444,g
23.5519,27.404,16.4238,g
10.0782,-21.4404,18.357,g
9.8381,11.5088,4.1946,g
21.3919,38.5207,5.3538,g
10.8743,-5.9007,57.4381,g
13.2796,-16.8158,6.021,g
17.5389,10.1775,77.9057,g
16.3697,9.2871,1.3357,g
15.9079,37.1624,2.7873,g
34.1769,95.6895,35.216,g
18.5129,20.2096,13.0774,g
7.2284,9.3197,22.516,g
10.7885,-8.4051,47.669,g
21.9304,-19.926,67.511,g
8.297,-20.01,46.468,g
36.0231,70.9864,2.8204,g
16.7994,12.0294,52.6428,g
25.3932,27.034,13.039,g
29.453,-33.6173,2.7999,g
17.5723,32.8913,5.4254,g
12.8361,-11.1756,44.928,g
14.8591,33.3481,9.541,g
12.0224,-21.2166,2.8978,g
21.2692,-22.8556,29.3578,g
12.5673,-26.4907,7.1787,g
19.9263,30.0186,25.428,g
7.7124,12.3724,21.4331,g
10.4692,9.2821,83.6327,g
24.3309,79.5533,7.119,g
47.5454,-54.4754,0.982,g
6.5595,16.0747,12.686,g
14.0979,45.6978,40.3788,g
23.5645,22.1658,1.477,g
20.1826,26.8063,6.81,g
25.2188,-26.1429,18.358,g
47.6357,57.1007,4.972,g
25.405,50.671,8.986,g
5.9922,-16.9492,11.529,g
18.5732,52.0409,2.873,g
19.8669,-19.9547,36.3005,g
14.1549,-21.2997,1.696,g
16.8267,-24.7732,16.9344,g
7.4326,-6.1231,75.607,g
11.6186,-7.4619,8.1347,g
7.3929,-8.9284,70.736,g
18.4276,-32.5111,3.3884,g
7.1236,9.2732,8.9281,g
18.3319,32.3906,11.5856,g
16.3565,10.2831,12.4043,g
6.2161,18.0188,30.257,g
17.4852,-13.346,10.206,g
10.6492,-17.3416,3.033,g
15.1314,16.6171,20.4432,g
12.9881,-14.7937,46.9385,g
10.3653,16.4509,26.38,g
15.4665,-18.9337,0.125,g
23.2863,-19.6851,4.1267,g
0,-13.8735,15.92,g
29.7264,23.7578,18.3709,g
8.2674,28.819,1.5978,g
9.5423,34.1128,14.238,g
24.0409,-40.983,88.2424,g
12.4822,51.3853,5.1913,g
15.2102,20.2883,21.912,g
12.7755,1.3942,55.9097,g
9.8012,34.6795,0.3486,g
23.3169,49.6572,0.8502,g
13.9841,-14.9934,5.753,g
23.5821,22.015,28.8051,g
19.0735,25.194,74.308,g
23.4655,16.7297,82.3558,g
9.3005,10.5138,16.5079,g
16.1589,-13.8061,0.811,g
11.0591,5.7716,45.5211,g
20.4815,53.8111,3.865,g
21.6069,79.8408,6.8605,g
30.0053,40.3755,10.9222,g
9.4413,-23.11,7.1086,g
10.3855,-18.5686,65.202,g
9.6195,22.7937,19.724,g
22.3031,17.6726,32.5233,g
9.5035,-6.3176,25.801,g
11.0315,-19.835,22.452,g
26.8716,44.2206,1.884,g
10.1083,7.4928,58.845,g
11.553,10.5137,89.6251,g
11.5876,18.8142,85.9662,g
19.2128,4.6154,41.065,g
12.6296,66.4731,1.1676,g
17.3659,-23.3803,21.846,g
16.6948,45.5756,12.2356,g
12.964,-8.823,78.7388,g
15.5201,-8.1889,5.3365,g
28.2506,26.8375,1.215,g
0,-7.1052,13.733,g
37.0624,97.4187,2.334,g
19.4408,-41.0076,1.4023,g
24.1303,69.9784,5.468,g
14.529,54.2408,1.534,g
17.6292,-11.4686,3.859,g
16.1254,-39.7663,16.39,g
0,13.5173,0.0003,g
18.9458,13.07,87.736,g
13.2289,19.4601,55.7262,g
10.3181,-6.2722,79.7945,g
11.8,9.8061,81.1099,g
7.4337,-5.7937,8.536,g
17.2436,-16.3614,10.037,g
9.094,9.8261,18.1579,g
45.978,57.1757,3.809,g
20.296,62.7348,2.3494,g
40.5638,63.1762,7.21,g
11.8206,15.0497,8.622,g
18.0066,23.4435,3.108,g
21.0758,10.3277,3.9371,g
15.1553,24.4088,6.6237,g
20.6495,-16.7559,9.129,g
53.3928,81.291,1.727,g
26.4066,14.9725,87.7159,g
46.3824,91.1238,3.207,g
12.4768,28.4496,37.3983,g
16.776,42.3584,5.3512,g
24.7107,31.8129,6.2998,g
14.1112,-14.4798,21.041,g
22.2936,-22.966,20.615,g
7.4209,-3.594,69.1441,g
27.4377,21.3044,51.11,g
26.1448,70.7059,0.4193,g
10.0191,8.6749,7.1928,g
33.2754,31.0346,13.8747,g
11.7739,7.6167,5.88,g
32.9783,-24.3264,0.429,g
17.2598,-36.82,0.2816,g
9.1077,13.333,71.3503,g
16.9625,7.7372,34.6018,g
16.5447,-26.7368,4.933,g
11.6365,3.0816,31.9616,g
9.907,-42.359,0.951,g
12.8137,-2.5723,4.8014,g
9.8894,17.1037,59.5071,g
34.6213,-44.6859,1.776,g
21.8287,87.5179,4.5497,g
7.3353,10.0501,60.218,g
16.7045,13.9672,12.2232,g
10.8264,19.81,48.887,g
20.2502,22.8194,0.967,g
26.5826,27.604,9.601,g
11.9567,-28.1013,6.987,g
8.9001,23.4441,1.8198,g
23.7015,-31.8523,3.906,g
12.0564,-7.2782,60.148,g
10.1034,-12.0691,32.3945,g
26.1477,26.7743,2.377,g
32.5347,50.3724,5.2154,g
15.9176,-11.6288,3.732,g
26.6034,27.943,1.943,g
28.236,77.6102,4.354,g
16.8605,19.4031,17.652,g
46.2846,82.1337,3.9102,g
9.0198,-7.2937,0.8814,g
17.5355,17.0829,39.2035,g
34.8994,52.9796,1.1808,g
9.7289,-14.6649,23.9828,g
24.8083,15.4992,2.267,g
16.9364,-14.2513,70.2428,g
15.6166,13.2406,47.437,g
12.8843,12.505,12.0487,g
16.0836,15.5144,4.131,g
16.5307,22.1593,2.184,g
18.026,14.7763,15.821,g
18.8999,-15.4234,1.2651,g
16.8125,-13.4266,21.937,g
23.1218,38.3811,15.9683,g
16.4272,-10.5534,29.692,g
11.2635,14.5202,0.964,g
25.1592,92.2918,2.9063,g
30.4799,33.921,1.0352,g
10.8151,-22.6394,11.3585,g
18.5148,18.6614,14.577,g
10.6015,16.7265,83.4683,g
6.7992,12.7579,13.3261,g
9.9703,21.3727,32.9272,g
11.8683,21.9334,5.2524,g
9.3536,13.9261,72.8171,g
11.8352,-5.5442,9.0379,g
11.1366,4.1166,52.427,g
24.4466,61.4777,2.594,g
12.4463,-13.6604,86.2162,g
26.505,43.4081,5.3505,g
26.4615,-23.6209,9.783,g
16.7655,20.7402,0.337,g
6.6438,-13.2483,3.625,g
9.7332,24.4111,0.9529,g
20.8327,-17.5356,37.548,g
12.9486,13.7826,42.229,g
19.2454,37.0846,0.78,g
25.1645,9.2343,9.745,g
21.6966,17.6318,27.943,g
19.0231,45.4999,5.112,g
17.8973,20.756,31.2675,g
23.7765,28.2733,8.662,g
15.1914,-34.1768,2.269,g
16.3082,17.6252,18.12,g
31.7363,60.4856,1.067,g
17.3793,27.5615,10.2947,g
11.8298,-9.2568,81.4811,g
10.1151,-23.9989,22.93,g
23.1362,-28.1771,12.219,g
22.9442,59.1877,3.241,g
17.0208,-12.3171,7.3544,g
25.8978,64.5695,9.0921,g
19.6573,53.4325,2.954,g
19.8916,-12.1568,18.0525,g
16.2987,-17.2736,2.6055,g
28.2204,-34.3062,4.5743,g
10.5409,-9.4181,26.4593,g
17.5794,23.6746,9.3392,g
14.5155,9.3273,5.0736,g
20.5437,27.9165,0.129,g
12.8464,9.2295,1.3685,g
15.7969,-14.2576,77.795,g
21.333,20.8569,61.7,g
14.227,-16.8821,8.977,g
17.1847,65.415,6.9791,g
14.4095,-12.2979,16.9458,g
15.4525,-15.9255,11.711,g
16.9733,15.4934,11.066,g
20.8103,37.7755,4.25,g
22.3161,19.5038,7.4935,g
34.2291,-29.0165,1.4057,g
17.643,-23.2521,2.1841,g
20.9524,-22.3472,22.3263,g
10.27,19.5069,17.278,g
29.6875,-30.8998,25.176,g
8.6399,24.5426,8.94,g
26.1931,82.9791,1.581,g
12.2946,-9.7833,17.1558,g
11.0749,-6.1257,68.7191,g
19.8188,34.0512,8.7569,g
20.728,7.0961,12.8303,g
42.2682,15.3222,7.9479,g
18.9588,24.7853,10.02,g
15.7099,16.5066,10.995,g
16.8392,-16.3832,49.456,g
6.6451,12.0469,52.6161,g
15.4942,50.0443,7.135,g
33.8031,39.5295,4.523,g
18.5857,42.1384,2.932,g
11.7743,-15.5618,12.7025,g
20.1585,39.446,26.7377,g
28.5581,61.9911,1.932,g
33.5956,80.329,1.437,g
27.0623,61.0996,2.2974,g
7.3705,7.907,66.271,g
25.7825,45.3846,18.2893,g
39.6518,106.169,1.6234,g
20.9862,-18.645,8.648,g
29.9904,36.3251,1.32,g
31.4194,-52.0923,3.3315,g
48.2873,86.0432,0.6288,g
26.001,-25.6831,18.3581,g
17.2747,51.3282,6.171,g
15.4963,18.8544,17.2109,g
14.0666,15.8585,2.399,g
35.487,-57.8306,32.783,g
11.6431,21.0699,9.224,g
