@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,7,9,11'

@attribute FLength numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
80.2379,63.4861,1.932,g
50.5608,-14.1498,21.156,g
95.724,-53.9602,1.197,g
27.4956,-24.1313,25.1126,g
27.0762,11.9309,10.25,g
18.1081,6.4007,35.7431,g
45.349,46.697,6.1306,g
102.786,116.765,1.687,g
19.9364,-15.7704,3.1526,g
37.0964,22.3427,7.886,g
16.854,-8.7134,4.875,g
58.3631,-7.6113,4.366,g
37.3466,-30.3696,15.638,g
85.8049,77.3155,1.3536,g
57.1095,44.8621,34.613,g
79.7152,79.5533,7.119,g
135.909,114.646,67.903,g
33.3506,21.9905,5.18,g
25.2099,19.2371,72.391,g
19.3993,14.3973,25.804,g
22.0239,-8.5181,62.975,g
41.3845,14.7971,2.562,g
28.8416,13.1211,25.199,g
75.7318,66.7149,4.6616,g
111.657,-83.5029,3.348,g
31.0074,-19.6534,20.518,g
49.1296,37.6792,7.8731,g
19.7725,11.2371,43.561,g
24.4701,18.0136,35.99,g
109.581,-47.4613,0.834,g
49.8521,39.3622,6.0457,g
95.2817,80.6644,6.69,g
56.6978,15.3449,6.7129,g
32.4194,32.4985,8.477,g
23.3323,-17.7871,37.4068,g
36.1504,23.9125,10.098,g
22.0202,-10.5327,30.327,g
59.0364,-20.8304,12.026,g
25.2326,19.5795,69.8177,g
26.7371,-13.346,10.206,g
99.7874,88.835,0.2545,g
19.8269,5.2229,24.6377,g
45.6562,23.7771,15.75,g
29.6529,16.104,46.068,g
32.6655,12.7555,8.041,g
74.9217,61.4777,2.594,g
73.7136,52.6815,12.2293,g
20.2191,18.1267,34.0559,g
25.8026,-13.3331,7.346,g
30.1227,15.2493,11.519,g
121.846,63.3685,3.2636,g
24.3237,21.8963,53.3158,g
65.6318,26.5785,2.4674,g
12.7537,-6.9668,80.0642,g
73.7915,75.1641,10.5595,g
12.4987,9.9499,50.611,g
56.3973,17.7046,12.2671,g
19.8183,-8.4532,17.8692,g
21.8249,15.8921,33.902,g
85.895,95.9855,4.147,g
19.1996,-8.9284,70.736,g
20.0115,6.4702,44.067,g
86.291,82.9791,1.581,g
84.5887,70.4339,3.6433,g
41.2575,-22.9775,2.555,g
44.7114,25.7086,2.715,g
66.8895,56.1996,11.3951,g
53.8621,53.498,16.64,g
94.0405,80.7777,2.148,g
23.2631,-18.2899,4.1919,g
89.9213,93.1635,8.3626,g
63.7042,42.7026,4.6486,g
161.278,162.46,5.6891,g
44.8892,-13.8512,15.1543,g
20.9063,-6.9811,42.3501,g
33.4997,-21.9975,24.9095,g
41.6134,-26.7427,18.278,g
53.0154,42.2906,2.8825,g
22.3115,-8.7335,13.895,g
27.6178,19.5239,69.004,g
88.1057,87.4095,5.5776,g
34.5605,24.5061,6.123,g
18.6247,-11.0143,35.4935,g
41.4947,11.9584,5.0887,g
22.996,-14.2164,9.5881,g
52.6825,38.5699,2.3692,g
21.6617,-15.6132,37.428,g
27.0631,17.1037,59.5071,g
101.142,75.5754,3.0978,g
25.2454,-6.2972,32.442,g
18.299,5.0114,45.2655,g
25.142,-26.1279,62.969,g
121.021,70.6318,1.112,g
79.3412,44.3845,1.5576,g
87.2749,-56.2515,4.4023,g
24.5394,23.3631,10.0304,g
58.6959,-19.1356,2.2573,g
19.7805,16.9989,5.225,g
60.8999,61.5423,0.072,g
19.6803,-16.8126,67.183,g
41.151,-7.4717,1.6001,g
79.2893,40.0175,0.514,g
52.2513,-29.1554,0.4811,g
23.3221,18.3243,58.039,g
33.7126,19.1942,25.544,g
23.4331,18.4647,5.584,g
26.1183,17.9329,73.12,g
26.3059,-12.4411,51.496,g
36.8412,-14.8222,70.6744,g
30.4324,27.7034,6.71,g
25.712,17.8809,50.8703,g
48.0627,-47.6953,17.388,g
19.1023,10.762,55.833,g
26.4957,21.2692,57.543,g
67.4161,-40.2365,7.4092,g
31.0964,15.535,18.7547,g
57.682,53.3826,5.272,g
31.5685,18.2177,40.0088,g
43.3156,30.9783,2.0615,g
44.5834,-23.874,16.8631,g
35.3852,26.6055,7.802,g
26.074,-19.2808,2.4234,g
42.7816,-32.4638,12.88,g
58.8813,-29.2176,6.402,g
55.6748,-24.9746,4.6566,g
87.5301,75.0056,0.0204,g
28.2159,25.4457,33.437,g
23.7486,13.3769,41.11,g
20.532,-12.2598,37.6012,g
48.1898,32.2888,2.971,g
78.9104,57.268,2.556,g
27.1715,12.9854,1.61,g
32.9178,-25.9902,7.387,g
35.7062,19.3887,0.762,g
20.8527,-17.1923,85.4703,g
26.2348,14.849,14.1872,g
16.7571,-4.8525,71.177,g
53.1157,40.4022,2.73,g
35.3685,24.007,6.862,g
71.8916,57.9611,4.088,g
33.0715,-15.001,11.083,g
17.9289,17.7937,79.598,g
43.1787,34.1506,15.4188,g
71.4229,-34.8287,7.078,g
87.7575,69.0485,1.2098,g
26.3494,21.1357,43.723,g
25.6508,16.4879,64.2235,g
12.9432,-7.1385,89.7459,g
98.2129,65.1911,4.1168,g
19.5513,12.6414,9.757,g
66.9964,75.1109,3.197,g
104.604,28.4395,4.314,g
47.0181,32.2463,5.59,g
33.7304,30.4307,10.213,g
81.805,-38.8638,3.38,g
20.5279,-5.8225,63.637,g
27.699,26.1077,36.5252,g
45.4644,26.4065,4.5248,g
78.3975,66.2589,0.2485,g
25.1224,10.4656,5.0428,g
21.1752,14.4882,60.3018,g
29.9867,24.9784,2.593,g
56.0543,49.8029,6.696,g
20.6376,-5.8171,46.992,g
57.4269,48.4879,9.716,g
117.306,90.6799,0.0969,g
49.63,15.8001,27.672,g
12.968,5.6859,55.5492,g
18.3345,11.77,40.824,g
13.582,-4.8815,71.5811,g
50.9163,24.662,1.603,g
23.4842,-20.2718,6.0191,g
59.489,54.2408,1.534,g
54.4918,26.341,1.705,g
65.1705,44.1952,6.976,g
25.3765,-10.1528,9.172,g
24.7319,-5.9315,12.2473,g
39.2142,-6.7978,2.53,g
94.0577,68.3802,1.498,g
28.7776,-17.471,30.035,g
93.4082,58.8619,1.7356,g
19.2002,-13.9132,8.542,g
22.8368,8.2835,66.247,g
71.7146,85.5883,6.282,g
89.0364,-27.1828,3.585,g
21.0425,8.5343,15.654,g
53.0029,-7.0839,0.107,g
35.8412,37.1243,9.1922,g
23.5828,10.325,9.3069,g
88.4059,63.3567,3.617,g
25.9887,-14.2246,15.89,g
13.1053,-4.3241,10.381,g
52.7704,-38.666,0.249,g
18.9013,-9.8477,0.3038,g
20.2913,4.9596,68.446,g
84.7379,88.0172,6.3777,g
26.4583,10.9173,3.3458,g
38.8512,-28.2692,2.1568,g
23.1479,-20.2838,2.393,g
37.1788,-26.9113,11.6695,g
95.2356,-67.587,5.01,g
58.1422,46.4289,1.5315,g
21.1241,15.516,11.1686,g
23.8026,-16.3031,20.3915,g
18.8636,-16.438,0.5504,g
21.6235,18.4439,2.215,g
25.6828,18.3512,56.894,g
41.116,31.5955,7.629,g
22.1356,-13.6323,17.0656,g
32.923,11.9345,29.936,g
48.0873,39.2089,18.8033,g
28.867,-13.0095,10.8057,g
119.161,-88.761,3.634,g
19.9257,-17.9796,49.8459,g
37.3147,-36.4776,53.5987,g
23.5033,-9.0376,46.72,g
27.6736,17.7857,11.875,g
57.0253,-20.715,1.367,g
35.0623,-22.7434,6.546,g
15.6525,2.5225,27.221,g
22.0089,-12.2394,60.2891,g
20.3476,10.6173,63.632,g
37.022,26.674,17.8611,g
34.3489,5.2732,8.3993,g
21.9503,17.6252,18.12,g
18.9447,-5.6779,54.0587,g
27.2564,14.8929,1.7427,g
19.1651,-11.8129,74.952,g
27.7252,22.5883,12.665,g
38.2454,28.7441,21.897,g
24.6165,-18.4872,15.114,g
38.9695,36.5635,15.3354,g
81.3469,75.4045,0.582,g
13.3685,8.3847,33.8055,g
50.819,-40.8882,1.6694,g
22.4777,-17.7029,11.1527,g
70.1449,35.4051,5.0238,g
38.428,18.6374,11.2076,g
25.4553,-9.9466,19.0188,g
87.306,79.2416,1.3293,g
12.9733,-6.1525,12.1984,g
77.5931,62.6855,2.2272,g
67.9099,65.8335,3.44,g
28.3143,-9.294,10.678,g
70.2654,50.8548,4.043,g
24.536,18.7479,21.592,g
30.4306,-13.407,0.5273,g
22.6241,-15.1246,5.6815,g
20.7751,17.7862,28.623,g
18.1675,6.9935,34.9363,g
16.5471,4.1978,55.8503,g
16.7429,-14.8761,68.6733,g
31.0586,21.735,11.7643,g
32.7377,17.2871,15.842,g
19.1111,8.5182,61.988,g
48.6388,45.4794,0.204,g
28.1919,13.0192,80.2551,g
46.1928,25.719,2.76,g
28.5956,22.6608,5.359,g
72.5221,65.5715,0.386,g
79.8079,72.6058,1.1324,g
30.411,9.9073,51.112,g
45.2957,37.6472,8.201,g
51.5943,45.3766,10.02,g
38.9507,-28.2104,2.2136,g
100.012,89.1063,3.081,g
24.2215,-12.4316,0.075,g
12.9604,6.7743,28.2782,g
25.1793,-17.8042,48.4993,g
77.2563,56.8561,1.922,g
40.912,22.8315,14.608,g
31.9795,26.6413,13.4176,g
26.9279,15.3732,3.3499,g
19.6767,6.0898,53.718,g
50.321,35.9781,7.3695,g
58.7256,28.2398,3.973,g
22.4568,13.0024,46.9182,g
77.8915,66.5833,2.1148,g
26.24,16.9651,9.256,g
89.8985,-46.1802,6.8413,g
86.9004,-59.6391,1.2007,g
56.8961,50.8119,1.38,g
20.8833,16.1787,17.9992,g
77.0826,69.2391,5.0251,g
12.6838,9.6501,78.178,g
20.0971,-18.1926,19.4135,g
21.4458,15.1165,34.2026,g
50.7769,36.8926,3.9303,g
24.4626,14.7661,5.044,g
34.3113,-21.7933,23.351,g
52.0331,38.3681,0.8496,g
56.428,29.5543,30.919,g
24.7632,10.7197,30.8085,g
23.0644,-12.9304,24.204,g
51.3155,20.7189,8.8813,g
51.6397,19.9306,1.5888,g
21.5605,-9.9931,80.8843,g
24.3625,-23.1445,40.6717,g
13.1349,-6.0924,88.5222,g
53.8971,-25.9772,2.001,g
45.5948,46.9577,3.5716,g
50.0133,41.1818,0.591,g
23.9001,17.6801,1.9963,g
19.5221,13.5782,64.323,g
28.7041,-20.9076,33.5885,g
47.1363,35.3755,12.504,g
36.7334,6.8988,21.5907,g
13.002,6.0316,62.424,g
77.0039,65.7816,0.3649,g
43.7187,33.8738,11.6246,g
13.2921,-5.6968,61.0007,g
29.1413,22.8337,13.171,g
69.0975,67.3895,1.7409,g
31.0527,21.2631,15.591,g
56.6568,43.7768,4.233,g
92.6912,70.4408,0.019,g
20.2643,18.3715,12.4856,g
88.3353,92.0847,23.4767,g
27.8336,-17.1714,77.952,g
29.484,23.6883,9.272,g
21.4086,16.2155,35.187,g
28.443,-23.1416,9.0922,g
77.481,-30.9218,1.751,g
74.1171,56.7992,11.6548,g
46.1956,28.8594,0.305,g
32.1521,-26.2882,13.6027,g
47.0143,26.3564,14.353,g
31.068,23.015,32.959,g
40.9913,29.5254,13.4983,g
29.2258,22.9136,44.9555,g
79.1032,56.1072,8.208,g
34.7458,17.3737,1.7171,g
80.271,61.0639,2.956,g
44.6018,15.8585,2.399,g
70.8411,71.504,4.763,g
52.1073,26.7463,3.056,g
22.1023,12.8695,79.998,g
26.5592,9.7917,16.044,g
31.3156,23.2522,0.534,g
68.0828,68.7917,3.9174,g
105.958,69.9438,3.726,g
40.5701,-15.861,8.5051,g
19.2264,-11.9355,14.45,g
37.5611,27.5768,19.7833,g
33.107,-10.637,10.136,g
50.3586,40.261,2.068,g
85.0908,59.2178,0.4645,g
50.9972,30.9557,1.139,g
39.5082,-19.2992,1.6435,g
17.2849,6.1132,42.016,g
32.0521,17.8166,70.3212,g
111.151,101.477,1.2138,g
38.8617,-31.8523,3.906,g
46.198,-30.3002,4.529,g
94.9356,68.8893,2.649,g
37.593,25.8026,1.2879,g
19.4525,13.7077,4.6487,g
18.14,8.5178,53.2443,g
68.0663,47.619,10.4946,g
74.8828,-33.1692,3.27,g
27.9907,-18.5079,66.9996,g
102.9,97.89,5.0421,g
20.9328,14.8757,83.6972,g
58.5931,43.9669,0.6526,g
57.732,51.3579,1.333,g
39.7087,31.1316,39.1323,g
12.6919,7.1163,76.277,g
50.5449,24.3465,9.854,g
64.7847,76.2401,22.163,g
69.4801,63.7112,0.9791,g
41.2321,31.3793,6.63,g
95.9509,105.195,3.7874,g
102.576,105.216,0.1569,g
83.3838,62.4396,2.671,g
96.4872,91.9232,10.213,g
90.6992,84.5329,7.369,g
20.0044,19.7044,59.473,g
19.6336,-10.3786,32.2376,g
18.8209,12.8161,51.214,g
29.4914,-2.6917,3.249,g
59.7172,49.9711,1.706,g
19.0315,-0.4098,58.852,g
29.5728,22.015,28.8051,g
27.1802,24.3176,50.664,g
42.5751,-22.6394,11.3585,g
17.725,-2.2366,73.787,g
80.4985,74.8617,6.046,g
13.2754,-3.5739,16.91,g
92.3287,67.4872,1.5216,g
21.1285,-17.8457,52.67,g
12.9851,6.6177,79.334,g
33.1849,29.5911,4.632,g
125.302,-78.8886,1.663,g
32.9955,-26.149,0.465,g
20.2473,-14.1631,27.111,g
20.8892,-11.1259,13.3845,g
12.566,-9.1508,55.0063,g
24.1099,-10.4673,4.4326,g
76.1742,55.9253,5.2872,g
36.7509,29.204,39.6251,g
39.1753,38.1831,12.887,g
28.7751,28.3027,8.6513,g
15.6818,2.4314,25.156,g
33.5414,21.0699,9.224,g
25.1368,-13.8935,19.017,g
33.4604,25.3417,3.66,g
31.6734,14.9985,28.296,g
37.1425,-29.7974,6.2878,g
24.978,19.6654,52.3631,g
20.4756,10.6201,68.1257,g
21.7282,8.9895,6.4748,g
27.435,-18.7215,21.0606,g
60.7813,35.8867,66.0307,g
12.8457,8.4177,78.0798,g
36.3999,18.6928,1.711,g
20.9635,-19.8654,40.2935,g
83.2569,58.4135,0.347,g
42.0569,29.6453,3.419,g
32.7808,-6.0232,12.7713,g
17.2445,-3.5163,25.805,g
37.0967,24.0744,4.145,g
37.7947,18.907,20.555,g
30.9685,-10.2982,14.754,g
104.763,58.1887,0.151,g
63.4209,57.7187,0.782,g
12.9524,-8.223,25.3233,g
25.5788,-19.0968,40.679,g
73.7622,33.1459,17.123,g
28.4509,-23.723,9.2887,g
75.5011,-49.4256,1.1556,g
12.9767,-8.9651,63.4499,g
59.4233,34.6839,10.973,g
21.6155,11.0487,32.8759,g
17.1942,-12.8796,64.1895,g
47.7879,23.9245,8.5086,g
29.9323,-20.0136,8.897,g
49.6571,29.1891,9.1405,g
17.9508,5.14,34.256,g
18.649,5.0991,43.5269,g
24.8455,0,0.0002,g
29.0609,7.5591,34.427,g
156.301,-59.8415,4.1613,g
48.8413,18.7668,7.282,g
80.9042,44.6066,1.267,g
23.6483,15.7393,3.991,g
13.3386,-6.0428,52.3517,g
28.7928,-20.6637,86.9663,g
27.8673,-8.9236,21.151,g
31.4288,15.4197,5.278,g
72.173,55.5415,4.71,g
24.5103,12.4977,14.1769,g
60.0379,43.8781,4.4858,g
52.1461,19.926,3.901,g
21.9338,20.4004,18.299,g
22.1866,11.2419,74.228,g
34.9637,22.0566,8.146,g
25.4768,-14.6593,5.854,g
25.1366,-12.2435,42.499,g
37.1411,20.568,11.7059,g
20.4916,21.1434,23.468,g
95.5716,-7.9173,0.239,g
33.1065,-19.1853,4.0681,g
20.2305,9.426,9.4872,g
62.4718,29.4005,6.668,g
90.5566,66.9714,1.9149,g
33.8598,-15.9408,8.9398,g
25.8767,15.1802,27.242,g
34.4321,-19.542,80.2965,g
38.8511,27.479,2.089,g
17.1349,-7.3279,8.1236,g
34.5219,-6.3176,25.801,g
22.4846,-8.823,78.7388,g
45.7164,-37.6286,20.0713,g
45.9832,40.5153,15.1333,g
103.088,53.4604,1.171,g
51.1226,40.2793,3.888,g
20.5693,19.6243,13.8912,g
44.2941,23.3276,47.561,g
27.254,-18.9432,3.7435,g
26.5768,-22.7996,17.599,g
18.9556,-6.8221,59.64,g
27.5481,18.3478,3.686,g
76.58,59.0568,5.9878,g
76.3259,43.6336,3.6015,g
95.271,64.7418,2.211,g
31.9613,23.4701,20.144,g
39.9975,27.034,13.039,g
29.4605,-18.1348,5.9093,g
28.2476,-7.3477,9.5917,g
56.6694,56.5003,16.9157,g
18.7087,17.6719,73.163,g
42.6872,-11.6288,3.732,g
57.1477,47.3417,7.966,g
75.8366,46.6759,0.2581,g
20.1725,-2.4211,11.081,g
31.0261,-20.6766,5.614,g
110.815,77.0631,1.7722,g
70.6035,68.1042,8.2868,g
35.6138,18.0866,13.759,g
65.9566,56.0095,4.151,g
27.1759,19.0803,15.737,g
21.0242,-8.9055,47.2668,g
36.4708,31.1337,17.3992,g
93.6809,90.6286,4.961,g
22.9579,16.276,17.6252,g
62.1595,50.5118,6.3446,g
57.0949,53.8595,24.826,g
29.2513,-23.7278,20.13,g
40.4373,16.5066,10.995,g
28.4342,14.0196,19.601,g
38.7822,4.86,5.733,g
80.5656,72.6531,0.3452,g
90.6632,58.0497,18.453,g
131.487,-96.0874,2.915,g
49.1157,30.6409,2.2065,g
42.5405,-21.8661,7.963,g
26.8316,-9.6464,71.3012,g
22.7291,13.7826,42.229,g
98.4893,61.9751,4.909,g
81.6495,74.2127,8.6194,g
28.5822,9.6897,25.8715,g
77.6046,57.1265,3.821,g
20.8068,18.6427,83.9952,g
25.0807,18.3512,61.1859,g
22.2351,8.9282,0.427,g
34.0231,27.3226,8.265,g
38.869,-14.2822,3.008,g
110.37,49.0667,1.492,g
26.0623,-9.9723,33.861,g
12.7416,-4.9533,75.493,g
89.3906,84.0162,2.6602,g
29.0889,22.6222,1.544,g
62.4421,32.725,0.7239,g
34.4273,29.9444,17.991,g
25.2772,20.688,12.2953,g
91.9847,71.2449,4.536,g
71.2022,58.4799,3.0778,g
78.6836,75.4384,1.732,g
134.005,-55.4024,8.5734,g
21.1472,-16.9767,45.607,g
35.4147,18.5386,10.524,g
23.9864,-16.1529,0.792,g
32.5109,23.1687,18.142,g
100.799,88.1067,1.747,g
46.0164,-15.4031,19.5224,g
64.8668,79.6906,14.2272,g
44.3624,-37.97,34.3207,g
20.3555,-11.3292,39.7307,g
30.3139,25.2755,30.757,g
50.9035,25.1034,8.5367,g
18.8495,18.224,65.3027,g
75.3209,44.4458,2.001,g
22.1635,-9.5821,26.5822,g
79.8595,-19.1244,1.827,g
18.2804,10.3272,47.0022,g
29.3411,26.1636,30.2038,g
24.2378,-22.2389,5.6286,g
75.9173,14.856,4.434,g
18.7258,-5.4961,21.0697,g
80.0806,48.9749,1.8161,g
35.9582,-25.3418,8.0679,g
41.7961,31.5867,55.6702,g
21.77,11.8129,12.204,g
24.8648,17.5205,21.252,g
36.6156,-9.8588,3.125,g
31.4334,23.5748,1.509,g
20.4275,13.7825,79.73,g
13.0703,-5.1004,15.8005,g
24.6124,14.101,4.646,g
23.2875,17.5035,10.2651,g
27.6894,20.323,87.6204,g
55.79,-27.844,7.064,g
33.1758,27.404,16.4238,g
90.9844,-42.5478,1.811,g
25.22,22.2114,51.835,g
12.7634,-0.544,65.0592,g
24.5151,9.5525,51.3098,g
24.8255,19.1442,18.5575,g
24.8791,-17.4964,3.389,g
75.9422,45.783,2.872,g
76.147,78.2,3.1904,g
65.2283,53.1101,5.781,g
48.6724,26.2659,2.125,g
28.8631,9.716,6.624,g
43.3248,38.1085,11.13,g
20.9043,-9.524,9.432,g
24.0413,-6.0435,87.1172,g
33.1281,24.0955,10.224,g
18.4698,-8.911,13.323,g
19.9716,12.7309,12.992,g
30.5026,25.6006,27.9829,g
31.7445,15.492,34.123,g
43.9,24.931,4.9347,g
28.7944,20.3246,8.3285,g
32.6997,19.5163,20.449,g
22.1817,-7.1725,26.4744,g
17.0923,-5.1216,29.5538,g
12.7274,-7.186,5.9251,g
77.3134,50.693,5.8814,g
17.976,-5.1607,52.227,g
37.9952,36.0223,1.156,g
33.1611,-21.2335,5.6594,g
20.0581,-12.9511,15.156,g
20.1333,13.9261,72.8171,g
75.5657,52.6888,4.9959,g
43.8878,25.3374,1.137,g
22.0364,10.2103,40.5939,g
53.6356,36.8787,5.4268,g
60.5815,43.4581,6.0049,g
24.15,20.4622,14.386,g
32.3195,33.8492,42.879,g
69.4357,27.1742,4.053,g
52.8537,47.8926,0.2426,g
37.6241,28.7425,5.8992,g
19.2536,-10.8686,0.7264,g
22.1103,19.7521,14.836,g
25.4933,10.1372,43.687,g
52.7202,33.1382,11.7646,g
12.6275,-9.3186,37.228,g
39.4622,29.3952,14.006,g
18.5336,11.0621,42.452,g
115.093,81.9058,5.487,g
28.8411,16.486,15.814,g
15.1639,1.518,41.3022,g
73.9743,51.5217,8.09,g
20.0406,12.1501,40.244,g
102.169,103.867,3.2589,g
18.1526,15.8017,22.464,g
80.5436,68.5262,1.032,g
24.0598,25.2754,15.4535,g
28.0184,24.32,3.306,g
50.936,21.4604,17.4184,g
18.7408,-4.8642,73.6127,g
19.6436,-14.4434,15.4011,g
26.6924,-19.0632,21.638,g
35.5176,28.7752,4.565,g
45.6353,-24.9697,6.005,g
16.8779,4.3752,12.7782,g
18.9091,10.0427,25.048,g
21.4858,-18.8604,3.3258,g
65.7162,59.1235,0.187,g
72.3238,46.0447,10.7066,g
71.1038,-43.0173,1.4405,g
23.0358,17.4289,36.722,g
24.2138,-12.3428,3.387,g
13.0071,5.3116,78.917,g
33.2966,31.3099,34.7693,g
27.5457,-9.8531,16.7712,g
61.7854,58.0699,0.2111,g
36.2607,6.0049,17.205,g
38.1364,20.9361,10.124,g
16.9161,-6.1137,4.058,g
21.7131,12.9397,25.071,g
21.2858,-19.7686,50.0471,g
19.4661,-17.1186,14.3006,g
46.9362,34.4628,7.463,g
27.5202,18.1638,14.777,g
32.6557,23.8199,21.475,g
17.4484,10.4023,65.7296,g
13.3106,6.0074,7.035,g
47.6273,26.1856,3.903,g
13.8233,-2.7347,15.822,g
49.9684,54.4778,16.288,g
94.2778,70.931,3.203,g
26.5324,15.2386,15.9742,g
52.7057,-30.4432,2.228,g
23.2129,-17.3115,5.932,g
54.1577,-29.7298,1.296,g
29.2277,21.8996,17.3452,g
122.948,128.313,8.35,g
51.9744,47.5338,7.673,g
97.9746,72.8553,2.449,g
39.5884,36.6765,17.9289,g
84.6226,43.8905,1.7962,g
122.173,92.9621,2.9702,g
39.5886,-9.7493,14.1753,g
25.7564,-12.8889,46.4008,g
38.726,23.4397,2.507,g
27.6461,-23.6784,4.9577,g
48.1845,40.9115,13.072,g
17.3904,10.136,10.908,g
26.4601,5.2042,38.543,g
23.4223,8.3217,18.1523,g
54.5887,33.9747,1.893,g
20.1174,16.2293,20.1518,g
30.1359,16.3565,7.675,g
48.2843,25.9641,2.228,g
28.7588,20.9801,18.917,g
81.6199,90.2055,1.821,g
20.7112,9.4876,21.7911,g
28.7802,18.1433,21.3396,g
43.6408,-31.642,69.045,g
24.9637,-19.5945,3.412,g
81.2271,89.5866,1.893,g
13.4055,-4.2589,49.667,g
26.9946,-24.8184,5.7653,g
46.7975,34.8436,0.372,g
20.0062,18.0523,72.9346,g
47.1009,22.1658,1.477,g
93.7259,113.066,18.6002,g
24.97,-12.6707,5.3656,g
86.0885,-56.7464,4.158,g
30.3428,10.3652,42.6194,g
79.7275,68.21,7.103,g
20.8139,-14.7265,9.508,g
19.1572,-12.7218,41.337,g
95.4476,86.2177,0.601,g
21.491,3.828,70.1989,g
49.6847,47.5202,1.3506,g
110.097,113.708,5.346,g
78.8852,59.0032,2.6813,g
12.3403,1.0015,7.271,g
18.1898,5.3279,2.5785,g
22.6334,17.7547,5.8519,g
19.3382,11.2469,40.7067,g
24.2769,-8.3624,12.8676,g
17.1244,-8.1208,11.2213,g
89.3694,51.9378,0.022,g
23.0121,-17.6436,32.861,g
88.5796,74.8369,7.9233,g
32.174,-22.6632,5.0804,g
34.5344,34.1069,9.6722,g
63.7425,-19.6726,18.0086,g
43.3949,-31.9114,5.069,g
52.8741,38.1459,2.7843,g
30.0623,25.2643,32.1731,g
87.1305,77.5289,3.0206,g
38.5211,27.6471,2.0933,g
38.2274,-9.7717,45.8891,g
91.4256,64.3386,2.158,g
26.6852,11.6301,1.048,g
18.4188,9.6154,4.5866,g
77.0229,51.9473,4.1493,g
65.9081,59.4037,17.3988,g
24.7717,19.2892,1.094,g
25.9153,-22.1741,42.9788,g
23.1456,-16.8162,60.5205,g
22.7928,-11.1945,8.78,g
42.5871,37.6912,18.593,g
29.1046,-15.1837,0.0578,g
16.9503,-6.1621,69.1045,g
28.5828,-16.2065,3.05,g
41.7005,30.5875,22.7226,g
22.4171,9.2871,1.3357,g
64.0316,63.0651,4.13,g
49.9507,17.9832,0.4481,g
32.7716,18.6852,27.3093,g
74.4411,54.6877,5.3512,g
25.7412,22.7282,17.059,g
26.2364,-5.925,34.849,g
73.8427,37.7488,9.4318,g
34.7766,32.6737,15.0744,g
58.3282,47.8745,3.8333,g
27.2841,16.1624,11.6482,g
17.9634,11.0116,37.525,g
17.4943,13.4959,38.527,g
29.4141,17.2504,2.642,g
33.1171,-23.8338,17.3965,g
22.2045,19.4675,0.3559,g
24.048,-7.1612,10.666,g
19.2454,11.2168,15.623,g
37.6576,16.7534,0.4443,g
18.6799,7.0749,8.3449,g
61.8765,39.4893,1.5361,g
28.7571,8.9526,51.789,g
148.32,88.1925,27.1274,g
