@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,5,9,11'

@attribute FLength numeric
@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
65.4978,0.1348,4.4339,g
24.3642,0.4487,10.8031,g
38.7469,0.1384,12.098,g
20.5388,0.2003,0.0276,g
20.1024,0.2613,16.42,g
40.8148,0.1789,25.505,g
64.8397,0.0904,0.109,g
18.8542,0.484,37.1081,g
99.4753,0.0799,2.17,g
25.0031,0.1737,16.948,g
37.4849,0.2062,36.3065,g
84.7997,0.1,2.2059,g
90.7035,0.0896,1.5563,g
80.9545,0.0875,3.6974,g
20.1609,0.4672,18.0262,g
41.7032,0.2242,0.598,g
20.6413,0.3524,40.0066,g
71.6435,0.0769,4.1632,g
97.7331,0.1546,0.908,g
23.4732,0.3214,1.8023,g
26.3733,0.2246,9.37,g
25.0459,0.1486,30.4393,g
76.1799,0.12,2.1911,g
28.3543,0.1754,33.509,g
29.4491,0.1876,8.1501,g
15.4067,0.3648,68.753,g
40.1519,0.2073,27.9849,g
84.3821,0.0921,0.709,g
13.2918,0.442,58.693,g
20.5175,0.2539,53.922,g
87.4843,0.0939,2.72,g
61.3494,0.1461,8.993,g
60.8065,0.0943,1.9667,g
20.1977,0.3357,14.9307,g
19.8632,0.2861,62.678,g
19.9436,0.2325,30.5107,g
25.6872,0.233,1.5757,g
35.1568,0.2048,1.2733,g
67.3736,0.2274,2.135,g
78.2112,0.1278,7.052,g
32.8709,0.1953,23.761,g
37.7771,0.1207,0.8021,g
19.6379,0.4175,80.2685,g
47.2337,0.12,3.5641,g
58.6792,0.141,14.967,g
94.7591,0.0609,6.005,g
45.8873,0.1337,4.521,g
43.3537,0.1715,17.749,g
20.1937,0.3922,45.009,g
19.4386,0.3146,58.159,g
12.976,0.5236,0.764,g
23.8725,0.3552,9.027,g
76.6657,0.1581,0.436,g
46.5588,0.3223,11.03,g
25.7288,0.2289,27.1409,g
62.1786,0.1327,2.553,g
87.1434,0.2252,7.3785,g
26.567,0.2017,12.3055,g
36.8621,0.2183,14.4244,g
52.3766,0.12,8.8454,g
84.9312,0.0913,1.1373,g
33.6195,0.1671,31.8731,g
21.4317,0.3648,28.035,g
51.7656,0.0871,7.6181,g
40.2341,0.1026,6.2066,g
12.7273,0.3927,35.694,g
41.0916,0.2892,10.8662,g
18.4204,0.4005,33.3598,g
88.5821,0.0792,3.144,g
37.1464,0.1296,1.705,g
21.3145,0.2325,13.2097,g
45.0948,0.1467,4.361,g
25.2747,0.3442,38.741,g
77.537,0.1402,0.9581,g
34.8534,0.2668,1.207,g
14.6095,0.4146,21.3448,g
30.7233,0.2078,2.0573,g
58.6077,0.1335,0.256,g
18.6811,0.3325,42.612,g
68.4339,0.1967,27.43,g
22.9886,0.2937,14.3483,g
35.2047,0.1658,10.218,g
22.248,0.3237,0.0865,g
41.8231,0.0945,12.156,g
20.9972,0.2288,26.046,g
79.4851,0.0727,4.5885,g
82.3651,0.1068,1.884,g
28.097,0.1647,15.876,g
19.8544,0.4118,45.5575,g
42.2145,0.1357,0.5371,g
12.9108,0.4086,76.6517,g
26.619,0.1926,8.3473,g
26.5096,0.2367,7.58,g
19.5172,0.3122,26.742,g
53.2359,0.1094,6.1069,g
44.7025,0.1568,14.5058,g
21.9413,0.3,15.8411,g
66.3629,0.0863,1.2327,g
20.7297,0.2506,7.9853,g
28.3689,0.2373,2.948,g
17.6485,0.2891,23.7151,g
28.6793,0.3139,36.4032,g
75.6241,0.0896,4.0898,g
67.5796,0.065,2.7859,g
29.5252,0.1556,19.7036,g
23.8573,0.1432,16.4046,g
22.985,0.2311,9.987,g
77.9107,0.1203,1.762,g
65.1314,0.1385,10.7786,g
47.5381,0.0874,17.858,g
48.0175,0.1122,8.7025,g
18.8496,0.2632,25.809,g
91.3695,0.0449,1.9148,g
43.394,0.1893,13.603,g
28.1836,0.2113,45.4106,g
68.9226,0.2148,9.7906,g
27.3841,0.2254,16.37,g
18.3186,0.342,50.4492,g
54.9218,0.184,6.312,g
36.1281,0.1772,10.5725,g
30.4837,0.1515,21.1876,g
58.2616,0.1658,5.4939,g
12.6909,0.3931,7.208,g
16.1931,0.3855,56.5349,g
14.9201,0.4565,29.1403,g
60.6227,0.2522,12.113,g
23.1882,0.25,9.004,g
46.9609,0.103,5.775,g
64.949,0.1023,0.76,g
61.0835,0.1132,12.079,g
15.2955,0.3824,54.997,g
18.3861,0.3341,4.135,g
35.1271,0.2408,1.0485,g
61.4574,0.1662,5.6897,g
29.549,0.1902,0.9098,g
64.5788,0.0878,0.209,g
25.9214,0.2948,9.6072,g
80.9257,0.0581,3.9366,g
103.582,0.0898,2.3493,g
28.4384,0.1973,54.7663,g
24.7122,0.3287,33.725,g
25.1407,0.3593,2.4381,g
21.7089,0.237,3.465,g
43.8674,0.1805,39.8956,g
31.3498,0.1969,10.9966,g
42.4667,0.1106,4.9852,g
81.4119,0.0571,0.256,g
55.4763,0.0933,3.086,g
41.751,0.2409,31.305,g
34.6176,0.2756,22.7129,g
40.5407,0.1014,1.3003,g
37.7155,0.2624,24.5831,g
41.1061,0.1842,0.4014,g
20.5028,0.3766,66.693,g
34.7496,0.1261,7.8384,g
91.1582,0.0842,0.5,g
50.7743,0.158,5.1845,g
20.3898,0.3587,7.6029,g
72.9815,0.0936,2.203,g
33.7823,0.1062,2.0557,g
20.5294,0.3649,34.677,g
19.4697,0.2833,17.713,g
13.1817,0.4839,24.9009,g
31.0486,0.1587,19.8899,g
28.0939,0.3101,15.2489,g
96.4553,0.0553,1.7133,g
35.6882,0.1872,7.742,g
31.2892,0.2138,4.9939,g
86.1643,0.165,3.0817,g
42.9078,0.1248,13.9853,g
107.219,0.0693,4.3625,g
56.2778,0.1183,4.439,g
52.8865,0.1141,12.295,g
60.9285,0.1216,1.0066,g
49.4109,0.2768,16.5835,g
88.3013,0.0858,4.067,g
113.789,0.1342,2.3023,g
28.7242,0.2288,13.962,g
20.5867,0.2458,31.2984,g
25.2187,0.3173,32.3326,g
24.8026,0.2719,7.5907,g
18.2941,0.3446,87.0857,g
56.2287,0.0855,7.4349,g
77.484,0.1442,72.931,g
64.0183,0.1072,2.9665,g
38.0252,0.1925,10.748,g
22.0114,0.2045,35.946,g
62.8329,0.1652,6.4855,g
53.8685,0.1443,32.443,g
23.4162,0.3176,78.726,g
40.1959,0.1167,10.0734,g
61.9829,0.1353,2.076,g
36.6546,0.1614,59.046,g
57.0829,0.0962,6.6582,g
22.6082,0.3154,7.936,g
64.3202,0.1849,0.217,g
36.5413,0.1452,21.303,g
46.395,0.1151,9.8102,g
48.4978,0.1767,23.893,g
25.8648,0.2354,10.4893,g
38.5551,0.1893,17.979,g
38.015,0.1399,9.2636,g
24.8861,0.3081,12.957,g
26.9974,0.1712,38.664,g
12.7087,0.3891,46.283,g
16.2188,0.6074,24.17,g
18.7737,0.3947,32.593,g
34.3556,0.2074,1.1303,g
68.5786,0.1873,5.205,g
28.1465,0.3373,86.3532,g
18.9276,0.4657,18.1586,g
32.6893,0.228,0.562,g
25.392,0.2205,7.8399,g
25.1694,0.2316,21.27,g
20.9852,0.5219,22.568,g
13.1,0.5077,39.62,g
45.3973,0.1037,4.1267,g
58.3519,0.1531,0.78,g
13.1625,0.4812,40.316,g
85.167,0.108,3.743,g
37.8358,0.1825,3.108,g
21.7388,0.3763,26.948,g
20.0484,0.3705,9.098,g
39.5872,0.1339,16.85,g
53.7587,0.0822,84.3933,g
23.8241,0.2341,12.249,g
84.0883,0.0943,5.4781,g
28.1288,0.1872,24.2231,g
33.0532,0.1645,9.549,g
41.9175,0.1944,9.541,g
96.8724,0.1127,6.0195,g
24.0748,0.2925,0.893,g
26.6758,0.2118,13.928,g
24.1038,0.2521,37.5625,g
54.1138,0.1951,2.9862,g
81.2862,0.212,4.129,g
49.7442,0.1027,7.3364,g
31.9789,0.1801,15.3064,g
70.2269,0.0633,9.1982,g
172.979,0.1705,0.329,g
61.8847,0.1164,0.0235,g
41.7932,0.126,13.6362,g
21.3305,0.2575,15.8492,g
71.3117,0.1277,6.3073,g
17.0422,0.3503,11.4165,g
39.617,0.1529,9.772,g
15.9438,0.4147,46.6417,g
55.5017,0.131,0.936,g
40.8914,0.215,5.2595,g
57.3784,0.1888,21.804,g
22.9555,0.3037,27.041,g
16.4178,0.3744,65.558,g
12.7445,0.3878,4.555,g
24.0005,0.2336,6.9421,g
50.9418,0.1328,2.8444,g
37.2735,0.2215,17.7959,g
24.8562,0.269,22.9883,g
26.3386,0.2982,11.8733,g
100.286,0.1211,4.664,g
75.469,0.1189,3.0461,g
57.6796,0.1637,10.262,g
75.0502,0.1566,1.2422,g
24.3377,0.2866,2.8878,g
93.6758,0.1085,0.026,g
23.686,0.2422,23.211,g
35.1728,0.1791,28.8991,g
21.5813,0.3344,20.293,g
36.7759,0.1905,18.229,g
30.3824,0.2233,11.9419,g
23.3911,0.2714,19.703,g
26.5358,0.2293,11.496,g
12.659,0.3689,67.1488,g
31.0818,0.2028,14.461,g
26.0313,0.194,4.437,g
21.945,0.281,59.558,g
118.862,0.0873,1.5122,g
69.2105,0.0801,3.301,g
54.1441,0.1691,16.2512,g
35.2264,0.1596,15.103,g
28.8197,0.2886,25.421,g
21.6376,0.2592,1.591,g
48.158,0.2298,20.997,g
114.445,0.1116,2.2623,g
22.3987,0.2366,11.655,g
20.585,0.4283,42.803,g
93.3768,0.0732,1.734,g
92.3147,0.0989,1.3333,g
20.8003,0.2567,60.8343,g
66.7934,0.0993,15.777,g
39.345,0.1242,3.0825,g
28.7177,0.2595,8.54,g
58.7044,0.0745,4.8245,g
17.3807,0.3756,66.181,g
25.7487,0.3138,24.031,g
20.6747,0.3647,46.066,g
30.5961,0.27,11.8172,g
33.5888,0.2504,22.805,g
12.863,0.4027,17.031,g
18.2664,0.3579,14.708,g
42.1221,0.1208,10.45,g
19.7594,0.4163,77.3146,g
67.1596,0.1258,3.1282,g
30.5382,0.1917,13.5528,g
25.8002,0.2848,12.5937,g
36.5502,0.1372,27.555,g
28.3287,0.357,18.23,g
89.8999,0.1134,0.128,g
41.7791,0.3087,1.8949,g
40.0484,0.1966,1.596,g
38.6668,0.155,6.4438,g
21.0379,0.2762,16.1552,g
28.9235,0.234,16.859,g
35.7318,0.1011,17.331,g
12.7509,0.3839,46.2009,g
64.6119,0.1382,5.402,g
66.4899,0.1362,3.6733,g
39.8927,0.1561,14.818,g
60.9779,0.1248,0.3079,g
30.8746,0.3196,15.7149,g
18.9001,0.3279,42.667,g
61.8679,0.1784,16.96,g
39.45,0.1524,6.3884,g
42.4521,0.3629,48.416,g
85.5402,0.157,4.01,g
43.0287,0.1317,21.8794,g
73.6497,0.1645,4.5424,g
13.376,0.4667,75.648,g
39.7794,0.1761,7.225,g
22.2827,0.3139,34.432,g
68.7883,0.175,8.7606,g
21.489,0.3681,59.423,g
103.475,0.0405,1.727,g
20.8402,0.2733,13.2241,g
42.8667,0.1662,6.9302,g
28.0453,0.208,4.9786,g
22.1773,0.316,20.288,g
25.6068,0.3157,12.1452,g
69.0638,0.1084,4.3045,g
97.3016,0.0708,0.131,g
38.7094,0.1464,4.65,g
76.7136,0.1471,7.946,g
71.4159,0.1027,1.4909,g
28.6896,0.2568,31.784,g
23.5536,0.2149,49.0547,g
25.1685,0.1518,72.786,g
92.1213,0.0893,0.7519,g
24.7379,0.2721,2.748,g
80.3703,0.0688,21.841,g
46.6559,0.1965,2.771,g
81.9688,0.0869,2.967,g
82.0529,0.1327,2.031,g
20.9442,0.4286,12.268,g
49.3308,0.1314,1.5672,g
35.7084,0.2057,35.069,g
29.2226,0.1923,5.7595,g
23.5439,0.2853,2.964,g
36.185,0.1577,28.551,g
46.8561,0.1393,1.1127,g
28.7043,0.1401,61.727,g
27.9177,0.1688,48.484,g
18.3529,0.2821,81.3657,g
36.3394,0.2068,1.236,g
20.8101,0.2695,2.108,g
32.0205,0.1704,5.6933,g
39.1028,0.1984,5.148,g
69.3249,0.1572,5.8399,g
53.1026,0.1723,6.083,g
39.4615,0.1249,2.068,g
28.0971,0.1936,13.9543,g
25.0535,0.2307,27.262,g
49.2906,0.2044,11.635,g
33.4044,0.1387,29.609,g
29.2453,0.2641,19.747,g
34.1703,0.1971,10.493,g
22.61,0.2565,64.034,g
37.2705,0.2662,16.857,g
29.054,0.143,31.0087,g
92.2871,0.1066,2.436,g
66.7283,0.0971,1.4439,g
40.1306,0.0989,8.8138,g
26.8136,0.3428,0.708,g
96.995,0.1124,0.9411,g
68.9277,0.1465,4.387,g
48.3669,0.0872,1.99,g
65.8168,0.0863,6.9368,g
65.6585,0.1546,11.6762,g
82.1558,0.1173,0.3795,g
24.7067,0.2738,75.425,g
31.9774,0.2255,6.46,g
31.8013,0.1919,21.5187,g
34.9959,0.1429,6.89,g
48.0111,0.132,7.784,g
21.6904,0.2614,89.7187,g
19.3101,0.2251,4.3446,g
76.5716,0.1326,4.4055,g
57.1117,0.1103,10.734,g
18.8573,0.3779,88.8278,g
23.3523,0.4178,18.9122,g
18.1576,0.2818,33.2818,g
83.5628,0.133,9.311,g
24.6528,0.1766,0.881,g
28.6317,0.2141,17.9029,g
96.4889,0.1295,1.765,g
49.165,0.1451,4.8828,g
21.099,0.2805,77.795,g
43.0126,0.1578,2.4997,g
29.5296,0.1559,37.585,g
69.6678,0.1954,3.8131,g
71.6117,0.1593,5.3775,g
26.5474,0.1913,14,g
19.6403,0.2859,4.0536,g
27.6315,0.2773,34.121,g
13.438,0.4366,43.042,g
18.9213,0.351,8.274,g
17.8722,0.234,48.694,g
78.6102,0.0646,3.301,g
20.1622,0.426,3.886,g
18.2814,0.3103,17.734,g
28.3472,0.1812,6.959,g
57.3932,0.1467,4.7613,g
29.7456,0.2284,19.182,g
38.2467,0.1237,4.173,g
27.8573,0.2964,15.7002,g
36.8727,0.1703,2.0174,g
30.4527,0.127,13.6718,g
18.6873,0.375,34.0054,g
22.1048,0.2926,9.0091,g
26.1052,0.3427,3.9731,g
47.76,0.1005,1.1964,g
24.9527,0.3651,20.728,g
91.7756,0.1224,2.4654,g
35.807,0.1193,8.37,g
44.6155,0.0784,13.107,g
80.6137,0.1072,3.298,g
35.6734,0.1723,5.955,g
39.3534,0.1359,3.759,g
47.0554,0.2685,18.374,g
40.9029,0.1594,8.222,g
19.0166,0.279,68.8859,g
25.6714,0.2962,9.5272,g
35.529,0.2113,31.3698,g
66.8423,0.1802,8.368,g
37.2195,0.3449,11.386,g
63.0359,0.0931,1.9109,g
37.0457,0.1581,3.9171,g
41.5842,0.1576,6.377,g
20.1273,0.3683,8.229,g
25.7554,0.4064,0.0002,g
86.7619,0.1618,5.057,g
29.6226,0.2138,19.914,g
106.244,0.0532,1.464,g
64.9888,0.0858,1.798,g
23.9751,0.246,4.1125,g
167.067,0.1959,4.486,g
35.0447,0.1281,2.232,g
25.2379,0.237,27.762,g
67.8749,0.1135,0.505,g
27.3066,0.1779,28.615,g
44.6576,0.1302,22.7661,g
26.8582,0.2345,17.677,g
50.7703,0.1415,4.232,g
33.4439,0.16,5.6137,g
20.3722,0.2312,50.6061,g
50.7112,0.0991,0.5754,g
18.8618,0.397,36.709,g
16.5162,0.375,24.0178,g
27.3905,0.2474,19.736,g
25.5536,0.2417,79.873,g
88.0991,0.0753,1.892,g
29.6058,0.1617,9.0521,g
25.5161,0.1716,6.024,g
42.1563,0.1013,49.156,g
14.6323,0.4052,74.7762,g
29.3521,0.1812,47.1879,g
58.7751,0.2258,0.2638,g
38.8604,0.1931,5.8146,g
30.858,0.1785,1.0274,g
34.1804,0.1929,27.156,g
18.787,0.3544,28.2602,g
90.6506,0.0766,0.568,g
84.9925,0.1386,0.546,g
63.7096,0.0966,0.2853,g
13.594,0.4133,54.213,g
63.6422,0.288,2.231,g
39.6265,0.2034,37.8821,g
36.4381,0.1783,3.596,g
38.5154,0.1816,9.826,g
19.7083,0.2319,10.4413,g
27.8701,0.1341,18.606,g
32.4232,0.1619,23.7956,g
42.468,0.1029,12.219,g
77.4354,0.1191,43.174,g
22.7217,0.2142,39.6495,g
16.5068,0.3457,36.3007,g
50.9109,0.1448,10.865,g
25.0758,0.2251,80.2386,g
118.747,0.0595,3.2776,g
22.0729,0.2632,38.1238,g
33.9312,0.1664,9.6812,g
19.9009,0.4133,70.729,g
29.4962,0.2,12.2232,g
12.9695,0.4217,32.761,g
33.0524,0.1904,10.977,g
37.304,0.1196,4.3,g
107.725,0.1184,1.5131,g
36.6913,0.1858,69.125,g
50.3422,0.1874,8.78,g
38.9482,0.1754,26.7113,g
54.623,0.0996,11.24,g
61.0521,0.1493,7.181,g
20.4023,0.3833,34.5528,g
20.3447,0.3755,46.8416,g
14.2556,0.3565,63.8003,g
104.156,0.1643,0.8358,g
32.1296,0.1994,1.325,g
22.9883,0.3384,16.843,g
30.0188,0.2378,21.0507,g
33.4054,0.2997,9.6728,g
36.6939,0.1561,11.9465,g
25.6886,0.4021,6.0144,g
18.8097,0.3544,43.0228,g
34.1746,0.1948,0.9739,g
30.8539,0.134,41.374,g
20.2236,0.3208,26.8895,g
54.9859,0.1074,15.4057,g
72.0106,0.1602,4.374,g
26.7219,0.3794,27.079,g
15.6621,0.4879,3.957,g
92.9942,0.0381,1.575,g
97.5021,0.0477,1.034,g
49.3619,0.1587,11.961,g
46.3522,0.1236,4.0395,g
83.4349,0.0651,4.4435,g
44.3861,0.1329,4.4,g
26.9109,0.2071,16.3,g
49.4834,0.1229,0.9353,g
87.9272,0.1983,2.052,g
25.6931,0.2288,28.175,g
32.6404,0.2308,25.9867,g
33.352,0.1771,9.695,g
80.0206,0.1719,30.1986,g
19.1932,0.2807,56.213,g
86.5927,0.0934,1.489,g
55.9818,0.1829,14.579,g
90.0781,0.0704,3.343,g
84.1495,0.1379,0.4443,g
28.0178,0.2859,30.3436,g
23.5514,0.4133,25.6299,g
29.4859,0.218,6.035,g
32.7861,0.2137,29.924,g
20.5692,0.2737,13.9,g
65.9214,0.1269,3.118,g
55.0918,0.2283,3.965,g
26.7828,0.2664,42.8808,g
65.8244,0.1066,8.031,g
45.0083,0.1591,1.511,g
24.4102,0.29,4.738,g
18.2123,0.3013,83.0753,g
20.0961,0.393,37.783,g
28.5676,0.1837,8.016,g
33.4985,0.1798,23.5652,g
25.9229,0.2518,34.266,g
19.4413,0.2985,17.0993,g
24.9532,0.2109,5.881,g
115.017,0.0582,8.302,g
24.2018,0.255,3.098,g
54.1353,0.1868,2.4615,g
86.8639,0.2672,2.0243,g
18.183,0.3006,26.4593,g
46.8212,0.1297,6.648,g
21.181,0.245,9.109,g
55.4983,0.099,6.216,g
24.5451,0.2276,10.576,g
41.2738,0.1907,16.706,g
31.8372,0.2231,43.535,g
41.3527,0.2225,9.469,g
44.4369,0.128,15.298,g
31.0128,0.1922,19.332,g
34.5014,0.1673,14.885,g
34.7886,0.1429,14.054,g
21.173,0.3909,62.166,g
21.0357,0.3639,20.22,g
51.9719,0.0939,11.9368,g
25.6509,0.3923,15.7881,g
56.2951,0.1241,9.19,g
23.1919,0.2071,34.6018,g
47.9863,0.169,3.9724,g
31.3412,0.1758,22.1398,g
67.9686,0.071,9.0921,g
128.616,0.0975,3.1889,g
27.7247,0.1815,13.846,g
23.137,0.2164,82.2627,g
80.934,0.1886,2.2905,g
21.3385,0.3045,17.1321,g
23.3346,0.2631,2.7921,g
45.7772,0.1742,2.119,g
35.2461,0.1825,1.9002,g
23.1425,0.3011,12.137,g
55.3431,0.1339,25.7773,g
35.6271,0.2666,18.357,g
36.744,0.2317,25.831,g
40.6978,0.0805,7.8862,g
39.5881,0.138,9.216,g
66.2184,0.2448,8.48,g
34.2724,0.1216,7.6209,g
12.7943,0.4131,60.835,g
50.1891,0.1819,4.735,g
47.8975,0.1608,4.0989,g
72.3434,0.1396,79.886,g
60.9821,0.1198,1.3991,g
21.1907,0.2883,2.0243,g
29.4785,0.1911,59.3545,g
31.0714,0.2439,52.617,g
125.394,0.0295,3.601,g
29.2753,0.2509,20.19,g
19.5077,0.4355,75.607,g
31.1212,0.2356,4.9423,g
36.4051,0.1512,0.8205,g
94.772,0.0527,4.109,g
74.1805,0.0851,4.9278,g
59.3247,0.1347,62.09,g
45.559,0.1955,14.4173,g
28.0875,0.2579,34.9402,g
19.7721,0.4132,10.7736,g
68.1693,0.1824,3.585,g
40.3064,0.2051,13.838,g
21.6829,0.2311,18.1669,g
13.0312,0.4346,18.039,g
23.9355,0.2564,86.6051,g
30.6697,0.1618,23.142,g
21.0002,0.3627,12.863,g
21.9405,0.2148,74.7121,g
21.0982,0.2458,35.9838,g
27.1226,0.2412,39.0678,g
90.8667,0.0753,6.433,g
38.3943,0.2497,20.47,g
13.2632,0.4083,71.878,g
29.9259,0.2865,0.255,g
77.7362,0.0564,4.3928,g
90.3487,0.1635,1.81,g
22.9349,0.3436,47.1919,g
21.0734,0.3325,37.679,g
99.9956,0.1627,0.12,g
50.9134,0.2004,4.3666,g
32.9417,0.2283,8.8499,g
36.0844,0.1001,22.925,g
30.147,0.2117,5.9657,g
50.3517,0.2274,9.6757,g
45.9243,0.1587,4.8845,g
19.1799,0.2769,15.6268,g
72.0069,0.1059,3.422,g
24.2385,0.3333,10.9363,g
68.7734,0.1648,2.2482,g
62.9629,0.2214,2.217,g
21.4104,0.39,80.5502,g
12.717,0.397,27.85,g
28.0113,0.2003,0.4067,g
12.6216,0.3624,57.2856,g
21.3893,0.3866,40.003,g
39.0013,0.1523,9.8286,g
46.3042,0.1161,7.0879,g
20.3329,0.2231,89.6161,g
21.308,0.3095,7.3869,g
26.9596,0.2439,21.5562,g
65.5949,0.1373,4.202,g
77.192,0.1404,8.446,g
31.4615,0.2097,8.062,g
71.2934,0.1513,2.6,g
139.136,0.1199,10.4186,g
31.8418,0.1761,7.063,g
87.5146,0.119,12.3675,g
76.4172,0.1179,9.7797,g
12.9627,0.382,61.5575,g
43.2269,0.1141,26.0548,g
15.2576,0.3983,48.9647,g
21.0701,0.375,6.7698,g
67.8641,0.1002,2.5919,g
33.6473,0.1963,30.914,g
39.5085,0.1772,4.7427,g
99.5314,0.2153,0.6273,g
22.1571,0.2732,57.7866,g
20.7349,0.3541,9.5667,g
21.6056,0.265,28.138,g
43.5004,0.1291,18.5411,g
29.5906,0.1988,16.103,g
24.4082,0.2198,20.487,g
21.3109,0.4561,82.9943,g
21.2515,0.3081,51.1727,g
84.4221,0.1085,4.2808,g
57.0139,0.0989,2.6075,g
89.9267,0.0979,0.42,g
22.6387,0.2942,52.38,g
48.3589,0.2188,41.2033,g
22.8495,0.3322,35.283,g
95.6197,0.0965,28.5503,g
20.0105,0.3671,53.008,g
46.4559,0.1802,3.5737,g
41.121,0.1439,6.0005,g
21.5414,0.2352,42.731,g
36.0738,0.2458,25.8637,g
21.7358,0.293,41.1555,g
12.9935,0.4479,50.922,g
28.1075,0.2392,43.177,g
24.8266,0.1807,5.132,g
22.7595,0.2662,32.0104,g
25.9384,0.2424,26.632,g
27.3093,0.1752,40.08,g
28.085,0.3282,25.4082,g
24.5803,0.4372,88.0912,g
48.2117,0.1217,4.4309,g
19.1139,0.2867,40.884,g
37.0689,0.1736,2.76,g
37.7811,0.2327,11.192,g
43.2057,0.2009,4.438,g
68.5292,0.0752,4.265,g
78.4848,0.2778,0.13,g
47.5067,0.1183,5.6571,g
26.0226,0.3006,13.986,g
31.3756,0.3519,7.917,g
30.0087,0.2845,6.388,g
58.7928,0.1043,5.3936,g
28.7312,0.2556,6.8387,g
80.8877,0.082,10.4609,g
34.0626,0.2776,24.444,g
55.056,0.1482,7.286,g
60.2849,0.1345,0.681,g
29.5469,0.1351,32.814,g
31.8884,0.2361,19.907,g
104.346,0.0639,1.422,g
69.0597,0.1119,13.1301,g
12.9024,0.4415,59.898,g
30.6751,0.21,22.07,g
24.1086,0.4959,59.461,g
25.076,0.2726,4.506,g
27.1139,0.1592,47.397,g
19.4019,0.3194,12.6022,g
33.9612,0.1916,43.391,g
90.7973,0.1776,3.75,g
97.8762,0.2426,2.909,g
52.2368,0.0749,20.595,g
20.5405,0.3033,34.2189,g
93.5072,0.0928,2.266,g
46.2876,0.1334,13.5359,g
55.2057,0.0602,3.44,g
58.4422,0.1953,19.889,g
27.0089,0.1424,55.3088,g
24.5289,0.2442,2.189,g
32.4251,0.2564,6.6791,g
73.7252,0.1371,3.531,g
97.455,0.1102,6.3678,g
30.9161,0.245,14.437,g
39.089,0.1224,18.9796,g
12.3552,0.3456,60.1701,g
31.1823,0.2542,22.9229,g
27.9625,0.1647,6.703,g
45.1942,0.1235,7.8797,g
35.4559,0.206,2.075,g
40.1845,0.1588,7.848,g
70.9121,0.1784,0.5949,g
22.7184,0.3842,6.1543,g
41.3165,0.134,10.961,g
21.7265,0.4264,27.722,g
21.1452,0.3375,13.7571,g
