@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,3,9,11'

@attribute FLength numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
70.6323,3.2834,6.3952,g
77.5425,3.3981,0.075,g
77.6918,3.5261,3.9967,g
21.5488,2.0774,23.9321,g
29.9045,2.7202,2.9967,g
34.2512,2.3589,43.554,g
13.2138,2.1629,58.386,g
94.1916,3.0932,9.5567,g
12.9497,2.2028,54.7684,g
28.8686,2.4322,26.025,g
22.3636,2.1399,5.6931,g
56.9476,2.8791,1.819,g
18.4882,2.3191,53.4984,g
44.7735,2.9948,5.092,g
82.258,3.321,10.429,g
35.9532,2.9373,31.2271,g
43.6702,2.9167,6.903,g
38.3982,3.0434,6.941,g
40.0572,2.4893,17.8954,g
23.5813,2.1477,12.5074,g
79.5318,2.7675,3.2801,g
28.7643,2.2175,6.445,g
50.1521,2.382,2.6206,g
12.8721,2.1156,43.7132,g
16.1144,2.3096,79.763,g
29.2419,2.3909,3.426,g
37.6527,2.7771,74.6315,g
83.8164,3.143,2.173,g
31.4905,2.7738,16.575,g
90.1049,3.1608,14.047,g
26.1326,2.5211,32.28,g
29.4876,2.7927,1.379,g
21.5656,2.2201,63.735,g
20.9469,2.1319,65.694,g
102.934,4.0231,0.5982,g
28.9911,2.6488,6.3297,g
91.2684,2.9509,6.4844,g
77.8656,3.5645,1.775,g
29.1293,2.5855,24.9145,g
34.8054,2.6594,0.9214,g
101.59,3.4678,1.192,g
21.5836,2.243,8.279,g
33.7391,3.1558,9.976,g
34.3084,2.4969,3.927,g
36.7526,2.433,6.816,g
35.5151,2.6258,77.961,g
23.9049,2.4935,19.4896,g
86.3454,3.4011,7.0441,g
27.8169,2.4166,52.521,g
117.58,4.3152,9.964,g
12.6909,2.0233,56.8101,g
62.9894,3.1191,7.652,g
34.6882,3.049,2.0522,g
18.3692,2.5231,28.516,g
21.699,2.4878,39.035,g
47.8916,2.7482,4.6031,g
18.633,2.5786,32.005,g
27.065,2.5905,0.141,g
103.549,4.1949,1.0667,g
22.3151,2.1319,48.9671,g
70.0753,3.1517,4.1472,g
12.5215,2.0394,59.206,g
51.6081,2.5465,0.391,g
73.9821,2.6042,12.632,g
32.4023,2.791,17.5095,g
66.6981,2.7843,8.269,g
104.297,3.2418,0.0253,g
18.1854,2.1673,33.034,g
13.1882,2.2613,69.277,g
38.609,2.7749,10.9353,g
21.691,2.1658,40.2519,g
30.3063,2.4502,66.01,g
53.1732,3.0007,13.029,g
49.1229,2.8388,30.43,g
77.7029,3.3432,8.624,g
26.8174,2.8597,88.2338,g
30.1299,2.6716,14.4261,g
27.8575,2.5905,9.754,g
60.8494,2.7734,0.294,g
20.7835,2.0512,64.912,g
46.2076,3.5464,1.516,g
22.231,2.4631,25.929,g
90.3339,3.5961,2.816,g
106.671,3.0402,11.7482,g
28.5512,2.5676,2.4627,g
66.8274,3.0172,7.5468,g
34.3277,2.847,16.762,g
34.5555,2.5922,8.284,g
19.1333,2.4074,33.7292,g
52.5731,3.1411,10.364,g
38.6516,2.6594,41.605,g
21.434,2.3589,10.066,g
31.1459,2.6799,62.781,g
48.5758,2.9227,3.4252,g
46.9391,3.1515,0.8525,g
38.2553,2.586,1.2447,g
93.9291,3.7322,0.034,g
12.5018,2.07,23.711,g
21.111,2.1351,39.389,g
55.7912,3.1128,2.106,g
58.4314,3.2887,5.406,g
21.6549,2.2577,53.7691,g
40.3914,2.4048,1.0037,g
30.7094,2.7336,3.388,g
25.3374,2.6117,6.733,g
104.692,2.4935,10.285,g
31.9317,2.7882,3.7064,g
94.7727,3.6073,2.012,g
20.8003,2.2405,63.5975,g
93.1434,3.1433,13.1944,g
30.2844,2.7292,3.1825,g
102.416,3.3576,7.5904,g
79.1086,3.6716,0.552,g
101.578,2.9921,22.201,g
30.2588,2.601,8.936,g
37.5889,2.851,16.405,g
81.2204,3.6016,5.123,g
81.4662,3.2921,4.047,g
39.3022,3.033,1.1935,g
28.9433,2.2967,6.62,g
22.9515,2.6479,22.4192,g
80.4473,3.6723,1.385,g
64.3268,3.7035,0.216,g
54.8481,3.3415,12.3916,g
19.8174,2.0473,81.2154,g
80.2771,3.9704,5.913,g
13.4325,2.2082,67.16,g
25.3347,2.7616,41.911,g
47.3193,3.0704,5.2636,g
51.8247,3.1713,0.593,g
21.6691,2.4289,8.891,g
72.9495,3.3908,0.0857,g
27.6407,2.8448,8.536,g
51.6448,2.9991,1.7337,g
40.9888,2.5384,0.5826,g
89.6287,3.2316,4.319,g
25.0126,2.5533,80.2307,g
60.0081,3.0156,16.397,g
23.0777,2.4306,17.559,g
38.6204,2.977,5.8671,g
94.2885,4.2157,1.4735,g
42.9062,2.5905,7.357,g
272.063,2.5563,62.3504,g
13.1179,2.1351,10.313,g
33.9582,2.734,4.042,g
26.5259,2.4401,28.938,g
49.4461,3.1235,6.4861,g
30.5814,2.301,55.5217,g
28.2671,2.7131,26.8293,g
20.4427,2.0394,11.756,g
52.4876,2.7336,9.4384,g
102.24,4.3462,1.554,g
88.5788,3.7263,4.6221,g
12.7778,2.0434,80.0492,g
35.8038,2.7173,29.837,g
78.3277,2.9245,0.691,g
18.9665,2.3107,25.1342,g
58.8496,3.0586,4.4572,g
13.3691,2.273,78.021,g
31.276,2.5581,18.7509,g
12.8,2.0774,12.23,g
37.7449,2.7193,18.879,g
103.257,2.9358,7.91,g
18.5607,2.3314,56.146,g
19.2398,2.4541,47.0555,g
18.6165,2.4646,20.523,g
90.8675,3.1543,3.5131,g
48.8922,2.7835,2.0888,g
22.9119,2.4141,3.104,g
76.7162,2.9741,2.292,g
28.2718,2.3263,6.076,g
49.4783,3.0613,11.9037,g
26.2853,2.4322,0.3841,g
53.5601,3.3832,4.9638,g
47.2013,2.4541,18.8968,g
63.603,2.9358,22.426,g
91.6774,3.6197,3.4717,g
17.6569,2.3598,19.9398,g
33.2471,3.279,87.3749,g
29.5519,2.7486,6.6996,g
30.1452,2.7578,31.5548,g
33.4458,2.7727,27.0291,g
68.3934,2.8109,7.9012,g
35.4667,3.1173,1.048,g
36.2174,2.8041,3.713,g
107.597,4.0313,3.503,g
30.1039,2.9151,14.6972,g
55.8974,3.3867,10.241,g
23.1066,2.4141,11.2044,g
142.563,2.7447,0.8956,g
26.9276,2.2636,40.449,g
21.0039,2.4843,16.0043,g
92.4111,4.1425,2.217,g
22.0678,2.3747,35.542,g
57.9816,2.9969,9.023,g
21.283,2.1717,10.167,g
37.0231,2.4472,7.418,g
13.0804,2.2,47.048,g
21.5363,2.2672,24.0767,g
20.5128,2.4314,21.6049,g
105.135,4.3727,1.5862,g
92.7187,2.792,49.689,g
57.0652,3.745,1.963,g
34.8702,2.639,25.139,g
37.5499,2.9987,26.688,g
31.2102,2.4786,5.3152,g
18.9362,2.2978,57.9071,g
96.8446,3.4076,0.7867,g
42.423,2.7097,6.304,g
35.611,2.9151,26.547,g
26.5656,2.3936,57.6366,g
28.0211,2.7431,85.3717,g
18.1202,2.3766,37.8225,g
74.667,2.8987,7.3061,g
32.5739,2.4541,8.9499,g
19.1347,2.2355,5.5012,g
39.627,2.6762,22.3488,g
32.2851,2.9472,30.388,g
24.2839,2.6207,18.962,g
30.1747,2.7723,1.76,g
34.3446,2.7271,13.5225,g
67.0263,3.4689,5.1684,g
43.4795,2.6758,2.912,g
38.5309,2.798,23.4357,g
20.414,2.2055,6.208,g
25.1609,2.5231,28.351,g
76.5111,2.8454,7.478,g
99.9364,4.1876,2.423,g
26.2813,2.5126,22.598,g
84.0787,3.3748,5.219,g
31.5721,2.6875,25.9457,g
28.8068,2.6248,0.2906,g
22.8572,2.3139,16.59,g
30.4685,2.6875,21.0153,g
24.0875,2.5911,24.732,g
65.1698,2.8837,2.2087,g
16.9293,2.4249,49.2234,g
18.1497,2.4014,74.8176,g
19.399,2.1717,36.0106,g
20.3817,2.3324,25.8139,g
82.5121,3.541,2.123,g
16.2353,2.2601,87.5679,g
46.9364,3.0099,1.4485,g
21.1274,2.3107,74.343,g
12.918,2.2822,62.4135,g
25.652,2.4533,35.088,g
31.0954,2.9435,72.4556,g
21.3528,2.1189,43.607,g
27.5369,2.8633,39.9687,g
18.5533,2.1717,76.6555,g
42.9283,2.752,13.034,g
46.5688,3.143,10.39,g
19.3257,2.2945,61.973,g
32.144,2.6042,62.537,g
28.4454,2.3793,1.44,g
42.2453,2.601,7.6092,g
41.5898,3.1198,8.909,g
18.947,2.2707,9.894,g
36.0068,2.4983,3.6931,g
22.8384,2.5231,4.078,g
31.523,2.9039,1.153,g
20.7571,2.1189,1.2268,g
88.736,3.764,5.822,g
30.5311,2.4014,1.3823,g
20.5359,2.4289,18.331,g
29.8236,2.8497,28.5766,g
82.7708,3.2694,7.9764,g
23.7691,2.3811,12.969,g
19.1505,2.2648,3.5371,g
58.6083,3.2598,0.558,g
22.8277,2.4579,53.449,g
82.9885,3.5101,2.622,g
25.3859,2.7505,0.685,g
58.1803,2.8727,0.625,g
47.6871,3.3241,15.898,g
13.0845,2.1717,37.9872,g
34.3562,3.2604,58.6756,g
41.9782,2.8748,20.5966,g
21.0753,2.3334,8.393,g
62.1123,2.8777,18.185,g
22.6892,2.281,11.3678,g
26.4939,2.3664,1.334,g
38.3618,2.6561,13.47,g
115.666,4.3656,6.803,g
33.7908,2.4609,13.7763,g
12.7235,2.2418,20.956,g
76.8587,2.8564,3.196,g
55.6718,3.125,1.6831,g
12.9383,2.1287,15.001,g
124.629,3.4092,25.1567,g
17.9317,2.4005,15.228,g
98.2047,3.4634,5.352,g
24.205,2.6604,49.512,g
28.7415,2.7206,4.6448,g
48.3426,3.1407,0.386,g
17.8026,2.3444,46.9743,g
22.2487,2.2565,28.019,g
111.314,4.4051,0.465,g
31.0619,2.5563,22.822,g
28.2991,2.5099,1.8931,g
94.7947,3.2155,0.4788,g
34.434,2.7016,12.113,g
65.5126,3.2583,0.087,g
26.5834,2.3683,15.387,g
26.2912,2.4786,23.678,g
92.7661,3.3114,0.1495,g
31.8569,2.871,11.217,g
64.3699,3.2195,3.675,g
35.0679,2.3314,5.9483,g
53.9516,2.8245,0.3291,g
47.1689,2.6547,18.1339,g
25.6272,2.4014,36.69,g
12.9938,2.3701,17.483,g
90.0058,3.6342,2.058,g
29.7394,2.7193,18.274,g
89.3234,3.2227,9.3521,g
19.5203,2.6826,29.5127,g
48.2713,2.5192,10.349,g
24.161,2.3444,5.242,g
102.98,3.9547,3.0301,g
30.0754,2.6762,28.0357,g
90.3632,3.399,3.801,g
19.8412,2.3128,13.1411,g
100.445,3.3817,5.256,g
57.1113,2.7857,1.343,g
38.0751,2.7745,8.0786,g
24.593,2.5004,40.433,g
27.4167,2.5786,3.5901,g
47.7946,3.2281,3.1846,g
21.7329,2.1021,41.1319,g
29.1855,2.6689,38.222,g
20.5892,2.4786,11.6155,g
34.9601,2.9098,13.057,g
23.4503,2.357,1.9502,g
22.3788,2.4814,43.6657,g
63.4852,3.7149,4.366,g
27.7069,2.4023,32.816,g
22.7427,2.2122,5.1628,g
12.5521,2.1156,16.706,g
16.871,2.5198,5.8091,g
31.2748,2.9798,11.808,g
28.4307,2.2504,42.081,g
50.8907,2.4433,31.0686,g
35.5709,2.3414,2.313,g
83.4271,3.0699,1.151,g
20.3875,2.0737,84.1758,g
24.4143,2.3636,18.4088,g
19.1316,2.2683,65.2488,g
105.112,3.2982,0.87,g
78.4224,3.2497,1.9214,g
50.1537,2.5165,11.976,g
12.9089,2.2889,33.8245,g
19.4158,2.0774,80.829,g
12.6555,2.1477,45.584,g
101.009,3.3079,2.6208,g
51.4388,3.7096,8.8927,g
12.9298,2.1383,54.087,g
18.6522,2.4108,65.882,g
70.1859,3.1942,4.216,g
76.0253,3.3429,12.8978,g
30.4239,2.49,0.929,g
40.9012,2.5244,5.741,g
19.6642,2.3541,49.435,g
33.2739,2.6314,11.2284,g
27.4068,2.3086,10.3529,g
59.614,2.9312,3.846,g
23.1224,2.5557,57.1013,g
26.4699,2.8642,6.5818,g
70.543,2.8943,7.888,g
70.365,2.8435,0.6983,g
24.2748,2.4949,9.6844,g
22.414,2.238,37.3241,g
30.867,2.5296,15.939,g
69.7731,3.1207,2.4982,g
37.3038,2.6871,22.2935,g
59.8576,3.0846,0.9629,g
27.0129,2.7578,37.1307,g
58.7548,2.5359,4.992,g
56.4705,3.0824,12.2597,g
83.9539,3.6747,5.285,g
23.4266,2.5786,64.324,g
55.6335,2.7016,10.4907,g
68.6109,3.0204,8.918,g
30.4298,3.1836,1.471,g
90.9146,3.4884,7.4612,g
30.5259,3.0141,36.426,g
23.8611,2.5569,3.18,g
12.9531,2.2822,69.1684,g
12.1929,2.3128,27.2483,g
51.7447,3.1106,2.643,g
36.0699,2.7976,4.5385,g
44.9617,3.1425,60.1912,g
58.4743,3.0598,4.336,g
91.5599,3.7091,4.861,g
20.1648,2.0737,37.395,g
29.3319,2.5521,28.4935,g
14.8072,2.3334,63.6689,g
25.6419,2.7206,25.123,g
66.2979,3.2718,18.905,g
20.8971,2.3664,6.83,g
40.7146,2.6405,1.124,g
27.4746,2.968,18.2815,g
21.6375,2.4564,21.088,g
35.455,2.828,87.9282,g
87.4763,2.8612,2.85,g
36.5676,2.8445,15.939,g
36.4659,2.5058,12.9854,g
28.9202,2.4698,24.9379,g
22.0159,2.444,55.1338,g
98.6242,3.8574,1.421,g
35.7114,2.9378,3.7819,g
43.9963,3.0822,19.6508,g
23.4477,2.2148,4.141,g
38.471,2.3636,7.346,g
62.2088,2.972,1.9962,g
37.6892,2.5977,11.546,g
20.2926,2.2923,28.986,g
38.3392,2.6928,7.116,g
34.5169,2.5999,0.408,g
64.8518,3.0959,4.86,g
19.5865,2.5152,39.323,g
31.5068,2.8932,7.6688,g
23.2612,2.3201,4.383,g
56.2298,2.6826,39.096,g
82.6882,3.8316,2.312,g
26.4344,2.2889,32.911,g
48.35,2.7597,18.51,g
22.6502,2.8648,59.259,g
47.7753,3.393,3.237,g
21.7295,2.4997,46.5411,g
23.5549,2.2055,40.3261,g
13.1298,2.1319,21.8775,g
32.2784,2.7941,0.428,g
25.1893,2.5599,40.633,g
22.7677,2.2577,19.7637,g
32.7458,2.6026,27.897,g
39.0881,2.9393,43.0747,g
43.8482,3.3698,3.636,g
69.0585,3.5735,1.548,g
91.1548,3.9472,4.456,g
34.105,2.5321,12.8796,g
17.2438,2.1673,18.272,g
29.1024,2.6196,31.366,g
112.464,3.1564,4.728,g
77.6812,2.9082,5.538,g
24.7413,2.3892,78.901,g
27.839,2.3414,2.843,g
44.6242,2.8466,8.758,g
85.7031,3.7542,0.358,g
28.6176,2.7348,59.415,g
37.1289,2.6628,14.16,g
78.6617,3.4344,5.902,g
92.3105,3.9111,0.675,g
20.5008,2.2055,88.4189,g
18.7617,2.1383,56.5174,g
23.8461,2.5453,2.288,g
90.2341,3.6075,4.712,g
30.6251,2.842,18.895,g
28.5834,2.6075,5.0486,g
85.6098,3.5868,0.864,g
20.8879,2.4857,58.144,g
20.9356,2.1945,24.9416,g
32.8576,2.8341,57.3468,g
35.7518,3.0011,15.4842,g
43.0148,3.0925,5.4962,g
38.6152,2.6821,5.433,g
17.9911,2.2648,21.9555,g
20.7678,2.0065,12.8604,g
27.915,2.3404,49.587,g
41.0165,3.0461,2.635,g
24.9831,2.5422,6.432,g
19.6621,2.3962,10.2591,g
72.3442,3.3645,0.723,g
71.4248,3.063,4.457,g
23.7046,2.4108,40.1475,g
70.3295,3.218,0.3953,g
17.1365,2.3936,6.442,g
51.9869,2.5871,34.1301,g
99.8325,3.1329,6.9048,g
47.4331,2.2577,18.4433,g
33.0297,3.1074,20.0384,g
60.0859,3.0941,51.2616,g
84.0827,4.2314,2.468,g
45.1318,2.8963,5.11,g
62.8184,3.6949,11.533,g
56.6212,3.0722,2.3981,g
12.8132,2.2055,84.1434,g
21.4521,2.0512,21.9158,g
36.5605,2.7731,11.288,g
23.3747,2.7152,10.575,g
20.2803,2.4125,3.3863,g
104.154,3.2499,17.622,g
26.5628,2.4793,25.5291,g
27.4014,2.4843,48.202,g
109.464,4.2583,1.8848,g
49.3531,2.8382,22.18,g
19.0626,2.4023,85.4811,g
24.1656,2.7037,69.3668,g
58.8021,2.9162,2.5713,g
21.1275,2.2541,30.368,g
61.3416,3.5471,0.8541,g
21.7471,2.2201,16.005,g
61.867,3.3701,0.512,g
13.0085,2.1775,31.3229,g
111.055,3.1816,0.261,g
74.2516,2.8463,3.2129,g
57.1553,3.1541,14.1288,g
35.3773,2.6566,0.2798,g
44.6668,3.3859,5.919,g
56.3489,2.9857,5.928,g
77.9064,4.2024,10.395,g
41.5234,2.4472,0.265,g
19.3327,2.4616,3.533,g
75.5588,3.2084,0.013,g
84.597,3.3623,1.49,g
42.9943,2.9135,4.988,g
52.2445,2.6537,2.315,g
43.7592,3.2831,5.167,g
33.6044,2.7864,9.802,g
15.966,2.2672,8.014,g
102.807,2.5711,6.4229,g
37.6085,3.0856,6.6889,g
19.0206,2.5527,89.1761,g
25.591,2.618,82.0874,g
20.1503,2.4749,3.0331,g
104.244,3.8046,1.5254,g
25.4319,2.5321,21.5391,g
30.3572,2.6998,5.4315,g
44.6147,2.9795,4.947,g
33.121,2.6444,25.6036,g
77.0601,3.2951,3.6339,g
22.7298,2.4878,23.553,g
32.6759,2.7745,0.134,g
48.6653,3.2591,11.15,g
31.3764,2.4502,44.14,g
12.9763,2.2541,84.6855,g
106.624,3.907,1.3581,g
51.6966,2.5224,11.3396,g
93.4214,3.1178,7.6036,g
91.5943,3.0479,1.703,g
30.2518,3.0443,10.083,g
50.0599,3.3309,1.8497,g
79.0025,3.4132,2.411,g
22.9069,2.0663,63.754,g
84.5714,3.547,3.551,g
61.4084,2.8899,0.6397,g
86.0824,3.2111,1.878,g
78.9039,3.4931,9.8964,g
28.8471,2.1271,13.2881,g
33.9434,2.9734,13.197,g
31.8136,2.5871,11.6029,g
17.7941,2.1945,60.197,g
60.8535,2.8588,2.6332,g
62.6404,3.1086,9.418,g
36.7943,2.8179,2.1198,g
59.42,2.3738,9.183,g
34.4576,2.6618,20.2125,g
106.983,3.5201,0.4318,g
63.6229,3.9595,1.0007,g
88.933,3.7402,2.042,g
26.5568,2.3865,35.411,g
52.0776,2.7059,4.111,g
33.2187,2.8473,9.2908,g
107.939,4.3789,1.6793,g
36.4288,3.4793,43.6107,g
104.075,2.9479,3.2728,g
49.2169,3.2258,2.1269,g
107.426,4.4152,0.108,g
24.1845,2.1021,1.307,g
21.1516,2.1584,12.9692,g
67.1109,3.3011,2.7181,g
30.0467,2.5004,5.4907,g
25.4389,2.7143,14.0504,g
29.1511,3.1318,11.6197,g
68.6372,3.2819,2.245,g
34.8443,3.1901,14.171,g
42.3471,3.0197,59.389,g
13.4531,2.3375,23.934,g
54.3778,2.7239,7.6374,g
16.9777,2.2989,65.595,g
75.8358,3.2711,2.9174,g
31.0746,2.2934,36.8443,g
40.0304,2.4472,4.6452,g
93.4287,3.7277,2.8918,g
34.8448,2.7122,2.7439,g
61.1136,2.9009,7.7249,g
35.2003,2.8096,12.8885,g
41.9841,2.6289,5.783,g
28.1101,2.3775,44.1008,g
35.3663,2.9253,6.7587,g
22.5381,2.281,40.1653,g
20.9825,2.404,69.7,g
30.1651,2.8901,7.443,g
38.7504,2.6508,13.6657,g
82.6024,3.3685,10.3828,g
23.921,2.0663,14.407,g
67.4796,3.0993,2.6617,g
22.9965,2.5949,2.366,g
98.2466,2.8065,0.72,g
86.4233,3.3173,5.462,g
25.3189,2.7807,14.263,g
60.5508,3.34,11.12,g
25.2385,2.6839,9.1044,g
33.7439,2.6196,15.8654,g
19.7929,2.2266,3.82,g
59.5815,2.6551,7.0357,g
76.8048,2.4914,4.8437,g
32.6392,2.5391,21.5727,g
29.0806,2.3086,29.987,g
69.5501,3.4084,9.3943,g
21.9922,2.1717,11.6635,g
66.4048,3.3304,1.464,g
69.7459,3.0849,7.459,g
97.1789,4.1774,2.833,g
57.7688,3.1963,6.944,g
19.2551,2.3086,9.1317,g
13.1404,2.1775,20.124,g
23.0564,2.4955,15.277,g
28.1337,3.0552,19.309,g
58.6891,2.786,1.7099,g
82.9364,2.3784,2.376,g
114.049,3.3595,6.526,g
25.4301,2.3149,4.087,g
20.473,2.1658,79.154,g
27.054,2.2683,14.518,g
23.908,2.8932,18.596,g
35.1787,2.601,19.0052,g
56.0434,2.9098,1.7181,g
19.9642,2.3032,49.037,g
73.4805,3.4501,2.797,g
35.4783,3.0037,60.676,g
66.8036,3.683,16.085,g
42.8176,2.6915,4.9361,g
42.2579,2.8454,4.1593,g
50.8677,3.0874,9.6532,g
13.0916,2.1351,51.288,g
25.7371,2.721,17.512,g
20.2904,2.0917,82.6073,g
81.5461,3.8676,1.8365,g
29.7596,2.4005,1.363,g
13.1792,2.2,44.1499,g
24.8264,2.4706,5.4415,g
49.5794,2.9861,3.751,g
44.4789,2.8957,6.165,g
21.5294,2.6527,5.343,g
44.91,2.4346,9.7647,g
57.278,2.8808,1.741,g
155.358,2.6493,36.245,g
39.0094,2.7727,19.937,g
21.3128,2.2095,7.096,g
59.8603,3.3684,0.1363,g
40.797,2.404,6.325,g
65.7604,3.1995,4.654,g
87.5279,3.4542,2.617,g
62.4341,3.0308,30.6078,g
28.3882,2.4886,19.803,g
73.0376,3.4429,2.13,g
55.968,2.7745,19.1473,g
25.1866,2.5447,3.873,g
86.5392,4.033,9.7698,g
86.4015,3.6466,4.1261,g
49.5412,2.8338,0.699,g
101.963,4.4168,1.971,g
25.3794,2.4306,30.0704,g
45.7402,3.1214,4.7763,g
20.9636,2.0737,57.837,g
19.6663,2.1889,21.319,g
24.2182,2.3936,84.1374,g
12.6039,2.0881,70.514,g
25.0243,2.5453,29.556,g
39.9538,3.3153,0.139,g
60.8614,3.2929,1.277,g
75.611,3.2041,3.808,g
23.393,2.4401,23.0778,g
38.1462,2.7931,1.4627,g
25.1106,2.4472,26.4601,g
23.5829,2.3847,40.6189,g
19.5436,2.4735,31.933,g
72.926,3.363,3.3709,g
76.1336,3.3493,0.5748,g
12.2995,2.07,24.8636,g
36.8182,2.8615,14.32,g
60.3633,2.776,9.802,g
63.5718,2.6263,11.0676,g
117.092,4.3359,1.7267,g
78.6274,3.2048,3.4898,g
22.5607,2.7033,0.1159,g
26.2043,2.541,32.021,g
37.7037,2.7585,2.2764,g
35.1579,2.6279,2.6246,g
21.9224,2.6656,63.492,g
106.75,3.3472,3.972,g
59.396,2.3927,37.841,g
21.7041,2.179,5.904,g
25.5169,2.4082,11.804,g
29.2376,2.7122,4.5201,g
33.7942,2.989,12.603,g
93.0081,3.9308,1.3818,g
33.8773,2.6355,17.282,g
78.6512,3.2848,9.2693,g
51.8897,3.1181,1.075,g
21.4042,2.6345,2.3372,g
61.5172,2.7694,1.2306,g
27.5007,2.9836,1.5129,g
23.0372,2.5132,37.469,g
81.1973,4.0645,0.614,g
59.0802,2.9457,1.0501,g
36.4776,2.7328,6.2452,g
20.928,2.3064,18.549,g
72.656,3.1421,11.6577,g
22.4471,2.4706,20.1636,g
50.6671,3.0643,0.054,g
38.8126,3.0986,34.586,g
66.473,3.7367,0.467,g
36.7801,3.1297,7.243,g
20.8375,2.3043,57.3209,g
41.3514,3.066,22.0152,g
46.1925,2.6238,10.7331,g
12.8944,2.0917,58.035,g
35.4359,2.9757,15.8652,g
