@relation magic

@attribute FWidth numeric
@attribute FConc numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
12.1773,0.4808,5.4587,g
25.4116,0.1632,53.831,g
14.5052,0.3938,10.469,g
12.2391,0.3887,5.802,g
22.8653,0.1818,1.7098,g
12.9669,0.4965,2.799,g
12.9881,0.5738,46.9385,g
21.8207,0.2839,3.048,g
38.099,0.1656,3.1991,g
9.0267,0.4662,11.7369,g
19.6965,0.372,46.859,g
13.2776,0.3895,1.709,g
17.1019,0.4297,10.575,g
15.3356,0.4465,5.397,g
23.9407,0.2825,4.9547,g
0,0.698,81.1632,g
46.3169,0.095,3.511,g
21.9043,0.1844,1.789,g
23.6018,0.3957,1.762,g
9.0383,0.4988,7.356,g
9.7647,0.8296,35.794,g
16.6898,0.4178,4.9423,g
30.3729,0.1324,2.791,g
21.7903,0.2069,7.0487,g
20.8928,0.3402,40.323,g
20.9217,0.212,8.7643,g
15.6962,0.5182,43.216,g
18.2015,0.4183,73.0349,g
16.7704,0.4964,75.356,g
10.3998,0.5517,46.642,g
13.6672,0.4903,19.803,g
14.1814,0.5643,69.122,g
11.3002,0.6157,83.7969,g
7.2753,0.7703,32.467,g
17.8596,0.349,17.5042,g
26.8157,0.2558,0.0323,g
25.2669,0.3333,3.097,g
24.6282,0.2058,9.3943,g
14.2005,0.4494,3.3657,g
41.832,0.117,4.5595,g
15.4093,0.432,6.5818,g
10.8471,0.371,0.083,g
18.467,0.267,0.226,g
16.925,0.2189,0.026,g
9.8589,0.6744,10.694,g
11.2822,0.3417,17.979,g
18.2407,0.3766,39.0638,g
32.2434,0.1645,1.2941,g
20.163,0.3061,37.794,g
23.4259,0.1502,2.411,g
20.6876,0.3387,5.956,g
18.1634,0.4484,19.0682,g
14.0419,0.3953,8.4814,g
15.0985,0.4476,26.9064,g
12.3885,0.4703,19.31,g
18.7886,0.3512,1.0087,g
15.1087,0.619,59.1272,g
16.3144,0.2745,50.944,g
13.7532,0.4946,4.167,g
15.3985,0.5017,8.9044,g
26.9862,0.2466,8.538,g
17.7916,0.3404,8.817,g
14.9753,0.4828,36.8492,g
15.3856,0.5035,5.4377,g
22.1139,0.334,85.181,g
22.2941,0.242,2.8697,g
18.4582,0.2436,3.622,g
19.641,0.3477,24.2231,g
25.7827,0.2319,4.605,g
18.6558,0.3124,68.2129,g
23.2869,0.269,7.6353,g
12.6187,0.6187,70.525,g
10.0126,0.603,0.788,g
17.6852,0.3224,50.74,g
15.3068,0.4366,3.6056,g
13.6075,0.4989,66.649,g
24.2276,0.3298,47.7302,g
23.9572,0.1476,12.8978,g
29.6875,0.2502,25.176,g
19.5345,0.2466,8.1095,g
22.5359,0.1658,2.8079,g
11.2392,0.726,80.9568,g
17.6019,0.3914,18.6087,g
19.6358,0.1974,0.466,g
20.45,0.2723,5.6926,g
20.246,0.3851,3.397,g
16.1461,0.4888,25.299,g
16.7782,0.3582,5.528,g
18.5969,0.3824,35.946,g
27.5832,0.208,9.451,g
26.4615,0.1495,9.783,g
13.9672,0.392,11.4725,g
28.1233,0.1859,1.0298,g
14.3624,0.3571,6.9109,g
16.6565,0.4962,41.436,g
17.9388,0.251,9.3398,g
11.1405,0.5562,40.0799,g
14.6418,0.3819,19.43,g
16.4057,0.3145,5.231,g
11.8254,0.6216,8.014,g
11.1869,0.4593,3.426,g
12.7046,0.3713,6.8788,g
7.2913,0.796,40.691,g
14.6465,0.47,89.2364,g
11.758,0.7111,73.203,g
37.4145,0.1018,9.0346,g
10.8664,0.7723,7.8457,g
20.0275,0.2696,23.851,g
7.1978,0.7549,7.1029,g
14.838,0.3132,5.235,g
87.3235,0.0673,10.2255,g
44.629,0.1224,8.4648,g
10.1951,0.377,7.226,g
26.9945,0.2044,6.6889,g
10.5247,0.4615,1.8949,g
23.9501,0.218,10.4186,g
8.0563,0.554,21.0694,g
25.3116,0.1811,8.8123,g
20.5004,0.2038,2.2623,g
36.7371,0.0939,1.45,g
12.245,0.26,1.3841,g
10.1083,0.8,58.845,g
15.0459,0.2948,4.5385,g
29.214,0.1733,1.8868,g
20.1572,0.2279,5.544,g
14.1681,0.3877,15.6309,g
18.6517,0.3131,14.4261,g
21.9132,0.2924,14.454,g
0,0.7312,0,g
15.9545,0.46,12.12,g
27.7736,0.1901,4.7419,g
29.7823,0.2967,45.0304,g
29.1772,0.1305,17.622,g
13.3644,0.4952,14.3483,g
10.5553,0.5419,26.545,g
15.1024,0.5718,30.4737,g
14.9805,0.5032,5.219,g
12.7709,0.5523,41.866,g
15.5966,0.2639,3.531,g
17.7705,0.3525,13.2336,g
11.1599,0.5975,44.263,g
10.1863,0.8036,87.5122,g
16.5941,0.4309,5.373,g
10.0757,0.5689,2.819,g
29.7264,0.1673,18.3709,g
9.9386,0.6304,40.251,g
18.9834,0.3453,6.3642,g
10.8864,0.4358,11.566,g
11.7168,0.4795,16.7287,g
17.794,0.3248,10.831,g
15.7807,0.4497,23.325,g
14.76,0.4922,2.108,g
12.8974,0.3713,1.9751,g
10.0765,0.5459,10.9993,g
13.3168,0.3393,4.2637,g
8.7939,0.5586,3.366,g
17.1093,0.6151,58.159,g
25.1876,0.2113,1.027,g
14.7015,0.4474,22.259,g
17.3187,0.4229,22.993,g
13.8846,0.3249,16.5678,g
21.6106,0.1823,6.986,g
13.1445,0.4087,7.3785,g
23.0717,0.2496,7.9276,g
7.1998,0.6844,64.912,g
11.3452,0.5939,35.7407,g
17.8214,0.3447,8.1635,g
28.1804,0.1817,3.2204,g
15.6353,0.5327,8.6074,g
21.6109,0.2282,0.3713,g
26.3565,0.1667,2.555,g
14.2391,0.3427,16.2398,g
11.8234,0.625,14.781,g
27.2173,0.2336,3.685,g
16.313,0.4488,8.435,g
47.7498,0.0795,1.102,g
14.5851,0.5336,58.335,g
22.0402,0.2289,7.436,g
18.6462,0.2585,2.591,g
19.9402,0.197,12.267,g
12.1218,0.6761,45.2352,g
24.2085,0.3021,3.436,g
25.685,0.242,7.7301,g
20.3273,0.28,4.945,g
27.7639,0.265,14.118,g
26.3377,0.1878,1.9837,g
12.7599,0.447,15.1457,g
19.6105,0.1721,6.772,g
17.7236,0.334,12.113,g
16.3281,0.4246,38.3827,g
19.9786,0.2062,1.1638,g
18.3037,0.3901,69.976,g
23.93,0.1989,3.3108,g
17.5892,0.2834,9.8881,g
16.5647,0.4173,4.1367,g
12.2381,0.4293,13.114,g
11.3994,0.7384,78.5401,g
21.2692,0.3084,29.3578,g
11.9063,0.2615,2.85,g
10.6539,0.786,41.3072,g
17.4427,0.3109,1.3814,g
18.959,0.3021,9.6812,g
15.3852,0.5308,4.266,g
59.6147,0.2191,25.1567,g
25.1852,0.2964,31.247,g
22.5865,0.285,3.2549,g
10.0862,0.5671,8.681,g
25.658,0.2036,0.6344,g
16.8076,0.2331,2.8481,g
27.8921,0.2264,23.484,g
26.2401,0.1498,0.746,g
49.7996,0.283,26.0542,g
16.2202,0.5568,48.5567,g
24.806,0.1446,2.2453,g
12.6129,0.3978,3.789,g
12.5296,0.5182,12.583,g
20.4092,0.262,4.4,g
15.0774,0.3305,10.434,g
26.9246,0.2233,0.8402,g
12.8653,0.538,8.0901,g
11.1805,0.739,44.4625,g
17.3307,0.3438,24.191,g
17.7691,0.2446,2.4536,g
11.253,0.4549,15.2359,g
10.2394,0.6114,2.323,g
21.2982,0.2206,8.758,g
10.8712,0.5309,44.224,g
20.728,0.3166,12.8303,g
20.7243,0.3662,1.3953,g
11.4868,0.7331,51.2589,g
34.6534,0.1391,1.3818,g
23.3336,0.2006,3.1102,g
18.8832,0.2584,1.892,g
0,0.7187,25.6257,g
14.4192,0.4442,5.858,g
7.0751,0.6047,82.1614,g
25.764,0.3117,10.0863,g
18.0502,0.4843,89.0757,g
24.1717,0.2842,5.928,g
19.2262,0.2492,5.529,g
21.1771,0.1783,5.4461,g
21.7072,0.2451,1.696,g
30.0694,0.1271,1.977,g
16.776,0.3401,5.3512,g
20.2325,0.3161,37.3138,g
21.6769,0.2234,1.1935,g
31.7711,0.0892,2.526,g
10.636,0.5091,9.9173,g
27.2418,0.1332,1.548,g
25.1592,0.1538,2.9063,g
32.6492,0.1729,1.5563,g
7.409,0.7194,89.3153,g
27.7213,0.1808,11.218,g
7.3868,0.589,9.1895,g
18.1063,0.2389,84.7342,g
24.3881,0.1984,2.1682,g
16.2121,0.4439,1.283,g
12.6632,0.342,58.555,g
22.5269,0.2342,23.94,g
11.0653,0.7279,72.53,g
22.3982,0.2227,10.385,g
14.83,0.3978,6.9052,g
29.1463,0.2313,34.5241,g
14.8781,0.2609,8.831,g
29.8984,0.1217,3.266,g
12.4121,0.489,60.8343,g
13.3194,0.4506,34.735,g
10.0261,0.6186,67.912,g
17.0415,0.2151,0.7289,g
12.3853,0.4932,30.306,g
11.2942,0.6548,46.6417,g
42.8958,0.2194,1.9948,g
28.1038,0.1521,15.361,g
19.5101,0.3957,85.3717,g
14.4003,0.344,11.288,g
23.9963,0.2443,6.1626,g
14.082,0.4113,25.831,g
12.8733,0.5344,33.8273,g
15.7493,0.3085,1.1657,g
13.8838,0.2511,8.287,g
12.8582,0.5632,6.388,g
23.6533,0.2626,0.411,g
30.4948,0.151,3.789,g
19.9094,0.3987,69.0844,g
6.7839,0.7102,5.706,g
14.0939,0.3304,13.666,g
36.3001,0.1435,21.905,g
19.8294,0.3344,3.559,g
15.2252,0.4523,50.002,g
25.3628,0.2279,13.285,g
27.3622,0.1926,12.3377,g
11.8129,0.5677,68.354,g
18.5073,0.2438,4.86,g
16.424,0.3762,4.3301,g
27.1539,0.2697,10.4772,g
25.4403,0.1301,3.1195,g
14.9545,0.59,17.559,g
12.9049,0.3729,1.9453,g
13.4527,0.5429,34.2189,g
19.833,0.292,3.0159,g
11.9252,0.4129,1.845,g
11.5653,0.5568,44.7651,g
47.0245,0.0749,1.575,g
37.3135,0.1875,7.388,g
20.7493,0.3093,11.983,g
9.7452,0.5759,9.586,g
20.9915,0.271,7.672,g
9.7774,0.4403,31.108,g
12.6216,0.6149,18.3101,g
19.5409,0.248,3.7246,g
11.4257,0.5797,16.3023,g
12.049,0.5186,16.026,g
6.8068,0.7245,45.363,g
7.6865,0.7091,24.6644,g
16.634,0.2881,0.0951,g
16.5307,0.3126,2.184,g
14.4996,0.323,8.449,g
7.3623,0.795,1.4971,g
17.3565,0.4776,12.869,g
9.1402,0.641,10.8031,g
22.3597,0.2279,2.701,g
10.9382,0.5977,45.65,g
19.1098,0.3413,2.558,g
26.389,0.2037,2.036,g
18.6738,0.3643,32.22,g
14.5258,0.4566,53.6761,g
18.8031,0.284,0.613,g
11.5876,0.68,85.9662,g
17.7204,0.321,0.531,g
11.3126,0.3661,18.005,g
22.2166,0.3005,6.7334,g
16.057,0.3041,6.499,g
32.4104,0.2487,5.328,g
7.3288,0.7649,80.2685,g
24.2627,0.2322,13.191,g
19.3526,0.2978,11.287,g
16.5049,0.241,3.06,g
21.9402,0.2157,0.5447,g
25.0497,0.2205,5.9606,g
34.1015,0.1276,1.2801,g
20.0366,0.3863,37.8646,g
29.6996,0.1269,8.2437,g
18.4629,0.3016,4.009,g
23.206,0.2518,10.176,g
12.69,0.4246,1.3823,g
10.5335,0.5955,30.898,g
12.0859,0.4066,23.3573,g
24.7563,0.2986,3.5131,g
17.2585,0.3693,13.7391,g
23.7405,0.2139,8.3229,g
10.2982,0.7884,77.978,g
18.0751,0.3059,5.3662,g
10.5804,0.5556,13.462,g
24.1708,0.242,4.0389,g
10.6907,0.5442,42.849,g
11.0829,0.6051,73.3106,g
15.5717,0.3918,7.608,g
12.2248,0.4819,11.7823,g
13.9346,0.3619,15.514,g
12.4933,0.6553,21.2221,g
21.7313,0.3131,18.7204,g
10.9289,0.5511,23.936,g
29.7453,0.1467,1.967,g
17.2409,0.4245,2.315,g
17.3002,0.3164,5.6933,g
9.3478,0.697,75.3948,g
44.9116,0.1081,9.74,g
11.6132,0.6,81.6802,g
10.3792,0.4396,16.3084,g
25.4757,0.259,38.976,g
18.8811,0.3746,7.968,g
16.2443,0.424,52.269,g
17.9904,0.3406,0.5398,g
15.0223,0.4603,2.5305,g
17.2742,0.2487,13.5875,g
9.7556,0.6154,4.278,g
23.5058,0.194,0.224,g
26.6051,0.1797,0.87,g
16.0011,0.3619,11.545,g
23.4638,0.2384,1.101,g
10.6753,0.641,68.1479,g
17.3918,0.3775,73.17,g
30.3512,0.1867,2.6075,g
16.7233,0.3712,14.536,g
17.1438,0.3679,9.3268,g
17.5209,0.3592,60.622,g
12.4033,0.5155,9.3668,g
12.6641,0.4942,6.745,g
22.6783,0.3101,3.919,g
13.8566,0.4865,36.429,g
11.5542,0.3429,13.218,g
9.1501,0.4742,4.8437,g
12.946,0.5043,53.922,g
12.2496,0.668,50.474,g
14.4915,0.4393,65.1564,g
14.6861,0.328,5.028,g
14.9064,0.3757,25.4801,g
11.6845,0.6989,7.208,g
31.483,0.2804,4.5424,g
16.424,0.5037,41.0503,g
18.4821,0.312,76.696,g
25.9122,0.1856,7.437,g
16.1398,0.3041,55.3614,g
14.4095,0.2982,16.9458,g
40.9177,0.1855,14.111,g
15.6067,0.4096,10.089,g
18.5428,0.4,4.915,g
11.1674,0.5996,17.1627,g
18.9378,0.2124,5.806,g
17.3308,0.3754,2.923,g
22.8517,0.243,4.2278,g
22.8505,0.2218,9.087,g
16.2597,0.3989,3.665,g
15.4762,0.4167,3.896,g
15.2379,0.4575,36.675,g
15.7024,0.5528,13.3733,g
25.1742,0.1672,3.9509,g
6.9542,0.6872,5.554,g
19.0896,0.2893,2.29,g
17.7823,0.5221,38.911,g
6.8555,0.865,5.4707,g
20.8316,0.2627,1.8611,g
10.3118,0.588,8.6808,g
12.9114,0.4201,32.021,g
29.0582,0.1991,4.683,g
10.6009,0.4877,40.5255,g
28.8003,0.1172,1.611,g
16.0732,0.4444,19.662,g
13.4775,0.7211,25.9856,g
10.6199,0.6683,31.951,g
16.0422,0.4177,60.313,g
16.9976,0.3305,2.03,g
16.7207,0.3143,2.7439,g
11.6189,0.7234,1.2142,g
11.5181,0.498,51.967,g
7.9487,0.5183,9.0681,g
11.829,0.702,70.514,g
7.2176,0.722,75.3736,g
7.4467,0.7845,88.0294,g
14.9489,0.4988,4.087,g
16.3245,0.4246,11.7131,g
11.6743,0.6061,81.919,g
23.3574,0.2148,0.154,g
14.2087,0.4071,1.359,g
17.9932,0.2735,0.8845,g
21.0614,0.2429,5.248,g
18.3016,0.3408,71.4495,g
24.6191,0.2036,4.1034,g
22.701,0.2738,9.9482,g
20.8065,0.2616,5.5742,g
16.183,0.4494,15.0673,g
12.9794,0.3391,5.7324,g
10.398,0.6158,45.778,g
15.1377,0.3724,0.373,g
44.0007,0.0666,3.2,g
22.0828,0.2258,7.652,g
23.8422,0.3211,15.761,g
10.5199,0.7674,31.914,g
12.3475,0.3799,1.124,g
40.5638,0.2039,7.21,g
23.3996,0.237,3.2298,g
17.4888,0.5495,77.863,g
21.9075,0.2052,10.6894,g
31.6847,0.3358,1.687,g
11.779,0.7032,39.212,g
17.1098,0.2801,50.521,g
10.9416,0.5519,89.264,g
19.9739,0.3859,5.1421,g
30.0053,0.1577,10.9222,g
15.4828,0.3538,61.492,g
9.1549,0.5648,28.6994,g
10.6847,0.5833,11.615,g
21.0753,0.2742,28.75,g
12.8567,0.4981,25.4082,g
10.3615,0.6223,19.4337,g
20.0944,0.2188,12.316,g
31.3594,0.167,2.6846,g
26.7767,0.2824,40.5414,g
16.237,0.3336,1.379,g
17.6167,0.4203,19.1417,g
29.4089,0.162,0.7341,g
21.2289,0.2524,4.4652,g
20.3468,0.3001,7.038,g
29.1948,0.1703,12.336,g
27.3874,0.308,31.9183,g
22.2381,0.2218,4.34,g
12.3598,0.4173,13.937,g
15.8771,0.4805,15.6268,g
23.2863,0.1994,4.1267,g
18.7334,0.349,10.1102,g
17.5338,0.2978,7.3987,g
12.6043,0.4789,22.3269,g
6.9256,0.7476,24.9416,g
10.5312,0.5789,0.535,g
22.9053,0.2663,20.0384,g
17.5973,0.334,1.809,g
22.398,0.2923,78.04,g
24.9571,0.1689,8.0874,g
19.5091,0.3913,49.742,g
32.4188,0.1225,4.26,g
14.857,0.312,5.5783,g
15.6283,0.4047,0.378,g
10.5008,0.4656,4.9965,g
19.3926,0.3024,10.898,g
27.5089,0.1834,5.6174,g
11.4555,0.5409,44.1008,g
21.9359,0.3587,24.56,g
17.6341,0.297,1.854,g
35.6295,0.1998,7.6778,g
15.4355,0.4804,6.918,g
28.4185,0.1951,12.295,g
11.5357,0.4732,26.025,g
7.4793,0.7677,76.6555,g
28.4251,0.196,4.178,g
16.8772,0.3168,15.634,g
17.5801,0.3683,4.9361,g
17.3337,0.5171,8.3521,g
25.18,0.2189,7.9764,g
14.7113,0.3372,8.368,g
18.4805,0.2659,2.6896,g
14.4158,0.3548,14.018,g
16.1585,0.2872,0.12,g
18.0857,0.3288,76.155,g
46.4634,0.0911,3.503,g
11.9107,0.4088,6.46,g
13.5389,0.7262,34.0054,g
16.2878,0.2808,8.446,g
16.6928,0.3554,40.633,g
6.472,0.5736,10.119,g
7.4693,0.7841,63.0438,g
15.3792,0.2536,7.295,g
11.9267,0.3245,31.877,g
26.4917,0.2233,77.1166,g
24.7449,0.2426,7.5637,g
20.7543,0.2263,8.3432,g
21.3621,0.3422,17.919,g
18.3111,0.3481,0.035,g
15.3034,0.4419,16.309,g
25.3623,0.2657,1.0329,g
11.1535,0.3781,6.2944,g
21.972,0.2404,1.5331,g
16.0546,0.3496,8.0786,g
12.3586,0.4822,10.85,g
25.2456,0.1876,12.156,g
14.4421,0.3687,5.2437,g
9.5385,0.8165,73.8778,g
17.0346,0.2878,3.8476,g
21.6453,0.2245,3.1992,g
22.8371,0.2109,0.922,g
12.7318,0.4913,6.261,g
29.0826,0.1884,2.2059,g
9.9114,0.6008,67.771,g
0,0.7601,12.595,g
6.9229,0.7761,29.3704,g
20.4484,0.2898,4.1807,g
18.0448,0.2041,5.3168,g
10.4816,0.7591,85.6648,g
10.6229,0.7877,74.796,g
17.0296,0.2896,13.9446,g
22.3026,0.2381,1.6967,g
10.3376,0.5616,13.228,g
23.5957,0.302,39.0829,g
12.7244,0.3652,18.8214,g
11.7724,0.7085,9.0054,g
19.5329,0.2333,0.817,g
26.3693,0.2764,18.3196,g
11.727,0.455,24.6893,g
6.6144,0.7273,4.344,g
12.7197,0.3681,6.312,g
23.8289,0.1783,4.159,g
11.3451,0.5581,6.6462,g
17.7647,0.4124,17.7064,g
16.5613,0.4842,29.572,g
16.0858,0.2313,4.9132,g
30.3664,0.1364,0.8905,g
31.6236,0.2198,20.7695,g
21.3023,0.1791,0.152,g
16.0047,0.4379,10.3482,g
15.4887,0.4746,51.0691,g
6.8126,0.764,63.211,g
12.5875,0.4715,20.048,g
14.2061,0.4541,1.4627,g
15.0596,0.4248,47.1567,g
33.5956,0.1232,1.437,g
18.7002,0.2872,13.848,g
16.007,0.2562,3.304,g
10.5832,0.7855,58.0375,g
25.1769,0.3093,59.9787,g
17.4154,0.3013,8.866,g
19.2817,0.371,77.5379,g
19.1139,0.2447,18.042,g
34.5541,0.1632,1.129,g
11.2802,0.7454,31.0982,g
11.7976,0.3481,3.1203,g
26.4929,0.2756,7.789,g
14.1008,0.463,1.3133,g
11.8713,0.411,66.669,g
21.8545,0.2248,7.243,g
14.7804,0.348,0.881,g
33.223,0.3214,13.822,g
25.8976,0.1588,7.3272,g
21.8827,0.4597,2.0243,g
17.0048,0.3011,12.8359,g
18.2692,0.2876,11.856,g
18.3722,0.2403,7.1147,g
19.0726,0.3678,81.6368,g
11.0188,0.6021,11.3678,g
22.9807,0.1599,0.343,g
10.2594,0.5497,82.2426,g
14.6778,0.4709,14.451,g
11.2406,0.5628,54.2205,g
12.47,0.3333,3.823,g
23.9796,0.2374,4.173,g
24.7773,0.2214,8.624,g
22.0414,0.2134,1.406,g
9.9206,0.8,76.267,g
20.8785,0.3814,0.8302,g
28.0521,0.1845,9.834,g
10.8949,0.5381,21.068,g
22.3318,0.1845,3.778,g
10.6329,0.602,28.035,g
21.7463,0.3065,6.181,g
24.2211,0.2032,1.851,g
15.3339,0.4129,5.9374,g
7.6307,0.5229,31.498,g
12.4181,0.3496,10.7331,g
16.0261,0.4186,33.041,g
29.3315,0.1816,0.1495,g
12.6004,0.716,38.4018,g
26.135,0.1936,7.564,g
15.214,0.3122,31.791,g
6.9264,0.5635,18.4147,g
11.356,0.5752,49.2234,g
12.5979,0.4387,4.0462,g
28.8037,0.1446,0.3439,g
37.0624,0.1118,2.334,g
7.0619,0.6099,9.8612,g
10.7129,0.561,66.0088,g
21.5068,0.4605,0.6186,g
12.8258,0.3882,26.8446,g
22.8555,0.3288,53.8665,g
37.8131,0.0853,0.111,g
28.222,0.2179,4.4376,g
8.75,0.628,4.5212,g
22.193,0.3881,11.697,g
7.0172,0.7877,34.358,g
19.3033,0.3557,1.0842,g
23.0616,0.1869,6.987,g
11.044,0.6604,24.0178,g
12.8155,0.3985,43.914,g
6.8753,0.7798,6.661,g
15.988,0.2606,6.303,g
16.8379,0.3433,22.632,g
14.4629,0.3951,24.821,g
11.2609,0.4888,2.303,g
27.1661,0.1801,6.142,g
28.5416,0.2865,2.661,g
11.5763,0.7265,72.426,g
18.509,0.2775,4.798,g
25.6517,0.2231,46.1539,g
28.7665,0.1171,0.7571,g
13.9513,0.4897,9.2464,g
21.2758,0.3379,30.825,g
20.2,0.2161,0.667,g
36.4798,0.1348,6.999,g
11.3052,0.5683,9.527,g
55.923,0.0984,2.423,g
10.4236,0.488,5.203,g
11.2215,0.5793,13.295,g
22.1137,0.2286,12.3675,g
11.3907,0.5767,73.5609,g
23.4542,0.1415,2.3248,g
15.3958,0.4291,20.8552,g
12.2282,0.3381,5.9072,g
10.8996,0.5737,12.6972,g
21.6594,0.3063,22.353,g
13.7444,0.3752,10.277,g
17.1655,0.2812,12.001,g
21.7384,0.2198,7.9929,g
22.2694,0.2693,2.1067,g
13.3794,0.4706,37.143,g
40.6289,0.1013,3.708,g
23.7679,0.1517,1.891,g
28.2506,0.2484,1.215,g
19.4481,0.2247,4.8668,g
26.5278,0.3222,1.086,g
12.3422,0.5073,9.809,g
37.9939,0.0905,1.024,g
30.7397,0.1588,7.8862,g
27.0418,0.1695,4.39,g
28.4437,0.1576,4.575,g
18.8957,0.2519,5.772,g
25.8956,0.24,0.146,g
20.2657,0.3824,43.362,g
11.1348,0.7565,25.658,g
16.5181,0.2314,6.228,g
26.8329,0.2057,3.4161,g
46.0472,0.1018,18.0251,g
25.2353,0.1797,18.905,g
7.0072,0.7059,24.434,g
15.7262,0.5219,2.298,g
29.2513,0.2161,34.3027,g
14.8271,0.4246,1.87,g
17.6006,0.3002,7.26,g
11.0502,0.6224,36.709,g
12.3589,0.4764,3.08,g
11.2504,0.7491,86.7275,g
16.9893,0.2973,4.862,g
19.6985,0.3185,0.759,g
12.9894,0.4935,53.563,g
28.3284,0.2594,10.5115,g
14.7801,0.3743,10.721,g
19.0735,0.7161,74.308,g
25.1711,0.1906,1.415,g
19.5177,0.4216,82.4452,g
22.1106,0.4354,21.346,g
17.1774,0.3289,6.749,g
12.8338,0.4504,1.0147,g
11.9991,0.6563,60.3974,g
33.0604,0.0984,2.312,g
18.3556,0.2761,1.7355,g
21.5708,0.2263,2.154,g
21.1687,0.1745,0.013,g
31.0642,0.1823,6.423,g
27.9993,0.2198,2.929,g
21.7998,0.2326,4.789,g
10.7672,0.4465,6.816,g
11.9259,0.5109,12.6618,g
14.8302,0.4768,25.2944,g
12.0951,0.6506,49.197,g
21.43,0.2843,2.1534,g
41.6145,0.1978,1.419,g
14.4053,0.5467,14.3269,g
22.3784,0.2092,1.2155,g
26.8382,0.2441,35.118,g
14.3788,0.3978,86.2952,g
17.609,0.276,7.336,g
32.8249,0.1713,3.499,g
19.9587,0.3018,7.614,g
21.5881,0.2025,0.704,g
14.7268,0.4132,3.798,g
22.099,0.2691,2.183,g
15.868,0.5665,17.713,g
17.1898,0.5124,25.764,g
7.3876,0.5882,13.4966,g
36.0231,0.1729,2.8204,g
0.0063,0.596,21.138,g
14.8798,0.2924,5.0177,g
20.7861,0.173,1.3687,g
37.4008,0.1461,1.304,g
10.1826,0.5672,12.9105,g
33.7186,0.2297,0.1081,g
25.388,0.2361,2.952,g
20.7097,0.2104,1.0347,g
22.0771,0.2627,7.795,g
7.1696,0.702,49.935,g
28.8326,0.2047,1.2638,g
17.2847,0.3325,8.59,g
23.1211,0.1902,11.9037,g
37.9568,0.1015,0.227,g
10.2859,0.7713,6.984,g
18.8093,0.2254,1.3991,g
10.2825,0.4791,12.174,g
10.8143,0.5785,23.666,g
12.3542,0.4661,85.6181,g
50.5402,0.0803,5.931,g
10.3855,0.4518,65.202,g
13.0214,0.305,5.173,g
12.662,0.4396,2.588,g
11.53,0.6077,23.452,g
10.2226,0.457,2.4303,g
12.2392,0.5226,5.388,g
25.2797,0.3484,41.428,g
17.4968,0.2831,6.1441,g
21.1594,0.2007,0.221,g
19.4698,0.2691,8.6172,g
16.3549,0.4748,89.9155,g
12.7282,0.4945,11.243,g
8.8987,0.6683,27.014,g
14.7591,0.3118,3.81,g
6.2161,0.79,30.257,g
17.5048,0.2995,0.539,g
16.0295,0.435,44.0604,g
38.2146,0.1647,1.2749,g
14.1175,0.359,0.9098,g
19.0053,0.246,6.929,g
16.8769,0.1872,1.579,g
27.4271,0.1687,1.2327,g
0,0.7877,59.9239,g
10.3802,0.5089,34.518,g
24.1665,0.1501,0.087,g
15.3845,0.4249,17.2981,g
35.1811,0.3384,40.61,g
11.3311,0.728,43.7132,g
19.2893,0.3209,15.8311,g
