@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-3,9,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
12.1125,2.4786,8.947,g
11.3002,2.3598,83.7969,g
26.8969,2.8309,15.135,g
10.8063,2.5982,5.565,g
22.7264,2.953,4.825,g
26.765,2.8525,1.4663,g
28.8639,3.3406,6.479,g
18.3875,2.827,31.6682,g
10.3517,2.3674,35.9057,g
10.7983,2.1644,77.35,g
31.4427,3.861,0.7859,g
10.7969,2.6222,15.0428,g
11.4298,2.3766,16.73,g
18.6292,2.7105,80.473,g
15.3048,2.636,1.092,g
14.1906,2.4814,27.3402,g
19.833,3.0451,3.0159,g
16.4085,2.3953,60.543,g
14.1489,2.8811,3.3282,g
15.2366,2.8099,12.0413,g
33.7746,3.6251,1.479,g
15.3743,2.4843,7.671,g
23.4882,3.3391,5.247,g
20.884,3.1181,17.406,g
17.664,2.912,10.237,g
29.7032,3.5078,1.64,g
26.1604,3.1075,5.861,g
12.897,2.7275,44.373,g
13.9634,2.6021,1.523,g
24.5551,3.2015,2.3306,g
12.9693,2.6064,58.6846,g
28.8898,3.4044,1.2469,g
10.3998,2.2405,46.642,g
15.3013,2.5459,7.388,g
18.2275,2.5999,9.11,g
10.4644,2.2672,6.3162,g
12.7109,2.5832,0.029,g
17.3136,2.1761,56.8865,g
18.1531,2.8822,0.9333,g
20.7041,2.7308,64.571,g
16.0335,2.8055,19.4174,g
11.7121,2.4814,19.8739,g
23.9225,3.4746,0.1897,g
16.6665,2.7771,4.584,g
27.7519,3.2253,2.8669,g
10.1951,2.4955,7.226,g
18.8161,3.1472,5.1233,g
7.112,2.1746,15.288,g
38.2191,3.6877,1.9969,g
19.7515,3.2392,3.53,g
9.7568,2.2304,87.9835,g
28.5022,3.4893,1.1058,g
14.35,2.3738,2.2101,g
16.4734,2.5798,7.352,g
14.3624,2.7756,6.9109,g
6.8968,2.1973,11.338,g
15.4321,2.5179,10.9987,g
14.8362,2.4385,16.534,g
6.6732,2.2529,7.689,g
14.9805,2.4886,5.219,g
21.8339,2.8312,2.858,g
12.6968,2.6464,0.457,g
10.6091,2.1367,0.0621,g
18.3722,2.6799,7.1147,g
16.8769,2.2978,16.0875,g
12.0396,2.5821,16.055,g
60.4622,4.4604,2.6075,g
15.7242,2.4409,10.379,g
17.5674,2.7011,1.314,g
28.6943,3.1803,5.798,g
18.1945,2.5459,5.704,g
23.3668,2.8713,11.817,g
28.3567,3.2103,3.9083,g
11.0999,2.5855,16.72,g
19.6985,3.2245,1.341,g
13.5035,2.4425,19.9136,g
27.2173,2.8274,3.685,g
10.6387,2.1959,68.712,g
24.5232,2.9848,0.554,g
21.2075,3.0284,5.5489,g
11.4093,2.2833,45.9059,g
20.3857,2.9533,8.94,g
32.2449,3.4986,1.408,g
16.3565,2.6015,12.4043,g
17.1148,2.9786,1.006,g
12.9889,2.4191,10.139,g
29.5536,3.2977,19.0501,g
21.532,2.772,7.4382,g
9.5412,2.3945,20.7,g
12.4471,2.437,45.8014,g
11.623,2.5244,16.144,g
12.2902,2.7214,30.297,g
12.4786,2.3627,26.131,g
17.9498,2.8842,7.312,g
19.3554,2.5971,55.884,g
20.541,2.7547,42.632,g
7.4076,2.2162,6.1193,g
21.2593,3.0538,9.0222,g
15.0895,2.7513,15.311,g
19.0756,2.5746,3.2425,g
17.1847,2.871,6.9791,g
17.2934,2.9511,12.2655,g
10.8443,2.5798,14.5319,g
9.5923,2.534,8.249,g
17.7531,2.9472,0.8358,g
33.2622,3.5645,3.1589,g
30.6098,3.2504,11.124,g
12.0507,2.3483,21.428,g
13.7669,2.6248,55.1624,g
7.2066,2.1089,58.679,g
12.1783,2.4082,11.474,g
24.1878,2.8354,1.7101,g
17.4715,2.7466,20.797,g
22.8507,3.3797,6.54,g
24.7107,3.0783,6.2998,g
21.3124,2.6294,29.3634,g
22.4074,2.9415,1.949,g
23.6207,3.2119,2.8194,g
16.2256,2.7846,0.805,g
15.1024,2.5629,30.4737,g
11.5868,2.2613,69.4336,g
27.4901,2.8976,65.913,g
9.9673,2.2355,5.6753,g
19.2637,2.9741,3.837,g
16.356,2.6716,13.8,g
9.9386,2.2648,40.251,g
18.2798,2.9605,5.3339,g
12.1588,2.1414,17.444,g
26.8382,2.7059,35.118,g
29.7552,3.1316,1.591,g
12.5051,2.4676,73.658,g
39.3699,3.2659,12.0685,g
11.7264,2.0149,44.082,g
14.5258,2.752,53.6761,g
9.7647,2.3064,35.794,g
41.832,3.6121,4.5595,g
15.6747,2.8519,1.9602,g
27.8531,3.5542,0.984,g
23.0016,3.2234,2.359,g
7.1448,2.0774,9.9488,g
10.7727,2.4224,21.7968,g
15.0539,2.608,58.6235,g
17.3681,2.9506,4.2502,g
15.0831,2.8597,5.396,g
17.9912,2.721,2.701,g
24.9571,3.2241,8.0874,g
16.4353,2.6217,5.521,g
18.982,2.9825,1.0133,g
9.9741,2.2405,45.7173,g
18.2841,2.8899,0.075,g
24.8016,3.6641,0.051,g
24.6754,3.0276,2.8916,g
16.9151,2.638,22.6447,g
11.0224,2.4362,35.37,g
38.3607,3.805,3.104,g
22.8209,3.4472,1.9326,g
14.7819,2.6058,13.5661,g
20.4274,3.1565,3.235,g
16.6237,2.7267,16.5815,g
10.8264,2.4822,48.887,g
26.2723,2.747,37.3532,g
10.148,2.7408,6.707,g
15.2389,3.1313,0.542,g
30.013,3.2508,3.2282,g
18.8853,3.0137,0.7342,g
20.2189,2.5617,71.603,g
13.5471,2.6345,0.057,g
16.6563,2.7604,24.449,g
16.9276,2.3847,82.5247,g
15.6274,2.4786,19.691,g
15.8726,2.9447,5.0398,g
16.7679,2.6415,9.544,g
17.2617,2.3775,49.329,g
22.0682,3.0618,6.193,g
11.9221,2.525,1.6146,g
7.456,2.1599,63.3662,g
12.4303,2.5821,3.0025,g
29.4298,3.529,11.0105,g
29.3758,2.7368,81.3672,g
15.2609,2.7415,15.109,g
8.3747,2.372,20.6729,g
28.1032,3.4176,5.324,g
11.0327,2.2625,5.1507,g
10.5088,2.2227,46.285,g
47.6357,3.6409,4.972,g
31.0481,3.5175,5.0286,g
15.3503,2.4962,39.136,g
18.3376,2.8182,14.5462,g
11.4268,2.0917,67.6544,g
10.5836,2.2504,13.9345,g
27.772,3.2738,72.4438,g
25.0497,3.5108,5.9606,g
15.9192,2.5635,2.6191,g
13.3841,2.659,8.0922,g
13.3194,2.3375,34.735,g
20.9776,2.9383,6.035,g
14.3513,2.6684,3.542,g
15.0564,2.8932,8.5788,g
24.93,3.1235,2.245,g
20.0974,3.1647,1.2698,g
9.7293,2.2405,8.6873,g
26.3693,3.0512,18.3196,g
24.2711,3.5073,6.784,g
24.3995,2.8119,3.314,g
20.2657,2.7638,43.362,g
11.196,2.2122,56.9209,g
12.6516,2.433,13.331,g
23.4469,2.9355,5.378,g
10.9239,2.3766,10.1604,g
35.1145,3.7157,4.5107,g
57.4737,3.9179,8.6814,g
16.8329,2.3784,36.8783,g
16.4474,2.9383,7.8144,g
20.7493,3.0537,11.983,g
13.4302,2.6848,6.0914,g
16.492,2.5605,2.276,g
27.0197,3.5433,0.883,g
16.5254,2.2923,81.779,g
14.2861,2.5085,13.394,g
14.8915,2.6955,15.321,g
22.0968,2.3757,14.6067,g
18.9737,3.1281,4.9933,g
8.7097,2.3775,5.9537,g
116.342,4.8025,19.9605,g
10.9547,2.2765,23.896,g
17.7977,2.8385,0.4904,g
13.3808,2.6498,22.307,g
16.2259,2.3149,84.4501,g
27.2546,3.4081,3.0708,g
11.8205,2.1746,6.0163,g
16.6179,2.8837,6.11,g
38.4807,3.876,1.5824,g
9.9083,2.6902,0.7801,g
27.8229,3.9569,0.2799,g
10.94,2.3892,51.144,g
21.7244,3.1987,6.34,g
14.8112,2.6906,15.5689,g
15.3539,2.6604,2.124,g
14.4934,2.8689,4.081,g
9.4953,2.2742,29.712,g
10.5528,2.3909,14.894,g
28.946,3.8051,2.4615,g
22.9493,2.9836,11.45,g
7.0199,2.1055,23.036,g
13.0682,2.6866,10.878,g
22.6725,3.0594,5.633,g
17.9574,2.8579,4.885,g
25.3677,3.2845,7.2741,g
16.3332,2.6785,3.234,g
25.5087,3.0833,3.906,g
16.2319,2.6048,66.6354,g
17.8801,2.6243,25.4166,g
17.6684,2.5545,33.326,g
7.2007,2.2636,24.1032,g
6.9149,2.1055,15.343,g
15.9281,2.5237,27.4515,g
12.9067,2.4646,13.097,g
24.7585,2.9425,21.9634,g
11.728,2.0846,8.7191,g
29.2149,3.0927,9.9658,g
17.3704,3.1754,7.052,g
26.8179,3.4736,1.6503,g
10.8308,2.2082,27.106,g
16.556,2.567,29.6658,g
28.99,3.3266,14.203,g
9.2505,2.5752,73.681,g
29.4005,3.3715,1.909,g
21.3799,2.9811,18.0501,g
12.2371,2.64,2.975,g
19.5602,3.1581,0.6543,g
23.7765,3.1857,8.662,g
36.7371,4.1396,1.45,g
12.5907,2.5152,21.501,g
20.2518,2.8698,20.879,g
20.7325,2.9385,7.4038,g
21.5481,2.6862,17.6995,g
12.8327,2.4433,4.0575,g
10.6311,2.6985,12.0162,g
0,2.1688,59.7983,g
10.4792,2.3444,3.79,g
11.8155,2.3043,75.9321,g
6.9873,2.0626,52.3913,g
26.7767,2.7505,40.5414,g
18.3037,2.6493,69.976,g
10.1034,2.5145,32.3945,g
19.7679,2.76,16.05,g
17.4477,2.3128,62.3507,g
7.2266,2.1477,4.075,g
17.7513,2.42,14.1914,g
10.6044,2.1399,25.8546,g
11.6319,2.692,9.5707,g
6.7992,2.1287,13.3261,g
25.5776,3.4601,0.4546,g
18.7164,2.6274,46.523,g
6.9842,2.0512,48.4901,g
17.4968,2.7328,6.1441,g
25.5277,3.1714,0.04,g
26.505,3.5083,5.3505,g
10.9754,2.1508,81.1239,g
31.5879,3.5227,15.7003,g
33.8684,3.3503,5.5282,g
13.0364,2.4065,8.7272,g
15.8118,2.5198,75.2845,g
27.1255,2.7955,14.9066,g
7.1262,2.2109,12.325,g
17.5709,2.7889,30.2907,g
6.7426,2.248,23.221,g
24.806,3.1276,2.2453,g
12.4757,2.3829,6.4218,g
28.1233,3.6012,1.0298,g
13.0452,2.8119,5.5843,g
20.6646,2.7304,2.257,g
31.3958,3.8644,0.9648,g
21.7955,3.1948,7.1523,g
14.3577,2.8663,5.354,g
13.9346,2.6232,15.514,g
10.8012,2.1717,0,g
12.8227,2.437,36.1365,g
21.1663,2.7451,61.037,g
11.555,2.6826,33.4715,g
6.807,2.2028,55.157,g
19.3217,3.0952,1.5526,g
15.52,2.5705,29.1506,g
18.6937,2.8842,8.261,g
13.9513,2.6642,9.2464,g
30.9829,3.0035,88.582,g
17.0613,2.9256,7.5903,g
15.9224,2.5004,9.45,g
17.8022,2.3692,24.601,g
19.9587,2.7404,7.614,g
25.6996,3.2413,0.076,g
23.4257,3.0408,11.302,g
21.7446,3.2604,11.531,g
26.2015,3.4777,3.804,g
16.7704,2.3128,75.356,g
22.0728,3.0745,8.5106,g
10.7532,2.2577,15.1814,g
18.0335,2.6269,23.5489,g
36.5351,3.696,4.533,g
16.2832,2.7832,36.3443,g
13.4339,2.4829,7.147,g
16.0994,2.7938,13.0951,g
11.3438,2.3483,39.434,g
15.1226,2.5328,44.6921,g
9.9276,2.4479,59.946,g
22.0666,2.8479,0.164,g
10.714,2.2148,15.7756,g
12.9711,2.567,24.558,g
19.8429,2.372,16.099,g
12.8979,2.4257,62.887,g
39.2427,3.8333,0.1348,g
13.591,2.7649,2.2025,g
0,2.1055,81.1632,g
15.6787,2.7135,5.1857,g
12.1585,2.243,34.78,g
11.6713,2.3414,9.329,g
12.164,2.7271,3.556,g
13.5947,2.6263,6.363,g
33.1618,3.7835,7.5825,g
19.3823,3.2934,1.4085,g
50.8824,4.3901,1.3933,g
26.8918,3.2888,2.554,g
17.4318,2.9432,8.348,g
12.4255,2.4141,3.954,g
22.7019,2.8139,7.0048,g
27.5089,3.6777,5.6174,g
29.6092,2.995,1.23,g
11.2219,2.5038,43.2002,g
10.3792,2.4362,16.3084,g
43.1381,3.8129,2.192,g
16.6977,2.7734,23.344,g
29.5853,3.2293,7.0009,g
25.4085,3.0695,8.047,g
22.6803,2.9031,27.191,g
27.46,3.8403,0.913,g
43.1748,4.1475,0.905,g
17.7621,2.5308,39.6204,g
21.3919,2.995,5.3538,g
12.8416,2.3901,16.771,g
25.2981,3.2412,0.85,g
12.0576,2.5289,4.9083,g
14.9262,2.4764,24.927,g
11.5164,2.6826,0.0258,g
16.8321,2.7868,17.765,g
19.9786,3.1266,1.1638,g
10.4724,2.5126,11.59,g
16.4459,3.0797,4.8939,g
34.9071,3.269,14.18,g
23.1666,3.3556,4.935,g
21.5574,3.2414,2.402,g
24.0344,3.1202,4.2963,g
17.3116,2.5717,20.6015,g
15.2931,2.8482,12.26,g
24.5573,2.9985,20.914,g
19.0376,2.9836,9.634,g
20.5852,2.786,53.6537,g
10.6788,2.2068,22.874,g
13.9437,2.5092,35.974,g
11.0041,2.3345,16.8715,g
16.0965,3.0097,3.236,g
29.3901,3.3268,1.7119,g
14.9414,3.039,6.554,g
34.6919,2.9914,16.9967,g
15.594,2.7447,15.426,g
31.097,2.9432,25.601,g
11.8514,2.4639,88.8305,g
11.3923,2.1477,46.8979,g
16.9249,2.7973,13.374,g
11.4566,2.601,20.6302,g
11.5733,2.4548,44.479,g
11.0749,2.2175,68.7191,g
35.3999,3.778,16.4022,g
7.2982,2.0737,65.121,g
17.2814,2.7376,17.504,g
9.6014,2.2867,5.341,g
17.8381,2.9178,0.1809,g
24.1248,2.8303,6.511,g
17.1774,2.6196,6.749,g
16.4281,2.5397,6.37,g
11.1673,2.3201,38.769,g
14.187,2.6026,4.5456,g
20.7618,2.902,25.831,g
32.3191,3.9381,3.9652,g
17.5389,2.5514,77.9057,g
16.3505,2.586,9.1817,g
15.2643,2.4346,43.507,g
22.6935,3.3034,29.8189,g
15.482,2.5922,3.6166,g
21.5306,3.1984,1.1614,g
12.0866,2.4354,12.7719,g
9.6425,2.2095,20.5917,g
18.3546,2.4191,46.942,g
19.3318,3.1239,7.468,g
12.049,2.5428,16.026,g
28.7008,3.9116,1.1204,g
12.5796,2.4289,26.508,g
6.7262,2.1508,14.3447,g
10.6734,2.1732,0.8832,g
15.3273,2.3304,54.418,g
16.0002,2.6212,24.9539,g
10.5243,2.2041,63.186,g
12.989,2.4023,48.0394,g
21.2993,2.4526,43.616,g
24.7642,3.4049,2.7714,g
7.3198,2.2343,82.7575,g
6.7909,2.1255,24.1247,g
17.4694,3.0565,0.3246,g
23.2094,2.8968,0.2526,g
24.8056,3.4833,5.923,g
24.9014,3.5027,5.325,g
10.325,2.1688,37.04,g
37.8131,4.1169,0.111,g
26.617,3.5064,3.431,g
11.779,2.0394,39.212,g
13.3094,2.8195,8.079,g
0,2.081,0.0003,g
25.8828,3.1641,6.6579,g
18.7916,2.616,87.3998,g
11.9254,2.4955,39.1621,g
9.7733,2.2788,30.7414,g
8.5484,2.3953,25.4615,g
12.9553,2.8639,10.2801,g
16.4084,2.5447,32.125,g
20.7811,3.049,0.064,g
15.2507,2.4764,11.1493,g
9.0267,2.4713,11.7369,g
24.4737,2.6527,11.0895,g
11.0301,2.0846,54.137,g
19.6787,3.0519,5.7179,g
7.0751,2.3324,82.1614,g
16.3028,2.7645,5.3643,g
16.9131,2.74,3.616,g
21.853,2.74,14.432,g
18.603,2.5315,2.259,g
11.9209,2.3454,10.3786,g
15.6067,2.5211,10.089,g
12.4435,2.2553,45.725,g
10.8728,2.2878,9.768,g
18.8041,2.9523,28.0147,g
10.4464,2.2625,26.9489,g
12.7122,2.8079,3.6905,g
27.4017,3.5898,4.0456,g
22.8455,2.9903,30.645,g
10.1384,2.415,13.1194,g
10.3181,2.1658,79.7945,g
13.9151,2.4914,10.303,g
24.7944,3.0613,3.825,g
19.913,2.7987,16.2665,g
14.1871,2.837,1.7725,g
12.5932,2.3838,31.192,g
10.3781,2.2041,26.6697,g
19.5578,2.8199,11.7065,g
19.561,3.0199,21.1203,g
8.2492,2.3054,29.8227,g
12.1891,2.3936,25.011,g
20.4984,2.7675,45.4214,g
23.6241,3.5179,4.5762,g
20.8973,2.5465,21.5382,g
14.3355,2.6707,10.738,g
22.6427,2.5982,0.6684,g
11.789,2.3118,40.554,g
23.3574,3.3005,0.154,g
18.2984,2.4306,1.8311,g
12.7204,2.3375,2.8134,g
15.3656,2.4526,31.6991,g
21.8288,3.2379,17.919,g
16.9639,3.0504,3.501,g
25.4437,3.5335,2.3568,g
34.3604,3.6921,0.5894,g
17.3551,2.9809,6.444,g
7.0966,2.0774,2.867,g
14.6347,2.6977,21.324,g
15.0729,2.3512,17.1957,g
16.844,2.6222,19.4837,g
22.7493,2.8817,7.0274,g
14.7804,2.7372,0.881,g
19.0703,2.8567,45.8112,g
16.7256,2.7493,16.421,g
10.8373,2.2253,88.7458,g
32.3154,3.5511,3.195,g
19.4175,2.8893,11.4565,g
20.8446,2.9012,49.586,g
18.4524,2.679,88.4244,g
13.7325,2.7003,22.2594,g
15.2548,2.574,18.785,g
13.7973,2.4385,7.815,g
26.6153,3.2665,9.9628,g
11.3907,2.2122,73.5609,g
12.7427,2.4793,14.9667,g
10.1151,2.472,22.93,g
19.3348,2.6513,17.658,g
15.9127,2.5711,39.9411,g
21.2266,3.2118,9.041,g
12.853,2.2253,0.663,g
23.5901,2.6981,15.162,g
8.8102,2.3865,3.198,g
15.4942,2.8319,7.135,g
24.307,3.4442,4.018,g
14.2443,2.5085,2.141,g
12.0523,2.5658,15.901,g
14.4806,2.7067,2.5603,g
20.5986,2.8633,7.0737,g
9.9089,2.2304,69.608,g
15.1741,2.5478,5.498,g
21.7939,2.7853,18.6016,g
6.6537,2.2672,37.1524,g
15.776,2.541,8.6201,g
25.2185,3.5661,8.732,g
24.96,3.1892,3.414,g
10.9495,2.1189,33.5722,g
11.3774,2.238,26.726,g
11.743,2.1508,17.1657,g
18.6146,2.6493,61.5717,g
9.4041,2.3222,34.761,g
22.2238,3.1418,4.0081,g
29.9032,2.871,6.819,g
25.5307,2.6726,13.719,g
27.3224,3.5856,3.096,g
15.5201,2.5441,5.3365,g
10.7479,2.4241,7.007,g
19.6795,2.7828,13.5342,g
19.7156,2.7864,9.903,g
11.3577,2.534,15.1204,g
25.1567,3.4111,2.4183,g
46.4167,4.2885,2.5168,g
23.9565,2.9353,46.5742,g
31.4793,3.7932,1.149,g
28.8355,3.6695,3.9201,g
12.5417,2.3294,30.572,g
33.6443,3.6139,1.987,g
30.5777,3.1947,19.254,g
25.6002,3.4024,0.6057,g
12.4933,2.3139,21.2221,g
10.5212,2.4955,82.9909,g
16.4931,2.7372,4.6235,g
31.4947,3.7937,4.6349,g
7.0722,2.2978,14.3451,g
21.6524,2.9474,5.49,g
17.033,3.0722,4.2585,g
35.0906,3.4135,3.034,g
12.5983,2.4843,12.362,g
21.1057,2.8267,3.921,g
30.1405,3.991,2.82,g
28.3282,3.4859,0.1197,g
10.09,2.444,57.86,g
21.4698,3.1331,3.3443,g
43.0125,4.0978,0.365,g
10.2322,2.3243,31.7443,g
6.8126,2.1255,63.211,g
19.5091,2.6628,49.742,g
21.3894,3.0892,29.33,g
16.7608,2.5894,1.392,g
22.2845,2.6781,8.675,g
20.5594,2.4878,10.0413,g
10.5893,2.3711,24.043,g
12.929,2.4385,5.8995,g
20.2121,2.8615,1.1672,g
20.4478,3.1074,0.0179,g
17.8441,2.6571,1.8043,g
20.7404,2.9638,2.5917,g
10.3653,2.2455,26.38,g
18.4851,2.8341,2.3258,g
14.8271,2.8785,1.87,g
25.9772,3.0962,1.37,g
10.7264,2.5165,13.961,g
18.2776,3.0765,0.851,g
0,2.2393,19.341,g
15.1393,2.5635,10.655,g
12.3796,2.5092,33.2465,g
10.696,2.3284,14.87,g
21.4605,2.9085,23.745,g
13.5465,2.6004,53.453,g
22.38,2.9031,6.4023,g
16.613,2.708,0.5379,g
18.8885,2.7024,45.6085,g
28.4177,3.2973,1.4659,g
15.3675,2.4676,0.2621,g
26.4866,3.6683,2.714,g
31.98,3.7864,2.923,g
11.4868,2.1917,51.2589,g
19.2844,2.7156,4.282,g
11.234,2.0881,77.453,g
15.1329,2.772,4.916,g
25.5262,3.3118,1.746,g
13.9789,2.4378,31.443,g
18.4907,3.0376,1.0728,g
12.1955,2.3375,17.229,g
31.5236,3.7553,3.2945,g
12.3616,2.6646,40.0613,g
35.2073,3.6612,5.684,g
17.7428,2.7931,7.9894,g
12.6641,2.5916,6.745,g
14.6512,3.1081,2.038,g
10.5225,2.4487,70.176,g
24.6091,3.2907,5.5798,g
16.5627,2.9232,15.8142,g
6.9982,2.0881,19.5113,g
23.4394,2.8106,5.035,g
15.7948,2.5899,16.093,g
19.6693,2.6821,45.296,g
17.3337,2.4654,8.3521,g
16.3756,2.586,9.132,g
15.389,2.7664,0.8311,g
7.0348,2.224,36.1992,g
11.3342,2.3139,71.07,g
28.0962,3.0054,5.5364,g
33.9954,3.6327,7.9368,g
11.5594,2.3118,13.7302,g
27.1606,3.1826,32.222,g
12.8258,2.4601,26.8446,g
17.7969,2.6015,2.5856,g
18.7265,2.76,26.9369,g
16.9447,2.8089,46.111,g
12.7911,2.5798,1.1917,g
12.8922,2.5944,5.079,g
11.3634,2.4691,27.7838,g
29.7308,3.2451,16.3555,g
12.4005,2.5472,12.095,g
29.3093,3.2351,13.672,g
22.3456,2.6702,5.2528,g
14.48,2.954,11.5618,g
11.1028,2.1055,32.5129,g
7.4656,2.1945,18.256,g
10.781,2.3243,5.895,g
24.4385,2.9996,9.4205,g
6.6472,2.3385,21.3825,g
11.8129,2.3664,68.354,g
7.5854,2.2878,2.676,g
22.8564,3.0336,76.05,g
26.001,3.0249,18.3581,g
39.6185,3.8011,4.893,g
13.9381,2.4969,53.624,g
26.3056,3.8134,0.558,g
18.1937,2.9547,4.507,g
27.1587,3.1872,1.804,g
15.5999,2.5237,2.148,g
10.0684,2.3483,18.907,g
35.7976,3.6811,10.239,g
27.648,3.3638,1.324,g
44.486,3.8963,0.346,g
17.6534,2.8159,5.212,g
26.834,2.8287,16.007,g
7.0231,2.3043,50.3182,g
15.0317,2.7903,8.9491,g
24.8864,3.5431,0.646,g
10.4816,2.1804,85.6648,g
10.9893,2.1351,49.544,g
15.9191,2.5988,1.578,g
16.0825,2.5179,17.638,g
22.0192,3.2475,2.653,g
17.6851,2.8887,7.6187,g
14.83,2.8052,6.9052,g
23.9115,3.2827,15.024,g
17.8658,2.4983,15.401,g
13.1511,2.6299,26.798,g
9.9788,2.3701,61.282,g
12.4493,2.3531,27.644,g
11.0175,2.6542,4.0232,g
20.4816,2.7189,81.4656,g
12.872,2.3375,34.4932,g
23.6533,2.9974,0.411,g
15.2802,2.7007,11.9391,g
23.9407,2.9689,4.9547,g
21.5673,2.711,5.8769,g
22.1277,3.3672,2.2801,g
35.8086,3.0506,7.3095,g
14.4363,2.4281,9.44,g
29.424,3.4013,0.167,g
12.7318,2.4579,6.261,g
15.8402,2.5752,78.633,g
33.4334,3.6305,3.049,g
17.6725,2.4409,82.0579,g
11.2174,2.2292,82.7517,g
11.0311,2.1222,9.8482,g
17.4983,2.6469,30.876,g
7.1339,2.1287,80.0502,g
12.8155,2.6767,34.361,g
37.033,3.4319,6.105,g
23.0851,2.9602,9.5359,g
20.8356,2.932,12.322,g
13.6074,2.5099,86.211,g
25.5487,3.5403,13.249,g
10.3135,2.4125,11.165,g
12.0785,2.0394,7.605,g
23.4377,3.0392,12.5002,g
13.455,2.6217,19.672,g
28.8504,3.6901,3.2455,g
24.4774,3.2129,3.7653,g
12.8358,2.5804,10.813,g
10.7133,2.4232,12.99,g
10.7054,2.2135,63,g
28.7369,3.1713,17.2831,g
20.2255,2.8357,49.3474,g
19.9061,2.6238,4.901,g
25.7637,2.9117,31.937,g
11.3458,2.238,23.812,g
23.5451,2.9863,43.5443,g
31.9681,3.6151,0.1512,g
18.1573,2.6937,17.775,g
9.5406,2.3385,46.9799,g
24.2545,3.1906,4.7062,g
7.2779,2.2393,86.0119,g
16.9167,2.5397,7.942,g
12.2412,2.6964,15.563,g
16.041,2.9513,5.686,g
18.8565,2.5647,14.8002,g
21.4115,2.7532,26.137,g
16.2752,2.6803,5.0774,g
11.2618,2.3434,44.47,g
14.1112,2.5198,21.041,g
22.252,2.9906,6.437,g
14.2391,2.7574,16.2398,g
14.7705,2.6817,1.8019,g
13.812,2.5484,20.874,g
