@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R3,9-11'

@attribute FSize numeric
@attribute FAlpha numeric
@attribute FDist numeric
@attribute Class {g,h}

@data
2.433,39.092,164.469,g
2.6632,2.6291,163.381,g
2.5971,9.1961,143.43,g
2.6091,3.8476,81.8432,g
2.7412,0.2816,220.423,g
3.1302,6.997,204.724,g
3.0803,9.4008,230.392,g
2.1156,77.476,227.178,g
2.4472,19.4794,114.037,g
2.2934,36.511,90.9553,g
2.5838,6.947,120.583,g
2.3118,75.817,122.801,g
2.2601,54.01,219.179,g
3.8532,0.975,173.38,g
2.3294,31.108,158.647,g
2.6449,11.409,126.745,g
2.0952,51.983,191.877,g
2.9538,3.9115,151.587,g
2.5139,7.6707,150.528,g
2.3701,51.044,161.454,g
2.9248,2.982,210.249,g
2.9652,12.2356,223.843,g
2.2742,16.332,161.059,g
2.6508,31.436,233.711,g
2.317,22.684,101.92,g
2.3531,34.976,123.11,g
2.5927,26.1088,63.177,g
3.1348,0.1023,368.258,g
2.3927,36.0888,127.75,g
2.0986,89.9026,139.852,g
2.4082,14.8675,224.409,g
3.4549,1.853,179.499,g
2.243,15.91,170.332,g
2.9996,7.7732,131.033,g
2.4955,32.312,38.7584,g
2.7675,17.915,229.756,g
2.7563,21.895,202.806,g
3.0118,9.401,299.582,g
2.4409,7.247,150.287,g
2.6444,12.422,157.251,g
2.6955,23.739,116.789,g
2.5441,64.3998,188.867,g
3.4125,7.539,230.045,g
2.692,46.859,123.296,g
2.8567,0.5325,271.086,g
2.1351,27.318,137.048,g
2.9201,5.6934,327.214,g
2.29,21.05,202.08,g
2.695,4.2209,123.023,g
2.3664,12.596,85.9899,g
2.6454,0.3188,170.336,g
2.485,84.1039,221.567,g
2.2683,79.386,116.122,g
3.4946,1.577,208.863,g
2.7727,14.367,199.806,g
3.3033,8.3432,252.168,g
3.4331,41.9676,152.755,g
2.3233,2.178,229.673,g
2.8354,5.9909,248.281,g
2.9928,47.954,191.008,g
2.7694,1.709,333.205,g
2.2867,64.7773,54.9974,g
3.3422,3.2776,224.356,g
2.3054,14.5896,231.163,g
2.1089,90,116.265,g
2.238,35.758,130.539,g
3.1131,14.393,209.252,g
2.3274,69.395,159.159,g
2.4005,1.154,172.465,g
2.3674,0.206,167.508,g
2.4091,8.0901,199.781,g
3.0931,9.5101,186.465,g
2.9752,7.135,271.691,g
2.2707,45.195,151.186,g
2.2122,32.3548,248.18,g
3.2994,2.5884,332.298,g
2.3901,2.303,153.977,g
2.7649,5.526,175.281,g
3.0613,4.933,226.425,g
2.4031,11.0181,314.871,g
2.2553,26.256,190.149,g
2.2923,11.0853,185.27,g
2.1553,27.5608,245.963,g
2.3997,32.826,155.877,g
2.6527,33.3063,197.039,g
3.1377,4.5449,226.533,g
2.7189,33.5365,160.513,g
3.1418,4.683,291.476,g
2.3589,16.343,184.799,g
2.4654,39.8891,181.353,g
3.9645,3.994,239.336,g
4.2944,4.934,201.771,g
2.6585,35.1875,192.477,g
2.4749,81.6908,200.766,g
3.7089,2.376,304.361,g
2.6101,0.7536,231.376,g
2.8142,5.69,88.5483,g
2.641,18.7204,245.797,g
2.5434,7.8933,226.337,g
2.5276,7.845,149.267,g
2.8873,7.658,252.709,g
2.5179,17.314,134.68,g
2.2601,62.1191,211.033,g
2.2776,42.5529,145.204,g
3.2243,2.755,406.034,g
3.6564,2.2189,210.977,g
2.7782,3.9526,254.026,g
2.5391,3.055,179.057,g
2.8014,11.8961,234.124,g
3.2096,41.2088,64.7299,g
3.1422,1.4238,308.222,g
4.2409,3.4479,328.333,g
2.8642,10.4948,120.422,g
2.8212,0.632,207.647,g
2.6998,7.6904,290.636,g
2.6304,1.8424,145.416,g
2.4836,1.3049,156.831,g
2.667,6.187,197.297,g
2.5539,34.5922,196.133,g
2.5781,0.274,201.537,g
2.3324,42.849,175.7,g
3.7388,8.2632,206.324,g
2.6123,1.156,127.826,g
2.3979,44.277,147.071,g
2.9135,11.901,173.046,g
2.6772,2.765,152.77,g
2.4362,17.2981,205.663,g
2.5179,16.183,148.279,g
2.637,14.961,152.898,g
2.2418,11.4657,172.05,g
2.4487,35.495,87.9001,g
2.4385,84.5089,40.3003,g
2.5276,2.4303,335.466,g
2.9937,13.848,205.336,g
2.9117,9.214,287.473,g
3.215,9.093,341.91,g
3.2102,14.0804,133.505,g
2.5159,8.694,156.341,g
2.596,7.8407,168.778,g
2.9256,32.783,227.05,g
2.9941,0.183,147.843,g
2.679,6.7859,67.0467,g
2.0394,21.57,62.5198,g
2.8716,4.9345,159.29,g
3.159,6.69,339.359,g
3.073,0.94,188.266,g
3.5732,1.147,231.359,g
3.0445,8.4572,196.396,g
2.2553,13.602,172.622,g
2.73,40.2122,84.8384,g
3.1974,10.4307,217.979,g
2.936,2.008,205.866,g
3.0204,0.181,324.714,g
3.0048,2.006,303.874,g
3.1268,3.778,268.456,g
3.0639,11.0782,94.1792,g
2.7782,6.675,94.9412,g
2.1055,25.035,184.187,g
2.5993,73.7915,76.7587,g
2.2753,52.542,226.706,g
2.0626,50.5733,244.466,g
2.2201,12.261,161.136,g
2.8392,20.0586,137.561,g
2.3434,80.5135,81.318,g
2.6325,2.992,265.238,g
2.2625,8.311,104.602,g
2.5079,18.579,131.593,g
2.8834,0.539,255.603,g
3.48,3.347,252.754,g
2.248,57.0635,195.445,g
2.2467,32.221,177.329,g
2.7131,0.792,254.048,g
3.9292,4.106,287.049,g
2.7288,3.789,185.431,g
4.0567,2.1094,224.331,g
3.5853,0.806,238.402,g
2.9445,3.3108,282.046,g
2.1861,39.9572,176.344,g
3.4605,2.176,324.139,g
2.8681,14.407,199.075,g
2.499,7.7895,214.322,g
2.5922,34.636,149.712,g
2.5804,19.6912,253.019,g
2.1287,16.506,220.915,g
2.5308,5.9332,155.355,g
2.0881,11.249,131.125,g
2.7206,5.6246,178.225,g
2.3064,36.639,108.544,g
2.9956,13.1445,275.723,g
2.7093,0.933,74.8111,g
2.5938,3.343,252.541,g
2.1775,34.3656,158.954,g
3.418,1.121,208.418,g
2.5315,2.559,131.612,g
2.2393,51.82,196.578,g
2.6165,12.576,156.25,g
3.1402,6.254,263.367,g
3.6687,4.124,304.571,g
2.9574,2.1164,246.049,g
3.517,80.7067,77.0437,g
2.6138,83.7287,138.963,g
2.3729,26.329,193.915,g
2.4624,4.122,192.917,g
3.0488,4.874,159.999,g
2.6314,18.365,131.33,g
2.882,6.2206,80.1779,g
2.889,1.651,254.099,g
3.539,86.2934,65.6288,g
2.8657,14.2293,169.606,g
2.6415,5.0736,152.21,g
2.6138,5.5254,169.305,g
2.6085,67.164,225.353,g
2.3793,6.912,179.05,g
4.2034,0.3748,257.81,g
2.6915,84.0609,181.251,g
2.9138,4.1846,230.925,g
2.1021,18.0727,163.975,g
3.6508,1.379,261.264,g
2.4843,24.9956,64.141,g
2.5159,13.671,300.303,g
2.4464,47.407,95.4522,g
2.3365,0.4882,103.821,g
2.6405,17.995,143.476,g
3.0779,17.364,137.303,g
2.3811,9.809,156.321,g
2.7054,29.895,112.626,g
2.9047,33.805,194.337,g
2.5575,6.1882,183.255,g
3.1757,8.0235,145.532,g
2.6959,13.747,154.013,g
2.5384,6.8644,196.761,g
2.7631,14.9219,199.632,g
2.7197,17.172,140.18,g
2.8998,11.4622,150.238,g
2.3589,4.7412,112.347,g
2.6613,40.323,39.7423,g
3.1593,2.85,188.651,g
3.3427,1.818,180.959,g
2.4518,10.545,108.33,g
2.7589,13.7391,186.985,g
2.2822,17.278,338.274,g
2.7439,43.9162,55.2383,g
2.5955,13.7582,91.8873,g
2.7774,6.978,130.919,g
2.9906,9.5163,177.32,g
3.5649,1.825,358.199,g
2.5447,68.1324,234.56,g
2.938,0.2989,223.827,g
3.5158,1.576,289.206,g
3.1874,0.3113,341.943,g
2.6069,44.853,151.049,g
2.9501,3.764,158.301,g
2.4306,2.3661,207.886,g
2.5237,2.558,238.888,g
2.4691,5.448,167.441,g
2.2553,79.697,154.535,g
2.499,1.209,208.951,g
2.9717,20.3344,86.0919,g
2.8817,16.104,187.594,g
2.4314,8.4594,205.518,g
3.6607,1.133,365.289,g
3.3775,7.4539,173.836,g
3.0228,9.643,329.541,g
3.7112,3.266,250.797,g
2.6556,2.6299,248.256,g
2.635,1.8909,215.623,g
2.0473,47.4731,195.113,g
2.6117,83.6202,60.9289,g
2.9258,16.5236,190.811,g
4.276,1.96,287.767,g
2.5058,2.8735,188.798,g
2.5575,31.06,230.924,g
2.7612,8.163,268.679,g
2.1658,60.204,98.9831,g
2.2672,23.2813,110.329,g
2.3181,72.539,123.258,g
2.9183,5.1931,276.676,g
2.4175,58.5536,75.0135,g
2.8543,0.951,309.663,g
2.5752,8.363,186.179,g
3.016,0.256,263.831,g
2.4654,24.1621,195.012,g
2.5434,56.2,99.1448,g
2.3927,0.055,184.6,g
2.3434,19.429,176.246,g
2.6201,15.3551,88.8168,g
2.7593,54.262,37.9877,g
2.738,30.1103,161.725,g
2.4749,10.347,240.523,g
3.146,4.8351,241.207,g
2.7105,7.371,235.9,g
2.7368,4.2358,237.302,g
2.2601,23.2454,201.817,g
3.223,2.954,257.873,g
2.4639,37.3772,200.612,g
2.6623,3.355,194.465,g
2.8907,16.483,215.683,g
2.6585,9.2091,76.6665,g
3.9531,2.4052,290.111,g
2.3284,82.6674,33.7811,g
2.0149,48.809,232.29,g
3.3732,1.687,346.585,g
2.8096,69.079,194.444,g
2.8932,9.7527,194.288,g
2.9135,0.759,181.51,g
2.5763,12.9366,58.6703,g
2.4249,35.604,170.859,g
3.1297,2.313,236.112,g
3.0676,2.036,305.043,g
2.4698,40.8052,60.8276,g
2.6503,38.7226,192.469,g
2.6835,25.3949,186.147,g
2.143,21.0694,143.302,g
3.1028,0.114,362.993,g
2.8062,48.1879,62.181,g
2.2625,62.108,196.488,g
2.2,1.4971,159.366,g
2.9699,4.3301,273.474,g
2.2529,4.1929,210.796,g
3.333,1.5723,207.306,g
2.6898,15.485,179.332,g
2.1055,7.361,202.789,g
3.5558,4.134,286.69,g
2.6425,16.8056,189.636,g
2.5688,18.6087,225.822,g
2.4771,15.7031,109.533,g
2.1889,88.4375,97.0711,g
2.5821,38.491,138.55,g
3.3409,3.2837,257.543,g
2.5092,7.3378,190.024,g
2.2601,43.8882,230.192,g
2.4533,8.8517,124.125,g
2.6385,14.6597,183.362,g
2.7118,8.789,256.883,g
2.0626,7.5002,114.916,g
2.499,4.7392,220.476,g
2.5775,31.0008,122.632,g
2.8491,0.8225,233.127,g
2.5145,10.885,170.054,g
3.091,5.0911,339.606,g
3.7549,4.054,215.109,g
3.0088,6.929,172.232,g
2.8774,32.224,63.9582,g
2.6637,16.456,139.8,g
2.3212,42.146,148.972,g
2.4631,31.3026,148.187,g
2.723,29.901,105.593,g
2.1673,27.001,233.389,g
3.6499,1.0564,244.837,g
4.1179,3.5362,261.867,g
2.372,85.4955,157.854,g
3.0812,28.845,117.723,g
3.4098,0.9013,347.427,g
3.1518,3.8163,199.788,g
2.3314,14.9007,96.8673,g
2.4771,60.424,135.619,g
2.9602,4.397,253.104,g
2.9337,4.0907,281.905,g
2.798,20.615,182.32,g
2.1987,13.9464,133.634,g
3.9317,2.334,165.201,g
2.4362,1.699,228.875,g
2.2201,0.513,172.443,g
2.754,24.677,246.174,g
3.0941,17.011,291.495,g
2.243,15.774,95.5705,g
2.889,3.458,223.154,g
2.938,83.9665,128.878,g
3.214,9.4564,206.967,g
2.8621,2.1534,262.871,g
2.5971,13.042,221.555,g
2.5763,48.7839,85.0159,g
2.4346,29.3534,228.656,g
2.9509,9.669,197.798,g
2.9165,8.796,92.4558,g
2.3139,3.987,151.905,g
2.3617,15.2811,235.247,g
2.3502,9.586,181.926,g
2.3962,15,180.234,g
3.4596,5.3057,275.317,g
2.4526,4.6337,197.098,g
2.5557,36.6633,166.645,g
2.9383,4.625,212.014,g
2.2188,7.7242,193.31,g
2.3086,39.533,184.419,g
2.6609,5.3282,196.925,g
3.0418,10.791,208.487,g
2.3522,16.0923,187.323,g
3.4532,14.518,75.6293,g
2.0107,13.992,132.914,g
2.2068,13.446,243.879,g
2.6425,24.255,217.092,g
2.4878,10.9799,108.704,g
2.6474,53.8665,78.7964,g
2.3454,8.4488,208.981,g
2.5453,5.744,195.125,g
3.2444,1.496,297.162,g
2.8698,0.464,215.603,g
3.4526,22.924,120.77,g
2.5065,8.6074,127.693,g
2.1673,25.752,152.596,g
3.1429,7.789,293.646,g
2.6542,2.967,185.584,g
3.4223,3.1843,306.825,g
2.5079,37.168,45.3787,g
2.4683,69.7617,108.017,g
2.281,47.669,41.3964,g
2.4541,15.5608,161.762,g
2.3075,54.994,89.4429,g
2.3444,4.268,53.1367,g
3.3386,9.1402,152.375,g
2.4928,7.271,183.715,g
3.1578,17.108,236.35,g
2.964,4.0561,157.084,g
2.6594,22.037,212.993,g
2.4843,12.2494,180.247,g
2.372,16.191,237.163,g
2.3784,2.356,190.444,g
2.64,10.898,271.184,g
2.64,73.4413,153.579,g
2.5635,2.867,242.869,g
2.3883,75.4267,43.4756,g
2.2028,10.83,159.811,g
2.444,13.937,202.692,g
3.7736,3.2298,210.612,g
2.451,25.089,190.638,g
2.3962,11.578,96.5599,g
2.2405,69.4052,222.036,g
2.6893,44.017,124.942,g
2.4074,38.043,211.135,g
2.4609,29.107,114.982,g
2.0986,3.7149,238.689,g
2.586,17.904,139.935,g
2.8007,27.155,117.891,g
2.6439,3.798,149.753,g
3.6926,3.417,226.762,g
2.5916,85.6181,61.0844,g
3.1019,0.686,317.499,g
2.781,15.8283,160.076,g
2.2867,10.8918,261.431,g
2.3375,30.3774,148.701,g
2.5038,36.8492,178.539,g
3.3844,1.666,276.477,g
3.5462,2.6004,184.646,g
2.5711,16.0581,165.292,g
2.608,35.043,146.607,g
3.0871,3.194,245.858,g
2.7404,6.753,201.604,g
2.6812,12.615,136.947,g
2.07,37.207,239.781,g
2.946,2.4536,201.049,g
4.1355,6.8092,301.437,g
3.2667,12.275,338.84,g
2.2956,46.255,188.909,g
2.9335,1.92,200.622,g
2.3608,60.281,246.735,g
4.6791,4.3673,232.102,g
2.4023,20.6971,108.832,g
2.1492,43.188,285.059,g
2.7578,40.71,125.077,g
3.8649,0.775,300.311,g
2.2109,68.723,71.1737,g
2.0917,1.0099,143.774,g
2.5192,17.384,211.328,g
2.4871,35.5121,183.705,g
3.2782,2.2974,344.005,g
3.2368,5.3168,246.114,g
2.1351,39.912,121.681,g
4.1786,2.7219,238.499,g
2.4771,11.423,86.461,g
2.2999,20.1371,151.706,g
2.8943,3.783,280.264,g
3.4752,1.714,248.998,g
2.4479,32.599,66.5004,g
2.5218,1.9453,225.001,g
2.8017,19.8988,203.361,g
2.7122,24.726,48.9024,g
2.4983,18.4507,278.219,g
3.3718,64.0988,216.986,g
3.3834,7.926,223.007,g
3.7743,2.627,314.004,g
3.021,6.909,252.777,g
2.3551,1.3685,177.406,g
3.2977,4.185,280.578,g
2.5688,3.859,68.7853,g
2.1287,41.4708,169.016,g
2.6425,39.2421,219.021,g
2.0314,68.3548,226.328,g
2.4907,9.632,89.1076,g
2.6561,8.9282,277.766,g
2.0774,45.432,124.04,g
2.7059,1.0329,179.666,g
2.8296,4.4105,186.205,g
3.6021,3.4725,288.938,g
2.7466,9.1118,247.191,g
3.0761,8.357,199.559,g
2.4141,44.832,53.3248,g
2.6212,31.0894,363.867,g
2.2175,81.919,182.046,g
4.2843,3.325,298.116,g
3.8632,3.3842,207.298,g
3.1136,7.672,268.331,g
2.3064,23.675,154.8,g
3.6711,1.627,243.701,g
2.3775,14.071,92.8876,g
3.8598,1.0024,230.907,g
2.7016,26.6481,222.431,g
2.9196,5.401,184.114,g
2.3997,17.516,147.412,g
3.3893,3.777,216.952,g
2.6439,16.6,195.314,g
2.1775,21.9904,240.351,g
3.135,1.2333,176.45,g
2.2109,74.796,156.879,g
2.6488,18.3524,105.913,g
2.2467,0.5897,93.9143,g
2.4354,11.9691,171.53,g
2.2343,8.3002,135.243,g
2.451,6.2216,163.285,g
2.7332,0.275,136.596,g
2.9963,4.985,310.321,g
2.6721,4.2591,172.568,g
2.3531,36.8299,88.4856,g
3.3503,1.2458,312.22,g
4.2366,3.602,256.051,g
2.776,39.1194,216.39,g
2.2317,72.4972,202.044,g
2.7088,2.087,178.577,g
2.081,42.4922,176.011,g
2.5883,10.503,160.204,g
2.7222,85.3816,27.794,g
2.0986,22.516,109.609,g
2.6289,28.429,128.77,g
2.7645,12.463,182.065,g
2.4191,23.341,115.735,g
3.2015,1.1676,332.74,g
2.8254,25.428,56.8985,g
2.5211,13.611,138.208,g
3.0149,0.8548,241.859,g
3.6438,4.149,371.266,g
3.0938,10.208,226.462,g
2.6335,31.7237,203.782,g
2.6498,8.869,148.422,g
2.1446,47.963,155.2,g
2.7878,6.9787,171.216,g
2.7903,8.3289,133.084,g
2.2945,16.4346,204.995,g
2.2856,26.26,139.873,g
2.5993,1.8603,135.964,g
2.2911,16.162,110.983,g
2.734,67.8084,77.2901,g
2.3627,15.015,217.309,g
2.5809,53.537,42.7011,g
2.9307,18.4615,133.387,g
2.5045,62.848,224.101,g
2.905,9.808,168.391,g
3.0598,2.801,249.162,g
3.8374,5.1219,272.336,g
3.266,14.118,148.595,g
2.9501,1.832,335.901,g
2.7631,2.371,313.163,g
2.8686,22.0916,117.341,g
3.1558,10.7248,160.741,g
2.993,0.298,301.215,g
2.6269,20.071,175.236,g
2.2529,83.0585,212.21,g
2.1319,31.0982,173.797,g
2.785,19.5239,238.8,g
2.8119,22.871,78.6451,g
2.8915,0.706,192.935,g
2.6853,3.7748,267.892,g
2.5527,40.5639,163.722,g
2.9219,5.9938,187.459,g
3.2649,3.363,214.055,g
2.4771,89.2364,103.368,g
2.7931,1.869,259.995,g
2.2799,61.3805,161.368,g
2.608,6.3642,174.436,g
2.4224,6.3588,182.577,g
2.9079,4.009,173.179,g
3.3252,4.4256,254.857,g
2.5676,1.8232,150.058,g
2.6123,1.759,278.108,g
2.5179,17.7197,105.322,g
2.4698,30.756,160.806,g
2.4533,26.7566,82.6036,g
2.1351,9.7876,208.598,g
3.4894,6.7811,239.04,g
3.324,3.329,369.024,g
2.2492,40.227,199.406,g
3.474,0.279,220.469,g
3.8354,1.94,334.315,g
2.5416,6.5706,128.943,g
2.7466,4.09,296.447,g
2.485,19.335,224.153,g
3.0273,10.09,217.413,g
3.3463,5.1038,226.5,g
2.4216,36.6265,171.152,g
4.0415,18.0251,128.668,g
3.0934,63.886,76.3174,g
2.6435,2.777,160.042,g
2.791,1.0712,251.314,g
2.8639,8.1635,220.094,g
2.776,11.0731,171.038,g
2.616,0.6666,298.569,g
2.4108,13.294,108.564,g
2.2304,13.241,209.209,g
2.5617,18.547,137.846,g
2.266,8.1347,224.467,g
2.357,59.013,65.5167,g
3.6311,2.7956,210.673,g
2.9484,9.433,54.8131,g
2.9388,6.6105,216.875,g
2.5422,3.4462,181.609,g
3.107,0.6385,135.21,g
2.1189,13.3891,163.277,g
2.3627,18.8702,141.795,g
2.8998,4.995,183.932,g
2.0881,35.1373,96.1175,g
2.5832,0.077,201.373,g
3.0538,14.193,271.63,g
3.8108,4.6472,131.492,g
3.3116,24.017,102.78,g
2.8579,10.894,233.995,g
2.9235,2.523,221.733,g
3.3763,1.776,343.14,g
2.1875,8.5588,169.087,g
3.3537,4.985,261.14,g
2.1889,28.062,128.425,g
2.6053,1.1296,192.952,g
2.3589,1.011,147.215,g
2.3971,34.2142,145.562,g
2.4886,16.697,168.026,g
2.0273,25.9219,202.874,g
2.1847,20.212,220.354,g
3.709,0.3439,308.041,g
2.6508,31.155,125.266,g
3.5741,1.979,387.259,g
2.3064,44.6217,86.7621,g
2.9906,40.3115,62.1829,g
2.3531,0.2168,94.6145,g
3.5629,5.1984,144.375,g
2.4893,56.0713,165.408,g
2.5676,12.658,146.432,g
2.666,3.7388,88.9212,g
2.6575,27.7485,231.706,g
2.1644,20.707,84.1078,g
4.0217,3.949,337.985,g
2.2999,76.9494,226.745,g
2.1746,11.746,194.679,g
2.6547,30.202,59.0132,g
2.7828,14.834,186.723,g
3.3867,14.878,311.774,g
2.2122,41.804,203.445,g
2.5729,52.1482,152.064,g
3.894,1.061,250.673,g
2.2148,35.5834,160.796,g
2.3655,78.069,160.356,g
2.5328,10.0186,199.539,g
2.6207,10.455,112.963,g
2.6994,7.006,258.524,g
2.3444,31.0635,160.522,g
2.7767,2.98,146.036,g
2.4273,37.113,213.755,g
2.8209,2.693,181.556,g
2.616,1.0447,192.302,g
3.5016,5.0598,205.717,g
2.6739,9.6233,182.668,g
4.0457,0.2731,205.141,g
3.1119,3.3923,273.526,g
2.754,13.767,261.181,g
3.2816,13.191,105.189,g
2.3434,15.2,221.949,g
3.3865,12.615,226.328,g
2.9754,10.652,298.281,g
2.8985,23.326,95.6755,g
2.2516,9.825,87.9476,g
2.499,5.528,116.31,g
2.2355,23.4938,144.308,g
2.749,10.355,183.665,g
3.0563,0.5862,231.634,g
2.9178,1.046,166.39,g
2.273,15.4989,165.812,g
2.541,3.9884,162.993,g
3.2565,65.2633,51.9804,g
2.3541,4.18,90.3423,g
3.1181,5.4106,276.139,g
2.2765,84.0046,147.396,g
2.9617,5.313,186.229,g
2.8028,8.021,158.679,g
2.5218,24.538,173.304,g
3.0026,2.788,257.499,g
3.8581,4.5252,244.058,g
3.6165,2.043,229.754,g
2.2279,44.928,140.654,g
2.3766,7.9729,208.17,g
3.1239,0.618,274.93,g
2.1584,48.027,169.681,g
2.5315,49.711,222.705,g
3.527,3.511,290.058,g
3.2908,8.161,226.055,g
3.2658,7.626,230.41,g
3.2139,18.651,155.62,g
2.3222,14.987,121.748,g
3.1364,4.629,275.341,g
2.5899,5.2474,198.702,g
2.9673,4.9759,78.257,g
2.8733,19.6425,229.259,g
2.4241,17.237,229.378,g
3.3463,4.7419,187.57,g
2.0273,3.57,77.4207,g
2.437,16.3257,131.568,g
3.4859,4.39,248.09,g
2.2227,70.269,143.021,g
2.6294,8.688,229.638,g
3.8115,4.6873,255.246,g
2.5465,12.7025,217.838,g
2.4579,3.88,78.0479,g
3.1106,9.691,126.379,g
3.2503,1.7301,273.148,g
2.9664,5.0087,204.394,g
2.3054,41.9953,177.479,g
3.673,1.781,365.286,g
2.5065,36.394,147.706,g
2.8633,7.6842,219.668,g
3.1229,8.8233,231.298,g
3.083,6.3019,209.911,g
2.666,0.132,146.121,g
3.2704,4.18,270.557,g
2.7828,11.9522,208.072,g
3.1697,1.965,243.866,g
2.6395,26.0319,188.168,g
2.6196,89.6589,197.117,g
2.3979,52.269,108.745,g
2.5145,11.4981,218.958,g
2.0846,18.557,174.246,g
2.8287,8.2667,274.001,g
3.1327,3.0035,212.741,g
2.9063,13.963,223.689,g
2.5855,5.7872,232.282,g
2.6781,10.4898,187.696,g
2.8663,2.906,121.75,g
3.2683,7.3758,262.074,g
4.1523,1.828,311.279,g
2.5832,17.652,208.254,g
3.7146,1.607,316.605,g
2.4385,53.016,49.0425,g
2.5569,5.08,216.813,g
2.8751,7.5772,200.038,g
2.9643,8.441,180.572,g
2.0273,87.3142,226.386,g
2.8943,9.1233,242.491,g
2.8736,9.569,66.8445,g
2.9467,5.201,138.779,g
2.7976,7.399,186.826,g
3.123,10.582,141.367,g
2.6031,13.1428,168.471,g
2.4232,4.457,188.4,g
3.4552,2.4324,240.516,g
2.74,25.0017,184.905,g
2.4713,40.222,147.285,g
2.637,7.051,198.076,g
2.2956,18.316,219.12,g
2.7828,13.229,134.954,g
2.5982,7.7364,205.825,g
2.7818,1.1826,377.361,g
2.3909,10.8561,200.957,g
3.7666,16.903,209.747,g
3.3422,1.39,294.682,g
2.4289,8.4921,121.258,g
2.4401,9.9947,163.199,g
2.3522,10.181,185.309,g
2.7007,0.151,247.38,g
2.9138,3.288,154.049,g
3.8601,11.863,103.747,g
2.8774,0.559,294.746,g
3.1515,5.284,261.21,g
2.5593,8.793,182.308,g
3.1652,2.619,313.464,g
2.7657,14.121,194.79,g
2.836,4.582,319.987,g
2.3674,64.045,215.763,g
2.9491,8.7569,198.657,g
2.6571,2.081,244.073,g
