@relation magic

@attribute FLength numeric
@attribute FSize numeric
@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
18.2936,2.3918,0.2819,43.5251,g
68.9088,3.3161,0.0867,0.7358,g
24.7808,2.5938,0.2739,10.7326,g
22.3943,2.5971,0.2491,55.884,g
27.6894,2.317,0.3012,87.6204,g
24.6496,2.527,0.1917,50.7377,g
53.1682,3.2047,0.0927,13.4803,g
16.3558,2.3385,0.3417,55.451,g
31.9106,2.3997,0.2171,25.087,g
23.5536,2.3962,0.2149,49.0547,g
27.0017,2.7105,0.1899,80.473,g
23.5152,2.8331,0.2357,6.411,g
20.6393,2.4116,0.2384,41.187,g
84.2741,3.8949,0.0635,3.7714,g
33.3814,2.7088,0.2727,2.087,g
19.4731,2.4556,0.3205,53.7383,g
24.0671,2.29,0.3205,21.05,g
20.3898,2.4298,0.3587,7.6029,g
26.089,2.637,0.2042,10.832,g
25.9087,2.6037,0.2005,89.502,g
33.0328,2.6812,0.1781,45.3284,g
64.949,3.4594,0.1023,0.76,g
21.2705,2.4314,0.2241,54.769,g
17.9911,2.2648,0.356,21.9555,g
29.3684,2.5218,0.194,1.9453,g
76.6071,3.77,0.0981,3.7384,g
61.596,3.3757,0.0987,0.488,g
28.7453,2.5977,0.3371,15.033,g
74.7173,2.9001,0.1907,10.598,g
28.5676,2.9219,0.1837,8.016,g
68.7354,2.9251,0.1182,9.3666,g
51.3155,2.4166,0.251,8.8813,g
38.7824,3.2171,0.1368,21.516,g
102.309,3.9317,0.0601,2.334,g
58.6077,2.8166,0.1335,0.256,g
72.1161,3.5358,0.0837,15.2695,g
131.487,2.8954,0.1622,2.915,g
113.164,2.9645,0.0917,8.8474,g
85.6279,3.9472,0.0677,1.92,g
59.963,2.9146,0.1686,2.592,g
24.383,2.5119,0.2508,22.4899,g
20.5056,2.3531,0.2683,1.701,g
35.1654,2.7712,0.1804,3.828,g
31.966,2.5635,0.209,10.655,g
44.5086,2.8951,0.1203,11.329,g
41.3935,2.4393,0.2491,1.811,g
59.7172,3.628,0.0934,1.706,g
44.2526,2.7197,0.2336,7.6218,g
49.6514,3.0939,0.1116,0.839,g
81.8411,2.836,0.1291,4.582,g
40.0652,2.9811,0.1655,18.0501,g
25.0535,2.6803,0.2307,27.262,g
44.3569,2.4955,0.2252,26.077,g
87.6741,2.8943,0.1397,0.933,g
24.4466,2.5434,0.2074,1.8427,g
36.8698,2.7288,0.1802,4.412,g
22.6135,2.1931,0.2981,10.7152,g
20.6477,2.42,0.2186,62.0705,g
63.7733,3.6693,0.0778,0.9347,g
25.1812,2.3086,0.2482,36.429,g
27.6835,2.6542,0.1608,17.02,g
20.3985,2.3032,0.3358,32.3189,g
53.0403,2.8159,0.2987,10.1148,g
41.3581,3.1327,0.1249,13.988,g
32.3526,2.8106,0.1663,2.021,g
47.4331,2.2577,0.3122,18.4433,g
46.7418,3.0819,0.1147,14.283,g
33.0524,2.7675,0.1904,10.977,g
12.9548,2.1804,0.3795,66.059,g
25.1972,2.2707,0.2332,5.161,g
78.8664,2.9151,0.1574,3.4423,g
15.0205,2.356,0.337,89.274,g
24.4525,2.6069,0.1916,43.6236,g
101.736,3.2967,0.1028,7.025,g
28.1067,2.6585,0.2426,31.39,g
51.6397,3.3067,0.1049,1.5888,g
73.7136,3.1534,0.1149,12.2293,g
79.5783,2.9125,0.1352,0.6007,g
61.8217,2.4116,0.2616,1.251,g
32.7961,2.527,0.2749,23.5485,g
53.3101,2.4249,0.2199,85.0171,g
20.7112,2.0394,0.3607,21.7911,g
71.2234,2.9445,0.1494,7.615,g
20.0821,2.2109,0.4277,34.358,g
29.2513,2.4836,0.2414,20.13,g
63.2845,3.0772,0.1352,4.104,g
45.0808,2.5391,0.2355,1.555,g
28.7554,2.4166,0.228,2.941,g
44.7062,3.0978,0.0874,15.9683,g
79.713,2.9012,0.2316,5.3899,g
46.7619,2.5786,0.1913,7.875,g
25.5331,2.472,0.2479,30.7131,g
25.9887,2.3274,0.4212,15.89,g
31.6835,2.7955,0.1529,14.9066,g
71.3588,3.5158,0.102,1.576,g
107.508,3.6121,0.0653,4.5595,g
68.9272,3.2302,0.0945,4.554,g
25.7916,2.7376,0.2406,26.07,g
13.3114,2.2109,0.4031,74.796,g
23.1587,2.1319,0.3875,61.5621,g
32.748,2.4314,0.2574,8.4594,g
20.958,2.5521,0.324,5.271,g
52.7704,3.301,0.1213,0.249,g
31.2839,2.8309,0.197,5.898,g
30.3505,2.6551,0.2046,8.379,g
51.4038,2.74,0.1665,4.989,g
104.075,2.9479,0.1347,3.2728,g
76.9668,3.365,0.0904,2.2043,g
38.0775,2.7466,0.1532,20.797,g
19.9774,2.4099,0.43,3.2309,g
37.2195,2.4141,0.3449,11.386,g
35.2684,2.7585,0.177,56.554,g
78.1818,3.6764,0.1128,0.796,g
25.622,2.8212,0.2091,0.632,g
39.6265,3.2002,0.2034,37.8821,g
56.0474,3.2051,0.1587,3.164,g
48.163,2.617,0.163,71.3754,g
43.9478,3.2131,0.1521,9.4355,g
36.3933,2.9292,0.176,2.6313,g
69.5501,3.4084,0.1052,9.3943,g
74.9131,2.9542,0.1972,0.3194,g
57.6389,2.9183,0.1623,0.619,g
50.9993,2.8506,0.1615,5.341,g
28.6908,2.8724,0.1683,39.0498,g
25.2187,2.6304,0.3173,32.3326,g
92.905,3.3264,0.0592,6.665,g
20.0581,2.1414,0.4079,15.156,g
118.581,2.8426,0.2162,8.2015,g
22.9984,2.7033,0.2327,41.034,g
41.5538,2.3874,0.252,7.58,g
81.0356,3.5101,0.1401,3.3315,g
20.6615,2.4464,0.3131,63.4783,g
87.8596,2.9337,0.1194,4.4324,g
32.5571,3.1478,0.1427,11.3434,g
32.6279,2.798,0.211,10.3,g
12.9881,2.1746,0.4716,57.4381,g
21.3516,2.243,0.3171,57.3003,g
78.998,3.2317,0.1152,6.8605,g
59.3429,3.1977,0.2204,3.982,g
35.6138,2.3355,0.2748,13.759,g
90.9536,3.4208,0.0837,5.7787,g
48.3,3.0086,0.1191,13.0282,g
48.3912,2.9408,0.145,2.6896,g
50.4384,2.7597,0.1557,6.013,g
25.7582,2.4338,0.2486,29.836,g
42.3207,2.8439,0.1841,9.1652,g
54.424,3.4295,0.1188,6.918,g
28.6896,2.6415,0.2568,31.784,g
39.301,2.7156,0.2069,4.5729,g
64.4096,2.9162,0.117,8.0335,g
40.1407,3.0779,0.1132,17.364,g
18.8069,2.2355,0.2994,29.692,g
25.0418,2.4742,0.2232,30.62,g
56.817,3.1888,0.122,8.831,g
12.641,2.2516,0.619,31.8219,g
25.8446,2.4133,0.2568,2.3506,g
23.9329,2.2504,0.323,8.5828,g
40.5701,3.1447,0.1652,8.5051,g
61.9829,3.0316,0.1353,2.076,g
35.9336,2.7054,0.2138,4.915,g
12.659,2.0512,0.3689,67.1488,g
20.4749,2.2718,0.3342,19.0444,g
22.1114,2.2068,0.3075,41.7053,g
31.3598,2.7308,0.1924,75.9302,g
12.997,2.2109,0.3908,67.496,g
31.6204,2.7462,0.1892,11.5864,g
38.8344,2.711,0.2072,8.4716,g
52.221,2.6435,0.3125,5.096,g
41.9175,2.6821,0.1944,9.541,g
29.7378,2.5821,0.2212,14.908,g
34.0974,2.4749,0.1859,4.829,g
36.744,2.6542,0.2317,25.831,g
31.1033,2.5781,0.2206,19.2776,g
24.7098,2.3314,0.2541,2.1688,g
72.5484,2.8624,0.1654,9.745,g
42.7979,2.6964,0.3853,15.563,g
22.0729,2.2999,0.2632,38.1238,g
53.8028,3.6384,0.1024,5.2892,g
24.9502,2.3434,0.2834,19.429,g
34.1596,2.8293,0.2141,0.035,g
22.3238,2.5231,0.2504,18.82,g
16.9257,2.2625,0.3579,88.6483,g
23.4732,2.5775,0.3214,1.8023,g
39.8874,3.227,0.0934,7.437,g
86.5346,4.1111,0.0458,4.8152,g
37.9583,2.6128,0.1939,14.86,g
97.3151,3.3217,0.097,2.984,g
39.0712,3.2096,0.1003,41.2088,g
89.3906,3.814,0.0647,2.6602,g
26.2853,2.4322,0.268,0.3841,g
38.9507,2.6665,0.2252,2.2136,g
34.2078,2.5521,0.2006,6.6964,g
19.1601,2.5289,0.2855,6.2697,g
18.9213,2.5428,0.351,8.274,g
62.8276,3.0118,0.1153,9.401,g
92.9002,3.3638,0.1352,1.324,g
28.7879,2.6144,0.2321,88.9008,g
12.6725,2.0273,0.3615,87.3142,g
61.8679,2.8901,0.1784,16.96,g
110.097,3.0168,0.1304,5.346,g
19.9198,2.4338,0.3297,45.987,g
17.2568,2.2695,0.2876,13.267,g
117.688,2.9292,0.1736,1.9331,g
13.1486,2.1156,0.4483,70.3187,g
73.3506,3.4044,0.1338,1.0087,g
21.3947,2.055,0.348,24.7313,g
29.5611,2.5587,0.1699,23.721,g
85.4782,3.9318,0.0531,1.9366,g
52.117,3.4301,0.1165,1.9066,g
12.7436,2.1599,0.3979,39.403,g
26.3916,2.7003,0.344,22.2594,g
32.6196,2.6835,0.2166,0.083,g
82.6024,3.3685,0.1226,10.3828,g
21.1516,2.1584,0.316,12.9692,g
19.4525,2.3589,0.3129,4.6487,g
12.7509,2.0233,0.3839,46.2009,g
59.9538,3.138,0.1372,4.604,g
33.865,2.5922,0.1905,3.6166,g
49.4461,3.1235,0.1283,6.4861,g
13.2183,2.1351,0.3919,7.022,g
50.3422,2.5629,0.1874,8.78,g
43.9643,2.8454,0.2034,1.228,g
35.426,2.9345,0.1413,3.278,g
19.5436,2.4735,0.2471,31.933,g
22.0627,2.5664,0.2917,12.0409,g
74.1464,2.7348,0.1427,4.802,g
29.6058,2.6207,0.1617,9.0521,g
78.0294,3.2696,0.1045,0.4823,g
30.0623,2.9976,0.1624,32.1731,g
38.549,3.3116,0.1344,24.017,g
39.191,2.7067,0.1444,2.5603,g
19.3017,2.5533,0.2895,5.4377,g
88.6127,3.6393,0.1153,1.8554,g
56.0181,2.954,0.1195,11.5618,g
23.9257,2.5065,0.2072,24.452,g
40.4392,2.6716,0.1395,13.8,g
40.948,2.5938,0.2076,4.687,g
24.7,2.3988,0.2695,8.3766,g
47.0827,3.4933,0.083,2.4381,g
22.2,2.2718,0.3556,42.7312,g
20.4623,2.0394,0.379,78.8874,g
41.0916,2.4224,0.2892,10.8662,g
58.0322,2.8834,0.1838,30.337,g
21.8056,2.1833,0.4426,55.95,g
34.6369,2.8414,0.1448,2.9067,g
23.238,2.6449,0.3024,11.409,g
38.015,2.7435,0.1399,9.2636,g
74.0709,3.1941,0.1404,8.7773,g
94.4748,2.8035,0.2288,3.4604,g
104.156,2.935,0.1643,0.8358,g
35.6033,2.3253,0.2388,0.98,g
77.9874,3.6155,0.1194,1.8587,g
37.0734,2.9006,0.1201,20.7994,g
86.4077,4.0415,0.0509,18.0251,g
20.4561,2.4886,0.2581,5.219,g
20.4505,2.2911,0.2276,64.629,g
21.4317,2.2923,0.3648,28.035,g
68.8673,2.6875,0.1468,1.7069,g
65.9154,3.5573,0.0896,3.5743,g
94.8276,4.0896,0.0506,1.024,g
21.7361,2.4757,0.2659,31.4724,g
94.861,3.3062,0.0877,2.0276,g
22.0915,2.3075,0.3818,54.994,g
73.6129,3.5681,0.1015,1.141,g
27.1139,2.7197,0.1592,47.397,g
96.8578,3.9903,0.0679,3.8107,g
13.0635,2.1055,0.4353,63.3618,g
69.4357,2.5563,0.1986,4.053,g
31.3659,2.2889,0.2339,64.397,g
29.8905,2.7105,0.1801,45.781,g
35.989,2.4713,0.2348,16.9615,g
109.723,4.2302,0.0328,3.4161,g
38.2274,3.4285,0.1333,45.8891,g
26.5474,2.7657,0.1913,14,g
25.8556,2.2648,0.3777,12.2095,g
134.005,2.5422,0.2052,8.5734,g
22.2988,2.233,0.3304,71.1985,g
17.8187,2.4502,0.2819,89.8217,g
26.1702,2.6299,0.2145,73.17,g
45.1514,2.9243,0.1518,2.642,g
34.4067,2.9423,0.1799,7.166,g
91.2235,3.3754,0.1064,3.586,g
32.3974,2.6946,0.2515,20.7311,g
26.9231,2.4778,0.3012,5.887,g
20.5862,2.0917,0.3765,5.13,g
21.3368,2.5705,0.2245,29.1506,g
69.399,2.8136,0.2527,6.251,g
83.8355,2.7392,0.3017,4.6236,g
48.8058,3.6885,0.0868,1.4845,g
20.414,2.2055,0.4268,6.208,g
24.8738,2.7675,0.1648,31.2269,g
25.5688,2.2911,0.422,74.308,g
47.2156,3.07,0.1213,3.4,g
44.1864,2.7835,0.1967,2.637,g
34.5169,2.5999,0.2425,0.408,g
50.635,3.2905,0.0684,65.912,g
63.3926,3.3035,0.0689,8.5577,g
68.4339,2.4878,0.1967,27.43,g
38.6526,2.7839,0.1785,8.8024,g
39.1007,2.9983,0.1822,4.659,g
21.1505,2.1688,0.3831,29.3485,g
45.6094,3.0438,0.1162,4.25,g
39.1753,2.829,0.1401,12.887,g
29.1785,2.643,0.2969,21.5337,g
54.2229,3.3312,0.0921,7.4935,g
47.2834,3.226,0.1132,18.205,g
25.5536,2.3531,0.2417,79.873,g
24.2128,2.0952,0.4137,6.4563,g
29.7983,2.9006,0.2256,36.3005,g
17.1793,2.1847,0.3039,73.221,g
57.2207,3.1356,0.1701,3.2171,g
24.15,2.4141,0.2563,14.386,g
31.0155,2.766,0.2562,9.17,g
12.4729,2.0588,0.3537,19.1153,g
26.1827,2.3757,0.4021,14.6067,g
23.8048,2.29,0.3513,4.708,g
78.1631,3.3964,0.0881,7.741,g
70.1757,3.8166,0.0838,0.695,g
39.9963,2.7547,0.1996,6.032,g
56.9381,3.1612,0.1487,2.1358,g
81.4857,3.6535,0.0907,2.1539,g
40.2965,2.6959,0.1541,0.125,g
12.6993,2.1055,0.3804,7.8517,g
88.7937,3.6695,0.0945,3.9201,g
87.024,3.7084,0.0974,0.279,g
92.406,3.1279,0.1277,8.6244,g
15.1513,2.5092,0.3483,75.415,g
19.9501,2.0846,0.4074,4.317,g
13.1071,2.3608,0.4379,13.038,g
33.8351,2.4158,0.1862,15.0459,g
37.7828,2.6253,0.1813,16.5441,g
62.4243,3.2783,0.0972,2.979,g
35.2264,3.099,0.1596,15.103,g
44.5449,3.419,0.0974,4.7435,g
36.5468,2.5575,0.1537,7.4566,g
76.7307,3.037,0.1584,3.436,g
12.9089,2.2889,0.3882,33.8245,g
80.1881,3.3555,0.1034,19.3195,g
44.5834,2.6222,0.1277,16.8631,g
12.96,2.2,0.4385,63.541,g
70.6584,3.1041,0.1334,0.45,g
19.6828,2.2227,0.3024,42.4886,g
25.1368,2.3988,0.3094,19.017,g
13.0998,2.1569,0.4425,43.273,g
30.4477,2.4216,0.2027,36.6265,g
57.278,2.8808,0.1454,1.741,g
60.3976,3.0092,0.1366,2.873,g
66.4813,3.1509,0.1756,2.0401,g
37.1999,2.736,0.124,0.071,g
18.2475,2.4793,0.3035,14.9667,g
78.4848,2.4983,0.2778,0.13,g
32.5686,3.0537,0.1224,23.94,g
117.783,2.6781,0.1668,4.6097,g
70.6387,3.699,0.1003,2.3853,g
32.3688,2.4728,0.2643,19.01,g
21.6421,2.2122,0.3466,45.9906,g
22.0463,2.7259,0.2209,42.592,g
83.0629,3.6438,0.1,4.149,g
29.4437,2.7271,0.2427,20.244,g
41.6441,3.0107,0.1576,16.037,g
23.1657,2.2201,0.2982,82.0505,g
23.4415,2.5315,0.2456,49.711,g
20.0536,2.301,0.3525,83.4683,g
18.3681,2.2227,0.3024,70.269,g
30.8407,2.6474,0.1723,53.8665,g
20.5839,2.2368,0.2058,45.687,g
60.6592,2.8099,0.1619,1.307,g
31.3363,2.4456,0.2634,10.025,g
21.435,2.4786,0.211,19.691,g
28.2718,2.3263,0.4693,6.076,g
33.5,2.6232,0.2155,6.972,g
43.5727,2.828,0.1404,11.1311,g
17.2445,2.224,0.5582,25.805,g
18.6221,2.3149,0.2542,48.202,g
30.1667,2.6498,0.2296,1.6861,g
31.7269,2.4208,0.1689,11.3284,g
36.8834,2.8149,0.2351,1.1687,g
75.8666,2.7501,0.1307,16.1837,g
42.9062,2.5905,0.1861,7.357,g
36.5972,2.5888,0.2204,17.1332,g
21.6802,2.1629,0.4089,65.6793,g
44.6242,2.8466,0.1203,8.758,g
24.4626,2.4273,0.3009,5.044,g
26.986,2.5717,0.2587,19.4692,g
19.1054,2.3139,0.4102,27.662,g
24.8255,2.6243,0.1888,18.5575,g
28.6367,2.639,0.2331,2.3458,g
23.8607,2.3454,0.2641,26.583,g
28.4307,2.2504,0.323,42.081,g
91.6423,3.8484,0.043,16.622,g
25.9297,2.5786,0.2309,12.5848,g
32.0586,2.5072,0.2037,12.1807,g
60.9972,3.0851,0.113,0.8192,g
50.131,3.0298,0.1134,4.7341,g
21.2664,2.7033,0.2584,51.8789,g
23.0065,2.5527,0.1891,25.381,g
72.555,3.2222,0.0974,5.411,g
88.3505,3.1268,0.2102,8.3369,g
17.9676,2.1644,0.2842,77.35,g
88.3353,3.5638,0.0766,23.4767,g
90.4076,3.8065,0.0611,5.4802,g
20.0503,2.1477,0.3879,4.075,g
54.5906,2.917,0.2076,0.626,g
36.5242,2.8466,0.1786,2.938,g
65.3016,2.6385,0.1828,3.509,g
20.5405,2.5575,0.3033,34.2189,g
20.1725,2.4639,0.2491,11.081,g
107.242,3.7072,0.0843,17.415,g
121.664,2.5378,0.3203,1.662,g
29.9967,3.1074,0.1496,16.23,g
59.6124,3.4791,0.1113,1.1057,g
70.4771,3.0459,0.1498,4.0389,g
19.3209,2.3711,0.283,62.041,g
98.8556,3.6953,0.0431,6.8764,g
34.9509,2.905,0.15,19.885,g
20.8875,2.5993,0.2151,1.8603,g
24.7466,2.3918,0.3387,11.218,g
50.4857,3.1313,0.1578,8.648,g
50.3586,3.1857,0.1079,2.068,g
66.4048,3.3304,0.0759,1.464,g
48.4978,2.4893,0.1767,23.893,g
67.3067,3.6873,0.0934,5.761,g
77.0229,3.2476,0.1496,4.1493,g
26.691,2.7868,0.1855,0.533,g
65.6069,3.8528,0.073,0.7567,g
37.3887,2.5843,0.181,1.818,g
23.8915,2.534,0.3173,6.2472,g
27.0941,2.9332,0.2385,22.48,g
61.8765,3.0386,0.1157,1.5361,g
35.2694,2.5472,0.2652,13.316,g
38.9854,2.608,0.1961,5.2555,g
24.4522,2.4771,0.305,20.868,g
102.077,2.9943,0.1727,4.3488,g
32.1797,2.7896,0.2183,2.5841,g
12.9108,2.1089,0.4086,76.6517,g
22.349,2.6749,0.1934,55.8954,g
25.7371,2.721,0.2519,17.512,g
12.8285,2.3107,0.3985,40.354,g
47.3193,3.0704,0.1365,5.2636,g
33.9312,2.8142,0.1664,9.6812,g
84.3787,3.6211,0.1222,0.1081,g
25.6681,2.5798,0.2461,1.1917,g
30.3691,2.5416,0.2371,6.5706,g
20.5839,2.4191,0.2648,26.586,g
12.6471,2.1569,0.3589,31.776,g
24.578,2.4691,0.1817,23.8051,g
40.9586,2.7955,0.1817,2.9065,g
85.4369,3.6503,0.0746,2.791,g
34.0146,2.642,0.1699,15.18,g
32.9844,2.5647,0.2057,2.3056,g
97.5021,4.0958,0.0477,1.034,g
24.3793,2.6053,0.299,5.4222,g
56.6057,2.6444,0.1281,7.617,g
67.1503,3.5688,0.107,2.0821,g
58.3577,3.4777,0.0841,3.804,g
82.8129,3.3368,0.242,2.569,g
21.4431,2.2742,0.359,29.712,g
19.35,2.617,0.2307,30.37,g
35.5835,3.3001,0.1295,15.7121,g
29.5519,2.7486,0.1971,6.6996,g
49.2717,2.9001,0.1064,51.921,g
82.1086,4.0291,0.0474,0.171,g
52.0388,3.062,0.1348,13.2931,g
12.8721,2.1156,0.4253,43.7132,g
33.0671,2.6924,0.1756,8.8093,g
83.5534,3.0663,0.1249,0.4554,g
36.852,3.0052,0.1131,8.877,g
48.9681,2.6444,0.1893,12.422,g
46.4092,3.1266,0.1035,1.1638,g
107.969,2.8096,0.1868,69.079,g
76.1799,3.1237,0.12,2.1911,g
27.4519,2.3355,0.2794,31.645,g
45.9494,2.7727,0.2118,14.367,g
45.6044,3.1471,0.1458,0.963,g
122.273,4.3901,0.0298,1.3933,g
68.7734,2.9245,0.1648,2.2482,g
28.1363,2.7396,0.1794,25.3978,g
19.7759,2.29,0.2949,24.5228,g
23.8187,2.4654,0.2551,24.1621,g
89.9213,3.1212,0.1207,8.3626,g
24.07,2.6258,0.2379,33.07,g
51.1323,2.6739,0.1324,17.713,g
43.7649,3.1033,0.0871,17.3602,g
27.7069,2.4023,0.2594,32.816,g
35.92,3.0284,0.1382,5.5489,g
70.2288,3.1828,0.1506,1.562,g
90.2333,3.8238,0.0889,2.163,g
25.1893,2.5599,0.1915,40.633,g
29.805,2.4579,0.2317,41.3475,g
98.719,3.2377,0.1143,0.8402,g
30.8845,2.7792,0.2469,10.2947,g
75.8366,3.4842,0.0874,0.2581,g
19.7327,2.1021,0.4229,89.3153,g
101.82,3.3921,0.1243,3.648,g
20.3585,2.3493,0.2841,28.3104,g
25.4425,2.4969,0.2882,12.861,g
25.2306,2.4857,0.2369,1.6585,g
31.7833,2.6785,0.1897,3.234,g
44.3534,2.9332,0.1778,0.288,g
76.2697,3.7549,0.0891,4.054,g
12.8393,2.1599,0.4118,5.316,g
28.4509,2.4378,0.4325,9.2887,g
89.0326,3.5079,0.1175,1.1214,g
107.725,2.9738,0.1184,1.5131,g
86.1643,2.8179,0.165,3.0817,g
22.3636,2.1399,0.2717,5.6931,g
25.4646,2.3811,0.264,72.9588,g
13.0293,2.081,0.4191,58.1726,g
36.3008,3.1002,0.1282,0.83,g
17.8663,2.4031,0.413,23.3338,g
81.3711,3.1581,0.147,0.6543,g
34.5344,2.6021,0.2362,9.6722,g
81.3466,3.3173,0.086,1.2749,g
48.8644,3.0885,0.1301,5.42,g
21.9551,2.5514,0.2542,77.9057,g
32.3988,2.9874,0.158,34.772,g
22.5607,2.7033,0.2069,0.1159,g
24.2392,2.5308,0.3108,13.001,g
26.4244,2.5484,0.2023,53.0609,g
22.4411,2.4116,0.2345,44.78,g
86.8732,3.8129,0.0936,2.192,g
20.1095,2.5165,0.3333,13.961,g
32.6311,2.4082,0.2051,14.8675,g
61.2527,2.7328,0.1341,24.24,g
24.1889,2.1508,0.3498,0.0002,g
12.6834,2.1351,0.3919,53.022,g
12.6531,2.2368,0.6174,26.61,g
28.1749,2.4526,0.2099,22.765,g
38.909,2.9044,0.1115,2.8165,g
77.8954,3.494,0.0877,5.47,g
80.0227,4.0087,0.0626,8.5037,g
17.3807,2.3032,0.3756,66.181,g
63.3917,2.8099,0.1696,11.228,g
56.7558,2.9325,0.2249,8.026,g
24.9214,2.525,0.3328,21.498,g
102.611,3.7644,0.0827,1.1606,g
22.3842,2.7828,0.1756,13.5342,g
81.2009,3.0263,0.1906,5.5932,g
27.4953,2.5112,0.2142,7.113,g
29.719,2.5031,0.2213,4.549,g
26.6705,2.7543,0.2298,14.5024,g
31.9061,2.638,0.1807,22.6447,g
21.7041,2.179,0.3212,5.904,g
19.9169,2.4191,0.2571,11.2053,g
25.652,2.4533,0.2447,35.088,g
17.9289,2.5434,0.2933,12.0487,g
31.685,2.6117,0.1724,2.198,g
25.9323,2.7462,0.2377,50.082,g
31.1823,2.3149,0.2542,22.9229,g
70.0897,3.1908,0.1034,0.662,g
97.9746,3.5594,0.1198,2.449,g
122.948,2.9754,0.1032,8.35,g
27.2053,2.635,0.2329,1.8909,g
20.1503,2.4749,0.2697,3.0331,g
70.3425,2.913,0.1814,9.8881,g
25.6227,2.5397,0.241,6.37,g
35.8045,2.9516,0.1224,4.8668,g
45.5838,3.1745,0.1275,10.3511,g
22.4501,2.6294,0.3087,9.0379,g
18.5594,2.2355,0.3459,17.4835,g
67.9416,3.2718,0.1297,5.617,g
32.2241,2.3738,0.2727,2.2101,g
37.4432,2.9491,0.1535,8.7569,g
33.5378,2.5539,0.1802,35.2593,g
57.0634,2.9209,0.1014,4.181,g
41.116,2.7088,0.1945,7.629,g
38.1652,2.9452,0.1015,18.6818,g
31.6521,2.3784,0.2197,2.6609,g
12.8328,2.2368,0.3913,62.804,g
20.3406,2.1775,0.3754,34.3656,g
29.9698,2.3314,0.5897,9.344,g
57.3271,3.1774,0.0734,5.926,g
72.4377,2.9355,0.1827,5.378,g
21.115,2.2625,0.3415,62.108,g
95.3181,3.7552,0.0964,5.0683,g
19.1862,2.1818,0.2862,0.167,g
58.6083,3.2598,0.1262,0.558,g
13.9473,2.3454,0.4582,25.1526,g
48.2713,2.5192,0.295,10.349,g
22.3819,2.4976,0.2655,6.24,g
50.6386,3.5629,0.0891,5.1984,g
29.362,2.3738,0.2347,76.263,g
25.636,2.4757,0.2659,36.759,g
43.9,3.4807,0.0964,4.9347,g
27.3017,2.3531,0.2328,8.1796,g
18.281,2.2648,0.3179,35.8882,g
53.1378,3.4822,0.1099,5.6592,g
38.2467,3.253,0.1237,4.173,g
32.6838,2.7686,0.2121,7.3877,g
35.6953,3.5252,0.129,72.171,g
24.8026,2.5888,0.2719,7.5907,g
83.2349,2.9193,0.115,5.079,g
23.2115,2.6753,0.265,16.4065,g
36.081,2.4586,0.2035,4.7156,g
94.8427,4.1613,0.044,3.2764,g
