@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2,4,9,11'

@attribute FWidth numeric
@attribute FConc numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
14.3502,0.2298,1.603,g
20.0774,0.3588,6.0191,g
14.529,0.3071,1.534,g
16.8496,0.2249,1.705,g
36.5131,0.1638,6.976,g
9.1271,0.5469,9.172,g
11.598,0.446,12.2473,g
19.6044,0.2348,2.53,g
31.8221,0.15,1.498,g
15.095,0.4116,30.035,g
25.7074,0.2448,1.7356,g
12.8107,0.541,8.542,g
16.67,0.3634,66.247,g
23.7403,0.21,6.282,g
25.2322,0.2904,3.585,g
11.7618,0.5353,15.654,g
16.622,0.2559,0.107,g
16.5052,0.4969,9.1922,g
19.1163,0.3529,9.3069,g
27.0876,0.1917,3.617,g
0,0.7576,15.89,g
10.5762,0.7774,10.381,g
22.7587,0.221,0.249,g
10.1965,0.5538,0.3038,g
7.3155,0.7003,68.446,g
22.0081,0.2132,6.3777,g
11.1234,0.4724,3.3458,g
20.1021,0.2669,2.1568,g
11.3338,0.5492,2.393,g
20.4076,0.3252,11.6695,g
33.7887,0.2573,5.01,g
21.6227,0.1782,1.5315,g
9.6714,0.5928,11.1686,g
10.1636,0.5628,20.3915,g
15.2784,0.5458,0.5504,g
11.0909,0.5762,2.215,g
15.2839,0.3954,56.894,g
14.6575,0.3421,7.629,g
16.1141,0.4316,17.0656,g
7.0209,0.5493,29.936,g
42.8229,0.141,18.8033,g
6.6822,0.5567,10.8057,g
39.7612,0.1568,3.634,g
14.538,0.5204,49.8459,g
24.2468,0.2989,53.5987,g
13.0962,0.5131,46.72,g
12.9715,0.408,11.875,g
19.8149,0.345,1.367,g
11.0319,0.455,6.546,g
11.9229,0.6369,27.221,g
6.6671,0.7266,60.2891,g
7.2308,0.7386,63.632,g
17.9531,0.3012,17.8611,g
18.4068,0.3354,8.3993,g
16.3082,0.4884,18.12,g
7.4772,0.7492,54.0587,g
18.7721,0.3289,1.7427,g
15.8722,0.5922,74.952,g
14.7943,0.3768,12.665,g
20.819,0.2846,21.897,g
15.9126,0.4757,15.114,g
17.6501,0.3607,15.3354,g
35.5186,0.1609,0.582,g
9.7193,0.8264,33.8055,g
25.569,0.2603,1.6694,g
15.8752,0.5526,11.1527,g
19.9188,0.4872,5.0238,g
13.1662,0.378,11.2076,g
17.4804,0.3881,19.0188,g
32.0081,0.1569,1.3293,g
10.889,0.7415,12.1984,g
24.9163,0.1782,2.2272,g
30.7335,0.1445,3.44,g
11.382,0.4101,10.678,g
18.8476,0.2175,4.043,g
10.2893,0.4569,21.592,g
21.2721,0.3192,0.5273,g
15.8195,0.4476,5.6815,g
10.7539,0.5648,28.623,g
10.6015,0.5706,34.9363,g
11.2976,0.5938,55.8503,g
15.1867,0.6569,68.6733,g
16.9068,0.3668,11.7643,g
16.3811,0.311,15.842,g
12.3937,0.5172,61.988,g
9.0466,0.4343,0.204,g
20.8982,0.2797,80.2551,g
11.6604,0.3625,2.76,g
23.4599,0.3032,5.359,g
21.6377,0.1941,0.386,g
23.1663,0.2126,1.1324,g
7.495,0.5729,51.112,g
24.5599,0.3749,8.201,g
20.6735,0.2638,10.02,g
10.7738,0.3944,2.2136,g
44.7902,0.0884,3.081,g
13.5799,0.5525,0.075,g
11.2107,0.7456,28.2782,g
19.3632,0.3846,48.4993,g
17.0324,0.3085,1.922,g
31.2124,0.1943,14.608,g
10.8835,0.4494,13.4176,g
16.4598,0.3919,3.3499,g
12.3502,0.5012,53.718,g
22.4097,0.4045,7.3695,g
19.9475,0.2444,3.973,g
12.7081,0.5886,46.9182,g
20.9698,0.1525,2.1148,g
11.9813,0.5743,9.256,g
22.9147,0.3597,6.8413,g
23.8869,0.3409,1.2007,g
16.6032,0.2437,1.38,g
16.8717,0.5687,17.9992,g
25.4232,0.2006,5.0251,g
11.6957,0.6983,78.178,g
11.0549,0.5778,19.4135,g
17.2918,0.4663,34.2026,g
15.7053,0.3644,3.9303,g
13.4301,0.5421,5.044,g
13.4401,0.4347,23.351,g
14.5713,0.3425,0.8496,g
22.3162,0.2445,30.919,g
19.4205,0.362,30.8085,g
12.5654,0.4384,24.204,g
11.598,0.4713,8.8813,g
21.2983,0.1816,1.5888,g
6.9164,0.692,80.8843,g
16.3621,0.4885,40.6717,g
10.3786,0.7883,88.5222,g
17.6597,0.416,2.001,g
16.9006,0.343,3.5716,g
21.1811,0.2306,0.591,g
10.1149,0.5414,1.9963,g
6.9971,0.8136,64.323,g
10.927,0.453,33.5885,g
17.6194,0.4074,12.504,g
19.1008,0.3562,21.5907,g
10.93,0.7528,62.424,g
54.5583,0.1336,0.3649,g
11.9147,0.3388,11.6246,g
10.4007,0.7954,61.0007,g
9.9948,0.5793,13.171,g
27.2206,0.1725,1.7409,g
21.0442,0.3437,15.591,g
17.5866,0.3197,4.233,g
37.3019,0.1055,0.019,g
16.5704,0.4708,12.4856,g
34.4307,0.1521,23.4767,g
22.651,0.334,77.952,g
8.141,0.6238,9.272,g
9.9958,0.5684,35.187,g
23.9642,0.28,9.0922,g
24.4619,0.2974,1.751,g
36.349,0.1952,11.6548,g
32.2745,0.1475,0.305,g
17.2853,0.3683,13.6027,g
17.4822,0.2143,14.353,g
19.4888,0.3006,32.959,g
20.5501,0.2902,13.4983,g
8.3661,0.6154,44.9555,g
22.0839,0.26,8.208,g
21.9104,0.2996,1.7171,g
27.8899,0.2425,2.956,g
14.0666,0.2999,2.399,g
31.359,0.1765,4.763,g
21.5885,0.1999,3.056,g
6.5949,0.7354,79.998,g
7.5306,0.6339,16.044,g
10.0145,0.5045,0.534,g
30.6709,0.1797,3.9174,g
66.7134,0.0686,3.726,g
19.4878,0.253,8.5051,g
16.412,0.4647,14.45,g
17.6858,0.2677,19.7833,g
21.1594,0.3052,10.136,g
17.9568,0.1943,2.068,g
21.8638,0.1706,0.4645,g
28.1852,0.1688,1.139,g
20.09,0.2405,1.6435,g
11.0088,0.5864,42.016,g
22.1564,0.4033,70.3212,g
27.697,0.1856,1.2138,g
23.7015,0.2391,3.906,g
14.2449,0.3363,4.529,g
33.6608,0.1522,2.649,g
16.7365,0.3133,1.2879,g
12.8362,0.5252,4.6487,g
10.6353,0.5695,53.2443,g
22.5312,0.2243,10.4946,g
16.524,0.2345,3.27,g
9.4474,0.4605,66.9996,g
32.1181,0.1522,5.0421,g
6.803,0.7605,83.6972,g
13.4441,0.3156,0.6526,g
27.5528,0.1978,1.333,g
12.5345,0.4557,39.1323,g
11.7118,0.7148,76.277,g
30.4447,0.1822,9.854,g
27.7095,0.2411,22.163,g
26.7164,0.1584,0.9791,g
15.4546,0.2899,6.63,g
19.8963,0.2175,3.7874,g
33.5664,0.1171,0.1569,g
28.5564,0.1876,2.671,g
19.2971,0.3185,10.213,g
23.635,0.1755,7.369,g
11.0652,0.6737,59.473,g
14.4125,0.5015,32.2376,g
15.2333,0.5149,51.214,g
19.0268,0.2979,3.249,g
25.0527,0.1724,1.706,g
7.4799,0.7317,58.852,g
23.5821,0.3522,28.8051,g
18.0149,0.3673,50.664,g
10.8151,0.2954,11.3585,g
7.4803,0.7738,73.787,g
30.1587,0.1307,6.046,g
10.6408,0.7855,16.91,g
33.9942,0.1494,1.5216,g
10.8588,0.5786,52.67,g
11.1155,0.7491,79.334,g
11.7922,0.521,4.632,g
22.4505,0.5623,1.663,g
31.0242,0.257,0.465,g
12.0667,0.5475,27.111,g
17.6576,0.4312,13.3845,g
11.8802,0.6977,55.0063,g
13.9701,0.499,4.4326,g
22.2858,0.2254,5.2872,g
20.9182,0.358,39.6251,g
19.9988,0.2787,12.887,g
15.2636,0.4139,8.6513,g
11.802,0.6355,25.156,g
11.6431,0.4319,9.224,g
9.4491,0.519,19.017,g
12.9133,0.5535,3.66,g
22.572,0.2963,28.296,g
13.5321,0.3702,6.2878,g
10.4139,0.4713,52.3631,g
7.2082,0.7331,68.1257,g
12.1878,0.4551,6.4748,g
17.3805,0.3559,21.0606,g
29.743,0.1319,66.0307,g
11.395,0.7245,78.0798,g
17.965,0.3386,1.711,g
11.2686,0.619,40.2935,g
34.0545,0.28,0.347,g
38.5389,0.1714,3.419,g
11.7439,0.4422,12.7713,g
7.4261,0.8,25.805,g
17.3283,0.3111,4.145,g
18.6523,0.264,20.555,g
13.0649,0.4351,14.754,g
46.3311,0.1006,0.151,g
26.9573,0.2063,0.782,g
9.9146,0.7986,25.3233,g
22.6088,0.3051,40.679,g
31.8887,0.2541,17.123,g
6.2218,0.6752,9.2887,g
17.0911,0.451,1.1556,g
9.6893,0.8148,63.4499,g
27.311,0.1587,10.973,g
6.8719,0.698,32.8759,g
15.5105,0.6344,64.1895,g
22.1017,0.1968,8.5086,g
11.131,0.5213,8.897,g
16.8233,0.2442,9.1405,g
10.0082,0.6506,34.256,g
7.4895,0.7562,43.5269,g
0,0.6859,0.0002,g
26.1111,0.2547,34.427,g
33.0123,0.2343,4.1613,g
25.4082,0.254,7.282,g
27.99,0.2052,1.267,g
14.9305,0.3754,3.991,g
10.3061,0.8009,52.3517,g
14.4369,0.4236,86.9663,g
16.6744,0.3373,21.151,g
14.7753,0.3764,5.278,g
28.1953,0.2605,4.71,g
0,0.6996,14.1769,g
19.0161,0.2736,4.4858,g
15.5664,0.2828,3.901,g
11.0025,0.6045,18.299,g
12.71,0.6026,74.228,g
14.2201,0.3441,8.146,g
7.5159,0.6804,5.854,g
15.6641,0.3929,42.499,g
22.6281,0.2331,11.7059,g
16.0929,0.6018,23.468,g
29.1767,0.2212,0.239,g
11.8138,0.4221,4.0681,g
9.3055,0.6098,9.4872,g
32.7889,0.1279,6.668,g
31.2819,0.2001,1.9149,g
22.8472,0.2901,8.9398,g
14.9523,0.5503,27.242,g
14.9672,0.4075,80.2965,g
17.2885,0.2938,2.089,g
11.1551,0.5771,8.1236,g
9.5035,0.5665,25.801,g
12.964,0.4591,78.7388,g
17.6456,0.2839,20.0713,g
21.4123,0.2734,15.1333,g
17.1041,0.3087,1.171,g
19.913,0.2758,3.888,g
16.3623,0.5217,13.8912,g
9.8286,0.61,47.561,g
19.1195,0.3962,3.7435,g
19.3691,0.3369,17.599,g
7.4618,0.7591,59.64,g
9.8375,0.4494,3.686,g
26.8037,0.2788,5.9878,g
28.009,0.1947,3.6015,g
37.5314,0.1594,2.211,g
12.1623,0.4226,20.144,g
25.3932,0.1991,13.039,g
15.3239,0.4526,5.9093,g
20.1907,0.4286,9.5917,g
17.9775,0.2468,16.9157,g
16.3364,0.4862,73.163,g
15.9176,0.2298,3.732,g
29.4889,0.1525,7.966,g
32.0853,0.1627,0.2581,g
15.2864,0.4227,11.081,g
17.6158,0.2954,5.614,g
19.4037,0.1782,1.7722,g
19.0298,0.1951,8.2868,g
7.0964,0.485,13.759,g
20.7513,0.3019,4.151,g
12.5123,0.4539,15.737,g
7.1132,0.6957,47.2668,g
25.4444,0.292,17.3992,g
73.2173,0.0694,4.961,g
13.0779,0.5406,17.6252,g
28.6383,0.1327,6.3446,g
46.725,0.1334,24.826,g
9.5731,0.4729,20.13,g
15.7099,0.4083,10.995,g
16.4626,0.3326,19.601,g
20.3438,0.2437,5.733,g
32.5623,0.1645,0.3452,g
8.7308,0.462,18.453,g
23.2682,0.3079,2.915,g
18.0908,0.2745,2.2065,g
16.8507,0.2729,7.963,g
21.1247,0.357,71.3012,g
12.9486,0.5056,42.229,g
38.6759,0.1391,4.909,g
42.7756,0.1411,8.6194,g
17.7111,0.3374,25.8715,g
32.2943,0.282,3.821,g
9.9252,0.6595,83.9952,g
12.4177,0.4493,61.1859,g
12.6827,0.4668,0.427,g
16.1241,0.4004,8.265,g
16.4441,0.2669,3.008,g
25.6608,0.2313,1.492,g
11.3865,0.4837,33.861,g
11.6448,0.7214,75.493,g
33.2987,0.1277,2.6602,g
13.3365,0.4154,1.544,g
14.251,0.2456,0.7239,g
11.1924,0.6205,17.991,g
13.6951,0.4675,12.2953,g
26.1815,0.2189,4.536,g
24.2213,0.2221,3.0778,g
22.724,0.207,1.732,g
22.361,0.3702,8.5734,g
6.4262,0.7717,45.607,g
10.6983,0.4502,10.524,g
17.3368,0.3679,0.792,g
17.1115,0.3173,18.142,g
24.456,0.1778,1.747,g
15.0485,0.449,19.5224,g
20.9098,0.2808,14.2272,g
20.855,0.2919,34.3207,g
7.1969,0.7463,39.7307,g
11.9777,0.4244,30.757,g
18.5658,0.2539,8.5367,g
11.5078,0.6352,65.3027,g
32.3544,0.3979,2.001,g
15.3738,0.4382,26.5822,g
36.1835,0.2153,1.827,g
12.5776,0.5617,47.0022,g
18.9033,0.43,30.2038,g
11.0764,0.5484,5.6286,g
37.9258,0.1332,4.434,g
10.3934,0.5198,21.0697,g
33.6578,0.1972,1.8161,g
21.7627,0.2723,8.0679,g
20.9112,0.2056,55.6702,g
16.4089,0.4637,12.204,g
11.9402,0.5434,21.252,g
9.9179,0.4505,3.125,g
10.8098,0.499,1.509,g
9.3986,0.6368,79.73,g
11.026,0.7607,15.8005,g
14.6224,0.5012,4.646,g
20.4803,0.4436,10.2651,g
10.2978,0.506,87.6204,g
14.7213,0.2841,7.064,g
23.5519,0.3129,16.4238,g
30.4889,0.1935,1.811,g
21.0414,0.3349,51.835,g
11.6137,0.724,65.0592,g
0.0061,0.6817,51.3098,g
20.325,0.3682,18.5575,g
15.4825,0.3853,3.389,g
17.2482,0.3246,2.872,g
20.8049,0.2348,3.1904,g
15.273,0.3726,5.781,g
13.5327,0.358,2.125,g
6.5382,0.6243,6.624,g
14.9856,0.2744,11.13,g
7.1381,0.7051,9.432,g
17.6134,0.469,87.1172,g
16.7898,0.3988,10.224,g
15.0397,0.5,13.323,g
12.1445,0.5142,12.992,g
18.7911,0.3535,27.9829,g
9.2534,0.4815,34.123,g
27.5743,0.1828,4.9347,g
17.1968,0.3445,8.3285,g
22.1011,0.3572,20.449,g
17.2459,0.4622,26.4744,g
7.1935,0.8468,29.5538,g
11.6587,0.7186,5.9251,g
18.7524,0.2784,5.8814,g
10.8252,0.521,52.227,g
15.7021,0.3348,1.156,g
8.9994,0.4538,5.6594,g
7.1019,0.7798,15.156,g
9.3536,0.6345,72.8171,g
16.5339,0.2642,4.9959,g
14.961,0.2685,1.137,g
12.8675,0.468,40.5939,g
18.1699,0.2361,5.4268,g
17.7835,0.3397,6.0049,g
10.9063,0.4971,14.386,g
23.9338,0.2946,42.879,g
13.3956,0.3583,4.053,g
15.8412,0.3434,0.2426,g
14.9219,0.3461,5.8992,g
12.7565,0.5184,0.7264,g
10.2685,0.6026,14.836,g
14.3297,0.4271,43.687,g
9.1759,0.3828,11.7646,g
11.7922,0.7022,37.228,g
4.6474,0.6234,14.006,g
10.2061,0.6144,42.452,g
61.4562,0.0482,5.487,g
22.1879,0.2994,15.814,g
12.1648,0.6592,41.3022,g
21.9254,0.489,8.09,g
7.175,0.7709,40.244,g
14.76,0.2227,3.2589,g
15.3072,0.5714,22.464,g
32.1354,0.1294,1.032,g
15.287,0.5719,15.4535,g
15.3868,0.4191,3.306,g
18.8856,0.2273,17.4184,g
10.378,0.5205,73.6127,g
17.8033,0.5554,15.4011,g
10.1383,0.5416,21.638,g
13.2352,0.362,4.565,g
17.1949,0.2893,6.005,g
11.3454,0.5776,12.7782,g
12.9755,0.5097,25.048,g
15.1624,0.465,3.3258,g
25.3132,0.2184,0.187,g
30.9529,0.1549,10.7066,g
7.1559,0.6299,1.4405,g
12.7802,0.5244,36.722,g
16.5718,0.3884,3.387,g
10.8215,0.7553,78.917,g
26.1247,0.3322,34.7693,g
11.6724,0.5917,16.7712,g
23.0115,0.283,0.2111,g
19.414,0.2665,17.205,g
18.336,0.2616,10.124,g
10.8969,0.6368,4.058,g
6.7565,0.7126,25.071,g
11.4472,0.5828,50.0471,g
10.7874,0.6099,14.3006,g
14.4609,0.2734,7.463,g
16.582,0.3675,14.777,g
14.4534,0.4098,21.475,g
10.691,0.6368,65.7296,g
10.3383,0.7986,7.035,g
20.7344,0.2409,3.903,g
12.5331,0.7169,15.822,g
21.4109,0.2552,16.288,g
37.8911,0.1273,3.203,g
15.6665,0.3419,15.9742,g
20.4083,0.4374,2.228,g
9.9944,0.5535,5.932,g
16.7564,0.2275,1.296,g
22.3943,0.3035,17.3452,g
20.6215,0.2032,8.35,g
13.3012,0.399,7.673,g
29.9839,0.2082,2.449,g
21.688,0.2835,17.9289,g
22.9811,0.2221,1.7962,g
36.5418,0.1176,2.9702,g
15.164,0.2958,14.1753,g
14.637,0.4,46.4008,g
21.9505,0.2821,2.507,g
12.1572,0.4179,4.9577,g
20.7749,0.2404,13.072,g
10.7534,0.6324,10.908,g
15.9796,0.3797,38.543,g
19.1572,0.3693,18.1523,g
26.6943,0.171,1.893,g
12.5429,0.6019,20.1518,g
10.9027,0.5433,7.675,g
20.638,0.2599,2.228,g
18.1323,0.3575,18.917,g
18.4244,0.2584,1.821,g
7.1883,0.7123,21.7911,g
15.2527,0.4251,21.3396,g
30.945,0.1822,69.045,g
19.8953,0.3769,3.412,g
19.05,0.2468,1.893,g
10.3837,0.8,49.667,g
14.0507,0.5082,5.7653,g
17.5907,0.2446,0.372,g
10.9525,0.5825,72.9346,g
23.5645,0.2183,1.477,g
27.8761,0.1895,18.6002,g
13.5539,0.5057,5.3656,g
36.2589,0.2359,4.158,g
15.1581,0.326,42.6194,g
28.2803,0.1722,7.103,g
8.5075,0.6777,9.508,g
7.0447,0.8228,41.337,g
24.1218,0.1844,0.601,g
15.6538,0.3871,70.1989,g
16.4927,0.2643,1.3506,g
27.4314,0.2357,5.346,g
11.1709,0.3321,2.6813,g
12.1511,0.6768,7.271,g
17.1594,0.4945,2.5785,g
10.7394,0.5897,5.8519,g
12.613,0.5263,40.7067,g
16.841,0.3656,12.8676,g
11.0466,0.6069,11.2213,g
31.2917,0.2104,0.022,g
15.7051,0.4711,32.861,g
18.1558,0.2665,7.9233,g
8.6703,0.4547,5.0804,g
20.8554,0.4,9.6722,g
39.0333,0.2773,18.0086,g
20.1472,0.2811,5.069,g
30.0875,0.157,2.7843,g
20.6802,0.3007,32.1731,g
45.278,0.0946,3.0206,g
19.0309,0.2444,2.0933,g
28.4006,0.2248,45.8891,g
24.7124,0.2291,2.158,g
12.7904,0.4074,1.048,g
10.4122,0.5871,4.5866,g
25.0324,0.2482,4.1493,g
27.4018,0.2465,17.3988,g
10.5539,0.4711,1.094,g
15.4458,0.4823,42.9788,g
10.428,0.639,60.5205,g
12.7685,0.4775,8.78,g
21.5638,0.3439,18.593,g
14.2871,0.3687,0.0578,g
10.5943,0.6697,69.1045,g
17.0516,0.3527,3.05,g
19.1167,0.2222,22.7226,g
16.3697,0.4585,1.3357,g
14.5597,0.4157,4.13,g
20.1441,0.1873,0.4481,g
22.3119,0.2328,27.3093,g
31.977,0.1333,5.3512,g
16.0518,0.4282,17.059,g
13.2262,0.482,34.849,g
25.4572,0.244,9.4318,g
13.5516,0.4809,15.0744,g
31.4805,0.1647,3.8333,g
15.1319,0.3767,11.6482,g
10.2982,0.6561,37.525,g
10.0757,0.6631,38.527,g
18.504,0.368,2.642,g
21.9778,0.3056,17.3965,g
11.463,0.565,0.3559,g
18.8222,0.37,10.666,g
12.1,0.5679,15.623,g
22.9717,0.233,0.4443,g
10.4089,0.5244,8.3449,g
19.9646,0.2113,1.5361,g
22.8786,0.2832,51.789,g
22.5856,0.2869,27.1274,g
10.2396,0.5704,29.254,g
22.1081,0.203,2.0821,g
16.0713,0.4266,13.107,g
25.2008,0.2033,6.2553,g
9.8633,0.4309,65.85,g
19.0219,0.2993,4.217,g
22.835,0.2722,13.9774,g
16.7311,0.3522,6.5984,g
6.6794,0.7623,50.0938,g
23.1061,0.263,0.7451,g
29.923,0.2203,18.761,g
17.1327,0.2592,4.2607,g
6.5999,0.7362,20.202,g
10.1082,0.5728,47.2156,g
12.7783,0.4561,10.636,g
