@relation magic

@attribute FLength numeric
@attribute FM3Long numeric
@attribute FM3Trans numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
50.0449,-37.444,19.2442,69.094,g
37.4641,10.7198,14.7785,6.867,g
13.0035,5.1007,-8.1224,11.7248,g
21.4951,-18.2807,-10.0218,1.9866,g
28.5056,-25.5155,8.1676,11.59,g
27.6894,20.323,-6.9264,87.6204,g
24.9267,-10.8226,-5.3013,35.902,g
86.4077,97.2492,5.8431,18.0251,g
20.5795,-14.9512,10.6203,2.9483,g
50.7112,31.9105,-13.1056,0.5754,g
12.9101,-3.4639,-11.7393,14.3513,g
92.3287,67.4872,18.6972,1.5216,g
111.015,83.2291,24.3567,2.6075,g
71.7643,59.3279,13.0951,6.9898,g
33.5116,-25.0953,4.0595,13.848,g
76.5934,-85.4021,-13.2009,19.152,g
29.4682,-14.4813,19.037,19.977,g
31.7329,-16.8838,-9.8866,7.755,g
34.4505,31.0299,5.991,14.824,g
61.6932,35.8305,-10.0198,9.209,g
30.2028,22.4333,-10.938,18.134,g
21.77,11.8129,16.1668,12.204,g
29.1511,6.3735,14.8787,11.6197,g
82.1714,63.5925,-23.7164,0.1989,g
20.6147,-10.1138,-5.857,25.643,g
69.1127,36.0568,-10.3749,1.875,g
12.7187,-5.807,11.4796,71.792,g
34.9637,22.0566,10.7789,8.146,g
38.0261,15.7637,-12.431,13.0541,g
26.7371,-13.346,-3.1469,10.206,g
20.5128,11.2712,-3.7516,21.6049,g
20.8101,11.2032,-9.0785,2.108,g
90.0058,78.6621,36.1917,2.058,g
35.4044,-16.8269,7.5769,21.198,g
28.3143,-9.294,-7.2713,10.678,g
32.1797,23.6439,15.0219,2.5841,g
13.0019,6.0317,9.177,66.374,g
20.2467,-18.0061,10.9604,79.4844,g
93.0951,72.7092,-24.2614,1.18,g
33.5495,20.2602,-16.9837,37.48,g
34.6692,16.7804,6.3697,8.705,g
32.9417,-21.9931,12.4638,8.8499,g
19.4525,13.7077,-3.085,4.6487,g
25.2265,11.3904,-8.0691,20.2535,g
16.5452,-5.2406,-8.4659,15.491,g
113.51,84.9624,12.6704,4.016,g
45.6008,35.2907,-8.7598,6.792,g
23.5647,-13.8665,-8.26,26.5328,g
94.7976,-39.196,5.6318,3.343,g
37.1211,28.2414,16.5466,11.929,g
28.0654,14.3186,5.7485,34.2341,g
65.9396,45.5662,8.4624,2.404,g
63.1451,-30.8421,9.1234,10.179,g
48.0293,14.7251,-10.5128,2.397,g
20.9469,-17.1936,-6.1023,65.694,g
94.4083,78.0184,-17.3768,2.3937,g
39.4299,18.0685,-10.9443,0.04,g
113.44,-27.8434,22.1385,3.685,g
24.1317,-16.8715,-12.2458,6.1301,g
52.8214,30.9728,4.2133,14.834,g
22.7815,-9.3635,13.0939,3.0779,g
46.7996,35.179,18.519,18.651,g
34.8998,16.2734,6.9719,11.545,g
19.7541,18.1879,-0.5014,86.18,g
22.1571,-13.4367,-3.9279,57.7866,g
52.8479,27.9502,-20.7681,6.087,g
26.9695,-22.6928,14.3344,22.5206,g
19.2924,-10.7908,-3.89,68.7907,g
21.5636,-18.4134,-9.2335,48.1799,g
19.5221,13.5782,-4.099,64.323,g
34.475,22.2381,-14.8405,22.7149,g
77.6918,65.5969,36.4114,3.9967,g
79.4075,68.1864,-13.2984,8.772,g
19.3469,11.4169,-7.5557,14.634,g
23.9911,14.9584,-11.417,4.869,g
54.3082,41.3347,8.1936,8.7643,g
20.5928,18.1458,6.347,37.511,g
67.2079,75.1467,25.6923,15.2612,g
79.1886,84.9596,15.2506,2.6,g
26.4947,15.1139,-11.5966,12.583,g
72.7983,59.0347,12.2292,7.4414,g
92.5638,64.8572,-15.2962,2.868,g
29.3966,8.654,-5.893,12.463,g
23.8297,13.4365,-15.0399,5.397,g
41.1721,-16.7861,8.3491,5.5596,g
40.6277,-25.5998,16.6914,20.656,g
22.1114,18.6701,10.7207,41.7053,g
26.1968,-18.9298,9.8917,11.7823,g
18.8845,18.368,-3.8031,41.771,g
18.3173,6.6176,12.0956,26.241,g
67.9099,65.8335,-8.4667,3.44,g
100.011,71.0093,-7.2555,1.9529,g
56.7163,31.828,-1.008,1.5847,g
73.0543,38.1127,17.1439,1.1614,g
42.9123,-37.3538,19.1961,44.927,g
22.3887,-8.1747,-7.151,52.3737,g
30.7144,18.5775,-7.9586,25.431,g
79.3412,44.3845,16.1732,1.5576,g
18.1576,10.607,-9.6395,33.2818,g
43.1636,-29.2344,-9.4621,43.9162,g
122.173,92.9621,16.4024,2.9702,g
21.7075,-17.5153,-4.9643,15.7756,g
12.9839,6.6103,10.485,49.891,g
67.7932,64.2621,17.9046,6.105,g
19.6336,-10.3786,6.0382,32.2376,g
12.8041,-7.8399,10.6837,7.7639,g
63.4169,36.9142,-10.4784,7.695,g
29.3039,-23.0844,11.8314,12.8835,g
43.6057,23.3319,10.5551,6.886,g
45.5221,-19.1798,-7.9847,9.498,g
31.4384,15.7767,-9.3084,45.8751,g
33.2739,27.2159,-5.0397,11.2284,g
25.9323,-14.6894,-13.9478,50.082,g
12.7824,-6.2252,11.4563,68.3548,g
12.9782,6.747,-10.0441,0.131,g
40.9012,30.897,-12.1868,5.741,g
41.8803,-28.201,11.338,5.1208,g
31.3716,-20.0178,-2.3113,4.2561,g
44.2941,23.3276,12.1353,47.561,g
32.2468,-25.0816,7.2235,16.2095,g
161.278,162.46,14.6187,5.6891,g
28.0446,-2.5723,-4.9605,4.8014,g
105.092,80.9648,23.377,1.333,g
30.6591,25.9341,-7.4568,13.0647,g
24.7632,10.7197,16.8285,30.8085,g
21.0476,16.6251,12.3327,16.8056,g
57.4269,48.4879,14.5873,9.716,g
70.8145,59.1989,-14.8321,1.74,g
97.5815,70.7059,23.048,0.4193,g
72.9495,56.4519,-10.9689,0.0857,g
24.3935,20.3433,-4.5302,31.567,g
50.131,36.5453,3.0183,4.7341,g
22.2357,-15.6055,-5.2796,0.0392,g
23.6038,18.5554,-15.0722,1.699,g
67.9392,44.3933,-11.5944,5.3057,g
106.624,76.3378,-26.9762,1.3581,g
70.69,37.3382,-10.6598,1.638,g
42.84,-15.5957,14.533,8.4993,g
33.8326,26.4743,-18.8533,24.9945,g
50.9109,37.1994,6.3852,10.865,g
59.2595,36.9943,20.2622,3.5017,g
39.4923,22.5333,-3.8436,5.7442,g
22.2442,-19.0011,-6.9374,6.6462,g
41.0084,-29.2432,6.7442,11.2425,g
16.9849,6.9044,3.4391,9.527,g
37.3728,-26.2855,10.301,1.006,g
50.6281,-47.8002,-10.3345,33.7832,g
26.6892,12.1072,-7.5764,5.8253,g
19.8813,7.907,-5.1664,66.271,g
25.0793,-17.3796,-15.7077,42.506,g
28.2831,21.3541,-15.6616,45.8856,g
28.1945,19.4556,5.0322,24.601,g
42.9665,-32.2305,9.8792,10.1005,g
33.3814,23.9708,-3.7454,2.087,g
21.1516,-17.1026,9.1288,12.9692,g
23.6193,-14.1641,-3.6675,2.442,g
39.9538,33.1294,13.6998,0.139,g
37.5148,30.1293,12.3711,7.0452,g
35.6734,-19.74,-5.5409,5.955,g
31.3498,18.7922,-13.6242,10.9966,g
24.1401,-15.9255,-12.8517,11.711,g
30.3025,-25.0872,13.8402,88.4244,g
21.3784,6.6136,8.6171,31.0226,g
30.6751,19.7908,-8.7509,22.07,g
40.0985,29.9288,10.443,2.016,g
95.3553,-47.0452,-19.15,2.0661,g
33.9612,-15.1753,-7.4428,43.391,g
40.5589,-25.6831,-17.9254,18.3581,g
101.578,107.884,-17.3732,22.201,g
102.416,61.0851,13.7615,7.5904,g
21.561,13.3083,-6.4567,10.302,g
18.5164,3.8863,-1.7255,82.9909,g
32.9558,-21.6516,10.1676,7.371,g
64.7015,38.4775,-7.0851,3.712,g
45.9354,29.6199,5.0541,0.077,g
37.6527,20.2691,-6.791,74.6315,g
101.699,66.8123,34.6567,0.905,g
41.151,-7.4717,-14.7868,1.6001,g
21.4712,15.0278,5.671,62.3507,g
44.3861,38.5473,-10.2673,4.4,g
20.0619,-6.4041,8.6563,54.584,g
41.1237,6.1225,5.466,2.777,g
24.3806,-11.207,-7.3475,24.8729,g
35.2957,26.0538,-17.1246,63.8753,g
63.6422,-25.0176,-7.2347,2.231,g
31.8375,-11.9508,-4.0728,8.675,g
24.5405,12.8357,-9.0567,33.349,g
29.1562,11.3395,10.6508,8.3777,g
53.9569,-22.0191,12.3603,7.5737,g
78.9677,85.4377,16.5118,3.1425,g
47.7033,-40.6027,7.298,2.9976,g
80.0204,54.3527,-8.2579,1.824,g
21.2476,9.4638,8.0603,35.602,g
21.044,17.6911,-10.0179,33.4231,g
23.9025,15.9701,-17.7075,14.9967,g
79.1086,-64.4418,-22.17,0.552,g
18.7258,-5.4961,-2.5632,21.0697,g
34.2809,21.069,14.6616,0.2299,g
70.0891,52.7026,9.046,3.2454,g
64.0183,47.5424,16.6488,2.9665,g
81.4962,50.8962,-4.0485,0.386,g
18.9276,7.282,-3.5493,18.1586,g
20.585,19.4121,-9.6527,42.803,g
20.1074,-6.7434,-17.2455,1.635,g
26.3198,19.4184,7.1373,13.5641,g
45.5972,38.0687,17.032,12.439,g
58.9667,26.7538,-12.7487,11.591,g
24.8854,11.9344,15.5201,15.148,g
34.2306,20.0774,-12.9813,1.3814,g
22.015,13.5859,6.6499,49.8198,g
12.7568,9.2566,5.7565,16.342,g
23.1919,7.7372,-12.0478,34.6018,g
89.5857,79.7874,8.5947,1.2147,g
43.669,-18.6459,20.3174,2.9973,g
19.7691,-7.1052,0,13.733,g
77.2268,31.9013,-10.5387,13.7613,g
23.1363,-16.104,-4.1679,3.438,g
13.1994,1.8356,-11.7029,54.0277,g
67.6011,31.6754,11.2731,1.37,g
43.5993,-27.7352,-16.5339,7.8899,g
77.8184,71.6719,18.0313,7.111,g
21.7388,-9.5968,6.5652,26.948,g
43.3752,21.4853,-15.6132,17.999,g
74.3186,60.1494,11.4887,1.714,g
21.8166,-5.4991,-5.8701,19.496,g
61.8236,33.6217,3.8995,5.6814,g
22.8063,15.6196,-7.5697,41.8543,g
25.8446,-18.1547,14.7409,2.3506,g
24.1251,-19.9943,-14.5139,35.433,g
27.7722,10.2693,-13.8578,7.2,g
29.6529,16.104,-14.2864,46.068,g
37.527,24.0906,-11.9174,4.995,g
46.0224,-22.5169,7.6568,28.8406,g
28.68,24.5807,-6.2009,46.602,g
40.7668,-27.0849,8.2668,6.235,g
78.8325,71.395,-21.2811,2.762,g
40.5301,32.5462,-11.3333,26.9369,g
39.3737,13.6391,6.5266,3.7449,g
20.7078,-18.3235,-3.0105,88.9011,g
67.2794,46.2737,15.7832,0.8667,g
31.9404,-17.4858,13.8939,29.895,g
12.9691,-6.6805,7.972,32.816,g
21.9551,10.1775,5.9304,77.9057,g
36.0495,-17.2484,3.6444,5.396,g
24.4082,15.303,7.9559,20.487,g
74.2846,71.574,-8.275,5.1219,g
33.6476,-8.8087,17.5829,26.137,g
48.5393,33.3854,-14.009,9.9947,g
84.6457,-52.6508,15.6937,2.259,g
59.6365,42.1395,-7.3426,10.208,g
37.9626,14.1607,13.4721,0.0895,g
73.0165,93.3717,22.1912,9.487,g
66.7336,67.0539,-7.3935,9.941,g
19.5795,10.355,3.5301,9.586,g
20.7751,17.7862,9.4211,28.623,g
60.0379,43.8781,19.7272,4.4858,g
58.8451,35.798,-21.1061,0.5904,g
36.3394,-19.691,4.7429,1.236,g
42.4667,31.0034,-9.7202,4.9852,g
85.4547,88.9555,8.4555,12.615,g
38.0484,38.7928,-9.8877,2.035,g
45.1661,21.7586,-10.0193,2.8997,g
77.4178,71.5944,17.2717,1.357,g
41.7541,-14.9936,5.8015,59.954,g
44.5949,-24.1922,-12.5102,2.6322,g
80.9416,60.5693,22.9385,0.0974,g
43.0089,28.1244,11.4557,13.9329,g
33.3045,-9.9052,8.066,5.2437,g
53.9293,27.3974,2.3665,2.882,g
17.497,-1.0474,4.2772,18.256,g
71.9578,44.3066,7.0796,9.0544,g
56.1911,32.6988,11.4617,1.621,g
22.4868,16.5919,-8.0406,5.507,g
29.8441,-16.2669,-8.4272,15.5205,g
66.0687,-43.5782,-12.3356,5.369,g
33.7922,15.0484,9.9533,8.5072,g
102.852,85.1624,-21.3136,3.708,g
70.8315,69.0231,19.2635,10.385,g
13.1787,-2.7238,-11.6297,27.106,g
37.6859,26.5261,9.8269,0.588,g
33.2272,24.3646,15.5226,29.984,g
20.7519,-11.4686,12.2482,3.859,g
35.904,33.4534,15.2017,87.6718,g
56.1918,49.969,21.943,1.591,g
20.8589,10.8038,-9.4188,36.551,g
36.0844,30.3396,16.044,22.925,g
81.2583,-41.4465,-26.1509,0.5417,g
30.9688,28.6154,-14.9461,69.0844,g
18.183,-9.4181,-5.1884,26.4593,g
92.7512,-90.4231,-13.0992,16.2144,g
27.3592,17.4007,-4.1033,51.723,g
40.6097,16.0028,-10.1794,0.774,g
62.7644,64.2319,-10.954,4.1234,g
22.0456,-19.5736,-11.361,63.367,g
20.7502,-17.504,-11.4548,74.477,g
28.389,-5.2832,5.4017,15.2987,g
51.7447,43.4486,-10.9882,2.643,g
74.4627,53.0684,-15.988,4.1034,g
27.1725,12.4372,-10.381,75.9321,g
44.7138,-32.5076,-13.1393,3.3443,g
34.9959,-14.2932,9.2871,6.89,g
40.0416,37.149,8.3653,4.871,g
95.3862,87.8497,-17.3434,4.0819,g
76.1033,61.7436,11.0542,2.07,g
76.201,63.1651,24.3781,2.0088,g
44.6576,34.8788,16.0512,22.7661,g
35.4735,28.2088,-4.2739,21.853,g
102.9,97.89,19.4958,5.0421,g
85.2648,77.5876,-18.3535,4.185,g
26.4593,-18.5717,-11.002,2.407,g
47.8916,-31.0968,11.835,4.6031,g
68.5377,64.8438,-11.3324,15.494,g
21.3428,-9.8288,11.2714,0.6445,g
78.7682,72.1661,-12.829,2.3175,g
72.9815,67.6604,16.271,2.203,g
35.2052,22.683,-6.6872,18.325,g
28.7802,18.1433,-10.5433,21.3396,g
57.1095,44.8621,-11.3247,34.613,g
38.7822,4.86,9.5305,5.733,g
39.5411,33.4458,-3.4861,4.419,g
61.4663,30.6895,18.6116,2.742,g
18.5361,6.185,4.5066,0.244,g
12.97,-6.3933,11.115,50.6846,g
45.9156,-31.5821,7.998,6.3431,g
25.8427,8.5877,3.6327,5.484,g
46.3873,-22.3624,10.668,3.387,g
87.028,69.5958,-6.8439,10.7918,g
44.3994,33.7283,10.7433,5.818,g
37.3585,-29.0838,-20.513,86.5709,g
87.257,68.7719,-4.4924,2.3986,g
38.8415,28.2858,9.3752,0.4595,g
64.7847,76.2401,24.0094,22.163,g
22.1866,11.2419,-9.5223,74.228,g
97.0464,84.5137,3.9472,30.297,g
51.8528,37.7307,-11.6498,0.728,g
27.0664,16.0747,-10.4712,11.067,g
48.8599,35.3682,5.5966,1.7526,g
37.2474,-27.4403,4.5182,13.753,g
12.9833,-6.5901,10.5866,37.207,g
38.1364,20.9361,11.8556,10.124,g
20.2655,14.164,3.9816,79.7296,g
33.7945,-9.0742,18.1371,9.383,g
23.3515,18.1489,8.919,7.2523,g
57.055,45.3846,11.8975,18.2893,g
61.6463,52.4882,-18.9858,4.2131,g
20.7722,-13.2383,9.5112,23.675,g
84.2033,38.1488,-12.4325,7.734,g
46.7713,33.1355,8.0244,6.4139,g
86.7913,43.5311,12.0049,2.284,g
22.0159,-8.201,8.0787,55.1338,g
22.1821,-19.1506,7.2902,59.536,g
31.1459,26.1452,16.4486,62.781,g
59.4021,58.8996,28.8805,11.855,g
85.2065,77.643,-28.9626,3.613,g
19.1691,-9.1218,-5.0464,21.6486,g
23.5902,-19.0022,-9.3453,46.8127,g
86.7474,82.4724,11.7413,16.624,g
20.6089,11.468,-5.8253,36.0741,g
12.7235,-9.407,6.7722,20.956,g
13.3406,-4.1842,11.8011,60.8194,g
39.6591,40.8734,-12.915,3.7613,g
54.1887,49.1292,-17.7546,13.905,g
32.853,18.1999,10.0273,8.724,g
96.7066,76.0843,17.6898,0.849,g
13.2479,3.8366,-11.5902,57.4463,g
24.3752,20.0027,-8.0053,38.542,g
37.0734,22.914,-9.098,20.7994,g
106.984,95.5549,4.0825,7.499,g
85.4467,-76.9321,-11.8496,1.241,g
31.0421,-24.9739,-8.4211,18.7887,g
70.0897,78.1148,13.8367,0.662,g
58.5781,24.1922,10.8757,7.042,g
79.7263,81.7969,18.1684,2.4487,g
33.429,-31.4401,-25.3331,29.644,g
52.5477,37.5718,6.9836,21.5382,g
21.6056,4.0507,13.2303,28.138,g
17.2028,-5.1201,4.3175,89.7035,g
38.7785,16.4567,-3.6941,6.554,g
25.2958,17.8278,7.2557,18.1924,g
39.7779,18.2073,12.0024,17.966,g
23.9355,-11.3804,7.0833,86.6051,g
56.0474,31.1128,-14.7622,3.164,g
27.2304,23.3428,9.7216,77.5379,g
63.805,51.4361,-18.4904,0.1897,g
64.4071,57.5182,8.8787,4.8251,g
44.7566,27.8454,3.8654,1.0447,g
17.4981,14.1112,10.5218,21.6007,g
20.5521,9.3197,5.8153,22.516,g
41.7932,11.9051,-12.1405,13.6362,g
82.9885,74.3425,12.4887,2.622,g
67.4091,39.4368,18.252,6.118,g
88.9019,94.825,-20.4289,3.2132,g
32.9368,25.0526,14.4716,23.5489,g
27.1111,-12.3721,11.6509,12.4588,g
60.2595,24.334,-17.4573,11.0144,g
23.5163,-13.7752,-4.7431,9.074,g
12.691,-8.7521,10.1028,79.5407,g
49.63,15.8001,14.1809,27.672,g
90.4766,44.2203,23.7069,0.141,g
66.0494,45.4999,6.7123,5.112,g
46.3078,29.7448,-19.2424,7.0274,g
109.581,-47.4613,28.5505,0.834,g
61.9225,56.6288,-16.1495,0.0796,g
37.4849,23.5295,-14.058,36.3065,g
29.3108,-19.1932,11.3697,24.109,g
22.1208,19.2172,-10.9631,63.6052,g
21.4272,6.0503,-8.6339,12.6618,g
25.4933,10.1372,-8.7705,43.687,g
73.9764,40.3656,17.0832,1.537,g
25.4394,16.2796,-2.4174,3.9221,g
16.2353,-6.0473,2.518,87.5679,g
172.979,80.837,10.9899,0.329,g
26.0372,21.0046,-4.8025,19.042,g
21.5294,11.2833,-11.8241,5.343,g
38.3092,26.6739,7.1173,3.556,g
36.9368,-20.8241,19.1646,2.4152,g
30.8252,-16.8903,-11.7654,3.2586,g
22.3735,15.7639,10.1974,8.363,g
58.7853,39.3732,-14.3964,5.136,g
25.2587,-11.4024,0,10.78,g
24.3645,-13.4239,-12.0169,29.0462,g
50.1891,36.1205,-10.213,4.735,g
30.2588,21.0869,9.6346,8.936,g
22.1515,-17.3618,-7.8555,48.964,g
26.9276,11.4899,-10.1253,40.449,g
20.3858,16.844,-5.1049,27.036,g
115.017,93.146,-23.4115,8.302,g
36.6822,12.507,10.4837,9.2874,g
20.3329,-9.36,12.8626,89.6161,g
22.971,18.246,-14.984,53.939,g
86.9004,-59.6391,9.4467,1.2007,g
25.7582,-23.9635,14.7484,29.836,g
27.0518,-19.4808,-5.2155,39.776,g
46.5362,27.9165,12.189,0.129,g
93.6713,86.6054,8.6847,2.0651,g
33.2708,-15.6015,-26.8701,43.7444,g
97.7959,66.259,12.8246,7.8023,g
32.6603,-19.3401,-14.8934,19.681,g
43.0148,25.9888,-13.3249,5.4962,g
16.7101,6.5996,8.0803,2.0198,g
20.5692,-11.5884,-3.913,13.9,g
30.5863,-6.9094,12.2634,12.329,g
59.5815,-39.2618,18.0153,7.0357,g
29.0507,14.865,8.2883,10.959,g
38.6741,-22.7626,-11.0834,3.4588,g
12.3552,-10.6998,-0.9435,60.1701,g
26.4957,21.2692,8.8332,57.543,g
13.0133,4.3884,7.8762,31.914,g
64.62,45.5527,-13.7209,0.6186,g
41.1027,20.7355,-9.7801,7.067,g
31.276,9.6042,-3.9887,18.7509,g
20.8748,15.6924,-9.3417,47.878,g
69.6641,-52.7004,13.2057,1.252,g
70.4372,-72.3311,17.5967,0.875,g
40.0835,-33.8985,7.6887,0.784,g
82.9946,62.114,17.4201,2.9285,g
77.3151,34.1751,13.4308,1.125,g
19.9742,11.6297,-8.7452,8.793,g
25.473,13.3961,7.0911,13.937,g
85.1967,58.8622,-20.6351,1.473,g
26.4302,20.2686,13.9362,47.592,g
53.2598,22.8047,-11.2838,0.076,g
26.6089,7.7958,-5.8931,1.407,g
33.5874,-7.6514,5.127,25.657,g
47.0893,39.1249,-7.5246,2.621,g
29.2827,9.6941,-11.0449,3.7162,g
42.6022,-20.4591,7.5307,9.8372,g
81.2642,48.271,9.9464,1.28,g
55.7695,52.0204,5.3759,0.554,g
56.2778,11.6558,-12.8811,4.439,g
103.335,74.2771,-29.2771,3.4381,g
31.6831,25.2218,9.4138,65.85,g
20.2173,-12.9913,-5.3643,49.5995,g
27.2843,-18.6765,15.4689,10.2623,g
54.623,-27.6313,-13.3082,11.24,g
56.8061,56.0984,7.8091,11.1946,g
31.6734,14.9985,-9.7599,28.296,g
31.0208,-15.7849,-7.8747,8.2969,g
102.786,116.765,16.3865,1.687,g
45.635,-27.8054,22.5569,8.357,g
67.4091,59.8156,19.0554,1.25,g
54.9239,53.3134,13.9454,4.34,g
52.6825,38.5699,-12.3256,2.3692,g
18.5832,10.199,-5.6669,20.9362,g
16.8779,4.3752,-5.6694,12.7782,g
17.5265,-6.2517,3.2753,26.8207,g
59.4806,52.7144,-20.5596,5.7777,g
36.155,-23.2194,8.2334,5.836,g
27.5402,-16.7625,-5.4287,9.928,g
16.5285,6.3665,-8.1195,11.404,g
22.0678,-17.382,-5.2847,35.542,g
97.1547,70.3318,-22.4139,1.2669,g
30.5961,22.5779,-8.4838,11.8172,g
80.2186,60.0831,-8.5273,0.8713,g
12.867,8.3638,6.7735,42.694,g
19.1651,-11.8129,10.5599,74.952,g
21.4317,19.8107,-11.3014,28.035,g
60.0764,62.6384,-15.5864,20.6356,g
43.2269,35.3128,10.3147,26.0548,g
28.097,20.7682,14.0435,15.876,g
30.8618,29.4609,-14.611,23.1046,g
42.4673,31.2016,4.2744,6.332,g
40.0284,22.1593,13.3917,2.184,g
30.8855,17.7407,-9.1899,18.989,g
26.567,15.0154,8.5459,12.3055,g
38.2081,-30.8998,-14.7142,25.176,g
19.5841,-12.6451,-5.675,10.7079,g
65.8446,37.9565,5.1343,0.152,g
18.8636,-16.438,12.056,0.5504,g
41.0855,10.8967,12.598,8.0235,g
25.6681,-14.9176,-2.5865,1.1917,g
55.6748,-24.9746,10.1152,4.6566,g
52.0776,7.2205,7.7741,4.111,g
76.763,80.3253,-9.666,6.853,g
21.4296,-10.7423,11.901,12.4053,g
29.7001,23.6915,-7.8984,43.4617,g
112.279,92.6338,10.3738,3.2837,g
