@relation magic

@attribute FLength numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
68.1479,3.3906,1.652,g
58.9042,3.1488,2.3595,g
80.1855,2.752,0.487,g
59.4155,3.3559,4.558,g
17.4815,2.3243,76.9471,g
12.9052,2.1477,46.8979,g
61.6933,2.9015,2.926,g
72.0272,3.0535,9.423,g
24.2128,2.0952,6.4563,g
34.1403,2.9219,20.826,g
64.7839,3.1297,2.313,g
13.8125,2.2889,49.1374,g
12.4763,2.1889,45.626,g
22.9555,2.5065,27.041,g
16.024,2.4472,19.4794,g
58.2229,3.2429,12.8453,g
29.2209,2.2742,3.625,g
107.338,3.5265,3.312,g
29.6626,2.4125,8.1489,g
27.4956,2.5315,25.1126,g
65.7726,3.5273,3.8848,g
24.3134,2.4354,11.9691,g
19.6111,2.3701,30.556,g
71.1997,2.8195,8.079,g
40.6745,2.9353,46.5742,g
109.359,4.286,0.0591,g
18.6836,2.2978,16.0875,g
28.1919,2.8251,80.2551,g
27.0994,2.4969,1.5977,g
69.7964,3.2262,2.152,g
12.8041,2.0314,7.7639,g
28.0065,2.4031,51.967,g
22.5682,2.4836,35.141,g
46.4638,2.6518,27.1336,g
55.8635,2.6556,2.6299,g
26.3365,2.3962,11.578,g
43.2057,2.8417,4.438,g
29.4822,2.7193,76.3219,g
24.7837,2.5237,1.3628,g
35.9742,2.6642,9.2464,g
15.1951,2.4594,63.395,g
27.5027,2.5763,21.937,g
12.7537,2.2999,80.0642,g
18.8065,2.437,36.1365,g
62.4115,3.4099,6.1268,g
33.0135,2.4183,5.177,g
12.5027,2.1973,39.702,g
25.9297,2.5786,12.5848,g
21.1123,2.5198,75.2845,g
33.7548,2.4921,11.3175,g
74.8174,3.2239,4.8815,g
54.6176,2.705,5.3885,g
36.6156,2.4955,3.125,g
19.9109,2.3927,16.5079,g
45.2957,3.0441,8.201,g
43.9609,2.6848,14.238,g
20.4599,2.2601,54.01,g
25.5801,2.5276,3.628,g
13.1734,2.3531,15.9915,g
28.5069,2.673,67.511,g
19.8566,2.3128,75.356,g
28.1738,2.2867,10.8918,g
24.1417,2.7853,89.2231,g
40.0358,3.187,0.636,g
49.165,3.0465,4.8828,g
33.6096,2.8466,51.7341,g
83.0728,3.4059,0.054,g
103.582,3.4386,2.3493,g
31.0653,2.6138,58.3585,g
46.7488,2.4983,0.4583,g
65.045,3.6171,18.4316,g
39.4843,2.4914,1.4023,g
20.5596,2.3747,82.4568,g
95.5483,3.4784,2.9595,g
141.484,2.4669,7.2801,g
18.883,2.2672,49.52,g
110.144,4.2885,2.5168,g
12.4992,2.0394,21.57,g
57.9453,3.271,5.7196,g
19.8584,2.6405,20.1575,g
35.059,2.5635,4.005,g
35.1271,2.5296,1.0485,g
33.7228,3.0639,11.0782,g
27.3084,2.6101,38.1711,g
45.6756,2.9031,6.4023,g
28.272,2.4886,22.252,g
80.5977,3.4706,2.3504,g
56.8047,2.6154,0.3475,g
20.5862,2.0917,5.13,g
64.542,3.3389,1.967,g
114.324,2.6758,40.2357,g
19.5643,2.4661,1.7384,g
19.3469,2.4735,14.634,g
19.1799,2.3395,15.6268,g
42.5173,3.4363,11.891,g
25.3202,2.5569,5.08,g
13.4506,2.2707,45.195,g
12.6531,2.2368,26.61,g
12.9881,2.1804,85.6648,g
41.455,2.873,15.3576,g
42.023,3.0695,8.047,g
12.5969,2.2266,56.6622,g
77.7337,3.926,1.5881,g
20.5478,2.1319,66.4659,g
103.015,2.9117,0.471,g
25.4933,2.5397,43.687,g
43.5004,3.1599,18.5411,g
110.815,3.0588,1.7722,g
92.6332,3.6898,0.123,g
39.5797,2.7239,10.476,g
72.5506,3.0922,18.6144,g
30.1127,2.6604,23.856,g
76.2191,3.5086,1.1725,g
19.1548,2.3927,0.055,g
17.0875,2.2553,56.4005,g
61.0162,3.7474,0.6497,g
21.8349,2.2355,65.6716,g
31.685,2.6117,2.198,g
96.1,3.1321,5.9111,g
88.2709,3.2541,2.21,g
66.4813,3.1509,2.0401,g
18.322,2.3589,16.343,g
23.7753,2.055,38.308,g
25.4553,2.639,19.0188,g
29.3304,2.4362,19.395,g
24.8935,2.3512,24.205,g
27.5972,2.7627,10.469,g
20.801,2.3531,23.3742,g
61.3352,2.9836,9.634,g
18.9091,2.4541,25.048,g
27.6162,2.6309,85.521,g
77.9874,3.6155,1.8587,g
30.8219,2.723,29.901,g
43.072,2.6101,0.7536,g
38.3688,2.9501,3.764,g
20.1622,2.3979,3.886,g
24.7047,2.5079,18.579,g
48.0501,3.3365,19.9604,g
100.493,3.0158,2.818,g
32.007,2.9325,16.472,g
57.1477,3.4273,7.966,g
90.9536,3.4208,5.7787,g
44.7031,2.7356,4.2607,g
78.5721,3.0228,9.643,g
92.8988,3.7862,3.3724,g
13.3057,2.3086,66.476,g
46.0188,3.4715,14.916,g
87.0313,2.7156,4.282,g
35.5217,2.6613,11.586,g
21.891,2.0881,35.1373,g
54.3242,2.9954,0.3729,g
17.5379,2.3502,21.666,g
18.5062,2.2967,0.3676,g
24.5507,2.776,39.1194,g
81.7537,2.9741,0.2053,g
17.4844,2.3064,44.6217,g
34.0176,2.98,2.68,g
24.5519,2.5434,64.279,g
35.0368,2.7255,11.385,g
27.4634,2.1875,8.5588,g
22.2351,2.3086,0.427,g
19.4661,2.3483,14.3006,g
23.2702,2.4005,20.9345,g
39.0029,2.7517,8.0864,g
39.2466,3.1817,18.4082,g
74.9258,3.1269,3.5,g
17.6309,2.2227,12.616,g
81.4536,3.381,5.2231,g
93.0085,3.751,0.868,g
28.7994,2.4216,0.9082,g
19.6529,2.3365,0.4882,g
104.897,2.5826,11.241,g
18.8209,2.7308,51.214,g
77.1642,2.9852,7.7247,g
68.9406,3.474,0.279,g
27.4824,2.5688,1.8427,g
62.4421,3.0676,0.7239,g
46.9247,2.7486,5.1486,g
19.9926,2.4354,12.7719,g
12.8863,2.2492,61.346,g
104.113,4.1523,1.828,g
12.659,2.0512,67.1488,g
44.5086,2.8951,11.329,g
83.4741,3.2782,2.2974,g
81.5429,2.936,2.008,g
32.6529,2.9413,7.4018,g
18.3345,2.4057,40.824,g
33.1141,2.953,47.7302,g
19.4348,2.1717,60.218,g
52.4255,2.5159,13.671,g
24.1415,2.5328,13.846,g
71.8015,3.1526,2.12,g
21.1286,2.5218,24.538,g
31.1818,2.6566,41.428,g
24.1505,2.5315,30.271,g
52.2368,3.8024,20.595,g
89.3625,3.7911,5.2442,g
43.6408,3.2459,69.045,g
97.7809,3.799,0.3308,g
16.1927,2.3711,40.759,g
20.1522,2.5575,14.451,g
29.2012,2.8932,9.7527,g
19.2243,2.5139,11.049,g
90.239,2.8293,3.241,g
68.6967,3.1733,3.4614,g
61.7228,3.5276,2.701,g
20.8892,2.4298,13.3845,g
28.5827,2.9678,24.825,g
47.3271,2.9248,2.982,g
113.975,2.8856,0.804,g
27.1139,2.7197,47.397,g
25.2665,2.7627,12.104,g
46.164,3.0037,8.801,g
61.4663,3.1552,2.742,g
58.3387,3.0404,5.4681,g
32.9368,2.6269,23.5489,g
24.0688,2.5065,33.4211,g
33.7019,3.0328,4.542,g
55.8123,2.9872,14.328,g
23.7423,2.4074,14.9106,g
39.558,2.7566,3.443,g
74.8406,3.6868,10.0169,g
18.8845,2.437,41.771,g
62.4082,2.9146,6.2553,g
21.5141,2.5211,10.089,g
20.0619,2.4764,54.584,g
69.7228,3.4686,2.0787,g
30.367,2.7226,49.0315,g
19.8632,2.3253,62.678,g
94.4692,2.9085,10.5067,g
46.2583,3.4098,14.769,g
27.8675,2.3579,8.5878,g
33.4997,2.6258,24.9095,g
24.5405,2.4609,33.349,g
12.9504,2.2799,87.2895,g
36.7509,2.5533,39.6251,g
26.9596,2.4609,21.5562,g
22.1635,2.5514,26.5822,g
22.3855,2.2343,13.9756,g
98.5389,3.9546,3.0657,g
101.9,4.1916,1.078,g
21.143,2.0737,61.5734,g
48.9681,2.6444,12.422,g
123.987,2.7906,0.813,g
33.9349,2.5478,8.1657,g
13.453,2.2418,11.4657,g
51.0702,2.9521,7.48,g
43.8606,3.0348,8.9201,g
30.8779,2.3493,40.5255,g
105.504,2.8543,0.951,g
36.5413,2.9297,21.303,g
17.725,2.1833,73.787,g
57.3306,3.5721,0.189,g
71.4686,3.3941,2.76,g
35.4211,2.7701,8.507,g
75.9422,2.837,2.872,g
41.3935,2.4393,1.811,g
79.1292,3.253,1.7184,g
23.0358,2.4871,36.722,g
19.7083,2.5717,10.4413,g
33.1281,2.5165,10.224,g
64.3999,3.2383,8.889,g
47.2023,3.0394,0.966,g
48.7723,2.8698,0.464,g
81.0307,2.9312,28.508,g
64.0108,3.0372,3.9371,g
43.0415,2.8543,14.572,g
26.5857,2.4669,13.873,g
85.4369,3.6503,2.791,g
37.1534,2.9071,11.785,g
74.6083,3.2714,0.1577,g
31.3156,2.4464,0.534,g
20.8068,2.3655,83.9952,g
32.5241,2.8395,3.952,g
61.5118,3.6745,32.635,g
12.6275,2.0512,37.228,g
42.8647,3.1768,12.867,g
24.8562,2.4306,22.9883,g
77.8551,3.4034,10.316,g
71.862,3.5638,1.2638,g
61.4489,3.2683,7.3758,g
17.0052,2.3979,52.599,g
36.3001,2.5058,0.2726,g
46.6663,3.2398,3.1992,g
12.927,2.2109,68.723,g
122.173,3.7497,2.9702,g
23.3736,2.4526,6.5289,g
75.3249,3.2191,29.81,g
39.345,3.2628,3.0825,g
45.9965,3.1707,9.911,g
26.3212,2.5011,6.0614,g
47.4777,3.1276,13.161,g
33.4718,2.5617,0.6027,g
24.0789,2.6294,22.926,g
93.0625,3.587,7.6778,g
22.4037,2.6767,34.361,g
18.8219,2.3856,3.2309,g
25.7797,2.4208,55.1534,g
28.4434,2.4346,2.976,g
29.1214,2.4893,27.67,g
23.8746,2.4125,45.6526,g
32.1521,2.6744,13.6027,g
50.2888,2.8407,39.0638,g
12.9947,2.1688,15.465,g
52.1899,2.6201,3.139,g
29.0658,2.5422,8.953,g
93.9699,3.3252,4.4256,g
81.4117,3.1239,4.2953,g
19.0832,2.2999,20.1371,g
61.3737,3.2621,0.9761,g
74.5714,2.9914,4.029,g
44.2737,3.0641,14.1545,g
109.117,4.0441,1.164,g
47.334,3.1714,0.04,g
24.1674,2.6294,8.688,g
21.565,2.4594,3.896,g
41.2491,2.9012,7.7318,g
48.7524,2.8215,6.9178,g
17.6485,2.1673,23.7151,g
38.4696,2.5955,37.3983,g
13.3386,2.3395,52.3517,g
41.8803,3.3672,2.2801,g
35.1926,3.2262,10.685,g
32.9432,2.4433,4.0575,g
17.6563,2.248,72.368,g
98.719,3.2377,0.8402,g
18.1607,2.2718,43.3661,g
81.4337,3.527,3.511,g
15.0229,2.3201,46.146,g
57.3784,2.5058,21.804,g
29.8866,2.7664,19.5579,g
37.2558,2.7226,14.8817,g
88.2815,3.1239,0.618,g
81.7059,3.4166,3.953,g
21.445,2.5647,16.629,g
60.523,2.9559,9.3455,g
68.2986,3.1211,3.5619,g
19.2624,2.4158,56.5669,g
20.1977,2.3222,14.9307,g
56.6139,3.3259,9.842,g
25.9214,2.6933,9.6072,g
18.7188,2.2393,76.831,g
27.6918,2.3847,2.0797,g
26.403,2.5011,35.821,g
21.6757,2.3829,42.3811,g
20.2649,2.2923,19.359,g
31.6769,2.5617,64.622,g
45.5944,2.938,83.9665,g
33.5,2.6232,6.972,g
32.6655,2.6642,8.041,g
19.9774,2.4099,3.2309,g
29.9486,2.7332,0.275,g
44.2373,2.8904,37.234,g
25.6828,2.596,56.894,g
75.469,3.1438,3.0461,g
61.2538,3.5864,14.4978,g
15.0205,2.356,89.274,g
34.8593,2.8627,1.858,g
30.3022,2.3627,36.929,g
23.4858,2.2393,19.341,g
24.4522,2.4771,20.868,g
60.1899,3.2515,0.123,g
67.3675,2.9093,13.062,g
24.1742,2.5397,86.932,g
18.9583,2.3483,38.2,g
25.1536,2.6484,23.479,g
44.4369,2.8146,15.298,g
19.488,2.1987,67.2734,g
29.9042,2.9031,27.191,g
40.8191,2.7716,9.6533,g
33.5948,2.6294,29.3634,g
64.8668,3.0358,14.2272,g
22.709,2.2028,37.3872,g
36.8715,2.8549,0.8432,g
34.6136,2.6749,12.037,g
20.22,2.2122,30.0911,g
44.1086,2.954,0.677,g
88.9912,3.1874,1.121,g
43.2949,2.7054,0.5486,g
26.2815,2.9165,8.796,g
33.7556,3.0519,8.846,g
38.1817,2.6906,2.572,g
13.3706,2.1717,47.994,g
33.2708,3.0894,43.7444,g
109.043,3.1284,0.658,g
89.0973,3.4193,1.6024,g
85.3224,3.1875,0.137,g
19.6295,2.3711,11.997,g
28.5056,2.5126,11.59,g
25.8508,2.6959,6.352,g
120.043,2.8567,61.0741,g
95.8184,2.6405,6.415,g
25.1127,2.5569,70.2428,g
59.0912,2.2967,8.94,g
26.1561,2.5139,49.5681,g
21.0167,2.4057,56.616,g
117.034,2.7181,2.594,g
22.1854,2.372,85.4955,g
77.8804,3.7988,2.4966,g
57.0682,3.2718,3.016,g
20.6987,2.4742,85.8793,g
18.7408,2.233,73.6127,g
20.7522,2.2601,43.8882,g
45.0286,3.0779,11.8623,g
41.375,2.8848,1.0421,g
37.3585,3.0713,86.5709,g
17.2849,2.2095,42.016,g
102.786,3.742,1.687,g
22.0837,2.1732,14.4397,g
73.9175,3.0661,0.772,g
86.7474,3.5139,16.624,g
78.4848,2.4983,0.13,g
70.8145,3.6166,1.74,g
31.2015,2.616,47.1486,g
65.524,3.5027,5.325,g
28.1465,2.3988,86.3532,g
21.4291,2.4289,38.5808,g
88.0604,4.1703,8.013,g
35.4716,2.7551,20.1401,g
21.1531,2.6165,7.158,g
17.1793,2.1847,73.221,g
52.8214,2.7828,14.834,g
19.9761,2.1833,19.965,g
27.9506,2.8149,18.513,g
16.9503,2.3385,69.1045,g
12.6834,2.1351,53.022,g
27.8979,2.6753,31.2675,g
90.5838,3.4125,4.5116,g
45.4678,2.9172,1.087,g
43.3859,2.8689,14.648,g
26.4549,2.4713,25.187,g
29.549,2.3692,0.9098,g
59.2595,3.5391,3.5017,g
13.7355,2.5198,38.4018,g
43.0535,2.7251,5.984,g
87.6502,3.3469,1.7125,g
66.3629,3.2559,1.2327,g
20.2891,2.301,71.3503,g
38.7558,2.8041,3.952,g
75.0145,3.4029,2.5791,g
24.332,2.0846,17.9481,g
53.1026,3.089,6.083,g
45.041,3.2604,11.531,g
30.1806,2.4771,11.423,g
23.7934,2.7247,33.4374,g
16.3018,2.2529,76.9479,g
18.2437,2.3664,68.354,g
21.9748,2.1847,42.79,g
26.1194,2.5465,52.28,g
32.3865,2.639,7.4884,g
29.6257,2.5977,29.477,g
21.1285,2.1461,52.67,g
107.858,3.9914,0.0791,g
77.2563,3.0332,1.922,g
24.9084,2.7443,0.758,g
31.0586,2.5999,11.7643,g
43.721,3.1587,7.992,g
23.7276,2.4082,85.4134,g
41.67,2.9012,4.758,g
81.2829,3.3507,4.074,g
20.6147,2.1414,25.643,g
61.5098,3.0746,9.437,g
60.2834,2.96,0.7044,g
21.3638,2.1383,17.5411,g
23.3221,2.2989,58.039,g
51.115,2.752,21.9356,g
30.8216,2.3901,28.6827,g
77.8986,3.4919,2.701,g
32.9178,2.9251,7.387,g
111.015,4.4604,2.6075,g
56.0543,3.0191,6.696,g
37.4814,2.8899,3.5686,g
133.596,3.0312,74.6605,g
22.6334,2.29,5.8519,g
85.2648,3.2977,4.185,g
52.1044,2.9523,5.8345,g
22.7882,2.2923,63.8216,g
58.5807,3.516,6.582,g
36.0495,2.8597,5.396,g
40.2456,2.8851,1.706,g
95.7927,4.1743,0.68,g
53.2494,3.0022,2.9517,g
101.948,3.8649,0.775,g
16.4733,2.3502,67.376,g
95.6239,3.8914,3.744,g
30.8198,2.8831,5.332,g
86.4685,3.7818,0.8473,g
31.8375,2.6781,8.675,g
78.1114,3.2918,8.8309,g
52.1834,3.0952,1.5526,g
12.9993,2.0881,77.453,g
19.8471,2.567,62.9714,g
62.8232,3.1161,5.672,g
67.8374,3.2491,6.1571,g
97.9746,3.5594,2.449,g
28.972,2.5955,10.5327,g
21.1959,2.0986,76.7401,g
78.2925,2.9365,0.925,g
28.1067,2.8985,23.326,g
43.669,3.0175,2.9973,g
22.3722,2.2455,0.3141,g
46.2731,3.4422,2.9498,g
57.2696,3.1754,7.052,g
41.3125,2.8913,2.1898,g
16.9619,2.2343,82.7575,g
38.0373,2.5347,3.244,g
13.167,2.2028,26.148,g
31.3882,2.934,2.267,g
21.6639,2.2577,3.033,g
12.9947,2.2776,83.93,g
101.699,4.1475,0.905,g
89.5857,4.2249,1.2147,g
73.882,3.4736,1.6503,g
19.7158,2.4257,68.308,g
24.1319,2.6314,51.3869,g
53.7411,2.78,26.16,g
75.5657,2.9004,4.9959,g
82.4072,3.594,0.3565,g
20.9214,2.3627,1.19,g
24.2846,2.5641,65.1564,g
27.6835,2.6542,17.02,g
75.0502,3.1326,1.2422,g
33.7823,2.9717,2.0557,g
50.0306,2.6781,11.877,g
40.9117,2.6123,0.58,g
31.3615,2.8663,0.094,g
48.3309,3.0314,12.5792,g
32.2947,2.4771,39.8253,g
39.2823,3.1455,1.7762,g
51.2161,2.7156,22.5804,g
27.1802,2.7551,50.664,g
20.5867,2.3212,31.2984,g
24.0767,2.6449,32.3979,g
18.0731,2.4125,9.6089,g
88.7747,3.4783,1.8142,g
58.6289,3.2105,2.2837,g
35.4147,2.5198,10.524,g
64.7015,2.7931,3.712,g
68.1693,2.9605,3.585,g
29.0412,2.6632,2.6291,g
32.6279,2.798,10.3,g
58.1603,3.4278,1.6337,g
42.068,2.4579,0.3486,g
34.8445,2.711,5.8769,g
19.07,2.4526,63.687,g
98.6223,3.3109,2.1682,g
72.3361,2.9501,1.832,g
86.7619,2.9991,5.057,g
57.0396,3.1999,2.377,g
41.1215,2.7247,5.2825,g
33.6825,2.7247,11.7631,g
19.828,2.1287,80.558,g
25.9323,2.7462,50.082,g
104.511,3.4007,2.425,g
28.8702,2.889,4.207,g
55.6614,2.9841,6.2916,g
37.8325,2.5587,64.525,g
28.738,2.5484,8.0769,g
30.0632,2.7723,80.8951,g
51.1033,3.7553,3.2945,g
36.0474,2.5993,18.862,g
33.8898,2.9647,6.891,g
19.2296,2.1222,74.6152,g
31.3502,2.8179,18.427,g
15.8049,2.4518,40.6918,g
77.6846,3.5455,3.186,g
88.9928,3.8119,3.963,g
37.3887,2.5843,1.818,g
25.5266,2.4771,5.2328,g
36.1741,2.946,0.254,g
52.3766,2.7372,8.8454,g
18.8069,2.2355,29.692,g
37.5856,3.0137,11.117,g
74.9513,3.3358,2.0296,g
29.4785,2.4306,59.3545,g
31.5085,2.7619,20.8552,g
23.49,2.7478,15.7122,g
12.8427,2.1255,82.4198,g
23.7596,2.4166,52.4475,g
29.0507,2.5198,10.959,g
12.9053,2.0986,47.135,g
22.8704,2.4354,2.8735,g
21.9413,2.29,15.8411,g
94.0405,4.07,2.148,g
12.7643,2.1021,58.644,g
83.9635,3.9898,3.0278,g
35.8316,2.5205,0.059,g
94.1836,3.5029,2.957,g
89.6301,3.9613,4.737,g
20.2048,2.5916,6.745,g
55.9102,3.0226,10.581,g
54.2633,2.4125,11.112,g
24.5037,2.5205,12.0755,g
20.0891,2.0626,78.3243,g
22.0088,2.5058,26.125,g
24.9509,2.4928,23.425,g
44.6018,2.7878,2.399,g
20.326,2.1287,16.506,g
17.583,2.4338,48.9365,g
27.5777,2.5746,23.359,g
36.4708,2.8588,17.3992,g
35.8676,2.9157,4.5394,g
24.5151,2.1917,51.3098,g
35.9941,2.9666,4.761,g
13.0217,2.1123,54.248,g
44.3624,2.9167,34.3207,g
40.22,3.1948,7.1523,g
21.2653,2.1629,2.5515,g
112.704,4.3784,6.2016,g
21.1474,2.5599,35.595,g
19.5431,2.3212,50.575,g
40.6277,2.6064,20.656,g
34.6124,2.6749,53.2181,g
81.0836,3.4593,0.572,g
114.429,2.9892,13.0638,g
19.4019,2.5838,12.6022,g
21.3428,2.42,0.6445,g
16.7904,2.2648,16.9354,g
118.862,3.5161,1.5122,g
53.3069,3.028,1.762,g
18.8636,2.4091,0.5504,g
45.5838,3.1745,10.3511,g
35.577,2.9805,2.0711,g
19.0792,2.2553,75.0613,g
38.9695,2.636,15.3354,g
36.1504,3.0544,10.098,g
97.1547,3.972,1.2669,g
29.292,2.6609,3.226,g
38.6401,2.8274,87.5682,g
27.5367,2.3664,12.596,g
25.397,2.2683,45.87,g
20.2208,2.3201,38.769,g
17.1349,2.356,8.1236,g
66.1838,2.549,13.107,g
18.7532,2.2648,3.5066,g
39.9972,3.0941,14.756,g
31.966,2.5635,10.655,g
85.7345,3.9618,5.6722,g
75.2057,3.1334,1.5926,g
33.1611,2.2776,5.6594,g
20.7693,2.3054,2.752,g
93.9755,3.6192,0.7124,g
40.6834,2.8024,18.706,g
87.1434,2.7024,7.3785,g
30.2787,2.7344,5.858,g
24.4091,2.5065,22.24,g
141.235,4.1179,3.5362,g
81.382,3.786,2.9274,g
81.2862,2.8976,4.129,g
20.9635,2.2253,40.2935,g
26.9835,2.7638,6.259,g
91.5673,2.6439,2.947,g
33.4858,2.7969,12.9506,g
21.77,2.637,12.204,g
21.1155,2.1508,49.707,g
98.0245,3.5637,1.447,g
12.8312,2.2292,60.579,g
41.7932,2.9621,13.6362,g
20.061,2.4495,5.825,g
28.8237,3.159,85.2559,g
46.8561,3.1976,1.1127,g
12.9963,2.1287,27.469,g
58.7256,2.8293,3.973,g
27.5391,3.0775,12.206,g
86.3478,2.9857,1.7715,g
70.5627,2.9133,5.8556,g
56.5232,2.732,17.637,g
21.5549,2.4224,45.4834,g
19.2295,2.3655,24.262,g
38.3967,2.6258,58.4662,g
24.2734,2.4456,17.466,g
66.9069,2.9258,7.311,g
19.3265,2.2504,53.056,g
92.6944,3.1623,2.62,g
107.154,3.6964,1.404,g
18.5361,2.1903,0.244,g
80.4535,3.3266,14.203,g
28.0462,2.7218,26.6013,g
20.6238,2.4322,4.327,g
46.7313,3.6542,3.8676,g
39.8046,2.6154,11.243,g
24.2769,2.6274,12.8676,g
39.7304,2.7589,5.7523,g
36.1482,2.6138,17.981,g
97.0232,3.2253,2.8669,g
29.624,2.8506,1.1537,g
73.9743,2.8199,8.09,g
12.9698,2.1804,55.8846,g
21.4387,2.0473,34.8091,g
35.8764,3.1188,14.985,g
65.7802,3.3623,0.4845,g
16.0779,2.3522,52.09,g
20.0516,2.1599,23.469,g
60.5854,3.3166,1.557,g
27.1538,2.5533,1.692,g
31.7382,2.7683,1.1811,g
12.9574,2.2162,43.9589,g
20.1958,2.1287,17.9072,g
19.9624,2.2625,19.486,g
77.0039,3.3366,0.3649,g
51.0934,2.9879,1.8071,g
31.9061,2.638,22.6447,g
42.8336,2.2683,9.9089,g
89.3694,3.5514,0.022,g
33.055,2.3444,9.323,g
31.2684,2.2589,22.4698,g
64.9888,3.4635,1.798,g
101.939,3.1725,9.836,g
23.472,2.6821,6.279,g
26.9279,2.5944,3.3499,g
51.9989,2.6508,11.322,g
43.4976,2.6551,20.1117,g
66.4147,3.5732,1.147,g
68.701,3.3344,6.285,g
52.8238,2.4735,6.278,g
63.4156,3.2537,5.719,g
39.7354,2.7892,0.256,g
55.1646,3.2629,1.7086,g
32.4967,2.5514,63.9721,g
87.3122,3.672,1.902,g
54.2845,2.6217,1.7076,g
35.7849,2.8879,34.3844,g
31.8548,2.5557,16.9228,g
40.7164,3.1565,3.235,g
48.0293,2.7832,2.397,g
21.2877,2.179,8.167,g
12.5202,2.1804,9.612,g
20.6112,2.2911,65.696,g
19.2002,2.3531,8.542,g
36.755,2.5231,61.492,g
65.9296,3.1081,2.038,g
107.508,3.6121,4.5595,g
20.7417,2.4669,16.395,g
102.592,4.1483,1.352,g
14.6095,2.2989,21.3448,g
64.3417,3.1316,3.0013,g
24.1407,2.4241,2.541,g
58.7853,3.4814,5.136,g
23.8187,2.4654,24.1621,g
26.3327,2.4564,27.6552,g
19.4525,2.3589,4.6487,g
74.2876,3.458,7.3272,g
12.6365,2.0394,39.212,g
72.0438,2.9432,8.348,g
70.69,2.8865,1.638,g
71.7643,2.8172,6.9898,g
21.7651,2.4771,12.12,g
22.7184,2.4346,6.1543,g
46.1856,2.9701,13.438,g
23.4331,2.4935,5.584,g
26.5832,2.683,31.498,g
29.0606,2.64,73.4413,g
84.5887,3.8822,3.6433,g
28.9061,2.527,6.021,g
88.5701,3.7112,3.266,g
19.901,2.499,49.186,g
42.9123,3.6205,44.927,g
31.6831,2.3294,65.85,g
70.6864,2.9523,28.0147,g
24.3806,2.3032,24.8729,g
13.1698,2.1383,78.186,g
28.0446,2.4108,4.8014,g
19.5841,2.5581,10.7079,g
74.4788,2.9985,10.928,g
68.7734,2.9245,2.2482,g
30.1961,2.2504,79.825,g
21.8049,2.3054,60.775,g
26.986,2.5717,19.4692,g
41.2532,3.4272,7.521,g
62.1599,2.9304,2.228,g
64.5851,2.8633,7.6842,g
27.6461,2.6928,4.9577,g
21.8064,2.1089,18.095,g
48.433,3.234,1.452,g
19.9908,2.6175,75.1784,g
21.9338,2.3424,18.299,g
30.8683,2.3918,28.222,g
80.271,3.1882,2.956,g
36.2836,2.6915,24.191,g
27.6242,2.6488,18.353,g
27.6178,2.3021,69.004,g
