@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R5,9,11'

@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
0.15,11.817,g
0.1426,3.9083,g
0.1649,16.72,g
0.1202,1.341,g
0.2004,19.9136,g
0.1257,3.685,g
0.2643,68.712,g
0.13,0.554,g
0.1382,5.5489,g
0.3255,45.9059,g
0.1576,8.94,g
0.161,1.408,g
0.229,12.4043,g
0.1612,1.006,g
0.2571,10.139,g
0.1005,19.0501,g
0.1226,7.4382,g
0.3569,20.7,g
0.2687,45.8014,g
0.3931,16.144,g
0.1491,30.297,g
0.2712,26.131,g
0.1273,7.312,g
0.2491,55.884,g
0.1697,42.632,g
0.5076,6.1193,g
0.1144,9.0222,g
0.2952,15.311,g
0.1638,3.2425,g
0.1245,6.9791,g
0.2188,12.2655,g
0.2829,14.5319,g
0.3173,8.249,g
0.1259,0.8358,g
0.1323,3.1589,g
0.0829,11.124,g
0.3879,21.428,g
0.293,55.1624,g
0.3696,58.679,g
0.2051,11.474,g
0.1468,1.7101,g
0.1532,20.797,g
0.1191,6.54,g
0.1365,6.2998,g
0.142,29.3634,g
0.1402,1.949,g
0.0985,2.8194,g
0.2143,0.805,g
0.3297,30.4737,g
0.4027,69.4336,g
0.1196,65.913,g
0.3517,5.6753,g
0.1385,3.837,g
0.1395,13.8,g
0.394,40.251,g
0.1561,5.3339,g
0.343,17.444,g
0.123,35.118,g
0.1208,1.591,g
0.3663,73.658,g
0.1141,12.0685,g
0.3623,44.082,g
0.2381,53.6761,g
0.4321,35.794,g
0.0653,4.5595,g
0.2356,1.9602,g
0.1416,0.984,g
0.1055,2.359,g
0.3724,9.9488,g
0.3233,21.7968,g
0.2109,58.6235,g
0.1238,4.2502,g
0.2134,5.396,g
0.1625,2.701,g
0.0874,8.0874,g
0.1852,5.521,g
0.2369,1.0133,g
0.3707,45.7173,g
0.1347,0.075,g
0.0788,0.051,g
0.16,2.8916,g
0.1807,22.6447,g
0.3059,35.37,g
0.0972,3.104,g
0.083,1.9326,g
0.1772,13.5661,g
0.1308,3.235,g
0.2242,16.5815,g
0.2652,48.887,g
0.162,37.3532,g
0.1571,6.707,g
0.1415,0.542,g
0.1328,3.2282,g
0.1352,0.7342,g
0.3306,71.603,g
0.2587,0.057,g
0.2057,24.449,g
0.2619,82.5247,g
0.211,19.691,g
0.1289,5.0398,g
0.1427,9.544,g
0.3333,49.329,g
0.1418,6.193,g
0.2373,1.6146,g
0.481,63.3662,g
0.2369,3.0025,g
0.0877,11.0105,g
0.1274,81.3672,g
0.2294,15.109,g
0.3121,20.6729,g
0.0904,5.324,g
0.2705,5.1507,g
0.3443,46.285,g
0.0977,4.972,g
0.1554,5.0286,g
0.1898,39.136,g
0.174,14.5462,g
0.3846,67.6544,g
0.3174,13.9345,g
0.1472,72.4438,g
0.1146,5.9606,g
0.2008,2.6191,g
0.2533,8.0922,g
0.2322,34.735,g
0.1746,6.035,g
0.25,3.542,g
0.1861,8.5788,g
0.0929,2.245,g
0.0975,1.2698,g
0.4052,8.6873,g
0.156,18.3196,g
0.0648,6.784,g
0.1303,3.314,g
0.1921,43.362,g
0.3834,56.9209,g
0.2528,13.331,g
0.1827,5.378,g
0.3676,10.1604,g
0.0534,4.5107,g
0.0962,8.6814,g
0.2573,36.8783,g
0.1516,7.8144,g
0.1639,11.983,g
0.2345,6.0914,g
0.2462,2.276,g
0.0937,0.883,g
0.324,81.779,g
0.1938,13.394,g
0.2087,15.321,g
0.4021,14.6067,g
0.1255,4.9933,g
0.2411,5.9537,g
0.0157,19.9605,g
0.2831,23.896,g
0.2183,0.4904,g
0.1691,22.307,g
0.2736,84.4501,g
0.126,3.0708,g
0.3779,6.0163,g
0.2059,6.11,g
0.0794,1.5824,g
0.1929,0.7801,g
0.0685,0.2799,g
0.3531,51.144,g
0.132,6.34,g
0.1621,15.5689,g
0.1781,2.124,g
0.1684,4.081,g
0.359,29.712,g
0.4004,14.894,g
0.0729,2.4615,g
0.1137,11.45,g
0.3647,23.036,g
0.2562,10.878,g
0.133,5.633,g
0.2004,4.885,g
0.1197,7.2741,g
0.1897,3.234,g
0.1143,3.906,g
0.2,66.6354,g
0.1841,25.4166,g
0.2385,33.326,g
0.4169,24.1032,g
0.4196,15.343,g
0.1931,27.4515,g
0.2556,13.097,g
0.109,21.9634,g
0.3827,8.7191,g
0.1022,9.9658,g
0.1032,7.052,g
0.0778,1.6503,g
0.4241,27.106,g
0.2859,29.6658,g
0.1148,14.203,g
0.2806,73.681,g
0.1048,1.909,g
0.1655,18.0501,g
0.2302,2.975,g
0.147,0.6543,g
0.1281,8.662,g
0.0472,1.45,g
0.2,21.501,g
0.137,20.879,g
0.1768,7.4038,g
0.1905,17.6995,g
0.2036,4.0575,g
0.2272,12.0162,g
0.3627,59.7983,g
0.1968,3.79,g
0.2457,75.9321,g
0.3939,52.3913,g
0.1696,40.5414,g
0.2276,69.976,g
0.3104,32.3945,g
0.1607,16.05,g
0.2506,62.3507,g
0.3879,4.075,g
0.2262,14.1914,g
0.2717,25.8546,g
0.1819,9.5707,g
0.4126,13.3261,g
0.0754,0.4546,g
0.1686,46.523,g
0.3956,48.4901,g
0.1434,6.1441,g
0.1392,0.04,g
0.0973,5.3505,g
0.4488,81.1239,g
0.0875,15.7003,g
0.1524,5.5282,g
0.2294,8.7272,g
0.2341,75.2845,g
0.1529,14.9066,g
0.4031,12.325,g
0.1585,30.2907,g
0.2966,23.221,g
0.0757,2.2453,g
0.3002,6.4218,g
0.1046,1.0298,g
0.1581,5.5843,g
0.213,2.257,g
0.0747,0.9648,g
0.1242,7.1523,g
0.2129,5.354,g
0.1893,15.514,g
0.4815,0,g
0.3016,36.1365,g
0.188,61.037,g
0.3271,33.4715,g
0.4671,55.157,g
0.153,1.5526,g
0.2245,29.1506,g
0.1651,8.261,g
0.2676,9.2464,g
0.0997,88.582,g
0.1869,7.5903,g
0.1785,9.45,g
0.2329,24.601,g
0.1591,7.614,g
0.0783,0.076,g
0.1234,11.302,g
0.1156,11.531,g
0.0841,3.804,g
0.2701,75.356,g
0.0998,8.5106,g
0.3287,15.1814,g
0.1854,23.5489,g
0.076,4.533,g
0.2018,36.3443,g
0.2319,7.147,g
0.1857,13.0951,g
0.3296,39.434,g
0.195,44.6921,g
0.2478,59.946,g
0.2732,0.164,g
0.3018,15.7756,g
0.3076,24.558,g
0.2314,16.099,g
0.1745,62.887,g
0.0676,0.1348,g
0.2088,2.2025,g
0.3725,81.1632,g
0.177,5.1857,g
0.3343,34.78,g
0.2893,9.329,g
0.2615,3.556,g
0.169,6.363,g
0.0784,7.5825,g
0.1198,1.4085,g
0.0298,1.3933,g
0.1124,2.554,g
0.1088,8.348,g
0.2871,3.954,g
0.2157,7.0048,g
0.0927,5.6174,g
0.1998,1.23,g
0.2241,43.2002,g
0.2473,16.3084,g
0.0936,2.192,g
0.2704,23.344,g
0.1094,7.0009,g
0.1265,8.047,g
0.1319,27.191,g
0.0814,0.913,g
0.0553,0.905,g
0.2283,39.6204,g
0.128,5.3538,g
0.3157,16.771,g
0.1099,0.85,g
0.2204,4.9083,g
0.3222,24.927,g
0.2544,0.0258,g
0.2018,17.765,g
0.1035,1.1638,g
0.2657,11.59,g
0.1411,4.8939,g
0.0821,14.18,g
0.1351,4.935,g
0.2131,2.402,g
0.1823,4.2963,g
0.2507,20.6015,g
0.1894,12.26,g
0.144,20.914,g
0.1438,9.634,g
0.1514,53.6537,g
0.3012,22.874,g
0.2709,35.974,g
0.3356,16.8715,g
0.1443,3.236,g
0.0662,1.7119,g
0.1686,6.554,g
0.0943,16.9967,g
0.1449,15.426,g
0.1316,25.601,g
0.3729,88.8305,g
0.3737,46.8979,g
0.1475,13.374,g
0.2544,20.6302,g
0.2544,44.479,g
0.2818,68.7191,g
0.0749,16.4022,g
0.3924,65.121,g
0.1857,17.504,g
0.5504,5.341,g
0.1746,0.1809,g
0.1412,6.511,g
0.2101,6.749,g
0.241,6.37,g
0.2943,38.769,g
0.2459,4.5456,g
0.2074,25.831,g
0.0646,3.9652,g
0.2542,77.9057,g
0.2166,9.1817,g
0.2371,43.507,g
0.144,29.8189,g
0.1905,3.6166,g
0.1206,1.1614,g
0.3982,12.7719,g
0.3796,20.5917,g
0.2,46.942,g
0.1485,7.468,g
0.3424,16.026,g
0.0743,1.1204,g
0.3408,26.508,g
0.3781,14.3447,g
0.2919,0.8832,g
0.1939,54.418,g
0.2022,24.9539,g
0.3219,63.186,g
0.2673,48.0394,g
0.2169,43.616,g
0.1175,2.7714,g
0.5685,82.7575,g
0.3783,24.1247,g
0.1462,0.3246,g
0.1427,0.2526,g
0.0932,5.923,g
0.0866,5.325,g
0.5119,37.04,g
0.0427,0.111,g
0.122,3.431,g
0.379,39.212,g
0.1614,8.079,g
0.3942,0.0003,g
0.1032,6.6579,g
0.2845,87.3998,g
0.2157,39.1621,g
0.2921,30.7414,g
0.4326,25.4615,g
0.1963,10.2801,g
0.2126,32.125,g
0.1184,0.064,g
0.1753,11.1493,g
0.2584,11.7369,g
0.139,11.0895,g
0.4568,54.137,g
0.1247,5.7179,g
0.3698,82.1614,g
0.1677,5.3643,g
0.2047,3.616,g
0.1665,14.432,g
0.2221,2.259,g
0.2867,10.3786,g
0.2214,10.089,g
0.3194,45.725,g
0.3325,9.768,g
0.1267,28.0147,g
0.3415,26.9489,g
0.3183,3.6905,g
0.0817,4.0456,g
0.1099,30.645,g
0.325,13.1194,g
0.5222,79.7945,g
0.3306,10.303,g
0.1116,3.825,g
0.2679,16.2665,g
0.1259,1.7725,g
0.2169,31.192,g
0.3094,26.6697,g
0.0961,11.7065,g
0.138,21.1203,g
0.2896,29.8227,g
0.3374,25.011,g
0.2297,45.4214,g
0.1097,4.5762,g
0.2429,21.5382,g
0.2487,10.738,g
0.203,0.6684,g
0.4366,40.554,g
0.1229,0.154,g
0.18,1.8311,g
0.2184,2.8134,g
0.2593,31.6991,g
0.1419,17.919,g
0.1465,3.501,g
0.0795,2.3568,g
0.0999,0.5894,g
0.1353,6.444,g
0.3473,2.867,g
0.1555,21.324,g
0.2695,17.1957,g
0.1492,19.4837,g
0.1333,7.0274,g
0.1822,0.881,g
0.2455,45.8112,g
0.2378,16.421,g
0.2887,88.7458,g
0.0682,3.195,g
0.1968,11.4565,g
0.2191,49.586,g
0.2084,88.4244,g
0.344,22.2594,g
0.204,18.785,g
0.1803,7.815,g
0.108,9.9628,g
0.2914,73.5609,g
0.3035,14.9667,g
0.3828,22.93,g
0.2132,17.658,g
0.2161,39.9411,g
0.1022,9.041,g
0.2887,0.663,g
0.2194,15.162,g
0.2526,3.198,g
0.2202,7.135,g
0.0962,4.018,g
0.1969,2.141,g
0.2296,15.901,g
0.1444,2.5603,g
0.1678,7.0737,g
0.3676,69.608,g
0.2337,5.498,g
0.1746,18.6016,g
0.3,37.1524,g
0.2201,8.6201,g
0.1033,8.732,g
0.1362,3.414,g
0.4449,33.5722,g
0.315,26.726,g
0.3569,17.1657,g
0.2029,61.5717,g
0.3833,34.761,g
0.0992,4.0081,g
0.1003,6.819,g
0.1796,13.719,g
0.117,3.096,g
0.3271,5.3365,g
0.2844,7.007,g
0.1756,13.5342,g
0.1644,9.903,g
0.288,15.1204,g
0.1317,2.4183,g
0.0301,2.5168,g
0.1155,46.5742,g
0.0965,1.149,g
0.0945,3.9201,g
0.2225,30.572,g
0.0965,1.987,g
0.091,19.254,g
0.094,0.6057,g
0.3325,21.2221,g
0.2572,82.9909,g
0.239,4.6235,g
0.1128,4.6349,g
0.471,14.3451,g
0.1337,5.49,g
0.1757,4.2585,g
0.1283,3.034,g
0.2443,12.362,g
0.1304,3.921,g
0.0615,2.82,g
0.09,0.1197,g
0.3327,57.86,g
0.1181,3.3443,g
0.0481,0.365,g
0.2962,31.7443,g
0.4532,63.211,g
0.2141,49.742,g
0.1429,29.33,g
0.166,1.392,g
0.1459,8.675,g
0.2033,10.0413,g
0.3936,24.043,g
0.1913,5.8995,g
0.1768,1.1672,g
0.1449,0.0179,g
0.2302,1.8043,g
0.1136,2.5917,g
0.3324,26.38,g
0.2352,2.3258,g
0.2242,1.87,g
0.1494,1.37,g
0.3333,13.961,g
0.1572,0.851,g
0.3775,19.341,g
0.209,10.655,g
0.2647,33.2465,g
0.3122,14.87,g
0.1525,23.745,g
0.2171,53.453,g
0.1394,6.4023,g
0.2302,0.5379,g
0.1835,45.6085,g
0.1162,1.4659,g
0.3799,0.2621,g
0.0926,2.714,g
0.0689,2.923,g
0.3762,51.2589,g
0.1415,4.282,g
0.3796,77.453,g
0.2105,4.916,g
0.1256,1.746,g
0.2464,31.443,g
0.182,1.0728,g
0.2828,17.229,g
0.073,3.2945,g
0.276,40.0613,g
0.0852,5.684,g
0.1586,7.9894,g
0.283,6.745,g
0.2047,2.038,g
0.4181,70.176,g
0.1073,5.5798,g
0.1116,15.8142,g
0.4041,19.5113,g
0.1601,5.035,g
0.3021,16.093,g
0.1944,45.296,g
0.286,8.3521,g
0.2062,9.132,g
0.2115,0.8311,g
0.409,36.1992,g
0.3228,71.07,g
0.0953,5.5364,g
0.07,7.9368,g
0.3195,13.7302,g
0.1225,32.222,g
0.2409,26.8446,g
0.194,2.5856,g
0.192,26.9369,g
0.1561,46.111,g
0.2461,1.1917,g
0.1845,5.079,g
0.3073,27.7838,g
0.0753,16.3555,g
0.1745,12.095,g
0.1207,13.672,g
0.1464,5.2528,g
0.1195,11.5618,g
0.4431,32.5129,g
0.5463,18.256,g
0.3531,5.895,g
0.1637,9.4205,g
0.3417,21.3825,g
0.4108,68.354,g
0.3376,2.676,g
0.2291,76.05,g
0.0987,18.3581,g
0.0671,4.893,g
0.2659,53.624,g
0.0746,0.558,g
0.1371,4.507,g
0.101,1.804,g
0.256,2.148,g
0.3027,18.907,g
0.0962,10.239,g
0.1352,1.324,g
0.0724,0.346,g
0.1474,5.212,g
0.1639,16.007,g
0.4194,50.3182,g
0.2164,8.9491,g
0.1015,0.646,g
0.5116,85.6648,g
0.4579,49.544,g
0.2481,1.578,g
0.1806,17.638,g
0.1292,2.653,g
0.1415,7.6187,g
0.2028,6.9052,g
0.1119,15.024,g
0.1476,15.401,g
0.1887,26.798,g
0.2921,61.282,g
0.2993,27.644,g
0.3093,4.0232,g
0.148,81.4656,g
0.246,34.4932,g
0.1514,0.411,g
0.1863,11.9391,g
0.1606,4.9547,g
0.1527,5.8769,g
0.1801,2.2801,g
0.1073,7.3095,g
0.3825,9.44,g
0.1228,0.167,g
0.277,6.261,g
0.2274,78.633,g
0.0666,3.049,g
0.2627,82.0579,g
0.4336,82.7517,g
0.4113,9.8482,g
0.1995,30.876,g
0.3457,80.0502,g
0.2284,34.361,g
0.0934,6.105,g
0.1693,9.5359,g
0.1433,12.322,g
0.4158,86.211,g
0.1059,13.249,g
0.3656,11.165,g
0.3516,7.605,g
0.1622,12.5002,g
0.2855,19.672,g
0.0811,3.2455,g
0.113,3.7653,g
0.18,10.813,g
0.417,12.99,g
0.4557,63,g
0.1116,17.2831,g
0.1861,49.3474,g
0.2342,4.901,g
0.1109,31.937,g
0.2919,23.812,g
0.1336,43.5443,g
0.0649,0.1512,g
0.2925,17.775,g
0.4839,46.9799,g
0.175,4.7062,g
0.4928,86.0119,g
0.2266,7.942,g
0.3853,15.563,g
0.1482,5.686,g
0.173,14.8002,g
0.135,26.137,g
0.1347,5.0774,g
0.3923,44.47,g
0.1798,21.041,g
0.1395,6.437,g
0.2124,16.2398,g
0.2758,1.8019,g
0.2136,20.874,g
0.3016,38.839,g
0.2003,18.989,g
0.2544,4.8014,g
0.2347,76.263,g
0.1581,27.5578,g
0.3462,12.7586,g
0.2718,5.804,g
0.1575,6.132,g
0.0935,0.098,g
0.4007,47.994,g
0.1786,2.938,g
0.2479,30.7131,g
0.1621,51.11,g
0.0689,3.062,g
0.0763,0.173,g
0.2684,5.2524,g
0.3096,35.433,g
0.3027,49.186,g
0.1132,29.81,g
0.1408,8.0864,g
0.1837,4.0577,g
0.264,72.9588,g
0.1157,1.4594,g
0.4321,19.327,g
0.0937,8.8992,g
0.262,34.221,g
0.1208,3.0146,g
0.0539,0.9908,g
0.3129,82.2426,g
0.1005,1.25,g
0.0851,4.9761,g
0.2852,0.789,g
0.0942,2.6827,g
0.4573,23.769,g
0.2955,14.578,g
0.3037,23.666,g
0.1629,3.757,g
0.2887,73.417,g
0.1382,17.2617,g
0.3203,1.662,g
0.1828,32.43,g
0.2535,15.6121,g
0.0826,3.5846,g
0.1642,8.9172,g
0.1918,6.969,g
0.2331,16.5516,g
0.1454,19.681,g
0.1275,8.705,g
0.123,0.487,g
0.1741,0.0895,g
0.3449,36.721,g
0.2993,22.3126,g
0.2117,2.0758,g
0.2741,19.048,g
0.0602,6.4886,g
0.1839,9.78,g
0.3304,45.0711,g
0.2712,7.9443,g
0.0776,4.744,g
0.083,3.819,g
0.102,8.889,g
0.1113,58.8998,g
0.0983,1.74,g
0.0854,2.0827,g
0.1546,16.879,g
0.1954,2.269,g
0.122,6.5852,g
0.2717,0.134,g
0.2293,35.8283,g
0.1404,14.161,g
0.1871,11.3556,g
0.2707,5.112,g
0.1715,39.615,g
0.1854,25.431,g
0.2685,36.725,g
0.1988,3.037,g
0.1703,7.48,g
0.253,6.8937,g
0.5078,42.856,g
0.1649,8.7828,g
0.2962,16.009,g
0.0964,0.219,g
0.1375,5.2291,g
0.1366,12.9721,g
0.1682,3.908,g
0.0836,5.93,g
0.0706,0.3652,g
0.4545,36.275,g
0.1272,5.3358,g
0.1701,3.2171,g
0.1027,17.3604,g
0.4716,57.4381,g
0.0909,4.838,g
0.1206,0.5417,g
0.1151,7.4948,g
0.2142,18.338,g
0.4755,76.831,g
0.0908,3.3954,g
0.3613,24.1656,g
0.0651,8.428,g
0.0808,0.901,g
0.1785,35.8363,g
0.3,1.1506,g
0.1397,5.5266,g
0.0905,1.661,g
0.2443,9.3392,g
0.0858,8.201,g
0.2232,5.159,g
0.2287,23.3573,g
0.2905,21.221,g
0.2616,5.8095,g
0.0599,8.181,g
0.1846,19.5139,g
0.248,83.6227,g
0.1185,11.0611,g
0.1575,1.3127,g
0.2334,3.651,g
0.2261,9.2366,g
0.1702,0.29,g
0.4137,6.4563,g
0.1853,4.265,g
0.1257,2.2074,g
0.3736,17.075,g
0.2147,8.609,g
0.1517,6.867,g
0.0656,0.921,g
0.2842,17.5315,g
0.1204,7.9135,g
0.2588,9.4811,g
0.1857,6.8788,g
0.2098,3.139,g
0.1281,2.16,g
0.3703,23.933,g
0.0687,5.526,g
0.2418,21.853,g
0.4176,27.9743,g
0.2918,8.1316,g
0.1033,4.3753,g
0.1607,1.085,g
0.2221,13.2785,g
0.2377,22.478,g
0.0555,4.894,g
0.3375,40.6918,g
0.3019,64.279,g
0.3927,0,g
0.1636,32.6827,g
0.5055,56.4494,g
0.3268,14.9106,g
0.2366,30.9668,g
0.3724,36.458,g
0.2871,49.511,g
0.2769,47.723,g
0.0916,1.7611,g
0.0976,7.053,g
0.2816,2.8656,g
0.1848,9.364,g
0.3199,76.9471,g
0.2416,82.9372,g
0.1479,9.83,g
0.237,34.1165,g
0.3872,45.312,g
0.1552,1.4029,g
0.3826,42.0149,g
0.0969,11.985,g
0.1491,7.9513,g
0.3763,49.7574,g
0.1822,4.659,g
0.2245,9.2301,g
0.2485,38.4602,g
0.1482,3.2582,g
0.2438,0.732,g
0.1967,40.152,g
0.2172,1.388,g
0.3933,52.09,g
0.1082,12.867,g
0.2243,29.023,g
0.153,1.649,g
0.5639,13.733,g
0.1973,26.53,g
0.1415,21.9881,g
0.2483,40.5255,g
0.2877,1.1344,g
0.2835,2.2614,g
0.1124,6.306,g
0.1129,5.7268,g
0.0785,0.038,g
0.2964,48.751,g
0.256,0.5848,g
0.1988,7.6504,g
0.1897,25.478,g
0.1548,5.7144,g
0.2552,40.505,g
0.2296,1.6861,g
0.0673,2.9569,g
0.4255,17.451,g
0.4425,12.1487,g
0.1049,4.501,g
0.1934,7.406,g
0.195,12.193,g
0.0952,6.514,g
0.3159,66.21,g
0.272,61.162,g
0.2075,79.507,g
0.1098,2.98,g
0.201,6.6863,g
0.0844,11.8193,g
0.1221,1.0711,g
0.3444,11.8712,g
0.2907,35.3545,g
0.361,3.5191,g
0.4441,61.1232,g
0.105,15.462,g
0.224,15.23,g
0.1074,0.3152,g
0.1002,1.8521,g
0.0906,1.7125,g
0.2446,50.697,g
0.286,6.221,g
0.5652,9.259,g
0.1011,6.992,g
0.0776,61.987,g
0.3601,51.723,g
0.0166,0.462,g
0.2645,1.668,g
0.1389,30.9438,g
0.1947,4.862,g
0.1635,13.7782,g
0.1626,2.772,g
0.0816,3.963,g
0.1352,20.6356,g
0.3625,1.0704,g
0.4051,70.3994,g
0.0622,0.8714,g
0.1873,0.2353,g
0.1008,31.2579,g
0.2493,4.534,g
0.2058,7.755,g
0.1739,2.2334,g
0.3622,35.7705,g
0.3175,51.0538,g
0.105,13.6968,g
0.2102,6.05,g
0.0705,0.385,g
0.2451,1.19,g
0.1672,1.677,g
0.131,9.0373,g
0.081,15.8766,g
0.1468,0.292,g
0.246,22.8802,g
0.2742,6.918,g
0.4026,86.497,g
0.0987,14.769,g
0.3283,4.3032,g
0.3304,71.1985,g
0.1624,1.213,g
0.3417,55.451,g
0.3896,37.454,g
0.2277,1.5067,g
0.1132,11.196,g
0.2927,6.8428,g
0.2111,2.1506,g
0.146,4.2004,g
0.2737,67.4727,g
0.4117,14.948,g
0.0424,3.996,g
0.3733,81.4811,g
0.1541,9.4671,g
0.2838,7.9618,g
0.2917,10.6572,g
0.2317,1.465,g
0.2012,22.5206,g
0.2744,3.6518,g
0.2121,12.329,g
0.4343,25.883,g
0.2209,3.46,g
0.193,39.8008,g
0.2126,5.07,g
0.2348,74.264,g
0.2254,55.9097,g
0.1648,30.84,g
0.2448,70.028,g
0.3683,2.8211,g
0.2383,5.0326,g
0.4349,27.469,g
0.2372,0.2694,g
0.278,48.901,g
0.2995,22.2335,g
0.1225,1.825,g
0.2039,1.5532,g
0.2994,4.228,g
0.3221,9.239,g
0.145,8.826,g
0.4629,65.0289,g
0.1899,6.4053,g
0.3472,58.019,g
0.1033,3.2503,g
0.3339,85.8793,g
0.275,89.4859,g
0.4523,85.7558,g
0.1256,3.237,g
0.2903,11.8286,g
0.2608,7.556,g
0.2362,23.2359,g
0.2432,5.5984,g
0.1266,16.2846,g
0.182,7.671,g
0.2163,56.071,g
0.2456,7.4018,g
0.2793,3.625,g
0.2985,17.9567,g
0.1111,0.0597,g
0.1985,12.355,g
0.1755,8.817,g
0.1245,3.622,g
0.3041,12.9105,g
0.0851,11.7406,g
0.0826,5.1312,g
0.2957,15.3,g
0.1707,7.5527,g
0.0908,5.105,g
0.1085,0.0449,g
0.1412,5.672,g
0.265,31.836,g
0.1066,1.8696,g
0.1729,12.806,g
0.1637,8.7922,g
0.1341,15.1288,g
0.1464,4.945,g
0.1382,2.8697,g
0.0474,0.171,g
0.2089,2.923,g
0.1767,5.978,g
0.2405,0.58,g
0.1803,9.7115,g
0.2942,62.6769,g
0.1354,23.0716,g
0.331,8.641,g
0.1779,14.391,g
0.0896,9.083,g
0.1843,8.7759,g
0.2629,31.2675,g
0.1581,23.932,g
0.2571,4.588,g
0.2135,3.9266,g
0.1121,2.2699,g
0.1696,11.228,g
0.1508,6.399,g
0.2534,39.315,g
0.3436,1.451,g
0.2403,5.081,g
0.1437,19.157,g
0.1874,1.3953,g
0.4729,11.393,g
0.1462,1.221,g
0.0894,1.1808,g
0.2038,1.3258,g
0.088,4.6537,g
0.2033,10.3494,g
0.3311,39.56,g
0.2834,52.554,g
0.2339,19.612,g
0.1679,8.449,g
0.3433,27.2976,g
0.2028,3.8104,g
0.317,42.79,g
0.2736,89.0757,g
0.1006,13.8802,g
0.1707,0.9246,g
0.1418,0.3159,g
