@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,8-9,11'

@attribute FLength numeric
@attribute FM3Trans numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
28.5807,14.9383,13.2274,g
35.6259,13.2177,3.3842,g
50.3888,4.0448,4.4298,g
26.5832,21.47,31.498,g
59.2595,20.2622,3.5017,g
28.7044,6.8482,49.667,g
36.7909,-18.1396,8.0884,g
61.5025,-12.7082,5.245,g
97.4967,-3.0847,0.6868,g
21.565,8.2183,3.896,g
48.4003,10.1686,8.0926,g
25.5063,11.6689,0.864,g
33.3412,-11.1938,8.787,g
40.6004,15.2488,13.3149,g
85.7919,-14.249,0.2999,g
37.4704,6.9543,1.9409,g
39.6308,-5.4977,3.026,g
41.4656,12.8534,13.0923,g
54.123,4.6174,6.339,g
67.6685,9.5786,2.3677,g
12.9656,-0.4358,12.9511,g
17.2647,7.2753,24.6514,g
22.5585,-14.6321,9.3268,g
41.2802,-11.7042,14.077,g
28.2082,-10.7975,64.547,g
77.5475,8.7041,0.641,g
46.5015,-10.5249,19.163,g
24.4953,10.2695,5.0927,g
28.6908,7.5662,39.0498,g
41.8044,17.6023,22.3263,g
37.1967,13.6322,10.3638,g
63.1254,-21.2178,6.9492,g
19.9774,-7.1817,3.2309,g
33.6985,15.9402,3.9292,g
60.0416,-7.5732,2.7873,g
27.651,-9.64,23.851,g
67.7932,17.9046,6.105,g
22.6234,4.1224,3.197,g
29.8203,-10.7675,17.7272,g
35.6496,-12.1886,2.205,g
65.9033,7.2997,1.308,g
32.9572,-16.0488,21.1247,g
22.7815,13.0939,3.0779,g
84.9009,26.7647,1.419,g
21.6421,11.2487,45.9906,g
87.3122,-13.7868,1.902,g
34.9461,-20.7199,82.8542,g
37.9953,-14.3472,10.0049,g
20.8491,-7.6769,65.8518,g
19.5955,4.5607,23.6345,g
27.4308,-9.8991,9.3801,g
28.9745,8.1459,5.1486,g
29.8548,-9.5246,26.9856,g
31.2684,-9.2346,22.4698,g
26.3595,-10.4312,8.299,g
37.3484,8.4204,0.4092,g
80.1881,-23.743,19.3195,g
23.7533,-11.9067,14.2238,g
12.6396,9.8825,61.162,g
38.7824,11.2312,21.516,g
12.611,9.1143,5.0155,g
18.9883,12.6554,31.8054,g
74.4488,20.1857,0.1431,g
80.0227,-27.862,8.5037,g
90.4766,23.7069,0.141,g
112.725,-32.6349,2.337,g
19.1463,11.4413,87.1479,g
21.2211,-6.259,56.2975,g
12.5842,3.9707,35.09,g
51.1294,-14.9291,1.0956,g
89.5857,8.5947,1.2147,g
21.5956,-12.6692,52.6428,g
19.2814,0.1864,33.6702,g
30.2969,14.735,37.42,g
88.6127,16.2879,1.8554,g
23.1655,14.8946,24.7031,g
46.4868,-5.673,1.2932,g
33.0503,-12.3509,10.277,g
95.598,-32.6101,4.36,g
44.3036,7.2818,31.877,g
73.7512,24.0679,6.3353,g
35.989,11.5262,16.9615,g
19.8471,12.8509,62.9714,g
21.1295,-6.1868,41.1662,g
27.6075,-14.8525,31.557,g
56.4198,11.5413,3.093,g
25.235,3.845,40.5095,g
15.8344,-4.4923,46.6386,g
25.7066,-5.115,84.4922,g
38.6408,8.4875,5.6601,g
24.5779,-8.6485,6.3722,g
58.0284,10.9606,4.187,g
18.4436,1.8321,88.0294,g
55.7401,14.87,1.7908,g
34.7943,-15.5638,42.3246,g
78.8116,-18.0107,2.442,g
31.7847,-22.7852,10.4772,g
70.69,-10.6598,1.638,g
38.3052,6.2768,29.98,g
24.8332,9.8723,4.833,g
12.6191,7.5212,81.1099,g
17.9549,6.0658,6.7579,g
42.6788,3.407,1.891,g
63.9494,14.8788,2.881,g
19.8544,-5.1641,2.602,g
30.4034,11.9969,52.828,g
85.6655,-21.5545,1.8868,g
20.2097,-8.0444,66.05,g
44.5086,11.0685,11.329,g
23.6271,8.4867,62.979,g
104.511,-21.7557,2.425,g
20.1638,6.7455,11.655,g
24.8552,-11.6876,19.1574,g
22.7566,-9.3735,43.3032,g
103.501,13.8904,3.679,g
26.6921,-19.1834,2.96,g
30.3852,-7.3238,66.1224,g
39.9087,-8.4203,40.603,g
35.3542,6.679,8.458,g
87.033,-24.7553,1.3845,g
93.6117,-14.894,1.4092,g
65.5415,-8.9161,0.8093,g
81.2642,9.9464,1.28,g
70.2452,-9.1656,5.353,g
21.6802,6.5229,65.6793,g
12.4729,-10.6668,19.1153,g
45.3746,-15.0227,1.1294,g
20.904,-6.0219,20.859,g
27.5972,-5.3399,10.469,g
34.3377,10.6127,0.811,g
22.2889,-7.4476,25.192,g
114.429,5.8864,13.0638,g
38.2245,16.1872,10.5115,g
87.7389,21.1174,1.3186,g
54.3712,-16.5557,1.8163,g
19.6701,5.6636,75.209,g
59.4784,-5.2625,3.525,g
22.2363,8.2337,52.2617,g
55.7402,-13.135,18.03,g
63.6129,12.2337,1.1868,g
18.557,8.3854,47.746,g
69.8339,-22.0987,2.662,g
32.6196,1.5895,0.083,g
42.0656,6.8101,3.6947,g
55.4206,-16.8031,2.0902,g
24.8935,-12.7743,24.205,g
13.054,9.5412,16.7337,g
13.2724,-11.2598,29.068,g
90.2333,30.373,2.163,g
55.3415,14.1188,6.1169,g
128.703,21.0125,45.0304,g
24.9214,5.7523,21.498,g
33.2327,-9.8572,10.291,g
23.5359,-14.7116,24.91,g
33.603,-16.4889,1.3108,g
95.0207,-22.6715,5.438,g
29.7715,4.1907,6.6615,g
29.9576,-7.4131,7.8241,g
30.5239,-13.7011,29.3578,g
16.6048,5.9531,8.113,g
26.3093,-11.2164,2.521,g
21.5993,12.6847,85.9814,g
18.5661,-6.2897,28.505,g
36.0178,7.3974,3.1073,g
28.9099,-9.8216,19.1765,g
22.9547,-11.9138,3.6056,g
49.8632,-12.3697,9.5687,g
22.0863,-6.2404,7.9672,g
21.8818,-7.092,32.589,g
12.704,-9.6327,7.2808,g
19.9202,-10.6046,64.999,g
22.6484,11.6044,82.4452,g
34.566,-4.5603,8.529,g
33.528,-10.2241,2.3111,g
50.7761,-17.4235,4.502,g
82.365,13.3771,4.035,g
50.0755,15.723,5.647,g
81.2267,-21.1676,3.906,g
53.1321,-16.9696,7.5444,g
82.1714,-23.7164,0.1989,g
21.241,5.9074,25.446,g
72.9287,-13.9395,2.2766,g
21.0882,6.1804,42.201,g
105.973,15.4216,0.221,g
84.8731,-10.283,1.92,g
33.2617,-11.8956,2.825,g
19.5409,9.1879,11.478,g
19.3757,4.0257,12.686,g
95.0858,-17.0518,3.485,g
19.1365,4.0594,4.278,g
24.3113,5.4535,5.4233,g
29.2488,-3.5003,36.6096,g
93.3282,-14.796,4.3552,g
90.4076,-14.4278,5.4802,g
71.8872,24.5327,3.211,g
28.0195,6.3103,7.994,g
93.0625,-13.3153,7.6778,g
28.8538,11.4087,11.6565,g
19.5087,-4.3818,45.7395,g
51.9853,-4.4912,3.241,g
20.1099,7.0606,22.163,g
17.4153,9.0156,8.0924,g
30.4868,-15.2932,15.813,g
24.7206,10.9758,42.763,g
30.2724,-12.6971,0.4079,g
95.2562,-24.3355,3.681,g
24.9059,-1.7063,44.3225,g
81.4054,-16.5938,2.384,g
36.8391,2.2219,32.9639,g
99.4896,-21.2486,2.297,g
21.6732,10.1706,39.441,g
105.542,34.851,24.157,g
38.2871,-9.7515,46.6248,g
35.2689,-11.8835,12.9944,g
19.2635,4.3523,77.957,g
42.9047,-5.4281,0.839,g
47.0455,23.5571,0.277,g
32.8653,-13.386,12.413,g
88.1997,3.5625,12.3059,g
27.5964,-18.3691,24.3712,g
62.4243,9.0154,2.979,g
39.9822,8.9399,36.4581,g
25.8224,3.502,31.469,g
29.1486,11.0002,15.2554,g
85.2939,-17.053,2.4232,g
45.7388,9.2524,5.0177,g
20.4623,5.7574,78.8874,g
91.4572,-25.6482,1.22,g
39.5326,-3.4992,9.0374,g
54.1831,12.2755,1.5703,g
28.0012,-4.3699,16.315,g
58.3354,13.4934,3.9671,g
54.323,-6.5174,6.759,g
66.2317,14.4011,8.1299,g
26.335,-13.6706,79.591,g
12.4751,9.0917,16.29,g
54.2678,11.8562,2.103,g
41.8047,-19.4122,3.29,g
39.6591,-12.915,3.7613,g
35.8011,-14.0048,6.5,g
38.9342,-15.5647,5.5697,g
43.3005,15.5144,3.1075,g
30.1291,-12.3915,1.7477,g
54.6094,19.3531,2.1067,g
20.4844,-9.8238,63.2473,g
34.9166,9.0442,11.566,g
38.9485,-6.9179,4.379,g
27.0518,-5.2155,39.776,g
20.4669,7.7056,26.0698,g
20.7813,-0.4564,37.454,g
62.634,9.7108,1.8256,g
40.2282,-12.745,2.969,g
19.4637,-8.3252,22.3975,g
19.8208,-5.0596,20.5231,g
24.3834,-5.1963,35.913,g
21.1522,-6.2222,24.7311,g
20.9211,-6.0421,29.71,g
28.971,-5.4745,41.669,g
94.3584,-17.1034,4.8624,g
81.7059,-19.1166,3.953,g
76.3397,-13.194,1.5496,g
87.6741,-16.7183,0.933,g
19.6285,-10.7656,14.4,g
25.6385,-14.7236,24.1921,g
29.4243,-9.0011,52.698,g
30.95,-14.5638,20.873,g
19.6579,9.9906,63.8383,g
76.1989,15.6241,0.6204,g
43.2183,-16.6142,4.1112,g
23.12,2.8713,42.462,g
42.715,9.7821,1.044,g
67.3641,-15.2769,3.1608,g
80.3238,21.7943,4.63,g
19.0796,5.4923,67.771,g
19.1186,3.4148,40.691,g
43.999,17.9441,1.4941,g
12.9925,-8.2227,13.0028,g
21.0167,-9.2123,56.616,g
22.7025,6.7914,13.913,g
74.8526,11.2853,5.866,g
21.3271,-10.4721,37.201,g
72.0272,22.272,9.423,g
29.1582,-3.0595,5.7711,g
100.29,15.4466,2.19,g
19.3072,5.2202,55.33,g
17.2563,-6.8464,32.4323,g
48.5563,13.2994,4.382,g
47.0908,12.4977,10.831,g
27.2843,15.4689,10.2623,g
28.4759,-7.5771,20.123,g
29.292,-2.4292,3.226,g
77.6261,17.4256,9.526,g
18.8575,3.1174,34.281,g
58.8047,26.5973,4.687,g
64.779,10.9359,7.4192,g
19.2685,-11.5401,52.9701,g
35.1602,8.8685,5.54,g
39.4245,-16.6558,11.1713,g
24.0015,-11.8675,52.118,g
37.7445,12.147,5.248,g
24.7466,4.5162,11.218,g
35.9336,15.7311,4.915,g
21.4777,-5.1426,43.6228,g
52.254,9.0218,4.2321,g
72.8641,11.5621,0.343,g
32.6279,9.3391,10.3,g
97.7809,22.5111,0.3308,g
39.8586,7.9734,38.922,g
24.7543,5.5949,48.384,g
42.9123,19.1961,44.927,g
37.6554,-9.3821,49.195,g
30.14,-18.1552,19.5075,g
21.3231,0,6.6607,g
39.6595,-14.6201,6.372,g
32.2976,15.2859,16.6313,g
44.9124,13.3701,60.9026,g
22.791,19.0801,33.009,g
22.7309,11.1305,23.725,g
33.8326,-18.8533,24.9945,g
21.1505,6.2385,29.3485,g
38.3764,-8.3981,9.201,g
81.0409,17.7623,2.8681,g
23.9329,10.8308,8.5828,g
22.1067,9.1987,7.3063,g
82.8578,16.1363,3.3652,g
37.2874,10.7004,4.73,g
42.9912,-12.1548,12.565,g
60.0412,-13.5951,0.955,g
20.9711,6.1364,8.9281,g
79.1223,-21.005,1.1933,g
38.9707,7.3396,14.4926,g
30.6824,-8.9681,9.7889,g
60.0031,11.9767,15.517,g
22.349,9.1093,55.8954,g
58.6329,-5.5925,0.2733,g
40.7402,7.8186,2.063,g
16.0114,7.5023,6.335,g
29.3604,-14.2512,12.4981,g
88.4197,21.0801,0.1076,g
27.13,15.9895,72.7366,g
19.3265,-16.3075,53.056,g
26.1094,2.7544,72.118,g
66.0313,-13.9845,3.082,g
71.8686,8.6513,7.977,g
40.6834,-11.8089,18.706,g
36.9627,19.7013,10.722,g
51.1323,8.782,17.713,g
91.3763,-13.9476,3.0507,g
64.3781,2.7349,16.783,g
25.9703,-13.6396,66.531,g
54.5115,11.2975,3.7247,g
82.914,-28.8992,0.42,g
24.5939,-7.0283,17.0056,g
33.549,7.0927,16.5678,g
19.8382,-5.0491,73.499,g
103.015,-23.2872,0.471,g
94.2137,16.406,1.2801,g
88.2461,13.2933,0.415,g
105.217,73.1276,2.1215,g
55.1773,2.5931,8.473,g
30.7739,-13.1702,1.824,g
33.7556,-16.8618,8.846,g
22.5138,12.7197,41.772,g
28.2797,10.561,4.1031,g
21.6639,-7.7182,3.033,g
15.962,-7.639,59.1671,g
41.7854,13.6465,0.531,g
31.0773,3.8404,1.8695,g
48.5588,12.3552,11.5045,g
81.4962,-4.0485,0.386,g
20.201,-5.2142,36.8528,g
19.495,11.2643,27.951,g
13.0291,-8.619,11.929,g
39.2191,-12.6714,9.699,g
59.2636,-6.3837,16.9458,g
18.8161,3.4444,81.0125,g
32.1215,-15.0854,23.424,g
71.3117,20.5541,14.1486,g
20.4767,-5.6311,29.3704,g
65.1592,-14.4724,1.345,g
33.2173,10.2478,13.1609,g
19.4721,-9.9588,27.5944,g
19.4487,-10.715,56.6,g
28.4085,19.039,6.9991,g
41.0899,-9.0978,5.669,g
17.8657,-3.2113,24.772,g
21.2476,8.0603,35.602,g
23.2115,-5.8932,16.4065,g
12.9245,8.4475,24.6142,g
45.4074,12.8591,2.052,g
28.389,5.4017,15.2987,g
23.472,15.1225,6.279,g
21.3993,6.3148,17.51,g
18.3727,16.7139,61.2797,g
21.4248,-9.7251,69.3995,g
32.1357,-8.2186,3.028,g
20.5897,8.6621,0.9856,g
82.2528,25.291,5.1396,g
37.1106,-10.8202,0.4547,g
88.417,9.4588,5.1674,g
71.4461,9.6581,6.252,g
26.6682,8.1071,2.048,g
31.6521,11.4585,2.6609,g
33.7019,12.6786,4.542,g
49.6629,13.0371,0.2947,g
69.9627,-13.054,5.6543,g
88.6415,-13.9606,3.1897,g
41.1136,-13.607,3.559,g
13.0217,-9.707,54.248,g
30.9635,13.7826,4.875,g
99.1508,25.5191,4.199,g
19.7507,8.4195,6.595,g
32.6291,9.9706,0.516,g
35.4044,7.5769,21.198,g
30.9558,-6.6009,16.541,g
58.7871,-9.3986,6.782,g
74.6459,-12.5938,1.9633,g
91.401,21.5217,0.809,g
21.0228,-4.7962,22.6203,g
13.0769,10.6247,42.603,g
16.1927,-5.5457,40.759,g
19.1839,5.8076,79.2185,g
20.9399,9.0861,24.006,g
28.5274,4.9989,31.4456,g
27.9558,9.0105,28.2901,g
13.3406,11.8011,60.8194,g
23.7559,0,44.9163,g
19.2617,-6.5563,48.5785,g
40.5879,7.5927,15.0058,g
37.2474,4.5182,13.753,g
30.5805,-8.0351,84.0563,g
20.3418,5.1613,11.572,g
25.7797,12.3843,55.1534,g
22.4411,0,0.0002,g
63.8088,-8.3016,8.966,g
12.5305,-7.3178,49.895,g
28.4121,-16.6413,10.5692,g
98.4961,-15.8733,3.663,g
42.5309,15.7883,27.4131,g
61.4825,-5.7285,3.9773,g
78.5819,-11.0144,4.067,g
25.5138,8.735,13.114,g
47.2023,14.3003,0.966,g
46.8646,-7.2507,2.896,g
37.1736,-9.9795,5.941,g
30.6591,-7.4568,13.0647,g
26.8118,-8.881,36.997,g
24.7542,7.97,26.265,g
35.6953,8.6086,72.171,g
20.7037,-5.8671,10.772,g
18.3117,-9.5588,59.809,g
35.5954,7.4962,79.849,g
83.8945,-8.0126,8.8829,g
88.0004,26.4195,5.397,g
62.888,-13.6346,1.3687,g
38.2504,8.7711,7.4414,g
45.3582,9.4496,41.4223,g
23.2702,7.4585,20.9345,g
91.613,-12.7978,0.019,g
24.6622,-12.3451,0.9875,g
26.7498,-8.3525,15.4262,g
33.5536,-9.8063,5.2729,g
24.7931,-15.2918,5.178,g
79.4951,15.5537,0.3713,g
34.6563,-12.6807,24.765,g
19.633,8.007,51.7326,g
85.0313,-18.0819,1.7685,g
85.1967,-20.6351,1.473,g
40.3641,-4.1778,4.31,g
22.075,0.0001,8.897,g
37.5684,-11.5457,10.117,g
17.6969,5.1002,25.6011,g
35.9941,4.268,4.761,g
23.6759,11.843,3.9228,g
29.8242,-5.4743,11.359,g
25.6507,-5.9987,0.653,g
32.7961,10.8888,23.5485,g
45.6761,17.2252,9.1708,g
59.5565,-12.1837,1.3614,g
20.4751,8.5912,10.796,g
27.4172,3.2467,6.083,g
45.563,-7.1845,8.2167,g
65.7116,10.1304,0.32,g
21.2198,-8.2765,53.7221,g
42.8365,7.2787,0.1562,g
97.5815,23.048,0.4193,g
23.1901,-9.8265,51.965,g
76.6358,13.4129,2.83,g
66.9998,7.3149,0.8728,g
28.0212,-11.0262,4.797,g
24.0622,9.47,8.065,g
31.8121,-5.9061,1.1657,g
26.4593,-11.002,2.407,g
27.6587,16.8607,24.5664,g
61.9634,-13.9362,3.9656,g
74.9131,-10.8949,0.3194,g
20.8308,8.7292,86.2162,g
23.2649,-5.3246,32.049,g
49.1324,-10.5066,3.009,g
30.0611,-15.2771,16.3955,g
69.865,21.2982,3.4938,g
25.8068,-7.8156,30.6401,g
21.3232,-11.5156,6.2738,g
34.6369,-14.9995,2.9067,g
20.1506,5.3539,32.807,g
39.0798,-12.7683,15.7293,g
50.7165,8.8366,2.0775,g
24.1471,12.3829,13.717,g
89.2164,17.9769,3.4312,g
24.07,-15.5285,33.07,g
91.2235,37.2558,3.586,g
26.9187,-6.4586,76.9508,g
34.8359,9.0872,2.6055,g
26.089,5.8939,13.935,g
54.6166,-11.0689,3.491,g
31.325,-13.0956,8.9995,g
18.8916,-9.2091,9.814,g
59.5101,-12.3321,5.6618,g
37.6565,11.5135,10.691,g
39.0781,-14.3897,3.3991,g
112.397,33.7977,1.285,g
13.1537,10.368,26.736,g
47.3327,-8.2441,4.761,g
21.4792,11.2619,70.5228,g
95.1716,12.6339,5.1993,g
12.952,-10.9874,42.6363,g
89.102,7.5609,4.472,g
29.9762,-5.2263,53.211,g
26.6885,-4.6694,14.1441,g
27.5402,-5.4287,9.928,g
76.244,18.2649,5.054,g
21.143,-6.2006,61.5734,g
38.5934,-16.1042,26.9788,g
91.5673,14.479,2.947,g
27.673,-9.3565,10.6699,g
79.4527,-11.6505,8.4526,g
65.4139,-19.0553,8.72,g
76.1033,11.0542,2.07,g
20.1445,5.4349,9.906,g
33.681,9.6868,1.126,g
85.3224,-22.2008,0.137,g
17.6798,-4.8227,82.015,g
25.1721,4.0528,24.564,g
109.552,24.7516,4.69,g
28.8261,9.2501,88.0136,g
26.089,-14.9168,10.832,g
24.1449,-10.4905,35.5329,g
24.4522,-6.4661,20.868,g
66.5409,-8.0378,3.304,g
27.6242,-13.0954,18.353,g
61.8313,17.7694,5.1947,g
18.1937,-5.8067,83.6327,g
23.9862,0,25.6257,g
35.9738,15.2438,8.8011,g
50.1678,15.9248,0.922,g
85.7897,-17.4857,1.018,g
68.9272,-10.5944,4.554,g
33.8131,-4.9897,6.6811,g
16.6311,-12.0873,31.7295,g
31.9106,8.9478,25.087,g
35.1096,3.2093,15.31,g
65.0499,14.9457,2.2,g
93.0153,12.9228,1.656,g
19.5713,11.1311,61.157,g
32.2768,-11.3838,17.4336,g
125.281,12.5443,2.935,g
19.9428,-2.0147,44.0604,g
54.0026,-12.9942,0.366,g
34.7405,-10.5547,12.6698,g
28.0597,-6.2326,54.347,g
25.5884,12.2279,20.363,g
59.9538,13.3787,4.604,g
32.1797,15.0219,2.5841,g
13.1734,11.8373,15.9915,g
22.1114,10.7207,41.7053,g
34.2426,-8.7867,11.5931,g
77.3579,-12.7658,6.171,g
37.5673,18.4041,15.4657,g
38.5699,20.8026,4.443,g
21.0483,14.2623,32.4415,g
13.5435,11.8049,18.6383,g
67.8347,35.3324,7.486,g
67.9253,-38.4032,0.1225,g
12.6993,-10.6766,7.8517,g
102.852,-21.3136,3.708,g
24.8839,-7.8026,1.8198,g
46.5687,15.458,3.678,g
22.5397,5.6487,16.1722,g
129.232,6.7363,6.204,g
33.5462,9.764,8.7244,g
58.3532,20.721,2.173,g
16.3165,-8.4312,13.689,g
90.9615,-38.9276,0.8542,g
66.5349,-18.7463,9.559,g
13.0616,9.7846,43.25,g
39.9963,-11.7439,6.032,g
20.3931,-11.41,62.8383,g
82.9946,17.4201,2.9285,g
64.3675,9.813,8.17,g
69.999,-9.4721,0.0796,g
19.5849,9.5088,11.428,g
40.8633,-15.3392,4.428,g
30.8198,-13.5882,5.332,g
53.9172,12.3158,0.6112,g
31.9231,-6.917,44.2068,g
32.5167,6.4905,4.1346,g
41.0149,-7.1876,6.297,g
19.4624,-10.1565,15.001,g
70.5873,-12.0857,1.0197,g
24.8227,-13.6161,20.949,g
25.8227,-2.6258,3.18,g
24.7837,-7.9676,1.3628,g
19.3017,6.6393,5.4377,g
53.1993,16.2952,4.7161,g
73.5967,-21.7421,11.9305,g
32.5567,-17.836,2.952,g
42.9665,9.8792,10.1005,g
60.0411,15.346,1.088,g
22.0289,7.0626,26.823,g
22.451,-6.6888,11.529,g
25.667,-13.6901,68.654,g
23.6343,3.6345,24.9633,g
12.9947,9.7537,83.93,g
70.4771,18.376,4.0389,g
34.5681,-15.4752,1.3098,g
25.7782,-10.127,8.288,g
50.6955,22.3072,13.7648,g
47.9495,17.5218,11.218,g
36.7277,6.2712,10.692,g
26.3868,-8.1373,16.068,g
23.6155,-9.8192,25.219,g
53.1674,-7.1868,22.289,g
24.8547,-2.3673,57.769,g
23.8054,2.8554,39.691,g
19.0013,3.8661,43.7141,g
19.5137,-4.2375,43.7446,g
70.0891,9.046,3.2454,g
39.1899,-7.664,5.222,g
51.4989,-13.8495,1.5331,g
20.1179,-5.3881,74.511,g
86.049,-16.6192,21.984,g
12.9838,-11.7837,40.463,g
23.578,-6.9925,50.598,g
82.5928,-14.8785,34.3027,g
24.8332,-15.4644,12.974,g
31.4413,13.5577,6.283,g
29.4939,9.859,10.11,g
48.8212,20.191,4.4742,g
13.143,10.8793,70.33,g
67.214,16.8905,5.559,g
33.4674,4.5012,2.9606,g
12.9367,-10.176,31.0926,g
34.9374,10.5688,9.034,g
24.1739,7.1153,16.2545,g
19.5431,6.6534,50.575,g
26.5687,19.2015,23.9858,g
23.0885,5.69,45.055,g
20.2891,9.7056,71.3503,g
91.0539,-4.0488,14.3675,g
22.8063,-7.5697,41.8543,g
43.8241,14.2963,2.746,g
17.0648,4.8799,69.1441,g
27.8728,9.9961,2.275,g
62.3288,10.5693,17.5637,g
34.2265,7.5914,4.551,g
42.2599,13.2484,6.81,g
101.552,12.2065,0.2386,g
25.9087,7.6827,89.502,g
41.1215,11.5416,5.2825,g
33.2935,-5.2885,5.2329,g
34.475,-14.8405,22.7149,g
28.7994,6.4978,0.9082,g
63.1931,-14.8925,0.431,g
22.3486,8.1003,52.817,g
29.3854,11.82,7.1928,g
92.7752,-0.9609,3.0299,g
23.602,7.9662,17.2382,g
40.3394,-11.8535,2.9018,g
65.6748,19.0372,1.0087,g
86.8646,16.4681,3.97,g
22.3722,9.5819,0.3141,g
29.4979,9.0066,67.167,g
27.6855,16.6199,37.548,g
20.2339,-11.544,42.79,g
108.6,26.2819,0.013,g
62.4115,25.8018,6.1268,g
41.8024,-10.4222,20.2025,g
22.4501,-7.4292,9.0379,g
50.3756,-8.5467,2.857,g
42.2747,-19.3016,21.6547,g
35.5835,8.3618,15.7121,g
35.0368,-10.7916,11.385,g
92.7512,-13.0992,16.2144,g
20.3065,-9.3335,64.14,g
39.8069,19.704,29.426,g
66.2439,20.6185,0.7187,g
12.7568,5.7565,16.342,g
80.3285,27.7196,66.855,g
33.2355,14.064,7.387,g
12.9782,-10.0441,0.131,g
21.4986,-7.3988,6.6566,g
41.3305,-0.5875,9.116,g
17.7895,5.0219,13.325,g
20.7334,5.9262,0.208,g
25.1194,14.5994,27.4012,g
19.9527,-5.1195,56.684,g
52.4962,-11.331,8.9195,g
29.9425,8.245,5.9751,g
19.6428,8.1319,51.0691,g
23.2176,7.7301,13.098,g
95.8184,15.585,6.415,g
84.0375,10.1184,0.401,g
21.4802,8.9408,34.988,g
20.801,-3.5753,23.3742,g
25.0814,-4.942,16.3615,g
32.3656,5.2685,43.291,g
24.3015,8.0081,35.861,g
40.2084,16.219,9.545,g
88.5408,20.9048,2.2359,g
32.8552,10.8581,5.647,g
23.2898,9.4745,11.726,g
87.0597,19.7569,2.127,g
12.9842,-10.176,64.903,g
