@relation magic

@attribute FWidth numeric
@attribute FSize numeric
@attribute Class {g,h}

@data
16.7535,2.841,g
18.3318,3.1534,g
24.9014,3.5027,g
7.4291,2.0774,g
21.9532,2.792,g
17.5973,2.8454,g
16.3383,2.5933,g
17.0451,2.8774,g
11.0068,2.243,g
11.6119,2.8338,g
11.665,2.7131,g
22.5312,3.1543,g
19.1477,2.738,g
12.8122,2.4735,g
24.8174,3.3241,g
7.1982,2.2443,g
16.4353,2.6217,g
6.9623,2.1414,g
20.7579,3.3206,g
16.7142,3.0422,g
18.8994,2.9908,g
16.9131,2.74,g
17.3963,2.6848,g
27.0474,3.4956,g
9.5551,2.3692,g
11.6246,2.6972,g
20.242,2.6042,g
20.0861,2.9757,g
14.4701,2.5849,g
32.9325,3.3676,g
17.6721,2.8817,g
19.5091,2.6628,g
25.2899,3.1725,g
9.5752,2.3802,g
12.9838,2.4306,g
19.4408,2.4914,g
13.4303,2.9263,g
10.0765,2.3493,g
10.5344,2.3936,g
21.7998,2.9256,g
15.493,2.4878,g
21.234,2.894,g
17.2907,2.8007,g
10.3524,2.3865,g
26.6584,3.7121,g
10.927,2.317,g
8.2409,2.3493,g
90.0777,4.6163,g
17.0227,2.7997,g
29.7453,3.3389,g
10.8499,2.3263,g
12.729,2.4691,g
32.1523,3.6935,g
25.5476,3.1057,g
31.1437,3.8364,g
24.2821,3.2262,g
14.376,2.5328,g
16.1087,2.6279,g
23.7635,3.1281,g
30.3507,3.2045,g
16.034,2.2175,g
13.3525,2.3212,g
11.0903,2.3304,g
13.9185,2.4609,g
15.1052,2.4609,g
11.3547,2.2266,g
16.9003,2.7033,g
19.7938,2.7675,g
10.9523,2.1477,g
21.4692,2.6222,g
24.0241,3.3869,g
22.5353,2.6042,g
12.5776,2.5472,g
34.2064,3.807,g
20.3618,3.0548,g
17.8623,2.9666,g
18.7595,2.9715,g
23.0282,2.8231,g
16.8321,2.7868,g
0,2.1629,g
20.7916,2.7037,g
12.7545,2.4757,g
23.9276,2.4893,g
7.4821,2.1746,g
9.4291,2.5045,g
9.8547,2.4749,g
15.9477,2.4728,g
10.4927,2.273,g
16.4089,2.637,g
21.7506,3.5485,g
21.7162,3.1174,g
15.6538,2.5328,g
23.3651,2.8591,g
24.4487,3.0011,g
15.6641,2.9668,g
12.9342,2.4472,g
28.1506,3.4847,g
12.88,2.2799,g
15.6519,2.7033,g
17.0311,2.6026,g
10.6322,2.1847,g
16.6008,2.5237,g
15.2788,2.6753,g
35.3852,3.7665,g
17.0578,2.8024,g
10.4464,2.2625,g
16.4293,2.3793,g
22.3063,3.2439,g
20.9776,2.9383,g
17.6963,2.5508,g
28.6463,3.6016,g
24.6557,3.2041,g
21.2618,2.7427,g
0,2.2683,g
12.8035,2.3043,g
16.8594,2.4281,g
12.1584,2.2589,g
11.2519,2.8099,g
21.9343,2.5072,g
17.6534,2.8159,g
15.0255,2.3444,g
9.7539,2.2565,g
0,2.2162,g
17.0337,2.6776,g
21.4114,2.4983,g
27.1905,3.5818,g
25.18,3.2694,g
22.7229,2.7193,g
25.3183,3.0752,g
15.8644,2.5711,g
10.0635,2.4031,g
13.3068,2.6274,g
20.3842,2.9484,g
11.109,2.4378,g
13.9352,2.4601,g
30.9949,3.7074,g
12.6478,2.4983,g
10.8949,2.2945,g
17.8888,2.7177,g
19.3466,2.643,g
12.4907,2.3043,g
15.3985,2.4639,g
17.6643,2.9457,g
12.9505,2.2201,g
6.6898,2.1717,g
12.7599,2.3454,g
9.7238,2.3064,g
25.9263,3.1178,g
18.108,2.6937,g
28.7067,3.411,g
27.3622,3.5549,g
14.9522,2.7279,g
30.4853,3.786,g
15.2659,2.3454,g
16.7731,2.5058,g
17.5743,2.9879,g
16.8244,2.6702,g
12.0796,2.356,g
0.0056,2.2,g
27.3853,3.5161,g
50.098,4.354,g
20.7279,3.2358,g
9.7776,2.2068,g
20.8416,2.6196,g
35.6683,3.5539,g
8.75,2.3979,g
17.3035,2.7168,g
21.6453,3.2398,g
10.8262,2.1319,g
15.4352,2.6749,g
11.1984,2.1599,g
15.0766,2.7969,g
13.6672,2.4886,g
17.2842,2.7451,g
18.0869,2.6309,g
10.9023,2.4571,g
16.2832,2.7832,g
26.6242,2.736,g
11.9242,2.0314,g
9.1748,2.3683,g
12.378,2.7088,g
11.8114,2.4713,g
10.1119,2.4594,g
13.0649,2.6425,g
16.057,2.6959,g
18.7126,2.8561,g
38.2401,3.3595,g
19.2097,2.5569,g
18.0117,2.6794,g
10.72,2.2055,g
10.2585,2.3838,g
29.402,3.2895,g
32.1354,3.9092,g
11.971,2.0846,g
18.7514,2.8212,g
17.7705,2.8366,g
23.2053,3.2221,g
7.1765,2.3738,g
19.5534,2.8041,g
18.1427,2.7239,g
19.8555,3.2439,g
17.1611,2.6425,g
7.0541,2.0273,g
12.8363,2.3493,g
21.853,2.74,g
34.8994,3.1992,g
10.5938,2.2467,g
15.2784,2.4091,g
11.8559,2.3075,g
29.0767,3.519,g
17.864,2.9157,g
16.7666,2.4166,g
7.9326,2.2989,g
17.8268,3.0026,g
12.0211,2.4683,g
21.7526,3.0588,g
13.3094,2.8195,g
32.3191,3.9381,g
10.599,2.4289,g
10.2191,2.5447,g
16.7153,2.8319,g
11.6587,2.0626,g
13.88,2.7482,g
14.8781,3.0292,g
17.1898,2.5334,g
22.736,3.2111,g
9.7132,2.3304,g
18.0102,2.7139,g
16.4371,2.8588,g
18.1715,2.3493,g
22.7264,2.953,g
19.2777,2.9348,g
16.9618,2.7046,g
19.0296,3.0482,g
31.1568,2.8756,g
14.7113,2.6335,g
24.5599,3.0441,g
16.9759,2.6684,g
18.3499,2.8954,g
26.4917,2.723,g
13.5856,3.0759,g
9.9404,2.4306,g
17.3022,2.8228,g
9.2285,2.3738,g
17.9917,2.9325,g
6.6934,2.2041,g
10.3202,2.1492,g
10.6353,2.3483,g
10.0378,2.5826,g
18.8813,3.0978,g
10.8242,2.179,g
22.3316,3.5637,g
22.0464,2.4928,g
22.4505,2.4232,g
50.5504,4.258,g
25.2322,3.2725,g
12.6652,2.5112,g
19.6211,2.6053,g
19.5159,2.8085,g
10.4292,2.3096,g
14.8197,2.5514,g
16.832,2.7251,g
39.5044,4.0087,g
11.0009,2.2822,g
27.8899,3.1882,g
33.8905,3.8081,g
20.296,2.836,g
15.0831,2.8597,g
19.4973,2.7857,g
21.2721,2.9701,g
14.7804,2.7372,g
10.5026,2.2095,g
28.8034,3.5273,g
25.2864,3.1675,g
10.4238,2.4886,g
27.4255,3.3414,g
11.0653,2.1508,g
12.7197,2.6355,g
16.8093,2.618,g
11.4255,2.5391,g
10.5387,2.567,g
33.5462,3.5914,g
21.7254,3.0988,g
23.2082,2.7878,g
29.1356,3.5265,g
16.2569,2.4533,g
23.7679,3.5853,g
25.7576,2.5988,g
13.9634,2.6021,g
19.5178,3.0869,g
10.3061,2.3395,g
28.1824,2.5664,g
21.3068,3.1225,g
25.4116,3.2527,g
19.8294,2.666,g
13.7444,2.5192,g
13.8368,2.8202,g
11.0487,2.4141,g
14.3352,2.5192,g
20.1441,3.2653,g
24.7685,3.5269,g
0.0028,2.0917,g
25.0351,3.2388,g
14.4335,2.5302,g
19.8659,2.8882,g
16.8387,3.0874,g
22.3982,3.3197,g
10.1037,2.1553,g
25.7291,3.3498,g
12.1,2.5152,g
17.9594,2.6794,g
33.7547,3.5621,g
9.0383,2.3274,g
10.1104,2.2672,g
19.9317,2.8254,g
29.3136,3.742,g
10.9215,2.2028,g
10.821,2.2504,g
11.9374,2.1804,g
10.781,2.3243,g
23.5737,2.9309,g
13.7538,2.4526,g
9.4513,2.3032,g
21.0822,2.7785,g
13.9759,2.3375,g
20.1433,2.8971,g
15.7207,2.4786,g
13.7126,2.9253,g
18.4564,2.541,g
15.1024,2.5629,g
11.7413,2.1351,g
20.0779,3.0271,g
21.357,2.6101,g
19.219,2.8856,g
29.7596,3.411,g
32.658,3.4379,g
20.0348,2.846,g
14.0079,2.3375,g
13.1011,2.7063,g
14.1906,2.4814,g
20.5885,2.785,g
20.9149,2.659,g
28.8639,3.3406,g
19.03,2.5792,g
20.0728,2.9058,g
16.3655,2.7756,g
21.7603,3.5808,g
19.3865,2.9775,g
13.8158,2.7439,g
16.5413,2.7931,g
13.2839,2.7832,g
18.0682,3.0328,g
23.1127,3.7484,g
8.0875,2.2577,g
26.2761,2.8382,g
13.4125,2.9509,g
32.2278,3.7798,g
18.3299,3.1541,g
10.2127,2.2889,g
27.2913,3.3748,g
19.6444,2.6395,g
16.2294,2.4893,g
17.9565,2.4571,g
12.6843,2.5496,g
24.6663,2.8707,g
14.7069,2.8896,g
25.0718,3.227,g
17.7647,3.0067,g
24.2106,3.2374,g
19.6301,2.8675,g
30.1839,3.1268,g
32.661,3.8623,g
16.8796,2.7271,g
20.8327,2.4893,g
26.9024,3.4007,g
9.5412,2.3945,g
23.206,2.9969,g
39.6402,3.243,g
11.4284,2.3032,g
14.6315,2.7202,g
21.1289,2.7763,g
19.5911,3.0362,g
10.0152,2.3674,g
11.2823,2.404,g
15.7637,2.9191,g
18.4724,2.8331,g
15.6166,2.301,g
14.7616,2.4976,g
17.7737,2.3945,g
32.8249,3.2464,g
12.3798,2.3345,g
29.917,3.0179,g
15.0774,2.7312,g
21.0987,2.8993,g
14.3228,2.5843,g
14.9097,2.4232,g
13.5038,2.8215,g
17.1878,3.0654,g
11.22,2.2989,g
9.6096,2.3664,g
20.5669,2.7973,g
9.72,2.3054,g
12.4493,2.3531,g
17.8453,2.5775,g
36.8892,2.772,g
22.0999,3.1746,g
29.0068,3.2583,g
22.2191,3.1933,g
22.1306,2.7642,g
15.7287,2.4393,g
15.7051,2.7226,g
17.3936,2.7135,g
18.1741,2.9243,g
6.8137,2.1461,g
10.9575,2.1917,g
40.3261,3.6494,g
18.2276,2.5397,g
7.5854,2.2878,g
21.185,3.1217,g
7.1662,2.0107,g
23.0715,3.0249,g
10.3028,2.4935,g
16.7365,2.9605,g
23.1716,3.3741,g
10.9323,2.3729,g
28.8301,2.7168,g
15.8857,2.9365,g
17.5552,2.6871,g
19.1792,2.9325,g
20.0638,2.7105,g
14.5245,2.5533,g
18.9814,2.7945,g
9.3986,2.3483,g
11.6431,2.5378,g
17.2856,2.7835,g
34.869,3.6213,g
10.1955,2.233,g
30.7721,3.2463,g
24.2144,2.9297,g
16.244,2.7466,g
12.5582,2.3043,g
20.6704,3.1411,g
32.0081,3.7907,g
24.8222,3.1237,g
33.6608,3.746,g
0,2.3274,g
9.4561,2.4108,g
14.0844,2.2565,g
19.347,2.639,g
11.2362,2.5079,g
13.6572,2.7206,g
28.1619,2.9053,g
13.1936,2.4158,g
22.6279,3.2507,g
38.3701,3.5868,g
12.5417,2.3294,g
15.655,2.3253,g
30.3489,2.9908,g
13.5809,2.6684,g
16.0585,2.9287,g
24.4466,3.3037,g
16.7377,2.6037,g
16.941,2.6444,g
18.5025,2.635,g
26.5101,3.2696,g
20.2453,2.7336,g
11.1348,2.3253,g
10.548,2.2467,g
22.0149,2.9511,g
19.7113,2.6551,g
28.8188,3.832,g
10.5476,2.1746,g
11.531,2.1189,g
21.7036,3.0513,g
32.736,3.683,g
17.0668,3.1413,g
14.0803,2.7543,g
26.4775,3.3753,g
19.3318,3.1239,g
11.1882,2.1732,g
15.8468,2.6721,g
15.4987,2.3627,g
24.8864,3.3198,g
24.5639,2.8684,g
33.1061,3.1944,g
15.4169,2.8058,g
23.1917,3.4921,g
24.5573,2.9985,g
8.9062,2.4354,g
18.6014,3.1154,g
9.4474,2.3454,g
26.0261,3.6254,g
12.1878,2.3988,g
17.7977,2.8385,g
11.5941,2.2504,g
14.8099,2.5786,g
19.7569,2.8109,g
16.26,2.7443,g
26.2359,3.4751,g
8.5484,2.3953,g
14.1612,2.4362,g
23.0023,2.7835,g
19.1419,2.6508,g
16.5037,2.6405,g
18.1651,3.0544,g
15.9144,2.5653,g
23.1654,3.0101,g
22.829,2.8762,g
15.8601,2.6609,g
12.9067,2.4646,g
29.1948,3.4249,g
27.7519,3.2253,g
28.0521,3.3091,g
19.5018,2.9509,g
9.3207,2.2889,g
27.8348,3.6693,g
6.6249,2.3201,g
32.4801,3.5739,g
6.9229,2.3701,g
7.0275,2.2978,g
10.927,2.7653,g
18.6845,2.6753,g
14.3629,2.4125,g
28.9406,3.0054,g
19.4279,2.7251,g
32.1181,3.0801,g
15.2102,2.2889,g
17.5767,2.8429,g
23.5874,3.0226,g
12.9379,2.5152,g
24.5625,3.1875,g
11.2343,2.2355,g
20.9286,2.827,g
19.7521,2.9793,g
22.8507,3.3797,g
20.0939,3.3959,g
12.8358,2.5804,g
24.7688,3.1271,g
36.5261,3.6064,g
9.8236,2.4433,g
7.3979,2.3711,g
23.4215,3.2968,g
23.9796,3.253,g
55.0261,4.1374,g
25.0567,3.1189,g
9.4249,2.1931,g
10.7987,2.3355,g
13.9362,2.6679,g
33.6033,3.8528,g
9.9857,2.4393,g
18.6568,2.7645,g
26.1488,3.1149,g
16.6034,2.5949,g
17.5462,2.8633,g
16.405,2.4125,g
32.7823,3.1174,g
20.0994,2.9666,g
15.3849,2.7118,g
13.3168,2.7024,g
18.9343,2.8663,g
28.3893,3.3555,g
42.3194,3.6665,g
33.0123,2.9312,g
10.8588,2.1461,g
29.0161,2.9793,g
18.5756,2.7987,g
16.0825,2.5179,g
20.1834,2.5587,g
18.7762,2.76,g
17.5717,2.4338,g
14.7841,2.3664,g
18.1795,2.7271,g
32.6518,3.541,g
9.0198,2.4749,g
15.4887,2.4241,g
16.8095,2.9535,g
28.4458,3.1652,g
31.0841,3.6453,g
10.2902,2.3757,g
37.594,3.6512,g
21.6612,3.1103,g
0.0028,2.1089,g
26.1472,3.2184,g
16.9771,2.5403,g
22.5604,3.2537,g
24.0109,3.4905,g
12.741,2.243,g
17.7081,2.9287,g
24.2211,3.2695,g
27.8324,3.1593,g
24.0467,3.1511,g
14.0933,2.9289,g
22.8223,2.7835,g
16.0478,2.4166,g
18.0597,2.5145,g
16.0929,2.4433,g
23.4992,3.0755,g
12.4177,2.4713,g
16.093,2.5746,g
16.6437,2.3444,g
28.1482,3.2641,g
25.2781,3.3779,g
8.6111,2.485,g
17.7862,2.3683,g
12.5696,2.5441,g
10.7054,2.2135,g
17.9152,2.7945,g
15.4637,2.9143,g
7.1952,2.2648,g
34.4773,3.7622,g
19.1664,2.9227,g
16.7133,2.8344,g
20.3345,2.5982,g
24.5724,3.1494,g
18.4194,2.7324,g
13.0592,2.3847,g
13.8484,2.541,g
21.8903,2.7789,g
15.8794,2.679,g
11.2053,2.5099,g
11.4704,2.243,g
15.7492,2.5453,g
15.3789,2.6474,g
18.069,2.8338,g
18.5969,2.8048,g
10.6903,2.2467,g
32.8299,3.332,g
20.1552,3.0424,g
48.8302,2.9877,g
13.2068,2.6212,g
16.3039,2.5938,g
44.5853,3.9172,g
17.7204,2.6365,g
35.1811,2.7969,g
20.99,3.2915,g
11.0774,2.7243,g
16.458,2.6112,g
15.3147,2.7903,g
11.779,2.0394,g
17.707,2.616,g
13.9513,2.6642,g
9.4993,2.4338,g
26.1979,2.7608,g
31.5358,3.41,g
15.174,2.7046,g
13.4146,2.4983,g
15.5018,2.6405,g
20.1241,2.6479,g
12.9165,2.7497,g
12.0315,2.5366,g
20.9121,2.7727,g
25.4536,2.7792,g
9.7841,2.4108,g
8.5852,2.6101,g
16.421,2.6123,g
14.4369,2.6449,g
8.0634,2.3212,g
16.4298,2.5058,g
11.6713,2.3414,g
9.9958,2.2788,g
19.5101,2.7431,g
12.1346,2.2135,g
23.1206,3.023,g
17.583,2.7427,g
12.0523,2.5658,g
20.8554,2.6021,g
25.3677,3.2845,g
10.0967,2.4289,g
15.807,2.42,g
23.3474,3.0118,g
17.1961,2.6857,g
15.1339,2.7439,g
10.4034,2.1319,g
14.7389,2.5112,g
12.1658,2.5296,g
18.942,2.8004,g
27.0289,3.1838,g
17.464,2.946,g
11.615,2.1538,g
12.6927,2.5563,g
17.2949,2.7271,g
21.9903,3.4432,g
6.7909,2.1255,g
21.9917,2.7697,g
16.2619,2.549,g
20.5881,2.6977,g
20.1643,2.6551,g
38.0072,3.6764,g
12.7452,2.3314,g
12.9863,2.7672,g
12.8734,2.4273,g
33.6055,3.5673,g
13.1513,2.3274,g
29.2513,3.0633,g
11.743,2.1508,g
32.1527,3.5974,g
10.4692,2.1818,g
13.6097,2.6042,g
7.214,2.0473,g
34.0613,3.7751,g
14.3241,2.7543,g
13.1076,2.639,g
16.3666,2.6875,g
13.2244,2.5977,g
35.5859,3.0312,g
38.5585,3.4913,g
10.1213,2.6042,g
10.1082,2.224,g
12.4463,2.4338,g
29.0897,3.2857,g
30.6558,3.2654,g
25.1281,3.2926,g
55.1214,4.3829,g
20.1588,2.5711,g
31.0247,3.0267,g
7.3919,2.1255,g
32.9219,3.3583,g
0.0033,2.2418,g
19.1658,2.6498,g
16.3078,2.6707,g
20.0735,2.8727,g
22.8416,3.2398,g
16.2356,2.6004,g
18.5658,2.8672,g
24.6546,3.2783,g
22.6018,3.0204,g
17.5422,2.7694,g
18.914,3.0592,g
19.9269,3.3516,g
18.4962,2.6117,g
19.6335,2.9332,g
23.459,3.4281,g
20.1574,2.8089,g
39.5237,3.426,g
34.931,3.5736,g
20.3887,2.7899,g
14.4621,2.4571,g
21.3646,2.6258,g
6.9523,2.3334,g
13.9681,2.6637,g
7.0479,2.07,g
16.9976,2.7164,g
23.5451,2.9863,g
16.7045,2.6604,g
15.4439,2.4518,g
17.0778,2.4757,g
13.9602,2.6911,g
16.2269,2.5647,g
10.2137,2.3263,g
13.4809,2.4322,g
14.4008,2.4778,g
33.223,2.7983,g
17.0593,2.485,g
15.7621,2.6217,g
12.6824,2.7016,g
34.7412,3.1987,g
16.7935,2.8048,g
19.6957,2.8561,g
19.3979,2.9403,g
39.9652,3.4218,g
11.1284,2.3874,g
18.2004,2.4857,g
31.977,3.4806,g
20.3066,2.5786,g
11.6319,2.692,g
11.382,2.444,g
7.2301,2.1287,g
32.109,3.4073,g
32.8832,3.1329,g
20.7548,3.0434,g
20.5278,3.0592,g
14.3158,2.574,g
19.9946,2.9423,g
29.2628,3.1534,g
18.4889,3.0304,g
31.7432,3.7156,g
22.0728,3.0745,g
11.3342,2.3139,g
18.336,3.0356,g
12.1301,2.3856,g
10.812,2.2304,g
9.9926,2.2095,g
21.6014,3.5409,g
15.8392,2.6821,g
21.0539,3.365,g
10.7983,2.1644,g
18.308,2.8555,g
17.8712,2.7118,g
16.2202,2.5682,g
24.2344,2.5563,g
25.8454,3.2239,g
20.9993,2.9621,g
32.0827,2.9403,g
22.3814,3.0828,g
16.1523,2.4749,g
19.2324,2.5257,g
23.3493,3.2034,g
24.1443,2.9795,g
16.5294,2.5321,g
9.8997,2.3901,g
27.4754,3.034,g
27.9239,2.9943,g
14.2821,2.5315,g
12.5906,2.2601,g
19.9412,2.9865,g
11.2603,2.081,g
15.993,2.5658,g
29.7308,3.2451,g
12.0404,2.2,g
20.226,2.6785,g
24.6282,3.4084,g
24.1908,3.1655,g
21.9254,2.8199,g
10.6731,2.2672,g
12.2794,2.5132,g
29.7552,3.1316,g
9.4415,2.2788,g
12.7878,2.4464,g
21.7955,3.1948,g
23.0145,2.8976,g
12.0624,2.4594,g
17.929,2.6479,g
18.3815,3.0222,g
17.7295,2.836,g
22.7464,2.8439,g
21.7463,3.0794,g
28.8308,3.0257,g
20.18,2.7284,g
17.8957,2.4778,g
19.3694,2.9921,g
12.5842,2.2504,g
18.7524,2.9337,g
20.3857,2.9533,g
21.5646,3.4733,g
30.4447,3.009,g
16.1141,2.4548,g
22.1916,2.6753,g
7.4752,2.2889,g
10.6235,2.3589,g
7.2096,2.3032,g
19.6792,2.9015,g
14.582,2.3918,g
21.6106,3.2456,g
36.7234,3.8162,g
27.6992,2.9921,g
7.4868,2.1222,g
15.1294,2.5051,g
32.2943,3.125,g
18.3281,2.8627,g
27.0136,3.32,g
26.2355,2.9312,g
16.4931,2.3936,g
12.9669,2.3334,g
26.8329,3.2632,g
28.3077,3.3673,g
11.3381,2.5051,g
47.6501,4.2259,g
20.9011,2.7885,g
20.5861,2.8865,g
15.9269,2.4306,g
13.5539,2.3375,g
18.2119,2.8901,g
17.6846,2.7063,g
9.7948,2.1847,g
9.4788,2.4265,g
7.0174,2.1383,g
20.1242,2.5563,g
10.829,2.1477,g
35.2634,3.2456,g
24.7537,3.4029,g
15.2931,2.8482,g
15.2527,2.3927,g
14.411,2.6532,g
30.2609,2.9923,g
23.9572,2.6304,g
20.5578,3.1452,g
23.4882,3.3391,g
7.5578,2.2923,g
15.5266,2.6186,g
12.9419,2.4232,g
28.9398,3.0641,g
7.3341,2.1599,g
14.9958,2.5971,g
12.5262,2.7709,g
41.7445,4.1444,g
11.3739,2.1123,g
23.4394,2.8106,g
10.3682,2.243,g
7.2693,2.0774,g
15.2831,2.4314,g
16.6563,2.7604,g
19.1897,2.5843,g
7.1571,2.1089,g
0,2.081,g
10.5721,2.2923,g
10.8471,2.6835,g
35.2379,3.8589,g
16.639,2.4166,g
17.6112,2.3551,g
30.4799,3.6242,g
11.3156,2.1319,g
23.2682,2.8954,g
22.1277,3.3672,g
16.1595,2.6618,g
18.7433,2.8126,g
12.4314,2.42,g
13.8445,2.4786,g
31.5107,3.3495,g
28.6677,3.5247,g
17.4339,2.4878,g
28.4154,3.1828,g
11.1066,2.1055,g
0,2.2028,g
10.378,2.233,g
13.5799,2.7478,g
10.3792,2.4362,g
21.4516,2.9784,g
19.1013,3.0284,g
32.861,2.8762,g
21.1275,2.9595,g
19.6453,2.6817,g
7.1383,2.081,g
18.9683,2.9467,g
27.6079,2.9523,g
10.849,2.3284,g
15.1511,2.5347,g
0,2.1319,g
21.0305,3.1207,g
9.3126,2.3054,g
16.8228,2.8152,g
21.9075,3.4512,g
10.5569,2.1987,g
22.4834,2.8837,g
19.7589,3.0713,g
20.7716,3.0957,g
13.4897,2.8534,g
12.7998,2.5955,g
19.2228,2.6679,g
17.6134,2.3375,g
22.9804,2.8466,g
9.2152,2.2516,g
11.537,2.4857,g
34.5134,4.1295,g
7.2769,2.1508,g
23.3465,2.9617,g
17.8381,2.9178,g
10.6264,2.2648,g
13.3409,2.8573,g
18.562,3.0099,g
32.0713,3.9526,g
19.2181,2.5453,g
18.5073,3.0959,g
11.4113,2.0512,g
11.3356,2.2878,g
15.8402,2.5752,g
23.1313,3.1678,g
22.8099,3.1327,g
16.1998,2.6128,g
17.667,2.6561,g
11.798,2.1945,g
9.6582,2.5993,g
19.4776,2.7821,g
37.3368,4.0157,g
13.9701,2.4191,g
14.8631,2.889,g
13.9412,2.7372,g
37.3135,3.3333,g
14.0055,2.5459,g
25.5615,3.8047,g
12.4933,2.3139,g
10.246,2.2923,g
12.6941,2.7054,g
7.4618,2.1804,g
11.8501,2.4346,g
20.9112,2.9747,g
19.641,2.6547,g
19.9988,2.7247,g
19.2867,2.9578,g
13.8504,2.9085,g
9.8262,2.2279,g
10.3694,2.2867,g
6.5726,2.1599,g
12.7204,2.3375,g
22.9526,2.8594,g
13.6503,2.6405,g
24.0523,2.9692,g
21.3398,2.7857,g
10.8743,2.1746,g
12.6908,2.49,g
39.9496,4.0942,g
26.1718,3.0699,g
7.1467,2.1973,g
39.4297,3.7198,g
16.1694,2.596,g
21.8851,3.0296,g
7.4577,2.3324,g
23.3635,3.1016,g
11.3577,2.534,g
10.9907,2.2589,g
39.923,3.6541,g
12.4169,2.3856,g
17.989,2.3909,g
66.7134,4.3649,g
15.57,2.7037,g
15.8412,2.8603,g
14.4915,2.5641,g
13.3291,2.6547,g
37.1188,3.6338,g
7.1236,2.0354,g
12.6911,2.4579,g
15.6313,2.4556,g
30.5905,3.2602,g
17.6938,2.7263,g
19.6795,2.7828,g
29.9904,3.3175,g
25.5221,3.1307,g
14.5156,2.6299,g
22.3142,2.8834,g
25.4305,2.9055,g
11.1244,2.415,g
10.3567,2.2304,g
20.1585,3.0976,g
19.8149,2.7222,g
24.776,2.6955,g
18.92,2.7664,g
6.6598,2.0917,g
7.1459,2.2292,g
16.041,2.9513,g
27.332,3.1948,g
10.6018,2.1599,g
22.6725,3.0594,g
11.8236,2.3784,g
13.5188,2.4771,g
11.0517,2.4175,g
12.764,2.3927,g
0,2.0846,g
11.2222,2.1351,g
9.1759,2.4464,g
19.0268,2.9325,g
25.5262,3.3118,g
6.9475,2.1021,g
15.3149,2.6613,g
19.7708,2.4586,g
16.3341,2.7312,g
19.6497,2.6642,g
18.1847,2.695,g
16.1449,2.9238,g
18.9742,3.0706,g
24.8614,2.8597,g
12.5449,2.3608,g
31.0539,3.6055,g
36.5351,3.696,g
29.8525,3.8447,g
16.4712,2.2601,g
10.5873,2.3589,g
16.8116,2.4472,g
10.8976,2.3608,g
21.8287,3.3587,g
17.6119,2.6906,g
17.1391,2.7853,g
10.696,2.3284,g
17.1661,2.7206,g
14.7309,2.3901,g
11.553,2.3646,g
14.5681,2.6609,g
30.3184,2.917,g
