@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,3,5,9,11'

@attribute FLength numeric
@attribute FSize numeric
@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
19.9908,2.6175,0.2835,75.1784,g
18.883,2.2672,0.4622,49.52,g
40.1178,3.0058,0.185,1.23,g
81.0307,2.9312,0.147,28.508,g
92.8988,3.7862,0.0948,3.3724,g
54.908,2.5384,0.1954,31.805,g
32.4967,2.5514,0.1671,63.9721,g
12.7169,2.2443,0.396,15.651,g
68.9709,2.7616,0.1931,8.5297,g
24.7867,2.8319,0.1583,39.2593,g
25.2958,2.4401,0.2813,18.1924,g
28.1555,2.4487,0.2722,35.72,g
18.5361,2.1903,0.2742,0.244,g
35.3812,2.6556,0.2287,15.8702,g
26.067,2.5988,0.1902,20.441,g
21.4668,2.2945,0.3122,30.8438,g
23.7253,2.0663,0.3734,28.267,g
47.9212,3.1834,0.096,4.251,g
110.128,2.608,0.2602,64.95,g
57.6218,3.3346,0.096,2.673,g
92.2265,2.9077,0.0872,5.0667,g
41.0163,2.4518,0.1502,4.1807,g
27.3453,2.4735,0.2437,6.736,g
25.607,2.5296,0.2467,5.452,g
50.4291,3.0506,0.1749,6.1251,g
20.9858,2.5611,0.2184,53.01,g
26.4549,2.4713,0.272,25.187,g
38.685,2.4526,0.2063,6.8087,g
32.843,2.9146,0.2538,3.4605,g
19.5565,2.4183,0.4179,22.452,g
50.8879,2.9848,0.1217,1.6086,g
18.1784,2.2878,0.3582,7.916,g
39.6606,2.6726,0.169,34.0416,g
69.9918,2.8751,0.1247,9.2202,g
18.2406,2.2201,0.2922,18.975,g
23.5264,2.643,0.2332,52.2065,g
36.0926,2.3927,0.2611,15.5661,g
39.2553,3.0755,0.1013,5.892,g
68.4131,3.2439,0.1138,1.1476,g
90.829,3.6755,0.0955,1.6314,g
34.8356,2.4048,0.2343,16.376,g
21.8583,2.8707,0.2148,12.6028,g
28.8362,2.4786,0.2309,7.4925,g
23.2204,2.1287,0.4201,74.3282,g
18.7977,2.4241,0.2731,38.1018,g
18.6982,2.3971,0.2665,14.281,g
39.4299,3.0477,0.1375,0.04,g
16.7909,2.3032,0.3109,15.7723,g
110.58,3.4465,0.0764,9.6984,g
24.0767,2.6449,0.2163,32.3979,g
20.7262,2.3865,0.2567,14.549,g
22.5238,2.3541,0.3296,22.9198,g
20.3243,2.2878,0.3479,41.763,g
37.5814,2.6048,0.1925,5.933,g
12.867,2.1414,0.4296,42.694,g
27.9249,2.2148,0.3323,31.265,g
16.7429,2.2967,0.3763,20.2043,g
25.2997,2.9004,0.1717,3.762,g
24.0201,2.451,0.285,6.311,g
34.7049,2.7118,0.168,16.679,g
65.4492,3.3339,0.1092,2.304,g
25.9963,2.6702,0.2126,85.2337,g
27.2296,2.7585,0.2014,2.0627,g
40.9857,2.6395,0.1525,12.949,g
33.6677,2.641,0.2023,6.971,g
26.3904,2.2601,0.3819,9.8612,g
88.3759,3.5153,0.0798,8.2753,g
33.9768,2.7642,0.2126,71.4495,g
75.3228,3.5093,0.1212,1.216,g
30.817,2.6561,0.2196,34.5966,g
77.2321,3.1315,0.1156,6.987,g
35.6831,2.6675,0.1882,14.018,g
45.0286,3.0779,0.1333,11.8623,g
24.0493,2.7093,0.2061,89.5011,g
61.1429,3.3858,0.115,7.998,g
112.173,2.6107,0.1728,13.0126,g
70.8315,3.3197,0.1252,10.385,g
20.7584,2.1703,0.3142,66.17,g
18.5582,2.2028,0.4859,4.3666,g
19.9784,2.2833,0.3932,80.0895,g
73.8115,3.211,0.1153,6.548,g
69.4398,3.1443,0.1331,11.29,g
25.7024,2.317,0.2771,30.6008,g
29.3515,2.4749,0.196,26.3691,g
33.2508,2.6253,0.2192,13.4306,g
102.179,2.9595,0.1147,3.2562,g
79.2206,3.7191,0.0637,8.264,g
31.031,2.6325,0.1946,37.32,g
40.0284,2.9348,0.1842,2.184,g
19.1072,2.4691,0.3379,3.6579,g
81.6624,3.7255,0.1038,0.3395,g
53.9373,3.0455,0.1301,5.2515,g
18.7276,2.4401,0.2632,79.2348,g
20.0751,2.4556,0.275,18.131,g
42.0033,2.6889,0.1873,0.933,g
59.3407,3.5204,0.1178,1.3878,g
96.3809,3.4737,0.1094,2.072,g
56.5977,2.5682,0.1743,4.562,g
39.9972,3.0941,0.1437,14.756,g
32.0031,2.6702,0.2425,8.6023,g
60.1173,2.9671,0.1462,1.101,g
24.8934,2.4749,0.3735,0.8814,g
46.7382,3.0422,0.1556,4.3993,g
23.1716,2.6253,0.2192,19.3335,g
31.0309,2.3757,0.2547,21.014,g
74.9025,3.0028,0.1217,0.745,g
54.5553,3.0344,0.1436,4.504,g
23.914,2.3551,0.2494,39.9594,g
122.51,3.2625,0.0653,2.8915,g
35.904,2.8794,0.1076,87.6718,g
88.3871,3.0934,0.1407,1.8504,g
20.9469,2.1319,0.5203,71.9164,g
97.7222,3.8212,0.0863,3.3807,g
21.1235,2.0952,0.3976,74.254,g
27.3842,2.4448,0.3034,4.756,g
28.0756,2.4289,0.3073,7.463,g
19.5128,2.4074,0.3973,16.367,g
42.6022,2.6542,0.1408,9.8372,g
35.2888,2.5031,0.2119,7.108,g
42.2236,3.2049,0.1438,4.262,g
30.2441,3.1474,0.1492,75.1662,g
44.6257,2.7846,0.1404,19.3827,g
34.9412,3.1654,0.1261,5.6692,g
82.4094,3.0848,0.1411,0.617,g
49.2676,3.1854,0.1504,0.0549,g
21.8432,2.3139,0.3665,5.646,g
26.5702,2.3874,0.2643,45.9686,g
42.6783,2.6053,0.1625,3.129,g
24.5739,2.4224,0.293,11.283,g
80.3783,3.3727,0.1109,0.123,g
27.3576,2.3627,0.2798,59.4668,g
57.627,3.1556,0.1443,3.366,g
23.5264,2.3304,0.3107,11.2824,g
59.4146,3.5409,0.115,2.236,g
53.2086,3.3736,0.1212,10.5073,g
43.6201,3.1274,0.1689,5.9851,g
41.3125,2.8913,0.115,2.1898,g
24.5426,2.4942,0.2612,12.869,g
25.6437,2.3551,0.2318,13.6579,g
121.718,4.0204,0.0511,1.542,g
58.3208,3.1836,0.1484,3.4996,g
90.6778,3.57,0.1003,2.94,g
13.026,2.2889,0.527,51.8466,g
31.4518,2.4713,0.2416,14.1671,g
15.1951,2.4594,0.3767,63.395,g
12.8462,2.2,0.3943,60.268,g
20.9751,2.4232,0.2094,11.757,g
18.6659,2.4023,0.3307,71.0923,g
36.833,2.5079,0.2593,8.762,g
36.6414,2.9612,0.134,15.9992,g
24.2462,2.8392,0.1644,25.7863,g
23.4599,2.574,0.3347,14.3269,g
24.1505,2.5315,0.3603,30.271,g
42.8336,2.2683,0.2237,9.9089,g
53.5519,2.6454,0.1505,3.1493,g
41.9629,2.7763,0.1414,12.001,g
27.4186,2.7903,0.1726,4.681,g
31.0653,2.6138,0.1837,58.3585,g
25.7604,2.6812,0.199,10.273,g
33.6482,2.6767,0.1695,17.38,g
53.9569,2.9829,0.1295,7.5737,g
31.3875,2.5587,0.1975,33.6933,g
14.3194,2.42,0.4886,17.439,g
44.7514,3.1326,0.1057,7.475,g
91.2979,3.9785,0.076,2.007,g
67.2201,3.3646,0.0702,5.667,g
26.6249,2.7143,0.2037,8.869,g
46.457,3.0759,0.1759,6.509,g
63.6902,3.3268,0.1468,14.844,g
71.5663,2.9085,0.1747,5.9543,g
94.6087,3.26,0.0651,2.314,g
31.1763,2.8338,0.1957,12.969,g
47.0427,2.4133,0.2143,24.1144,g
94.1694,3.9195,0.0746,2.8085,g
20.9434,2.5065,0.3474,23.4769,g
26.8162,2.4983,0.2714,5.414,g
35.3435,3.0548,0.1653,4.405,g
58.7978,2.5988,0.3136,5.493,g
81.0902,3.4955,0.089,1.7041,g
12.9644,2.0952,0.3735,5.011,g
88.2047,3.9097,0.0588,4.1285,g
17.9664,2.4464,0.3488,80.7121,g
46.9069,3.2857,0.1339,4.1101,g
12.6982,2.1746,0.3712,2.019,g
41.3562,2.995,0.1775,5.5299,g
22.6754,2.4793,0.34,4.8629,g
66.7492,3.334,0.118,3.241,g
28.7016,2.5045,0.1862,0.8,g
35.927,2.8189,0.2314,5.938,g
21.8507,2.2799,0.2913,43.706,g
24.9086,2.632,0.2229,37.114,g
61.7314,2.9943,0.1535,3.735,g
28.8702,2.889,0.1724,4.207,g
53.8346,2.5641,0.1951,8.451,g
17.0391,2.2109,0.5692,66.0852,g
28.9357,2.4871,0.2199,77.975,g
19.5643,2.4661,0.2718,1.7384,g
27.6381,2.9289,0.215,11.2393,g
12.3663,2.1189,0.346,14.3159,g
17.4898,2.2753,0.5279,45.254,g
19.7233,2.4191,0.2571,72.4626,g
81.5058,3.1749,0.1581,8.5332,g
40.4929,2.4091,0.2632,35.674,g
22.8025,2.1732,0.3121,4.3154,g
30.8869,2.7885,0.24,9.0144,g
33.1457,3.2446,0.1358,9.618,g
17.2258,2.2753,0.5597,49.9518,g
27.2009,2.7255,0.1627,22.4299,g
49.174,3.0684,0.0901,8.5555,g
65.841,2.9908,0.1139,7.81,g
24.3645,2.5575,0.2452,29.0462,g
63.668,2.8451,0.2064,11.4153,g
19.6069,2.2577,0.3564,34.1365,g
73.7611,3.3852,0.2016,3.0585,g
56.1108,2.683,0.1483,6.051,g
91.7205,3.9939,0.0687,0.982,g
20.5738,2.1688,0.3898,36.086,g
19.8971,2.2,0.4259,3.5723,g
25.8364,2.659,0.1941,4.6269,g
19.4819,2.233,0.2895,36.406,g
34.7211,2.9892,0.1512,21.486,g
35.2052,3.073,0.1585,18.325,g
35.0315,2.688,0.161,22.751,g
81.5093,2.9859,0.1823,4.376,g
103.02,3.0045,0.1331,8.6009,g
23.6193,2.2068,0.3137,2.442,g
22.35,2.7701,0.2368,15.335,g
33.4593,2.7177,0.2059,6.2132,g
62.786,3.0069,0.1147,10.2258,g
59.5176,2.5545,0.2385,1.121,g
39.1668,2.8398,0.167,2.027,g
18.8702,2.5971,0.2617,50.0777,g
26.9139,2.5557,0.2267,86.0321,g
87.5476,3.8519,0.0798,3.789,g
34.4975,2.5927,0.1775,19.356,g
45.9267,3.0939,0.1301,18.5777,g
90.5754,3.8492,0.0823,0.012,g
26.9291,2.7597,0.213,13.461,g
21.9193,2.1629,0.4433,51.161,g
59.9928,3.3439,0.1017,5.726,g
39.006,3.0739,0.1194,9.087,g
67.2132,2.5179,0.3536,7.432,g
74.7135,2.964,0.2395,8.5098,g
23.4302,2.7712,0.1719,1.6094,g
93.4162,3.641,0.0934,0.3386,g
81.7075,3.7185,0.1001,8.9721,g
38.0445,2.6551,0.1361,12.735,g
20.3884,2.2625,0.4071,23.077,g
101.039,3.0869,0.1257,11.885,g
36.423,2.9159,0.1693,2.4,g
45.1917,2.9125,0.1242,3.06,g
12.7848,2.2188,0.3837,86.4459,g
20.7684,2.1629,0.3608,26.499,g
30.4274,2.8503,0.1588,32.497,g
24.6029,2.3971,0.2505,8.667,g
12.5554,2.0588,0.3712,77.047,g
77.2225,2.8319,0.1568,3.947,g
34.7714,2.7835,0.1918,0.831,g
29.3314,2.4706,0.1946,10.7423,g
65.6077,3.4512,0.1056,10.6894,g
96.5965,3.2999,0.111,4.591,g
106.969,4.1184,0.0493,0.252,g
45.8448,3.1402,0.1162,0.8053,g
22.1148,2.2068,0.2888,72.274,g
25.1127,2.5569,0.2011,70.2428,g
71.8513,2.9393,0.1386,21.0501,g
88.3799,3.2642,0.1053,0.949,g
21.3067,2.2625,0.3251,4.267,g
91.573,3.3333,0.101,7.388,g
56.9612,2.8205,0.2396,39.579,g
61.4065,3.2221,0.1244,8.6684,g
31.1396,2.7642,0.1403,4.6106,g
49.9884,2.9983,0.1019,4.2187,g
88.71,2.8195,0.1189,0.485,g
12.8955,2.1538,0.4105,22.118,g
29.4785,2.6981,0.1994,2.1841,g
24.4431,2.3424,0.4568,9.668,g
30.5799,2.7063,0.1976,3.1547,g
37.3461,2.8754,0.1512,8.741,g
35.8551,2.3493,0.2438,34.3833,g
22.2882,2.2889,0.4036,42.589,g
39.6495,2.9312,0.1142,19.5495,g
24.5633,2.3191,0.2758,27.221,g
31.9672,2.6642,0.2286,9.152,g
17.776,2.3149,0.5254,66.1517,g
95.2333,3.6055,0.0924,1.513,g
25.4865,2.6712,0.2377,55.9291,g
20.2764,2.4175,0.2352,78.2299,g
22.709,2.2028,0.4169,37.3872,g
79.2015,3.4651,0.0913,4.884,g
59.9761,3.2537,0.1246,4.9301,g
25.1333,2.2776,0.3034,52.0161,g
38.8415,2.8024,0.1647,0.4595,g
25.6103,2.5508,0.2574,82.0557,g
72.9523,3.5797,0.0701,0.702,g
55.8381,2.9472,0.1237,6.1374,g
23.7906,2.4409,0.3388,0.137,g
19.4598,2.4401,0.2668,23.3361,g
92.5734,3.0533,0.1659,11.127,g
36.2711,2.7649,0.1658,9.621,g
20.5491,2.081,0.3693,75.3736,g
17.4898,2.2355,0.2762,40.779,g
19.6725,2.4409,0.2844,8.625,g
29.6154,2.721,0.1797,18.362,g
21.1449,2.2565,0.446,0.2884,g
27.0876,2.5231,0.2174,7.116,g
77.4047,3.5437,0.1185,4.6324,g
18.8614,2.4822,0.3806,17.8187,g
50.0445,2.632,0.1692,15.597,g
13.4157,2.1889,0.4628,73.2939,g
27.0224,2.6821,0.1882,0.812,g
87.8129,3.6522,0.1155,0.3878,g
66.0798,3.3085,0.0961,3.584,g
40.0835,2.7042,0.1947,0.784,g
13.226,2.1569,0.4843,84.0609,g
98.5017,2.8739,0.2012,3.7729,g
81.4835,3.2641,0.1761,6.3243,g
35.7142,2.6274,0.2229,0.7669,g
41.2726,3.221,0.1211,6.769,g
32.7251,2.8149,0.1968,30.129,g
40.9815,2.909,0.1338,10.7449,g
25.4153,2.3883,0.227,89.4684,g
20.4629,2.4175,0.2925,51.793,g
34.4005,2.6955,0.1946,1.775,g
37.3068,2.6898,0.1154,3.436,g
21.3715,2.5159,0.2149,18.5084,g
22.7689,2.3953,0.2716,38.404,g
29.0494,2.6117,0.1748,9.703,g
26.3198,2.2999,0.2331,13.5641,g
25.385,2.525,0.2134,30.869,g
59.3471,3.7012,0.0926,1.29,g
42.9914,3.2679,0.106,25.0566,g
51.094,3.4519,0.0828,0.746,g
42.019,2.3444,0.3054,13.4966,g
18.8406,2.3936,0.305,4.5583,g
98.1014,2.7126,0.2141,2.954,g
88.1208,2.8719,0.1471,4.201,g
19.6502,2.3502,0.3192,27.1728,g
35.0354,2.7101,0.1569,55.3614,g
57.1342,3.2002,0.1088,0.7289,g
25.4375,2.8136,0.222,9.8822,g
67.3236,3.3536,0.0583,14.071,g
27.506,2.7143,0.194,3.214,g
100.18,4.1525,0.0419,2.266,g
101.269,3.3899,0.1603,1.8268,g
13.0422,2.1917,0.4469,80.7484,g
21.6024,2.4639,0.2904,8.9044,g
38.4541,2.7792,0.1505,14.365,g
61.6682,3.3395,0.0808,7.847,g
27.7826,2.5623,0.2096,66.669,g
26.4285,2.7578,0.2017,1.0346,g
71.3956,3.1801,0.1106,9.8874,g
28.0163,2.3118,0.3439,21.279,g
18.2067,2.356,0.3194,49.5821,g
54.5046,3.2514,0.1208,0.5673,g
33.6992,2.6069,0.152,22.229,g
71.8778,3.404,0.0767,0.2039,g
75.4299,3.0013,0.1122,10.217,g
67.2794,3.232,0.1339,0.8667,g
31.3882,2.934,0.1636,2.267,g
24.3806,2.3032,0.2761,24.8729,g
57.3402,3.3229,0.1424,10.865,g
109.472,4.3524,0.0301,2.951,g
106.984,2.5769,0.1921,7.499,g
12.97,2.1351,0.4139,50.6846,g
12.5616,2.0626,0.3506,34.1556,g
23.2678,2.0314,0.3953,0.0002,g
18.4693,2.3473,0.3258,8.1312,g
53.1862,3.1593,0.0988,14.399,g
85.9475,3.522,0.0624,11.692,g
29.3119,2.3424,0.3114,63.188,g
40.1304,2.8041,0.1609,13.0774,g
85.4747,3.5077,0.1362,2.5811,g
38.0437,2.8624,0.1682,14.454,g
33.9185,2.9689,0.1864,10.519,g
19.1668,2.3901,0.3646,8.459,g
74.8027,2.8379,0.1256,0.501,g
13.1069,2.1123,0.4131,50.3431,g
75.4189,3.0388,0.1596,3.0122,g
27.8065,2.5658,0.2894,9.2,g
89.5781,3.1757,0.1051,9.9644,g
45.5972,2.8704,0.1381,12.439,g
16.5767,2.3181,0.3053,20.1778,g
90.2095,3.022,0.1098,3.042,g
44.5949,2.9511,0.1304,2.6322,g
26.008,2.5711,0.1812,20.96,g
77.9676,2.9523,0.168,11.219,g
46.3873,3.0713,0.1235,3.387,g
18.9259,2.4771,0.3017,24.0856,g
101.8,4.181,0.041,4.695,g
31.8734,2.6279,0.2108,7.0622,g
29.1726,2.3865,0.2485,21.0941,g
19.7589,2.4023,0.3347,30.1602,g
66.3383,3.2505,0.1076,7.3766,g
27.8273,2.5575,0.1537,43.696,g
28.5883,2.6803,0.2015,14.9018,g
21.3875,2.7046,0.2182,0.8245,g
41.7353,2.7435,0.194,11.411,g
81.7837,3.1278,0.1643,0.447,g
58.8186,3.2784,0.0793,12.4702,g
38.2958,3.2179,0.1474,18.358,g
12.7459,2.2135,0.37,51.7751,g
21.1621,2.2799,0.4121,15.5879,g
42.4673,2.5366,0.2776,6.332,g
65.5333,3.0775,0.1225,4.13,g
12.6528,2.1569,0.3659,45.573,g
29.018,2.9225,0.2134,9.1884,g
26.0944,2.6345,0.1937,13.429,g
19.8549,2.5441,0.2843,20.711,g
23.4309,2.5099,0.2117,76.537,g
30.2147,2.9201,0.1905,3.919,g
33.9812,2.9554,0.1391,14.1901,g
32.3343,2.5688,0.2092,8.9595,g
84.4944,3.7652,0.0804,0.188,g
25.2265,2.8639,0.2305,20.2535,g
28.8657,2.5883,0.2568,34.7137,g
13.0755,2.1222,0.434,25.914,g
47.4777,3.1276,0.1338,13.161,g
53.3458,2.5347,0.3285,7.4932,g
43.4722,3.0976,0.1562,26.7377,g
20.4671,2.4005,0.2565,28.2924,g
31.8057,2.8985,0.1598,9.087,g
37.6609,2.5653,0.2163,8.74,g
70.4444,2.9403,0.1199,76.3636,g
29.5348,2.3274,0.3082,7.356,g
21.0923,2.1931,0.2788,19.3207,g
24.2846,2.5641,0.2715,65.1564,g
16.9849,2.2625,0.2924,9.527,g
28.5807,2.5257,0.2012,8.916,g
64.8397,2.9899,0.1448,3.332,g
32.1178,2.316,0.3406,8.105,g
21.4854,2.4495,0.2682,18.0829,g
59.782,3.2024,0.1421,8.4866,g
30.367,2.7226,0.2112,49.0315,g
22.1163,2.4158,0.2591,2.0777,g
23.3515,2.5496,0.2355,7.2523,g
20.2899,2.356,0.3282,9.282,g
34.5073,2.4661,0.2068,16.189,g
76.9673,3.4226,0.0618,8.824,g
29.001,3.066,0.1826,1.14,g
53.8114,3.137,0.0923,0.035,g
43.0535,2.7251,0.2853,5.984,g
46.5362,3.1905,0.1216,0.129,g
18.1158,2.3655,0.3384,47.2489,g
23.623,2.2788,0.4079,2.525,g
39.997,2.8454,0.2206,1.809,g
23.0525,2.3838,0.2624,54.648,g
19.7069,2.2765,0.3148,46.1416,g
49.7582,3.0594,0.1234,7.6551,g
75.4781,3.2227,0.0919,10.617,g
56.5232,2.732,0.2382,17.637,g
71.2079,2.7423,0.1475,47.6489,g
25.6981,2.7899,0.1906,32.8826,g
13.2236,2.2055,0.4766,81.7865,g
36.0227,2.7427,0.142,7.4337,g
87.028,2.9759,0.1052,10.7918,g
30.7475,2.6493,0.1693,12.5618,g
35.2793,2.8831,0.18,15.2584,g
18.0444,2.3139,0.3471,26.162,g
67.2561,3.3872,0.0986,4.6353,g
21.6496,2.3646,0.27,89.6251,g
77.0202,3.9439,0.0524,2.8361,g
83.3045,3.0953,0.124,1.494,g
24.4584,2.3375,0.3011,54.494,g
62.2387,2.7738,0.1726,11.48,g
27.9286,2.4691,0.3209,4.7018,g
33.8011,2.4409,0.2264,0.6014,g
30.7934,2.7131,0.1926,5.0435,g
26.8933,2.3829,0.2588,11.6582,g
65.7225,3.2913,0.103,3.3145,g
35.3734,2.8215,0.1425,41.747,g
18.4641,2.2923,0.3087,11.6166,g
24.5434,2.2878,0.4046,79.211,g
46.6118,3.1575,0.1347,1.0271,g
63.9757,2.6048,0.2944,13.222,g
86.757,2.3997,0.3805,2.9754,g
35.8562,2.9945,0.1392,4.6729,g
12.7717,2.07,0.4043,87.9981,g
26.9106,2.4158,0.2207,15.0466,g
57.5809,2.6684,0.177,6.463,g
13.0322,2.1319,0.4686,9.83,g
39.8486,2.6726,0.1605,2.2185,g
74.2408,3.8022,0.0837,6.4966,g
83.7192,3.4447,0.1783,5.007,g
39.3744,3.2118,0.1084,4.823,g
38.0261,2.6875,0.231,13.0541,g
12.7148,2.1351,0.37,11.412,g
18.2209,2.4224,0.2325,3.7849,g
82.2887,3.5923,0.0904,0.5058,g
22.014,2.6508,0.2246,17.1919,g
35.3385,2.5894,0.2381,50.497,g
19.7969,2.0952,0.4137,77.4,g
56.5201,2.3766,0.2248,7.327,g
92.2151,3.4681,0.0577,2.474,g
28.3107,2.7612,0.1742,4.714,g
30.8293,2.8075,0.1394,16.393,g
13.1053,2.1383,0.4618,67.9698,g
105.125,2.7177,0.3209,8.648,g
30.531,2.9602,0.1452,9.189,g
22.3887,2.7547,0.2735,52.3737,g
76.3542,3.4768,0.0799,9.308,g
37.1373,2.6096,0.156,11.6063,g
98.5389,3.9546,0.0623,3.0657,g
46.0224,2.5832,0.1841,28.8406,g
70.6084,2.9877,0.0818,68.6708,g
64.7015,2.7931,0.1312,3.712,g
28.7412,2.5809,0.2375,23.5268,g
43.8989,3.4351,0.0666,57.981,g
80.0204,2.8031,0.2227,1.824,g
19.3383,2.3847,0.2907,57.946,g
95.5483,3.4784,0.0939,2.9595,g
22.7179,2.1644,0.2774,6.09,g
20.7352,2.4116,0.4244,30.336,g
91.5802,3.9373,0.0742,8.5405,g
109.756,2.8531,0.1578,11.0651,g
78.9677,3.7505,0.0846,3.1425,g
27.0182,2.5403,0.2349,30.222,g
22.4253,2.1538,0.4316,35.988,g
57.055,3.0648,0.1227,18.2893,g
67.6545,3.3532,0.1372,0.4375,g
20.1827,2.4735,0.2874,40.1965,g
42.8485,2.6474,0.1746,9.8067,g
24.332,2.0846,0.3416,17.9481,g
33.0193,2.5688,0.2173,5.84,g
12.7643,2.1021,0.4071,58.644,g
83.3231,2.8951,0.1165,7.779,g
42.925,2.7657,0.1741,15.396,g
18.1043,2.3664,0.3634,42.881,g
32.8087,2.6959,0.2346,21.846,g
36.1686,2.7084,0.1536,4.218,g
25.2333,2.3222,0.3881,17.1998,g
37.3135,2.7931,0.1409,6.6237,g
26.6016,2.2188,0.432,15.92,g
19.1132,2.3674,0.4399,6.052,g
12.59,2.1538,0.3754,84.3099,g
95.5973,3.4943,0.1152,0.5731,g
63.2037,3.3979,0.0902,4.87,g
77.6784,3.6576,0.1149,1.592,g
44.9545,2.642,0.1767,6.826,g
23.2775,2.2967,0.3207,35.4214,g
64.9547,2.8672,0.1555,0.195,g
28.272,2.4886,0.3068,22.252,g
19.2924,2.1508,0.4276,68.7907,g
19.2917,2.3608,0.3072,37.029,g
28.0654,3.095,0.174,34.2341,g
97.815,3.4164,0.0807,10.9562,g
50.026,2.9375,0.1553,9.4937,g
30.8618,2.8627,0.2476,23.1046,g
24.6512,2.2776,0.3456,0.0003,g
26.5857,2.4669,0.2167,13.873,g
32.9755,2.8092,0.1575,7.944,g
62.2097,3.3344,0.0864,6.1974,g
57.6632,2.9859,0.1049,0.5765,g
23.9404,2.4771,0.235,1.7082,g
29.557,2.7063,0.1642,23.2507,g
27.3416,2.2565,0.241,25.809,g
105.463,2.6503,0.2852,58.1218,g
28.1183,2.8085,0.1841,53.2731,g
43.5269,2.5557,0.2295,3.9958,g
40.8762,2.7742,0.1859,11.808,g
51.6337,2.5302,0.1844,13.666,g
20.2586,2.2553,0.4083,48.6035,g
99.2711,4.2236,0.0437,0.5792,g
35.8248,2.6656,0.1998,6.6856,g
22.2257,2.0774,0.4477,28.526,g
