@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1-2,9,11'

@attribute FLength numeric
@attribute FWidth numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
12.8548,9.5385,73.8778,g
39.2466,24.2978,18.4082,g
44.7045,15.4495,13.3324,g
31.7333,28.3887,35.2665,g
29.6407,17.2199,26.1855,g
21.6948,6.8708,23.451,g
53.6432,20.8631,2.6359,g
83.3164,22.8416,2.39,g
34.1382,0.0047,0.0002,g
50.7517,25.7097,6.392,g
27.4977,18.0857,76.155,g
63.7085,38.5389,28.387,g
26.8792,9.6096,14.7135,g
21.9086,16.4167,50.2519,g
17.9821,10.7309,23.651,g
39.0778,11.1994,11.3232,g
53.3069,23.6018,1.762,g
22.971,18.99,53.939,g
19.2624,18.1898,56.5669,g
100.5,23.4542,2.3248,g
73.8934,40.0651,3.9424,g
41.2127,25.0323,9.425,g
21.2664,15.6519,51.8789,g
50.4557,23.2869,7.6353,g
18.8589,11.6242,13.872,g
24.6949,14.1549,1.696,g
35.2694,10.6241,13.316,g
23.2889,15.7807,23.325,g
35.5642,16.9976,2.03,g
18.1398,10.6219,35.2731,g
53.7411,15.5309,26.16,g
39.9736,26.9678,9.6193,g
28.3406,18.176,27.015,g
37.1211,19.3785,11.929,g
28.7647,23.9383,1.126,g
56.8471,17.1351,22.2377,g
36.0591,20.1264,17.968,g
19.1106,16.0598,19.125,g
114.331,44.5018,2.109,g
95.5597,27.2877,0.669,g
60.5182,13.3571,0.565,g
57.7781,19.0184,0.5243,g
95.7802,39.2607,8.2692,g
17.4309,11.0903,66.1157,g
15.4038,11.6905,13.4796,g
23.1363,13.5366,3.438,g
37.2558,17.8501,14.8817,g
28.4409,20.246,3.397,g
42.1493,15.5688,5.9184,g
41.3581,22.8099,13.988,g
24.5528,14.5928,37.199,g
55.1999,17.4642,1.676,g
46.2936,24.4211,1.192,g
66.6014,23.7963,2.4355,g
39.0441,27.4169,25.577,g
102.45,27.5832,9.451,g
51.5423,17.1957,37.141,g
48.9754,20.5578,1.66,g
44.9886,24.3943,6.065,g
19.9501,7.3538,4.317,g
65.7368,32.8299,11.6143,g
13.3786,10.4786,77.826,g
21.4143,6.4432,81.9378,g
31.1073,14.7015,22.259,g
58.8451,25.102,0.5904,g
64.5569,12.6296,1.1676,g
17.9263,10.6429,52.3308,g
21.3241,10.3572,40.3954,g
87.8596,25.2067,4.4324,g
41.6067,10.5486,8.17,g
93.1431,30.2204,0.4777,g
20.9599,7.1434,27.138,g
86.3172,27.7342,0.897,g
78.7682,28.2616,2.3175,g
40.3332,14.9522,5.2049,g
59.9876,13.9983,5.453,g
26.2244,13.1076,4.845,g
25.8842,18.8781,23.417,g
112.238,33.4058,0.9466,g
67.1152,35.1811,40.61,g
23.2215,12.8403,4.861,g
24.3133,10.2983,1.8092,g
12.9506,11.3156,13.5225,g
34.1537,17.1755,2.561,g
26.6089,12.1289,1.407,g
31.5555,15.492,37.3817,g
18.1548,10.5822,89.6759,g
29.7378,12.0744,14.908,g
29.7001,14.132,43.4617,g
28.2507,17.084,1.282,g
31.693,12.2546,10.5089,g
97.0342,32.9848,0.4882,g
34.0176,21.5451,2.68,g
112.704,75.6026,6.2016,g
33.1165,14.9345,5.7762,g
30.3038,10.7505,66.074,g
26.0078,7.2405,22.151,g
38.715,16.281,22.3013,g
33.6096,24.4123,51.7341,g
28.8217,17.2907,3.879,g
26.9108,15.4333,25.6089,g
26.0561,12.0224,2.8978,g
38.1645,17.8593,22.441,g
36.9932,11.4585,4.1823,g
35.8348,17.3889,3.335,g
52.4604,17.8922,8.145,g
29.8259,18.3705,14.0382,g
64.587,28.563,1.926,g
51.5363,14.1394,11.399,g
26.2642,19.6444,26.944,g
40.7886,21.025,5.9571,g
45.5534,16.0162,25.26,g
43.3619,12.2234,0.5462,g
40.9491,13.9738,8.5585,g
25.1635,16.3015,15.053,g
104.672,39.6681,1.3782,g
58.6548,24.3642,1.0525,g
23.6245,12.651,9.529,g
26.1936,11.8624,27.5998,g
28.1035,17.4216,13.183,g
25.2883,13.4475,8.2049,g
64.581,22.5359,2.8079,g
33.353,15.1927,23.7489,g
54.9761,12.1803,0.276,g
26.3839,18.5882,18.9656,g
32.1883,26.3732,13.5301,g
49.5572,19.5345,8.1095,g
13.0339,11.1611,86.3258,g
68.9306,27.332,1.9026,g
29.0922,18.628,16.05,g
61.9571,18.1076,3.3863,g
78.1577,33.4577,7.323,g
35.0826,11.6809,4.466,g
19.6809,9.5937,0.018,g
25.254,0,81.0836,g
49.8661,15.8174,0.8914,g
30.8683,12.4992,28.222,g
28.5443,9.8997,11.3856,g
43.6057,24.0398,6.886,g
46.2432,24.7377,8.99,g
30.925,10.3404,6.255,g
68.4217,19.7064,13.5339,g
103.083,11.9106,68.039,g
21.8457,11.0584,56.5082,g
30.1961,12.5842,79.825,g
32.3481,22.0511,5.851,g
86.3828,40.1229,2.5861,g
40.6884,11.1535,6.2944,g
102.337,44.0007,3.2,g
46.1392,24.2704,3.1433,g
31.9219,17.0278,0.0524,g
34.1859,14.1638,8.894,g
26.15,7.2096,29.3444,g
64.355,22.534,6.0676,g
47.4505,24.8044,3.357,g
36.1483,21.5701,13.2839,g
19.1054,10.9195,27.662,g
18.6383,13.9393,36.155,g
74.7173,27.7138,10.598,g
56.5458,19.5469,1.1326,g
21.5929,12.4539,58.329,g
30.1393,12.6966,24.192,g
41.4518,12.2506,32.8027,g
35.9312,22.143,15.5754,g
22.3784,19.1658,27.0844,g
26.456,18.0344,27.768,g
46.2842,25.4463,5.452,g
29.8384,12.1334,1.575,g
41.1201,32.9111,84.7514,g
51.3033,25.6944,9.668,g
38.8804,11.9079,3.533,g
24.9766,15.7262,2.298,g
21.4177,6.6608,38.6953,g
31.3847,13.2101,55.967,g
35.0856,17.7549,19.8801,g
46.5349,16.8051,8.698,g
13.0133,10.5199,31.914,g
62.7921,25.7291,2.477,g
26.9196,17.5294,7.9478,g
25.812,10.1488,37.8541,g
21.974,11.53,23.452,g
57.4339,12.1793,11.365,g
57.4424,38.099,3.1991,g
75.1882,18.6423,1.253,g
71.912,18.1349,0.738,g
25.4223,0.0038,26.188,g
74.2393,23.5248,3.5078,g
58.0322,22.3142,30.337,g
33.5981,14.042,16.463,g
28.6949,10.4523,19.258,g
26.7641,19.6261,32.534,g
98.719,26.9246,0.8402,g
32.8822,20.0957,8.007,g
24.0471,14.086,31.0402,g
56.6077,24.9021,2.4729,g
16.8461,11.1648,31.5053,g
12.8465,11.3958,67.814,g
41.4527,17.1977,9.14,g
78.0691,27.809,0.916,g
28.7649,8.2457,11.0535,g
28.0588,17.4177,28.4823,g
38.1346,17.4613,11.418,g
18.5062,10.158,0.3676,g
36.081,14.6095,4.7156,g
71.5533,20.3187,5.421,g
27.4986,6.9559,43.9124,g
35.2375,9.4788,11.053,g
86.9287,23.861,2.3402,g
40.0276,31.8033,19.335,g
46.9198,22.8517,4.2278,g
69.0334,24.6446,4.914,g
91.7393,31.0841,0.0881,g
22.6135,10.6883,10.7152,g
48.8411,20.0339,3.1548,g
100.408,49.8281,0.217,g
31.8413,10.5839,14.307,g
43.5404,12.5695,9.6758,g
17.7397,17.0523,3.4241,g
12.8,11.5493,63.8866,g
18.8077,10.0508,6.865,g
88.6236,30.5744,0.77,g
93.9755,27.7106,0.7124,g
15.0587,13.4775,25.9856,g
31.5762,20.5726,0.549,g
76.4663,20.0737,4.4052,g
39.5009,15.263,2.265,g
25.6468,22.5865,3.2549,g
20.4263,7.1947,68.4478,g
51.9989,18.7027,11.322,g
20.973,9.2866,6.917,g
79.1886,22.9409,2.6,g
44.0512,17.9755,3.4161,g
51.7157,24.1009,10.8389,g
28.582,16.8035,52.8284,g
21.6757,12.5449,42.3811,g
19.3209,10.0193,62.041,g
42.3207,15.5822,9.1652,g
84.2237,27.3557,0.0759,g
85.3384,17.7218,4.915,g
92.3071,34.2421,0.0972,g
101.462,21.4687,8.2623,g
73.6129,25.178,1.141,g
32.4786,20.6876,5.956,g
22.2,12.8346,42.7312,g
16.5149,11.558,48.896,g
22.9984,18.3025,41.034,g
66.7064,18.0313,3.2846,g
57.7671,21.543,7.4076,g
21.6096,12.4518,9.9943,g
32.8531,17.4773,15.4667,g
31.4932,17.9121,19.0525,g
29.2457,15.493,4.6888,g
63.5206,24.7702,6.168,g
63.9927,27.1801,1.338,g
31.2386,16.5869,9.5808,g
71.3694,21.8207,3.048,g
18.9455,9.996,47.57,g
31.4029,12.3502,55.708,g
85.7345,49.8684,5.6722,g
26.0249,14.2821,1.3587,g
46.5394,20.4341,7.146,g
19.9169,12.7478,11.2053,g
20.2891,10.2394,2.323,g
30.129,14.4008,34.0607,g
29.6374,16.1694,64.4501,g
23.8603,14.8311,0.557,g
31.8369,19.6453,8.419,g
12.924,11.3587,59.2402,g
77.9834,20.0944,12.316,g
27.3898,25.6871,73.467,g
28.1363,17.3482,25.3978,g
33.2272,27.2944,29.984,g
28.1606,20.2805,1.0892,g
16.4287,11.4137,15.576,g
21.9807,10.6644,24.17,g
48.9731,19.9284,3.7944,g
43.1587,16.4368,11.521,g
64.3901,28.236,4.354,g
16.1929,11.1294,59.383,g
50.9671,21.4451,1.594,g
31.7073,12.7563,29.067,g
48.5258,18.8999,1.2651,g
32.5686,22.5269,23.94,g
47.6457,23.6379,3.8153,g
80.9821,21.72,3.3473,g
78.2925,22.5372,0.925,g
22.4155,16.3549,89.9155,g
59.8073,19.6358,0.466,g
42.1568,36.3351,21.4458,g
70.0897,27.9443,0.662,g
13.4443,10.3165,83.0514,g
102.611,30.6296,1.1606,g
23.6609,15.3561,15.2553,g
19.0999,7.4626,34.841,g
27.8774,20.5885,37.707,g
95.7927,51.1362,0.68,g
77.9716,23.5476,1.855,g
26.7106,13.2326,10.5863,g
21.0042,12.8793,21.891,g
13.0087,10.6477,18.8501,g
89.508,37.8411,1.7565,g
78.709,41.2868,1.3633,g
95.6239,27.8725,3.744,g
21.5016,11.9761,32.9097,g
16.2895,11.6516,8.8466,g
59.0991,27.3523,7.378,g
18.52,15.7801,76.716,g
52.9502,17.4422,0.2328,g
77.228,30.2298,0.386,g
26.1518,16.6008,10.531,g
21.5804,8.8966,48.415,g
30.2098,15.3863,32.907,g
70.1757,26.7632,0.695,g
73.3131,33.3865,4.155,g
25.16,10.4337,25.7405,g
55.3893,24.3116,1.5204,g
24.1401,15.4525,11.711,g
17.3057,10.9327,7.894,g
29.5559,8.534,39.4223,g
19.2981,12.962,23.0737,g
34.9887,11.4697,3.1813,g
98.6223,24.3881,2.1682,g
17.1908,15.833,0.076,g
29.3977,8.1563,5.965,g
31.8536,15.1511,2.004,g
24.2801,21.7926,48.801,g
44.328,24.6381,17.3632,g
41.1346,14.3158,21.5,g
27.4824,15.8466,1.8427,g
80.4811,36.5072,1.536,g
33.5735,17.9992,4.3297,g
29.3609,15.7365,4.75,g
20.3113,7.3063,23.439,g
34.6319,15.245,1.553,g
34.2306,17.4427,1.3814,g
13.0566,11.0835,58.21,g
29.9698,5.3825,9.344,g
13.0419,10.9833,70.9927,g
28.3545,17.5355,39.2035,g
32.6702,20.3345,38.082,g
53.0503,9.439,11.762,g
82.4622,29.4793,4.232,g
23.3724,10.9488,7.1894,g
48.8841,14.1835,1.783,g
58.5781,17.9084,7.042,g
17.6309,10.8487,12.616,g
64.5882,22.6144,4.603,g
92.4484,27.5454,13.3408,g
26.1739,16.0439,2.988,g
59.0912,8.6399,8.94,g
39.1714,12.3633,6.8181,g
98.8556,32.3553,6.8764,g
17.2234,10.5248,2.7355,g
37.1197,15.5082,9.829,g
40.2116,12.0067,17.833,g
24.6542,14.6795,19.0658,g
86.4685,25.9656,0.8473,g
114.853,12.8153,5.608,g
64.3192,26.8663,7.653,g
19.5229,7.3881,38.5188,g
29.3066,17.4959,5.041,g
64.2157,18.7027,3.029,g
31.1574,20.4519,17.2362,g
17.6496,10.9991,32.8778,g
61.9038,26.3782,4.76,g
13.2142,12.9045,9.197,g
70.0452,18.8976,15.494,g
12.8328,11.4876,62.804,g
51.4525,21.9343,1.987,g
25.8809,14.344,12.0537,g
48.0501,29.1882,19.9604,g
26.3995,16.4283,1.679,g
41.311,9.7508,0.0339,g
39.3506,26.2584,9.66,g
34.3872,31.6236,20.7695,g
73.9175,21.6947,0.772,g
92.7295,24.5898,0.9268,g
42.97,20.0903,18.49,g
27.3827,12.9279,7.913,g
31.5085,15.3958,20.8552,g
48.4646,21.1239,13.183,g
40.7668,16.941,6.235,g
29.1755,23.2356,34.4518,g
36.6553,19.2262,5.529,g
80.7442,34.7793,3.0108,g
21.4908,16.7731,62.628,g
18.1716,12.8733,33.8273,g
18.2541,10.3866,57.6026,g
53.3643,18.3319,11.5856,g
20.0401,18.1419,65.186,g
25.4578,9.9035,3.363,g
51.1771,20.5913,1.203,g
46.7713,21.0689,6.4139,g
92.0265,32.3334,1.0326,g
76.763,12.6824,6.853,g
91.3305,32.2972,1.653,g
20.0259,12.432,28.966,g
65.3382,27.563,0.847,g
63.7247,26.8329,3.4161,g
12.9733,10.2859,6.984,g
19.8358,12.8734,15.6293,g
17.1299,15.2017,80.5999,g
42.6857,16.0871,0.8095,g
74.8406,29.0966,10.0169,g
21.0145,11.1854,3.9389,g
48.7524,13.5038,6.9178,g
18.2548,10.5312,0.535,g
12.5778,11.8701,58.1539,g
104.44,26.8363,3.2824,g
12.9698,11.0819,55.8846,g
21.7439,6.3074,11.6322,g
23.556,13.4544,1.5306,g
37.8655,19.6985,0.759,g
33.8599,12.9093,7.0281,g
19.5502,10.7632,17.368,g
62.0023,31.9066,0.505,g
29.1329,12.3735,1.2986,g
30.6055,23.4985,7.5782,g
28.9066,15.8251,23.9718,g
54.5413,21.8909,14.244,g
39.1912,16.9653,2.992,g
32.115,9.4413,7.1086,g
229.817,9.5128,73.975,g
21.9932,9.9294,42.753,g
48.0293,13.2839,2.397,g
22.4678,0,0,g
20.2919,16.2356,22.438,g
22.8676,14.53,26.988,g
81.2829,22.8049,4.074,g
23.7453,10.2125,32.932,g
36.3008,20.5038,0.83,g
76.2191,25.5172,1.1725,g
34.6114,14.3809,1.5901,g
79.0219,27.9276,1.202,g
27.3848,12.1636,6.383,g
23.0951,14.755,12.434,g
38.0484,22.4737,2.035,g
64.0613,18.4695,5.813,g
24.8354,15.3356,31.7177,g
74.7577,25.4668,0.8433,g
89.5444,25.6436,2.459,g
21.7287,11.3452,35.7407,g
61.9078,22.0154,3.613,g
34.3359,10.6016,20.3047,g
89.3461,28.7796,0.485,g
23.0991,10.5721,1.618,g
63.5795,28.1548,0.6445,g
34.611,16.6761,0.9038,g
96.2358,33.1716,2.2634,g
20.9348,7.1192,0.9086,g
44.1166,14.4834,4.4378,g
60.1899,20.8679,0.123,g
98.484,28.6089,0.637,g
22.894,16.388,69.6348,g
91.3478,25.1876,1.027,g
64.1393,15.5732,1.5789,g
28.4847,26.6785,42.931,g
56.6218,11.5258,1.0356,g
18.8206,10.3202,18.121,g
20.3075,10.696,13.93,g
16.4015,11.5901,34.9176,g
28.9654,16.8073,15.563,g
18.9883,17.6937,39.2377,g
115.948,52.6694,1.744,g
25.8556,14.4318,12.2095,g
19.4791,10.6494,0.4907,g
18.1376,10.4292,50.24,g
103.531,42.4597,2.739,g
34.3508,12.9215,3.013,g
28.2866,6.7738,36.5127,g
64.9081,16.3647,8.841,g
67.5331,23.5761,9.4092,g
80.4337,25.0718,0.867,g
93.2868,41.7445,1.5522,g
32.169,23.6508,60.7186,g
26.4307,13.9352,22.393,g
27.2873,21.3621,17.919,g
52.3415,25.9907,2.441,g
20.482,15.8618,71.972,g
25.5642,15.3026,13.3833,g
30.3114,16.0194,18.0418,g
62.3965,21.7309,6.155,g
19.7981,7.0834,0.623,g
23.9534,11.0193,11.5163,g
27.1944,11.5902,3.2782,g
26.4121,17.8816,20.435,g
24.788,15.5164,57.5441,g
46.507,11.2989,13.3338,g
30.9732,12.7544,22.8837,g
63.0722,19.5673,47.8428,g
24.2671,10.0765,10.9993,g
31.9966,15.2733,13.294,g
18.5177,11.3278,58.404,g
82.0912,35.5279,2.875,g
25.6108,14.1868,18.184,g
18.0147,14.7309,69.6147,g
24.1784,17.3187,22.993,g
19.9277,7.1487,7.035,g
24.1754,14.1008,1.3133,g
50.8775,17.4526,9.4633,g
19.5401,6.7686,24.418,g
116.161,30.6558,11.16,g
19.9624,10.4757,19.486,g
21.4387,6.9858,34.8091,g
43.0415,16.222,14.572,g
47.985,22.8978,5.3027,g
13.1486,10.7687,70.3187,g
23.9993,10.9858,50.4126,g
34.092,11.0162,1.517,g
24.2157,12.8576,65.896,g
22.1719,14.6936,47.5368,g
12.5767,11.8656,0.9932,g
69.4928,22.4704,6.6543,g
16.8602,11.149,10.828,g
30.2573,12.6829,29.865,g
14.7836,12.2496,50.474,g
17.2632,10.7598,43.542,g
81.2628,28.5133,2.206,g
61.8459,21.3827,1.701,g
22.4374,0,52.255,g
41.7574,31.255,1.935,g
40.9772,22.1263,7.2427,g
46.7313,25.0033,3.8676,g
41.0271,31.7545,60.962,g
37.1223,12.47,3.823,g
83.8436,31.8164,3.2408,g
19.0835,10.8849,3.947,g
25.2628,17.5474,55.85,g
23.786,14.1227,6.0583,g
72.5506,21.7566,18.6144,g
39.799,7.3193,2.609,g
35.8686,19.3033,1.0842,g
61.0366,21.3336,1.615,g
22.0013,12.1864,52.2402,g
40.2471,15.0966,29.313,g
24.3752,10.4927,38.542,g
13.1279,10.6726,41.2125,g
67.8284,21.1968,1.135,g
60.8875,21.234,4.14,g
19.3043,18.0716,63.709,g
57.0788,20.3876,1.1,g
53.039,20.23,8.5516,g
76.8004,28.1506,0.442,g
42.8278,15.6132,1.5938,g
18.648,10.2825,49.141,g
21.0454,7.123,4.066,g
16.6413,11.1562,20.0897,g
18.9819,15.1256,23.387,g
26.7323,10.33,22.5005,g
51.4478,17.2338,8.1035,g
29.8615,19.2602,63.944,g
40.0976,11.4319,2.622,g
12.632,11.793,82.6681,g
84.6767,27.4389,6.325,g
38.3263,15.8255,3.858,g
38.9602,27.5297,3.7694,g
35.121,23.1292,0.143,g
13.147,9.8234,52.0346,g
67.1582,25.5295,6.439,g
30.8216,10.2465,28.6827,g
33.2024,11.131,29.908,g
74.576,24.4957,1.863,g
17.3004,11.0901,26.6657,g
23.8048,12.3687,4.708,g
49.6982,16.8437,5.0099,g
23.8349,18.6432,69.237,g
35.8082,21.3985,3.755,g
25.6047,15.488,35.3889,g
46.8799,25.764,10.0863,g
71.6771,25.9488,1.0945,g
26.4839,17.6552,9.2085,g
37.1999,26.6242,0.071,g
27.1931,20.728,12.8303,g
27.4252,15.9827,25.877,g
81.7275,39.215,0.345,g
40.5134,13.4707,0.5263,g
21.0341,9.269,44.8022,g
27.9253,14.7838,11.507,g
60.8805,23.504,63.5812,g
36.6132,26.6724,66.1973,g
35.3572,11.5794,30.3721,g
92.9499,23.5875,12.255,g
21.1715,10.7098,82.0634,g
16.4797,10.9804,5.964,g
37.8219,18.562,4.3698,g
75.5326,29.0068,2.405,g
32.8292,21.0823,10.1763,g
28.4789,11.7322,3.893,g
25.2943,0,70.5589,g
20.73,11.4297,67.7536,g
52.5569,19.0896,2.29,g
38.8888,9.1549,28.6994,g
86.2726,38.3756,5.2854,g
71.7643,25.328,6.9898,g
33.0294,18.541,8.163,g
12.7148,11.6813,7.3446,g
29.9668,22.4826,7.226,g
76.0232,30.3184,8.953,g
78.0294,26.5101,0.4823,g
81.0836,26.7411,0.572,g
17.6269,10.6514,25.2015,g
32.2223,21.9359,24.56,g
24.4245,13.3525,9.092,g
40.7859,18.2538,46.7657,g
19.6241,9.4747,57.761,g
29.3345,12.0211,0.936,g
75.183,28.4251,4.178,g
27.7507,7.6265,15.261,g
128.736,31.633,43.513,g
24.398,14.5592,21.322,g
57.3306,29.0383,0.189,g
31.7983,23.0585,41.9239,g
47.5439,16.8095,1.799,g
31.7635,11.2963,16.9799,g
37.3655,20.6959,61.033,g
40.1099,23.8657,4.0619,g
27.3044,7.4979,19.817,g
34.8614,18.8957,5.772,g
30.4831,19.2097,5.7732,g
63.8575,26.1979,41.8876,g
22.9561,11.7472,11.3196,g
167.85,12.7221,73.7502,g
48.5947,19.3468,2.794,g
38.3285,18.183,13.576,g
25.7471,16.467,28.4117,g
47.504,20.1552,9.826,g
23.8937,18.0731,76.0065,g
18.3436,9.9863,15.6436,g
58.4242,12.1812,7.512,g
13.0998,10.8861,43.273,g
20.8834,12.9015,18.7607,g
69.7376,22.0464,0.306,g
65.6917,20.4169,6.115,g
76.7605,21.3045,4.141,g
31.2236,12.0292,31,g
29.0153,20.734,31.796,g
70.8301,24.4164,5.7941,g
29.343,14.3352,85.8903,g
28.0488,11.8991,8.2259,g
34.8237,18.5148,14.577,g
34.6124,19.7954,53.2181,g
32.007,17.9917,16.472,g
69.7508,34.8726,1.9807,g
26.04,9.8212,31.6781,g
45.467,14.6861,5.028,g
24.7146,10.1689,24.9908,g
90.1886,28.5581,1.932,g
22.999,10.0378,11.3007,g
53.7323,23.3465,3.667,g
30.2759,16.6339,6.723,g
19.6328,9.6145,4.2029,g
18.2772,17.6995,53.8203,g
20.3585,12.8363,28.3104,g
32.2136,17.0121,0.596,g
39.9566,18.1984,22.14,g
33.3331,17.4154,8.866,g
84.6964,12.5755,0.7814,g
21.0856,12.1771,4.209,g
65.3585,22.5124,2.929,g
24.6256,20.4027,29.3898,g
27.3463,16.0693,8.19,g
35.7459,15.1771,1.2204,g
26.1174,22.1306,17.3124,g
19.7455,7.2753,32.467,g
27.3084,21.357,38.1711,g
25.2832,9.7658,37.32,g
65.6681,29.529,9.9265,g
31.7518,14.9318,4.706,g
62.1599,19.1734,2.228,g
41.7826,19.7467,1.328,g
23.3895,17.1735,12.6605,g
36.9557,16.2352,2.511,g
88.9364,33.7546,2.693,g
20.8577,7.1651,41.2181,g
54.9239,22.2381,4.34,g
21.9528,9.9429,27.259,g
21.8698,18.1692,65.514,g
27.8634,9.4193,10.3051,g
23.5902,18.6453,46.8127,g
99.4298,31.469,0.041,g
75.5072,25.994,4.096,g
37.5148,21.0421,7.0452,g
54.5985,20.5114,3.679,g
15.4509,11.8074,37.1275,g
70.5627,21.4666,5.8556,g
21.0994,16.8854,20.0749,g
58.8909,20.3842,2.718,g
26.408,14.6864,12.393,g
19.2775,7.4611,89.7033,g
18.7017,9.7132,0.8576,g
30.3505,16.9792,8.379,g
25.0389,17.0572,23.722,g
20.6343,7.0359,79.2518,g
19.7609,17.642,18.758,g
17.3947,10.6753,68.1479,g
36.2836,20.9706,1.2146,g
25.2127,17.0717,33.5054,g
