@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,7-9,11'

@attribute FLength numeric
@attribute FM3Long numeric
@attribute FM3Trans numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
15.6186,3.5316,6.3487,50.6366,g
20.2951,10.8325,5.5408,33.3381,g
27.9436,-24.3869,8.2137,31.6319,g
24.4464,20.1313,13.6383,11.2109,g
21.1155,-9.8554,-6.2284,49.707,g
67.5816,82.4914,-13.0204,5.3213,g
104.872,78.4918,-17.3348,0.604,g
12.8514,7.4683,-10.8258,14.6097,g
89.2198,60.5827,-9.4736,3.667,g
26.433,18.0502,15.6911,12.833,g
66.4618,28.8496,-12.1094,20.661,g
47.7858,29.8589,13.6419,3.2554,g
12.9712,6.7776,10.4579,71.9552,g
48.8751,43.6727,-9.921,15.5752,g
73.336,14.5381,-21.14,2.9936,g
37.5027,17.7277,-8.4649,18.005,g
43.8236,28.5688,-12.6477,14.3052,g
30.2879,15.4904,11.6333,34.1383,g
21.0331,17.4986,7.4097,54.931,g
20.5839,18.3629,6.0907,45.687,g
56.4236,-10.1986,9.4643,1.4636,g
31.4399,21.9508,-6.5675,3.8253,g
24.9251,-17.1593,5.6988,12.174,g
75.4045,60.9121,12.1566,13.77,g
49.0724,22.821,9.1958,11.24,g
12.787,5.3573,-11.5712,72.426,g
26.8132,24.4633,17.1262,33.5185,g
105.264,78.1311,19.6724,5.8936,g
25.1648,-13.2826,8.1814,2.0137,g
24.0954,17.9618,-10.6985,0.788,g
27.2918,25.5889,11.701,17.5042,g
20.7386,17.8583,6.5028,29.934,g
12.8702,6.0869,11.4866,83.1822,g
98.0245,95.7514,7.1044,1.447,g
36.6443,26.9221,-13.9805,4.5447,g
87.8482,105.081,-34.1853,15.2606,g
25.3267,14.7904,5.3284,81.0686,g
21.1753,16.7017,-13.972,76.2728,g
34.9763,17.0663,6.0541,8.539,g
39.4235,34.2025,15.7066,8.6997,g
52.1044,52.6747,-7.3971,5.8345,g
31.6769,28.6597,14.8882,64.622,g
25.7304,-19.2298,9.1168,3.8417,g
19.6892,-3.6483,0,59.9239,g
28.5888,17.8939,-12.0483,12.747,g
18.9069,16.3617,3.3348,50.2541,g
39.3421,20.3496,-18.3023,1.8662,g
18.7096,-12.0674,6.8848,49.4271,g
117.783,108.425,-12.4734,4.6097,g
53.2936,45.0169,3.0146,4.709,g
28.5902,6.5323,-3.3153,3.2759,g
29.4757,30.8968,-15.4773,12.3834,g
26.2768,7.3769,-13.9195,75.6791,g
36.1456,24.1048,13.9788,6.6443,g
89.3625,67.0231,-25.5998,5.2442,g
35.3788,19.5194,9.732,3.7685,g
72.9599,59.2303,23.1615,4.988,g
70.1391,56.7105,-12.7678,1.149,g
30.6613,-16.3498,6.5174,26.9064,g
25.7999,17.4036,-11.3655,19.1984,g
17.8316,-9.0233,6.2132,46.4513,g
25.867,10.8968,3.8152,3.665,g
54.3153,39.6162,14.8565,10.5649,g
55.059,33.3449,-8.1996,1.502,g
86.9886,89.8199,-13.9605,10.8854,g
81.9826,32.2277,11.7835,3.101,g
45.8043,-18.294,-8.742,7.404,g
85.0151,85.8494,-10.7709,10.694,g
83.5534,66.7498,-15.037,0.4554,g
32.5571,29.8405,16.3219,11.3434,g
23.062,18.1404,-0.0001,61.897,g
33.8546,12.3582,-5.8403,11.654,g
35.7386,-12.1785,-4.3031,18.4008,g
26.1824,-17.4652,6.8146,0.1665,g
59.3377,33.5577,13.8393,4.319,g
18.1938,-9.6578,11.2342,7.6823,g
33.6009,10.3581,-5.0109,14.504,g
26.6387,20.5391,-6.8911,77.509,g
66.4813,-28.1662,16.9882,2.0401,g
18.7375,11.5671,5.4097,17.6368,g
32.5213,14.8055,6.4774,0.7255,g
63.7982,53.5567,-13.3246,0.6806,g
53.7433,44.502,-9.4969,0.9229,g
18.7382,-6.2641,3.0951,0.402,g
38.5646,12.5302,-6.9413,8.2142,g
29.2823,16.1177,-7.5543,16.868,g
48.5562,46.7231,15.4155,10.529,g
20.547,-9.9032,9.2539,15.1457,g
51.9672,51.5228,4.8777,2.3446,g
21.2653,-9.8968,6.3205,2.5515,g
42.6868,41.7046,10.7413,4.8021,g
32.5241,-16.3538,14.9415,3.952,g
71.9841,55.7758,9.6029,1.9438,g
22.1436,17.3968,-13.3663,14.469,g
67.7017,-22.7384,6.8237,1.7861,g
20.2427,15.0587,-5.3686,22.9125,g
61.2538,45.3327,37.8267,14.4978,g
49.0913,42.5905,-13.9013,7.0683,g
30.3122,-18.4012,11.988,2.2899,g
25.3484,-21.3467,6.1731,73.19,g
53.2494,44.1646,-15.4511,2.9517,g
68.619,57.7698,5.6543,1.9636,g
41.2491,-17.9181,-13.2604,7.7318,g
23.315,0,-9.5652,22.0884,g
19.6734,-12.5052,-12.226,6.501,g
43.7649,34.3054,9.9509,17.3602,g
94.9225,55.1122,10.2235,2.3428,g
16.0964,-4.5897,8.8141,84.2938,g
21.0426,16.9883,10.1976,14.5078,g
29.114,21.0902,-12.0594,19.0682,g
101.25,114.461,-6.8962,10.965,g
82.0238,38.7392,-21.3873,10.998,g
73.3751,-64.8671,-14.5056,11.261,g
73.1913,38.6748,29.0025,0.7768,g
23.1207,14.7351,-6.5502,22.208,g
131.375,35.9315,-29.4666,4.2249,g
24.0688,22.983,-14.9769,33.4211,g
23.4507,-13.2151,6.3376,3.393,g
21.5431,8.7649,-13.45,45.808,g
22.5428,15.4765,-9.0181,12.1643,g
22.4147,-13.6009,13.6712,6.572,g
47.2834,45.4149,16.4816,18.205,g
21.1657,7.0017,-6.2694,89.7028,g
22.7269,-15.109,8.3771,8.681,g
50.7843,39.3826,8.6514,4.89,g
66.0531,51.2048,25.0804,19.589,g
57.3144,41.3508,-29.3916,29.3674,g
18.6233,-14.9123,-3.1822,85.5581,g
54.7437,54.6158,-11.5118,0.267,g
94.8313,93.8261,47.0831,26.0542,g
29.6088,-6.3267,9.178,6.737,g
29.3867,22.48,-7.8413,16.874,g
17.087,5.5903,-8.0828,51.6669,g
45.7794,-26.4445,-9.6365,0.6344,g
89.473,51.6337,21.9819,0.524,g
80.1507,85.8081,14.8604,0.302,g
62.8881,42.5362,12.8408,14.193,g
34.6141,21.9193,-2.9381,13.193,g
81.0884,88.1513,-13.103,3.357,g
21.479,-11.4003,2.9769,25.464,g
29.8905,-12.498,-21.0287,45.781,g
19.1567,10.1729,3.0261,4.0951,g
69.5005,54.2763,-20.4098,7.564,g
30.0509,24.0208,10.227,1.293,g
17.0915,-3.7506,7.8839,28.0696,g
38.5173,23.9759,6.2005,7.331,g
79.9893,48.6051,9.5656,2.8761,g
26.5432,24.7528,9.3147,15.15,g
19.0472,-8.8712,3.604,37.9375,g
158.86,-110.154,-6.6452,0.0103,g
95.1033,90.4024,26.214,0.851,g
44.2157,39.2318,-5.6117,9.565,g
21.3947,-6.5731,6.4017,24.7313,g
24.7655,-15.7562,7.0011,5.887,g
76.1177,77.244,-22.7704,1.8785,g
59.975,49.6809,-13.4335,13.157,g
150.978,-28.141,92.0674,55.18,g
81.7977,53.7303,-27.9101,2.985,g
20.7299,-12.6929,-6.3479,20.0004,g
37.0123,-19.4631,12.2109,5.207,g
33.7918,-23.6825,13.4797,1.6003,g
20.4837,17.8283,-7.6208,45.65,g
28.9362,-18.1301,-6.6185,50.266,g
104.695,74.1026,-18.0065,2.162,g
13.0952,-8.6473,-10.1107,65.2818,g
36.1321,35.3679,-8.5781,4.167,g
42.8789,-25.2515,-8.5206,6.738,g
36.8034,16.4042,13.4052,9.87,g
40.1211,30.0931,9.7267,9.8871,g
17.5568,-15.952,-0.9431,41.4781,g
61.9812,51.6405,-12.3232,3.429,g
46.4638,28.0624,-13.3178,27.1336,g
23.8305,-10.6839,9.6172,9.3104,g
94.5686,80.6913,5.0962,3.863,g
40.7461,44.8454,-9.7902,16.855,g
30.8639,25.429,21.048,16.5212,g
48.8338,38.4029,7.4139,3.631,g
40.4385,34.4512,19.5913,12.9888,g
23.5152,11.0749,5.2289,6.411,g
76.5193,73.5896,21.8943,7.611,g
12.8285,7.6855,10.7276,40.354,g
19.7259,-12.3171,11.1922,7.3544,g
16.9261,6.4767,7.515,37.753,g
12.7299,-8.0477,10.732,1.9575,g
38.4181,39.5951,-13.8313,0.393,g
48.454,-30.5403,-11.1171,4.765,g
21.7555,17.4528,-7.8711,18.3562,g
27.0051,15.4982,-5.7038,29.7506,g
37.8323,32.8632,-18.6043,7.033,g
28.9104,20.2883,-10.6637,21.912,g
26.1965,20.4444,16.0408,28.8208,g
59.963,47.3335,11.0761,2.592,g
21.0102,9.423,8.9805,2.0958,g
78.1818,-43.2986,13.5114,0.796,g
61.1222,43.3545,23.8303,14.3138,g
54.8398,37.7836,10.1862,0.7037,g
19.8467,17.1788,-18.7203,55.952,g
29.6257,14.3784,8.0506,29.477,g
18.6578,5.9707,13.5738,19.426,g
45.605,29.6616,-20.1711,30.557,g
28.9269,11.7968,4.3108,63.5476,g
29.994,9.5767,-5.7266,5.366,g
20.6588,17.0625,-7.6434,18.3184,g
33.6236,24.229,6.9459,21.903,g
29.0234,1.2191,-11.5072,46.187,g
43.8728,13.1093,-14.8955,6.3685,g
36.5256,-15.9057,7.4525,7.4831,g
23.4903,18.067,-10.4952,0.7529,g
101.123,83.8861,19.517,3.415,g
19.4497,-5.1121,4.6437,89.3339,g
47.1071,32.2989,6.1038,12.885,g
46.164,33.6071,-12.5142,8.801,g
61.5347,44.6312,-20.6327,0.5733,g
36.5246,22.5929,-13.2681,7.543,g
81.4626,-37.2187,-17.1882,3.1267,g
113.304,84.8353,-20.0138,3.4161,g
21.185,-8.7187,6.2775,60.588,g
81.5485,63.3259,-44.1655,7.057,g
24.3779,10.0478,2.2291,2.248,g
30.1845,29.6991,-7.1235,53.8928,g
38.1489,-25.1399,-8.2306,7.9897,g
113.421,68.1213,21.933,0.837,g
89.668,68.3034,20.4865,1.189,g
40.6832,22.5909,-9.6469,13.5875,g
21.2971,12.3351,6.3195,74.355,g
35.5728,-25.8459,9.6786,3.776,g
22.9102,20.4585,-11.2414,25.715,g
53.0002,-30.2898,-16.574,1.103,g
21.8483,-9.35,8.8048,28.132,g
19.8847,18.6013,8.8835,24.9395,g
102.077,48.1427,-16.7787,4.3488,g
98.3607,92.2918,13.2956,2.9063,g
56.8518,15.7759,14.3358,7.6682,g
19.021,-6.8371,-3.833,14.441,g
45.0159,-15.5396,10.2351,10.558,g
88.5664,-33.2713,-28.6093,5.1478,g
59.5126,61.3665,10.245,1.5087,g
18.0933,15.9569,-10.4222,82.7585,g
91.9596,97.9016,17.1415,7.4474,g
33.7977,-24.1045,9.9646,14.0395,g
21.5669,17.7038,16.0627,45.454,g
36.5926,30.5255,7.991,6.7752,g
90.6123,-26.7678,18.0674,4.6584,g
48.3912,29.5839,9.544,2.6896,g
13.0447,4.6115,11.6942,25.658,g
28.1559,12.4334,7.1315,25.4801,g
31.5005,-17.5151,-7.1259,31.413,g
43.3839,33.509,-22.1787,6.0236,g
12.9131,4.2909,11.7179,84.6315,g
60.4087,40.1999,6.3825,2.6457,g
20.9316,14.1903,5.9376,36.675,g
50.7355,32.073,-10.6266,25.98,g
134.663,87.8003,21.8651,1.916,g
45.4177,23.2203,19.2448,4.526,g
64.1662,53.8111,9.4898,3.865,g
59.2995,43.5539,-6.9806,11.448,g
72.6459,41.3896,13.6109,5.284,g
39.558,-33.1858,-12.5149,3.443,g
46.2801,-23.6669,8.8249,50.944,g
39.196,13.5262,-5.4373,14.662,g
35.4716,-24.0317,-10.3888,20.1401,g
52.7965,20.9841,11.9137,2.973,g
37.7815,-17.6336,8.2197,2.705,g
62.4314,35.1855,6.8249,1.784,g
22.3607,9.8102,5.5702,23.99,g
34.6492,16.9082,13.6121,34.9593,g
17.4375,-14.1617,12.0075,17.627,g
32.6845,-24.8278,-11.5002,12.3857,g
13.1823,4.3486,11.0363,13.1938,g
27.4371,16.2187,7.512,14.76,g
90.5838,81.6437,25.5043,0.443,g
45.4241,-10.2001,11.1693,7.295,g
58.4263,-40.5965,12.9533,4.377,g
32.4618,-25.5485,-19.5919,38.508,g
32.6471,13.2049,-11.7252,13.131,g
77.2484,30.1439,-8.2635,5.7357,g
96.8163,-52.7944,-22.2398,0.192,g
26.5153,18.4502,-8.7745,0.4206,g
26.4487,-18.1754,9.3761,12.4655,g
98.9042,89.134,-13.3961,14.5582,g
34.6633,25.8056,-10.9382,6.1287,g
19.527,-14.8024,-5.7512,19.2145,g
61.2692,59.0903,16.3661,12.18,g
19.7551,-15.006,8.1704,58.335,g
26.4244,20.7747,11.1,53.0609,g
28.2181,-19.5229,-6.8412,59.7755,g
20.7684,7.7059,1.5777,74.3421,g
25.9769,10.7045,-6.7547,16.071,g
23.4322,11.5442,4.7633,35.1784,g
28.7628,22.4467,7.7567,14.3708,g
85.0494,75.5082,14.6551,4.5512,g
21.8714,14.1097,-6.5902,37.4338,g
12.6464,-8.1029,10.8151,9.0054,g
46.5607,-22.5308,-11.1103,81.589,g
90.9129,61.2636,15.7956,1.116,g
20.9077,15.1221,-6.0243,22.9044,g
27.9041,18.8272,-12.1877,15.7771,g
37.0661,21.1347,12.1373,2.957,g
93.5575,63.7391,7.725,5.4461,g
95.1779,81.9578,-9.4992,1.796,g
98.0655,85.6082,-14.8935,0.712,g
32.2999,21.24,-11.404,6.4181,g
47.4418,12.3318,-7.6985,9.974,g
52.8238,-16.8244,10.1719,6.278,g
82.8408,76.1592,-13.6846,7.551,g
39.2121,22.7781,-9.4058,0.0872,g
23.4415,-16.4041,-6.6795,23.308,g
63.2711,27.9478,-11.0585,7.7662,g
55.9064,42.7948,-15.3156,1.324,g
64.1003,45.5128,12.7489,2.876,g
18.7082,10.8019,5.487,37.4141,g
24.4582,-6.6784,7.3932,15.933,g
104.514,69.378,-26.9114,0.608,g
42.9795,29.9491,6.8072,10.603,g
13.1179,7.779,10.1199,26.688,g
17.1793,-5.2114,4.7331,73.221,g
101.085,96.609,-18.4156,0.0685,g
27.6421,-20.5492,5.0304,11.5031,g
70.9653,55.5307,18.032,1.534,g
20.3985,-16.8918,6.796,32.3189,g
45.985,34.8531,8.323,1.926,g
54.8142,35.0013,-13.6334,3.8937,g
38.0041,24.9529,6.879,14.781,g
67.0121,48.4471,10.6587,2.123,g
61.9969,56.2947,-9.1364,5.723,g
41.7967,15.0798,9.3551,17.537,g
40.7958,-25.5185,-19.8748,8.075,g
66.9995,61.7826,10.8849,3.1014,g
25.3556,-17.2015,-13.0964,20.0785,g
22.8033,-14.3515,-12.4221,48.194,g
35.3166,30.5628,-9.0215,78.04,g
20.7115,-13.3082,-12.3898,45.0788,g
85.4782,81.3091,-13.4819,1.9366,g
62.5191,42.9741,-17.5968,6.7787,g
91.4389,-43.5379,-24.0957,1.088,g
33.6084,28.2606,18.4048,32.615,g
31.9906,20.3889,-3.7756,18.9558,g
24.6743,-16.419,-2.5673,0.373,g
20.4505,-9.5121,-8.8085,64.629,g
25.161,-9.4704,-9.3134,0.624,g
27.8696,14.7358,11.9333,26.888,g
28.0299,17.2489,-12.1098,2.7746,g
25.1812,7.8849,-12.3468,36.429,g
34.6968,22.924,-14.6888,10.225,g
13.3847,7.8418,-11.2764,44.34,g
27.4853,21.6209,-17.7377,13.981,g
26.2893,-13.3547,-4.9754,16.7926,g
63.2871,-54.7983,12.4676,10.81,g
80.7241,80.5329,16.2373,2.7787,g
19.5683,10.2146,-7.9696,29.1592,g
35.5539,-14.7182,5.4633,13.318,g
37.3152,-21.9094,3.8461,0.952,g
64.8184,59.6525,21.2048,10.068,g
20.6238,9.7066,6.5586,4.327,g
27.7187,13.3383,-5.1123,17.488,g
13.0142,4.0059,11.7743,60.4605,g
74.6238,60.7593,9.3805,15.92,g
109.043,105.8,17.1356,0.658,g
28.7324,19.1661,-11.1933,4.0499,g
97.4511,79.8479,8.5045,2.3313,g
27.5351,19.7948,-15.6012,14.377,g
88.7747,92.4847,-15.6103,1.8142,g
85.2487,87.5737,18.7617,9.3662,g
19.4363,12.1362,-3.5354,35.801,g
26.757,24.6741,11.5351,1.9337,g
26.4928,17.3162,-10.0547,44.224,g
27.6963,6.8249,6.8491,8.7213,g
22.9908,19.2622,-8.3812,37.988,g
65.3016,47.2842,-8.7126,3.509,g
16.7983,-6.9329,5.8045,19.2365,g
45.8695,37.9796,-9.8389,72.971,g
18.405,-4.6528,-5.8368,54.28,g
64.3959,-16.9877,-12.8025,0.9486,g
27.9799,-19.0081,-12.6245,3.9151,g
12.367,-10.4085,-8.0128,45.2352,g
59.7685,52.2899,49.942,5.053,g
86.9843,54.0211,-9.0031,5.4597,g
21.833,17.2369,-8.3739,19.3319,g
37.0013,23.2361,-6.2851,3.989,g
25.3774,-15.0167,-13.2159,26.6862,g
28.5875,17.858,15.266,25.702,g
17.4165,6.7807,-3.6904,5.525,g
45.5041,12.8188,-12.6714,40.137,g
12.6347,9.8209,6.5793,73.055,g
43.9609,34.1128,-4.0381,14.238,g
34.7007,-25.3911,11.7097,6.713,g
13.2862,-3.5736,11.7789,60.7289,g
31.4411,-15.2078,22.4223,4.4742,g
26.9695,20.7674,8.0814,33.261,g
19.1492,-14.0954,-8.6973,20.5343,g
40.1618,40.7144,-11.074,43.788,g
13.2085,3.6622,11.3782,56.222,g
19.8869,11.646,8.333,59.4159,g
35.6563,22.5712,-12.6002,4.703,g
29.0353,9.8908,18.6671,28.926,g
28.7059,23.0289,-3.5138,4.0462,g
36.6165,-22.1609,16.3783,0.727,g
47.2397,38.8557,12.4598,3.032,g
41.2532,35.3903,-7.9437,7.521,g
52.2488,52.755,-20.255,3.926,g
75.4702,-55.353,-14.751,1.099,g
19.123,6.5021,4.0706,45.0122,g
22.4411,-15.9051,9.4234,44.78,g
79.1292,68.1103,23.9048,1.7184,g
33.1605,-16.3444,18.8494,9.8738,g
49.6026,-33.6197,5.6718,5.467,g
38.6754,29.9526,9.4038,4.437,g
23.8432,-19.6504,8.9295,21.1916,g
81.0934,75.7195,21.6226,3.772,g
38.2736,8.7,14.2626,0.4229,g
27.9593,-26.4907,10.0174,7.1787,g
33.9833,17.1457,-16.6572,7.211,g
39.8388,20.0187,-11.1508,19.3127,g
30.1447,-24.473,7.14,1.359,g
110.16,-47.5564,15.8038,1.5291,g
72.3771,71.0401,17.7575,7.0799,g
76.7176,45.5711,-34.822,3.3996,g
40.5572,29.7079,-16.6158,38.579,g
19.0034,-4.8158,-5.0607,0.58,g
68.3724,39.835,15.2252,0.0127,g
33.5169,26.2946,-15.6457,10.4802,g
22.3454,-19.2355,-11.1248,18.066,g
21.5918,19.5266,-9.7772,36.0879,g
25.4364,12.6192,16.7978,7.2313,g
58.3845,63.6753,-9.4804,8.6072,g
83.8514,52.2503,8.8363,2.588,g
18.9647,-4.3988,4.196,1.5377,g
19.786,10.2753,4.4231,5.495,g
57.0031,57.2129,-21.8591,29.8,g
34.4834,13.8016,-12.3416,9.317,g
20.4089,19.6055,-10.5022,47.069,g
42.134,37.3944,-12.497,26.9644,g
23.64,-14.7937,4.1461,46.9385,g
20.5613,-16.4967,0.5588,59.2812,g
47.4276,-40.5853,-7.4343,5.442,g
12.8534,-8.5355,-0.0762,22.004,g
56.9252,35.6227,12.8131,11.2562,g
19.4926,-18.0941,-9.7841,83.3232,g
42.169,-18.8351,-18.6789,5.1421,g
88.4501,79.2748,-12.5341,0.762,g
30.7238,22.0893,-16.9203,22.799,g
66.1759,-24.3264,-24.1656,0.429,g
62.7922,30.1098,-11.0597,0.368,g
28.0975,22.8522,-13.1397,26.735,g
82.2445,65.8233,-15.4517,2.889,g
38.8344,14.2379,-8.5852,8.4716,g
34.9976,-29.3049,5.0799,9.4498,g
88.5482,-29.0165,-23.4065,1.4057,g
20.89,-18.3699,11.3412,37.2203,g
105.399,33.4538,-13.9603,12.071,g
81.5248,-60.7465,-23.3133,4.049,g
33.357,-15.8973,-11.3963,15.405,g
28.972,23.532,-7.9666,10.5327,g
46.2731,43.0572,-8.9649,2.9498,g
31.5911,-26.5,-5.8815,27.1412,g
21.2638,-10.1312,-10.1887,10.85,g
109.231,71.9123,7.7604,4.305,g
34.1079,17.4039,-21.4656,57.0274,g
17.1061,3.2895,-5.7905,0.3185,g
44.1526,-28.1923,-8.1179,10.434,g
40.905,27.6815,-7.4423,18.15,g
56.066,29.0856,14.7699,3.0836,g
86.9585,53.9694,-23.3341,0.296,g
36.8508,28.7091,-14.7895,60.3897,g
25.3624,14.5202,7.2294,0.964,g
31.4759,26.7747,19.1181,40.964,g
74.6311,-76.354,-14.3951,28.3058,g
51.2309,16.2625,11.868,10.5101,g
95.3181,67.2836,-13.3589,5.0683,g
28.2704,4.8137,9.9999,11.4878,g
105.498,-45.4692,-21.9261,0.965,g
18.3601,13.4913,-6.4762,9.025,g
28.5282,12.3724,-5.2255,21.4331,g
29.9126,15.2915,-16.9716,2.5305,g
40.2136,31.2123,-10.3147,1.5993,g
37.4523,18.9164,14.475,13.1409,g
91.5247,92.0575,-12.6335,5.0549,g
167.274,40.2931,-33.1235,14.111,g
47.0642,50.9012,11.133,4.411,g
50.2003,27.0467,-17.6762,12.513,g
22.9768,6.8621,-8.8083,2.625,g
61.2341,53.679,-9.7994,5.7324,g
93.8711,20.3669,26.3444,3.2,g
73.5502,60.5879,-19.8287,2.0523,g
24.2239,0,-5.4495,90,g
53.6197,32.8913,-14.6654,5.4254,g
24.4714,0,14.1076,43.301,g
43.6077,-39.9112,15.7295,11.5544,g
24.5455,10.7176,15.7758,35.1981,g
87.5724,87.438,17.8452,5.917,g
54.2229,19.5038,7.054,7.4935,g
21.5228,8.6878,5.4546,4.725,g
63.4156,47.622,17.0239,5.719,g
49.0132,18.7545,11.7364,4.9034,g
75.8726,63.1762,-57.4405,7.21,g
76.6189,67.2765,12.6811,1.2024,g
50.4384,-32.8396,6.0109,6.013,g
35.5935,31.0518,1.4324,10.241,g
33.1342,-19.5589,9.0597,22.9622,g
24.3173,14.1096,-11.5188,2.0464,g
64.054,-37.1957,16.9165,4.1447,g
23.133,-8.3202,-9.7853,12.164,g
20.1959,-9.9919,-9.3993,26.193,g
90.3757,-120.517,17.7291,7.803,g
36.4971,23.7937,-14.7142,7.444,g
40.7829,24.6948,-11.6005,2.011,g
18.7599,-11.0757,9.8468,18.587,g
35.7817,10.1114,-16.3474,1.5398,g
39.87,22.2943,-9.3516,20.4225,g
20.5155,-20.4458,-7.0672,82.7705,g
32.2216,16.8922,-13.9134,26.4593,g
29.5501,23.4294,7.2589,17.6342,g
90.5978,81.5738,30.502,8.936,g
23.4801,0,15.9529,63.095,g
26.497,-13.42,15.4142,34.7446,g
74.2876,70.4872,-11.0481,7.3272,g
83.0942,87.1243,21.7443,1.763,g
90.2566,66.5126,28.6939,1.8578,g
39.7354,31.1119,4.0029,0.256,g
27.5207,-14.5528,10.9097,6.7,g
88.9912,75.3921,19.2461,1.121,g
26.6961,23.2333,4.8227,50.74,g
107.602,64.0017,-9.2823,0.715,g
29.5329,18.5261,3.6126,37.7654,g
32.8666,-9.0224,12.1372,58.601,g
32.2076,-22.9561,-5.9134,9.736,g
