@relation magic

@attribute FLength numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
46.3873,3.0713,0.2181,3.387,g
63.5841,3.2086,0.2041,0.0608,g
12.8337,2.2292,0.7316,9.9252,g
35.7106,2.8267,0.2295,3.921,g
93.6713,4.1058,0.1027,2.0651,g
37.2874,2.9782,0.2408,4.73,g
24.0872,2.081,0.7469,37.3886,g
93.7755,2.9863,0.3333,3.097,g
12.6588,2.0107,0.7122,84.7568,g
37.6576,3.1973,0.233,0.4443,g
40.7958,3.0592,0.2504,8.075,g
21.4272,2.4764,0.5109,12.6618,g
40.0484,2.7042,0.3162,1.596,g
101.616,4.1831,0.0799,0.8339,g
20.6484,2.1319,0.7675,7.414,g
81.5093,2.9859,0.3192,4.376,g
70.2452,2.9562,0.2721,5.353,g
44.0647,2.934,0.2584,6.518,g
83.1099,3.6877,0.2092,1.9969,g
75.4781,3.2227,0.1743,10.617,g
48.8599,2.6803,0.3695,1.7526,g
13.0105,2.1055,0.7529,69.383,g
59.9538,3.138,0.2693,4.604,g
60.4595,2.9117,0.2757,9.214,g
21.5228,2.4949,0.5408,4.725,g
33.7616,2.7941,0.3759,32.377,g
21.9622,2.4099,0.6187,70.525,g
31.4417,2.9827,0.333,27.914,g
61.0521,3.4939,0.2405,7.181,g
77.6016,3.1364,0.1746,4.629,g
64.779,2.4669,0.4915,7.4192,g
17.1793,2.1847,0.5621,73.221,g
20.5984,2.4983,0.4794,9.4546,g
63.1254,2.8762,0.3311,6.9492,g
26.2968,2.5051,0.4344,0.085,g
34.7947,2.7645,0.3147,5.3643,g
27.4167,2.5786,0.3193,3.5901,g
12.9298,2.1383,0.7418,54.087,g
84.1495,2.9956,0.2364,0.4443,g
22.0271,2.5472,0.5645,7.383,g
94.861,3.3062,0.1635,2.0276,g
20.4629,2.4175,0.5277,51.793,g
29.3119,2.3424,0.6091,63.188,g
83.3786,3.5232,0.2569,3.915,g
31.1816,2.7672,0.3402,35.4229,g
78.9814,3.9071,0.1108,5.7282,g
30.0751,2.4976,0.3943,24.5471,g
22.2435,2.2978,0.4635,44.3431,g
31.8548,2.5557,0.4367,16.9228,g
34.6136,2.6749,0.2748,12.037,g
40.1519,2.7785,0.3264,27.9849,g
80.3238,3.7883,0.0939,4.63,g
25.7577,2.6893,0.4131,8.682,g
27.0941,2.9332,0.393,22.48,g
80.2574,3.0671,0.2134,1.406,g
25.5917,2.5065,0.4673,36.394,g
37.2286,3.1695,0.1821,16.6959,g
87.8315,3.5638,0.1119,4.714,g
26.9136,2.42,0.4525,10.463,g
13.7355,2.5198,0.716,38.4018,g
22.913,2.6299,0.4431,18.519,g
24.5279,2.5539,0.4749,34.5922,g
78.6393,3.006,0.212,2.261,g
24.7193,2.5933,0.3648,61.8883,g
65.6585,3.1543,0.2447,11.6762,g
51.1226,2.8817,0.2758,3.888,g
34.1813,2.7821,0.3518,4.2283,g
67.4766,3.8447,0.1419,4.9318,g
41.9629,2.7763,0.2812,12.001,g
106.649,3.9923,0.071,3.207,g
32.6845,2.8017,0.3631,12.3857,g
20.3131,2.3838,0.4463,37.287,g
48.35,2.7597,0.3165,18.51,g
35.059,2.5635,0.4153,4.005,g
45.1824,2.9457,0.2867,5.545,g
37.8264,2.7903,0.3517,8.9491,g
20.9663,2.3274,0.4282,47.8491,g
13.0095,2.0774,0.7531,63.742,g
25.0728,2.081,0.7054,0.0003,g
71.8015,3.1526,0.2076,2.12,g
62.8232,3.1161,0.2641,5.672,g
57.0078,3.033,0.2215,7.705,g
32.9417,2.4232,0.4113,8.8499,g
29.7499,2.7304,0.2995,0.56,g
73.0543,3.1984,0.2223,1.1614,g
77.2949,3.2658,0.1876,7.626,g
33.6832,2.8038,0.3441,1.573,g
23.5348,2.5198,0.4834,5.8248,g
35.1579,2.6279,0.3039,2.6246,g
94.2137,3.8824,0.1276,1.2801,g
108.434,3.832,0.1352,0.277,g
98.9353,3.3004,0.1898,0.647,g
32.5654,2.6405,0.4119,6.423,g
40.9615,2.7878,0.2184,6.9787,g
12.9733,2.2822,0.7415,12.1984,g
33.2899,2.8319,0.2975,14.19,g
37.7771,3.3648,0.2236,0.8021,g
71.8916,3.662,0.226,4.088,g
101.841,4.1331,0.0869,2.153,g
12.7509,2.0233,0.7204,46.2009,g
61.6463,3.4303,0.2112,4.2131,g
20.8875,2.5993,0.3698,1.8603,g
18.1784,2.2878,0.6289,7.916,g
23.1207,2.6479,0.4522,22.208,g
81.1521,3.184,0.182,4.248,g
13.002,2.1319,0.7528,62.424,g
57.0949,3.9299,0.1334,24.826,g
35.3566,2.5296,0.4077,0.2316,g
81.0143,3.2455,0.1886,0.3176,g
23.5829,2.3847,0.5897,40.6189,g
127.824,4.6163,0.0327,0.462,g
12.6726,2.1508,0.7138,17.1657,g
39.3022,3.033,0.2234,1.1935,g
16.4733,2.3502,0.6205,67.376,g
121.846,3.9052,0.0995,3.2636,g
52.1044,2.9523,0.3248,5.8345,g
13.0748,2.1123,0.7645,16.258,g
24.3834,2.3233,0.5131,35.913,g
40.1473,2.9432,0.2063,25.601,g
45.0808,2.5391,0.4393,1.555,g
29.7516,2.7756,0.3839,2.3698,g
28.4681,2.248,0.5706,23.221,g
25.558,2.3233,0.4561,2.178,g
25.7024,2.317,0.4723,30.6008,g
19.2536,2.3646,0.5184,0.7264,g
21.3385,2.2529,0.5531,17.1321,g
30.8618,2.8627,0.3731,23.1046,g
46.8646,3.0394,0.3014,2.896,g
51.8897,3.1181,0.2301,1.075,g
43.0797,2.9238,0.2944,3.3,g
13.0526,2.2135,0.789,47.2633,g
54.6633,3.3003,0.2054,1.7,g
61.2692,3.3153,0.2153,12.18,g
41.908,3.2388,0.1714,2.5359,g
23.7592,2.49,0.4822,9.3392,g
82.3651,3.5505,0.1855,1.884,g
24.51,2.6048,0.3925,66.6354,g
32.903,3.2621,0.3183,12.2838,g
37.9952,2.837,0.3348,1.156,g
31.3696,2.6123,0.4957,1.156,g
62.9393,3.1787,0.2916,4.9252,g
23.1352,2.2504,0.5674,49.932,g
34.6213,2.9901,0.2701,10.0478,g
19.749,2.3086,0.4717,88.1478,g
20.324,2.2878,0.5928,54.193,g
79.3481,2.6096,0.4988,3.796,g
91.5673,2.6439,0.3178,2.947,g
57.1656,2.9978,0.197,12.267,g
31.2945,2.5993,0.3547,1.646,g
30.9136,2.6902,0.3755,11.2674,g
73.3506,3.4044,0.2396,1.0087,g
88.933,3.7402,0.1808,2.042,g
71.1507,3.2766,0.1264,6.1414,g
54.5115,3.3076,0.1965,3.7247,g
41.2354,3.0504,0.1825,0.936,g
26.8136,2.5004,0.5719,0.708,g
47.7946,3.2281,0.1922,3.1846,g
77.9064,4.2024,0.0755,10.395,g
19.7513,2.081,0.7386,62.3181,g
20.8402,2.4691,0.5059,13.2241,g
46.4657,2.5334,0.366,2.4817,g
46.0246,2.9368,0.3239,3.595,g
48.9883,2.8306,0.2511,8.287,g
23.1716,2.2742,0.6223,30.652,g
29.8725,2.8404,0.2498,21.696,g
12.8457,2.1222,0.7245,78.0798,g
33.8279,2.4778,0.3594,20.2701,g
69.9328,3.1355,0.1816,1.8664,g
78.4001,4.0433,0.101,6.463,g
33.8356,2.5922,0.3657,23.115,g
73.882,3.4736,0.1506,1.6503,g
38.9577,3.2961,0.2458,0.3159,g
20.6036,2.0394,0.7032,75.0703,g
102.584,3.6564,0.1343,2.2189,g
32.482,2.5004,0.3412,9.45,g
29.5906,2.7122,0.3899,16.103,g
38.8055,3.0611,0.2632,5.344,g
25.1784,2.6721,0.334,85.181,g
16.9818,2.3075,0.6601,51.0269,g
97.7238,2.6981,0.4148,15.162,g
26.6758,2.3414,0.4237,13.928,g
24.3377,2.5977,0.5051,2.8878,g
35.5214,2.7683,0.2592,3.6208,g
22.7103,2.541,0.3683,78.773,g
25.1618,2.73,0.4711,1.1344,g
50.9972,2.3997,0.4462,1.2785,g
40.2965,2.6959,0.292,0.125,g
37.6679,3.4526,0.1813,22.924,g
20.3722,2.2844,0.4519,50.6061,g
68.0676,3.8903,0.1468,6.31,g
19.9716,2.4224,0.5142,12.992,g
39.5097,2.6294,0.4038,3.056,g
37.398,2.6585,0.4566,7.915,g
30.8639,3.1402,0.2853,16.5212,g
13.3691,2.273,0.7947,78.021,g
19.0315,2.1569,0.7317,58.852,g
50.6386,3.5629,0.1653,5.1984,g
69.1062,3.0156,0.1495,9.783,g
34.6275,2.4601,0.5858,1.67,g
39.2324,2.9586,0.3113,14.293,g
34.3515,2.8385,0.3742,0.4904,g
12.803,2.0588,0.7249,26.705,g
63.805,3.4746,0.175,0.1897,g
71.4461,3.043,0.2255,6.252,g
31.2748,2.9798,0.2588,11.808,g
37.6085,3.0856,0.2044,6.6889,g
26.1052,2.5045,0.6228,3.9731,g
88.4197,3.2221,0.3664,0.1076,g
48.4003,3.1793,0.1946,8.0926,g
28.1067,2.6585,0.483,31.39,g
35.7084,2.5031,0.3799,35.069,g
93.7489,2.8701,0.2266,14.3121,g
81.9826,3.5621,0.2338,3.101,g
28.1841,2.6449,0.3533,54.1575,g
76.701,2.7871,0.3184,4.783,g
27.6167,2.2833,0.651,89.7323,g
12.927,2.2109,0.7385,68.723,g
77.7269,3.6814,0.1608,5.68,g
65.1592,3.2588,0.2034,1.345,g
21.5732,2.1222,0.7698,0.0002,g
39.4681,2.7486,0.4478,3.264,g
24.9808,2.3064,0.5086,36.639,g
31.0653,2.6138,0.3577,58.3585,g
13.1734,2.3531,0.7716,15.9915,g
13.8125,2.2889,0.8483,49.1374,g
45.0286,3.0779,0.2608,11.8623,g
24.226,2.5289,0.3728,2.572,g
24.8794,2.3334,0.5104,8.407,g
42.9062,2.5905,0.3492,7.357,g
37.4765,2.9643,0.2877,8.441,g
28.4085,2.9477,0.3125,6.9991,g
38.3309,2.946,0.2492,69.7546,g
20.5981,2.4393,0.6436,37.747,g
28.7277,2.7076,0.3608,83.6227,g
60.9957,3.037,0.2149,7.308,g
34.7469,2.527,0.4458,3.009,g
54.3344,2.5838,0.4068,16.129,g
28.3624,2.5237,0.3353,27.4515,g
101.187,4.0786,0.096,1.7602,g
38.9699,2.8264,0.3908,14.53,g
18.7599,2.4479,0.5419,18.587,g
31.4905,2.882,0.2861,6.8883,g
47.8173,2.5971,0.5006,2.529,g
25.5801,2.5276,0.5193,3.628,g
43.0287,3.1273,0.2439,21.8794,g
73.7252,2.8338,0.2639,3.531,g
19.5865,2.5152,0.6412,39.323,g
53.9516,2.8245,0.2637,0.3291,g
35.3685,3.0959,0.2117,6.862,g
83.1801,4.0186,0.1093,1.051,g
22.6387,2.415,0.4769,52.38,g
33.6476,2.7532,0.2648,26.137,g
17.2568,2.2695,0.5645,13.267,g
31.685,2.6117,0.3203,2.198,g
30.3025,2.679,0.3665,88.4244,g
16.5068,2.243,0.5943,36.3007,g
18.7237,2.2405,0.6494,8.6873,g
47.6,2.8092,0.2762,2.608,g
94.9244,2.995,0.3328,1.23,g
59.4329,3.0156,0.2364,9.664,g
30.694,2.617,0.285,37.1267,g
15.166,2.4116,0.6589,61.787,g
99.5314,2.7924,0.3919,0.6273,g
29.4591,2.6232,0.3619,15.514,g
81.3608,3.4472,0.1643,1.9326,g
24.6852,2.6821,0.3867,7.086,g
26.826,2.8119,0.3639,1.707,g
45.8064,3.0869,0.2833,6.8749,g
20.928,2.3064,0.5037,18.549,g
21.6802,2.1629,0.7079,65.6793,g
61.3727,3.3017,0.1997,2.271,g
29.114,2.8759,0.4484,19.0682,g
32.144,2.6042,0.2488,62.537,g
106.671,3.0402,0.2717,11.7482,g
61.9969,2.541,0.3683,5.723,g
19.1862,2.1818,0.5461,0.167,g
51.5202,2.6959,0.2457,13.747,g
20.4624,2.0881,0.7592,25.2239,g
18.9001,2.3324,0.6093,42.667,g
67.6685,3.0214,0.2875,2.3677,g
106.008,2.5384,0.3936,6.8644,g
32.3678,2.3766,0.4118,7.9729,g
33.6576,2.9741,0.31,16.8909,g
46.413,2.9479,0.292,0.595,g
13.0438,2.1255,0.764,67.4915,g
39.87,2.4969,0.2898,20.4225,g
146.654,3.0185,0.1687,8.201,g
37.3136,2.8576,0.2804,6.132,g
12.5027,2.1973,0.6921,39.702,g
55.6462,2.9423,0.2616,15.151,g
27.8453,2.3627,0.538,15.015,g
28.1343,2.882,0.3346,10.3698,g
22.2827,2.3811,0.5322,34.432,g
25.326,2.6862,0.4573,7.1654,g
25.1793,2.8283,0.3846,48.4993,g
77.0603,2.7259,0.3665,2.565,g
21.8049,2.3054,0.6287,60.775,g
24.3625,2.6613,0.4885,40.6717,g
47.1228,2.5993,0.3799,13.464,g
84.8658,2.8238,0.2971,1.804,g
97.509,3.3096,0.1314,8.5859,g
87.1478,3.5906,0.1535,2.152,g
44.3994,3.1239,0.291,5.818,g
81.0409,3.3754,0.2262,2.8681,g
19.6725,2.4409,0.4674,8.625,g
25.3794,2.4306,0.4638,30.0704,g
42.3886,2.5982,0.4035,5.565,g
23.0777,2.4306,0.59,17.559,g
85.7919,3.3679,0.2953,0.2999,g
70.3815,3.3391,0.1425,5.247,g
19.5747,2.2956,0.4861,11.296,g
57.111,2.5711,0.4295,39.9411,g
22.1643,2.2765,0.5926,21.283,g
22.4686,2.2135,0.7584,18.2554,g
24.3751,2.8567,0.4186,45.8112,g
19.7891,2.4191,0.5067,10.139,g
28.1534,2.6739,0.4492,31.6513,g
58.4314,3.2887,0.1744,5.406,g
25.1366,2.4014,0.3929,42.499,g
82.3239,3.3456,0.2477,5.5266,g
75.8726,3.3515,0.2039,7.21,g
125.281,3.1958,0.1854,2.935,g
22.2034,2.3892,0.6041,51.144,g
41.128,2.8075,0.2773,2.042,g
27.4853,2.5428,0.4155,13.981,g
30.5805,2.6069,0.3239,84.0563,g
30.8617,2.6575,0.5215,3.253,g
32.9306,2.6096,0.4668,14.345,g
42.2747,3.0936,0.262,21.6547,g
13.3406,2.3021,0.793,60.8194,g
23.4309,2.5099,0.3895,76.537,g
12.6161,2.3551,0.7064,65.013,g
18.183,2.2253,0.5893,26.4593,g
19.1691,2.3874,0.5902,21.6486,g
86.4015,3.6466,0.1771,4.1261,g
58.4263,2.9692,0.351,4.377,g
96.5408,3.4348,0.1018,9.0346,g
48.6307,3.3797,0.2299,6.54,g
24.7614,2.3627,0.4685,19.5461,g
55.6748,2.3683,0.5139,4.6566,g
45.8678,2.998,0.3124,5.8093,g
78.8852,2.7412,0.3321,2.6813,g
34.4815,2.7324,0.2407,18.7586,g
70.5067,3.4431,0.1997,5.4805,g
22.4568,2.1987,0.5886,46.9182,g
21.023,2.2455,0.5795,26.38,g
81.1257,3.4824,0.2028,3.0993,g
49.7582,3.0594,0.2372,7.6551,g
36.7182,2.8035,0.305,6.35,g
57.1241,2.9903,0.2065,30.645,g
37.7155,2.3253,0.4539,24.5831,g
66.9411,3.0594,0.266,5.633,g
66.2943,3.1339,0.2131,2.314,g
55.4191,2.9545,0.4653,3.7956,g
13.2086,2.2956,0.8456,46.255,g
65.5959,3.0821,0.1929,3.7884,g
99.6416,2.4362,0.3846,74.5664,g
68.5292,3.519,0.1495,4.265,g
18.6528,2.2135,0.8135,42.5147,g
24.2817,2.3181,0.6202,3.829,g
31.7445,2.4728,0.4815,34.123,g
21.3047,2.0473,0.7085,82.8039,g
59.3081,2.6906,0.3751,3.037,g
57.0031,3.1854,0.1716,29.8,g
17.6821,2.179,0.5828,61.229,g
29.7715,2.4456,0.491,6.6615,g
45.8448,3.1402,0.1926,0.8053,g
22.2648,2.5328,0.5249,10.0186,g
74.8526,3.3863,0.198,5.866,g
12.4893,2.1889,0.6926,88.4375,g
31.276,2.5581,0.4315,18.7509,g
30.5961,2.7604,0.4323,11.8172,g
26.2364,2.444,0.482,34.849,g
31.8437,2.5302,0.3156,5.475,g
66.2979,3.2718,0.1797,18.905,g
72.4377,2.9355,0.2981,5.378,g
17.8187,2.4502,0.5355,89.8217,g
26.8595,2.8754,0.3438,3.9848,g
94.7727,3.6073,0.1808,2.012,g
18.0424,2.3395,0.865,5.4707,g
33.9812,2.9554,0.2737,14.1901,g
44.9124,2.8642,0.2707,60.9026,g
98.768,3.3029,0.1578,1.8306,g
38.6401,2.8274,0.308,87.5682,g
22.6104,2.6613,0.4537,3.154,g
57.5809,2.6684,0.3519,6.463,g
21.4843,2.1508,0.6855,66.4912,g
21.927,2.3294,0.4824,8.4031,g
39.0781,3.0726,0.2183,3.3991,g
19.021,2.1383,0.7564,14.441,g
66.1692,3.5089,0.2091,1.9943,g
17.5048,2.2122,0.546,5.9071,g
45.4241,2.9159,0.2536,7.295,g
23.697,2.6556,0.4486,32.725,g
36.8728,3.4899,0.1958,22.961,g
18.5474,2.4691,0.5433,55.764,g
12.4987,2.1446,0.6882,50.611,g
40.9468,2.7882,0.2492,3.655,g
42.1245,2.8684,0.2668,11.3741,g
39.933,3.0851,0.291,2.5722,g
60.523,2.9559,0.2568,9.3455,g
34.7486,2.5629,0.3666,1.521,g
92.9002,3.3638,0.2237,1.324,g
19.5635,2.3962,0.6667,15,g
37.7007,3.0883,0.3011,12.8359,g
41.6749,2.708,0.4074,0.5379,g
33.9768,2.7642,0.3408,71.4495,g
13.0364,2.0986,0.757,89.9026,g
23.2142,2.4191,0.3276,47.2791,g
89.1019,3.9142,0.1186,5.526,g
77.0826,3.4002,0.2006,5.0251,g
48.2117,3.0063,0.2316,4.4309,g
23.7906,2.4409,0.5036,0.137,g
36.6443,3.2578,0.2441,4.5447,g
24.3145,2.3953,0.6076,25.4615,g
35.6255,3.1647,0.2793,3.866,g
45.2961,2.6459,0.3096,16.594,g
88.1057,3.4716,0.1921,5.5776,g
23.5264,2.643,0.3595,52.2065,g
86.3478,2.9857,0.3245,1.7715,g
26.0226,2.5453,0.4644,13.986,g
57.9372,2.5938,0.3592,0.1315,g
76.58,3.1535,0.2788,5.9878,g
30.7475,2.6493,0.3094,12.5618,g
21.5493,2.5999,0.5176,15.682,g
20.985,2.07,0.7234,45.312,g
20.4756,2.0986,0.7331,68.1257,g
71.2934,3.447,0.2262,2.6,g
106.247,2.9435,0.238,2.871,g
36.5605,2.7731,0.344,11.288,g
75.9663,3.1582,0.1813,2.993,g
26.2966,2.8633,0.3219,10.619,g
26.8176,2.485,0.4092,78.5386,g
21.3305,2.3334,0.4919,15.8492,g
28.1067,2.8985,0.3196,23.326,g
18.3529,2.2529,0.5363,81.3657,g
30.3691,2.5416,0.4741,6.5706,g
24.0731,2.666,0.3862,0.132,g
35.8341,2.7864,0.2649,6.11,g
15.8465,2.2718,0.6257,48.699,g
67.4091,3.3188,0.3283,6.118,g
106.984,2.5769,0.3603,7.499,g
42.6788,2.721,0.2947,1.891,g
38.8754,3.1161,0.2495,3.361,g
28.4858,2.4224,0.4802,40.871,g
27.0129,2.7578,0.3721,37.1307,g
43.8486,2.4914,0.4194,4.721,g
55.1646,3.2629,0.185,1.7086,g
32.916,2.7114,0.2332,19.7462,g
108.89,2.4502,0.4078,58.055,g
56.2287,3.5475,0.1607,7.4349,g
57.0652,3.745,0.1781,1.963,g
30.1359,2.3953,0.5433,7.675,g
48.4137,3.0533,0.2574,0.3636,g
37.2863,2.5283,0.3407,9.941,g
95.598,3.3732,0.252,4.36,g
13.4134,2.1861,0.8078,4.157,g
20.7471,2.0434,0.7149,24.743,g
77.481,3.0124,0.2974,1.751,g
103.58,3.8319,0.0616,3.804,g
12.9833,2.07,0.7489,37.207,g
22.6754,2.3414,0.5057,9.329,g
79.6714,3.4282,0.2384,4.573,g
34.975,2.8435,0.2781,27.846,g
23.1479,2.4306,0.5492,2.393,g
23.1882,2.4502,0.4362,9.004,g
20.8872,2.3454,0.5463,10.3786,g
37.304,2.8058,0.2361,4.3,g
30.4343,2.5465,0.4148,12.7025,g
100.347,4.0566,0.0897,0.9568,g
78.3277,2.9245,0.4021,0.691,g
12.9504,2.2799,0.7349,87.2895,g
33.9295,2.5296,0.3929,11.448,g
60.0403,3.3998,0.2039,4.02,g
23.2704,2.4232,0.7057,12.99,g
28.9792,2.4224,0.4575,6.3588,g
31.5473,2.5993,0.3371,10.6245,g
19.4731,2.4556,0.5219,53.7383,g
50.7743,3.0743,0.2689,5.1845,g
24.999,2.5993,0.4327,81.8671,g
45.4177,3.237,0.2358,4.526,g
82.5121,3.541,0.1332,2.123,g
21.9177,2.2405,0.5517,46.642,g
19.5409,2.4108,0.4854,11.478,g
27.6835,2.6542,0.2971,17.02,g
24.9527,2.3434,0.5533,20.728,g
58.9884,2.7255,0.2653,12.3224,g
26.4593,2.6937,0.33,2.407,g
21.1235,2.0952,0.7229,74.254,g
18.787,2.4778,0.589,28.2602,g
26.5845,2.8848,0.3494,45.538,g
12.8379,2.0588,0.7249,43.833,g
46.0957,3.1313,0.2365,9.399,g
21.3231,2.1538,0.786,6.6607,g
72.555,3.2222,0.1936,5.411,g
80.4473,3.6723,0.2235,1.385,g
22.6241,2.5821,0.4476,5.6815,g
21.3579,2.2148,0.6159,65.052,g
29.9384,2.8119,0.3423,22.871,g
104.323,4.3813,0.083,2.8968,g
19.6069,2.2577,0.5912,34.1365,g
29.9126,2.7135,0.4603,2.5305,g
21.5656,2.2201,0.5723,63.735,g
43.3949,2.9694,0.2811,5.069,g
46.9829,2.7324,0.3278,30.186,g
31.9317,2.7882,0.3518,3.7064,g
20.2643,2.3646,0.4708,12.4856,g
90.2839,2.8089,0.3509,6.969,g
36.755,2.5231,0.3538,61.492,g
26.1602,2.3473,0.4899,20.6134,g
31.5737,2.6258,0.3006,29.603,g
90.3579,3.6335,0.1823,0.803,g
25.0822,2.5775,0.5212,6.219,g
12.9052,2.1477,0.7402,46.8979,g
28.0589,2.4448,0.6104,11.659,g
22.2882,2.2889,0.8072,42.589,g
55.9818,2.7889,0.3512,14.579,g
21.0636,2.2253,0.5833,11.615,g
51.7656,3.578,0.1601,7.6181,g
19.6147,2.0881,0.7347,29.2598,g
13.0246,2.1508,0.7562,81.1239,g
80.5169,3.5137,0.1777,7.053,g
77.6918,3.5261,0.1954,3.9967,g
34.4576,2.6618,0.2941,20.2125,g
33.7908,2.4609,0.481,13.7763,g
91.1228,3.6607,0.232,1.133,g
32.9078,2.5185,0.4273,6.8937,g
13.0893,2.1222,0.7623,9.8482,g
31.8884,2.3865,0.4353,19.907,g
21.8166,2.5752,0.4122,19.496,g
57.8911,2.8497,0.2346,8.217,g
27.3072,2.7451,0.3417,61.037,g
25.3374,2.6117,0.3081,6.733,g
40.3395,3.2501,0.2064,9.601,g
26.5881,2.5729,0.4679,14.237,g
77.9676,2.9523,0.3002,11.219,g
19.9428,2.2188,0.435,44.0604,g
13.109,2.1156,0.7739,32.0404,g
43.5211,2.243,0.5486,7.1305,g
49.1396,3.3206,0.1898,5.069,g
113.913,3.0699,0.189,10.8666,g
92.1583,3.9172,0.1208,8.116,g
38.436,3.0412,0.2547,11.0947,g
67.8372,2.9664,0.2442,5.0087,g
29.7368,2.4526,0.3774,43.616,g
26.3148,2.8274,0.3884,13.776,g
18.5336,2.1847,0.6144,42.452,g
13.0592,2.1156,0.7586,77.476,g
86.757,2.3997,0.6813,2.9754,g
44.8497,2.9863,0.2054,11.1617,g
81.7221,3.4322,0.1867,0.969,g
87.1305,4.0839,0.0946,3.0206,g
30.1563,2.5422,0.4419,18.682,g
30.8746,2.5308,0.5714,15.7149,g
114.722,4.4451,0.0545,2.9341,g
24.8621,2.6469,0.3811,30.876,g
34.9604,2.5508,0.3516,0.921,g
18.0794,2.3865,0.5051,15.643,g
30.0754,2.6762,0.4236,28.0357,g
72.9139,3.3523,0.2013,5.7258,g
47.2509,2.7316,0.4045,4.787,g
25.397,2.2683,0.4636,45.87,g
16.9261,2.3541,0.6283,37.753,g
29.273,2.7638,0.3807,43.154,g
37.2101,2.8932,0.312,9.381,g
91.5518,3.1271,0.2187,0.9455,g
20.7849,2.4518,0.3958,80.5721,g
27.8575,2.5905,0.4262,9.754,g
79.4369,2.7279,0.3723,2.8484,g
81.4298,3.3321,0.2048,0.7759,g
52.9757,2.9928,0.1729,47.954,g
17.8044,2.3655,0.6897,25.3875,g
23.8054,2.5641,0.4175,39.691,g
23.2823,2.5119,0.4892,16.6009,g
75.9422,2.837,0.3246,2.872,g
22.2019,2.1861,0.7362,20.202,g
52.8816,2.9063,0.3859,14.7852,g
92.7646,3.8629,0.1694,0.964,g
34.4321,2.4654,0.4075,80.2965,g
22.1163,2.4158,0.499,2.0777,g
22.3018,2.3811,0.5073,9.809,g
92.2557,3.1136,0.194,0.224,g
26.7645,2.7173,0.3317,17.682,g
20.0697,2.3118,0.5854,13.7302,g
73.6497,3.3631,0.2804,4.5424,g
36.852,3.0052,0.2184,8.877,g
94.1338,3.0077,0.2692,3.4297,g
35.0345,2.9897,0.2622,10.7911,g
71.0066,3.8316,0.1499,2.0789,g
103.301,3.4281,0.1552,2.053,g
78.4363,3.5105,0.2473,0.26,g
24.5405,2.574,0.392,18.785,g
27.9249,2.2148,0.5793,31.265,g
82.2445,3.5323,0.1664,2.889,g
12.952,2.0774,0.7448,42.6363,g
37.3261,2.8494,0.2984,4.655,g
