@relation magic

@attribute FLength numeric
@attribute FM3Trans numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
43.7342,12.8509,5.3918,g
34.969,-12.1934,4.116,g
19.1694,-8.5164,6.4218,g
57.607,-13.3054,14.193,g
13.0322,-9.5076,9.83,g
48.454,-11.1171,4.765,g
60.9046,-15.2615,6.978,g
35.2812,-14.707,4.4652,g
28.1836,17.4113,45.4106,g
81.2628,17.8429,2.206,g
32.9558,10.1676,7.371,g
23.6595,5.2125,24.255,g
90.2095,5.4586,3.042,g
45.613,-9.3402,5.0398,g
26.5628,-9.8303,25.5291,g
26.8527,9.8889,18.3145,g
20.5738,-5.7766,36.086,g
82.4143,17.1011,3.573,g
52.9024,8.8946,4.4386,g
72.3741,17.2783,2.071,g
29.6097,15.0313,60.281,g
28.2507,9.1621,1.282,g
19.5031,-4.6729,79.386,g
20.2339,-11.544,42.79,g
25.8767,-3.4092,27.242,g
94.8262,-15.2767,0.5894,g
18.0424,-5.2541,5.4707,g
32.9345,6.8767,9.6233,g
27.8979,-15.5179,31.2675,g
26.7065,-11.6888,26.881,g
60.0416,-7.5732,2.7873,g
31.5758,-20.0698,87.7159,g
109.472,15.4866,2.951,g
86.9174,9.1471,1.0866,g
66.7934,-19.8006,15.777,g
30.5265,-6.4695,65.9587,g
31.6388,12.1074,68.429,g
28.5152,-9.9707,48.71,g
87.7942,14.8124,1.778,g
36.1321,-8.5781,4.167,g
43.8241,14.2963,2.746,g
27.915,5.9016,49.587,g
17.8476,-2.2703,43.7863,g
36.4288,22.4956,43.6107,g
21.435,-7.6974,19.691,g
64.1939,10.2065,1.1672,g
39.163,16.9149,10.9465,g
60.0403,-10.1128,4.02,g
29.9762,-5.2263,53.211,g
26.7645,-16.4464,17.682,g
21.0753,6.1669,8.393,g
53.8971,18.8025,2.001,g
39.9972,10.3638,0.851,g
21.1531,15.4448,7.158,g
97.7809,22.5111,0.3308,g
37.8835,-3.8536,6.518,g
81.8411,13.4519,4.582,g
47.8975,10.2557,4.0989,g
26.5291,9.8111,1.578,g
104.297,-17.2276,0.0253,g
19.5565,11.6883,22.452,g
13.0934,-10.0662,74.741,g
21.4777,-5.1426,43.6228,g
76.4172,-7.1795,9.7797,g
19.4338,4.7167,10.3057,g
12.7943,-5.7111,60.835,g
53.7323,9.9487,3.667,g
92.3105,-16.9571,0.675,g
46.2189,11.7286,66.846,g
13.0592,-11.5702,77.476,g
48.7723,8.2388,0.464,g
66.8196,-25.5689,6.014,g
56.6471,19.1479,8.8062,g
30.554,-15.2262,2.2982,g
93.3768,-27.8046,1.734,g
59.7865,11.92,2.1534,g
39.4923,-3.8436,5.7442,g
94.1836,-18.0331,2.957,g
27.7759,-12.2312,37.8646,g
32.5109,-15.2572,18.142,g
26.9185,-13.7103,20.6971,g
31.1212,-16.1258,4.9423,g
30.3025,13.8402,88.4244,g
30.9732,5.6696,22.8837,g
19.7692,11.4315,83.8778,g
16.854,6.449,4.875,g
30.3756,14.5876,35.043,g
35.9336,15.7311,4.915,g
35.4211,4.4635,8.507,g
66.4899,14.9646,3.6733,g
52.4187,-12.3085,6.271,g
21.241,5.9074,25.446,g
43.394,11.7271,13.603,g
94.7947,-17.1446,0.4788,g
18.8069,16.8676,29.692,g
68.9956,-4.4205,6.3649,g
22.3887,-7.151,52.3737,g
90.6662,-19.065,2.481,g
26.6038,-4.9362,68.2129,g
25.5917,-12.6528,36.394,g
40.1845,-16.1099,7.848,g
51.1771,10.4863,1.203,g
22.8274,-7.9568,33.5573,g
109.713,-15.3061,2.929,g
66.2184,7.2607,8.48,g
23.0372,9.1704,82.5069,g
24.1674,12.9669,8.688,g
46.0224,7.6568,28.8406,g
65.841,23.8275,7.81,g
13.1126,-11.6198,44.0092,g
21.6024,8.077,8.9044,g
29.6529,-14.2864,46.068,g
60.7883,13.1675,5.097,g
37.1425,-10.4738,6.2878,g
29.6154,3.5068,18.362,g
18.3014,-4.4036,13.462,g
12.7848,11.2142,86.4459,g
49.1324,-10.5066,3.009,g
50.7355,-10.6266,25.98,g
40.4564,11.572,18.698,g
26.3494,3.9297,43.723,g
31.1816,-18.1463,35.4229,g
88.3491,-20.5013,0.8347,g
33.6677,-5.6615,6.971,g
25.6108,9.0111,18.184,g
41.7878,3.4301,7.959,g
44.6393,-18.6717,0.0056,g
24.0709,-9.6807,16.2665,g
38.8055,-13.962,5.344,g
35.0935,10.4039,7.5143,g
18.4204,-5.4272,33.3598,g
12.4987,8.7031,50.611,g
37.0842,-8.6334,16.483,g
19.749,-8.1616,88.1478,g
21.4843,6.4455,66.4912,g
37.0734,-9.098,20.7994,g
28.5883,14.9923,14.9018,g
20.7684,-6.0033,26.499,g
35.5539,5.4633,13.318,g
78.3975,13.1843,0.2485,g
83.05,8.5092,0.181,g
56.2298,-17.1954,39.096,g
12.9052,-11.7382,46.8979,g
32.2149,-6.8748,2.9064,g
30.7392,14.3208,10.8862,g
103.799,-20.2735,2.833,g
49.1207,-6.5523,1.136,g
18.7096,6.8848,49.4271,g
69.999,-9.4721,0.0796,g
22.7955,8.9411,42.293,g
38.3688,7.6056,3.764,g
31.7635,-3.8177,16.9799,g
78.4084,-15.9201,5.6934,g
19.5401,4.1927,24.418,g
16.9161,-7.7358,4.058,g
32.6997,-17.7256,20.449,g
24.6256,13.1129,29.3898,g
24.4584,12.8452,54.494,g
36.9017,8.1078,1.9727,g
35.2689,-11.8835,12.9944,g
53.7339,-9.3853,1.886,g
93.4163,49.5339,29.8807,g
81.0884,-13.103,3.357,g
90.3757,17.7291,7.803,g
31.1459,16.4486,62.781,g
69.769,5.0006,0.4249,g
80.2192,18.4844,0.146,g
37.527,-11.9174,4.995,g
33.5,14.8823,6.972,g
30.3343,10.3996,9.129,g
37.2474,4.5182,13.753,g
19.5513,-9.3105,9.757,g
67.1503,-2.8329,2.0821,g
20.2913,-5.6098,68.446,g
71.7635,11.1843,11.8032,g
87.7908,24.4337,1.661,g
27.6964,-12.8952,40.7357,g
30.2518,13.453,10.083,g
103.582,5.567,2.3493,g
23.2875,19.1915,10.2651,g
17.4309,-2.7501,66.1157,g
45.2808,-5.7971,3.4724,g
32.3988,-6.6219,34.772,g
82.9625,15.0124,0.1512,g
19.9964,-3.2342,3.6905,g
16.4015,4.592,34.9176,g
21.2483,-9.8848,42.0149,g
39.6606,13.6889,34.0416,g
21.3666,1.8273,74.383,g
90.3072,14.361,0.85,g
83.8355,5.3509,4.6236,g
36.9932,-11.6242,4.1823,g
26.4307,-9.4322,22.393,g
17.2647,7.2753,24.6514,g
22.7882,8.6672,63.8216,g
61.7836,-9.8663,9.52,g
38.7785,-3.6941,6.554,g
12.8539,-11.5824,81.2444,g
21.0102,8.9805,2.0958,g
24.383,12.2798,22.4899,g
18.0601,-9.1656,9.44,g
57.2016,-13.8653,5.4811,g
44.9545,4.8864,6.826,g
23.4162,8.3053,78.726,g
33.4718,12.1541,0.6027,g
79.7687,-38.2883,3.5809,g
85.2934,23.6211,3.104,g
24.7466,4.5162,11.218,g
112.279,10.3738,3.2837,g
45.5944,16.8995,83.9665,g
20.6987,-3.8453,85.8793,g
27.5369,10.0525,39.9687,g
12.7436,-8.9225,39.403,g
77.2321,-12.8192,6.987,g
30.1806,-5.1373,11.423,g
17.5926,-11.0044,34.553,g
76.155,-11.0169,1.209,g
25.796,7.1083,36.4567,g
29.3567,-12.5669,7.9947,g
42.8365,7.2787,0.1562,g
29.9126,-16.9716,2.5305,g
27.975,-16.7027,10.1631,g
23.9993,5.8304,50.4126,g
22.0057,-11.3273,29.699,g
87.4763,3.8109,2.85,g
21.6208,10.3581,34.221,g
29.4757,-15.4773,12.3834,g
45.1917,11.9977,3.06,g
33.2739,-5.0397,11.2284,g
30.0267,10.9527,39.1621,g
33.9768,10.7984,71.4495,g
43.8753,-11.7056,9.6642,g
38.2386,12.2243,1.639,g
28.3543,18.6666,33.509,g
30.8219,-12.7858,29.901,g
102.852,-21.3136,3.708,g
29.6494,14.3759,3.2425,g
25.8648,-12.0824,10.4893,g
44.8602,-6.3106,5.874,g
70.6584,-12.6086,0.45,g
20.9491,6.0883,40.656,g
26.4285,11.8841,1.0346,g
33.8389,-14.4791,17.1,g
29.4605,-5.9543,5.9093,g
37.664,-18.4273,14.118,g
56.6568,-11.1501,4.233,g
30.129,8.1622,34.0607,g
21.8918,6.6104,1.5218,g
23.6209,10.5081,6.675,g
34.9205,11.9768,9.59,g
26.6236,11.307,5.2526,g
31.0486,9.7213,19.8899,g
37.5814,-8.2296,5.933,g
19.6129,4.3106,9.825,g
98.6223,-15.46,2.1682,g
21.3875,-10.2384,0.8245,g
41.5547,6.1443,26.5738,g
47.9212,-9.5688,4.251,g
12.8557,4.8509,78.748,g
71.4159,26.1025,1.4909,g
131.487,-21.7643,2.915,g
28.7879,10.1365,88.9008,g
63.5666,-9.2849,5.9768,g
28.2866,1.2828,36.5127,g
107.572,-23.4075,2.376,g
25.4076,5.7368,11.3112,g
57.1182,-15.5018,19.89,g
35.8288,8.4391,17.2831,g
29.7394,-7.7333,18.274,g
65.4492,-12.0008,2.304,g
99.105,27.7475,0.365,g
56.3236,-9.8077,0.189,g
34.9712,13.1915,2.16,g
27.0469,-5.4268,12.261,g
47.59,9.2933,3.6,g
26.4178,-9.8047,52.269,g
71.7681,-6.9685,5.254,g
27.9625,17.8175,6.703,g
23.2148,10.0953,39.3565,g
20.5116,-10.8397,17.229,g
46.3489,-12.4526,0.1199,g
18.7041,-11.6781,58.3452,g
85.3224,-22.2008,0.137,g
21.5568,2.8645,6.2216,g
32.7206,7.5338,36.3443,g
44.8332,7.9535,4.9965,g
51.9288,2.9934,15.0666,g
53.3538,-16.8988,1.0329,g
54.6094,19.3531,2.1067,g
20.7138,-9.9597,69.608,g
29.3039,11.8314,12.8835,g
20.3102,10.6233,3.08,g
39.7304,12.3255,5.7523,g
35.2052,-6.6872,18.325,g
66.4347,12.2796,10.237,g
32.2257,9.7566,86.8054,g
43.5727,15.0518,11.1311,g
28.9104,-10.6637,21.912,g
21.407,-6.3594,85.7558,g
48.8841,-12.5396,1.783,g
86.2726,14.5319,5.2854,g
90.9146,-17.9418,7.4612,g
20.9599,-6.136,27.138,g
70.0891,9.046,3.2454,g
81.1254,29.5555,10.34,g
20.5008,5.7259,88.4189,g
12.863,10.8121,17.031,g
33.7823,19.4652,2.0557,g
24.161,-9.5615,24.558,g
22.2257,-10.0928,28.526,g
70.3295,-19.8294,0.3953,g
21.5547,4.8415,31.0635,g
32.7808,-5.3045,12.7713,g
19.0958,13.0868,80.5135,g
23.9971,5.22,7.9618,g
46.5534,-14.93,2.7,g
23.1716,-8.2996,19.3335,g
27.4821,3.785,23.478,g
34.1537,6.226,2.561,g
21.268,6.2884,12.8928,g
78.1465,-18.971,6.181,g
50.131,3.0183,4.7341,g
21.6732,10.1706,39.441,g
24.0748,-8.1687,0.893,g
29.4658,-2.6286,0.2353,g
73.8427,-28.3885,9.4318,g
53.6197,-14.6654,5.4254,g
18.7082,5.487,37.4141,g
50.1452,16.3032,1.2521,g
55.8635,14.2198,2.6299,g
18.3682,-5.4332,63.084,g
70.8301,-14.1305,5.7941,g
21.6457,8.7935,30.9668,g
92.3147,10.4268,1.3333,g
84.2237,-10.9931,0.0759,g
60.0423,-11.2749,52.36,g
29.549,-8.8034,0.9098,g
21.6252,-6.4939,13.3261,g
13.1758,10.5567,5.341,g
27.8634,-8.251,10.3051,g
26.0022,-8.3453,59.468,g
28.4681,-3.8845,23.221,g
33.7019,12.6786,4.542,g
21.9839,-11.2571,19.9366,g
82.2887,-6.6126,0.5058,g
38.5256,14.8145,31.9183,g
56.9612,-13.1041,39.579,g
19.5137,-4.2375,43.7446,g
56.1006,14.4139,12.322,g
21.3305,-7.5809,15.8492,g
24.0631,6.3309,11.6251,g
69.0334,-13.6786,4.914,g
21.8607,11.5292,5.205,g
26.3327,-9.3139,27.6552,g
12.6531,-7.3446,26.61,g
59.2332,-15.9741,3.6478,g
30.1632,-20.8636,87.2246,g
18.3155,2.0348,2.559,g
18.9358,9.5202,78.822,g
29.4841,-5.4809,17.995,g
29.0922,-8.2355,16.05,g
66.9575,-22.5145,3.996,g
63.2098,-13.8427,1.1808,g
28.8197,-8.2233,25.421,g
22.414,10.8394,37.3241,g
22.2142,6.4114,23.936,g
34.5402,8.8301,12.336,g
21.5016,-7.9863,32.9097,g
46.2936,6.4114,1.192,g
86.9287,-9.7501,2.3402,g
19.1111,8.3654,61.988,g
53.3069,-23.6743,1.762,g
18.0762,-11.3148,20.997,g
35.2593,11.4688,29.8043,g
87.9511,18.1359,2.554,g
28.5536,14.4769,12.806,g
12.8337,11.5261,9.9252,g
34.4717,-9.2102,8.3289,g
47.9863,8.3362,3.9724,g
45.4644,24.0769,4.5248,g
28.1264,16.6081,56.248,g
21.7666,-10.9609,23.7678,g
74.4488,20.1857,0.1431,g
64.8184,21.2048,10.068,g
17.2258,4.7063,49.9518,g
51.9672,4.8777,2.3446,g
37.9626,13.4721,0.0895,g
57.1095,-11.3247,34.613,g
67.9416,-13.9615,5.617,g
38.5207,-30.2098,8.443,g
85.054,-16.878,2.82,g
34.9887,-6.6438,3.1813,g
47.4846,11.4219,3.0261,g
13.2566,11.1924,15.671,g
35.4044,7.5769,21.198,g
17.6485,-4.3932,23.7151,g
86.5389,4.4207,1.53,g
86.0486,-18.8093,2.005,g
69.0597,4.9476,13.1301,g
35.4783,-12.5216,60.676,g
103.705,18.3177,2.4726,g
21.7471,-11.5252,16.005,g
35.3663,-11.7037,6.7587,g
31.0833,15.2197,1.041,g
22.8715,-6.3559,50.757,g
51.8097,-9.6974,8.0894,g
75.4299,22.0215,10.217,g
16.5471,-7.3818,55.8503,g
22.948,-7.9648,65.6668,g
23.4477,10.0523,4.141,g
30.0623,-4.6608,32.1731,g
92.3205,-17.7369,2.0919,g
31.0838,16.4527,22.6709,g
25.7487,-8.052,24.031,g
88.6236,-17.6673,0.77,g
99.0964,29.265,0.983,g
20.7706,-5.953,19.8866,g
22.4236,-4.5251,53.815,g
26.8784,6.545,34.2142,g
64.4096,-12.6245,8.0335,g
53.3355,9.8957,2.523,g
26.7112,-10.4288,78.7402,g
67.3067,-21.5674,5.761,g
79.2728,-11.1655,12.424,g
20.2048,-5.547,6.745,g
38.4073,-17.1513,11.4565,g
27.5457,6.8762,16.7712,g
24.788,-13.349,57.5441,g
31.0277,-4.3004,0.3403,g
30.858,27.6793,1.0274,g
74.2516,13.4662,3.2129,g
27.3505,8.0624,15.7217,g
20.4405,-5.7382,3.57,g
43.5163,-6.1321,9.4008,g
53.1321,-16.9696,7.5444,g
94.42,-21.9853,3.9059,g
23.9049,3.8512,19.4896,g
49.0724,9.1958,11.24,g
69.5005,-20.4098,7.564,g
25.1784,17.6159,85.181,g
21.0846,-7.4203,3.6007,g
36.5605,-4.3761,11.288,g
25.4301,15.2313,4.087,g
37.2286,-29.0013,16.6959,g
18.0929,-3.6485,6.1193,g
71.8058,32.3752,7.0849,g
17.1061,-5.7905,0.3185,g
18.5143,-10.8866,86.0763,g
27.518,6.3812,6.1065,g
81.4337,26.5058,3.511,g
22.0089,-6.6602,60.2891,g
49.3531,-11.6485,22.18,g
21.1221,-11.544,75.3948,g
17.9549,6.0658,6.7579,g
21.4765,-7.7419,36.335,g
87.6702,17.3701,4.229,g
66.473,12.3933,0.467,g
110.58,25.1029,9.6984,g
18.3932,5.0307,49.511,g
23.3346,4.4284,2.7921,g
20.5786,-5.8163,56.336,g
67.0121,10.6587,2.123,g
20.6361,3.969,2.0956,g
26.0797,5.2148,59.946,g
158.211,17.5639,17.3604,g
39.1714,-4.1555,6.8181,g
18.2835,3.6737,26.9047,g
50.0861,13.7955,17.293,g
106.05,16.4733,1.987,g
75.1882,-10.5364,1.253,g
26.1094,2.7544,72.118,g
25.2213,-6.3854,7.247,g
77.6046,-17.1458,3.821,g
30.2098,9.4231,32.907,g
25.9722,22.694,15.733,g
27.5203,10.0941,57.6127,g
135.909,13.4955,67.903,g
20.8879,-15.5852,58.144,g
63.4169,-10.4784,7.695,g
19.1646,13.3304,70.0002,g
25.0221,9.639,82.9593,g
99.9956,-8.6632,0.12,g
33.3412,-11.1938,8.787,g
22.1774,-6.7297,52.7541,g
19.8547,-5.3479,42.523,g
48.9319,-10.1152,1.645,g
28.3107,-14.3171,4.714,g
17.2632,7.4399,43.542,g
42.1563,-19.6889,49.156,g
22.7309,17.5185,66.851,g
64.5397,-21.9605,13.377,g
45.8873,13.4505,4.521,g
18.4698,-9.753,13.323,g
86.7474,11.7413,16.624,g
41.2937,8.7423,5.153,g
30.3926,0,0,g
38.1817,-3.1071,2.572,g
98.5879,20.4089,6.4959,g
55.6718,5.7906,1.6831,g
20.0767,15.7854,71.363,g
79.664,5.1437,1.709,g
38.2274,18.3274,45.8891,g
73.3751,-14.5056,11.261,g
81.2822,-5.1315,5.648,g
37.5053,-13.9538,8.6201,g
24.6423,10.9036,23.9541,g
57.6389,18.4333,0.619,g
35.4559,-14.9431,2.075,g
77.7161,-23.6233,1.0204,g
92.1213,29.2276,0.7519,g
28.2025,8.9818,20.162,g
39.1574,9.1642,13.7782,g
35.3852,8.6959,7.802,g
61.9284,16.2768,1.571,g
22.9984,11.1359,41.034,g
37.8354,7.7546,13.932,g
110.097,18.7157,5.346,g
28.643,7.6653,9.43,g
73.4805,-10.4412,2.797,g
85.0908,-9.9476,0.4645,g
61.3416,-8.9958,0.8541,g
50.3466,-5.7697,3.915,g
27.2873,11.2756,17.919,g
36.9453,4.3445,2.242,g
110.16,15.8038,1.5291,g
18.2028,5.3072,2.5957,g
37.5816,9.2668,7.3987,g
26.503,7.1181,30.148,g
43.1787,-12.3755,15.4188,g
123.466,-20.9635,54.6896,g
31.0954,-9.3954,72.4556,g
28.7894,8.5703,15.6309,g
24.8227,-13.6161,20.949,g
50.6334,-11.0617,13.767,g
20.1333,9.61,72.8171,g
38.3448,-5.8822,0.1899,g
96.3203,10.7497,84.7342,g
34.7947,-9.1347,5.3643,g
97.3151,22.2258,2.984,g
21.6558,7.6043,17.935,g
38.8799,11.6233,0.704,g
51.094,-15.4451,0.746,g
100.817,-21.7596,0.8128,g
47.0893,-7.5246,2.621,g
43.8482,5.569,3.636,g
44.5463,7.7348,4.501,g
94.0405,-21.468,2.148,g
31.8569,8.0534,11.217,g
47.3469,7.6897,12.801,g
27.6431,-14.7213,14.669,g
46.5394,-14.2453,7.146,g
46.6663,-12.2564,3.1992,g
65.5126,-16.8557,0.087,g
22.2442,-6.9374,6.6462,g
51.6397,-8.7859,1.5888,g
50.1678,15.9248,0.922,g
95.5973,16.6877,0.5731,g
73.7622,10.1986,17.123,g
27.5557,5.4037,21.3825,g
48.3543,-13.894,6.4053,g
32.4134,-11.5562,17.831,g
23.1224,14.2731,57.1013,g
125.248,-8.0421,83.7287,g
25.2365,12.1509,47.1567,g
21.0981,8.6319,66.57,g
29.6979,-17.6355,9.01,g
33.3237,-3.2959,42.108,g
88.5562,10.4241,0.8794,g
22.494,-10.1801,52.917,g
94.772,17.1236,4.109,g
121.392,23.8947,2.3568,g
69.675,14.7282,1.649,g
36.5852,-8.9989,10.337,g
22.9006,-8.2808,11.7582,g
21.1472,6.2189,45.607,g
21.5605,-6.4804,80.8843,g
92.2265,-11.3944,5.0667,g
64.2085,-29.3788,13.8747,g
19.1447,11.5903,24.6315,g
44.4009,13.2538,6.405,g
93.6783,21.5958,0.667,g
54.3183,16.6826,4.6472,g
28.5828,-3.6791,3.05,g
43.2269,10.3147,26.0548,g
45.952,18.5289,24.992,g
38.8527,-7.8146,4.604,g
103.274,-13.4292,5.2374,g
113.789,-15.0999,2.3023,g
58.3208,14.3932,3.4996,g
22.7269,8.3771,8.681,g
27.0634,-5.5194,31.108,g
60.5815,11.611,6.0049,g
105.305,21.6329,4.985,g
26.4332,-8.1366,5.3365,g
111.657,-12.0748,3.348,g
20.2305,3.464,9.4872,g
72.3869,-33.5018,14.878,g
73.5568,-15.7186,3.062,g
58.6959,-9.5868,2.2573,g
53.4704,12.5223,2.8916,g
75.596,-7.5942,5.9909,g
43.8878,9.9526,1.137,g
70.4372,17.5967,0.875,g
19.8566,-11.4497,75.356,g
44.2294,10.2831,4.862,g
34.6633,-10.9382,6.1287,g
71.2165,23.0812,13.0114,g
54.6903,8.7147,22.307,g
47.371,5.8394,3.4872,g
31.7518,11.5886,4.706,g
17.3357,3.6979,22.2335,g
25.6828,-6.5384,56.894,g
117.879,-5.0068,3.408,g
20.8214,9.8039,3.8562,g
41.7574,-18.3957,1.935,g
51.5202,11.2022,13.747,g
22.3855,6.7801,13.9756,g
70.0054,15.9637,7.789,g
23.3353,7.5957,29.1324,g
62.2522,15.5675,3.375,g
55.9732,-11.9677,8.528,g
78.1631,-27.3007,7.741,g
59.4,17.232,4.789,g
29.6454,7.9872,25.0017,g
20.7334,5.9262,0.208,g
18.8734,-14.4939,17.1286,g
17.8613,-4.7386,45.5168,g
92.1441,33.2317,3.949,g
58.9884,-13.1407,12.3224,g
63.6229,17.7033,1.0007,g
