@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,3-4,9,11'

@attribute FLength numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
61.7197,3.3175,0.1925,1.32,g
66.0687,2.9643,0.2823,5.369,g
17.5926,2.2175,0.6182,34.553,g
45.0186,2.8848,0.3325,8.59,g
59.4407,2.9734,0.3424,5.836,g
32.5446,2.7007,0.2809,12.117,g
13.2147,2.1917,0.791,58.2994,g
55.2401,3.2,0.2265,8.2751,g
68.9088,3.3161,0.1657,0.7358,g
21.4296,2.5397,0.4214,12.4053,g
61.1326,3.2777,0.22,6.887,g
13.1462,2.1055,0.7686,55.1153,g
38.229,2.5308,0.3711,3.7101,g
59.8099,3.7199,0.1511,1.0275,g
66.8196,2.7202,0.4952,6.014,g
56.7107,2.749,0.221,2.489,g
67.8366,3.346,0.1506,21.3936,g
19.0602,2.437,0.5155,9.3668,g
46.6663,3.2398,0.2245,3.1992,g
28.2195,2.6133,0.4312,12.214,g
33.3772,2.5993,0.405,9.2004,g
12.8548,2.2867,0.8165,73.8778,g
39.2466,3.1817,0.2468,18.4082,g
44.7045,2.5694,0.3396,13.3324,g
31.7333,3.216,0.2347,35.2665,g
29.6407,2.9619,0.3504,26.1855,g
21.6948,2.0846,0.6996,23.451,g
53.6432,3.2208,0.2358,2.6359,g
83.3164,3.2398,0.2073,2.39,g
34.1382,2.2405,0.5977,0.0002,g
50.7517,3.3698,0.1579,6.392,g
27.4977,2.5623,0.3288,76.155,g
63.7085,3.3946,0.1165,28.387,g
26.8792,2.3664,0.4817,14.7135,g
21.9086,2.4257,0.5441,50.2519,g
17.9821,2.3032,0.5672,23.651,g
39.0778,2.6325,0.324,11.3232,g
53.3069,3.028,0.3957,1.762,g
22.971,2.6712,0.3731,53.939,g
19.2624,2.4158,0.5605,56.5669,g
100.5,3.3883,0.1415,2.3248,g
73.8934,3.6079,0.1359,3.9424,g
41.2127,3.0426,0.2448,9.425,g
21.2664,2.7033,0.4812,51.8789,g
50.4557,3.1229,0.269,7.6353,g
18.8589,2.4091,0.5731,13.872,g
24.6949,2.534,0.4327,1.696,g
35.2694,2.5472,0.4397,13.316,g
23.2889,2.5593,0.4497,23.325,g
35.5642,2.7164,0.3305,2.03,g
18.1398,2.2148,0.561,35.2731,g
53.7411,2.78,0.2805,26.16,g
39.9736,3.4241,0.212,9.6193,g
28.3406,2.4409,0.4384,27.015,g
37.1211,2.7431,0.3686,11.929,g
28.7647,2.8106,0.2753,1.126,g
56.8471,3.0181,0.2302,22.2377,g
36.0591,2.9941,0.2889,17.968,g
19.1106,2.6609,0.5087,19.125,g
114.331,4.1676,0.0994,2.109,g
95.5597,3.0519,0.2422,0.669,g
60.5182,2.6799,0.395,0.565,g
57.7781,2.9143,0.2667,0.5243,g
95.7802,3.5245,0.1494,8.2692,g
17.4309,2.3304,0.5467,66.1157,g
15.4038,2.3927,0.6397,13.4796,g
23.1363,2.3627,0.4946,3.438,g
37.2558,2.7226,0.3371,14.8817,g
28.4409,2.7723,0.3851,3.397,g
42.1493,2.9877,0.285,5.9184,g
41.3581,3.1327,0.2431,13.988,g
24.5528,2.7376,0.452,37.199,g
55.1999,2.7114,0.3343,1.676,g
46.2936,2.9513,0.2349,1.192,g
66.6014,3.0992,0.1528,2.4355,g
39.0441,3.2453,0.2081,25.577,g
102.45,3.0728,0.208,9.451,g
51.5423,2.4456,0.4194,37.141,g
48.9754,3.1452,0.2126,1.66,g
44.9886,3.065,0.2213,6.065,g
19.9501,2.0846,0.7325,4.317,g
65.7368,3.332,0.1364,11.6143,g
13.3786,2.2516,0.7955,77.826,g
21.4143,2.1383,0.7564,81.9378,g
31.1073,2.534,0.4474,22.259,g
58.8451,3.3036,0.1928,0.5904,g
64.5569,2.658,0.3956,1.1676,g
17.9263,2.2765,0.5979,52.3308,g
21.3241,2.2227,0.5689,40.3954,g
87.8596,2.9337,0.2306,4.4324,g
41.6067,2.4639,0.4364,8.17,g
93.1431,3.9876,0.1239,0.4777,g
20.9599,2.1255,0.6891,27.138,g
86.3172,3.3879,0.1887,0.897,g
78.7682,3.5831,0.1481,2.3175,g
40.3332,2.7279,0.3873,5.2049,g
59.9876,2.772,0.3009,5.453,g
26.2244,2.639,0.4478,4.845,g
25.8842,2.5085,0.3752,23.417,g
112.238,3.252,0.2771,0.9466,g
67.1152,2.7969,0.3384,40.61,g
23.2215,2.5735,0.4993,4.861,g
24.3133,2.4464,0.5188,1.8092,g
12.9506,2.1319,0.7454,13.5225,g
34.1537,2.7139,0.3034,2.561,g
26.6089,2.4728,0.3704,1.407,g
31.5555,2.4691,0.3939,37.3817,g
18.1548,2.2967,0.5758,89.6759,g
29.7378,2.5821,0.4058,14.908,g
29.7001,2.5099,0.4513,43.4617,g
28.2507,2.5447,0.3566,1.282,g
31.693,2.5296,0.3811,10.5089,g
97.0342,3.9343,0.1198,0.4882,g
34.0176,2.98,0.2649,2.68,g
112.704,4.3784,0.0668,6.2016,g
33.1165,2.4807,0.3901,5.7762,g
30.3038,2.5205,0.4284,66.074,g
26.0078,2.2405,0.6264,22.151,g
38.715,2.6744,0.3259,22.3013,g
33.6096,2.8466,0.2235,51.7341,g
28.8217,2.8007,0.3623,3.879,g
26.9108,2.6498,0.5084,25.6089,g
26.0561,2.4969,0.4777,2.8978,g
38.1645,2.9206,0.2605,22.441,g
36.9932,2.6513,0.4353,4.1823,g
35.8348,2.9355,0.3132,3.335,g
52.4604,3.2099,0.2288,8.145,g
29.8259,2.6186,0.4116,14.0382,g
64.587,3.4475,0.2241,1.926,g
51.5363,2.8072,0.3507,11.399,g
26.2642,2.6395,0.3601,26.944,g
40.7886,2.736,0.3416,5.9571,g
45.5534,2.4601,0.3605,25.26,g
43.3619,2.6004,0.3764,0.5462,g
40.9491,2.7059,0.376,8.5585,g
25.1635,2.6304,0.3888,15.053,g
104.672,3.8711,0.1386,1.3782,g
58.6548,3.4442,0.1553,1.0525,g
23.6245,2.5478,0.4873,9.529,g
26.1936,2.5922,0.4859,27.5998,g
28.1035,2.608,0.3206,13.183,g
25.2883,2.4742,0.4664,8.2049,g
64.581,3.1695,0.1658,2.8079,g
33.353,2.499,0.3803,23.7489,g
54.9761,2.7372,0.3004,0.276,g
26.3839,2.6258,0.4426,18.9656,g
32.1883,3.0918,0.2509,13.5301,g
49.5572,2.8609,0.2466,8.1095,g
13.0339,2.081,0.7552,86.3258,g
68.9306,3.1948,0.1762,1.9026,g
29.0922,2.8222,0.2831,16.05,g
61.9571,2.7147,0.2777,3.3863,g
78.1577,2.9393,0.2197,7.323,g
35.0826,2.7016,0.4115,4.466,g
19.6809,2.2455,0.5909,0.018,g
25.254,2.1746,0.709,81.0836,g
49.8661,3.1372,0.2435,0.8914,g
30.8683,2.3918,0.4706,28.222,g
28.5443,2.3901,0.5132,11.3856,g
43.6057,2.9358,0.233,6.886,g
46.2432,3.1988,0.1784,8.99,g
30.925,2.4928,0.4405,6.255,g
68.4217,2.7566,0.3748,13.5339,g
103.083,2.4757,0.4816,68.039,g
21.8457,2.1732,0.557,56.5082,g
30.1961,2.2504,0.5843,79.825,g
32.3481,2.9009,0.2663,5.851,g
86.3828,4.0581,0.0987,2.5861,g
40.6884,2.7235,0.3781,6.2944,g
102.337,4.2258,0.0666,3.2,g
46.1392,3.2414,0.2334,3.1433,g
31.9219,2.6566,0.3616,0.0524,g
34.1859,2.3655,0.4138,8.894,g
26.15,2.3032,0.6169,29.3444,g
64.355,3.1313,0.1988,6.0676,g
47.4505,3.3788,0.1605,3.357,g
36.1483,2.8445,0.2876,13.2839,g
19.1054,2.3139,0.7039,27.662,g
18.6383,2.6435,0.5455,36.155,g
74.7173,2.9001,0.3612,10.598,g
56.5458,3.1081,0.2308,1.1326,g
21.5929,2.3512,0.49,58.329,g
30.1393,2.673,0.3524,24.192,g
41.4518,2.6707,0.3287,32.8027,g
35.9312,2.8136,0.2704,15.5754,g
22.3784,2.6498,0.3942,27.0844,g
26.456,2.7749,0.3442,27.768,g
46.2842,3.1094,0.1757,5.452,g
29.8384,2.3729,0.3814,1.575,g
41.1201,3.397,0.1571,84.7514,g
51.3033,3.2916,0.1395,9.668,g
38.8804,2.6994,0.4176,3.533,g
24.9766,2.5635,0.5219,2.298,g
21.4177,2.1123,0.7413,38.6953,g
31.3847,2.6561,0.4238,55.967,g
35.0856,2.9217,0.3174,19.8801,g
46.5349,2.9978,0.2663,8.698,g
13.0133,2.2188,0.7674,31.914,g
62.7921,3.3498,0.2029,2.477,g
26.9196,2.6684,0.3562,7.9478,g
25.812,2.2956,0.4709,37.8541,g
21.974,2.3201,0.6077,23.452,g
57.4339,2.5478,0.3428,11.365,g
57.4424,3.718,0.1656,3.1991,g
75.1882,2.9571,0.2241,1.253,g
71.912,3.3059,0.178,0.738,g
25.4223,2.1383,0.72,26.188,g
74.2393,3.2633,0.1603,3.5078,g
58.0322,2.8834,0.3205,30.337,g
33.5981,2.7756,0.3521,16.463,g
28.6949,2.3149,0.5182,19.258,g
26.7641,2.5563,0.3194,32.534,g
98.719,3.2377,0.2233,0.8402,g
32.8822,2.5563,0.3361,8.007,g
24.0471,2.667,0.4521,31.0402,g
56.6077,3.568,0.1952,2.4729,g
16.8461,2.4683,0.6088,31.5053,g
12.8465,2.0986,0.7251,67.814,g
41.4527,2.8606,0.3156,9.14,g
78.0691,3.3742,0.1834,0.916,g
28.7649,2.2553,0.6056,11.0535,g
28.0588,2.7214,0.3096,28.4823,g
38.1346,2.7853,0.2689,11.418,g
18.5062,2.2967,0.6061,0.3676,g
36.081,2.4586,0.3652,4.7156,g
71.5533,2.7997,0.3283,5.421,g
27.4986,2.2279,0.568,43.9124,g
35.2375,2.4265,0.4082,11.053,g
86.9287,3.0147,0.1769,2.3402,g
40.0276,3.4876,0.1581,19.335,g
46.9198,2.9428,0.243,4.2278,g
69.0334,3.514,0.2238,4.914,g
91.7393,3.6453,0.217,0.0881,g
22.6135,2.1931,0.5385,10.7152,g
48.8411,3.2675,0.269,3.1548,g
100.408,4.2939,0.076,0.217,g
31.8413,2.3775,0.5199,14.307,g
43.5404,2.525,0.4896,9.6758,g
17.7397,2.4807,0.5223,3.4241,g
12.8,2.1383,0.7273,63.8866,g
18.8077,2.3579,0.6842,6.865,g
88.6236,3.3852,0.1994,0.77,g
93.9755,3.6192,0.2221,0.7124,g
15.0587,2.3997,0.7211,25.9856,g
31.5762,2.7597,0.3374,0.549,g
76.4663,3.231,0.215,4.4052,g
39.5009,2.6656,0.3585,2.265,g
25.6468,2.7493,0.285,3.2549,g
20.4263,2.1833,0.741,68.4478,g
51.9989,2.6508,0.3374,11.322,g
20.973,2.281,0.6283,6.917,g
79.1886,3.273,0.1856,2.6,g
44.0512,2.8621,0.2637,3.4161,g
51.7157,3.0469,0.184,10.8389,g
28.582,2.7304,0.3516,52.8284,g
21.6757,2.3829,0.4928,42.3811,g
19.3209,2.3711,0.5532,62.041,g
42.3207,2.8439,0.3367,9.1652,g
84.2237,3.455,0.1708,0.0759,g
85.3384,2.6355,0.3287,4.915,g
92.3071,3.9473,0.1339,0.0972,g
101.462,2.9761,0.2367,8.2623,g
73.6129,3.5681,0.1795,1.141,g
32.4786,2.9112,0.3387,5.956,g
22.2,2.2718,0.6203,42.7312,g
16.5149,2.2833,0.5938,48.896,g
22.9984,2.7033,0.3881,41.034,g
66.7064,3.2703,0.1948,3.2846,g
57.7671,3.0911,0.1711,7.4076,g
21.6096,2.4257,0.5103,9.9943,g
32.8531,2.4683,0.4286,15.4667,g
31.4932,2.7097,0.3122,19.0525,g
29.2457,2.4878,0.3935,4.6888,g
63.5206,3.2717,0.1385,6.168,g
63.9927,3.2015,0.2427,1.338,g
31.2386,2.6826,0.3489,9.5808,g
71.3694,3.2536,0.2839,3.048,g
18.9455,2.2095,0.5864,47.57,g
31.4029,2.2553,0.5444,55.708,g
85.7345,3.9618,0.1705,5.6722,g
26.0249,2.5315,0.4647,1.3587,g
46.5394,3.0197,0.1997,7.146,g
19.9169,2.4191,0.4952,11.2053,g
20.2891,2.2856,0.6114,2.323,g
30.129,2.4778,0.4359,34.0607,g
29.6374,2.596,0.5475,64.4501,g
23.8603,2.4224,0.5104,0.557,g
31.8369,2.6817,0.3434,8.419,g
12.924,2.1629,0.7423,59.2402,g
77.9834,3.2053,0.2188,12.316,g
27.3898,2.9607,0.2868,73.467,g
28.1363,2.7396,0.3534,25.3978,g
33.2272,3.0658,0.2544,29.984,g
28.1606,3.0346,0.3306,1.0892,g
16.4287,2.3444,0.5792,15.576,g
21.9807,2.3997,0.6056,24.17,g
48.9731,2.9467,0.2826,3.7944,g
43.1587,2.8038,0.2545,11.521,g
64.3901,3.2758,0.212,4.354,g
16.1929,2.3502,0.6607,59.383,g
50.9671,3.3062,0.1917,1.594,g
31.7073,2.4757,0.4415,29.067,g
48.5258,2.937,0.2486,1.2651,g
32.5686,3.0537,0.2342,23.94,g
47.6457,3.3267,0.2139,3.8153,g
80.9821,3.4794,0.1612,3.3473,g
78.2925,2.9365,0.2546,0.925,g
22.4155,2.5763,0.4748,89.9155,g
59.8073,3.2693,0.1974,0.466,g
42.1568,3.1214,0.1369,21.4458,g
70.0897,3.1908,0.1959,0.662,g
13.4443,2.2055,0.8037,83.0514,g
102.611,3.7644,0.1445,1.1606,g
23.6609,2.5769,0.453,15.2553,g
19.0999,2.1746,0.7492,34.841,g
27.8774,2.785,0.4085,37.707,g
95.7927,4.1743,0.099,0.68,g
77.9716,3.2819,0.2497,1.855,g
26.7106,2.6395,0.4633,10.5863,g
21.0042,2.372,0.5817,21.891,g
13.0087,2.2589,0.7603,18.8501,g
89.508,4.0371,0.1133,1.7565,g
78.709,3.587,0.2096,1.3633,g
95.6239,3.8914,0.1235,3.744,g
21.5016,2.4208,0.5199,32.9097,g
16.2895,2.3541,0.6062,8.8466,g
59.0991,3.4068,0.1532,7.378,g
18.52,2.2956,0.4861,76.716,g
52.9502,3.056,0.2286,0.2328,g
77.228,3.3032,0.1443,0.386,g
26.1518,2.5237,0.4401,10.531,g
21.5804,2.3284,0.6667,48.415,g
30.2098,2.3692,0.3932,32.907,g
70.1757,3.8166,0.1599,0.695,g
73.3131,2.857,0.3266,4.155,g
25.16,2.3191,0.4556,25.7405,g
55.3893,3.2821,0.2074,1.5204,g
24.1401,2.4393,0.4182,11.711,g
17.3057,2.2672,0.6108,7.894,g
29.5559,2.3636,0.5887,39.4223,g
19.2981,2.3988,0.499,23.0737,g
34.9887,2.5971,0.3717,3.1813,g
98.6223,3.3109,0.1984,2.1682,g
17.1908,2.5855,0.6,0.076,g
29.3977,2.3032,0.5771,5.965,g
31.8536,2.5347,0.3679,2.004,g
24.2801,2.7619,0.2855,48.801,g
44.328,3.2117,0.2383,17.3632,g
41.1346,2.574,0.296,21.5,g
27.4824,2.5688,0.3779,1.8427,g
80.4811,3.2006,0.2042,1.536,g
33.5735,2.5321,0.3906,4.3297,g
29.3609,2.6767,0.3916,4.75,g
20.3113,2.2467,0.7082,23.439,g
34.6319,2.6721,0.4255,1.553,g
34.2306,2.7352,0.3109,1.3814,g
13.0566,2.1287,0.7584,58.21,g
29.9698,2.3314,0.8298,9.344,g
13.0419,2.1287,0.7584,70.9927,g
28.3545,2.6415,0.4247,39.2035,g
32.6702,2.5982,0.338,38.082,g
53.0503,2.3683,0.4839,11.762,g
82.4622,3.4104,0.1629,4.232,g
23.3724,2.316,0.6329,7.1894,g
48.8841,2.8038,0.3441,1.783,g
58.5781,3.0596,0.163,7.042,g
17.6309,2.2227,0.5748,12.616,g
64.5882,2.896,0.2884,4.603,g
92.4484,3.4125,0.1447,13.3408,g
26.1739,2.6048,0.4273,2.988,g
59.0912,2.2967,0.5606,8.94,g
39.1714,2.6355,0.3819,6.8181,g
98.8556,3.6953,0.0827,6.8764,g
17.2234,2.3747,0.6793,2.7355,g
37.1197,2.6454,0.3846,9.829,g
40.2116,2.4871,0.4723,17.833,g
24.6542,2.5599,0.4518,19.0658,g
86.4685,3.7818,0.1438,0.8473,g
114.853,2.5145,0.4067,5.608,g
64.3192,3.4539,0.1762,7.653,g
19.5229,2.0952,0.755,38.5188,g
29.3066,2.499,0.3772,5.041,g
64.2157,2.8654,0.2849,3.029,g
31.1574,2.7388,0.3613,17.2362,g
17.6496,2.1553,0.5385,32.8778,g
61.9038,3.3678,0.1946,4.76,g
13.2142,2.4133,0.7413,9.197,g
70.0452,3.049,0.3332,15.494,g
12.8328,2.2368,0.7304,62.804,g
51.4525,2.5072,0.3764,1.987,g
25.8809,2.633,0.44,12.0537,g
48.0501,3.3365,0.2009,19.9604,g
26.3995,2.5159,0.4634,1.679,g
41.311,2.702,0.4369,0.0339,g
39.3506,3.0406,0.1767,9.66,g
34.3872,3.2924,0.2198,20.7695,g
73.9175,3.0661,0.1992,0.772,g
92.7295,3.1638,0.2373,0.9268,g
42.97,2.8672,0.2105,18.49,g
27.3827,2.5521,0.3619,7.913,g
31.5085,2.7619,0.4291,20.8552,g
48.4646,3.2146,0.2508,13.183,g
40.7668,2.6444,0.2721,6.235,g
29.1755,2.9664,0.2788,34.4518,g
36.6553,2.9872,0.2492,5.529,g
80.7442,3.5449,0.1038,3.0108,g
21.4908,2.5058,0.4368,62.628,g
18.1716,2.586,0.5344,33.8273,g
18.2541,2.233,0.5848,57.6026,g
53.3643,2.9289,0.2179,11.5856,g
20.0401,2.6258,0.3527,65.186,g
25.4578,2.4417,0.5606,3.363,g
51.1771,3.3264,0.2349,1.203,g
46.7713,2.9523,0.2489,6.4139,g
92.0265,3.8482,0.136,1.0326,g
76.763,2.7016,0.3658,6.853,g
91.3305,3.3411,0.1573,1.653,g
20.0259,2.4749,0.4992,28.966,g
65.3382,3.363,0.1985,0.847,g
63.7247,3.2632,0.2057,3.4161,g
12.9733,2.1658,0.7713,6.984,g
19.8358,2.4273,0.5009,15.6293,g
17.1299,2.2577,0.6575,80.5999,g
42.6857,2.7105,0.3369,0.8095,g
74.8406,3.6868,0.1415,10.0169,g
21.0145,2.3304,0.5701,3.9389,g
48.7524,2.8215,0.3424,6.9178,g
18.2548,2.233,0.5789,0.535,g
12.5778,2.0774,0.7029,58.1539,g
104.44,3,0.218,3.2824,g
12.9698,2.1804,0.7459,55.8846,g
21.7439,2.2683,0.7601,11.6322,g
23.556,2.3191,0.4652,1.5306,g
37.8655,3.0372,0.3185,0.759,g
33.8599,2.5159,0.4451,7.0281,g
19.5502,2.3201,0.6077,17.368,g
62.0023,3.5554,0.1492,0.505,g
29.1329,2.7003,0.3908,1.2986,g
30.6055,2.8407,0.2857,7.5782,g
28.9066,2.6425,0.3462,23.9718,g
54.5413,2.6449,0.4507,14.244,g
39.1912,2.8716,0.2675,2.992,g
32.115,2.4735,0.4672,7.1086,g
229.817,2.2934,0.4733,73.975,g
21.9932,2.1931,0.5577,42.753,g
48.0293,2.7832,0.3855,2.397,g
22.4678,2.2418,0.7564,0,g
20.2919,2.6004,0.4768,22.438,g
22.8676,2.5289,0.4734,26.988,g
81.2829,3.3507,0.235,4.074,g
23.7453,2.4057,0.5383,32.932,g
36.3008,3.1002,0.2414,0.83,g
76.2191,3.5086,0.2257,1.1725,g
34.6114,2.7774,0.3506,1.5901,g
79.0219,3.0416,0.3289,1.202,g
27.3848,2.4778,0.5724,6.383,g
23.0951,2.5328,0.4985,12.434,g
38.0484,2.8785,0.3294,2.035,g
64.0613,2.9042,0.3304,5.813,g
24.8354,2.3222,0.3762,31.7177,g
74.7577,3.684,0.1675,0.8433,g
89.5444,3.5707,0.1827,2.459,g
21.7287,2.3598,0.5939,35.7407,g
61.9078,3.3528,0.2002,3.613,g
34.3359,2.3802,0.5833,20.3047,g
89.3461,3.587,0.1703,0.485,g
23.0991,2.2923,0.5918,1.618,g
63.5795,3.4246,0.222,0.6445,g
34.611,2.5465,0.3835,0.9038,g
96.2358,4.0803,0.092,2.2634,g
20.9348,2.2636,0.7084,0.9086,g
44.1166,2.7597,0.2817,4.4378,g
60.1899,3.2515,0.2146,0.123,g
98.484,4.014,0.1099,0.637,g
22.894,2.4969,0.4586,69.6348,g
91.3478,3.524,0.2113,1.027,g
64.1393,2.8558,0.3108,1.5789,g
28.4847,3.0835,0.2434,42.931,g
56.6218,2.3784,0.4142,1.0356,g
18.8206,2.1492,0.5248,18.121,g
20.3075,2.3962,0.6064,13.93,g
16.4015,2.3598,0.5983,34.9176,g
28.9654,2.4893,0.3728,15.563,g
18.9883,2.5809,0.3963,39.2377,g
115.948,4.4133,0.0597,1.744,g
25.8556,2.2648,0.6141,12.2095,g
19.4791,2.2967,0.6818,0.4907,g
18.1376,2.3096,0.6078,50.24,g
103.531,3.2872,0.1316,2.739,g
34.3508,2.5664,0.3664,3.013,g
28.2866,2.1959,0.586,36.5127,g
64.9081,2.8241,0.2279,8.841,g
67.5331,2.8488,0.4108,9.4092,g
80.4337,3.227,0.3166,0.867,g
93.2868,4.1444,0.095,1.5522,g
32.169,3.104,0.2314,60.7186,g
26.4307,2.4601,0.3986,22.393,g
27.2873,2.7063,0.3422,17.919,g
52.3415,3.0953,0.3123,2.441,g
20.482,2.3945,0.4355,71.972,g
25.5642,2.5729,0.4786,13.3833,g
30.3114,2.7493,0.4061,18.0418,g
62.3965,2.7063,0.3127,6.155,g
19.7981,2.1569,0.7944,0.623,g
23.9534,2.4976,0.5056,11.5163,g
27.1944,2.4472,0.4214,3.2782,g
26.4121,2.6042,0.3458,20.435,g
24.788,2.4409,0.4022,57.5441,g
46.507,2.3847,0.5526,13.3338,g
30.9732,2.4533,0.4613,22.8837,g
63.0722,2.5888,0.384,47.8428,g
24.2671,2.3493,0.5459,10.9993,g
31.9966,2.6385,0.4207,13.294,g
18.5177,2.3766,0.6891,58.404,g
82.0912,3.3356,0.2073,2.875,g
25.6108,2.5838,0.4329,18.184,g
18.0147,2.3901,0.5662,69.6147,g
24.1784,2.4031,0.4229,22.993,g
19.9277,2.1287,0.7807,7.035,g
