@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R3,5,7,9,11'

@attribute FSize numeric
@attribute FConc1 numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
2.7701,0.2148,80.313,9.7906,g
2.6405,0.2254,17.1568,16.37,g
2.2405,0.342,-11.3213,50.4492,g
2.6355,0.184,-49.7117,6.312,g
2.4878,0.1772,30.0814,10.5725,g
2.8218,0.1515,-5.7384,21.1876,g
2.8686,0.1658,64.8371,5.4939,g
2.3375,0.3931,9.6199,7.208,g
2.356,0.3855,-6.9421,56.5349,g
2.4031,0.4565,5.2565,29.1403,g
2.8299,0.2522,-36.1043,12.113,g
2.4502,0.25,9.837,9.004,g
3.246,0.103,28.8646,5.775,g
3.4594,0.1023,67.3379,0.76,g
3.0682,0.1132,31.3106,12.079,g
2.2718,0.3824,1.6615,54.997,g
2.3541,0.3341,-11.0277,4.135,g
2.5296,0.2408,10.7028,1.0485,g
2.9178,0.1662,60.2148,5.6897,g
2.3692,0.1902,19.8095,0.9098,g
3.343,0.0878,51.3954,0.209,g
2.6933,0.2948,20.1408,9.6072,g
4.0026,0.0581,77.3778,3.9366,g
3.4386,0.0898,50.7284,2.3493,g
2.4646,0.1973,14.7329,54.7663,g
2.5988,0.3287,21.3231,33.725,g
2.3865,0.3593,17.9199,2.4381,g
2.5145,0.237,-7.3236,3.465,g
2.7749,0.1805,51.419,39.8956,g
2.8112,0.1969,18.7922,10.9966,g
2.7789,0.1106,31.0034,4.9852,g
3.9915,0.0571,72.8704,0.256,g
3.1252,0.0933,45.0828,3.086,g
2.3701,0.2409,28.6709,31.305,g
2.6031,0.2756,31.8528,22.7129,g
3.0255,0.1014,18.924,1.3003,g
2.3253,0.2624,18.0399,24.5831,g
2.8633,0.1842,23.4627,0.4014,g
2.0626,0.3766,6.8528,66.693,g
3.2101,0.1261,26.5456,7.8384,g
3.505,0.0842,81.4065,0.5,g
3.0743,0.158,51.1045,5.1845,g
2.4298,0.3587,-11.168,7.6029,g
3.1974,0.0936,67.6604,2.203,g
2.9717,0.1062,-25.0744,2.0557,g
2.2672,0.3649,15.8176,34.677,g
2.3075,0.2833,-4.3982,17.713,g
2.1446,0.4839,5.6969,24.9009,g
2.8267,0.1587,-17.047,19.8899,g
2.2529,0.3101,9.1899,15.2489,g
4.0044,0.0553,78.5425,1.7133,g
2.6794,0.1872,-25.6666,7.742,g
2.5244,0.2138,12.663,4.9939,g
2.8179,0.165,-32.0668,3.0817,g
3.0126,0.1248,-15.4471,13.9853,g
3.1741,0.0693,67.392,4.3625,g
2.8048,0.1183,11.6558,4.439,g
3.4486,0.1141,55.3539,12.295,g
2.8995,0.1216,32.5575,1.0066,g
2.5933,0.2768,45.3496,16.5835,g
3.8422,0.0858,-39.7509,4.067,g
2.7616,0.1342,82.457,2.3023,g
2.6839,0.2288,16.5567,13.962,g
2.3212,0.2458,11.3816,31.2984,g
2.6304,0.3173,23.5684,32.3326,g
2.5888,0.2719,-19.6834,7.5907,g
2.3464,0.3446,-9.7005,87.0857,g
3.5475,0.0855,39.5737,7.4349,g
2.6439,0.1442,81.274,72.931,g
3.2139,0.1072,47.5424,2.9665,g
2.5045,0.1925,23.2398,10.748,g
2.8048,0.2045,14.4986,35.946,g
2.8092,0.1652,46.1448,6.4855,g
2.8722,0.1443,36.8694,32.443,g
2.3274,0.3176,-15.6702,78.726,g
3.4637,0.1167,19.8578,10.0734,g
3.0316,0.1353,-41.8689,2.076,g
2.7899,0.1614,-33.0324,59.046,g
3.1016,0.0962,45.5444,6.6582,g
2.5484,0.3154,20.3446,7.936,g
3.2496,0.1849,-40.8468,0.217,g
2.9297,0.1452,22.0187,21.303,g
2.9941,0.1151,-22.4582,9.8102,g
2.4893,0.1767,43.7729,23.893,g
2.3314,0.2354,-14.3596,10.4893,g
2.4749,0.1893,11.4876,17.979,g
2.7435,0.1399,27.8261,9.2636,g
2.659,0.3081,-12.0184,12.957,g
2.6933,0.1712,15.7761,38.664,g
2.0774,0.3891,8.9437,46.283,g
2.2753,0.6074,-7.0165,24.17,g
2.3927,0.3947,16.1053,32.593,g
2.5315,0.2074,5.2882,1.1303,g
2.5302,0.1873,22.8402,5.205,g
2.3988,0.3373,-13.5845,86.3532,g
2.1414,0.4657,7.282,18.1586,g
2.4166,0.228,30.4854,0.562,g
2.5459,0.2205,10.225,7.8399,g
2.5871,0.2316,7.6412,21.27,g
2.1717,0.5219,17.2571,22.568,g
2.2109,0.5077,6.3277,39.62,g
3.2407,0.1037,-19.6851,4.1267,g
3.1978,0.1531,37.0846,0.78,g
2.1658,0.4812,-5.2619,40.316,g
3.527,0.108,63.076,3.743,g
2.9415,0.1825,23.4435,3.108,g
2.1446,0.3763,-9.5968,26.948,g
2.2856,0.3705,16.5366,9.098,g
2.8395,0.1339,-33.2499,16.85,g
3.1971,0.0822,-32.1195,84.3933,g
2.4265,0.2341,-11.638,12.249,g
2.9963,0.0943,76.7409,5.4781,g
2.6547,0.1872,10.6267,24.2231,g
2.9125,0.1645,18.3475,9.549,g
2.6821,0.1944,33.3481,9.541,g
3.1256,0.1127,96.471,6.0195,g
2.6112,0.2925,4.8933,0.893,g
2.3414,0.2118,-18.2081,13.928,g
2.3729,0.2521,20.2538,37.5625,g
2.6314,0.1951,50.2178,2.9862,g
2.8976,0.212,61.5228,4.129,g
3.4442,0.1027,-24.7504,7.3364,g
2.6107,0.1801,-11.0711,15.3064,g
3.6767,0.0633,46.7629,9.1982,g
2.695,0.1705,80.837,0.329,g
3.3599,0.1164,52.6065,0.0235,g
2.9621,0.126,11.9051,13.6362,g
2.3334,0.2575,-10.8733,15.8492,g
3.0598,0.1277,48.3128,6.3073,g
2.2227,0.3503,-7.3054,11.4165,g
2.7423,0.1529,32.7001,9.772,g
2.4014,0.4147,4.3181,46.6417,g
3.411,0.131,31.4793,0.936,g
2.6096,0.215,-23.988,5.2595,g
2.5058,0.1888,44.5276,21.804,g
2.5065,0.3037,3.4829,27.041,g
2.3324,0.3744,5.9175,65.558,g
2.0881,0.3878,8.1816,4.555,g
2.5263,0.2336,-19.0498,6.9421,g
3.2002,0.1328,-44.7336,2.8444,g
2.3909,0.2215,-25.8559,17.7959,g
2.4306,0.269,-19.4875,22.9883,g
2.3918,0.2982,-14.9162,11.8733,g
3.0392,0.1211,-46.446,4.664,g
3.1438,0.1189,64.5172,3.0461,g
3.1581,0.1637,54.0013,10.262,g
3.1326,0.1566,53.0248,1.2422,g
2.5977,0.2866,-10.3792,2.8878,g
3.5178,0.1085,55.2096,0.026,g
2.5051,0.2422,19.839,23.211,g
2.8724,0.1791,21.8924,28.8991,g
2.179,0.3344,-15.3123,20.293,g
2.7864,0.1905,29.8761,18.229,g
2.5676,0.2233,23.8201,11.9419,g
2.5729,0.2714,-14.1416,19.703,g
2.6946,0.2293,19.5369,11.496,g
2.0512,0.3689,7.2461,67.1488,g
2.4526,0.2028,-14.6913,14.461,g
2.5843,0.194,-21.0507,4.437,g
2.3608,0.281,-11.4212,59.558,g
3.5161,0.0873,46.7919,1.5122,g
3.7178,0.0801,67.623,3.301,g
2.6439,0.1691,26.3055,16.2512,g
3.099,0.1596,21.48,15.103,g
2.3493,0.2886,-24.3017,25.421,g
2.4346,0.2592,13.3466,1.591,g
2.4346,0.2298,34.6064,20.997,g
3.0939,0.1116,124.856,2.2623,g
2.6238,0.2366,10.9969,11.655,g
2.3747,0.4283,19.4121,42.803,g
3.3327,0.0732,96.8571,1.734,g
3.6418,0.0989,65.2471,1.3333,g
2.3107,0.2567,-10.3498,60.8343,g
3.022,0.0993,60.4852,15.777,g
3.2628,0.1242,-12.2424,3.0825,g
2.5838,0.2595,-21.6171,8.54,g
3.8254,0.0745,49.9657,4.8245,g
2.3032,0.3756,4.1739,66.181,g
2.4742,0.3138,-24.1897,24.031,g
2.1055,0.3647,8.5221,46.066,g
2.7604,0.27,22.5779,11.8172,g
2.5179,0.2504,18.9164,22.805,g
2.0434,0.4027,-7.4255,17.031,g
2.5126,0.3579,9.3134,14.708,g
2.766,0.1208,-17.9692,10.45,g
2.0663,0.4163,9.0043,77.3146,g
3.0092,0.1258,54.0279,3.1282,g
2.8742,0.1917,22.8295,13.5528,g
2.3936,0.2848,14.3858,12.5937,g
3.0071,0.1372,17.445,27.555,g
2.404,0.357,17.9473,18.23,g
3.6759,0.1134,-7.2309,0.128,g
2.7105,0.3087,28.1884,1.8949,g
2.7042,0.1966,-33.2105,1.596,g
2.9727,0.155,29.1279,6.4438,g
2.4646,0.2762,13.6431,16.1552,g
2.5472,0.234,22.1078,16.859,g
3.1552,0.1011,15.0557,17.331,g
2.0233,0.3839,7.677,46.2009,g
3.1087,0.1382,19.7226,5.402,g
3.2398,0.1362,62.8737,3.6733,g
2.5587,0.1561,25.5705,14.818,g
3.3714,0.1248,52.4539,0.3079,g
2.5308,0.3196,17.3096,15.7149,g
2.3324,0.3279,-6.7595,42.667,g
2.8901,0.1784,51.2343,16.96,g
2.9647,0.1524,9.3382,6.3884,g
2.2565,0.3629,19.0035,48.416,g
3.3192,0.157,31.7049,4.01,g
3.1273,0.1317,41.8777,21.8794,g
3.3631,0.1645,51.8285,4.5424,g
2.2368,0.4667,6.3361,75.648,g
2.6707,0.1761,26.0123,7.225,g
2.3811,0.3139,9.5843,34.432,g
2.699,0.175,44.5411,8.7606,g
2.3345,0.3681,-12.648,59.423,g
4.2653,0.0405,81.291,1.727,g
2.4691,0.2733,-14.9558,13.2241,g
2.954,0.1662,28.1173,6.9302,g
2.8624,0.208,-20.7506,4.9786,g
2.5955,0.316,14.8564,20.288,g
2.4807,0.3157,12.575,12.1452,g
3.6383,0.1084,70.6762,4.3045,g
4.0832,0.0708,64.0663,0.131,g
3.0149,0.1464,38.9864,4.65,g
2.6551,0.1471,38.031,7.946,g
3.5075,0.1027,47.4224,1.4909,g
2.6415,0.2568,14.0629,31.784,g
2.3962,0.2149,19.0743,49.0547,g
2.9845,0.1518,-19.1357,72.786,g
3.763,0.0893,84.4981,0.7519,g
2.5717,0.2721,17.0102,2.748,g
3.2877,0.0688,69.4048,21.841,g
2.7131,0.1965,34.2839,2.771,g
3.4994,0.0869,79.8711,2.967,g
3.2166,0.1327,72.0568,2.031,g
2.1123,0.4286,13.8989,12.268,g
3.0382,0.1314,31.7972,1.5672,g
2.5031,0.2057,29.6927,35.069,g
2.6053,0.1923,-21.2356,5.7595,g
2.2122,0.2853,-8.9195,2.964,g
2.7185,0.1577,28.3973,28.551,g
3.1976,0.1393,16.4572,1.1127,g
3.0396,0.1401,-14.4249,61.727,g
2.6269,0.1688,22.2612,48.484,g
2.2529,0.2821,-8.1421,81.3657,g
2.444,0.2068,-19.691,1.236,g
2.5065,0.2695,11.2032,2.108,g
3.0103,0.1704,18.6074,5.6933,g
2.9159,0.1984,34.5847,5.148,g
3.0249,0.1572,50.122,5.8399,g
3.089,0.1723,53.4769,6.083,g
2.8552,0.1249,-18.9088,2.068,g
2.4728,0.1936,-24.0529,13.9543,g
2.6803,0.2307,14.58,27.262,g
2.6556,0.2044,25.2831,11.635,g
2.8379,0.1387,21.0436,29.609,g
2.3454,0.2641,23.9034,19.747,g
2.7716,0.1971,11.1765,10.493,g
2.1875,0.2565,-17.8097,64.034,g
2.3493,0.2662,-19.2888,16.857,g
3.0193,0.143,23.9303,31.0087,g
3.724,0.1066,38.0785,2.436,g
3.0521,0.0971,63.7642,1.4439,g
3.4173,0.0989,28.0616,8.8138,g
2.5004,0.3428,22.0226,0.708,g
3.6657,0.1124,24.3333,0.9411,g
2.8004,0.1465,20.0711,4.387,g
3.4368,0.0872,11.2721,1.99,g
3.4192,0.0863,65.376,6.9368,g
3.1543,0.1546,50.2457,11.6762,g
3.4339,0.1173,85.7075,0.3795,g
2.4108,0.2738,11.5113,75.425,g
2.7723,0.2255,19.3197,6.46,g
2.5711,0.1919,9.4054,21.5187,g
2.9151,0.1429,-14.2932,6.89,g
3.1007,0.132,-42.6944,7.784,g
2.4548,0.2614,10.8751,89.7187,g
2.4571,0.2251,9.9399,4.3446,g
3.5914,0.1326,42.4458,4.4055,g
3.0828,0.1103,48.9989,10.734,g
2.3793,0.3779,-8.0744,88.8278,g
2.2683,0.4178,8.6832,18.9122,g
2.6201,0.2818,10.607,33.2818,g
3.313,0.133,66.6702,9.311,g
2.6998,0.1766,15.1435,0.881,g
2.5051,0.2141,16.3698,17.9029,g
3.0228,0.1295,86.0683,1.765,g
3.0465,0.1451,25.3868,4.8828,g
2.5366,0.2805,-14.2576,77.795,g
2.6968,0.1578,25.3144,2.4997,g
3.0233,0.1559,13.7726,37.585,g
3.2884,0.1954,63.3974,3.8131,g
3.0218,0.1593,59.4809,5.3775,g
2.7657,0.1913,14.3481,14,g
2.5416,0.2859,-14.0385,4.0536,g
2.4464,0.2773,-21.8862,34.121,g
2.2492,0.4366,5.148,43.042,g
2.5428,0.351,16.9296,8.274,g
2.3829,0.234,18.2394,48.694,g
3.7074,0.0646,55.2388,3.301,g
2.3979,0.426,-14.9941,3.886,g
2.29,0.3103,9.8131,17.734,g
2.6839,0.1812,-11.714,6.959,g
2.8651,0.1467,59.8654,4.7613,g
2.912,0.2284,22.3978,19.182,g
3.253,0.1237,24.0854,4.173,g
2.48,0.2964,17.1985,15.7002,g
3.0204,0.1703,22.4359,2.0174,g
2.8762,0.127,13.1514,13.6718,g
2.4014,0.375,-10.7944,34.0054,g
2.5315,0.2926,-17.7512,9.0091,g
2.5045,0.3427,-10.1234,3.9731,g
2.8982,0.1005,34.0779,1.1964,g
2.3434,0.3651,7.8747,20.728,g
3.0179,0.1224,74.6589,2.4654,g
3.1178,0.1193,23.8735,8.37,g
3.3193,0.0784,21.7265,13.107,g
3.0754,0.1072,68.3545,3.298,g
2.8825,0.1723,-19.74,5.955,g
3.0177,0.1359,-18.5252,3.759,g
2.3738,0.2685,-29.7325,18.374,g
2.837,0.1594,44.9155,8.222,g
2.1399,0.279,-6.1335,68.8859,g
2.2956,0.2962,20.009,9.5272,g
2.4778,0.2113,11.6347,31.3698,g
2.6335,0.1802,61.796,8.368,g
2.4141,0.3449,-21.4781,11.386,g
3.2057,0.0931,49.2069,1.9109,g
2.781,0.1581,26.4456,3.9171,g
2.9044,0.1576,8.9112,6.377,g
2.2695,0.3683,-16.4384,8.229,g
2.1508,0.4064,13.2388,0.0002,g
2.9991,0.1618,40.5963,5.057,g
2.4728,0.2138,19.2054,19.914,g
3.8623,0.0532,110.652,1.464,g
3.4635,0.0858,59.4846,1.798,g
2.3454,0.246,-14.1801,4.1125,g
2.9135,0.1959,89.6199,4.486,g
2.8814,0.1281,-31.9521,2.232,g
2.4609,0.237,19.5023,27.762,g
3.4861,0.1135,68.0549,0.505,g
2.6968,0.1779,19.5438,28.615,g
3.0883,0.1302,34.8788,22.7661,g
2.5079,0.2345,-20.4103,17.677,g
2.9581,0.1415,-32.3376,4.232,g
3.0013,0.16,-24.1105,5.6137,g
2.2844,0.2312,-5.7444,50.6061,g
3.4817,0.0991,31.9105,0.5754,g
2.5581,0.397,-9.8726,36.709,g
2.3263,0.375,7.7221,24.0178,g
2.5775,0.2474,16.2688,19.736,g
2.3531,0.2417,-18.4292,79.873,g
3.6718,0.0753,77.3491,1.892,g
2.6207,0.1617,8.5763,9.0521,g
2.5472,0.1716,-15.7745,6.024,g
3.5327,0.1013,34.6047,49.156,g
2.3243,0.4052,3.2344,74.7762,g
2.3802,0.1812,-20.668,47.1879,g
2.9261,0.2258,-45.345,0.2638,g
2.8946,0.1931,35.6672,5.8146,g
2.9053,0.1785,18.4893,1.0274,g
2.451,0.1929,21.2462,27.156,g
2.4778,0.3544,19.5301,28.2602,g
3.9078,0.0766,44.6946,0.568,g
3.3775,0.1386,29.9876,0.546,g
3.124,0.0966,41.5932,0.2853,g
2.273,0.4133,-2.4751,54.213,g
2.8938,0.288,-25.0176,2.231,g
3.2002,0.2034,-12.6215,37.8821,g
2.7679,0.1783,-21.006,3.596,g
2.8885,0.1816,-25.2347,9.826,g
2.5717,0.2319,11.5495,10.4413,g
3.1041,0.1341,-10.3258,18.606,g
2.842,0.1619,-21.5439,23.7956,g
2.9985,0.1029,-28.1771,12.219,g
3.1682,0.1191,94.1285,43.174,g
2.6112,0.2142,12.318,39.6495,g
2.243,0.3457,5.3857,36.3007,g
3.0364,0.1448,37.1994,10.865,g
2.5139,0.2251,-10.8532,80.2386,g
3.8326,0.0595,90.1485,3.2776,g
2.2999,0.2632,-13.7213,38.1238,g
2.8142,0.1664,15.8333,9.6812,g
2.273,0.4133,13.102,70.729,g
2.6604,0.2,13.9672,12.2232,g
2.0952,0.4217,6.6421,32.761,g
2.7675,0.1904,12.7243,10.977,g
2.8058,0.1196,16.0075,4.3,g
2.9738,0.1184,81.8061,1.5131,g
2.7623,0.1858,-34.1515,69.125,g
2.5629,0.1874,37.0812,8.78,g
2.5378,0.1754,13.8432,26.7113,g
3.0899,0.0996,-27.6313,11.24,g
3.4939,0.1493,35.4985,7.181,g
2.055,0.3833,-4.7217,34.5528,g
2.1287,0.3755,11.0442,46.8416,g
2.3201,0.3565,-3.1969,63.8003,g
2.935,0.1643,104.885,0.8358,g
2.8126,0.1994,-31.883,1.325,g
2.2148,0.3384,-19.0424,16.843,g
2.5658,0.2378,9.022,21.0507,g
2.5211,0.2997,19.9482,9.6728,g
2.9122,0.1561,-14.506,11.9465,g
2.3711,0.4021,19.422,6.0144,g
2.2601,0.3544,11.831,43.0228,g
2.485,0.1948,23.6221,0.9739,g
2.6618,0.134,26.4484,41.374,g
2.3294,0.3208,15.0593,26.8895,g
3.1106,0.1074,24.1424,15.4057,g
3.2418,0.1602,-38.1147,4.374,g
2.472,0.3794,-21.5455,27.079,g
2.3139,0.4879,4.042,3.957,g
4.1715,0.0381,81.2935,1.575,g
4.0958,0.0477,78.4556,1.034,g
2.635,0.1587,-27.1316,11.961,g
3.0588,0.1236,-15.273,4.0395,g
3.953,0.0651,74.8628,4.4435,g
2.7247,0.1329,38.5473,4.4,g
2.7612,0.2071,-16.085,16.3,g
2.995,0.1229,-29.7567,0.9353,g
3.2584,0.1983,-21.2736,2.052,g
2.2889,0.2288,17.8698,28.175,g
2.6642,0.2308,24.0137,25.9867,g
2.6937,0.1771,18.9779,9.695,g
2.7839,0.1719,65.5604,30.1986,g
2.2718,0.2807,9.2521,56.213,g
3.3143,0.0934,73.6483,1.489,g
2.7889,0.1829,62.6131,14.579,g
3.8758,0.0704,77.9192,3.343,g
2.9956,0.1379,69.7426,0.4443,g
2.666,0.2859,25.2732,30.3436,g
2.4191,0.4133,8.3462,25.6299,g
2.4433,0.218,17.394,6.035,g
2.356,0.2137,-25.4106,29.924,g
2.4289,0.2737,-11.5884,13.9,g
3.2049,0.1269,53.3382,3.118,g
2.7152,0.2283,41.4758,3.965,g
2.6294,0.2664,-19.1196,42.8808,g
3.0978,0.1066,53.5763,8.031,g
2.9398,0.1591,35.8661,1.511,g
2.3334,0.29,-19.5335,4.738,g
