@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,8-9,11'

@attribute FLength numeric
@attribute FM3Trans numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
32.3022,12.326,10.836,g
34.9077,-6.7122,19.1787,g
25.675,-9.8782,19.392,g
19.0142,4.954,29.1631,g
21.2877,-10.2674,8.167,g
75.4579,-15.5098,3.952,g
20.3262,-10.1526,30.898,g
27.0941,-10.997,22.48,g
23.2866,8.7295,33.307,g
101.301,-15.8726,2.349,g
53.6984,-12.1759,68.073,g
12.9396,0.4439,72.53,g
29.0658,-11.5755,8.953,g
22.33,-10.0558,2,g
41.2574,9.4478,15.4434,g
23.7753,-12.3998,38.308,g
32.434,5.4962,59.4695,g
40.6665,-12.2557,13.2776,g
85.028,-17.8439,1.323,g
41.1662,10.6364,0.1056,g
24.1415,12.6463,13.846,g
27.0722,15.0269,17.847,g
38.439,11.102,16.4293,g
32.4073,-6.7483,9.6339,g
35.8045,-10.198,4.8668,g
41.455,-10.9301,15.3576,g
30.9136,-7.6709,11.2674,g
50.0412,16.6204,30.836,g
113.563,13.6508,11.697,g
36.155,8.2334,5.836,g
13.1797,11.8602,25.297,g
31.4779,-7.7743,0.2487,g
25.2816,15.5467,0.683,g
13.5611,-11.7877,18.919,g
29.8433,9.6283,75.863,g
13.2866,11.351,72.4904,g
62.1402,11.812,8.203,g
44.2256,6.3077,4.217,g
28.3658,-9.8803,4.663,g
19.9839,-7.9177,26.112,g
27.6162,6.0149,85.521,g
13.2362,11.7974,85.4646,g
94.0846,-23.7443,2.9371,g
90.6131,23.5816,0.8412,g
69.8139,15.612,9.604,g
41.6172,-13.3336,25.23,g
26.986,-16.386,19.4692,g
49.6514,-15.3457,0.839,g
78.5963,5.6572,2.858,g
37.0175,17.0161,64.5625,g
70.7387,-19.0346,1.415,g
27.6262,-5.2247,46.468,g
33.0954,10.488,5.86,g
28.1928,-12.4645,10.515,g
37.9315,-8.311,10.223,g
33.7694,11.3852,18.9,g
16.3876,-8.3023,39.7158,g
34.1596,14.4097,0.035,g
39.7162,10.2532,7.058,g
82.1792,-9.2112,3.333,g
24.6381,-5.9333,76.4614,g
65.0708,-6.7629,5.1913,g
27.1538,11.5446,1.692,g
96.7683,25.042,0.823,g
61.0596,-10.635,16.686,g
19.4169,-4.4851,20.417,g
33.3849,-8.5806,22.353,g
42.84,14.533,8.4993,g
45.1824,-10.0147,5.545,g
19.2159,4.2851,20.77,g
20.0879,5.278,75.3057,g
97.9296,41.8914,2.6233,g
32.8254,10.2888,37.525,g
22.913,-7.7375,18.519,g
37.3261,10.9135,4.655,g
54.424,11.555,6.918,g
112.434,101.393,6.138,g
48.1086,-1.8495,4.7215,g
12.9287,-11.643,28.1111,g
34.6098,6.4483,13.962,g
32.2869,-12.0596,5.8259,g
88.2709,-19.2065,2.21,g
39.8046,-9.4038,11.243,g
49.8709,17.54,18.1775,g
28.1793,-7.9702,10.836,g
22.6202,12.0121,36.448,g
52.622,11.0489,10.9695,g
46.6882,10.8414,27.1254,g
22.2607,13.6282,27.312,g
24.2817,-10.8193,3.829,g
95.4114,14.1293,2.526,g
44.3569,-5.3309,26.077,g
77.8986,-25.3139,2.701,g
19.295,-1.7639,69.122,g
29.1785,-5.0481,21.5337,g
28.9791,-6.4183,21.6114,g
39.5943,-13.9604,2.8951,g
26.6892,-7.5764,5.8253,g
18.8423,-7.8235,79.698,g
30.3706,17.4626,60.7795,g
22.8945,-7.9253,52.36,g
42.3083,-7.3354,1.0036,g
46.6791,-3.9128,0.461,g
41.5858,-13.6953,4.53,g
20.8589,-9.4188,36.551,g
36.3933,-11.6154,2.6313,g
19.9697,7.2398,2.681,g
59.4502,9.105,0.1321,g
13.0171,10.3619,2.5667,g
18.6708,6.7573,9.397,g
27.4626,-11.462,4.914,g
22.8211,-6.2059,8.907,g
47.8668,10.3845,1.5342,g
20.3836,5.5322,78.236,g
21.2721,11.552,38.5604,g
26.1702,-16.6961,73.17,g
21.9365,-6.3874,57.4577,g
56.8061,7.8091,11.1946,g
20.4749,10.4123,19.0444,g
18.1853,7.4341,54.9825,g
22.3087,-0.0001,19.732,g
28.8306,-8.8946,9.2923,g
40.5545,-11.8125,0.1593,g
17.3491,6.4011,63.7649,g
79.1585,-9.7485,1.975,g
27.979,5.2675,13.894,g
26.0756,15.0875,15.0673,g
32.903,-8.4777,12.2838,g
17.5048,5.654,5.9071,g
37.737,-10.9927,20.583,g
83.9166,20.6297,2.3494,g
50.7177,15.855,7.6056,g
20.3187,5.5003,48.0374,g
44.3528,-9.5446,6.9645,g
28.8227,10.0242,22.053,g
56.368,-12.9608,6.1998,g
19.7692,10.3167,65.2853,g
16.7904,6.1274,16.9354,g
25.8427,3.6327,5.484,g
30.8617,8.8122,3.253,g
92.5361,12.4642,1.4849,g
59.4806,-20.5596,5.7777,g
29.2028,4.855,49.126,g
12.9833,-6.4156,23.45,g
109.117,-32.4726,1.164,g
38.3975,19.1096,18.294,g
26.691,-8.4267,0.533,g
21.3995,-6.4042,22.623,g
86.4596,17.6035,3.633,g
78.7587,-23.7181,0.432,g
35.9235,-5.3126,0.7528,g
55.0816,-18.237,34.246,g
17.2356,7.5309,29.0239,g
80.7602,12.9443,12.3487,g
36.0439,-5.254,16.3704,g
88.7642,14.4082,0.8187,g
22.2357,-5.2796,0.0392,g
25.7916,4.5159,26.07,g
19.1691,-5.0464,21.6486,g
82.6258,-10.556,9.3363,g
43.5993,-16.5339,7.8899,g
41.6355,-13.432,35.001,g
16.9257,7.2225,88.6483,g
31.1818,-9.2373,41.428,g
36.0107,18.3962,8.56,g
20.1393,5.4482,48.746,g
26.4671,13.9648,73.0349,g
61.8286,-12.1978,19.1036,g
138.491,-23.9536,3.367,g
21.8166,-5.8701,19.496,g
12.9842,10.9724,45.726,g
24.578,-14.6811,23.8051,g
85.475,19.6189,7.1658,g
56.6139,-20.3598,9.842,g
64.3417,-18.0344,3.0013,g
17.1452,-4.9178,13.853,g
24.5566,5.6128,15.6504,g
52.6559,6.5129,9.053,g
20.5134,8.3232,71.5113,g
12.8056,7.0586,14.296,g
26.5021,-7.5553,32.9272,g
19.1399,-3.535,47.866,g
46.9647,-8.0923,1.107,g
20.9113,-9.3651,0.1406,g
17.8482,-7.7301,15.518,g
30.208,-5.1431,5.508,g
82.7097,19,1.216,g
69.7964,-13.9844,2.152,g
20.4886,-5.6667,56.8745,g
35.1149,-13.077,4.5251,g
41.4207,-15.744,5.076,g
39.1431,-15.6353,14.8637,g
90.9354,-19.6358,6.1616,g
17.5266,-6.718,14.9484,g
36.328,11.495,12.0273,g
19.7541,-0.5014,86.18,g
98.6144,16.8049,0.7895,g
28.6176,-11.3296,4.7349,g
84.2033,-12.4325,7.734,g
24.7193,8.7439,61.8883,g
42.7776,13.3917,69.097,g
50.8159,-14.7204,9.767,g
12.9926,7.3802,32.917,g
33.648,-7.6383,8.817,g
74.2366,-22.7365,11.747,g
109.252,8.1323,0.35,g
75.9021,16.2202,4.814,g
27.2926,5.466,3.366,g
30.1107,-15.3273,11.867,g
28.7554,13.564,2.941,g
21.7385,1.7874,14.2929,g
39.4843,-7.6646,1.4023,g
22.6283,9.8064,56.227,g
24.7323,6.9912,14.7714,g
51.2581,-14.0483,5.1346,g
73.7395,17.2683,9.2393,g
12.803,-10.5084,26.705,g
83.3679,23.2448,0.914,g
32.5717,11.6068,20.151,g
83.7767,9.6042,13.374,g
29.0556,-2.9564,11.7655,g
85.3249,-14.1885,6.8408,g
23.4823,1.2537,21.1996,g
20.6078,-5.8195,41.644,g
39.7779,12.0024,17.966,g
86.8165,-19.9237,2.506,g
84.8658,25.1221,1.804,g
13.0633,10.4674,22.795,g
20.3101,-4.5498,44.7651,g
77.0789,23.1293,6.8425,g
35.6255,12.294,3.866,g
47.8875,-8.5295,1.272,g
16.4338,4.322,45.878,g
31.4905,-12.8755,6.8883,g
28.2495,-9.3951,86.4267,g
22.8206,0.0001,44.9245,g
28.7849,1.9559,10.153,g
19.7158,18.6287,68.308,g
12.8979,11.7061,20.3136,g
29.4389,-12.4804,17.977,g
12.9955,-6.1961,77.375,g
40.9342,9.812,0.394,g
129.785,87.2521,58.0238,g
41.8742,-8.5916,14.6056,g
92.7629,23.7847,6.582,g
23.8212,2.9346,6.088,g
23.7506,-6.6435,14.155,g
51.4038,-10.9315,4.989,g
19.5491,3.2714,57.942,g
17.7781,-6.9412,25.2845,g
18.5402,0,76.5195,g
92.406,-18.8075,8.6244,g
46.8081,-9.4602,1.4454,g
66.9651,13.6933,5.807,g
26.3338,-14.557,23.314,g
65.754,-6.8356,2.4015,g
62.9257,-17.3309,8.6361,g
30.7557,-11.4809,25.831,g
35.4502,-8.4313,6.6866,g
26.152,5.4768,3.348,g
22.6104,9.3899,3.154,g
28.4173,13.6299,22.022,g
65.192,10.3612,8.637,g
17.8187,-4.1317,89.8217,g
23.6235,5.5092,12.4528,g
21.4256,-9.0743,39.8692,g
32.2107,-12.452,13.233,g
18.3119,4.1417,74.772,g
23.614,9.1085,33.824,g
25.2073,6.3943,59.5984,g
68.4131,-18.3673,2.9291,g
94.9287,22.6826,0.926,g
25.0085,2.9937,1.845,g
24.7406,5.9367,4.672,g
13.0433,9.0248,72.219,g
34.8593,-9.291,1.858,g
41.8803,11.338,5.1208,g
21.3925,6.3725,19.2595,g
24.4736,-14.6849,2.7837,g
33.9272,-9.9845,78.655,g
70.3425,-13.317,9.8881,g
90.9536,-16.6045,5.7787,g
34.8842,11.5767,15.9453,g
20.2088,-3.1458,11.052,g
24.3935,-4.5302,31.567,g
44.139,-14.0171,8.553,g
25.9044,5.2259,48.126,g
41.4003,8.9352,8.728,g
32.2804,-11.174,20.91,g
72.9495,-22.3897,82.1398,g
48.4012,13.903,0.839,g
86.9253,8.3667,7.553,g
103.58,23.3142,3.804,g
98.6723,26.8192,0.6137,g
64.3547,21.985,4.575,g
25.6849,-11.6748,38.883,g
12.7986,10.4015,52.052,g
70.3414,24.6572,0.517,g
40.0247,-25.2217,8.8581,g
33.3917,10.168,4.116,g
75.0145,-11.0179,2.5791,g
88.2417,9.2702,2.231,g
20.6112,-7.8231,65.696,g
19.2233,7.7947,22.3356,g
49.8634,-11.3966,3.4411,g
28.3754,10.6837,21.8522,g
61.0713,-3.6329,11.987,g
138.252,-14.7528,45.867,g
49.0423,7.0964,2.183,g
44.2198,-21.1383,22.582,g
46.4395,-8.1566,2.4723,g
29.4022,9.485,3.0127,g
36.6822,10.4837,9.2874,g
12.8589,-11.6815,28.704,g
13.3057,-11.2024,66.476,g
13.3605,-11.8987,43.485,g
25.7435,-11.6217,8.982,g
37.6859,9.8269,0.588,g
106.649,-27.4607,3.207,g
31.1292,-13.6267,5.722,g
17.5896,-10.0853,21.5205,g
34.1275,9.6661,0.9488,g
67.3393,4.2402,0.4888,g
85.926,7.9699,10.005,g
52.117,-20.8876,1.9066,g
12.9823,-11.3726,66.0433,g
15.4388,-5.4146,24.1697,g
40.6292,-15.1116,11.7327,g
49.9108,10.3998,21.104,g
20.503,-8.2177,11.4507,g
26.9438,-11.7199,1.1222,g
29.5483,6.3568,20.7634,g
32.3688,7.7011,19.01,g
26.2966,10.9348,10.619,g
41.1112,-7.8675,10.6379,g
64.447,-15.7948,18.364,g
66.0336,-19.2174,6.638,g
43.0994,10.2088,7.5064,g
49.3016,-10.7441,13.2921,g
13.1104,-10.0086,20.531,g
41.375,-3.137,1.0421,g
47.2509,9.7299,4.787,g
40.0358,-22.1493,0.636,g
26.5845,22.6797,45.538,g
107.858,13.2157,0.0791,g
47.2516,-6.9981,1.74,g
22.3325,4.2446,24.413,g
74.9258,-7.3296,3.5,g
27.5391,-8.1073,12.206,g
20.8219,3.7412,7.4814,g
13.2918,-10.9194,77.1591,g
37.8325,-21.6315,64.525,g
20.2874,-2.5528,11.804,g
67.9088,11.5289,5.515,g
24.0436,-6.8352,39.472,g
28.5206,-16.055,5.435,g
56.8378,9.0352,3.022,g
30.401,12.6533,11.3638,g
113.975,-11.3777,0.804,g
50.2148,-11.2957,9.088,g
12.893,-11.5187,78.5401,g
33.8766,10.3571,1.26,g
56.2441,-15.4309,6.436,g
28.8155,15.5394,50.306,g
29.6974,8.857,65.2841,g
74.0709,15.6598,8.7773,g
95.3553,-19.15,2.0661,g
21.1516,10.6124,21.755,g
52.4374,-12.9493,65.634,g
93.7489,-20.0791,14.3121,g
68.0583,-37.2816,17.081,g
72.5484,-13.8023,9.745,g
50.149,-15.2925,5.0824,g
35.7849,-11.7523,34.3844,g
38.0373,-7.0664,3.244,g
62.5283,-19.18,2.7337,g
26.3212,-8.3462,6.0614,g
51.0604,6.0816,2.281,g
30.4807,-5.9511,7.2421,g
53.8135,-12.2926,3.3422,g
13.0257,9.8938,27.3,g
57.4554,6.0683,3.379,g
29.5024,8.1991,3.8455,g
103.641,-14.6201,1.0959,g
78.8721,10.7116,5.892,g
47.3598,-7.8437,3.1134,g
46.4446,-11.9515,6.2087,g
88.3505,-21.4036,8.3369,g
28.1159,-12.4067,3.465,g
19.5686,6.5899,10.9472,g
20.2916,-8.0088,67.912,g
79.6249,26.9459,7.07,g
44.084,-10.1423,8.387,g
40.0184,-25.3874,4.774,g
83.6515,-24.2606,2.389,g
30.8885,-11.5359,54.9356,g
18.5594,-4.4105,17.4835,g
20.0516,5.1684,23.469,g
68.5832,-7.9707,2.67,g
44.7821,8.4655,4.0468,g
23.4016,-12.3202,21.2603,g
77.1642,-6.7083,7.7247,g
32.5113,-9.3542,5.489,g
82.1033,-18.1874,1.985,g
75.5097,28.6181,5.7551,g
36.6283,-6.7342,9.08,g
100.643,17.9704,4.015,g
25.5801,14.7861,3.628,g
13.2032,11.4334,21.6348,g
32.5748,-5.1209,11.958,g
45.903,-0.9053,0.595,g
70.5593,-9.7931,15.4093,g
30.3653,8.8247,13.5504,g
21.3806,-6.6962,12.5519,g
29.0865,-2.4604,28.4635,g
83.3455,-17.6264,12.911,g
39.5411,-3.4861,4.419,g
25.3814,5.4552,10.1725,g
56.2087,17.7267,4.526,g
102.502,19.7771,1.977,g
20.7078,-3.0105,88.9011,g
24.8961,-8.9168,8.622,g
21.244,-6.2774,49.217,g
12.8379,-9.1683,43.833,g
34.9892,-18.8081,37.9,g
21.5647,6.4816,3.908,g
36.4436,27.0947,16.04,g
22.4756,-8.5486,68.163,g
69.0482,-11.7357,5.638,g
116.741,12.9299,2.334,g
77.939,-11.3028,2.435,g
21.4291,8.7216,38.5808,g
56.2974,-7.8191,1.0352,g
26.6266,8.4577,84.2043,g
32.3176,-10.7021,12.306,g
33.4992,11.1602,16.2492,g
27.9985,2.7122,1.1388,g
29.2813,-7.8863,26.472,g
32.3994,16.9944,67.892,g
28.6367,-15.9181,2.3458,g
20.6477,-6.4436,62.0705,g
100.347,23.8056,0.9568,g
29.0484,5.7436,0.212,g
23.9597,-8.975,14.77,g
36.9855,11.428,3.1203,g
43.2691,-15.2182,1.5744,g
76.1681,12.4346,3.5156,g
92.0975,-15.7211,1.0381,g
58.7853,-14.3964,5.136,g
100.553,43.5487,6.602,g
48.7675,18.2105,16.484,g
20.6393,11.0476,41.187,g
54.025,6.1489,2.499,g
26.1343,7.3484,2.897,g
77.7367,7.7287,14.363,g
18.2467,5.6598,76.9045,g
20.5596,4.4688,82.4568,g
88.8685,-12.8327,1.445,g
65.9987,-15.8941,6.9956,g
56.8782,-16.8457,8.474,g
89.1783,-14.1409,3.221,g
60.3976,-9.8305,2.873,g
82.3739,17.5864,3.312,g
12.9826,11.6766,86.7275,g
19.8391,-10.7678,26.5117,g
24.4389,8.9482,26.1127,g
20.2525,-3.8468,53.563,g
16.7101,8.0803,2.0198,g
51.2161,-22.0663,22.5804,g
26.4404,-3.8175,18.463,g
28.4739,14.8485,28.75,g
19.5532,-8.1299,15.8331,g
36.0383,11.2548,4.35,g
12.7921,10.151,12.2449,g
23.6195,-20.1706,77.2884,g
77.8167,-11.3003,2.219,g
33.7665,7.1987,2.916,g
23.801,-7.0968,5.753,g
41.7541,5.8015,59.954,g
27.0711,-11.3366,41.5118,g
35.1185,9.6784,84.9057,g
35.3659,-11.2864,69.35,g
76.3866,-21.8353,10.377,g
101.348,-17.4249,4.929,g
77.9319,-4.8396,5.397,g
78.1426,17.8324,1.9837,g
62.5184,-19.0132,10.1375,g
25.5196,-7.284,4.684,g
53.9293,2.3665,2.882,g
42.2414,13.4891,16.1076,g
20.1906,-5.505,18.286,g
13.0183,8.3499,84.3683,g
39.7431,8.7425,12.148,g
19.2243,7.3655,11.049,g
89.4871,-29.4768,0.009,g
53.0943,-9.3369,0.5989,g
21.2302,-10.8021,43.8353,g
17.9813,-9.2546,20.19,g
22.9384,13.3976,56.2369,g
31.0413,-11.5324,14.111,g
54.4773,-6.2183,0.343,g
30.205,13.0695,9.77,g
49.257,-20.3946,3.3884,g
16.2593,-6.9955,33.4257,g
24.5405,-9.0567,33.349,g
28.212,13.1331,10.7703,g
30.2028,-10.938,18.134,g
103.362,-13.1332,1.696,g
37.8025,12.6484,26.9279,g
43.2637,-13.6273,0.0951,g
19.1862,-4.2899,0.167,g
40.6129,-18.286,19.312,g
76.1863,19.0822,2.099,g
29.8518,12.2439,4.524,g
40.1108,-4.242,0.7557,g
16.8273,-6.662,49.2708,g
20.0717,-5.3276,71.524,g
81.4904,-16.52,5.35,g
71.0066,-9.9478,2.0789,g
59.8482,12.5443,3.5809,g
69.7856,19.7252,21.1032,g
22.2664,9.9861,21.435,g
24.9728,10.9854,8.447,g
44.9551,-11.3157,18.5166,g
76.6778,20.7574,1.2118,g
76.9732,-15.7479,6.2672,g
35.225,8.548,27.2776,g
56.542,61.6314,24.289,g
24.1434,0,59.3964,g
39.3749,-10.6166,3.97,g
31.9568,10.9228,3.1113,g
62.6872,12.5959,2.3854,g
35.7658,10.0635,6.9809,g
26.8902,8.6482,71.498,g
69.7429,-5.4001,2.414,g
81.9918,-16.5316,3.5195,g
19.1704,15.7468,12.502,g
46.8511,-18.5833,6.56,g
48.6145,17.9508,88.2424,g
71.4886,-17.1485,3.3555,g
99.674,-15.8127,6.932,g
116.268,24.7932,7.167,g
12.8427,6.9418,82.4198,g
22.3636,-9.5344,9.9173,g
26.0112,-3.9242,21.922,g
39.7607,-19.3439,2.7224,g
18.3747,-5.899,17.161,g
65.1513,-19.0741,17.772,g
18.0566,2.6816,63.1428,g
33.2729,12.5337,13.2336,g
94.6741,19.1019,1.437,g
24.6708,-9.3636,21.4367,g
21.8358,15.7203,53.28,g
93.5964,-7.915,0.25,g
44.1911,8.4497,8.469,g
85.3154,15.7723,0.7571,g
95.8777,-12.5475,1.397,g
54.0435,12.3841,9.0974,g
38.2839,-9.8651,8.648,g
47.8645,-8.9144,5.359,g
24.4525,-3.0224,43.6236,g
24.4523,-8.4405,19.571,g
45.9781,-18.7149,3.1102,g
61.8059,-8.4499,3.415,g
23.0655,-11.1258,0.922,g
30.5986,9.6167,2.5729,g
87.257,-4.4924,2.3986,g
43.1642,-13.947,11.4188,g
58.8799,-14.4734,2.622,g
32.1942,-9.6865,19.6058,g
41.326,-7.493,13.4291,g
29.6936,-10.0594,35.5052,g
16.9023,-7.7875,67.477,g
119.109,-12.294,3.444,g
40.2789,-16.8017,2.0323,g
30.2838,-5.592,9.0681,g
29.805,6.8552,41.3475,g
24.089,-9.5814,41.9756,g
102.855,23.92,1.037,g
90.5525,-10.4312,4.077,g
32.1447,8.2013,62.3724,g
59.3429,-16.8899,3.982,g
19.4394,12.4998,29.742,g
21.5347,9.9859,21.636,g
35.7428,-2.3443,20.028,g
46.7488,-9.0636,0.4583,g
19.7829,-5.0057,78.8637,g
41.4593,-5.4829,11.897,g
93.0085,13.8179,0.868,g
115.515,-6.8273,6.817,g
