@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2,5,7,9,11'

@attribute FWidth numeric
@attribute FConc1 numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
31.0583,0.0834,47.9741,0.853,g
7.9326,0.2789,20.0999,7.817,g
20.1824,0.102,42.2168,3.919,g
28.4766,0.1294,29.7204,13.0285,g
9.998,0.3083,9.164,75.0613,g
14.6847,0.2351,-12.7168,6.259,g
17.0413,0.2161,26.5376,23.115,g
23.5591,0.1804,24.9308,19.0193,g
57.9549,0.0354,78.9675,1.9326,g
12.7121,0.2406,9.6974,9.7478,g
30.9748,0.0934,77.4819,5.761,g
16.9054,0.1758,24.3286,3.6622,g
11.9091,0.3601,3.5316,50.6366,g
7.2298,0.3793,10.8325,33.3381,g
11.8144,0.2833,-24.3869,31.6319,g
18.334,0.2011,20.1313,11.2109,g
7.0711,0.364,-9.8554,49.707,g
17.4607,0.1659,82.4914,5.3213,g
31.7432,0.0946,78.4918,0.604,g
11.4405,0.4007,7.4683,14.6097,g
30.9204,0.1156,60.5827,3.667,g
20.4187,0.2,18.0502,12.833,g
18.0453,0.1676,28.8496,20.661,g
23.6861,0.1016,29.8589,3.2554,g
11.1602,0.4297,6.7776,71.9552,g
19.4472,0.1376,43.6727,15.5752,g
23.6134,0.1504,14.5381,2.9936,g
11.3126,0.1887,17.7277,18.005,g
16.8202,0.1546,28.5688,14.3052,g
9.4639,0.244,15.4904,34.1383,g
10.7539,0.3019,17.4986,54.931,g
16.0609,0.2058,18.3629,45.687,g
21.152,0.0791,-10.1986,1.4636,g
13.6839,0.2413,21.9508,3.8253,g
10.2825,0.245,-17.1593,12.174,g
40.178,0.0599,60.9121,13.77,g
15.8036,0.1734,22.821,11.24,g
11.5763,0.3722,5.3573,72.426,g
19.8716,0.1924,24.4633,33.5185,g
41.3551,0.0909,78.1311,5.8936,g
12.8247,0.2779,-13.2826,2.0137,g
10.0126,0.3141,17.9618,0.788,g
17.8596,0.1763,25.5889,17.5042,g
12.6304,0.3441,17.8583,29.934,g
11.4376,0.387,6.0869,83.1822,g
22.3316,0.0916,95.7514,1.447,g
20.9053,0.1301,26.9221,4.5447,g
36.7561,0.0972,105.081,15.2606,g
14.4796,0.213,14.7904,81.0686,g
19.073,0.3244,16.7017,76.2728,g
10.7542,0.2574,17.0663,8.539,g
23.0476,0.1341,34.2025,8.6997,g
17.2225,0.2037,52.6747,5.8345,g
19.2556,0.1962,28.6597,64.622,g
17.1213,0.1843,-19.2298,3.8417,g
0,0.5692,-3.6483,59.9239,g
18.6679,0.1493,17.8939,12.747,g
13.6793,0.3394,16.3617,50.2541,g
20.8675,0.1299,20.3496,1.8662,g
18.0184,0.2237,-12.0674,49.4271,g
21.0132,0.1668,108.425,4.6097,g
13.4141,0.2418,45.0169,4.709,g
6.7851,0.287,6.5323,3.2759,g
17.0463,0.2806,30.8968,12.3834,g
14.0731,0.2253,7.3769,75.6791,g
19.3865,0.1511,24.1048,6.6443,g
35.3979,0.0986,67.0231,5.2442,g
13.3014,0.246,19.5194,3.7685,g
30.7461,0.0765,59.2303,4.988,g
23.6089,0.1002,56.7105,1.149,g
15.0985,0.2687,-16.3498,26.9064,g
16.0064,0.1922,17.4036,19.1984,g
10.6337,0.3205,-9.0233,46.4513,g
16.2597,0.2352,10.8968,3.665,g
24.5044,0.08,39.6162,10.5649,g
18.0137,0.1458,33.3449,1.502,g
32.8868,0.0748,89.8199,10.8854,g
33.7547,0.1246,32.2277,3.101,g
21.1248,0.1407,-18.294,7.404,g
9.8589,0.4116,85.8494,10.694,g
23.8092,0.1249,66.7498,0.4554,g
27.5582,0.1427,29.8405,11.3434,g
0,0.4613,18.1404,61.897,g
19.1791,0.1263,12.3582,11.654,g
20.2441,0.1252,-12.1785,18.4008,g
10.3186,0.2668,-17.4652,0.1665,g
26.1354,0.1975,33.5577,4.319,g
12.0311,0.3884,-9.6578,7.6823,g
16.3082,0.1493,10.3581,14.504,g
9.6367,0.2821,20.5391,77.509,g
23.6457,0.1756,-28.1662,2.0401,g
9.9878,0.3497,11.5671,17.6368,g
17.1659,0.1782,14.8055,0.7255,g
31.2915,0.0721,53.5567,0.6806,g
23.089,0.1135,44.502,0.9229,g
7.4744,0.4779,-6.2641,0.402,g
19.5065,0.1377,12.5302,8.2142,g
12.9176,0.1851,16.1177,16.868,g
19.8516,0.1697,46.7231,10.529,g
12.7599,0.2235,-9.9032,15.1457,g
18.3654,0.148,51.5228,2.3446,g
7.0229,0.3677,-9.8968,2.5515,g
19.2865,0.138,41.7046,4.8021,g
17.8766,0.1556,-16.3538,3.952,g
28.9406,0.0775,55.7758,1.9438,g
17.8129,0.2719,17.3968,14.469,g
22.1684,0.0806,-22.7384,1.7861,g
6.8375,0.4634,15.0587,22.9125,g
48.2495,0.0693,45.3327,14.4978,g
32.9026,0.088,42.5905,7.0683,g
20.5216,0.1667,-18.4012,2.2899,g
23.7798,0.1509,-21.3467,73.19,g
30.1739,0.1259,44.1646,2.9517,g
13.7645,0.1593,57.7698,1.9636,g
18.3478,0.14,-17.9181,7.7318,g
0,0.3944,0,22.0884,g
18.7298,0.2973,-12.5052,6.501,g
28.1242,0.0871,34.3054,17.3602,g
28.2406,0.1047,55.1122,2.3428,g
10.9584,0.4295,-4.5897,84.2938,g
10.2196,0.3306,16.9883,14.5078,g
18.1634,0.3267,21.0902,19.0682,g
24.022,0.1206,114.461,10.965,g
33.5661,0.0776,38.7392,10.998,g
18.7552,0.1204,-64.8671,11.261,g
27.9445,0.2149,38.6748,0.7768,g
14.0498,0.2396,14.7351,22.208,g
53.1102,0.0491,35.9315,4.2249,g
16.5052,0.2321,22.983,33.4211,g
17.3464,0.2601,-13.2151,3.393,g
16.1505,0.2425,8.7649,45.808,g
12.7271,0.3628,15.4765,12.1643,g
22.2679,0.2419,-13.6009,6.572,g
29.8914,0.1132,45.4149,18.205,g
7.0827,0.3434,7.0017,89.7028,g
10.0862,0.2957,-15.109,8.681,g
17.0186,0.1558,39.3826,4.89,g
47.6012,0.0504,51.2048,19.589,g
31.6497,0.1245,41.3508,29.3674,g
12.6685,0.3375,-14.9123,85.5581,g
23.6799,0.1098,54.6158,0.267,g
49.7996,0.2021,93.8261,26.0542,g
14.9079,0.2123,-6.3267,6.737,g
18.6769,0.21,22.48,16.874,g
10.4196,0.4244,5.5903,51.6669,g
16.0074,0.1421,-26.4445,0.6344,g
32.9432,0.0888,51.6337,0.524,g
27.6908,0.1194,85.8081,0.302,g
26.2508,0.0907,42.5362,14.193,g
18.7451,0.1461,21.9193,13.193,g
22.4182,0.1265,88.1513,3.357,g
13.6097,0.25,-11.4003,25.464,g
20.0638,0.1801,-12.498,45.781,g
10.0289,0.3232,10.1729,4.0951,g
26.135,0.0971,54.2763,7.564,g
18.1886,0.171,24.0208,1.293,g
10.6401,0.4098,-3.7506,28.0696,g
10.1657,0.2022,23.9759,7.331,g
20.3632,0.2203,48.6051,2.8761,g
13.0207,0.3368,24.7528,15.15,g
7.3919,0.4532,-8.8712,37.9375,g
29.3982,0.1855,-110.154,0.0103,g
34.0783,0.0551,90.4024,0.851,g
19.8863,0.1548,39.2318,9.565,g
7.0055,0.348,-6.5731,24.7313,g
17.8989,0.1592,-15.7562,5.887,g
35.978,0.0611,77.244,1.8785,g
26.4656,0.1687,49.6809,13.157,g
148.59,0.009,-28.141,55.18,g
35.6466,0.0707,53.7303,2.985,g
15.0309,0.247,-12.6929,20.0004,g
17.9326,0.1956,-19.4631,5.207,g
24.5442,0.1338,-23.6825,1.6003,g
10.9382,0.3075,17.8283,45.65,g
10.8234,0.2643,-18.1301,50.266,g
40.5938,0.0529,74.1026,2.162,g
9.7869,0.5484,-8.6473,65.2818,g
13.7532,0.3274,35.3679,4.167,g
17.0404,0.1356,-25.2515,6.738,g
19.8968,0.1588,16.4042,9.87,g
15.5597,0.166,30.0931,9.8871,g
16.5157,0.3527,-15.952,41.4781,g
22.6018,0.0871,51.6405,3.429,g
16.1919,0.2553,28.0624,27.1336,g
8.5612,0.3988,-10.6839,9.3104,g
26.0261,0.0693,80.6913,3.863,g
19.4782,0.1988,44.8454,16.855,g
25.7835,0.164,25.429,16.5212,g
11.2261,0.2233,38.4029,3.631,g
38.4418,0.0954,34.4512,12.9888,g
15.669,0.2357,11.0749,6.411,g
31.7968,0.0916,73.5896,7.611,g
11.4799,0.3985,7.6855,40.354,g
17.0208,0.2843,-12.3171,7.3544,g
10.9772,0.3783,6.4767,37.753,g
11.6462,0.384,-8.0477,1.9575,g
17.1406,0.2162,39.5951,0.393,g
20.799,0.0999,-30.5403,4.765,g
10.6715,0.2791,17.4528,18.3562,g
6.6249,0.4187,15.4982,29.7506,g
21.697,0.1967,32.8632,7.033,g
15.2102,0.2442,20.2883,21.912,g
14.1468,0.3251,20.4444,28.8208,g
15.0103,0.1686,47.3335,2.592,g
12.7452,0.2261,9.423,2.0958,g
38.0072,0.1128,-43.2986,0.796,g
30.637,0.0961,43.3545,14.3138,g
16.8547,0.1313,37.7836,0.7037,g
19.3818,0.2606,17.1788,55.952,g
13.2244,0.2109,14.3784,29.477,g
17.9121,0.2638,5.9707,19.426,g
20.1733,0.2237,29.6616,30.557,g
10.4897,0.2316,11.7968,63.5476,g
12.9868,0.2349,9.5767,5.366,g
14.6607,0.3445,17.0625,18.3184,g
19.5098,0.1539,24.229,21.903,g
15.0818,0.2928,1.2191,46.187,g
19.0744,0.1832,13.1093,6.3685,g
13.4239,0.1642,-15.9057,7.4831,g
15.6926,0.3509,18.067,0.7529,g
31.8764,0.0508,83.8861,3.415,g
7.4429,0.4393,-5.1121,89.3339,g
20.7603,0.1068,32.2989,12.885,g
20.1827,0.1433,33.6071,8.801,g
33.2967,0.081,44.6312,0.5733,g
17.3273,0.1733,22.5929,7.543,g
30.0263,0.2394,-37.2187,3.1267,g
27.5533,0.1109,84.8353,3.4161,g
7.0653,0.355,-8.7187,60.588,g
44.7793,0.0819,63.3259,7.057,g
14.5923,0.2069,10.0478,2.248,g
14.0803,0.2262,29.6991,53.8928,g
16.3476,0.1774,-25.1399,7.9897,g
32.4801,0.1058,68.1213,0.837,g
19.9066,0.1279,68.3034,1.189,g
17.2742,0.1356,22.5909,13.5875,g
6.9323,0.4008,12.3351,74.355,g
11.6778,0.2607,-25.8459,3.776,g
15.7621,0.3047,20.4585,25.715,g
21.3824,0.0952,-30.2898,1.103,g
12.7848,0.2421,-9.35,28.132,g
10.9625,0.4004,18.6013,24.9395,g
17.4616,0.1727,48.1427,4.3488,g
25.1592,0.0801,92.2918,2.9063,g
19.6101,0.1706,15.7759,7.6682,g
7.4598,0.4618,-6.8371,14.441,g
20.7843,0.1311,-15.5396,10.558,g
45.1884,0.0789,-33.2713,5.1478,g
31.0478,0.1051,61.3665,1.5087,g
15.3799,0.335,15.9569,82.7585,g
25.8895,0.0781,97.9016,7.4474,g
20.0272,0.1667,-24.1045,14.0395,g
17.6416,0.2741,17.7038,45.454,g
12.6364,0.194,30.5255,6.7752,g
36.4748,0.1031,-26.7678,4.6584,g
18.4805,0.145,29.5839,2.6896,g
11.1348,0.3995,4.6115,25.658,g
14.9064,0.1907,12.4334,25.4801,g
10.8628,0.2584,-17.5151,31.413,g
29.4361,0.0977,33.509,6.0236,g
11.3783,0.3785,4.2909,84.6315,g
15.2666,0.1276,40.1999,2.6457,g
15.2379,0.2402,14.1903,36.675,g
13.8768,0.1867,32.073,25.98,g
29.5603,0.0781,87.8003,1.916,g
24.4525,0.1191,23.2203,4.526,g
20.4815,0.1649,53.8111,3.865,g
26.4444,0.0752,43.5539,11.448,g
23.2236,0.0771,41.3896,5.284,g
18.4668,0.2093,-33.1858,3.443,g
16.3144,0.1575,-23.6669,50.944,g
15.1294,0.1641,13.5262,14.662,g
17.892,0.1573,-24.0317,20.1401,g
18.233,0.1111,20.9841,2.973,g
19.2263,0.147,-17.6336,2.705,g
20.7422,0.1303,35.1855,1.784,g
12.3815,0.2719,9.8102,23.99,g
14.9269,0.2246,16.9082,34.9593,g
14.6998,0.4108,-14.1617,17.627,g
15.3549,0.1918,-24.8278,12.3857,g
10.6003,0.4646,4.3486,13.1938,g
11.7539,0.2345,16.2187,14.76,g
25.593,0.1961,81.6437,0.443,g
15.3792,0.128,-10.2001,7.295,g
24.0523,0.241,-40.5965,4.377,g
22.3051,0.1733,-25.5485,38.508,g
19.03,0.1357,13.2049,13.131,g
24.1328,0.2493,30.1439,5.7357,g
31.2378,0.1573,-52.7944,0.192,g
12.6908,0.2994,18.4502,0.4206,g
13.9988,0.2163,-18.1754,12.4655,g
20.7034,0.1378,89.134,14.5582,g
14.7322,0.224,25.8056,6.1287,g
12.7936,0.3379,-14.8024,19.2145,g
23.2062,0.1149,59.0903,12.18,g
14.5851,0.3028,-15.006,58.335,g
16.4187,0.2023,20.7747,53.0609,g
17.4502,0.1545,-19.5229,59.7755,g
8.9999,0.3341,7.7059,74.3421,g
12.0758,0.2311,10.7045,16.071,g
11.943,0.2745,11.5442,35.1784,g
15.7492,0.2835,22.4467,14.3708,g
28.5947,0.1196,75.5082,4.5512,g
6.6133,0.4403,14.1097,37.4338,g
11.7724,0.3722,-8.1029,9.0054,g
17.0462,0.1405,-22.5308,81.589,g
25.4526,0.1067,61.2636,1.116,g
6.7751,0.4591,15.1221,22.9044,g
18.425,0.1821,18.8272,15.7771,g
18.9517,0.1591,21.1347,2.957,g
21.1771,0.0914,63.7391,5.4461,g
31.5735,0.0712,81.9578,1.796,g
23.4188,0.0896,85.6082,0.712,g
20.4792,0.1567,21.24,6.4181,g
15.8005,0.1507,12.3318,9.974,g
12.0126,0.3109,-16.8244,6.278,g
25.3962,0.0899,76.1592,7.551,g
14.6739,0.1462,22.7781,0.0872,g
14.9202,0.2661,-16.4041,23.308,g
17.3787,0.1512,27.9478,7.7662,g
21.038,0.1153,42.7948,1.324,g
25.5615,0.0869,45.5128,2.876,g
10.0778,0.3324,10.8019,37.4141,g
15.2562,0.2509,-6.6784,15.933,g
43.6324,0.0503,69.378,0.608,g
15.9668,0.1363,29.9491,10.603,g
10.0384,0.5287,7.779,26.688,g
11.225,0.3039,-5.2114,73.221,g
22.1344,0.1145,96.609,0.0685,g
13.9434,0.1787,-20.5492,11.5031,g
20.5648,0.0904,55.5307,1.534,g
10.6294,0.3358,-16.8918,32.3189,g
26.2917,0.2034,34.8531,1.926,g
22.468,0.2107,35.0013,3.8937,g
11.0368,0.2113,24.9529,14.781,g
24.7274,0.0763,48.4471,2.123,g
14.4244,0.2173,56.2947,5.723,g
17.4889,0.1383,15.0798,17.537,g
24.6848,0.1383,-25.5185,8.075,g
31.1183,0.0694,61.7826,3.1014,g
13.7094,0.3282,-17.2015,20.0785,g
17.1068,0.23,-14.3515,48.194,g
22.398,0.15,30.5628,78.04,g
18.0974,0.2617,-13.3082,45.0788,g
36.4647,0.0531,81.3091,1.9366,g
24.7736,0.1733,42.9741,6.7787,g
28.1738,0.1361,-43.5379,1.088,g
20.9286,0.1601,28.2606,32.615,g
7.412,0.4424,20.3889,18.9558,g
15.1377,0.1876,-16.419,0.373,g
12.816,0.2276,-9.5121,64.629,g
15.1905,0.2232,-9.4704,0.624,g
17.6775,0.2116,14.7358,26.888,g
20.3342,0.2431,17.2489,2.7746,g
13.8566,0.2482,7.8849,36.429,g
18.8589,0.2277,22.924,10.225,g
9.8704,0.5013,7.8418,44.34,g
20.164,0.2536,21.6209,13.981,g
19.8336,0.1928,-13.3547,16.7926,g
15.1315,0.1844,-54.7983,10.81,g
24.2144,0.1429,80.5329,2.7787,g
12.8453,0.2476,10.2146,29.1592,g
14.6053,0.1596,-14.7182,13.318,g
18.6568,0.1522,-21.9094,0.952,g
32.8868,0.0771,59.6525,10.068,g
12.7867,0.2791,9.7066,4.327,g
7.2161,0.3405,13.3383,17.488,g
11.2036,0.3875,4.0059,60.4605,g
25.2649,0.0724,60.7593,15.92,g
22.2986,0.106,105.8,0.658,g
14.6792,0.2398,19.1661,4.0499,g
37.7636,0.0518,79.8479,2.3313,g
22.5703,0.1675,19.7948,14.377,g
24.3092,0.1029,92.4847,1.8142,g
23.2834,0.1747,87.5737,9.3662,g
9.6894,0.3635,12.1362,35.801,g
17.0444,0.2046,24.6741,1.9337,g
10.8712,0.3453,17.3162,44.224,g
12.871,0.2103,6.8249,8.7213,g
15.2449,0.258,19.2622,37.988,g
12.6361,0.1828,47.2842,3.509,g
11.3269,0.3262,-6.9329,19.2365,g
19.1419,0.1508,37.9796,72.971,g
10.4112,0.3127,-4.6528,54.28,g
14.2694,0.3664,-16.9877,0.9486,g
13.511,0.2706,-19.0081,3.9151,g
12.1218,0.3465,-10.4085,45.2352,g
44.6084,0.1361,52.2899,5.053,g
8.9062,0.2624,54.0211,5.4597,g
12.846,0.3848,17.2369,19.3319,g
9.2363,0.201,23.2361,3.989,g
19.1365,0.1956,-15.0167,26.6862,g
19.2228,0.1966,17.858,25.702,g
11.0991,0.2853,6.7807,5.525,g
17.5155,0.2269,12.8188,40.137,g
11.7757,0.3833,9.8209,73.055,g
9.5423,0.2965,34.1128,14.238,g
18.5968,0.1505,-25.3911,6.713,g
10.6282,0.4237,-3.5736,60.7289,g
25.0631,0.1677,-15.2078,4.4742,g
16.7441,0.1932,20.7674,33.261,g
9.6685,0.4489,-14.0954,20.5343,g
27.4754,0.1271,40.7144,43.788,g
10.663,0.448,3.6622,56.222,g
12.636,0.2551,11.646,59.4159,g
15.8711,0.2319,22.5712,4.703,g
26.8642,0.1377,9.8908,28.926,g
12.5979,0.2493,23.0289,4.0462,g
16.1347,0.1831,-22.1609,0.727,g
19.8187,0.1426,38.8557,3.032,g
24.1357,0.1225,35.3903,7.521,g
23.4281,0.1221,52.755,3.926,g
27.0136,0.1931,-55.353,1.099,g
7.4602,0.4568,6.5021,45.0122,g
16.5939,0.2345,-15.9051,44.78,g
26.7273,0.1393,68.1103,1.7184,g
23.3651,0.139,-16.3444,9.8738,g
23.2749,0.0999,-33.6197,5.467,g
18.6206,0.1616,29.9526,4.437,g
20.0915,0.2036,-19.6504,21.1916,g
20.4513,0.1552,75.7195,3.772,g
17.2842,0.1466,8.7,0.4229,g
12.5673,0.3659,-26.4907,7.1787,g
21.3778,0.175,17.1457,7.211,g
20.5521,0.123,20.0187,19.3127,g
14.2087,0.2131,-24.473,1.359,g
29.4264,0.1266,-47.5564,1.5291,g
24.6175,0.0979,71.0401,7.0799,g
30.7721,0.0876,45.5711,3.3996,g
22.2356,0.1482,29.7079,38.579,g
10.1104,0.2838,-4.8158,0.58,g
29.2316,0.0772,39.835,0.0127,g
18.536,0.1813,26.2946,10.4802,g
10.2552,0.3428,-19.2355,18.066,g
11.1856,0.2909,19.5266,36.0879,g
22.0404,0.2049,12.6192,7.2313,g
22.0406,0.1237,63.6753,8.6072,g
12.662,0.2692,52.2503,2.588,g
17.7071,0.2471,-4.3988,1.5377,g
9.496,0.3358,10.2753,5.495,g
28.3793,0.0897,57.2129,29.8,g
18.786,0.2055,13.8016,9.317,g
11.3508,0.3245,19.6055,47.069,g
18.3822,0.2079,37.3944,26.9644,g
12.9881,0.2924,-14.7937,46.9385,g
15.2792,0.2632,-16.4967,59.2812,g
10.4305,0.2057,-40.5853,5.442,g
11.3489,0.4276,-8.5355,22.004,g
15.7207,0.1744,35.6227,11.2562,g
11.1475,0.3113,-18.0941,83.3232,g
19.9739,0.2251,-18.8351,5.1421,g
21.148,0.1294,79.2748,0.762,g
26.8029,0.156,22.0893,22.799,g
32.9783,0.1389,-24.3264,0.429,g
18.4786,0.1577,30.1098,0.368,g
18.205,0.194,22.8522,26.735,g
25.5172,0.0862,65.8233,2.889,g
11.4116,0.2072,14.2379,8.4716,g
10.432,0.2597,-29.3049,9.4498,g
34.2291,0.1624,-29.0165,1.4057,g
9.8119,0.3544,-18.3699,37.2203,g
18.8615,0.1718,33.4538,12.071,g
35.3152,0.1332,-60.7465,4.049,g
18.8499,0.1695,-15.8973,15.405,g
12.7592,0.3058,23.532,10.5327,g
20.8327,0.1476,43.0572,2.9498,g
10.5484,0.2981,-26.5,27.1412,g
12.3586,0.2603,-10.1312,10.85,g
19.0886,0.1104,71.9123,4.305,g
31.9294,0.1306,17.4039,57.0274,g
11.2189,0.3252,3.2895,0.3185,g
15.0774,0.1736,-28.1923,10.434,g
26.9542,0.1144,27.6815,18.15,g
18.1029,0.1297,29.0856,3.0836,g
33.0357,0.141,53.9694,0.296,g
19.8903,0.1878,28.7091,60.3897,g
11.2635,0.2628,14.5202,0.964,g
22.0192,0.2271,26.7747,40.964,g
33.7836,0.0787,-76.354,28.3058,g
16.2157,0.2124,16.2625,10.5101,g
35.3184,0.0964,67.2836,5.0683,g
19.3564,0.2122,4.8137,11.4878,g
24.5667,0.1636,-45.4692,0.965,g
12.5485,0.327,13.4913,9.025,g
7.7124,0.3245,12.3724,21.4331,g
15.0223,0.2369,15.2915,2.5305,g
19.8464,0.1622,31.2123,1.5993,g
18.9754,0.1823,18.9164,13.1409,g
18.0323,0.1731,92.0575,5.0549,g
40.9177,0.0955,40.2931,14.111,g
22.5286,0.1508,50.9012,4.411,g
22.3679,0.0946,27.0467,12.513,g
14.9438,0.2872,6.8621,2.625,g
12.9794,0.2079,53.679,5.7324,g
41.0984,0.0632,20.3669,3.2,g
30.8918,0.1005,60.5879,2.0523,g
0,0.348,0,90,g
17.5723,0.2458,32.8913,5.4254,g
0,0.3897,0,43.301,g
15.3298,0.1893,-39.9112,11.5544,g
15.9583,0.3304,10.7176,35.1981,g
30.8293,0.0783,87.438,5.917,g
22.3161,0.0921,19.5038,7.4935,g
11.9547,0.3152,8.6878,4.725,g
23.3802,0.109,47.622,5.719,g
18.0986,0.1191,18.7545,4.9034,g
40.5638,0.12,63.1762,7.21,g
22.4543,0.0932,67.2765,1.2024,g
16.4738,0.1557,-32.8396,6.013,g
25.3124,0.1446,31.0518,10.241,g
15.7709,0.2204,-19.5589,22.9622,g
14.045,0.2975,14.1096,2.0464,g
22.9365,0.2238,-37.1957,4.1447,g
8.7943,0.3446,-8.3202,12.164,g
12.7303,0.2442,-9.9919,26.193,g
22.9848,0.1409,-120.517,7.803,g
18.596,0.1898,23.7937,7.444,g
21.4984,0.1487,24.6948,2.011,g
12.6422,0.3084,-11.0757,18.587,g
24.5512,0.1288,10.1114,1.5398,g
14.241,0.1576,22.2943,20.4225,g
11.8943,0.3592,-20.4458,82.7705,g
17.854,0.1613,16.8922,26.4593,g
7.8658,0.4058,23.4294,17.6342,g
33.2497,0.0814,81.5738,8.936,g
0,0.4079,0,63.095,g
23.1468,0.1427,-13.42,34.7446,g
25.8976,0.082,70.4872,7.3272,g
27.4695,0.0877,87.1243,1.763,g
32.1569,0.1179,66.5126,1.8578,g
17.432,0.1357,31.1119,0.256,g
16.2717,0.1749,-14.5528,6.7,g
20.9955,0.1848,75.3921,1.121,g
17.6852,0.1725,23.2333,50.74,g
27.1905,0.0895,64.0017,0.715,g
6.4357,0.3445,18.5261,37.7654,g
17.7862,0.242,-9.0224,58.601,g
15.2769,0.2275,-22.9561,9.736,g
12.401,0.2101,26.995,6.8576,g
16.0319,0.1576,75.6853,1.364,g
21.9981,0.1537,-20.8092,7.4566,g
20.4882,0.1458,31.1498,0.963,g
24.2288,0.1413,28.5647,1.7762,g
15.5684,0.272,-18.0362,39.924,g
23.7459,0.1079,67.7081,2.603,g
19.4543,0.2425,19.8121,17.612,g
16.7824,0.1584,28.5415,7.085,g
9.4678,0.3606,-11.7614,8.044,g
10.5902,0.2925,8.6577,8.38,g
11.5841,0.4313,6.9524,9.6089,g
27.1425,0.0974,70.7937,0.279,g
32.6225,0.1527,54.3854,1.0618,g
21.0485,0.1266,22.7059,0.1577,g
