@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2,4,9,11'

@attribute FWidth numeric
@attribute FConc numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
14.9461,0.6601,51.0269,g
12.0404,0.6877,18.3994,g
21.2758,0.3379,30.825,g
57.3927,0.089,2.931,g
30.7499,0.2912,13.377,g
14.1847,0.3455,89.9535,g
16.4389,0.3323,1.8977,g
47.0706,0.1949,17.086,g
16.2389,0.3669,15.4009,g
23.8253,0.2066,6.121,g
13.6215,0.5149,5.3844,g
28.5416,0.2865,2.661,g
19.9412,0.3249,8.724,g
19.8422,0.2178,14.5122,g
41.9258,0.1066,3.7039,g
22.1306,0.2283,10.649,g
27.6647,0.1512,8.3983,g
18.2389,0.3593,9.141,g
16.1578,0.5055,67.7358,g
18.2532,0.3846,13.812,g
24.8696,0.2259,25.394,g
13.7599,0.5551,15.0753,g
22.1564,0.2476,9.383,g
16.3552,0.3694,19.6343,g
20.0252,0.3711,24.26,g
22.0786,0.2502,0.5805,g
12.6677,0.5914,12.169,g
22.594,0.2888,16.037,g
16.7695,0.2518,4.1,g
16.9119,0.3048,56.523,g
17.3662,0.4753,1.493,g
24.843,0.1316,8.174,g
6.9116,0.7675,7.414,g
14.4091,0.5795,5.515,g
14.2779,0.4016,47.559,g
30.0414,0.2463,0.0345,g
32.9219,0.195,4.358,g
20.5633,0.2592,17.999,g
17.6444,0.3493,15.148,g
19.9946,0.2616,15.151,g
32.736,0.1357,5.627,g
27.6602,0.2172,11.7922,g
11.4348,0.7372,9.2006,g
23.842,0.2048,10.6904,g
24.7904,0.1883,1.621,g
19.9695,0.457,63.4398,g
21.7638,0.1918,20.5187,g
22.6843,0.2253,14.976,g
9.6675,0.547,44.0434,g
17.3168,0.3246,10.742,g
12.665,0.5204,4.941,g
17.6963,0.3886,79.712,g
41.5354,0.1177,26.8401,g
10.2621,0.5754,26.1461,g
28.4542,0.1814,3.2719,g
14.0499,0.2971,5.4954,g
21.4481,0.2782,8.129,g
23.2731,0.3208,4.6995,g
28.6412,0.2939,5.703,g
18.698,0.2995,0.56,g
22.8539,0.3568,30.5133,g
20.0742,0.3397,54.004,g
12.3949,0.6071,3.145,g
34.0896,0.1585,4.172,g
29.3006,0.1524,2.4487,g
18.6983,0.2244,6.3952,g
21.7152,0.2803,0.075,g
36.8864,0.1954,3.9967,g
6.8176,0.7113,23.9321,g
15.1933,0.4724,2.9967,g
6.7906,0.5821,43.554,g
10.4372,0.7904,58.386,g
34.263,0.1614,9.5567,g
9.9431,0.7962,54.7684,g
11.5357,0.4732,26.025,g
10.3991,0.5362,5.6931,g
18.6554,0.3461,1.819,g
17.4723,0.4556,53.4984,g
24.8108,0.2298,5.092,g
24.8821,0.159,10.429,g
27.0765,0.2819,31.2271,g
20.8285,0.2617,6.903,g
20.7548,0.2633,6.941,g
16.2294,0.3468,17.8954,g
0,0.7687,12.5074,g
19.7938,0.2886,3.2801,g
7.6722,0.5515,6.445,g
13.7293,0.361,2.6206,g
11.3311,0.728,43.7132,g
10.7622,0.6961,79.763,g
11.1869,0.4593,3.426,g
16.8221,0.2723,74.6315,g
25.9336,0.2158,2.173,g
16.8762,0.3249,16.575,g
22.951,0.2272,14.047,g
18.5898,0.3524,32.28,g
16.237,0.3336,1.379,g
10.3079,0.5723,63.735,g
6.4102,0.7823,65.694,g
36.3217,0.1131,0.5982,g
11.7773,0.4467,6.3297,g
13.4125,0.2598,6.4844,g
32.3037,0.2129,1.775,g
14.9228,0.4727,24.9145,g
28.6052,0.3242,0.9214,g
31.0974,0.1502,1.192,g
11.0068,0.56,8.279,g
24.2694,0.2627,9.976,g
9.2682,0.4299,3.927,g
10.7672,0.4465,6.816,g
17.6425,0.3645,77.961,g
11.3034,0.5457,19.4896,g
31.682,0.2621,7.0441,g
16.0478,0.4483,52.521,g
62.1755,0.0604,9.964,g
11.6998,0.7109,56.8101,g
22.0828,0.2258,7.652,g
22.6579,0.2305,2.0522,g
12.481,0.5367,28.516,g
17.4339,0.3772,39.035,g
13.88,0.3536,4.6031,g
15.8767,0.4908,32.005,g
14.0799,0.5237,0.141,g
47.3822,0.0916,1.0667,g
0,0.7306,48.9671,g
19.3644,0.2327,4.1472,g
11.939,0.6941,59.206,g
19.4357,0.375,0.391,g
13.2506,0.4975,12.632,g
18.5031,0.3803,17.5095,g
24.516,0.2728,8.269,g
17.7526,0.3542,0.0253,g
10.6422,0.5442,33.034,g
10.3094,0.7945,69.277,g
25.2966,0.2603,10.9353,g
6.7773,0.7099,40.2519,g
11.1478,0.5071,66.01,g
15.7798,0.3405,13.029,g
24.2545,0.2261,30.43,g
24.7773,0.2214,8.624,g
21.0559,0.3577,88.2338,g
18.6517,0.3131,14.4261,g
12.7818,0.4262,9.754,g
14.083,0.3555,0.294,g
7.1998,0.6844,64.912,g
23.1547,0.2265,1.516,g
11.8873,0.5508,25.929,g
41.3571,0.2033,2.816,g
17.5314,0.2717,11.7482,g
12.9598,0.3897,2.4627,g
21.7998,0.2259,7.5468,g
16.6392,0.3016,16.762,g
17.7096,0.3453,8.284,g
12.7595,0.5245,33.7292,g
20.4082,0.2789,10.364,g
19.3449,0.2738,41.605,g
14.7528,0.4683,10.066,g
19.0017,0.3615,62.781,g
14.6584,0.2927,3.4252,g
17.3862,0.2554,0.8525,g
10.8926,0.4021,1.2447,g
32.9969,0.1916,0.034,g
11.9624,0.6894,23.711,g
6.3501,0.7766,39.389,g
20.7167,0.2221,2.106,g
23.3716,0.1744,5.406,g
9.4121,0.6133,53.7691,g
9.2676,0.4449,1.0037,g
15.7963,0.3379,3.388,g
19.6763,0.3081,6.733,g
21.2871,0.6067,10.285,g
19.254,0.3518,3.7064,g
28.4289,0.1808,2.012,g
9.5045,0.6264,63.5975,g
23.7479,0.2013,13.1944,g
14.2297,0.3993,3.1825,g
29.5979,0.1598,7.5904,g
36.9134,0.2539,0.552,g
27.6992,0.2138,22.201,g
13.9882,0.3559,8.936,g
20.694,0.2805,16.405,g
28.6463,0.2255,5.123,g
30.4227,0.2174,4.047,g
21.6769,0.2234,1.1935,g
6.5579,0.596,6.62,g
17.929,0.3532,22.4192,g
40.7292,0.2235,1.385,g
25.9875,0.1524,0.216,g
23.6269,0.23,12.3916,g
7.3893,0.7265,81.2154,g
42.3175,0.1066,5.913,g
10.2771,0.805,67.16,g
22.0816,0.3377,41.911,g
19.4653,0.2483,5.2636,g
23.0285,0.2346,0.593,g
12.4606,0.5549,8.891,g
30.9379,0.1273,0.0857,g
16.453,0.4532,8.536,g
16.6858,0.2214,1.7337,g
14.648,0.3444,0.5826,g
26.609,0.1707,4.319,g
20.5216,0.4,80.2307,g
21.2597,0.2634,16.397,g
14.9545,0.59,17.559,g
20.5632,0.2478,5.8671,g
45.5174,0.0769,1.4735,g
16.1197,0.3492,7.357,g
20.1242,0.4556,62.3504,g
10.449,0.7839,10.313,g
15.6826,0.3764,4.042,g
10.1961,0.5517,28.938,g
20.2164,0.2265,6.4861,g
12.4485,0.605,55.5217,g
18.5697,0.3156,26.8293,g
7.2685,0.7123,11.756,g
20.2453,0.4598,9.4384,g
60.6173,0.0712,1.554,g
32.7777,0.1536,4.6221,g
11.5781,0.724,80.0492,g
15.5345,0.3854,29.837,g
22.3265,0.4021,0.691,g
7.483,0.7384,25.1342,g
18.9649,0.291,4.4572,g
10.4927,0.7947,78.021,g
12.5048,0.4315,18.7509,g
11.5562,0.728,12.23,g
22.7229,0.2519,18.879,g
30.7338,0.2122,7.91,g
7.424,0.7879,56.146,g
11.909,0.5659,47.0555,g
12.7613,0.5935,20.523,g
24.7563,0.2986,3.5131,g
23.0023,0.2173,2.0888,g
11.0487,0.5549,3.104,g
25.0038,0.1911,2.292,g
10.9174,0.684,6.076,g
23.1211,0.1902,11.9037,g
10.9271,0.4991,0.3841,g
26.0164,0.2164,4.9638,g
11.9704,0.3831,18.8968,g
21.9184,0.24,22.426,g
32.7119,0.2403,3.4717,g
10.4081,0.6419,19.9398,g
27.8652,0.2488,87.3749,g
15.6218,0.3818,6.6996,g
16.1708,0.3266,31.5548,g
20.9121,0.2447,27.0291,g
23.161,0.3725,7.9012,g
18.4387,0.2962,1.048,g
17.4475,0.3454,3.713,g
46.4634,0.0911,3.503,g
16.9787,0.3453,14.6972,g
21.1167,0.2188,10.241,g
9.5338,0.5665,11.2044,g
13.4473,0.4572,0.8956,g
11.8845,0.485,40.449,g
9.4136,0.6557,16.0043,g
42.428,0.072,2.217,g
10.6681,0.557,35.542,g
28.8317,0.2064,9.023,g
6.4967,0.7609,10.167,g
11.8232,0.4607,7.418,g
10.9402,0.7634,47.048,g
9.9292,0.627,24.0767,g
15.7439,0.4704,21.6049,g
53.3001,0.0548,1.5862,g
21.9532,0.2421,49.689,g
24.0205,0.1781,1.963,g
18.7861,0.3238,25.139,g
26.0823,0.2457,26.688,g
12.0088,0.392,5.3152,g
7.0275,0.8312,57.9071,g
23.4002,0.2097,0.7867,g
15.9965,0.279,6.304,g
18.1687,0.3733,26.547,g
11.9031,0.4848,57.6366,g
19.5101,0.3957,85.3717,g
10.6294,0.7101,37.8225,g
18.3794,0.2197,7.3061,g
10.0389,0.5062,8.9499,g
10.1009,0.5465,5.5012,g
23.0171,0.2887,22.3488,g
20.7487,0.3027,30.388,g
22.2206,0.3186,18.962,g
17.1108,0.3091,1.76,g
18.1795,0.3955,13.5225,g
27.7174,0.1617,5.1684,g
17.4512,0.2827,2.912,g
21.3117,0.258,23.4357,g
6.9948,0.7726,6.208,g
14.8969,0.4138,28.351,g
14.9967,0.2827,7.478,g
55.923,0.0984,2.423,g
11.4371,0.51,22.598,g
27.2913,0.1641,5.219,g
17.7527,0.306,25.9457,g
13.8858,0.3796,0.2906,g
10.076,0.5728,16.59,g
16.3666,0.3717,21.0153,g
18.0517,0.3128,24.732,g
17.3891,0.4301,2.2087,g
11.356,0.5752,49.2234,g
10.6094,0.7222,74.8176,g
7.4377,0.7407,36.0106,g
8.9355,0.6419,25.8139,g
32.6518,0.1332,2.123,g
11.6609,0.6044,87.5679,g
18.5233,0.2405,1.4485,g
12.8924,0.4401,74.343,g
11.3663,0.7415,62.4135,g
11.5851,0.4225,35.088,g
18.8015,0.287,72.4556,g
6.7475,0.7376,43.607,g
17.5462,0.3397,39.9687,g
7.4793,0.7677,76.6555,g
20.0943,0.2743,13.034,g
25.0761,0.2259,10.39,g
10.0227,0.5533,61.973,g
20.242,0.2488,62.537,g
11.6231,0.5344,1.44,g
10.8869,0.3484,7.6092,g
21.5951,0.2156,8.909,g
7.3926,0.7828,9.894,g
12.6478,0.5143,3.6931,g
13.7628,0.4888,4.078,g
21.2047,0.2782,1.153,g
7.2035,0.692,1.2268,g
31.0932,0.1579,5.822,g
12.69,0.4246,1.3823,g
12.1304,0.5177,18.331,g
17.7577,0.3576,28.5766,g
25.18,0.2189,7.9764,g
10.8291,0.4948,12.969,g
9.4805,0.6413,3.5371,g
27.0816,0.2468,0.558,g
14.7154,0.5261,53.449,g
21.5693,0.1947,2.622,g
19.355,0.3979,0.685,g
13.7197,0.3123,0.625,g
24.8174,0.1863,15.898,g
11.0796,0.7609,37.9872,g
25.6783,0.2443,58.6756,g
22.1387,0.3042,20.5966,g
6.9523,0.7332,8.393,g
23.9456,0.2187,18.185,g
11.0188,0.6021,11.3678,g
10.0137,0.4473,1.334,g
17.667,0.4547,13.47,g
57.3144,0.0568,6.803,g
8.9799,0.481,13.7763,g
11.6292,0.7049,20.956,g
28.5152,0.3034,3.196,g
18.9436,0.2077,1.6831,g
11.1055,0.7361,15.001,g
59.6147,0.2191,25.1567,g
16.5232,0.5089,15.228,g
27.6954,0.1748,5.352,g
14.851,0.4393,49.512,g
17.1661,0.3254,4.6448,g
16.9195,0.2199,0.386,g
10.5765,0.6018,46.9743,g
0,0.8199,28.019,g
55.5265,0.0661,0.465,g
11.6274,0.4667,22.822,g
15.9104,0.4328,1.8931,g
30.5758,0.1802,0.4788,g
17.7236,0.334,12.113,g
24.1665,0.1501,0.087,g
9.8151,0.4368,15.387,g
14.2649,0.412,23.678,g
29.3315,0.1816,0.1495,g
19.6392,0.2584,11.217,g
20.7244,0.2232,3.675,g
12.2035,0.4942,5.9483,g
22.0433,0.2637,0.3291,g
13.3291,0.3588,18.1339,g
12.263,0.369,36.69,g
11.11,0.7505,17.483,g
33.8737,0.1333,2.058,g
12.7377,0.4103,18.274,g
31.0659,0.1473,9.3521,g
16.7042,0.4922,29.5127,g
11.7368,0.5446,10.349,g
7.3075,0.724,5.242,g
45.6669,0.1372,3.0301,g
11.8617,0.4236,28.0357,g
29.9861,0.1421,3.801,g
16.7819,0.4818,13.1411,g
29.8257,0.1744,5.256,g
21.3398,0.2654,1.343,g
16.0546,0.3496,8.0786,g
17.4341,0.3349,40.433,g
20.3066,0.3193,3.5901,g
20.001,0.1922,3.1846,g
6.8412,0.7036,41.1319,g
17.7624,0.3215,38.222,g
16.1986,0.402,11.6155,g
19.0829,0.2388,13.057,g
16.4117,0.5055,1.9502,g
19.4966,0.4455,43.6657,g
34.8438,0.1461,4.366,g
9.7056,0.4792,32.816,g
12.9078,0.5767,5.1628,g
11.8997,0.6973,16.706,g
11.0212,0.6284,5.8091,g
25.1393,0.2588,11.808,g
11.4872,0.5899,42.081,g
15.9078,0.3315,31.0686,g
11.0064,0.5194,2.313,g
26.1718,0.2665,1.151,g
7.2941,0.7004,84.1758,g
17.193,0.4502,18.4088,g
15.0191,0.5067,65.2488,g
26.6051,0.1797,0.87,g
26.329,0.2555,1.9214,g
15.745,0.3714,11.976,g
11.3751,0.7404,33.8245,g
7.4291,0.7448,80.829,g
11.7668,0.7117,45.584,g
26.6843,0.2175,2.6208,g
33.5175,0.1819,8.8927,g
11.2947,0.7418,54.087,g
17.8766,0.5243,65.882,g
18.7977,0.2673,4.216,g
23.9572,0.1476,12.8978,g
12.0527,0.5016,0.929,g
14.8358,0.3677,5.741,g
9.738,0.5752,49.435,g
12.5474,0.4439,11.2284,g
9.8829,0.4177,10.3529,g
26.6286,0.2332,3.846,g
18.1874,0.3588,57.1013,g
15.4093,0.432,6.5818,g
21.602,0.2934,7.888,g
16.1874,0.2638,0.6983,g
17.6052,0.3808,9.6844,g
9.4931,0.5954,37.3241,g
17.4745,0.322,15.939,g
24.4761,0.2719,2.4982,g
11.8145,0.333,22.2935,g
20.2588,0.27,0.9629,g
21.2824,0.3721,37.1307,g
13.396,0.425,4.992,g
21.3708,0.206,12.2597,g
28.6568,0.1248,5.285,g
16.456,0.4116,64.324,g
15.8567,0.3042,10.4907,g
22.6018,0.2786,8.918,g
21.54,0.2608,1.471,g
33.2279,0.2075,7.4612,g
18.7777,0.3388,36.426,g
14.0845,0.516,3.18,g
11.0009,0.7311,69.1684,g
8.5395,0.8467,27.2483,g
24.9239,0.1837,2.643,g
15.0459,0.2948,4.5385,g
29.0237,0.2067,60.1912,g
20.9718,0.2126,4.336,g
38.5006,0.186,4.861,g
7.2982,0.7342,37.395,g
12.6872,0.4067,28.4935,g
7.0241,0.8399,63.6689,g
13.6572,0.3977,25.123,g
25.2353,0.1797,18.905,g
18.6641,0.4774,6.83,g
12.3475,0.3799,1.124,g
16.3967,0.3767,18.2815,g
16.7437,0.4965,21.088,g
22.1024,0.2422,87.9282,g
11.9063,0.2615,2.85,g
18.5682,0.3104,15.939,g
16.4298,0.3869,12.9854,g
12.5617,0.4373,24.9379,g
15.7602,0.4173,55.1338,g
38.67,0.1449,1.421,g
18.3727,0.3785,3.7819,g
28.965,0.1986,19.6508,g
9.4543,0.5793,4.141,g
9.7177,0.6147,7.346,g
19.5505,0.2272,1.9962,g
15.6921,0.3384,11.546,g
9.4958,0.6582,28.986,g
18.2407,0.3266,7.116,g
13.3139,0.4271,0.408,g
18.5073,0.2438,4.86,g
16.5335,0.6412,39.323,g
20.8053,0.3107,7.6688,g
9.4718,0.6268,4.383,g
19.0469,0.2326,39.096,g
33.0604,0.0984,2.312,g
10.2127,0.4216,32.911,g
13.7923,0.3165,18.51,g
21.0274,0.4096,59.259,g
25.5877,0.1663,3.237,g
17.1218,0.443,46.5411,g
0.0049,0.729,40.3261,g
10.9426,0.7675,21.8775,g
21.3825,0.2859,0.428,g
16.6928,0.3554,40.633,g
10.8785,0.6077,19.7637,g
23.3519,0.3196,27.897,g
27.0886,0.2944,43.0747,g
25.1626,0.2168,3.636,g
27.2418,0.1332,1.548,g
47.763,0.1386,4.456,g
11.555,0.4552,12.8796,g
11.1238,0.5646,18.272,g
16.711,0.3169,31.366,g
31.0123,0.2023,4.728,g
18.8009,0.2224,5.538,g
11.8362,0.4571,78.901,g
12.1042,0.4374,2.843,g
21.2982,0.2206,8.758,g
28.2402,0.1578,0.358,g
22.6032,0.2983,59.415,g
15.3638,0.3087,14.16,g
32.9812,0.167,5.902,g
39.0091,0.1333,0.675,g
7.1659,0.7414,88.4189,g
7.4713,0.7636,56.5174,g
19.2181,0.3476,2.288,g
34.3264,0.2286,4.712,g
23.1949,0.2906,18.895,g
17.8928,0.3852,5.0486,g
38.3701,0.1906,0.864,g
18.2004,0.3987,58.144,g
6.9256,0.7476,24.9416,g
19.4994,0.3223,57.3468,g
24.4487,0.2145,15.4842,g
24.8455,0.1939,5.4962,g
13.6609,0.316,5.433,g
15.7644,0.6304,21.9555,g
7.1927,0.6995,12.8604,g
7.0212,0.6256,49.587,g
21.9082,0.2725,2.635,g
17.0385,0.3816,6.432,g
9.3984,0.6265,10.2591,g
21.5212,0.1841,0.723,g
21.0421,0.2587,4.457,g
13.5287,0.5359,40.1475,g
29.3458,0.2488,0.3953,g
16.6696,0.5495,6.442,g
17.2705,0.2691,34.1301,g
32.8832,0.1686,6.9048,g
12.0319,0.6077,18.4433,g
22.9053,0.2663,20.0384,g
26.5143,0.2206,51.2616,g
55.4775,0.0691,2.468,g
18.3863,0.2476,5.11,g
32.4881,0.1272,11.533,g
20.7623,0.1727,2.3981,g
11.4773,0.7227,84.1434,g
6.9635,0.6844,21.9158,g
14.4003,0.344,11.288,g
17.1019,0.4297,10.575,g
12.6979,0.5725,3.3863,g
29.1772,0.1305,17.622,g
8.0278,0.6235,25.5291,g
11.8757,0.4852,48.202,g
52.0891,0.0694,1.8848,g
19.755,0.3788,22.18,g
16.0027,0.4911,85.4811,g
15.57,0.4233,69.3668,g
16.8468,0.3287,2.5713,g
12.5178,0.4513,30.368,g
24.4418,0.1549,0.8541,g
10.5469,0.6145,16.005,g
27.305,0.2329,0.512,g
10.5592,0.7641,31.3229,g
28.6254,0.21,0.261,g
29.6809,0.235,3.2129,g
23.6757,0.176,14.1288,g
16.9702,0.3506,0.2798,g
26.527,0.1908,5.919,g
24.1717,0.2842,5.928,g
51.3452,0.0755,10.395,g
9.8326,0.4071,0.265,g
18.8241,0.3592,3.533,g
21.1687,0.1745,0.013,g
24.719,0.2219,1.49,g
22.4036,0.2111,4.988,g
17.3463,0.3418,2.315,g
23.0203,0.2001,5.167,g
20.9643,0.3189,9.802,g
11.8254,0.6216,8.014,g
16.3198,0.4376,6.4229,g
26.9945,0.2044,6.6889,g
14.3772,0.521,89.1761,g
16.8093,0.3831,82.0874,g
12.4859,0.4958,3.0331,g
36.4316,0.1576,1.5254,g
17.0645,0.4435,21.5391,g
21.0853,0.2455,5.4315,g
24.1443,0.2715,4.947,g
15.9278,0.3719,25.6036,g
25.7795,0.2737,3.6339,g
10.6207,0.5561,23.553,g
19.4491,0.358,0.134,g
21.0471,0.2131,11.15,g
8.9014,0.5,44.14,g
9.6165,0.8189,84.6855,g
36.546,0.137,1.3581,g
15.99,0.3213,11.3396,g
17.8618,0.1899,7.6036,g
20.9794,0.2768,1.703,g
22.7652,0.279,10.083,g
33.1844,0.1316,1.8497,g
23.4259,0.1502,2.411,g
0,0.721,63.754,g
34.7437,0.258,3.551,g
21.9226,0.2062,0.6397,g
21.9899,0.3063,1.878,g
26.6129,0.1497,9.8964,g
8.0422,0.5448,13.2881,g
19.7303,0.2616,13.197,g
16.5183,0.3777,11.6029,g
7.4352,0.7987,60.197,g
16.4371,0.2464,2.6332,g
30.0387,0.2103,9.418,g
21.8588,0.2738,2.1198,g
9.2285,0.4863,9.183,g
15.5033,0.2941,20.2125,g
41.799,0.2062,0.4318,g
40.9327,0.1179,1.0007,g
44.6785,0.1808,2.042,g
11.6576,0.5133,35.411,g
17.9786,0.2677,4.111,g
14.4769,0.3127,9.2908,g
53.3671,0.0734,1.6793,g
32.6215,0.2149,43.6107,g
16.9069,0.2525,3.2728,g
24.285,0.1683,2.1269,g
66.4353,0.0615,0.108,g
0,0.7115,1.307,g
10.5018,0.5625,12.9692,g
32.6517,0.159,2.7181,g
10.9231,0.6161,5.4907,g
18.4712,0.3687,14.0504,g
21.8554,0.3241,11.6197,g
35.1914,0.1609,2.245,g
27.244,0.1885,14.171,g
23.6253,0.2876,59.389,g
10.3005,0.8046,23.934,g
15.8934,0.389,7.6374,g
11.22,0.5729,65.595,g
24.7669,0.2084,2.9174,g
14.8964,0.4275,36.8443,g
12.9342,0.4643,4.6452,g
27.5183,0.1945,2.8918,g
16.7207,0.3143,2.7439,g
17.89,0.2626,7.7249,g
16.9004,0.3395,12.8885,g
20.3999,0.322,5.783,g
11.4555,0.5409,44.1008,g
13.7126,0.4074,6.7587,g
12.4647,0.6073,40.1653,g
12.3816,0.4852,69.7,g
16.4522,0.3335,7.443,g
15.501,0.4067,13.6657,g
30.4191,0.2016,10.3828,g
0,0.7382,14.407,g
23.4741,0.2554,2.6617,g
11.3488,0.5438,2.366,g
18.6156,0.2217,0.72,g
23.8555,0.2986,5.462,g
15.0721,0.4225,14.263,g
24.4487,0.1947,11.12,g
17.4634,0.4389,9.1044,g
17.0712,0.3745,15.8654,g
7.0144,0.8012,3.82,g
20.1643,0.5221,7.0357,g
9.1501,0.4742,4.8437,g
12.6984,0.3208,21.5727,g
14.9597,0.4619,29.987,g
24.6282,0.2058,9.3943,g
6.5944,0.734,11.6635,g
29.6975,0.1467,1.464,g
22.049,0.1513,7.459,g
46.4076,0.0911,2.833,g
20.6811,0.2348,6.944,g
12.9344,0.4963,9.1317,g
10.8527,0.7708,20.124,g
15.9993,0.476,15.277,g
24.6901,0.2589,19.309,g
15.5086,0.3306,1.7099,g
9.0892,0.5816,2.376,g
38.2401,0.1372,6.526,g
14.9489,0.4988,4.087,g
7.1644,0.744,79.154,g
9.966,0.442,14.518,g
21.7195,0.3402,18.596,g
11.1372,0.4862,19.0052,g
23.3478,0.2265,1.7181,g
9.4513,0.592,49.037,g
24.7023,0.1706,2.797,g
19.0951,0.2786,60.676,g
32.9765,0.1289,16.085,g
17.5801,0.3683,4.9361,g
14.4969,0.354,4.1593,g
16.8387,0.2527,9.6532,g
10.5668,0.7766,51.288,g
16.4992,0.4392,17.512,g
7.1413,0.7611,82.6073,g
29.1223,0.1309,1.8365,g
11.4809,0.5288,1.363,g
10.7678,0.776,44.1499,g
14.2815,0.5821,5.4415,g
15.9478,0.2168,3.751,g
17.0523,0.3039,6.165,g
15.7955,0.4294,5.343,g
11.8501,0.4191,9.7647,g
13.6043,0.2868,1.741,g
19.8502,0.3475,36.245,g
20.8056,0.2937,19.937,g
9.624,0.6049,7.096,g
21.2562,0.1893,0.1363,g
8.6015,0.497,6.325,g
24.5299,0.2697,4.654,g
23.7462,0.2164,2.617,g
40.7553,0.1938,30.6078,g
13.6672,0.4903,19.803,g
22.2678,0.1745,2.13,g
14.1856,0.2672,19.1473,g
16.6027,0.485,3.873,g
44.0574,0.1068,9.7698,g
30.646,0.1771,4.1261,g
18.069,0.2346,0.699,g
53.8539,0.048,1.971,g
10.3391,0.4638,30.0704,g
18.7901,0.3032,4.7763,g
6.8796,0.7511,57.837,g
6.9833,0.8091,21.319,g
16.0602,0.5374,84.1374,g
11.829,0.702,70.514,g
18.4051,0.4672,29.556,g
24.8292,0.2385,0.139,g
21.4058,0.1844,1.277,g
29.5493,0.2419,3.808,g
17.642,0.3557,23.0778,g
14.2061,0.4541,1.4627,g
12.9009,0.4714,26.4601,g
9.2915,0.5897,40.6189,g
12.6227,0.4639,31.933,g
24.6827,0.196,3.3709,g
23.7964,0.2228,0.5748,g
12.1944,0.6723,24.8636,g
14.3749,0.2916,14.32,g
24.4712,0.2379,9.802,g
19.0992,0.3499,11.0676,g
59.0426,0.0683,1.7267,g
22.6585,0.1548,3.4898,g
19.4423,0.3881,0.1159,g
12.9114,0.4201,32.021,g
15.8391,0.3784,2.2764,g
16.1087,0.3039,2.6246,g
20.3847,0.3758,63.492,g
28.0085,0.1488,3.972,g
20.6391,0.5263,37.841,g
10.8242,0.5629,5.904,g
7.0857,0.668,11.804,g
18.1419,0.3337,4.5201,g
23.2233,0.24,12.603,g
34.6534,0.1391,1.3818,g
14.58,0.3912,17.282,g
31.0313,0.1744,9.2693,g
25.4177,0.2301,1.075,g
14.0189,0.4756,2.3372,g
14.8567,0.3248,1.2306,g
16.7829,0.3801,1.5129,g
7.4659,0.7301,37.469,g
35.969,0.1032,0.614,g
25.7911,0.2538,1.0501,g
13.547,0.3589,6.2452,g
12.0626,0.5037,18.549,g
21.7885,0.2091,11.6577,g
17.7029,0.4061,20.1636,g
15.2077,0.2751,0.054,g
32.0426,0.2127,34.586,g
26.7256,0.1553,0.467,g
21.8545,0.2248,7.243,g
12.4907,0.5012,57.3209,g
24.002,0.2637,22.0152,g
12.4181,0.3496,10.7331,g
11.3551,0.7368,58.035,g
29.2378,0.2094,15.8652,g
