@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
0.276,1.0
1.57,1.0
1.16,1.0
-0.462,-1.0
-0.556,1.0
1.28,-1.0
0.91,-1.0
0.863,-1.0
0.157,-1.0
0.625,1.0
1.99,-1.0
-0.95,1.0
-0.869,1.0
-0.193,1.0
-0.538,1.0
0.541,-1.0
0.381,1.0
-0.141,-1.0
-0.773,-1.0
-0.345,1.0
-0.456,1.0
1.13,-1.0
-1.38,1.0
-1.15,1.0
0.809,1.0
1.64,-1.0
-1.57,1.0
-1.71,-1.0
0.275,-1.0
-0.607,1.0
0.0838,-1.0
0.279,1.0
0.296,1.0
-0.16,-1.0
0.395,1.0
1.48,1.0
1.21,-1.0
1.4,1.0
-0.271,-1.0
-0.132,1.0
-0.811,1.0
2.15,-1.0
-1.44,-1.0
1.49,1.0
0.127,-1.0
0.811,-1.0
-0.428,1.0
-1.47,1.0
-1.21,-1.0
1.2,-1.0
-1.18,-1.0
-0.196,1.0
-1.38,-1.0
0.626,1.0
1.26,-1.0
-0.539,-1.0
-1.22,-1.0
-0.364,1.0
-0.699,-1.0
1.76,1.0
0.165,-1.0
-1.77,1.0
-1.38,-1.0
2,-1.0
-1.62,1.0
1.31,-1.0
-1.14,-1.0
-0.159,1.0
0.171,1.0
1.21,-1.0
0.996,1.0
-1.27,1.0
1.64,-1.0
-1.58,1.0
1.92,1.0
0.738,-1.0
0.0571,1.0
0.000432,1.0
-0.639,1.0
0.283,1.0
0.913,-1.0
-1.55,-1.0
-1.06,-1.0
-0.881,-1.0
-1.17,1.0
1.1,-1.0
-0.778,1.0
-1.58,-1.0
1.46,-1.0
0.554,-1.0
0.0621,1.0
1.81,-1.0
-1.04,-1.0
1.01,1.0
0.0297,1.0
0.963,-1.0
-0.643,1.0
0.245,-1.0
0.278,1.0
-0.259,-1.0
0.156,1.0
-1.1,-1.0
-0.00258,1.0
-1.28,-1.0
-1.16,1.0
0.577,-1.0
-1.29,-1.0
0.428,-1.0
0.298,1.0
1.12,1.0
1.83,-1.0
0.0919,1.0
-0.00647,1.0
1.44,-1.0
0.376,-1.0
-0.553,1.0
0.148,1.0
0.857,-1.0
-0.357,1.0
1.97,1.0
-0.99,1.0
-1.2,-1.0
1.83,-1.0
1.04,-1.0
0.486,-1.0
0.000076,1.0
-0.974,-1.0
0.805,-1.0
-0.039,1.0
-1.13,-1.0
-0.631,1.0
1.07,-1.0
-0.181,1.0
-1.88,1.0
0.231,-1.0
0.546,-1.0
-0.782,1.0
-1.37,-1.0
-0.919,-1.0
1.69,1.0
0.48,1.0
0.886,-1.0
-1.05,-1.0
-0.683,-1.0
-0.115,1.0
-1.12,-1.0
0.65,-1.0
-0.107,1.0
-1.35,-1.0
1.18,-1.0
-1.45,-1.0
-1.3,1.0
-1.15,-1.0
-0.506,1.0
1.83,1.0
-0.598,1.0
-0.885,-1.0
-1.36,-1.0
1.08,-1.0
1.71,1.0
0.088,-1.0
-0.0874,-1.0
-0.346,-1.0
-1.27,-1.0
0.91,-1.0
-0.116,1.0
1.61,-1.0
0.729,-1.0
-0.507,1.0
1.3,-1.0
0.247,1.0
-0.00546,-1.0
-0.221,1.0
-0.0156,1.0
-1.33,1.0
0.562,-1.0
-0.01,-1.0
-0.817,1.0
0.946,1.0
-1.1,1.0
-0.7,1.0
-1.69,-1.0
-1.21,-1.0
0.272,-1.0
0.991,-1.0
-1.34,1.0
-1.07,-1.0
-1.2,-1.0
1.28,-1.0
-0.47,1.0
-0.826,1.0
-1.32,-1.0
0.308,1.0
-0.617,1.0
0.46,1.0
1.38,1.0
-0.713,1.0
-1.22,-1.0
1.46,-1.0
-0.57,1.0
1.83,1.0
-0.0709,1.0
1.35,-1.0
-1.08,-1.0
1.19,-1.0
1.65,-1.0
1.37,-1.0
0.357,1.0
-1.28,-1.0
0.0399,1.0
-1.1,-1.0
1.28,-1.0
-1.36,-1.0
1.37,-1.0
1.46,-1.0
-1.13,-1.0
0.501,-1.0
1.24,-1.0
-0.331,1.0
0.0836,1.0
0.685,-1.0
-1.21,-1.0
-0.914,-1.0
0.0998,-1.0
0.394,1.0
-1.28,-1.0
-1.16,1.0
1.04,-1.0
-1.11,-1.0
-1.25,1.0
-0.131,1.0
1.07,-1.0
1.33,1.0
2.24,-1.0
0.975,-1.0
1.72,1.0
-0.975,-1.0
0.481,1.0
-0.641,1.0
2.09,-1.0
0.0752,-1.0
1.6,-1.0
-0.481,1.0
0.849,-1.0
0.755,1.0
-1.26,-1.0
0.498,-1.0
1.84,-1.0
-1.02,-1.0
-0.646,1.0
0.978,-1.0
1.91,-1.0
-0.189,1.0
-0.985,1.0
-0.398,1.0
0.378,-1.0
-0.115,1.0
1.03,-1.0
1.41,-1.0
1.15,-1.0
1.41,-1.0
1.02,-1.0
0.359,-1.0
-1.22,-1.0
0.397,1.0
0.842,-1.0
-0.0928,1.0
0.0877,-1.0
-0.978,-1.0
-0.607,1.0
-0.789,1.0
0.592,-1.0
0.0101,1.0
-1.19,-1.0
-0.124,1.0
-1.47,1.0
-0.918,-1.0
-0.643,-1.0
-1.18,-1.0
-1.36,1.0
-1.7,1.0
0.587,1.0
1.49,-1.0
1.7,1.0
1.01,-1.0
-0.113,1.0
-1.5,1.0
-1.07,-1.0
0.862,-1.0
-0.047,1.0
1.78,1.0
-0.372,1.0
-1.11,-1.0
-0.639,1.0
-0.231,1.0
0.152,-1.0
-0.69,1.0
