@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
0.169,-1.0
1.16,-1.0
1.88,-1.0
-1.2,-1.0
1.46,1.0
1.61,-1.0
1.86,-1.0
2.14,-1.0
-1.18,-1.0
-1.27,-1.0
-0.99,1.0
-0.199,1.0
0.347,1.0
0.366,1.0
1.5,-1.0
1.81,-1.0
1.42,-1.0
-1.07,-1.0
-1.22,-1.0
1.64,1.0
-1.13,-1.0
-0.65,1.0
1.5,-1.0
-1.54,1.0
-0.213,-1.0
-0.328,1.0
0.181,1.0
-0.479,1.0
-0.954,-1.0
-0.488,1.0
1.66,-1.0
-1.43,-1.0
1.17,1.0
-1.07,1.0
-0.285,1.0
1.14,-1.0
-0.387,-1.0
-0.346,1.0
0.499,1.0
0.817,-1.0
0.244,-1.0
1.4,-1.0
-0.56,1.0
-1.1,1.0
1.63,-1.0
1.67,-1.0
0.428,1.0
-0.863,1.0
0.503,-1.0
-0.536,1.0
-1.25,1.0
1.29,-1.0
1.85,-1.0
-0.205,1.0
-1.22,1.0
-1.14,1.0
1.4,-1.0
0.494,-1.0
-0.994,1.0
-1.19,-1.0
0.0404,-1.0
1.09,-1.0
-0.088,1.0
-1.02,1.0
0.215,1.0
-0.769,1.0
-1.1,-1.0
0.513,1.0
0.878,-1.0
1.05,-1.0
-1.46,-1.0
0.0815,1.0
-0.969,-1.0
-1.22,-1.0
0.0302,1.0
-1.4,1.0
-0.199,1.0
-0.657,1.0
0.493,-1.0
-0.682,1.0
-1.65,1.0
1.52,-1.0
1.04,-1.0
0.508,-1.0
-0.0358,1.0
0.127,1.0
-0.88,1.0
0.468,-1.0
