@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
0.995,-1.0
1.32,1.0
-1.26,-1.0
-0.172,1.0
-0.979,1.0
0.616,-1.0
-1.28,-1.0
0.525,-1.0
1.18,1.0
-1.31,-1.0
-1.72,1.0
0.9,-1.0
0.375,-1.0
-0.298,1.0
-0.984,1.0
-0.498,-1.0
0.966,-1.0
-1.2,-1.0
-1.07,-1.0
-0.36,1.0
0.457,-1.0
1.43,1.0
-1.02,-1.0
0.329,-1.0
0.842,-1.0
0.51,1.0
2.47,-1.0
0.678,-1.0
1.46,1.0
-0.00325,1.0
-1.18,-1.0
-0.569,1.0
-0.142,1.0
