@relation phoneme

@attribute Aa numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.403,-0.361,0
3.542,-0.096,0
0.3,-0.459,0
2.657,-0.08,0
0.145,2.189,0
0.674,-0.249,0
1.061,0.286,0
1.128,0.109,0
0.434,1.02,0
2.466,-0.118,0
-0.668,-0.143,0
0.181,-0.675,0
3.328,0.095,0
0.716,-0.436,0
1.461,0.271,0
0.252,0.347,0
0.247,0.275,0
1.973,0.222,0
0.257,-0.443,0
2.745,0.406,0
0.413,-1.254,0
-0.165,0.59,0
0.623,-0.203,0
-0.144,-0.826,0
2.059,-0.103,0
0.154,-0.782,0
1.183,-0.114,0
0.463,0.324,0
0.58,-0.165,0
2.675,0.984,0
1.962,0.143,0
2.014,-0.06,0
0.383,0.976,0
3.617,0.224,0
1.518,0.248,0
0.107,1.426,0
1.141,0.33,0
0.639,-0.418,0
0.257,-0.7,0
0.413,-0.55,0
1.696,0.139,0
2.241,-0.092,0
0.486,0.674,0
0.218,-0.724,0
-0.129,-0.844,0
1.227,0.183,0
0.331,0.302,0
0.144,1.646,0
0.201,0.323,0
1.064,1.599,0
0.273,0.792,0
3.5,-0.045,0
0.172,-0.842,0
0.21,0.63,0
0.477,-0.288,0
0.241,2.272,0
0.65,-0.263,0
0.991,0.648,0
0.929,-0.369,0
0.4,-0.789,0
0.384,-0.641,0
0.636,0.31,0
0.912,0.078,0
-0.233,-0.778,0
0.887,0.172,0
0.299,0.862,0
0.845,-0.211,0
0.621,-0.183,0
0.582,0.702,0
0.597,0.647,0
1.304,0.137,0
0.461,1.773,0
0.519,-0.632,0
1.642,-0.148,0
2.427,1.242,0
0.154,-0.534,0
0.189,-0.469,0
0.228,-0.663,0
3.087,-0.072,0
3.137,0.443,0
0.25,-0.745,0
0.279,0.453,0
0.877,-0.065,0
0.223,1.208,0
2.555,0.188,0
0.15,2.273,0
0.147,1.705,0
0.288,0.25,0
-0.251,-0.517,0
0.184,1.109,0
2.302,-0.052,0
0.734,0.415,0
0.191,1.965,0
2.56,0.112,0
0.345,0.318,0
1.027,1.009,0
1.963,-0.109,0
1.793,1.043,0
1.11,0.089,0
1.037,-0.107,0
-0.316,-0.596,0
2.581,-0.08,0
0.356,0.395,0
1.977,0.236,0
0.249,0.572,0
0.236,-0.919,0
0.47,-0.546,0
0.27,-0.723,0
2.509,-0.387,0
-0.993,-0.151,0
0.657,0.292,0
0.55,-0.498,0
1.72,0.37,0
0.387,-0.772,0
1.945,1.071,0
1.487,-0.262,0
0.976,0.725,0
0.697,-0.429,0
0.364,0.233,0
0.716,-0.232,0
0.179,1.696,0
0.89,-0.224,0
0.907,0.197,0
0.517,0.534,0
0.626,0.321,0
1.101,0.32,0
2.406,0.198,0
2.078,0.094,0
0.14,-0.703,0
1.906,-0.09,0
0.184,-0.499,0
1.033,0.28,0
0.176,0.345,0
0.249,-0.722,0
0.191,2.156,0
0.602,-0.199,0
0.656,0.689,0
0.386,0.464,0
1.909,0.371,0
1.402,-0.215,0
0.416,1.108,0
1.379,0.171,0
0.166,2.079,0
1.134,0.4,0
0.488,0.58,0
0.333,-0.188,0
0.371,-0.786,0
0.297,-0.49,0
0.567,0.363,0
0.147,0.928,0
0.235,1.603,0
0.738,0.193,0
0.236,0.909,0
0.125,0.62,0
0.478,-0.191,0
0.499,0.682,0
0.405,-0.591,0
0.873,-0.275,0
2.815,0.537,0
2.84,-0.087,0
0.607,-0.168,0
0.489,0.255,0
1.89,0.366,0
0.212,-0.339,0
0.409,1.747,0
0.749,-0.115,0
0.155,2.089,0
2.869,0.5,0
2.503,0.17,0
2.741,-0.273,0
1.009,0.426,0
0.531,-0.239,0
0.276,1.18,0
0.557,0.348,0
3.226,-0.075,0
2.631,0.812,0
0.314,0.342,0
0.317,-0.885,0
2.521,0.1,0
0.266,-0.833,0
1.418,-0.132,0
1.675,-0.238,0
1.034,0.198,0
0.489,0.611,0
0.817,-0.066,0
3.359,-0.264,0
0.344,-0.627,0
0.998,-0.223,0
0.132,0.514,0
0.741,0.473,0
1.107,-0.113,0
1.903,0.122,0
1.939,0.139,0
0.798,0.545,0
0.308,-0.387,0
2.433,1.041,0
0.251,-0.615,0
0.169,1.001,0
1.304,0.257,0
0.339,1.181,0
2.398,-0.077,0
0.082,-0.617,0
0.231,1.775,0
0.127,-0.854,0
1.932,0.439,0
1.036,1.399,0
2.203,-0.092,0
0.238,2.113,0
2.254,0.624,0
0.874,0.243,0
1.814,0.129,0
2.095,0.102,0
0.583,-0.302,0
0.107,1.758,0
-0.193,-0.661,0
-0.106,0,0
0.195,0.581,0
1.639,-0.2,0
0.106,2.548,0
1.108,-0.091,0
2.321,0.106,0
0.293,-0.756,0
0.434,-0.374,0
1.057,0.073,0
0.671,0.191,0
1.483,0.92,0
0.705,-0.152,0
2.619,0.091,0
0.79,0.264,0
0.296,-0.762,0
0.266,-0.527,0
0.185,1.595,0
1.347,0.094,0
0.729,-0.192,0
2.17,0.264,0
1.152,1.29,0
0.679,1.162,0
2.328,0.131,0
0.249,-0.791,0
0.463,-0.187,0
0.183,-0.728,0
-0.101,0.878,0
0.368,0.634,0
0.139,1.56,0
0.441,0.229,0
1.512,0.668,0
2.64,0.106,0
0.121,1.978,0
2.317,-0.397,0
1.125,-0.138,0
0.402,-0.239,0
0.502,-0.253,0
0.355,0.477,0
1.224,-0.488,0
0.222,1.076,0
2.638,0.133,0
0.802,0.588,0
0.157,-0.747,0
0.255,0.936,0
0.374,0.576,0
0.191,0.544,0
2.283,0.071,0
0.647,-0.223,0
-0.111,0.993,0
0.238,0.576,0
0.43,2.424,0
2.259,-0.145,0
3.461,-0.068,0
1.7,1.83,0
2.807,0.191,0
0.059,0.535,0
0.229,-0.581,0
0.683,-0.169,0
1.248,-0.171,0
0.576,0.599,0
0.476,-0.222,0
0.29,0.87,0
1.229,0.332,0
3.53,-0.078,0
0.511,0.271,0
2.697,0.091,0
0.285,0.243,0
1.061,-0.277,0
0.865,-0.395,0
0.924,-0.175,0
0.281,-0.346,0
1.099,-0.169,0
0.644,-0.154,0
0.218,-0.408,0
2.673,-0.308,0
2.878,0.148,0
3.802,-0.082,0
0.594,1.778,0
1.735,-0.351,0
2.112,-0.097,0
2.065,0.14,0
1.956,0.451,0
0.095,0.523,0
0.381,1.204,0
1.126,-0.165,0
0.391,-0.448,0
3.658,-0.082,0
1.47,-0.134,0
0.54,-0.803,0
0.132,1.318,0
0.06,0.264,0
2.21,0.952,0
0.105,2.081,0
0.493,-0.443,0
1.396,-0.156,0
1.909,0.129,0
0.327,0.307,0
0.181,1.203,0
0.108,1.885,0
0.341,-0.772,0
0.478,-0.303,0
1.473,0.19,0
0.128,1.026,0
0.823,0.299,0
0.511,-0.342,0
0.129,1.469,0
0.165,-0.544,0
0.245,2.27,0
2.384,-0.118,0
3.192,-0.202,0
0.65,-0.256,0
0.71,-0.255,0
2.505,0.092,0
3.264,0.101,0
2.891,0.079,0
2.134,0.104,0
1.719,-0.088,0
0.163,-0.782,0
1.246,0.221,0
0.324,0.378,0
1.509,-0.076,0
1.744,0.225,0
2.039,0.228,0
1.601,-0.127,0
0.348,0.83,0
3.454,-0.235,0
1.609,-0.547,0
0.494,0.233,0
0.225,0.732,0
0.265,0.37,0
0.771,-0.168,0
0.513,-0.358,0
2.509,-0.107,0
1.017,0.816,0
3.273,-0.223,0
0.666,-0.137,0
2.545,0.087,0
0.245,0.879,0
0.215,0.68,0
1.098,-0.148,0
3.052,-0.165,0
3.483,0.108,0
0.711,-0.44,0
1.143,-0.163,0
0.19,1.781,0
1.047,-0.277,0
2.915,-0.075,0
0.288,-0.914,0
1.49,-0.095,0
0.254,-0.318,0
0.43,-0.372,0
0.38,-0.466,0
3.056,-0.279,0
2.493,0.163,0
0.257,-0.605,0
1.141,0.088,0
0.191,-0.708,0
3.098,-0.324,0
0.212,-0.541,0
3.092,-0.077,0
0.212,1.092,0
3.229,0.717,0
0.079,0.48,0
3.15,0.216,0
3.777,-0.103,0
0.304,-0.266,0
2.912,0.149,0
1.839,0.143,0
0.255,1.274,0
-0.235,0.721,0
0.158,1.576,0
1.313,0.375,0
1.471,0.155,0
0.227,1.11,0
0.494,0.454,0
0.088,0.455,0
0.098,-0.469,0
1.218,-0.11,0
0.629,0.403,0
1.909,0.102,0
1.467,0.107,0
-0.26,-1.494,0
0.087,0.535,0
0.563,0.456,0
0.198,-0.491,0
0.619,0.951,0
2.385,0.102,0
0.302,-0.659,0
0.533,0.496,0
1.144,-0.174,0
0.682,-0.433,0
0.741,0.512,0
3.151,0.216,0
0.137,0.996,0
0.375,0.311,0
1.432,-0.179,0
0.71,0.272,0
0.773,-0.244,0
0.326,-0.567,0
3.75,0.194,0
0.456,-0.713,0
0.175,-0.757,0
1.246,0.569,0
0.626,-0.32,0
0.252,0.26,0
0.976,0.853,0
3.232,0.38,0
2.92,0.08,0
0.799,-0.262,0
0.096,1.419,0
3.054,0.407,0
1.821,0.343,0
2.007,-0.163,0
0.157,1.131,0
0.279,-0.531,0
0.936,1.064,0
1.335,0.139,0
0.414,0.686,0
0.644,0.213,0
0.34,1.236,0
0.907,0.114,0
3.356,-0.085,0
3.074,-0.069,0
0.267,-0.485,0
1.24,0.231,0
0.981,1.5,0
0.334,-0.665,0
0.411,0.585,0
0.4,-0.557,0
0.342,-0.533,0
0.234,-0.552,0
2.377,-0.071,0
0.42,0.416,0
0.185,-0.612,0
3.527,-0.061,0
0.158,0.778,0
0.337,-0.639,0
0.167,0.984,0
0.319,1.356,0
0.249,1.658,0
0.139,-0.766,0
0.482,-0.484,0
1.674,-0.238,0
2.019,0.312,0
0.666,-0.23,0
0.085,0.552,0
0.515,0.352,0
0.529,0.887,0
0.341,0.373,0
0.619,-0.184,0
0.292,0.686,0
0.216,0.981,0
2.534,1.019,0
1.903,0.146,0
0.256,-0.532,0
1.585,-0.081,0
0.307,-0.19,0
3.052,-0.222,0
0.159,-0.353,0
0.651,-0.344,0
0.837,-0.271,0
1.633,-0.309,0
1.706,-0.09,0
0.35,-0.584,0
1.509,0.283,0
-0.053,-0.243,0
0.106,0,0
0.561,0.388,0
0.226,-0.703,0
1.526,-0.265,0
0.122,2.546,0
-0.12,0.598,0
2.309,0.917,0
1.843,0.204,0
1.196,-0.155,0
0.134,2.12,0
0.847,0.351,0
2.428,-0.073,0
0.156,-0.555,0
1.157,0.701,0
0.089,0.406,0
0.291,0.806,0
0.078,-0.538,0
1.197,0.184,0
-0.966,-0.176,0
0.825,0.083,0
2.45,-0.081,0
1.669,0.229,0
3.027,0.099,0
-0.103,0.943,0
-0.221,-0.33,0
2.571,0.137,0
0.849,0.186,0
0.359,0.719,0
3.273,0.576,0
1.422,-0.21,0
0.455,-0.242,0
0.266,-0.569,0
0.521,0.324,0
1.549,0.523,0
0.691,0.682,0
0.805,-0.223,0
2.153,-0.105,0
0.223,1.207,0
3.432,-0.075,0
2.092,0.242,0
0.26,-0.781,0
1.404,1.601,0
1.29,0.27,0
0.462,-0.164,0
0.279,-0.738,0
2.99,-0.171,0
0.078,1.574,0
2.571,0.137,0
0.593,-0.351,0
0.16,0.798,0
1.411,-0.128,0
3.43,0.161,0
0.624,-0.386,0
1.298,-0.147,0
1.851,0.097,0
2.327,-0.142,0
0.166,-0.32,0
0.111,0.694,0
0.303,0.305,0
0.273,1.064,0
0.56,-0.512,0
1.282,0.117,0
2.431,0.083,0
1.322,0.371,0
2.374,0.187,0
1.021,0.228,0
0.332,0.825,0
0.757,-0.192,0
0.128,2.052,0
0.713,-0.438,0
2.879,0.08,0
0.816,0.084,0
0.108,-0.664,0
0.105,2.321,0
2.841,0.154,0
0.902,-0.194,0
0.622,-0.252,0
0.111,2.544,0
0.268,0.629,0
0.64,-0.335,0
0.64,0.387,0
1.592,-0.183,0
0.371,0.357,0
1.509,1.303,0
0.425,0.275,0
0.074,-0.872,0
0.99,-0.164,0
0.136,1.188,0
0.186,0.649,0
3.086,0.388,0
2.456,0.849,0
0.155,1.596,0
0.126,2.343,0
0.683,-0.395,0
0.338,0.729,0
0.255,0.525,0
0.648,1.913,0
0.171,-0.47,0
0.167,0.324,0
0.336,-0.623,0
0.346,0.268,0
0.699,-0.482,0
1.645,-0.58,0
0.639,-0.682,0
0.79,0.24,0
1.6,0.082,0
0.625,-0.289,0
0.505,-0.296,0
2.287,0.176,0
0.464,-0.517,0
0.227,-0.591,0
0.736,0.179,0
0.252,-0.701,0
0.144,1.197,0
0.351,0.819,0
0.58,-0.255,0
1.857,-0.289,0
3.459,-0.081,0
0.148,0.754,0
0.169,-0.646,0
0.072,0.507,0
0.116,0.708,0
0.088,2.181,0
0.89,-0.176,0
1.346,-0.166,0
1.956,0.231,0
0.841,0.206,0
-0.132,-0.982,0
1.781,-0.115,0
1.923,0.301,0
0.404,0.448,0
0.271,-0.702,0
2.003,0.117,0
1.364,-0.129,0
2.475,0.697,0
0.268,0.28,0
0.363,1.914,0
3.183,0.488,0
1.314,0.434,0
1.295,-0.596,0
0.726,-0.1,0
0.385,0.532,0
0.062,0.579,0
2.097,0.103,0
0.179,1.854,0
2.235,0.366,0
1.092,-0.263,0
1.052,-0.186,0
0.199,-0.621,0
1.191,-0.203,0
0.459,-0.157,0
0.218,-0.523,0
0.657,-0.173,0
0.221,-0.503,0
0.545,1.904,0
0.084,0.671,0
2.437,0.182,0
-0.18,1.05,0
2.848,-0.31,0
1.495,0.225,0
0.17,0.333,0
0.942,0.719,0
1.549,0.215,0
0.603,-0.27,0
1.102,-0.205,0
0.139,1.827,0
0.832,-0.184,0
0.147,2.224,0
1.854,0.2,0
0.551,-0.189,0
0.318,-0.39,0
0.086,0.451,0
0.511,0.345,0
2.303,-0.171,0
0.258,-0.239,0
0.331,-0.233,0
0.349,-0.151,0
1.05,1.541,0
-1.7,0.202,0
0.435,-0.544,0
0.216,0.516,0
3.218,0.094,0
0.424,0.388,0
0.279,0.443,0
0.106,0.842,0
0.345,-0.692,0
2.504,0.17,0
0.24,0.449,0
2.342,1.068,0
1.858,0.139,0
0.227,1.873,0
1.086,-0.118,0
1.024,0.258,0
0.486,1.099,0
0.215,1.732,0
1.669,-0.116,0
1.146,-0.18,0
0.259,-0.523,0
-0.102,-1.359,0
3.266,0.113,0
0.811,-0.232,0
0.555,0.199,0
0.451,-0.198,0
0.227,-0.842,0
1.801,0.236,0
2.533,0.16,0
0.295,-0.574,0
3.027,-0.109,0
0.392,0.423,0
1.296,0.214,0
0.172,1.694,0
0.267,0.563,0
0.979,1.861,0
1.645,-0.137,0
0.693,0.303,0
0.308,0.273,0
0.283,-0.753,0
0.24,-0.747,0
3.164,0.069,0
0.387,-0.648,0
0.211,-0.564,0
1.677,-0.269,0
0.236,0.382,0
1.542,-0.051,0
1.944,-0.079,0
1.663,0.11,0
0.218,-0.948,0
0.266,0.879,0
1.472,0.112,0
0.378,-0.623,0
2.347,-0.108,0
1.001,-0.094,0
0.342,0.294,0
2.119,0.116,0
0.331,0.834,0
0.231,0.437,0
1.479,0.208,0
0.883,2.209,0
1.265,-0.167,0
0.282,-0.726,0
0.86,-0.18,0
1.262,0.213,0
0.409,0.427,0
0.594,-0.196,0
0.143,-0.612,0
0.304,0.261,0
3.347,0.666,0
0.531,-0.316,0
0.508,0.263,0
2.744,0.098,0
3.496,-0.281,0
0.223,0.902,0
0.886,-0.184,0
3.239,-0.067,0
3.055,-0.075,0
0.09,0.468,0
0.26,1.209,0
1.207,-0.083,0
2.089,0.078,0
0.189,1.984,0
0.539,0.524,0
0.279,-0.597,0
0.39,-0.728,0
0.284,1.276,0
0.23,-0.55,0
0.274,0.558,0
1.063,-0.175,0
2.111,0.268,0
0.56,0.278,0
0.69,-0.222,0
3.061,0.326,0
0.826,0.232,0
1.237,0.103,0
0.869,0.308,0
0.126,2.136,0
1.246,0.208,0
0.351,0.488,0
0.18,1.762,0
0.387,0.32,0
0.349,-0.73,0
0.352,-0.165,0
1.185,-0.171,0
0.147,0,0
0.921,-0.082,0
