@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,6'

@attribute Aa numeric
@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.452,0.759,1.077,1
2.582,0.47,-0.076,0
0.152,0.526,0.862,1
0.291,0.678,2.1,0
2.686,-0.32,-0.081,0
0.334,1.78,0.65,0
0.764,2.766,-0.219,0
1.657,2.263,0.226,0
1.084,1.32,-0.113,0
0.344,1.797,-0.627,0
0.134,0.399,1.404,1
0.626,2.139,-0.32,0
0.214,0.954,1.696,1
0.947,2.345,0.399,0
0.087,0.585,2.38,0
1.246,1.017,0.208,0
0.455,3.902,-0.353,0
0.191,1.054,-0.708,0
0.43,0.597,2.424,0
0.469,0.548,1.319,1
0.722,1.094,-0.935,1
1.175,1.208,-0.469,1
0.349,2.027,-0.151,0
1.164,2.083,0.67,0
0.434,1.224,-0.228,0
1.998,1.349,-0.08,0
0.612,3.149,0.85,1
3.13,0.557,0.181,0
0.959,2.757,0.513,0
0.249,0.553,1.658,0
0.652,1.177,-0.463,1
0.163,0.854,0.721,0
0.551,0.418,0.91,1
0.635,3.075,0.489,0
0.28,2.032,0.287,0
0.72,1.788,-0.227,0
2.185,0.637,0.104,0
0.076,0.254,0.383,0
0.296,1.004,0.807,0
0.479,0.493,2.1,0
0.367,0.51,0.886,1
1.116,2.458,0.228,0
0.25,0.891,2.313,1
0.405,2.204,0.482,0
0.354,2.077,-0.609,0
0.492,1.782,0.448,0
0.53,0.921,-0.81,1
3.137,1.237,0.443,0
0.907,1.536,-0.114,0
-1.046,-1.081,-0.149,0
2.703,-0.236,0.119,0
0.403,1.026,1.809,1
1.302,1.719,-0.388,0
0.44,1.846,0.244,0
0.625,2.31,-0.207,0
0.609,0.63,0.539,1
0.648,0.754,1.265,1
0.598,1.798,-0.177,0
0.929,2.558,-0.369,0
0.111,0.397,0.683,1
1.677,0.791,2.004,0
0.927,2.496,0.798,1
0.205,1.163,-0.499,0
1.21,1.167,-0.457,0
2.721,0.652,-0.063,0
2.954,0.435,0.086,0
0.245,1,-0.767,0
0.471,1.471,1.503,1
0.826,1.872,0.232,0
0.306,1.124,1.904,1
1.392,1.632,-0.102,0
0.666,1.782,-0.137,0
0.369,2.829,1.401,1
0.791,2.125,0.279,0
1.087,1.908,0.25,0
0.737,3.178,0.437,0
0.098,0.692,0.712,1
0.217,0.598,-0.606,0
0.114,0.501,0.882,1
0.25,1.051,-0.724,0
3.24,0.43,-0.19,0
2.039,1.226,0.35,0
1.053,0.573,1.495,1
1.439,2.014,-0.168,0
0.817,0.796,-0.066,0
0.798,2.84,-0.189,0
0.647,0.86,0.993,1
0.189,1.169,-0.406,0
0.266,1.04,-0.833,0
0.148,1.48,0.754,0
1.213,0.697,1.233,1
0.403,1.292,-0.682,0
0.351,0.785,1.792,1
0.279,0.985,0.77,0
0.983,1.108,-0.082,0
0.23,0.398,1.72,1
0.501,0.462,1.562,1
0.124,0.346,2.196,0
0.367,0.788,1.386,1
1.12,1.69,0.569,0
1.396,1.668,-0.369,1
0.568,2.557,1.003,1
0.216,1.604,0.773,0
0.274,0.798,2.06,1
1.79,1.505,-0.115,0
0.997,1.896,1.479,0
0.379,2.85,0.557,0
0.422,1.478,1.155,1
0.807,2.168,0.84,1
0.686,3.259,-0.225,0
0.249,1.423,-0.459,0
0.327,2.711,0.307,0
0.264,0.906,-0.609,1
3.139,0.704,0.915,0
1.471,1.344,0.155,0
1.229,1.569,0.332,0
1.586,2.256,0.196,0
0.171,1.122,-0.47,0
1.782,0.786,0.115,0
2.503,0.461,0.17,0
0.143,0.546,1.11,1
2.32,1.249,0.161,0
1.093,1.612,0.529,0
0.085,0.296,0.552,0
1.107,1.532,-0.113,0
0.987,1.977,1.578,0
0.693,2.371,0.312,0
1.91,1.253,-0.097,0
1.137,0.603,0.636,1
0.58,1.03,-0.391,0
0.932,2.3,-0.202,0
1.568,1.363,0.156,0
0.521,2.947,0.445,0
0.337,1.81,-0.41,0
0.796,1.331,-0.101,0
0.716,1.75,-0.226,0
0.53,0.257,0.905,1
0.203,1.205,-0.546,0
0.705,1.796,-0.286,0
2.078,0.918,0.126,0
0.72,2.762,-0.221,0
1.039,2.521,-0.156,0
-0.079,-0.329,-0.597,1
0.219,1.027,-0.68,0
0.252,1.357,-0.331,0
0.757,2.007,0.268,0
0.316,1.008,-0.54,0
0.254,1.347,-0.318,0
1.182,2.344,-0.178,0
0.443,1.345,0.769,1
0.815,1.8,0.217,0
0.362,2.421,-0.284,0
0.412,1.1,-0.533,0
1.185,2.24,-0.171,0
0.176,0.438,2.42,0
0.762,1.414,-0.299,1
1.201,1.655,0.458,1
0.683,-1.082,-0.873,1
0.152,0.582,1.101,1
0.331,2.978,-0.233,0
0.264,1.276,-0.635,0
0.103,0.576,0.82,1
0.365,1.356,0.581,1
0.157,0.511,-0.406,1
1.364,0.808,-0.511,1
3.087,-0.304,-0.072,0
0.801,2.874,-0.359,0
1.033,2.488,0.28,0
0.253,1.762,1.081,0
0.966,2.286,-0.149,0
0.168,1.108,-0.483,0
0.256,1.233,-0.547,1
0.442,0.52,2.105,1
0.92,1.932,-0.448,1
0.584,3.106,0.302,0
3.553,-0.281,-0.076,0
0.404,0.913,0.831,0
0.342,2.176,0.294,0
