@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R1-3,6'

@attribute Aa numeric
@attribute Ao numeric
@attribute Dcl numeric
@attribute Class {0,1}

@data
0.072,0.333,0.556,0
1.092,2.369,-0.402,0
0.564,0.46,2.157,1
0.321,3.02,1.304,1
0.5,0.731,1.058,1
0.29,0.824,2.081,1
0.494,2.442,-0.442,0
0.421,0.573,1.775,1
1.957,1.436,-0.279,0
0.236,1.053,2.285,0
0.132,0.588,1.521,0
-0.12,1.159,1.366,0
0.257,0.757,1.331,1
0.089,0.706,0.663,0
0.356,0.807,1.508,1
0.266,1.055,2.807,0
2.761,1.125,1.297,0
0.436,2.86,0.927,1
0.41,1.803,1.288,0
0.629,2.94,-0.743,0
1.439,1.079,0.316,0
0.236,0.772,2.184,1
0.137,0.695,1.079,1
0.814,0.334,2.258,1
0.228,0.46,1.628,0
0.367,0.416,1.871,1
0.226,1.816,-0.381,0
0.216,1.037,2.259,0
0.233,0.632,0.642,0
1.037,1.78,-0.256,0
0.236,1.165,2.107,0
2.254,1.491,0.895,0
0.984,2.097,1.249,1
0.517,2.602,1.078,0
0.339,0.933,1.327,0
3.041,0.446,-0.122,0
0.361,1.791,0.522,0
2.064,0.657,-0.111,0
0.128,0.598,0.394,1
-0.067,-0.286,-0.585,1
0.365,0.526,2.424,1
0.679,0.656,1.835,1
1.037,2.405,-0.368,0
0.326,0.457,1.856,1
0.453,1.001,2.247,0
0.333,1.645,1.533,0
0.456,2.64,-0.604,0
0.714,1.3,1.784,0
2.41,0.29,0.153,0
0.253,0.406,0.468,0
1.549,2.37,-0.361,0
2.843,0.346,0.273,0
0.209,0.543,0.432,1
-0.323,0.674,1.197,1
0.504,1.435,1.551,1
0.34,0.428,1.703,0
1.973,1.483,-0.319,0
-0.195,0.854,1.671,1
2.918,0.315,-0.926,0
0.149,0.355,0.516,0
0.42,3.096,-0.604,0
0.58,2.975,-0.631,0
0.078,0.338,0.465,0
1.378,1.088,0.484,0
0.27,2.773,-0.448,0
0.31,0.502,1.452,1
-0.106,0.556,0.961,0
0.675,2.148,-0.462,0
0.56,1.978,0.739,0
1.857,1.077,1.08,0
0.21,1.195,1.902,0
0.127,0.724,0.292,1
0.43,2.541,1.083,0
0.187,1.129,1.521,0
0.443,0.99,1.752,1
1.134,1.628,1.065,0
0.058,0.245,0.368,0
0.204,1.772,0.672,0
0.899,2.203,-0.392,0
0.688,1.433,0.86,0
1.593,0.577,0.174,0
0.201,0.424,0.782,1
2.697,-0.221,0.159,0
0.174,1.058,2.666,0
2.652,0.972,0.252,0
0.542,1.011,1.81,1
2.366,1.188,0.384,0
3.36,0.643,0.342,0
2.898,0.474,1.043,0
0.587,1.028,1.768,0
1.224,1.274,2.311,0
0.271,1.024,2.694,0
0.384,0.425,1.9,1
0.226,0.609,0.58,1
0.184,0.813,1.764,0
0.074,0.352,0.808,1
-0.115,0.482,-0.579,1
0.315,1.126,1.037,1
0.559,2.887,-0.677,0
0.646,2.708,-0.576,1
2.925,1.489,-0.244,0
0.628,1.575,-0.285,0
0.389,1.798,-0.414,0
0.671,1.885,1.554,1
0.198,0.67,0.768,1
1.304,2.081,-0.348,0
0.099,0.466,1.088,0
1.988,0.97,0.184,0
0.966,1.848,1.467,1
0.422,1.671,1.491,0
0.659,1.461,1.744,0
1.894,0.463,0.43,0
0.407,2.613,2.02,1
0.064,0.279,0.342,0
0.528,1.671,1.743,1
0.229,2.527,-0.58,0
0.123,0.915,0.777,1
1.633,1.148,0.444,0
0.193,1.147,1.688,0
2.841,0.346,0.273,0
0.207,0.309,0.63,1
2.815,0.989,0.485,0
0.385,2.497,0.684,0
0.106,0.767,1.795,0
0.14,0.847,2.251,0
1.909,1.432,0.26,0
0.284,1.099,2.571,0
0.825,2.156,1.007,1
0.336,1.17,1.625,0
1.798,1.78,-0.332,0
2.515,0.35,0.845,0
0.284,0.923,0.672,1
0.412,1.746,-0.37,0
0.161,0.678,0.809,1
0.612,0.593,1.924,1
0.501,2.669,-0.603,0
3.258,0.541,0.207,0
0.281,2.246,0.648,0
1.313,1.232,0.433,0
0.136,0.679,0.46,0
0.567,1.886,1.179,0
0.122,0.434,1.069,0
0.327,1.618,-0.42,0
0.068,0.272,0.47,0
1.347,0.967,-0.186,0
1.398,1.223,0.327,0
0.61,2.82,0.866,0
0.148,0.672,1.092,1
2.391,0.639,-0.107,0
0.426,1.016,0.8,1
1.524,1.948,-0.282,0
1.482,2.23,-0.55,0
0.896,1.979,0.586,0
0.124,0.755,2.184,0
0.118,0.542,0.738,1
0.218,1.486,0.742,0
1.974,0.311,-0.082,0
0.729,2.055,-0.436,0
2.255,1.117,0.414,0
1.878,0.892,0.76,0
2.51,-0.217,0.213,0
0.24,0.705,1.527,0
0.674,2.3,0.971,0
0.735,2.417,-0.431,0
0.351,1.331,1.073,0
1.03,1.402,1.403,1
0.135,0.768,0.322,1
2.303,1.264,0.682,0
0.71,2.326,-0.557,0
-0.193,1.33,2.367,0
3.868,-0.331,-0.119,0
0.26,0.903,2.735,0
2.879,0.424,-0.107,0
0.107,0.288,0.443,0
0.225,0.363,0.738,1
0.236,0.46,2.043,0
0.409,0.648,1.572,1
2.724,0.297,0.192,0
1.034,1.039,0.257,0
1.302,2.389,-0.356,0
0.248,0.667,0.729,0
1.37,2.042,-0.356,0
0.703,0.863,1.595,1
0.236,0.373,0.415,0
0.297,0.428,1.688,0
0.77,2.304,1.032,1
1.24,2.47,-0.448,0
0.225,1.555,1.428,0
2.94,0.495,0.892,0
-0.197,1.972,0.723,0
0.252,1.133,2.402,0
3.624,-0.245,0.444,0
0.849,1.938,0.812,1
0.791,1.38,-0.238,0
0.602,0.504,2.298,1
0.269,1.117,2.659,0
0.273,1.306,2.321,0
0.208,1.306,1.854,0
1.166,1.382,1.907,1
0.231,2.251,-0.457,0
2.026,1.547,-0.264,0
0.674,1.174,1.718,0
1.634,0.493,0.12,0
0.42,0.629,2.321,1
0.892,0.6,1.39,1
0.479,2.502,-0.599,0
0.606,2.024,2.367,0
0.414,2.374,0.941,0
-0.139,0.499,0.678,1
0.665,2.476,0.621,0
0.243,1.116,1.773,0
0.109,0.593,1.242,0
0.234,0.758,0.7,1
1.027,0.82,1.077,1
0.214,1.31,1.792,0
2.493,0.322,0.402,0
1.801,0.525,0.163,0
0.607,1.628,2.083,1
0.231,0.541,0.696,1
0.642,2.01,1.612,0
0.365,0.526,2.425,1
0.493,2.223,1.209,1
1.471,1.709,1.006,1
0.195,0.454,0.768,1
0.892,1.534,0.287,0
0.181,1.099,0.81,0
0.195,0.454,0.768,1
0.869,1.714,0.503,0
0.149,0.661,0.447,1
1.611,2.175,1.114,0
0.917,1.68,0.577,1
1.565,2.359,-0.363,0
2.039,0.721,0.256,0
0.228,0.46,1.628,0
2.217,1.871,-0.387,0
1.021,0.494,1.73,1
2.019,0.887,0.359,0
0.475,1.016,1.403,1
0.486,1.584,1.699,0
2.544,0.372,0.3,0
0.345,1.368,2.688,0
0.813,2.42,0.648,0
0.289,1.29,2.774,0
2.603,1.135,1.02,0
2.833,0.582,-0.131,0
0.36,0.797,0.594,1
0.951,0.414,1.982,1
0.714,2.658,-0.467,0
1.613,2.71,-0.345,0
0.141,0.281,0.457,0
2.508,1.436,0.485,0
0.356,1.082,2.255,1
0.412,1.283,0.82,0
0.241,0.511,0.665,0
0.691,2.636,-0.45,0
0.074,0.307,0.355,0
0.321,2.368,-0.557,0
1.025,2.404,-0.505,0
1.338,1.555,0.496,0
0.586,2.283,1.34,0
0.588,2.574,1.48,0
0.145,0.895,2.319,0
-0.966,1.326,-0.329,0
0.567,0.671,1.702,1
1.024,2.403,-0.505,0
0.105,0.495,1.206,0
0.097,0.434,0.746,1
0.579,2.811,0.758,1
0.99,2.775,0.717,0
0.287,0.532,0.697,1
1.311,2.079,-0.433,0
-0.784,0.627,0.475,0
1.214,1.807,1.98,1
0.603,0.551,1.518,1
0.223,0.395,0.399,0
0.322,0.697,0.758,1
0.515,2.105,1.592,0
0.135,0.491,0.384,1
0.299,0.658,1.639,1
1.092,3.108,-0.643,0
0.516,1.509,2.2,0
1.298,2.284,-0.325,0
0.293,1.106,0.792,1
