@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R1-3,6'

@attribute Aa numeric
@attribute Ao numeric
@attribute Dcl numeric
@attribute Class {0,1}

@data
0.597,3.028,-0.424,0
0.136,0.344,0.534,0
1.249,2.548,1.009,1
0.996,2.348,-0.41,0
1.583,2.372,-0.478,0
0.281,0.576,0.628,0
3.5,-0.292,0.161,0
0.328,0.517,1.49,1
0.159,0.935,2.185,0
0.973,2.317,-0.46,0
0.502,2.169,0.845,0
0.082,0.343,0.429,1
0.474,1.041,1.766,0
2.337,0.69,0.299,0
0.256,2.111,1.173,0
1.796,0.6,0.135,0
0.233,1.546,1.399,0
-0.195,-0.895,1.893,0
0.231,0.987,0.538,0
0.223,1.086,2.658,0
0.472,3.394,-0.518,0
0.271,0.544,0.439,1
0.187,0.744,0.868,0
2.963,0.322,0.206,0
0.245,0.569,0.456,0
0.098,0.451,0.767,1
0.247,0.563,0.768,1
0.535,2.167,0.702,0
0.25,0.757,1.124,1
1.946,1.19,0.265,0
1.309,1.141,1.623,0
0.277,0.805,1.301,1
0.165,1.257,2.274,0
0.27,1.316,1.876,0
0.394,0.968,2.311,0
1.456,2.755,-0.416,0
1.666,1.872,-0.297,0
1.029,1.651,1.821,1
0.418,0.58,1.723,1
-0.094,-0.341,0.691,1
1.031,1.991,-0.311,0
0.251,0.511,1.136,1
0.245,0.484,1.991,0
0.301,0.538,0.551,1
1.493,1.664,0.583,0
2.866,-0.213,0.166,0
0.749,2.044,0.938,0
0.915,2.919,0.802,0
0.493,1.572,1.564,1
0.34,1.797,2.403,0
0.353,2.236,-0.549,0
1.402,0.893,1.488,1
0.293,1.714,0.461,0
0.38,2.328,-0.485,0
0.567,-0.829,1.142,0
0.874,1.241,-0.282,0
3.092,-0.37,-0.131,0
0.544,2.082,0.905,1
0.333,0.408,1.404,0
2.173,1.297,0.398,0
0.279,0.676,1.059,1
0.147,0.502,0.83,0
0.813,2.258,1.171,1
1.453,0.562,0.181,0
1.939,1.416,-0.238,0
1.223,2.363,-0.336,0
0.331,1.65,2.153,0
0.439,2.005,2.304,0
1.786,1.517,0.394,0
1.022,2.186,1.286,0
0.228,0.673,1.563,1
-0.288,-0.469,-1.22,0
0.377,2.417,-0.479,0
0.651,2.707,0.894,1
0.139,0.342,0.668,0
0.653,2.546,1.427,1
0.159,1.307,0.799,0
0.301,1.086,2.021,1
0.574,2.549,-0.574,0
0.297,1.222,1.612,0
0.442,0.623,2.162,1
0.497,0.85,2.082,1
0.253,1.877,-0.412,0
0.36,1.301,0.931,1
0.513,2.237,2.028,0
0.354,1.042,2.617,1
2.957,0.36,1.436,0
0.814,2.493,0.816,0
0.172,0.411,1.958,1
0.639,3.1,-0.462,0
0.53,1.9,2.119,0
1.02,2.502,1.043,1
0.494,2.367,1.052,1
0.138,0.655,1.024,1
0.517,0.837,1.659,1
1.663,1.214,-0.168,0
0.472,3.202,-0.686,1
2.537,1.261,0.997,0
0.356,0.881,0.803,1
0.203,1.211,1.85,0
-0.099,1.137,2.58,0
0.266,1.2,-0.279,0
0.531,2.74,1.17,0
1.385,2.777,0.772,0
0.455,1.412,2.148,1
0.146,0.75,1.779,0
0.225,1.075,2.367,0
0.507,1.592,0.943,1
0.375,2.555,-0.47,0
1.067,0.501,1.841,1
0.182,0.933,2.414,0
2.815,0.729,-0.147,0
0.148,0.329,0.459,0
2.055,1.169,0.301,0
1.494,0.721,-0.143,0
0.469,0.495,1.153,1
0.563,1.167,1.752,1
0.493,1.066,1.947,0
-0.089,-0.227,-0.488,0
0.212,1.23,1.895,0
-0.104,0.767,1.296,1
0.991,1.037,0.817,0
0.471,1.279,2.076,0
0.169,0.732,1.461,1
0.7,2.43,1.251,1
-0.18,-0.322,-0.604,0
0.357,1.56,2.372,0
0.247,1.554,0.687,0
2.761,0.28,0.185,0
1.044,2.496,-0.379,0
0.28,0.685,2.126,1
0.535,0.876,1.788,1
0.716,1.208,-0.218,0
0.764,2.766,-0.448,0
0.203,0.689,0.793,1
1.149,1.11,-0.174,0
0.839,2.26,-0.402,0
0.714,1.481,-0.358,0
3.498,0.468,-0.117,0
0.125,0.845,1.767,0
1.022,1.836,-0.349,0
2.852,0.393,-0.115,0
0.148,0.583,0.452,1
1.143,1.855,-0.449,0
3.183,-0.263,-0.099,0
0.479,0.357,1.891,1
0.77,2.735,-0.464,0
2.534,0.566,1.554,0
0.808,3.041,-0.586,0
1.126,0.591,0.327,0
0.835,1.896,-0.387,0
2.952,1.197,0.43,0
0.29,1.995,1.429,0
0.135,0.484,0.626,0
0.911,1.035,0.613,1
1.072,0.89,2.556,1
0.112,0.514,-0.887,1
1.347,2.597,-0.453,0
0.557,1.247,2.436,1
2.912,0.359,0.285,0
1.066,2.814,-0.428,0
1.064,-1.011,-0.546,0
0.266,1.864,0.824,0
0.368,2.197,1.093,0
0.901,2.767,0.829,0
1.21,0.592,-0.232,0
1.509,1.557,0.482,0
0.219,1.263,0.836,1
1.971,2.302,-0.412,1
0.593,2.307,0.632,0
-0.166,-0.78,-1.11,0
1.615,1.576,-0.423,1
0.186,0.769,1.214,1
1.892,1.535,-0.379,0
0.814,0.951,2.084,1
0.624,2.869,0.842,0
1.271,2.311,-0.337,0
0.059,0.251,0.388,0
0.255,0.747,1.72,1
0.245,0.37,0.738,1
1.116,2.347,1.606,1
1.282,0.719,-0.128,0
0.674,1.174,1.718,0
1.715,1.682,0.6,0
0.237,0.536,0.755,0
0.225,0.964,0.972,1
0.736,2.344,0.998,1
0.616,0.753,2.195,1
0.679,0.639,1.928,1
0.11,0.502,0.868,1
0.683,1.585,0.878,0
1.242,1.769,-0.281,0
2.428,0.665,-0.123,0
0.807,0.826,1,0
1.601,1.79,-0.298,0
0.133,0.604,1.496,0
0.389,2.243,-0.387,0
0.773,3.556,-0.662,0
0.982,2.136,-0.403,0
0.221,1.146,2.658,0
0.325,0.779,0.955,0
0.092,0.413,0.687,1
1.04,0.784,-0.154,0
-0.247,0.524,1.13,1
0.436,0.574,1.057,1
3.078,0.339,0.199,0
0.292,2.187,2.055,0
0.418,2.521,-0.509,0
1.846,0.267,-0.077,0
2.433,0.617,0.251,0
1.59,2.24,0.711,0
0.762,3.019,-0.482,0
0.11,0.626,0.914,1
1.15,2.51,-0.45,0
0.173,0.673,0.755,1
0.414,2.107,1.243,0
0.155,0.687,1.305,1
3.026,-0.273,0.17,0
1.114,2.285,-0.409,0
2.241,0.78,0.341,0
1.101,2.678,-0.468,0
1.309,0.768,1.781,1
2.256,0.508,-0.113,0
0.105,0.707,1.457,1
0.237,1.471,2.037,0
1.017,1.05,0.256,0
3.229,0.694,0.27,0
0.104,0.945,0.432,0
3.148,0.635,-0.13,0
-0.134,1.057,2.379,0
0.262,0.729,0.839,0
0.204,1.574,1.157,0
0.172,0.474,2.067,1
2.486,0.532,0.234,0
0.23,0.749,2.933,1
2.865,-0.213,0.166,0
0.268,0.832,0.727,1
0.736,2.36,0.522,0
2.79,1.019,0.416,0
0.271,1.286,2.305,0
0.26,0.569,0.657,0
2.976,1.442,0.329,0
1.048,1.726,1.747,1
0.979,1.545,1.49,1
1.802,0.855,1.353,0
0.636,2.63,1.553,0
1.299,1.229,0.921,1
0.203,1.185,1.777,0
0.238,0.61,0.755,1
0.353,2.807,-0.541,0
0.125,0.311,0.468,0
0.448,2.085,-0.403,0
0.666,0.618,1.84,1
0.509,0.399,0.665,0
0.605,2.452,-0.534,0
0.4,0.945,2.202,0
2.534,0.267,0.133,0
0.471,2.649,-0.587,0
0.416,1.042,2.32,0
1.578,2.225,-0.495,0
0.302,1.281,1.743,0
0.62,2.292,-0.532,0
0.111,0.558,1.359,0
-0.206,0.938,1.674,1
0.779,1.671,1.253,1
0.259,1.389,1.396,0
0.571,1.806,1.29,0
0.095,0.624,-0.79,0
0.628,1.023,2.13,1
1.402,1.426,0.472,0
0.442,2.439,-0.453,0
0.349,0.801,0.72,1
0.15,1.138,1.605,0
0.413,0.791,-0.985,0
0.691,0.817,2.021,1
0.35,1.191,0.628,0
0.431,0.803,1.946,1
0.757,1.426,0.594,0
3.489,0.378,-0.122,0
0.693,1.99,-0.31,0
1.418,1.756,-0.379,0
0.469,3.172,-0.551,0
0.62,1.695,-0.579,0
3.151,0.54,0.227,0
0.224,1.072,2.294,0
1.396,2.01,-0.286,0
0.314,2.256,1.035,0
0.679,2.482,-0.57,0
0.992,2.133,-0.294,0
0.972,1.955,-0.449,0
0.473,2.888,-0.448,0
0.398,1.769,1.494,0
0.908,0.896,1.072,1
2.039,0.45,0.138,0
1.047,2.589,-0.447,0
0.197,1.015,0.616,1
0.557,2.494,-0.423,0
0.584,2.86,0.78,0
0.58,3.393,-0.716,0
-0.104,0.383,-0.446,1
0.228,0.471,1.647,0
0.185,0.509,1.03,0
3.517,0.65,0.376,0
2.889,0.336,-0.111,0
0.265,1.443,0.83,0
0.347,2.408,0.624,0
0.487,2.897,-0.553,1
0.335,1.506,2.304,0
0.147,0.696,1.751,0
1.046,1.131,2.435,1
0.44,0.977,2.731,0
1.102,2.78,-0.438,0
0.444,0.698,2.216,1
0.903,2.229,-0.481,0
0.275,0.953,2.482,1
1.302,1.829,-0.383,0
0.066,0.28,0.417,0
0.612,2.418,0.909,0
0.599,0.585,1.525,1
0.99,2.66,-0.403,0
2.168,1.537,0.842,0
0.125,0.675,0.405,1
1.308,2.352,1.289,1
0.09,0.361,0.63,0
0.39,1.961,0.67,0
0.665,2.971,-0.438,0
0.113,0.47,0.856,1
0.14,0.295,0.575,1
0.242,0.555,1.887,0
0.609,1.359,-0.747,0
1.402,0.892,1.488,1
0.727,1.561,0.564,0
0.284,1.381,-0.306,0
2.314,1.351,0.438,0
1.001,1.491,-0.225,0
3.273,0.301,1.169,0
0.302,0.555,0.595,1
2.173,1.246,-0.185,0
3.078,0.338,0.198,0
1.944,-0.434,-0.145,0
0.055,0.205,0.2,0
0.229,1.112,1.99,0
0.173,0.962,0.788,0
0.337,1.78,2.348,0
0.102,0.596,0.601,0
0.211,0.538,0.841,0
2.723,0.583,0.284,0
0.653,1.061,2.321,1
0.883,1.942,-0.443,0
