@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,6'

@attribute Aa numeric
@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.34,0.428,1.236,0
1.973,1.483,0.222,0
-0.195,0.854,-0.779,1
2.918,0.315,0.508,0
0.149,0.355,1.416,0
0.42,3.096,0.416,0
0.58,2.975,-0.255,0
0.078,0.338,-0.538,0
1.378,1.088,-0.126,0
0.27,2.773,0.247,0
0.31,0.502,1.496,1
-0.106,0.556,1.628,0
0.675,2.148,-0.216,0
0.56,1.978,0.354,0
1.857,1.077,-0.289,0
0.21,1.195,-0.557,0
0.127,0.724,0.52,1
0.43,2.541,-0.482,0
0.187,1.129,-0.565,0
0.443,0.99,0.943,1
1.134,1.628,0.4,0
0.058,0.245,-0.427,0
0.204,1.772,0.336,0
0.899,2.203,-0.202,0
0.688,1.433,-0.289,0
1.593,0.577,0.153,0
0.201,0.424,2.001,1
2.697,-0.221,0.091,0
0.174,1.058,-0.748,0
2.652,0.972,0.083,0
0.542,1.011,0.796,1
2.366,1.188,1.008,0
3.36,0.643,0.697,0
2.898,0.474,-0.234,0
0.587,1.028,0.56,0
1.224,1.274,-0.488,0
0.271,1.024,-0.854,0
0.384,0.425,1.008,1
0.226,0.609,1.347,1
0.184,0.813,1.109,0
0.074,0.352,1.879,1
-0.115,0.482,-0.875,1
0.315,1.126,1.181,1
0.559,2.887,0.487,0
0.646,2.708,0.369,1
2.925,1.489,0.509,0
0.628,1.575,0.148,0
0.389,1.798,-0.153,0
0.671,1.885,0.742,1
0.198,0.67,-0.384,1
1.304,2.081,-0.199,0
0.099,0.466,1.861,0
1.988,0.97,0.141,0
0.966,1.848,0.741,1
0.422,1.671,0.617,0
0.659,1.461,0.666,0
1.894,0.463,0.257,0
0.407,2.613,-0.406,1
0.064,0.279,-0.607,0
0.528,1.671,1.062,1
0.229,2.527,0.246,0
0.123,0.915,1.984,1
1.633,1.148,-0.309,0
0.193,1.147,-0.523,0
2.841,0.346,0.154,0
0.207,0.309,1.796,1
2.815,0.989,0.537,0
0.385,2.497,0.532,0
0.106,0.767,0.842,0
0.14,0.847,-0.703,0
1.909,1.432,0.129,0
0.284,1.099,-0.796,0
0.825,2.156,1.281,1
0.336,1.17,0.783,0
1.798,1.78,-0.14,0
2.515,0.35,1.463,0
0.284,0.923,0.668,1
0.412,1.746,-0.183,0
0.161,0.678,2.134,1
0.612,0.593,1.406,1
0.501,2.669,0.308,0
3.258,0.541,-0.17,0
0.281,2.246,0.255,0
1.313,1.232,0.375,0
0.136,0.679,0.663,0
0.567,1.886,0.363,0
0.122,0.434,2.338,0
0.327,1.618,0.321,0
0.068,0.272,1.286,0
1.347,0.967,0.094,0
1.398,1.223,0.217,0
0.61,2.82,-0.317,0
0.148,0.672,1.526,1
2.391,0.639,0.13,0
0.426,1.016,1.009,1
1.524,1.948,-0.127,0
1.482,2.23,-0.209,0
0.896,1.979,-0.279,0
0.124,0.755,-0.89,0
0.118,0.542,0.954,1
0.218,1.486,0.661,0
1.974,0.311,0.072,0
0.729,2.055,-0.183,0
2.255,1.117,0.448,0
1.878,0.892,1.609,0
2.51,-0.217,0.159,0
0.24,0.705,1.91,0
0.674,2.3,0.315,0
0.735,2.417,-0.19,0
0.351,1.331,0.488,0
1.03,1.402,-0.409,1
0.135,0.768,0.546,1
2.303,1.264,-0.171,0
0.71,2.326,-0.203,0
-0.193,1.33,-0.661,0
3.868,-0.331,-0.066,0
0.26,0.903,-0.781,0
2.879,0.424,0.08,0
0.107,0.288,1.758,0
0.225,0.363,1.63,1
0.236,0.46,0.909,0
0.409,0.648,2.168,1
2.724,0.297,0.222,0
1.034,1.039,0.198,0
1.302,2.389,-0.159,0
0.248,0.667,-0.804,0
1.37,2.042,0.214,0
0.703,0.863,0.915,1
0.236,0.373,1.402,0
0.297,0.428,1.054,0
0.77,2.304,0.764,1
1.24,2.47,0.231,0
0.225,1.555,0.732,0
2.94,0.495,0.337,0
-0.197,1.972,0.477,0
0.252,1.133,-0.701,0
3.624,-0.245,0.171,0
0.849,1.938,1.274,1
0.791,1.38,-0.12,0
0.602,0.504,0.889,1
0.269,1.117,-0.671,0
0.273,1.306,-0.523,0
0.208,1.306,-0.784,0
1.166,1.382,0.706,1
0.231,2.251,0.322,0
2.026,1.547,-0.085,0
0.674,1.174,0.622,0
1.634,0.493,0.122,0
0.42,0.629,-0.719,1
0.892,0.6,1.399,1
0.479,2.502,0.323,0
0.606,2.024,-0.615,0
0.414,2.374,0.511,0
-0.139,0.499,1.597,1
0.665,2.476,1.359,0
0.243,1.116,-0.575,0
0.109,0.593,1.118,0
0.234,0.758,1.06,1
1.027,0.82,1.064,1
0.214,1.31,-0.597,0
2.493,0.322,-0.096,0
1.801,0.525,0.236,0
0.607,1.628,0.694,1
0.231,0.541,1.579,1
0.642,2.01,-0.395,0
0.365,0.526,0.918,1
0.493,2.223,1.384,1
1.471,1.709,0.695,1
0.195,0.454,0.713,1
0.892,1.534,0.118,0
0.181,1.099,1.203,0
0.195,0.454,0.713,1
0.869,1.714,0.308,0
0.149,0.661,0.296,1
1.611,2.175,0.548,0
0.917,1.68,0.633,1
1.565,2.359,-0.156,0
2.039,0.721,0.228,0
0.228,0.46,1.282,0
2.217,1.871,0.776,0
1.021,0.494,0.887,1
2.019,0.887,0.312,0
0.475,1.016,0.788,1
0.486,1.584,-0.48,0
2.544,0.372,-0.081,0
0.345,1.368,-0.692,0
0.813,2.42,0.476,0
0.289,1.29,-0.784,0
2.603,1.135,0.486,0
2.833,0.582,0.178,0
0.36,0.797,1.179,1
0.951,0.414,-0.634,1
0.714,2.658,0.246,0
1.613,2.71,-0.185,0
0.141,0.281,1.052,0
2.508,1.436,0.158,0
0.356,1.082,-0.575,1
0.412,1.283,0.425,0
0.241,0.511,2.272,0
0.691,2.636,0.243,0
0.074,0.307,-0.594,0
0.321,2.368,-0.297,0
1.025,2.404,0.259,0
1.338,1.555,0.517,0
0.586,2.283,-0.367,0
0.588,2.574,-0.412,0
0.145,0.895,-0.761,0
-0.966,1.326,-0.176,0
0.567,0.671,1.233,1
1.024,2.403,0.258,0
0.105,0.495,2.321,0
0.097,0.434,0,1
0.579,2.811,0.495,1
0.99,2.775,0.833,0
0.287,0.532,1.884,1
1.311,2.079,0.201,0
-0.784,0.627,-0.183,0
1.214,1.807,-0.398,1
0.603,0.551,0.914,1
0.223,0.395,1.208,0
0.322,0.697,2.289,1
0.515,2.105,-0.564,0
0.135,0.491,-0.37,1
0.299,0.658,0.851,1
1.092,3.108,-0.263,0
0.516,1.509,0.783,0
1.298,2.284,-0.147,0
0.293,1.106,2.263,1
