@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R2,4,6'

@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
3.001,-0.234,0
1.483,0.627,0
0.435,1.844,1
0.814,1.07,0
0.679,-0.127,0
1.413,-0.54,0
1.704,1.884,0
1.396,-0.459,0
0.623,2.13,1
2.994,-0.309,0
0.548,1.984,0
0.812,0.852,1
0.473,-0.072,0
0.517,-0.48,0
0.436,0.961,0
2.216,-0.173,0
1.136,-0.517,0
0.632,1.327,1
0.32,1.601,1
2.03,-0.264,1
1.569,-0.262,0
1.866,2.193,0
1.133,-0.601,1
-0.224,0.098,0
0.872,1.371,0
0.51,1.266,1
1.578,-0.353,1
1.097,-0.596,0
3.148,0.533,1
0.539,1.194,1
0.936,0.998,1
1.781,0.284,0
-0.255,0.118,0
0.303,1.548,1
0.306,2.143,0
0.329,0.226,0
0.569,2.224,0
1.072,-0.636,0
3.173,-0.238,0
0.351,1.614,1
1.135,-0.517,0
0.722,-0.604,1
2.808,-0.285,0
1.289,1.191,1
0.718,1.253,1
1.547,0.275,0
0.49,1.816,1
0.753,-0.091,0
1.984,-0.194,0
0.361,1.951,0
0.532,-0.445,0
0.411,1.529,1
2.745,-0.213,0
2.246,-0.176,0
0.56,0.828,1
2.741,0.602,0
1.277,0.182,0
1.409,1.683,1
0.289,0.928,0
0.852,-0.463,1
-0.268,0.12,0
1.295,-0.169,0
1.933,-0.693,0
0.517,1.565,1
1.818,-0.162,0
0.819,-0.627,0
0.635,1.116,1
-0.797,-0.102,0
-0.397,-0.743,1
2.805,0.64,0
2.412,1.286,1
0.769,0.094,0
-0.243,-0.081,0
0.997,0.116,0
0.358,1.07,0
0.96,-0.753,1
1.922,-0.546,0
2.584,0.408,0
1.87,-0.148,0
2.002,0.238,0
0.333,2.136,0
1.673,-0.351,1
1.73,-0.154,0
2.188,0.521,0
1.545,0.181,0
0.514,1.52,0
0.576,0.945,1
1.196,0.485,0
0.816,1.041,1
3.227,0.395,0
0.765,0.818,0
1.156,-0.077,0
0.944,-0.601,0
0.776,1.646,1
1.63,-0.32,0
0.774,1.417,1
2.617,0.483,0
2.589,0.251,0
0.926,0.679,1
3.092,0.693,1
0.705,2.135,0
0.446,0.08,0
0.973,1.023,0
0.327,0.659,0
3.116,0.786,0
0.943,-0.387,0
1.328,0.45,0
-0.372,0.878,0
0.59,0.884,1
1.275,0.725,0
2.796,-0.199,0
1.144,0.776,1
0.724,1.233,1
2.76,-0.166,0
1.646,-0.578,0
0.895,-0.673,1
0.617,0.864,0
2.614,0.512,0
0.735,1.119,0
2.118,-0.487,0
0.561,2.211,0
2.131,0.323,0
0.177,0.714,1
2.622,-0.159,0
1.257,-0.762,0
0.973,1.282,1
1.572,-0.406,0
0.677,1.591,1
0.392,0.966,1
0.433,1.743,1
0.527,1.904,1
2.028,-0.176,0
1.812,0.441,0
0.41,-0.497,1
1.489,-0.665,0
1.042,-0.652,1
2.319,0.22,0
1.114,-0.101,0
2.222,0.413,0
0.652,0.128,0
0.804,-0.885,0
0.753,0.942,1
0.922,-0.738,0
0.553,0.607,0
2.031,0.271,0
3.369,0.541,0
2.454,0.507,0
0.396,-0.54,1
2.64,0.803,1
0.619,1.714,1
1.231,1.386,1
1.104,-0.509,1
1.376,0.236,0
0.771,1.89,1
3.058,0.407,0
0.887,1.122,1
1.763,-0.173,0
0.457,-0.068,0
1.954,-0.52,0
2.662,0.367,0
0.611,1.293,1
1.949,-0.251,0
1.307,0.551,0
2.127,0.254,0
1.951,-0.28,0
0.219,0.873,1
3.187,0.427,0
1.719,0.37,0
1.188,0.388,0
1.256,2.351,1
0.506,0.837,1
-0.244,0.112,0
1.11,0.11,0
0.867,1.041,0
0.723,2.037,1
0.701,1.152,1
0.825,0.257,0
1.101,1.192,0
0.666,-0.366,1
0.927,1.192,1
2.302,0.227,0
1.557,0.283,0
2.376,0.499,0
0.5,1.026,0
0.381,2.362,0
0.607,0.819,0
-0.211,0.152,0
1.641,-0.367,1
0.469,2.082,0
2.521,-0.152,0
2.231,1.144,1
0.483,1.912,0
0.753,1.907,1
-0.52,-0.945,0
0.842,-0.622,1
0.859,-0.688,0
1.597,-0.55,0
1.933,-0.127,0
2.524,0.238,0
2.633,-0.305,0
0.42,-0.357,1
0.423,-0.08,0
1.52,-0.129,0
2.504,0.255,0
0.711,0.79,1
1.165,-0.565,0
0.661,1.153,1
1.057,1.731,0
1.349,-0.203,0
0.315,-0.304,0
0.391,1.694,0
0.69,-0.778,0
1.239,-0.652,0
0.985,-0.747,0
3.059,0.61,0
2.921,0.255,0
0.564,1.842,0
0.797,1.68,1
0.854,-0.725,0
0.929,0.943,0
0.534,-0.444,1
1.034,-0.555,0
1.467,0.243,0
0.258,1.391,0
0.994,-0.692,0
0.673,1.399,0
1.574,0.381,1
1.658,-0.567,0
1.5,-0.153,0
1.595,0.705,1
1.825,0.809,0
2.252,0.403,0
1.093,0.697,1
1.986,-0.38,1
2.213,0.417,0
-0.565,-0.931,1
0.329,1.513,1
2.312,-0.381,1
3.563,0.339,0
0.354,2.27,0
1.697,0.185,0
0.686,1.911,1
0.414,1.934,0
0.552,1.504,1
0.797,-0.116,0
0.577,1.116,0
1.533,0.902,0
0.858,-0.834,0
1.532,0.86,1
2.087,0.2,0
0.8,0.957,1
0.909,0.848,1
1.277,-0.761,1
0.513,1.904,0
1.93,1.596,1
2.664,1.123,0
-0.356,0.091,0
1.968,0.196,0
0.295,-0.621,0
1.134,-0.518,0
0.775,0.176,0
0.458,1.602,1
2.567,0.297,0
0.337,-0.078,0
2.783,0.345,0
2.309,0.309,0
1.104,-0.564,0
0.353,1.399,0
0.534,1.363,1
2.603,-0.351,0
2.446,-0.338,0
-0.236,0.119,0
1.436,-0.653,0
1.04,0.703,1
0.448,0.089,0
1.301,0.385,0
0.79,1.747,0
0.478,0,1
1.229,0.879,0
0.577,1.784,1
2.428,-0.169,0
1.88,0.719,0
0.917,2.233,1
0.575,0.943,1
1.141,0.279,0
3.016,-0.33,0
-0.306,-0.087,0
2.322,-0.164,0
0.773,1.076,0
0.318,0.708,0
1.863,-0.605,0
1.072,1.088,1
0.453,1.701,0
0.987,-0.842,0
1.569,0.332,0
2.641,0.229,0
0.367,1.789,1
1.268,-0.809,0
2.375,0.523,0
1.883,0.84,0
3.085,0.497,0
2.585,0.309,0
0.866,-0.591,0
1.249,-0.685,0
1.404,0.185,0
0.559,1.421,1
0.342,2.155,0
0.397,1.654,0
3.344,0.751,0
0.594,-0.693,1
0.333,-0.872,0
2.416,0.399,0
2.54,-0.222,0
2.335,0.302,0
0.744,2.221,1
1.217,0.195,0
1.069,1.049,1
0.56,1.336,0
1.368,-0.675,0
3.003,-0.201,0
1.932,-0.491,0
0.688,-1.048,0
1.314,-0.469,0
1.315,-0.834,0
0.477,0.926,0
0.672,1.814,0
0.282,0.155,0
0.477,0.758,1
1.772,0.206,0
-0.458,0.264,0
0.357,-0.287,0
2.21,1.029,0
2.749,0.301,0
0.54,0.216,0
2.524,-0.32,0
0.746,0.393,1
1.094,1.109,1
2.181,-0.223,0
0.65,-0.067,0
1.008,-0.777,0
0.964,1.071,1
-0.253,0.111,0
0.52,-0.534,0
-0.188,0.603,0
1.188,-0.667,1
1.749,-0.174,0
1.013,-0.383,0
-0.317,0.095,0
1.587,0.585,0
1.43,-0.573,1
2.386,0.321,0
1.264,0.575,0
1.334,1.883,1
1.523,0.373,0
0.847,-0.94,0
1.453,-0.639,0
0.906,0.38,0
