@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R2,4,6'

@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.71,1.498,1
1.967,-0.589,0
1.726,0.306,0
0.932,-0.707,1
1.249,-0.451,1
1.114,0.558,0
1.964,1.778,0
2.205,-0.183,0
3.101,-0.313,0
0.924,-0.625,1
0.589,1.963,0
0.464,0.257,0
1.348,1.562,1
1.241,-0.472,0
2.389,-0.245,0
0.729,1.954,1
2.526,-0.533,0
0.925,1.064,0
2.092,-0.462,0
0.674,0.894,1
-1.038,-0.736,0
0.813,-0.065,0
0.771,0.116,0
0.931,-1.01,0
1.086,-0.403,0
0.731,1.308,1
0.45,0.994,1
0.532,1.32,1
0.703,-0.079,0
0.502,0.783,1
1.36,0.117,0
-0.237,1.549,0
0.297,1.412,1
3.204,0.383,0
1.265,-0.651,1
0.979,0.129,0
1.571,-0.488,0
1.258,1.568,1
0.425,1.953,1
0.441,0.757,1
0.384,0.525,0
0.619,1.167,1
-0.335,-1.28,1
3.078,0.348,0
0.422,1.517,1
0.476,2.343,0
1.237,0.992,1
0.187,0.863,1
2.062,-0.187,0
2.692,0.624,0
0.581,-0.575,0
0.72,1.896,1
0.548,-0.621,0
1.698,0.372,0
1.677,0.508,0
2.304,0.561,0
1.108,-0.552,0
1.419,-0.713,0
2.25,-0.199,0
0.558,2.347,0
1.395,0.133,0
0.295,0.62,0
1.072,-0.699,0
1.421,-0.121,0
0.572,-0.219,0
2.902,0.552,0
0.855,0.084,0
0.506,0.137,0
3.129,0.289,0
0.493,1.654,1
0.671,1.02,0
0.419,0.084,0
1.306,0.18,0
0.398,2.126,1
1.875,0.173,0
1.139,-0.832,0
1.23,0.806,1
0.596,-0.075,0
1.478,0.845,1
0.394,1.108,1
0.427,1.374,1
1,1.238,1
2.983,0.396,0
1.3,-0.571,0
0.401,0.717,0
3.102,-0.27,0
-0.26,-0.086,0
0.508,2.071,0
1.981,0.193,0
0.498,0.1,0
2.927,-0.241,0
2.334,-0.223,0
2.072,0.583,0
3.052,0.951,0
2.626,-0.245,0
2.801,0.493,0
2.081,0.603,1
1.666,0.37,0
0.624,1.077,0
0.62,1.164,1
2.564,0.347,0
1.105,-0.101,0
0.804,-0.782,0
0.719,1.061,1
0.774,1.578,0
0.357,0.477,0
2.444,-0.199,0
1.213,-0.858,0
0.843,0.939,1
3.089,1.046,0
0.659,1.769,1
2.96,-0.203,0
0.975,1.022,0
1.946,-0.137,0
0.526,1.757,0
0.393,-0.093,0
-0.237,1.551,0
2.024,1.205,0
1.346,0.679,0
0.847,2.094,1
0.433,1.429,1
0.704,1.268,1
1.325,0.373,0
0.978,2.218,1
2.881,0.221,0
1.005,0.835,1
2.577,0.771,0
0.97,0.366,0
1.252,0.436,0
0.54,0.149,0
1.118,1.132,1
2.73,-0.19,0
1.404,-0.152,0
1.107,0.776,0
1.15,-0.751,0
1.788,-0.448,0
0.99,0.904,1
0.341,0.148,0
1.233,-0.468,0
0.482,0.916,0
0.719,1.546,1
1.598,0.708,1
0.373,1.402,0
0.281,-0.397,0
0.517,-0.586,0
1.949,-0.09,0
1.413,1.699,0
-0.27,0.21,0
0.725,1.092,0
1.857,-0.114,0
2.963,1.227,1
0.809,1.442,1
0.715,0.846,1
2.908,-0.19,0
0.626,0.974,1
0.66,-0.242,0
0.627,0.294,1
1.373,0.453,0
1.064,-0.798,0
0.442,1.255,1
2.848,0.483,0
1.537,0.581,0
1.666,1.431,1
2.586,0.292,0
1.212,-0.081,0
2.844,0.512,0
0.788,0.093,0
1.554,0.305,0
1.224,0.494,0
1.514,0.661,0
0.378,1.364,1
0.291,0.54,0
0.976,-0.532,0
0.623,-0.083,0
1.66,0.452,0
0.531,1.576,0
0.279,0.21,0
0.988,1.48,1
1.911,-0.211,0
0.732,0.088,0
2.559,0.956,0
0.729,1.448,0
0.678,1.745,1
2.399,-0.498,0
0.981,0.24,0
0.994,-0.643,0
1.252,0.438,0
2.247,1.177,1
0.19,-0.344,1
2.158,-0.259,0
0.734,-0.34,1
1.275,0.427,0
1.976,-0.43,0
1.401,-0.119,0
3.191,-0.27,0
0.629,-0.085,0
0.892,1.61,0
0.76,-0.404,1
2.203,-0.597,0
0.476,0.505,0
1.819,-0.135,0
2.03,-0.264,1
0.158,0.547,1
0.431,0.124,0
1.246,-0.499,0
1.809,0.456,1
-1.153,-0.277,0
0.648,1.123,1
2.253,0.33,0
1.066,0.682,0
0.579,0.845,0
0.812,-0.564,1
0.911,-0.584,0
0.467,-0.08,0
1.08,-0.726,0
0.67,-0.831,1
0.666,-0.273,0
0.508,-0.698,1
1.065,1.27,1
1.997,-0.163,0
0.501,-1.14,1
2.275,-0.418,0
0.476,-0.264,0
1.752,-0.341,0
1.028,-0.764,0
1.27,0.113,0
1.975,-0.264,0
