@relation phoneme

@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
2.633,-0.305,0
0.259,-0.469,0
1.08,-0.726,0
2.751,-0.169,0
2.938,-0.248,0
2.441,0.367,0
0.644,0.133,0
3.393,0.41,0
1.01,0.449,0
1.426,0.232,0
1.078,-0.775,0
0.972,1.579,0
2.129,-0.441,0
2.978,-0.233,0
2.127,0.254,0
0.772,0.123,0
1.134,-0.593,0
3.05,0.876,0
2.129,0.353,0
2.083,0.189,0
1.576,-0.535,0
2.446,-0.44,0
0.245,-0.428,0
0.542,1.501,0
2.488,0.28,0
1.594,-0.694,0
0.657,0.107,0
2.897,0.371,0
-0.292,-0.086,0
2.771,0.249,0
1.185,-0.6,0
1.071,-0.079,0
2.494,0.309,0
1.503,-0.319,0
1.569,0.332,0
0.612,2.002,0
2.622,-0.159,0
1.079,-0.688,0
1.293,0.226,0
0.98,-0.092,0
1.094,0.143,0
1.134,-0.518,0
1.169,-0.406,0
0.413,1.258,0
1.982,1.541,0
0.847,-0.94,0
0.526,1.757,0
1.136,-0.763,0
1.904,0.367,0
3.172,-0.226,0
2.499,-0.428,0
2.2,0.576,0
1.318,-0.616,0
0.476,2.343,0
1.265,0.504,0
1.75,0.226,0
0.363,0.09,0
1.009,0.366,0
1.855,0.288,0
1.064,-0.627,0
0.583,-0.363,0
0.407,2.415,0
1.802,-0.123,0
2.493,0.211,0
0.732,0.872,0
1.792,-0.517,0
1.147,-0.523,0
1.554,0.305,0
2.04,-0.511,0
-0.361,0.084,0
2.82,-0.317,0
1.838,0.24,0
1.686,-0.256,0
3.308,-0.263,0
2.64,-0.238,0
-0.227,1.332,0
1.017,0.208,0
2.637,-0.26,0
0.509,1.872,0
0.65,-0.067,0
0.483,1.912,0
3.288,0.424,0
2.192,0.833,0
0.276,1.391,0
3.116,0.786,0
2.093,0.57,0
0.485,1.673,0
0.301,0.459,0
1.983,-0.238,0
-0.324,0.407,0
1.535,0.186,0
2.376,0.499,0
0.672,1.814,0
1.761,-0.319,0
2.867,-0.299,0
0.869,0.102,0
0.467,-0.08,0
2.203,-0.597,0
2.845,0.422,0
1.222,-0.605,0
0.509,0.16,0
0.288,1.758,0
2.062,-0.187,0
0.705,2.19,0
0.72,0.088,0
0.6,0.211,0
2.263,0.226,0
3.013,0.295,0
1,-0.959,0
3.041,-0.242,0
0.45,0.086,0
2.071,-0.423,0
3.212,-0.223,0
0.895,-0.761,0
2.703,0.599,0
2.529,0.237,0
1.062,-0.96,0
1.464,0.714,0
1.015,0.546,0
1.842,0.229,0
1.248,-0.353,0
0.887,0.312,0
1.024,-0.854,0
2.499,-0.162,0
1.413,-0.348,0
0.851,2.585,0
0.353,1.399,0
1.2,-0.545,0
2.197,0.199,0
0.918,0.266,0
1.129,-0.565,0
1.06,1.109,0
0.911,0.199,0
1.404,-0.1,0
1.521,-0.666,0
-0.26,-0.086,0
0.585,2.38,0
1.495,0.718,0
3.177,-0.212,0
2.197,-0.168,0
1.518,0.716,0
2.188,0.521,0
1.855,-0.163,0
0.925,1.064,0
2.251,0.322,0
0.54,0.149,0
2.541,-0.482,0
1.146,-0.742,0
0.737,0.091,0
2.546,-0.43,0
0.904,0.108,0
2.037,0.625,0
1.852,0.213,0
2.421,-0.284,0
2.476,1.359,0
2.372,-0.209,0
0.577,1.116,0
2.877,0.385,0
0.415,2.147,0
0.686,1.873,0
0.499,0.151,0
1.117,0.448,0
1.023,-0.557,0
0.766,0.747,0
1.502,0.897,0
2.087,0.2,0
1.48,0.754,0
1.606,0.801,0
0.378,-0.068,0
2.511,0.247,0
2.741,0.313,0
0.545,-0.06,0
2.221,-0.482,0
1.153,0.371,0
0.953,-0.338,0
0.958,1.043,0
3.076,0.304,0
0.281,0.441,0
2.318,0.546,0
0.806,1.262,0
2.454,-0.57,0
1.539,-0.178,0
2.048,1.475,0
0.736,1.073,0
1.647,-0.121,0
0.355,-0.073,0
0.531,-0.093,0
0.943,-0.387,0
0.929,1.093,0
0.933,-0.742,0
2.479,-0.317,0
0.598,-0.606,0
3.394,0.625,0
0.735,-0.08,0
1.396,-0.459,0
2.229,-0.194,0
1.73,-0.154,0
0.522,-0.368,0
2.19,0.617,0
2.6,0.303,0
2.408,-0.267,0
0.573,2.191,0
2.253,0.33,0
-0.656,-0.64,0
1.547,0.156,0
1.325,0.697,0
0.412,-0.073,0
1.317,-0.121,0
0.557,0.18,0
2.062,-0.242,0
0.944,-0.601,0
0.314,1.544,0
1.869,-0.532,0
0.469,0.647,0
1.279,-0.599,0
3.055,-0.226,0
2.669,0.308,0
3.28,-0.242,0
2.956,0.285,0
1.555,0.732,0
2.047,-0.175,0
1.982,0.567,0
2.71,-0.215,0
1.97,0.248,0
0.476,0.146,0
0.308,0.451,0
-0.211,0.152,0
0.867,1.041,0
2.496,-0.155,0
1.345,0.693,0
0.493,0.122,0
1.536,0.114,0
1.739,0.329,0
0.712,0.091,0
-0.917,-0.856,0
-0.273,0.27,0
1.079,-0.341,0
0.561,0.475,0
1.236,-0.705,0
1.241,0.175,0
1.384,-0.112,0
1.88,0.719,0
1.18,-0.373,0
0.468,0.798,0
2.821,-0.432,0
0.635,1.534,0
3.048,0.453,0
1.17,0.783,0
1.031,-0.544,0
0.4,1.914,0
2.033,-0.682,0
2.402,-0.143,0
0.548,-0.621,0
1.376,0.236,0
0.54,-0.084,0
2.006,-0.173,0
0.539,-0.084,0
2.248,0.412,0
2.673,0.403,0
3.178,0.437,0
2.671,0.357,0
2.284,-0.147,0
0.56,0.476,0
2.182,-0.222,0
-0.317,-0.072,0
1.661,0.4,0
1.943,0.721,0
1.514,0.661,0
1.59,0.486,0
0.263,1.373,0
0.303,2.092,0
1.397,0.184,0
-0.688,-1.3,0
0.979,0.129,0
2.497,0.532,0
0.629,-0.085,0
0.362,-0.07,0
1.535,-0.175,0
2.139,-0.164,0
2.117,0.234,0
1.276,-0.635,0
1.583,-0.152,0
-0.863,-0.577,0
1.36,0.117,0
0.562,0.148,0
1.71,-0.171,0
1.321,-0.171,0
0.958,0.125,0
0.274,1.157,0
2.32,-0.587,0
1.167,-0.745,0
1.186,0.248,0
2.53,-0.343,0
0.732,0.065,0
2.04,-0.277,0
2.052,0.273,0
1.639,0.28,0
1.623,0.226,0
0.294,0.214,0
1.328,-0.406,0
1.264,-0.171,0
0.397,1.654,0
1.968,0.196,0
0.961,-0.704,0
1.96,0.195,0
2.762,-0.221,0
2.441,-0.485,0
2.022,0.179,0
1.105,-0.101,0
1.352,-0.332,0
-0.255,0.118,0
2.214,-0.149,0
2.132,0.249,0
0.985,-0.747,0
1.401,-0.665,0
0.593,-0.569,0
1.061,0.115,0
1.883,0.84,0
0.526,0,0
1.305,1.809,0
0.946,-0.668,0
2.056,0.26,0
1.237,1.092,0
1.416,0.872,0
0.553,0.607,0
1.788,-0.448,0
2.203,-0.202,0
0.35,0.72,0
0.861,0.078,0
2.597,-0.2,0
2.567,0.297,0
2.226,-0.178,0
2.15,0.39,0
1.395,0.133,0
1.812,0.441,0
0.601,0.928,0
0.355,1.469,0
1.297,0.137,0
2.577,0.771,0
0.357,-0.287,0
3.127,-0.274,0
0.545,0.959,0
1.535,0.265,0
0.307,-0.594,0
0.285,-0.314,0
1.31,-0.597,0
1.944,0.167,0
2.261,-0.224,0
1.798,0.92,0
0.463,0.257,0
0.58,1.811,0
1.204,0.569,0
2.235,0.496,0
1.428,-0.608,0
0.69,0.223,0
2.496,0.24,0
1.42,-0.097,0
0.651,0.128,0
0.438,0,0
1.698,0.372,0
0.621,2.234,0
1.522,-0.469,0
0.604,2.457,0
-1.081,-0.149,0
0.653,-0.73,0
1.811,0.463,0
0.836,1.056,0
1.52,-0.145,0
1.555,0.517,0
1.163,-0.499,0
0.815,1.691,0
0.375,-0.324,0
2.972,0.256,0
1.359,-0.271,0
1.133,-0.736,0
1.995,-0.139,0
0.424,0.08,0
0.561,2.211,0
1.784,0.458,0
0.949,-0.481,0
1.174,0.622,0
0.458,0,0
1.643,0.331,0
3.902,-0.353,0
0.656,0.117,0
2.804,1.197,0
-0.264,0.094,0
1.491,0.624,0
0.266,0.194,0
2.728,0.492,0
1.876,-0.613,0
1.932,-0.192,0
1.697,-0.163,0
-0.27,0.21,0
2.074,0.254,0
0.532,0.087,0
0.389,1.049,0
1.298,-0.482,0
0.425,2.461,0
0.594,2.069,0
0.309,0.984,0
1.473,0.322,0
2.73,-0.199,0
1.911,0.354,0
2.555,0.452,0
0.381,0.984,0
1.592,0.688,0
1.566,0.474,0
2.176,0.294,0
1.423,-0.169,0
0.581,-0.575,0
3.15,0.478,0
0.816,2.113,0
1.301,0.385,0
1.318,0.912,0
1.01,-0.842,0
0.698,-0.061,0
3.32,-0.24,0
2.572,0.373,0
0.389,-0.617,0
0.578,0.153,0
1.399,-0.1,0
0.769,0.094,0
1.786,0.459,0
2.689,0.853,0
2.808,-0.285,0
1.471,0.986,0
0.796,1.773,0
1.046,0.202,0
1.41,0.134,0
1.041,-0.754,0
2.579,0.724,0
3.173,-0.238,0
1.051,-0.564,0
2.512,0.27,0
2.519,-0.18,0
2.364,-0.155,0
0.525,0.236,0
1.57,0.305,0
1.165,-0.565,0
1.034,0.187,0
1.297,-0.722,0
1.78,0.65,0
4.378,-0.253,0
1.435,0.303,0
2.197,-0.351,0
1.571,-0.488,0
1.09,0.525,0
1.607,-0.462,0
0.529,-0.704,0
1.448,0.338,0
-0.268,0.12,0
1.681,1.017,0
1.913,0.195,0
2.263,0.226,0
2.983,0.396,0
1.531,1.601,0
1.369,0.507,0
2.428,-0.169,0
0.333,2.136,0
1.113,-0.076,0
2.591,-0.238,0
0.811,0.162,0
0.591,-0.069,0
-0.434,-0.079,0
0.366,-0.74,0
0.88,1.361,0
1.373,-0.109,0
2.166,-0.248,0
-0.237,1.549,0
1.505,0.665,0
0.604,0.098,0
1.333,-0.536,0
0.325,-0.085,0
2.711,0.381,0
1.222,0.645,0
0.913,1.027,0
0.959,1.705,0
0.435,0.086,0
0.495,0.337,0
1.756,-0.132,0
1.008,-0.54,0
-0.364,0.094,0
1.589,-0.863,0
0.988,0.094,0
1.094,1.275,0
1.791,0.983,0
2.076,1.452,0
2.213,0.45,0
0.377,0.067,0
1.692,-0.312,0
2.566,-0.195,0
0.86,-0.71,0
1.009,-0.555,0
1.077,0.5,0
0.316,-0.883,0
0.556,2.022,0
1.179,0.682,0
0.614,-1.219,0
1.214,-0.55,0
1.772,0.206,0
0.337,-0.078,0
1.921,-0.35,0
2.136,-0.165,0
1.405,-0.113,0
0.387,0.6,0
3.331,0.32,0
2.669,-0.296,0
1.111,-0.639,0
0.755,-0.89,0
-0.477,-1.581,0
3.102,-0.27,0
3.327,-0.266,0
2.138,0.707,0
0.522,1.39,0
2.76,-0.166,0
2.766,-0.219,0
0.356,1.763,0
1.995,0.772,0
0.729,0.089,0
0.361,1.951,0
0.696,0,0
3.022,0.588,0
1.447,-0.868,0
2.256,0.564,0
1.604,0.773,0
2.963,0.324,0
0.539,0.08,0
0.914,-0.813,0
-0.895,-0.988,0
-0.285,-0.082,0
-0.281,-0.076,0
1.217,0.195,0
0.365,0.091,0
1.968,-0.275,0
2.822,0.446,0
1.169,0.234,0
-0.236,0.119,0
0.557,0.181,0
0.752,0.984,0
2.23,-0.209,0
3.544,0.456,0
2.236,0.309,0
0.566,0.202,0
2.193,0.222,0
1.758,0.332,0
0.855,0.851,0
2.825,-0.171,0
0.751,0.134,0
0.98,-0.217,0
0.271,0.455,0
0.958,-0.762,0
1.973,0.189,0
1.408,-0.123,0
2.37,0.215,0
1.236,-0.093,0
0.435,0.089,0
2.05,0.688,0
0.393,-0.093,0
0.489,0.915,0
1.31,-0.806,0
1.277,-0.574,0
1.135,0.486,0
1.037,0.308,0
0.575,0.275,0
0.343,-0.59,0
1.502,0.413,0
0.624,0.956,0
1.81,-0.41,0
2.56,-0.568,0
0.66,-0.242,0
1.643,0.62,0
2.107,0.686,0
0.482,0.916,0
2.334,-0.223,0
0.661,0.084,0
0.565,1.958,0
1.69,-0.174,0
0.933,-0.334,0
0.705,1.91,0
2.816,0.33,0
2.73,-0.19,0
0.339,0.211,0
3.202,-0.301,0
0.753,0.723,0
1.803,0.516,0
0.679,1.488,0
2.58,-0.237,0
2.49,-0.157,0
1.424,-0.653,0
1.072,-0.636,0
2.254,0.226,0
1.404,0.185,0
1.407,-0.434,0
1.152,1.276,0
3.096,0.416,0
1.424,-0.685,0
2.444,-0.199,0
0.207,-0.348,0
1.975,-0.18,0
1.349,-0.08,0
0.866,0.073,0
1.794,-0.749,0
0.582,2.225,0
0.469,2.082,0
2.719,-0.168,0
1.33,-0.114,0
1.66,0.452,0
0.889,0.09,0
0.531,1.576,0
1.848,0.329,0
1.455,0.394,0
2.869,-0.386,0
1.952,-0.345,0
0.598,0.634,0
1.354,-0.754,0
1.794,-0.179,0
0.5,1.026,0
0.506,0.137,0
0.472,0.093,0
1.165,-0.919,0
1.056,0.866,0
2.114,-0.191,0
1.309,0.741,0
3.001,-0.234,0
0.392,0.874,0
1.088,-0.51,0
1.71,0.249,0
0.341,0.148,0
0.334,0.208,0
0.729,0.22,0
1.389,-0.106,0
-0.314,0.078,0
1.714,0.308,0
0.566,-0.356,0
2.304,0.561,0
3.369,0.541,0
-0.312,-0.075,0
2.713,0.481,0
1.478,-0.654,0
3.093,0.63,0
1.705,-0.277,0
1.089,0.296,0
2.681,-0.278,0
3.126,1.004,0
2.167,0.414,0
0.521,-0.08,0
1.423,-0.459,0
0.459,0,0
1.596,0.413,0
1.214,-0.53,0
1.028,-0.764,0
3.089,1.046,0
0.964,-0.123,0
0.344,2.158,0
0.888,0.375,0
1.533,0.902,0
2.528,-0.151,0
1.088,-0.135,0
1.829,-0.134,0
1.749,-0.174,0
1.051,-0.724,0
0.467,0.114,0
0.473,1.742,0
0.513,1.904,0
1.94,-0.177,0
2.047,0.322,0
0.796,-0.066,0
1.611,-0.3,0
0.936,1.76,0
0.373,1.402,0
1.557,0.283,0
1.166,-0.726,0
0.588,0.207,0
3.743,-0.361,0
1.224,-0.656,0
1.483,0.627,0
1.208,-0.702,0
3.104,0.303,0
0.302,0.853,0
2.611,0.349,0
1.764,-0.238,0
1.545,0.181,0
0.545,2.268,0
1.835,0.334,0
1.656,0.371,0
1.627,0.193,0
1.498,-0.104,0
2.3,0.315,0
1.876,-0.326,0
-0.242,0.188,0
0.454,1.379,0
3.191,-0.27,0
1.396,0.133,0
0.706,0.406,0
0.446,0.089,0
1.8,0.468,0
2.927,-0.241,0
1.42,-0.159,0
0.69,-0.053,0
1.534,-0.118,0
1.347,-0.318,0
2.816,-0.24,0
-0.275,-0.069,0
1.857,-0.114,0
2.417,0.328,0
3.056,-0.304,0
2.564,0.347,0
1.762,-0.14,0
0.966,0.107,0
1.406,-0.444,0
0.501,1.989,0
0.694,-0.258,0
1.456,-0.189,0
1.423,-0.123,0
0.49,2.008,0
1.114,-0.101,0
1.396,-0.127,0
1.866,2.193,0
1.3,0.385,0
1.153,-0.303,0
0.608,-0.095,0
0.471,-0.075,0
1.275,0.725,0
1.327,-0.647,0
1.929,-0.193,0
1.373,0.453,0
2.031,0.737,0
0.987,-0.096,0
3.21,0.411,0
1.393,-0.543,0
1.547,-0.443,0
2.458,0.228,0
2.166,0.594,0
1.912,-0.154,0
2.28,-0.21,0
0.65,0.112,0
0.428,1.054,0
1.439,0.275,0
1.949,-0.251,0
1.998,0.319,0
0.528,2.296,0
0.608,2.548,0
1.441,0.545,0
0.333,1.17,0
1.66,-0.111,0
1.078,-0.072,0
1.327,-0.376,0
1.044,-0.076,0
1.729,0.175,0
0.549,1.732,0
3.451,-0.245,0
1.057,-0.822,0
0.41,-0.646,0
1.209,-0.772,0
2.197,-0.19,0
1.999,-0.632,0
0.989,0.537,0
0.298,1.854,0
3.131,-0.27,0
3.435,-0.239,0
0.355,1.416,0
0.777,1.672,0
1.286,-0.702,0
0.933,0.965,0
1.829,-0.44,0
2.108,-0.544,0
-0.322,1.05,0
1.214,0.307,0
2.416,0.399,0
1.153,-0.772,0
-0.236,0.119,0
2.405,-0.16,0
0.907,-0.659,0
1.367,-0.122,0
1.85,0.319,0
1.094,-0.844,0
1.247,0.146,0
0.301,-0.223,0
2.171,0.332,0
0.996,-0.175,0
1.16,-0.594,0
1.328,0.451,0
1.226,0.35,0
0.203,0.483,0
1.413,1.699,0
0.503,-0.156,0
1.497,-0.727,0
1.178,-0.581,0
3.003,-0.201,0
1.392,-0.615,0
2.394,0.675,0
3.102,-0.196,0
2.086,0.343,0
2.359,-0.156,0
2.301,-0.222,0
0.891,-0.51,0
0.695,-0.081,0
1.017,-0.814,0
2.031,-0.39,0
2.261,0.23,0
2.057,0.286,0
2.163,0.261,0
2.165,-0.547,0
1.677,0.508,0
0.977,-0.7,0
1.581,0.274,0
1.13,-0.786,0
2.372,0.278,0
0.824,-0.694,0
0.624,0.106,0
1.206,-0.096,0
1.01,0.159,0
0.729,0.22,0
0.61,-0.08,0
0.533,1.615,0
0.624,2.613,0
0.411,0.109,0
0.734,0.488,0
1.906,-0.155,0
2.083,0.283,0
2.401,-0.242,0
1.229,-0.089,0
0.559,1.542,0
1.223,-0.469,0
3.04,-0.289,0
2.215,-0.205,0
1.569,-0.262,0
0.607,0.203,0
1.009,-0.848,0
0.586,0.657,0
1.531,0.97,0
0.532,-0.445,0
0.329,-0.732,0
0.607,0.819,0
0.387,1.019,0
0.355,0.592,0
1.966,-0.13,0
2.829,0.247,0
0.498,0.1,0
0.824,-0.182,0
0.558,2.035,0
0.315,0.508,0
3.058,0.407,0
2.692,0.624,0
0.344,0.476,0
1.933,-0.693,0
0.495,0.11,0
1.632,-0.102,0
1.932,0.588,0
1.14,0.11,0
0.407,-0.081,0
0.357,0.477,0
0.326,1.419,0
2.205,0.191,0
1.896,-0.144,0
1.09,-0.443,0
1.797,0.401,0
0.346,0.154,0
2.187,0.572,0
2.16,0.361,0
2.058,0.668,0
0.333,-0.872,0
2.87,-0.173,0
0.825,1.949,0
1.776,0.504,0
1.543,0.199,0
1.086,-0.403,0
2.136,-0.184,0
0.735,1.119,0
-0.238,0.089,0
2.178,-0.368,0
1.057,1.731,0
2.448,0.255,0
2.658,0.246,0
0.562,0.474,0
0.434,2.041,0
1.483,0.222,0
3.174,-0.232,0
1.555,0.516,0
2.604,0.313,0
1.867,0.139,0
1.86,-0.217,0
1.676,0.197,0
0.692,1.574,0
0.794,-0.082,0
2.373,-0.155,0
1.178,0.242,0
1.038,-0.317,0
0.542,0.902,0
2.66,-0.164,0
1.607,0.183,0
0.395,1.207,0
2.36,1.439,0
2.649,1.463,0
0.575,0.275,0
0.753,-0.31,0
0.521,-0.263,0
1.024,0.812,0
0.598,0.096,0
-0.174,-0.47,0
0.88,0.094,0
1.232,0.375,0
3.016,-0.33,0
1.152,-0.477,0
1.306,-0.784,0
0.399,1.139,0
0.758,0.139,0
1.071,-0.609,0
1.398,0.222,0
2.639,-0.193,0
2.364,-0.186,0
1.193,1.005,0
2.439,-0.226,0
2.186,0.215,0
-0.241,-0.127,0
2.43,0.643,0
0.508,-0.075,0
0.295,-0.621,0
1.827,0.23,0
2.874,-0.359,0
1.326,0.213,0
-0.32,-0.081,0
0.368,1.219,0
3.106,0.302,0
1.085,-0.753,0
0.338,-0.538,0
1.782,-0.137,0
2.105,-0.564,0
2.902,1.191,0
0.722,-0.205,0
0.894,-0.842,0
0.282,0.155,0
0.945,0.783,0
0.5,0.831,0
1.559,-0.128,0
2.722,-0.281,0
2.208,1.5,0
2.258,0.295,0
0.831,-1.208,0
1.788,-0.227,0
0.581,1.124,0
2.005,-0.752,0
0.854,-0.725,0
0.648,0.138,0
2.815,0.811,0
0.436,0.961,0
0.857,0.725,0
1.836,0.236,0
0.346,0.51,0
2.533,0.183,0
0.972,1.579,0
1.196,1.121,0
0.318,0.708,0
0.735,0.143,0
1.3,-0.571,0
0.408,1.46,0
1.194,0.687,0
2.335,0.302,0
2.186,-0.248,0
1.121,1.178,0
-0.253,0.111,0
1.04,-0.833,0
2.801,0.493,0
0.648,0.111,0
2.852,-0.289,0
2.045,-0.163,0
3.309,0.254,0
0.368,1.029,0
0.892,0.315,0
1.33,-0.661,0
2.883,-0.216,0
1.214,0.114,0
1.333,-0.748,0
1.056,-0.652,0
0.597,2.424,0
0.784,0.067,0
1.84,0.952,0
0.482,0.133,0
2.204,-0.17,0
1.354,-0.39,0
3.042,-0.256,0
0.982,0.961,0
2.364,-0.284,0
2.9,1.17,0
0.466,0.103,0
0.478,0.108,0
0.845,0.299,0
0.932,0.177,0
1.034,0.914,0
-0.583,-1.156,0
1.226,0.35,0
0.477,1.191,0
0.471,1.183,0
0.627,0.172,0
0.488,0.102,0
2.241,0.214,0
2.86,1.045,0
0.823,1.83,0
2.811,-0.216,0
0.448,0.775,0
1.053,-0.652,0
0.422,-0.08,0
1.653,0.205,0
2.212,-0.167,0
2.151,-0.176,0
1.608,-0.123,0
1.167,-0.457,0
1.044,0.134,0
1.645,0.638,0
0.406,-0.594,0
1.101,1.192,0
1.809,0.917,0
1.435,-0.095,0
0.536,2.177,0
2.254,0.172,0
3.059,0.61,0
0.432,1.902,0
2.285,-0.159,0
1.489,0.601,0
0.942,0.897,0
0.466,1.861,0
2.477,-0.484,0
1.704,-0.133,0
1.032,-0.676,0
1.064,0.116,0
2.497,0.278,0
0.36,-0.266,0
0.858,1.41,0
0.77,0.075,0
0.268,0.081,0
0.381,2.362,0
0.559,0.139,0
2.558,0.573,0
0.616,-0.064,0
2.626,-0.245,0
0.831,0.87,0
2.3,-0.17,0
2.315,0.703,0
1.764,0.511,0
-0.244,0.112,0
1.55,-0.1,0
0.573,1.693,0
0.558,2.347,0
0.741,0.956,0
1.963,0.191,0
1.108,-0.483,0
0.592,0.179,0
-1.279,0.202,0
2.7,0.255,0
1.148,-0.309,0
0.282,0.164,0
0.572,0.327,0
1.436,0.231,0
0.377,-0.077,0
2.055,-0.183,0
2.712,-0.44,0
0.81,0.153,0
2.275,-0.418,0
0.434,0.618,0
1.841,0.379,0
1.534,0.118,0
0.579,-0.589,0
0.79,-0.854,0
1.088,1.099,0
0.482,0.666,0
1.694,-0.195,0
0.577,-0.079,0
1.008,-0.777,0
2.319,0.22,0
2.703,0.372,0
1.957,-0.146,0
0.65,0.525,0
1.518,-0.893,0
0.279,-0.607,0
1.587,0.585,0
0.282,0.402,0
1.805,1.068,0
1.453,-0.639,0
0.994,1.183,0
1.781,0.284,0
1.797,-0.652,0
2.259,0.252,0
1.87,-0.148,0
0.551,-0.624,0
1.828,-0.165,0
0.649,-0.833,0
0.281,1.052,0
0.562,0.148,0
1.803,-0.148,0
0.438,2.42,0
2.371,0.312,0
0.552,-0.528,0
0.46,0.909,0
1.307,-0.079,0
0.483,2.132,0
2.31,-0.207,0
2.125,-0.158,0
1.828,0.201,0
0.419,0.084,0
2.707,0.617,0
0.722,0.095,0
2.286,-0.149,0
0.309,-0.171,0
-0.264,-0.067,0
1.039,0.198,0
1.274,-0.488,0
1.683,0.521,0
0.836,-0.131,0
1.697,0.283,0
1.3,-0.571,0
1.428,0.525,0
0.35,1.463,0
3.028,0.302,0
2.32,0.22,0
0.336,-0.075,0
2.129,0.434,0
0.866,0.096,0
0.753,-0.091,0
0.828,0.163,0
0.286,-0.454,0
0.994,-0.692,0
2.741,0.602,0
2.767,-0.272,0
1.401,-0.119,0
0.985,0.77,0
0.325,0.874,0
0.334,0.208,0
1.879,-0.597,0
1.045,-0.476,0
1.276,-0.721,0
2.664,1.123,0
2.63,0.469,0
2.862,0.538,0
1.667,-0.211,0
2.541,-0.165,0
1.782,0.448,0
-0.458,0.264,0
1.19,0.111,0
-0.562,1.824,0
-0.319,0.078,0
1.2,-0.142,0
0.487,1.298,0
1.929,0.255,0
1.5,-0.153,0
0.471,-0.069,0
1.184,-0.609,0
1.091,0.105,0
1.467,0.243,0
2.804,-0.436,0
0.437,1.274,0
0.345,-0.648,0
0.557,2.038,0
1.607,-0.109,0
2.389,-0.245,0
2.783,0.345,0
0.54,0.216,0
2.755,0.309,0
0.896,0.475,0
