@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R2,4,6'

@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.411,1.456,0
1.222,0.645,0
0.65,0.131,0
0.991,0.869,1
0.581,-0.073,0
1.414,-0.299,1
2.568,0.469,0
0.604,0.098,0
0.754,0.915,1
1.354,-0.097,0
0.472,-0.583,1
1.881,1.629,1
1.455,0.394,0
0.99,0.833,1
2.984,0.352,0
2.277,-0.354,0
1.797,0.401,0
1.375,-0.083,0
0.358,-0.324,0
0.837,0.916,1
2.081,0.287,0
0.528,2.296,0
1.688,-0.256,1
0.56,0.476,0
2.345,1.402,0
1.906,0.714,1
1.647,-0.121,0
0.286,-0.454,0
0.362,1.387,1
0.579,0.082,0
0.544,0.468,1
0.402,-0.083,0
0.582,0.178,0
1.555,-0.56,1
0.562,0.474,0
-0.256,-0.954,1
1.568,-0.261,0
0.699,2.133,1
1.798,0.921,0
2.521,0.648,0
1.876,-0.326,0
0.815,1.28,1
0.512,1.683,1
1.034,0.187,0
0.579,1.848,0
1.119,-0.864,1
2.8,-0.204,0
1.389,-0.106,0
0.671,1.095,1
1.136,-0.074,0
2.328,-0.201,0
0.794,0.913,1
2.943,0.472,0
0.497,1.743,1
1.01,0.159,0
1.097,-0.596,0
0.77,0.075,0
0.578,-0.13,0
0.691,0.941,1
1.088,-0.51,0
0.751,0.134,0
0.577,1.54,1
0.92,0.78,0
2.506,-0.148,0
0.546,1.737,1
0.808,0.932,1
0.624,0.956,0
0.892,1.008,1
1.677,-0.109,0
0.781,-0.787,1
1.674,-0.348,0
-0.28,0.077,0
0.407,-0.081,0
0.633,-0.626,1
1.413,0.194,0
1.334,0.168,0
0.535,1.079,1
1.42,-0.159,0
0.861,1.715,1
0.573,1.495,1
0.533,1.327,1
3.296,0.887,0
0.877,0.11,0
1.044,-0.663,0
1.034,0.914,0
0.635,1.262,1
1.59,-0.121,0
1.14,0.11,0
1.99,0.489,0
1.985,-0.162,0
1.661,-0.141,0
0.599,1.92,1
2.278,1.631,0
0.905,1.777,1
1.839,-0.112,0
1.628,-0.561,0
0.65,1.893,1
3.042,-0.256,0
0.894,-0.842,0
0.749,0.986,1
2.197,0.405,0
2.441,0.367,0
0.271,0.455,0
0.586,0.657,0
2.183,-0.115,0
1.33,-0.114,0
0.627,2.078,1
2.596,-0.255,0
1.602,-0.576,1
2.539,-0.374,0
0.827,1.827,1
0.658,0.616,1
0.91,-0.616,0
1.291,-0.132,0
0.333,1.17,0
-0.515,-1.526,1
1.307,-0.079,0
3.439,-0.276,0
1.921,-0.35,0
1.762,-0.448,0
2.19,-0.51,0
0.797,0.146,0
0.529,-0.704,0
-0.391,-0.685,1
1.935,-0.473,1
3.018,0.233,0
1.068,1.394,0
2.169,-0.253,0
0.78,-0.118,0
1.848,-0.135,0
1.155,0.227,0
0.598,0.636,1
1.148,1.726,0
1.168,-0.494,1
0.732,0.065,0
0.724,1.292,1
1.651,-0.547,0
2.253,-0.457,1
0.517,0.498,0
-0.273,1.198,1
2.259,0.252,0
1.398,0.222,0
1.042,-0.652,1
0.292,1.358,1
1.469,1.012,0
3.054,0.31,0
1.247,0.146,0
1.736,-0.502,0
1.938,-0.645,0
0.385,1.504,1
1.608,-0.123,0
1.275,-0.418,0
0.351,2.105,0
2.073,0.313,0
0.406,-0.594,0
1.655,-0.175,0
0.822,0.806,1
1.041,-0.754,0
2.151,-0.176,0
1.511,0.323,0
3.21,0.411,0
2.696,-0.288,0
2.018,-0.568,0
2.956,0.285,0
0.9,1.297,0
0.854,1.221,1
-0.263,-0.581,1
0.356,1.604,0
0.75,2.181,1
-0.364,0.094,0
1.199,1.051,1
0.745,0.264,0
0.601,1.045,1
0.723,-0.667,0
0.679,1.488,0
0.514,0.725,1
2.01,0.314,0
2.472,-0.149,0
1.643,0.331,0
1.755,-0.111,0
0.759,1.077,1
0.47,-0.076,0
0.526,0.862,1
0.678,2.1,0
-0.32,-0.081,0
1.78,0.65,0
2.766,-0.219,0
2.263,0.226,0
1.32,-0.113,0
1.797,-0.627,0
0.399,1.404,1
2.139,-0.32,0
0.954,1.696,1
2.345,0.399,0
0.585,2.38,0
1.017,0.208,0
3.902,-0.353,0
1.054,-0.708,0
0.597,2.424,0
0.548,1.319,1
1.094,-0.935,1
1.208,-0.469,1
2.027,-0.151,0
2.083,0.67,0
1.224,-0.228,0
1.349,-0.08,0
3.149,0.85,1
0.557,0.181,0
2.757,0.513,0
0.553,1.658,0
1.177,-0.463,1
0.854,0.721,0
0.418,0.91,1
3.075,0.489,0
2.032,0.287,0
1.788,-0.227,0
0.637,0.104,0
0.254,0.383,0
1.004,0.807,0
0.493,2.1,0
0.51,0.886,1
2.458,0.228,0
0.891,2.313,1
2.204,0.482,0
2.077,-0.609,0
1.782,0.448,0
0.921,-0.81,1
1.237,0.443,0
1.536,-0.114,0
-1.081,-0.149,0
-0.236,0.119,0
1.026,1.809,1
1.719,-0.388,0
1.846,0.244,0
2.31,-0.207,0
0.63,0.539,1
0.754,1.265,1
1.798,-0.177,0
2.558,-0.369,0
0.397,0.683,1
0.791,2.004,0
2.496,0.798,1
1.163,-0.499,0
1.167,-0.457,0
0.652,-0.063,0
0.435,0.086,0
1,-0.767,0
1.471,1.503,1
1.872,0.232,0
1.124,1.904,1
1.632,-0.102,0
1.782,-0.137,0
2.829,1.401,1
2.125,0.279,0
1.908,0.25,0
3.178,0.437,0
0.692,0.712,1
0.598,-0.606,0
0.501,0.882,1
1.051,-0.724,0
0.43,-0.19,0
1.226,0.35,0
0.573,1.495,1
2.014,-0.168,0
0.796,-0.066,0
2.84,-0.189,0
0.86,0.993,1
1.169,-0.406,0
1.04,-0.833,0
1.48,0.754,0
0.697,1.233,1
1.292,-0.682,0
0.785,1.792,1
0.985,0.77,0
1.108,-0.082,0
0.398,1.72,1
0.462,1.562,1
0.346,2.196,0
0.788,1.386,1
1.69,0.569,0
1.668,-0.369,1
2.557,1.003,1
1.604,0.773,0
0.798,2.06,1
1.505,-0.115,0
1.896,1.479,0
2.85,0.557,0
1.478,1.155,1
2.168,0.84,1
3.259,-0.225,0
1.423,-0.459,0
2.711,0.307,0
0.906,-0.609,1
0.704,0.915,0
1.344,0.155,0
1.569,0.332,0
2.256,0.196,0
1.122,-0.47,0
0.786,0.115,0
0.461,0.17,0
0.546,1.11,1
1.249,0.161,0
1.612,0.529,0
0.296,0.552,0
1.532,-0.113,0
1.977,1.578,0
2.371,0.312,0
1.253,-0.097,0
0.603,0.636,1
1.03,-0.391,0
2.3,-0.202,0
1.363,0.156,0
2.947,0.445,0
1.81,-0.41,0
1.331,-0.101,0
1.75,-0.226,0
0.257,0.905,1
1.205,-0.546,0
1.796,-0.286,0
0.918,0.126,0
2.762,-0.221,0
2.521,-0.156,0
-0.329,-0.597,1
1.027,-0.68,0
1.357,-0.331,0
2.007,0.268,0
1.008,-0.54,0
1.347,-0.318,0
2.344,-0.178,0
1.345,0.769,1
1.8,0.217,0
2.421,-0.284,0
1.1,-0.533,0
2.24,-0.171,0
0.438,2.42,0
1.414,-0.299,1
1.655,0.458,1
-1.082,-0.873,1
0.582,1.101,1
2.978,-0.233,0
1.276,-0.635,0
0.576,0.82,1
1.356,0.581,1
0.511,-0.406,1
0.808,-0.511,1
-0.304,-0.072,0
2.874,-0.359,0
2.488,0.28,0
1.762,1.081,0
2.286,-0.149,0
1.108,-0.483,0
1.233,-0.547,1
0.52,2.105,1
1.932,-0.448,1
3.106,0.302,0
-0.281,-0.076,0
0.913,0.831,0
2.176,0.294,0
