@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R2,4,6'

@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.443,0.65,1
0.836,-0.088,0
1.656,0.371,0
2.215,-0.205,0
1.155,-0.087,0
2.32,0.22,0
3.176,0.324,0
0.349,1.081,1
1.932,0.682,0
1.596,0.413,0
1.703,0.333,0
1.354,-0.754,0
1.817,-0.358,0
2.49,-0.157,0
0.616,-0.064,0
0.753,-0.546,1
0.588,1.854,1
2.424,-0.197,0
2.757,-0.163,0
1.795,-0.269,0
1.016,-0.401,0
1.243,0.141,0
0.937,1.064,0
1.277,-0.505,0
2.911,-0.224,0
0.861,2.039,1
0.627,1.188,0
0.372,1.957,1
0.298,1.854,0
0.59,0.834,0
1.367,-0.523,0
2.58,-0.237,0
2.314,0.646,1
0.343,-0.59,0
1.345,-0.089,0
1.284,0.448,0
2.465,-0.202,0
0.596,2.123,1
0.471,2.121,1
0.497,1.743,1
2.61,-0.158,0
1.373,-0.109,0
1.473,-0.073,0
1.233,0.942,1
0.517,2.237,1
2.718,0.257,0
1.103,-0.458,0
1.405,-0.45,0
2.413,-0.228,0
3.001,-0.189,0
1.387,-0.658,0
0.543,1.316,1
1.005,0.892,1
0.546,1.385,1
1.261,-0.77,0
1.519,0.27,0
2.301,-0.222,0
3.283,0.342,0
0.484,-1.097,1
-0.751,-0.583,1
0.417,-0.73,0
0.286,0.449,1
2.558,0.573,0
0.591,0.141,0
1.804,0.416,0
1.54,-0.76,0
0.38,1.639,1
1.265,0.504,0
0.892,-0.531,0
1.333,0.746,0
0.365,0.981,0
0.671,2.188,0
1.231,0.131,0
1.8,1.553,1
1.464,0.546,1
0.339,-0.625,0
1.193,1.005,0
2.329,0.7,1
0.86,-0.71,0
1.957,-0.146,0
0.918,0.266,0
2.364,-0.155,0
0.355,0.519,0
0.717,0.068,0
1.2,1.386,1
2.499,-0.162,0
1.369,0.507,0
0.498,0.849,1
0.389,1.049,0
0.605,1.409,1
1.014,1.039,0
0.636,1.258,1
0.986,-0.633,0
0.816,2.113,0
1.644,-0.183,0
0.698,0.741,1
0.585,1.773,0
2.023,-0.344,0
2.04,-0.277,0
1.074,1.139,0
0.584,1.532,1
1.245,0.45,0
0.325,-0.085,0
0.562,0.148,0
1.331,-0.911,0
1.009,-0.085,0
1.605,0.236,0
0.325,1.941,1
0.355,0.592,0
1.429,1.151,1
1.079,-0.673,1
1.931,-0.265,0
2.495,-0.485,0
0.391,1.141,1
1.547,0.156,0
0.55,1.204,0
2.639,-0.193,0
0.281,0.441,0
0.966,1.183,0
0.544,0.096,0
0.653,1.07,1
1.029,1.26,1
2.723,0.318,0
0.506,0.837,1
1.981,0.856,1
-0.22,0.09,0
0.482,-0.141,0
1.559,-0.128,0
1.478,-0.654,0
1.906,-0.155,0
2.243,-0.199,0
0.697,0.579,1
0.891,1.42,0
-0.788,-0.287,0
1.794,-0.749,0
0.559,1.421,1
1.272,-0.644,0
0.601,-0.771,1
2.209,-0.361,1
0.48,-0.285,0
2.028,0.406,0
2.255,0.299,0
2.364,-0.284,0
0.995,0.489,0
2.547,0.494,0
2.16,0.221,0
0.847,2.785,1
3.15,0.478,0
1.045,-0.476,0
2.339,1.411,1
0.411,0.109,0
1.088,-0.135,0
2.116,0.734,0
0.436,1.207,1
0.821,1.064,1
0.906,0.279,0
0.458,0,0
1.019,0.752,1
-0.825,-1.494,0
0.613,1.183,1
0.705,2.19,0
0.77,0.881,1
1.255,-0.496,1
0.843,0.104,0
0.611,-0.446,1
0.97,0.265,0
0.651,1.263,1
2.401,-0.242,0
1.399,-0.1,0
1.333,-0.748,0
1.088,1.099,0
0.908,-0.531,1
2.804,1.197,0
1.413,-0.653,1
0.7,1.292,1
1.59,-0.139,0
1.09,-0.443,0
1.299,0.86,1
1.012,0.151,0
0.905,0.987,1
0.431,1.326,1
2.234,-0.237,0
2.186,-0.248,0
1.774,-0.157,0
1.752,0.371,0
1.163,1.493,1
1.046,0.202,0
2.515,0.553,0
2.852,-0.289,0
2.438,0.3,0
0.569,2.165,1
0.597,0.117,0
0.482,0.666,0
2.396,1.399,0
1.178,0.128,0
0.378,-0.398,1
1.268,-0.841,0
0.62,-0.518,1
0.904,1.594,0
1.555,0.271,0
0.234,0.469,0
0.721,-0.604,1
-0.254,0.153,0
0.308,0.451,0
0.642,0.778,1
2.035,1.846,0
1.739,0.329,0
-0.234,0.176,0
0.522,1.39,0
2.261,0.275,0
2.139,-0.164,0
0.675,1.532,1
0.399,1.108,0
1.198,0.469,0
1.266,1.077,0
0.9,-0.649,1
0.373,0.423,0
1.581,0.274,0
2.237,-0.617,0
0.974,-0.586,0
0.623,-0.671,1
1.224,-0.656,0
0.765,1.642,0
2.391,-0.248,1
0.629,0.74,1
0.81,1.628,1
1.929,-0.193,0
1.118,-0.555,0
1.44,0.129,0
0.729,0.089,0
1.806,0.434,0
0.629,1.653,0
1.505,0.665,0
-0.312,-0.075,0
-0.562,1.824,0
1.871,0.378,1
1.439,0.391,0
0.48,-0.947,1
1.062,-0.96,0
0.359,0.149,0
0.925,-0.075,0
1.121,0.498,0
0.488,0.094,0
1.098,-0.698,0
0.736,0.839,1
2.815,0.811,0
-0.563,-0.916,1
2.01,-0.128,0
-0.294,-0.072,0
0.907,-0.659,0
1.034,1.278,1
0.653,0.62,1
1.171,0.947,1
2.479,1.436,1
1.257,1.406,1
0.728,0.101,0
0.968,1.022,0
0.567,1.194,1
1.871,-0.141,0
0.67,0.839,1
3.36,0.593,0
1.539,-0.178,0
1.214,1.077,1
0.728,1.453,1
1.081,-0.237,0
1.285,0.435,1
0.589,2.079,0
0.535,1.348,1
0.65,-0.071,0
1.264,-0.485,1
-0.333,-0.982,0
0.819,1.016,1
2.24,0.233,0
2.519,-0.18,0
0.523,1.435,1
0.401,1.017,1
0.384,1.56,0
0.555,1.481,1
3.531,0.293,0
1.982,0.567,0
2.884,-0.377,0
1.536,-0.623,0
0.558,1.559,1
0.928,-0.108,0
1.325,0.697,0
1.59,0.121,0
0.61,0.591,0
-1.045,-0.444,0
2.037,0.625,0
0.542,-0.615,0
2.357,0.519,1
1.023,0.204,0
0.604,2.457,0
1.331,0.887,1
0.87,0.649,1
1.851,-0.124,0
1.749,-0.183,0
0.881,2.501,1
1.161,0.103,0
0.603,0.636,1
0.892,0.848,0
0.314,1.544,0
1.816,-0.621,0
0.795,0.108,0
2.719,-0.168,0
2.118,0.226,0
1.27,-0.591,0
1.017,1.076,0
0.635,0.453,1
2.541,-0.165,0
0.965,0.958,1
1.843,1.369,1
1.697,0.284,0
0.697,1.227,1
-0.301,-0.074,0
3.155,0.434,0
2.372,-0.324,1
2.062,-0.242,0
1.276,-0.721,0
0.858,0.189,0
1.754,0.269,0
2.525,-0.326,1
2.469,0.83,1
1.149,0.662,1
0.635,1.534,0
1.018,0.182,0
2.133,0.436,1
0.661,0.104,0
1.253,-0.668,1
0.836,-0.131,0
0.617,0.897,0
-0.241,-0.085,0
2.171,0.332,0
0.433,1.979,0
1.193,1.55,1
0.679,1.823,1
1.502,-0.085,0
0.651,2.12,0
0.732,1.451,0
2.221,-0.482,0
2.111,0.214,0
1.694,-0.195,0
0.659,2.197,1
0.557,0.18,0
0.625,0.87,1
0.301,0.459,0
0.867,-0.525,0
0.768,1.657,1
1.054,0.479,0
0.263,-0.386,1
-0.549,-1.359,0
1.84,0.952,0
1.627,0.171,0
2.241,0.214,0
2.734,0.416,1
2.235,0.496,0
0.904,0.108,0
0.882,1.149,1
1.934,0.695,0
0.758,0.075,0
2.716,-0.475,0
0.376,1.729,1
2.238,0.247,0
2.557,0.578,0
0.522,1.744,1
0.849,-0.609,1
0.932,0.177,0
1.051,1.689,1
1.008,-0.895,0
1.214,0.307,0
1.432,0.343,0
1.995,-0.139,0
0.324,0.468,0
0.409,0.994,0
1.03,0.792,0
0.357,1.133,1
0.328,0.751,1
0.765,2.161,1
2.701,0.416,0
1.71,0.249,0
0.427,2.152,0
0.845,-0.56,0
1.222,-0.605,0
1.082,0.137,0
2.258,-0.462,0
2.869,0.242,0
1.248,-0.7,0
0.334,0.208,0
1.789,1.406,1
1.941,-0.129,0
2.885,0.618,0
0.621,2.234,0
-0.221,0.198,0
0.855,0.124,0
0.953,-0.338,0
0.283,0.456,0
1.504,-0.766,0
3.104,-0.249,0
3.308,-0.263,0
0.888,1.646,0
2.16,0.361,0
1.216,0.729,0
2.989,-0.351,0
2.129,0.353,0
0.729,0.22,0
2.566,-0.195,0
4.32,-0.243,0
1.305,1.809,0
0.727,0.778,1
2.125,0.494,0
2.793,-0.182,0
0.426,1.696,0
0.65,1.528,1
1.624,0.398,0
0.561,-0.644,0
3.131,0.324,0
1.215,0.409,1
1.376,0.236,0
0.442,1.157,0
1.03,0.219,0
2.804,0.927,1
0.587,1.021,1
1.224,0.83,0
2.047,0.322,0
0.435,2.222,0
0.613,0.62,1
2.873,-0.174,0
-0.214,-0.075,0
0.673,0.194,0
1.543,0.199,0
2.567,-0.188,0
1.186,0.248,0
1.86,-0.115,0
0.714,0.972,1
