@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
57,2.111111,24.666666,34.444447,-4.888889,1
126,0.555556,6.444445,5.777778,4.555555,1
117,0.5,6.888889,7.444445,3,1
107,3.333333,19.444445,23,2.444444,1
88,2.944445,18.777779,27.333334,-5.444445,1
55,1.277778,20.555555,26.666666,-1.444444,1
124,0.611111,7.444445,7.222222,4.333334,1
58,1.388889,20,27.333334,-2.777778,1
118,0.722222,7.666666,7,4.777778,1
102,2.611111,22.11111,29.777779,-2.888889,1
128,0.388889,6.888889,5.444445,5.555555,1
138,0.833333,7.333334,6.555555,4.777778,1
128,0.666667,7.444445,6.555555,5.333334,1
86,1.222222,24.222221,35,-6.777778,1
143,0.666667,6.111111,5.444445,4.777778,1
85,2.500001,20.777779,27.11111,-1,1
41,1.666667,20.777779,29.777779,-5.111111,1
64,1.388889,22.666666,31.88889,-4.222222,1
90,1.333334,18.777779,22.11111,2,1
60,1.055555,18.88889,24.777779,-1.333333,1
63,1.944444,20.333334,29.666666,-6.111111,1
123,0.5,7.555555,6.666666,5.222222,1
64,1.666666,17.555555,25.11111,-4,1
133,0.5,8.333334,7.777778,5,1
104,4,20.555555,28.666666,-4.111111,1
68,2.166667,24.222221,36.88889,-8.888889,1
113,0.277778,7.222222,7.777778,3.222222,1
92,1.777778,21.777779,29.777779,-3.333333,1
53,1.166667,20.88889,27.444445,-2,1
44,2.38889,17.333334,25.222221,-4.222222,1
113,0.777778,7.111111,6.666666,4.555555,1
145,0.611111,5.555555,4,4.888889,1
116,1.166667,7.111111,7.666666,3,1
102,1.944444,18.555555,21.88889,1.888889,1
63,1.5,17.222223,23.666666,-2.555556,1
107,1.777778,18.777779,19.444445,6.222222,1
123,0.888889,7.888889,8.444445,2.777778,1
122,0.5,8.111112,7.222222,5.111111,1
93,2.111111,18.88889,26.777779,-4.444445,1
109,1.333334,19.222221,21,4.333334,1
145,0.722222,6.333334,6.555555,3.111111,1
110,2.666667,18.88889,21.444445,2.888889,1
131,0.777778,7.555555,6.666666,4.777778,1
108,0.944444,21,28.222221,-2.777778,1
92,2.5,18.777779,24.11111,-0.888889,1
142,1.5,6.777778,4.888889,6.333334,1
134,0.722222,7.666666,6.666666,5.333334,1
136,0.444444,7.111111,6.444445,4.444445,1
85,3.944444,20.444445,28.11111,-3,1
124,0.388889,7.444445,7.333334,4.222222,1
106,2.111111,20,25.11111,0,1
111,2.555555,4.111111,5.555555,0.888889,1
104,3.055556,20.222221,24.88889,0.111111,1
67,1.833333,22.555555,27.88889,0.888889,1
60,2.888889,24.666666,35.22222,-6.222222,1
113,0.444444,6.888889,6.666666,4.111111,1
103,2.277778,17.666668,19.11111,4.555555,1
117,1,21.11111,26.333334,-0.333333,1
123,0.666667,8.222222,8,4.444445,1
149,0.722222,4.111111,8.666667,-4,1
66,2.944444,25.333334,38.22222,-9.222222,1
111,0.611111,7.666666,6.888889,5.222222,1
128,0.888889,7.888889,6.444445,5.888889,1
129,0.888889,8.444445,7.555555,5.333334,1
124,0.444444,6.666666,6,4.666666,1
147,0.5,3.888889,6.666666,-0.777778,1
126,0.611111,7.666666,5.666666,6.777778,1
89,2.944445,21.333334,27.777779,-1.666667,1
118,0.555556,6.555555,6.666666,3.222222,1
123,0.444444,6,5.333334,4.333334,1
133,1.166667,7.777778,7.888889,4,1
124,0.611111,6.888889,5.666666,5.333334,1
50,1,21.666666,30,-4.111111,1
63,2.111111,19.666668,27.777779,-3.777778,1
114,0.444444,6.111111,7.333334,2,1
123,0.388889,7.111111,6.888889,3.888889,1
129,0.666667,7.888889,7.333334,4.666666,1
92,2,20.222221,23.333334,2.555556,1
65,2.333334,20.11111,26.777779,-2.111111,1
112,0.555555,7.111111,7.222222,3.555556,1
107,1.888889,19.88889,22.88889,3,1
53,2.833333,22.777779,38.333336,-12.888889,1
67,2.444445,19.555555,25.88889,-1.333333,1
112,1,7,8.111112,2.333333,1
84,1.611111,23.555555,30,-0.888889,1
77,3.055556,24.555555,34.444447,-5.555555,1
111,0.611111,6.888889,6.333334,4.444445,1
144,0.722222,6,5.777778,3.555556,1
138,0.444444,7,6.333334,4.666666,1
145,0.722222,6.333334,6.555555,3.111111,1
56,1.277777,23.333334,36,-9.333333,1
57,1.944445,24,36.22222,-8.444445,1
71,2.833333,21.88889,29.666666,-2.666667,1
89,1.666667,23.11111,30.444445,-2.333333,1
51,2.666667,22.666666,35.11111,-9.222222,1
78,2,24,31.222221,-1.777778,1
116,1.555556,21.222221,27.555555,-1.444444,1
86,1.722222,18.555555,23.555555,-0.111111,1
77,4.444445,24.11111,32.333336,-3.222222,1
140,0.5,7.444445,6.888889,4.333334,1
68,1.777778,20.444445,28.444445,-3.444444,1
126,0.666667,8.777778,8.222222,4.444445,1
56,1.333334,19.444445,25.444445,-1.222222,1
117,1,7.333334,8.222222,2.666667,1
111,0.611111,6.888889,6.333334,4.444445,1
141,0.777778,7,6.222222,4.777778,1
92,2.166667,18.777779,23.777779,0.222222,1
102,1.333333,20.333334,25,0.222222,1
122,0.555556,7,6.666666,4.111111,1
137,1.111111,7.777778,6.444445,5.777778,1
134,0.777778,7.444445,7.111111,4.111111,1
101,1.277778,21.222221,26.777779,-0.222222,1
130,0.833333,8.555555,8.666667,3.777778,1
81,2.722222,20.11111,26.11111,-1.111111,1
92,1.388889,22.777779,30,-2,1
129,1.111111,8,7.444445,4.777778,1
128,0.666667,6.888889,6.666666,4,1
122,0.777778,7.333334,6.888889,4.444445,1
79,2.111111,17.333334,21,1.555556,1
69,1.88889,23.444445,34.444447,-6.666666,1
92,2.333333,23.11111,30.333334,-1.666667,1
117,0.388889,7.666666,7.444445,4,1
130,0.388889,6.888889,6.222222,4.666666,1
62,1.222223,20.777779,27.222221,-1.333333,1
64,2.888888,21.777779,31.222221,-5.555555,1
149,1.055556,5.555555,11.888889,-5.888889,1
130,0.666667,7.444445,6.666666,5,1
114,0.666667,6.555555,6.111111,3.888889,1
59,2.055555,22.666666,30.88889,-3.555556,1
145,0.5,5.333334,5,3.777778,1
147,0.777778,5.444445,11,-4,1
73,2.611111,19.222221,24.11111,0.444444,1
118,2.277778,20.222221,27.333334,-2.666667,1
42,1.388889,20,31.11111,-7.777778,1
115,4.166667,21.333334,28,-2.111111,1
85,1.777778,18.88889,21.88889,2.777778,1
146,0.666667,5.666666,6.777778,1.666667,1
128,0.666667,6.888889,6.666666,4,1
88,2.888889,21.333334,28.444445,-2.444444,1
111,0.444445,7,7,4,1
131,0.777778,6.666666,6,4.444445,1
55,1.777777,21.666666,31.11111,-5.333334,1
125,0.666667,7.222222,6.888889,4.111111,1
114,1.944444,20,24.666666,0.444444,1
75,0.722222,21.11111,27.11111,-0.666667,1
59,2.055555,20.777779,28.777779,-3.111111,1
68,2.388889,17.666668,23,-0.111111,1
115,0.333333,8.222222,7.888889,4.666666,1
113,2.944444,20,25.444445,-0.777778,1
72,1.666666,23.777779,35.444447,-7.333334,1
45,3.277778,20.555555,28.777779,-4.111111,1
145,0.611111,5.555555,4,4.888889,1
140,1,7.888889,7.333334,4.666666,1
118,0.444445,7.555555,7.666666,3.888889,1
17,1.277779,115,141.88889,-33.444443,2
39,1.222218,116.333336,142.44444,-32.22222,2
50,0.77778,113.111115,140.88889,-33,2
50,0.944445,94.666664,125.77778,-38.333332,2
13,1.111115,134.33334,149.11111,-17.777779,2
35,0.722221,131.22223,146.22223,-15.777778,2
78,2.666665,93.22222,125.666664,-40.88889,2
35,0.888888,113.77778,141.33334,-34.22222,2
73,1.611111,115.44444,140.55556,-30.222221,2
47,1.555557,114.111115,139.77779,-29.222221,2
41,0.277779,128.44444,145.88889,-20.333334,2
19,1.666672,131.55556,146.44444,-18.666666,2
57,1.611112,113,140.33334,-33.77778,2
35,1.111113,114.44444,140.11111,-30.333334,2
81,0.888891,105.666664,128.88889,-21.777779,2
19,1.444447,115.44444,142.44444,-33.666668,2
54,0.944444,109.111115,132.44444,-23,2
40,0.555556,114.22222,141.66667,-32.77778,2
41,1.888889,110.22222,138.88889,-33.77778,2
70,1.111108,104,127.77778,-25.555555,2
12,1.777779,115.55556,143.11111,-35.666668,2
64,1.333331,96.333336,126.22222,-37.333332,2
56,0.833333,115.888885,140.66667,-30.333334,2
18,0.944445,133.33334,147.55556,-15.888889,2
55,1,101,132.22223,-38,2
30,1.222223,100.77778,130.11111,-37.444443,2
36,1.055556,98.22222,130.33334,-41.11111,2
57,1.166667,129.88889,146.22223,-18.222221,2
42,1.666668,95.666664,126.22222,-39.77778,2
67,3.833332,92.111115,125.55556,-41.88889,2
53,0.722223,112.333336,138.22223,-33.333332,2
88,0.500001,101.55556,127.55556,-27.11111,2
15,0.777774,134.33334,150.11111,-19.333334,2
58,1.000001,110.111115,138.77779,-35.666668,2
65,1.500001,111.666664,140,-34,2
39,1.833333,102.55556,132,-32.444443,2
24,0.888888,117.666664,141.66667,-29.88889,2
18,0.944445,133.33334,147.55556,-15.888889,2
29,1.388891,119,142.77777,-28.444445,2
31,1.333333,129.88889,145.55556,-18.11111,2
57,1.000001,76.44444,119.333336,-49.444443,2
50,1.444444,109.888885,139.77779,-36.555557,2
45,0.611109,87.111115,124,-42.333332,2
29,0.777779,88.77778,126.333336,-43.444443,2
64,1.333331,96.333336,126.22222,-37.333332,2
34,1.000001,111.44444,140,-35.333332,2
89,1.277779,93.111115,125.44444,-38.88889,2
24,1.611109,110.77778,137.77779,-32.555557,2
37,1.055553,80.111115,121.111115,-47.444443,2
57,1.388891,112.22222,139,-34,2
52,0.777777,101,129.22223,-31.88889,2
14,1.666669,104.22222,134.11111,-38.333332,2
107,1.055555,125.77778,145.22223,-23.666666,2
15,0.555556,118.333336,144,-32.77778,2
81,0.722224,91.888885,124.888885,-42.11111,2
67,0.888889,112.333336,138.44444,-31.666666,2
26,0.444444,98.333336,130.88889,-41.666668,2
18,0.555557,97.22222,130.44444,-44.666668,2
81,1.055557,75.66667,116.44444,-44.22222,2
48,0.555555,112.22222,138.11111,-30.444445,2
65,0.722221,82.77778,121.111115,-43.666668,2
63,0.666668,108.44444,137.55556,-35.333332,2
97,1,126.55556,145.44444,-23.444445,2
31,0.888889,115.55556,143.11111,-33.88889,2
26,0.888888,131,146.55556,-17.666666,2
93,1.055555,103.888885,128,-25.222221,2
77,1.166665,93.888885,125.22222,-41.22222,2
51,0.833335,110.666664,140.77779,-36.88889,2
13,1.333333,119.666664,145.44444,-32.22222,2
41,1.111112,111.888885,139.77779,-33.444443,2
41,1.111115,130.66667,147.22223,-19.444445,2
45,0.777779,95.888885,126.888885,-39.22222,2
66,1.111113,79.111115,117.333336,-43,2
17,0.666667,120.77778,143.88889,-28.555555,2
58,1.000001,77.333336,118.77778,-47.444443,2
48,1.277781,127.55556,146.11111,-21.88889,2
41,0.388892,95.111115,128.88889,-43.77778,2
27,0.5,132.55556,146.55556,-16.555555,2
16,0.888891,99.111115,131.11111,-38.11111,2
11,2.888891,136.88889,150.88889,-19.666666,2
23,1.166665,111.888885,141.66667,-37.666668,2
54,1.222221,112.666664,141.33334,-35.11111,2
99,0.777779,79,118,-43.22222,2
66,1.833335,106.888885,128.77779,-22,2
94,1.277776,80.888885,119.22222,-43.22222,2
44,2.333333,112,136.88889,-31.777779,2
32,2.611109,129.77779,146.33334,-19.555555,2
32,1.33333,103.888885,133.33334,-38.666668,2
21,1.333333,120.666664,142.55556,-27.555555,2
14,0.611113,99,130.66667,-41.22222,2
42,1.388891,128.11111,146.44444,-21.555555,2
55,1.166668,113.888885,139.33334,-30.666666,2
113,1.333333,124.666664,145.66667,-25.333334,2
46,1.333332,100.888885,132.88889,-41.22222,2
19,1.499998,121,142.66667,-26.777779,2
31,0.777777,101.888885,132.55556,-39.22222,2
15,0.666668,100.111115,132,-40.88889,2
49,1.166668,117,143.11111,-31.222221,2
21,1.166667,115.77778,141.88889,-33,2
47,0.999997,127.44444,145.77777,-22,2
45,1.111113,110.55556,140,-36.88889,2
26,1.888885,131.44444,146.77777,-16.777779,2
39,0.777776,113.888885,140.33334,-30.88889,2
25,1.277776,89.111115,126.888885,-43.555557,2
50,0.777779,109.22222,138.88889,-35.88889,2
46,1.05556,129.44444,145.55556,-18.222221,2
58,1.055559,96.333336,126.44444,-38.22222,2
63,0.333332,96.22222,126.111115,-38.11111,2
33,0.500001,96.77778,128.66667,-41.444443,2
62,1.888887,112.333336,139.33334,-33.444443,2
28,1.444441,111,138.66667,-34.555557,2
49,1.499999,116.333336,141.77779,-29.555555,2
81,0.833332,77.22222,118.44444,-44.88889,2
83,1.055552,74.55556,116.888885,-48.22222,2
43,0.833335,117.333336,140.55556,-27.444445,2
47,1.499999,93.22222,128.77779,-41.666668,2
19,1.888888,97.666664,130.22223,-37.88889,2
57,1.611109,86.22222,122.22222,-42.666668,2
80,1.722224,102.888885,127.333336,-24.555555,2
91,0.722221,92.55556,123.44444,-37,2
31,1.222223,117.111115,141.22223,-29.11111,2
80,1.444445,82.44444,119.333336,-41.666668,2
16,1.666667,87.55556,125,-44.88889,2
101,0.611109,126.44444,147.22223,-25.444445,2
52,0.777777,101,129.22223,-31.88889,2
57,0.77778,84,121.55556,-43.77778,2
72,1.499999,114.111115,141.11111,-34,2
94,1.000001,106.888885,127.55556,-18.88889,2
68,0.777779,115.666664,141,-30.333334,2
44,1.333333,93,126.77778,-39,2
41,0.388892,95.111115,128.88889,-43.77778,2
42,1.666668,95.666664,126.22222,-39.77778,2
66,1.444443,111,139.77779,-34.666668,2
23,1.166665,111,139.77779,-36,2
11,2.888891,136.88889,150.88889,-19.666666,2
60,1.055556,114,138.33334,-29,2
61,0.555556,95.111115,128.33334,-41.88889,2
41,0.833333,99,129.33334,-39.333332,2
83,1.055552,74.55556,116.888885,-48.22222,2
13,1.166667,122.77778,145.44444,-28.444445,2
79,0.777779,93.888885,126.55556,-41.555557,2
15,1.222221,123,145.33334,-27.666666,2
82,0.611111,92.888885,125.888885,-40.88889,2
21,1.222221,120.77778,143.22223,-28.11111,2
17,1.888889,118.77778,143.55556,-32.333332,2
90,0.777779,105.888885,128.55556,-22.777779,2
25,1.111111,117.77778,142.33334,-30.666666,2
96,0.611112,103.44444,128.11111,-24.444445,2
33,0.722221,97.77778,132,-40.666668,2
40,1.499999,113.333336,139.66667,-31.333334,2
59,1.055556,109.22222,139,-37.444443,2
49,0.666669,108.111115,139.33334,-37.77778,2
47,1.111109,129,146.33334,-20.222221,2
115,1.444445,123.22222,145.33334,-28.666666,2
29,0.444443,98.55556,130.55556,-40.555557,2
86,1.166669,92.888885,124.111115,-38.666668,2
35,0.944447,83.333336,122.55556,-46.22222,2
48,1.333331,107.44444,132.44444,-25,2
51,2.055553,113.22222,141.11111,-33.555557,2
30,0.833332,112.77778,139.66667,-31.666666,2
71,1.333333,72.77778,115.55556,-49.11111,2
53,0.833333,128.22223,145.77777,-19.666666,2
33,0.500001,96.77778,128.66667,-41.444443,2
72,1.055559,115.333336,140.55556,-30.666666,2
71,0.888888,111.44444,138.33334,-32.22222,2
35,1.166665,96.44444,125.44444,-38,2
28,1.777779,96.44444,130.66667,-45.444443,2
27,0.999997,130.33334,145.55556,-17.88889,2
47,1.000001,116,141.66667,-31.11111,2
67,1.055556,99.44444,125.55556,-28.222221,2
101,0.611109,126.44444,147.22223,-25.444445,2
11,2.166667,135.11111,150.11111,-19.333334,2
12,1.611112,107.22222,135.33334,-35.444443,2
44,1.166665,113.44444,138.11111,-31.11111,2
57,0.666665,115.77778,140.44444,-31,2
32,1.500001,110.22222,138.11111,-33.666668,2
39,1.833333,102.55556,132,-32.444443,2
75,1.055559,115.888885,141.22223,-30.555555,2
40,0.722223,96.22222,129,-43.444443,2
50,0.944445,94.666664,125.77778,-38.333332,2
21,2.055556,113.44444,142.44444,-36.444443,2
46,1.111112,93.888885,128.88889,-40.88889,2
109,1.000001,89.44444,122.22222,-39.11111,2
42,0.944444,117,141.77779,-30.11111,2
99,0.777779,79,118,-43.22222,2
51,0.611111,111.77778,138.88889,-34.22222,2
35,1.222221,83,122,-44.77778,2
21,1,116.22222,143.11111,-33.22222,2
62,1.611109,100.77778,126.333336,-27.777779,2
57,0.888889,111.333336,139,-33,2
71,1.499999,115.55556,140.88889,-31.222221,2
27,1.444445,132.55556,146.55556,-14.888889,2
20,1.27778,116.77778,142.66667,-31.666666,2
41,1.499999,103.888885,131.22223,-28.555555,2
92,0.77778,74.888885,115.44444,-46.333332,2
22,0.722221,133,147,-14.888889,2
46,2.166668,112.77778,141,-35.333332,2
32,1.777779,115.111115,142.22223,-33.333332,2
28,0.888887,99.44444,131.11111,-40.555557,2
43,1.111111,115.666664,140.22223,-28.777779,2
20,1.444443,102.666664,132.33334,-33.555557,2
33,0.611109,96.77778,130.55556,-39.333332,2
13,0.944445,137.11111,148.88889,-14.111111,2
79,0.777779,93.888885,126.55556,-41.555557,2
54,1.722223,96.77778,126.111115,-36.22222,2
48,0.999999,94.77778,129.11111,-39.333332,2
59,1.333333,110.55556,138.77779,-34.444443,2
79,1.055553,73.55556,115.333336,-47.666668,2
53,1.111109,104.333336,130.22223,-26.444445,2
40,0.833333,114,141.55556,-33.333332,2
27,0.5,132.55556,146.55556,-16.555555,2
51,0.944443,95.22222,127,-40.555557,2
22,1,132.11111,147.88889,-16.555555,2
29,1.055553,119.22222,142.88889,-27.666666,2
25,0.833333,88,125.666664,-43.444443,2
74,0.500001,89.111115,123.22222,-38.22222,2
15,1.222225,90.888885,131.11111,-46.88889,2
33,1.055553,114.666664,141.77779,-33.666668,2
13,1.111112,88.22222,128.44444,-47.666668,2
19,0.944443,116.55556,143.11111,-32.88889,2
38,0.888888,113.333336,141.66667,-34.555557,2
77,1.277776,128.55556,147.33334,-22.11111,2
25,0.388889,97.77778,131.33334,-43.333332,2
63,6.222223,92.666664,123.22222,-38.77778,2
54,0.833335,97.888885,127.111115,-36.333332,2
19,0.888888,101,132.33334,-39.77778,2
75,11.111111,105.888885,133,-32.444443,2
25,0.944447,103.666664,133.77779,-37.77778,2
57,1.22222,114.22222,139.66667,-31.444445,2
35,1.444444,117.44444,142.55556,-30.333334,2
21,1.333332,115,142.88889,-35.444443,2
55,1.444447,90,124.111115,-39.22222,2
32,0.833332,99.22222,132.55556,-38.444443,2
27,2.055557,111.55556,138.66667,-33.333332,2
59,1.055556,116.55556,140.44444,-28.777779,2
54,1,127.55556,145.55556,-20.333334,2
30,0.944444,99.333336,131.11111,-40.88889,2
45,1.555557,111.111115,137.33334,-31.222221,2
56,0.722221,116.22222,141.66667,-30.666666,2
43,0.888889,94.111115,128.22223,-39.11111,2
34,1.388888,113.666664,142,-35.444443,2
93,1.944444,70.66667,112.111115,-46.88889,2
46,1.777779,116,141,-30.11111,2
47,0.666667,82.55556,121.44444,-43.666668,2
29,1.055553,119.22222,142.88889,-27.666666,2
72,1.166667,79.22222,117.111115,-42.666668,2
20,0.833333,114,140.55556,-33,2
62,1.666669,115.77778,139.44444,-28.666666,2
90,0.777779,105.888885,128.55556,-22.777779,2
28,1.111112,96.111115,131.22223,-46.22222,2
13,1.666664,134.88889,149.88889,-20.11111,2
33,0.888888,113.22222,140.88889,-34,2
39,1.333333,99.44444,131.11111,-40.666668,2
25,1.111111,117.77778,142.33334,-30.666666,2
28,1.222221,97.888885,131.11111,-37.77778,2
14,1.222223,100.111115,132.11111,-41.11111,2
16,1.499999,99.55556,131,-40.22222,2
96,0.944445,76,115.666664,-44.444443,2
15,1.444443,133.88889,149.55556,-19.222221,2
49,1.77778,113.111115,140.44444,-32.77778,2
36,1.833335,89.55556,125.22222,-40.444443,2
40,1.222221,117.44444,142.22223,-29.88889,2
90,1.27778,105.666664,128.33334,-22.333334,2
24,0.888888,117.666664,141.66667,-29.88889,2
60,0.777777,99.55556,128.22223,-30.666666,2
38,2.111111,100.44444,131.44444,-39.11111,2
39,1.111111,116.55556,142.88889,-32.88889,2
42,1.166669,130.44444,147.44444,-19.88889,2
64,0.777777,77.22222,118.666664,-46.77778,2
20,0.611112,98.44444,129.55556,-39.77778,2
34,1.888891,131.44444,146.66667,-16.777779,2
85,0.888887,88.77778,122.55556,-36.77778,2
66,0.888888,80.66667,118.77778,-43.333332,2
68,0.722224,94.22222,126.333336,-39.444443,2
46,2.166668,112.77778,141,-35.333332,2
71,2.222221,96.666664,122.44444,-27,2
18,1.166669,131.44444,147.88889,-19.333334,2
56,0.833333,115.888885,140.66667,-30.333334,2
18,0.555553,102.44444,132.33334,-35.11111,2
58,1.000001,76.888885,118.55556,-47.444443,2
50,1.111112,93.888885,130.33334,-46.11111,2
34,0.888887,91.22222,127.333336,-42.77778,2
18,0.5,102.333336,130.11111,-34.333332,2
49,0.722225,97.111115,128.88889,-35.333332,2
87,0.777779,127.888885,146.44444,-22.555555,2
51,1.499998,117,140.22223,-28,2
58,0.888891,112.55556,137.44444,-31.333334,2
36,1,128.55556,146.11111,-20.222221,2
