@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2-3,8-9,11-12,16,20'

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
64,9,2.888888,4.34074,21.777779,31.222221,-17.222221,1
72,9,1.055559,0.729631,115.333336,140.55556,-14.333333,2
188,9,3.611111,2.23524,45.444443,62,-19.88889,6
237,9,2.333333,1.229273,11.111111,13,12.555555,7
75,9,5.666666,4.802776,35.77778,48.22222,-13.777778,4
101,9,1.111111,1.186342,39,57.11111,-18.11111,4
130,9,0.222222,0.272166,0.666667,2.888889,-3.555556,5
185,9,2.388889,2.080776,11.555555,9.777778,13.777778,7
48,9,0.555555,0.074074,112.22222,138.11111,-16.777779,2
111,9,1.611111,0.818518,19.777779,24.88889,-14.444445,1
38,9,2.111111,0.68853,100.44444,131.44444,-14.777778,2
138,9,0.444444,0.074074,7,6.333334,-7.333334,1
101,9,2.222222,0.651852,19.666668,23.555555,-15.444445,1
124,9,1.277779,1.351851,35.88889,46.22222,-14.777778,4
126,9,2.555556,1.797117,4.888889,17.222223,-5.222222,3
191,9,3.277778,2.800133,52.88889,74.77778,-24.555555,6
83,9,1.500001,0.566666,45.666668,58.666668,-16.333334,4
185,9,2.5,1.656637,45.444443,61.333332,-19,6
235,9,5.277778,3.136995,12,15,9.444445,7
203,9,1.333333,0.894427,7.444445,6.444445,17,7
118,9,0.444445,0.162963,7.555555,7.666666,-8.111111,1
156,9,2.5,5.18889,16.777779,29.222221,-12,4
83,9,8.333333,121.24443,19.777779,28.555555,-5.222222,3
82,9,2.5,2.167948,11.888889,21.666666,-9.333333,5
45,9,1.555557,0.829628,111.111115,137.33334,-16.222221,2
131,9,0,0,0,0,0,5
171,9,3.666667,3.126943,41,56.333332,-17.333334,6
112,9,1.055556,0.712325,52.22222,73.333336,-21.777779,4
13,9,1.666664,1.244441,134.88889,149.88889,-4.777778,2
55,9,1.444447,1.185184,90,124.111115,-23.88889,2
102,9,1.166667,0.877778,1,8.444445,-4.111111,3
15,9,1.222225,0.518519,90.888885,131.11111,-26.88889,2
62,9,0.444444,0.344265,5,13.111111,-8.555555,5
143,9,0.444444,0.162963,6.777778,6.777778,-8,1
188,9,6.611112,38.551857,27.333334,38,-12.222222,6
174,9,3.166667,1.545604,49.444443,70.88889,-23.88889,6
100,9,0.444445,0.403687,51.555557,69.66667,-20.777779,4
124,9,0.277778,0.151852,0,2,-2,3
249,9,2.333334,5.511114,12.222222,13.111111,4.222222,7
90,9,3.333333,3.211092,2.555556,7.333334,0.333333,3
186,9,1.777777,1.241266,43.77778,59.88889,-20.333334,6
136,9,2.833333,0.61111,2.888889,8.555555,-5.222222,4
245,9,2.222222,3.940739,11.111111,13.111111,12.666667,7
183,9,2.944444,1.625037,49.22222,67.77778,-22.555555,6
62,9,1.222223,1.051853,20.777779,27.222221,-16.666666,1
201,9,2.444445,0.834444,14.666667,17.666668,17.88889,7
130,9,2.611111,6.240745,1,3.222222,-2.222222,5
71,9,1.333333,0.71111,72.77778,115.55556,-30.11111,2
183,9,4.666666,3.699851,49.666668,69.66667,-23.555555,6
126,9,0.555556,0.074074,6.444445,5.777778,-7.111111,1
109,9,2.833333,1.677777,1.444444,8.444445,-3.888889,3
105,9,0.611111,0.151852,45.666668,60.88889,-18.555555,4
112,9,0.5,0.278887,19.444445,32.333336,-13.111111,5
191,9,2.944444,1.020167,44.666668,59.77778,-18.222221,6
134,9,0.944444,0.151852,1,4.666667,-4.333334,5
197,9,1.277779,1.103865,56.22222,77.77778,-22.666666,6
147,9,2.055556,2.818517,20.555555,38.666668,-14.333333,4
115,9,0.444444,0.074074,10.666667,22.222221,-10.222222,5
132,9,1.111111,0.75031,29.555555,45.666668,-14.333333,4
240,9,2.111111,1.360827,17,17.88889,22.222221,7
63,9,0.333332,0.210818,96.22222,126.111115,-13.444445,2
80,9,0.666667,0.933332,36.333336,48.22222,-15.444445,4
176,9,5.111111,2.841493,53.333332,75.66667,-25.222221,6
102,9,1.555556,0.474074,0.555556,7.666666,-4.444445,3
166,9,2.444445,1.051852,12.333333,16.333334,15.777778,7
142,9,0.277778,0.151852,0.111111,1.333333,-1,3
108,9,2.111111,1.951258,11.333333,20.555555,-8.555555,5
102,9,7.944444,5.425934,37,54.444443,-17.666666,4
88,9,2.5,5.855556,3.555556,13.333333,-4,3
223,9,1.944444,1.511683,12.666667,11.555555,15.777778,7
137,9,1.111111,0.474074,7.777778,6.444445,-7.555555,1
190,9,2.055556,1.103865,44.22222,60,-19.333334,6
78,9,43.333332,662.35547,70.77778,91.44444,-8.666667,3
55,9,1,0.557774,101,132.22223,-17.666666,2
129,9,0.777776,0.886107,54.22222,78,-22.222221,4
49,9,1.166668,0.700002,117,143.11111,-15.888889,2
68,9,0.777777,0.583729,49.22222,71,-22.88889,4
144,9,0.5,0.166667,0,3.444444,-3.444444,3
176,9,1.000001,0.918938,46,62.333332,-20.333334,6
101,9,6.444445,59.496284,5.777778,15.555555,-2.888889,3
40,9,0.833333,0.72265,114,141.55556,-16,2
192,9,6.166667,2.326181,52.555557,74.77778,-24.666666,6
134,9,1.444444,0.544332,41.88889,63.11111,-21.444445,4
149,9,0.111111,0.172133,0,0.111111,-0.111111,5
18,9,0.555557,0.272164,97.22222,130.44444,-10.333333,2
79,9,4.777778,3.487544,10.555555,20.555555,-8.222222,5
136,9,0.666667,1.333333,0.111111,3,-2.666667,3
185,9,1.222222,1.905159,52.22222,73.44444,-22.11111,6
85,9,0.222222,0.172133,14.555555,26.88889,-10.777778,5
89,9,0.722222,0.389682,27.333334,41,-14.777778,4
185,9,1.944444,2.685186,14.666667,17.11111,16.666666,7
90,9,1.833333,0.547723,11.888889,25.777779,-13,5
136,9,0.666667,0.088889,8.333334,8,-8.111111,1
237,9,2.722222,2.678446,17.555555,19.666668,21.666666,7
139,9,0.277778,0.062963,3.222222,9.555555,-7,5
189,9,4.944445,4.007863,54.77778,77.55556,-24.555555,6
137,9,0.111111,0.02963,0,0.777778,-0.777778,3
141,9,0.333333,-0,0,0.555556,-0.555556,5
174,9,1.388889,0.854183,50.444443,73.22222,-23.88889,6
72,9,1.444444,1.167461,51.333332,74.44444,-23.333334,4
