@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
114,9,1.944444,0.596297,20,24.666666,-14.888889,1
60,9,2.444445,1.94074,21.333334,30,-18.222221,1
108,9,1.611111,1.174074,19,19.88889,-14,1
102,9,1.333333,0.8,20.333334,25,-14.444445,1
124,9,0.888889,0.340741,7.111111,7.111111,-7.333334,1
44,9,2.38889,1.529629,17.333334,25.222221,-15.222222,1
140,9,1,0.577778,7.888889,7.333334,-7.666666,1
107,9,1.888889,2.740741,19.88889,22.88889,-15,1
146,9,0.666667,0.266667,5.666666,6.777778,-6.666666,1
56,9,2.722222,1.574072,26.11111,37.666668,-19.555555,1
141,9,0.777778,0.385185,7,6.222222,-7.222222,1
135,9,0.666667,0.355555,5.666666,4.777778,-6.444445,1
59,9,2.055555,0.862963,20.777779,28.777779,-17.777779,1
104,9,4,2.000002,20.555555,28.666666,-16.11111,1
128,9,0.666667,0.311111,6.888889,6.666666,-7.333334,1
147,9,0.722222,0.418518,4.111111,7.444445,-7.111111,1
63,9,2.111111,3.096295,19.666668,27.777779,-16.777779,1
113,9,2.944444,1.529629,20,25.444445,-14.777778,1
65,9,2.333334,2.355557,20.11111,26.777779,-15.777778,1
149,9,0.722222,0.151852,4.111111,8.666667,-5.666666,1
83,9,3.611111,2.374072,19.11111,23.222221,-14.555555,1
135,9,1.055556,0.374074,7.444445,6.444445,-7.444445,1
117,9,0.388889,0.062963,7.666666,7.444445,-7.333334,1
112,9,0.555555,0.162963,7.111111,7.222222,-7.444445,1
110,9,2.666667,1.022223,18.88889,21.444445,-13.444445,1
57,9,1.944445,1.974073,24,36.22222,-19.777779,1
117,9,0.5,0.211111,6.888889,7.444445,-7.666666,1
143,9,0.666667,0.133333,6.111111,5.444445,-7.555555,1
64,9,1.666666,1.422222,17.555555,25.11111,-14.666667,1
92,9,2.5,0.877778,18.777779,24.11111,-14.222222,1
62,9,1.833333,0.966668,20.555555,27.222221,-16.222221,1
51,9,1.611111,2.107407,18.777779,25.666666,-15.777778,1
68,9,1.777778,5.096297,20.444445,28.444445,-17.11111,1
60,9,2.888889,2.874074,24.666666,35.22222,-19.222221,1
98,9,1.888889,3.229632,21,25.88889,-15.333333,1
111,9,1.333333,1.022222,19.777779,22.222221,-14.222222,1
123,9,0.388889,0.151852,7.111111,6.888889,-7.111111,1
128,9,0.888889,0.207407,7.888889,6.444445,-7.444445,1
89,9,2.555556,3.496296,18.777779,23.88889,-14.222222,1
67,9,1.833333,1.544446,22.555555,27.88889,-17.777779,1
77,9,2.444445,6.029632,23.444445,31.555555,-18.11111,1
41,9,1.666667,1.777778,20.777779,29.777779,-16.777779,1
91,9,2.555556,2.162962,19.777779,24.555555,-14.555555,1
104,9,3.055556,5.040743,20.222221,24.88889,-14.222222,1
100,9,1.222222,1.140741,21.666666,26,-16.555555,1
128,9,0.388889,0.151852,6.888889,5.444445,-6.777778,1
59,9,2.944445,2.55185,22.333334,34.333336,-19.555555,1
147,9,0.722222,0.107407,5.666666,9.222222,-8.444445,1
123,9,0.444444,0.118519,6,5.333334,-6.666666,1
128,9,0.666667,0.488889,7.444445,6.555555,-8,1
101,9,1.611111,0.596295,21.555555,29.222221,-17.666666,1
118,9,0.722222,0.196296,7.666666,7,-7.555555,1
120,9,3.222222,4.029627,22.11111,30.444445,-15.666667,1
81,9,2.722222,3.751853,20.11111,26.11111,-15.777778,1
134,9,0.666667,0.444444,6.444445,5.222222,-6.555555,1
140,9,1,0.577778,7.888889,7.333334,-7.666666,1
111,9,0.5,0.122222,6.444445,7,-7.666666,1
69,9,1.611111,1.44074,22,32.555557,-17.666666,1
149,9,1,1.244444,4.111111,8.777778,-5.555555,1
137,9,1.111111,0.474074,7.777778,6.444445,-7.555555,1
64,9,1.388889,0.462963,22.666666,31.88889,-19.222221,1
111,9,0.888889,0.429629,7,7.666666,-7.777778,1
102,9,2.611111,1.485186,22.11111,29.777779,-17.222221,1
145,9,0.722222,0.062963,6.333334,6.555555,-6.888889,1
67,9,2.111111,1.229631,25.11111,35.88889,-20.11111,1
132,9,0.944444,0.32963,7.444445,6.222222,-6.555555,1
124,9,0.611111,0.107407,7.444445,7.222222,-8,1
130,9,0.388889,0.151852,6.888889,6.222222,-7.333334,1
91,9,2.166666,1.277778,22,28.777779,-17.444445,1
63,9,1.944444,2.462962,20.333334,29.666666,-15.777778,1
114,9,0.666667,0.044444,6.555555,6.111111,-6.444445,1
124,9,0.388889,0.107407,7.444445,7.333334,-8.111111,1
72,9,1.666666,0.577776,23.777779,35.444447,-20.333334,1
114,9,0.444444,0.074074,6.111111,7.333334,-7.666666,1
80,9,3,3.866667,24.333334,31.555555,-18.777779,1
116,9,0.333333,0.133333,6.777778,7,-7.555555,1
147,9,0.5,0.077778,3.888889,6.666666,-6.777778,1
101,9,1.277778,1.218518,21.222221,26.777779,-16.222221,1
106,9,2.111111,3.14074,20,25.11111,-15.333333,1
94,9,3.666667,2.888891,20.666668,27.333334,-16.666666,1
117,9,1.611111,2.151851,20.666668,24.11111,-15,1
129,9,0.888889,0.874074,8.444445,7.555555,-8,1
111,9,0.611111,0.151852,6.888889,6.333334,-7.222222,1
123,9,0.666667,0.266667,8.222222,8,-8.222222,1
139,9,0.777778,0.207407,6.555555,6.444445,-7,1
86,9,1.666667,2.577779,23.555555,31.333334,-18.88889,1
118,9,0.555556,0.118518,6.555555,6.666666,-6.777778,1
140,9,0.5,0.388889,7.444445,6.888889,-7,1
70,9,1.833333,1.144442,23,30.11111,-17.333334,1
92,9,2,1.022222,20.222221,23.333334,-14.444445,1
56,9,1.277777,1.84074,23.333334,36,-19.333334,1
124,9,0.444444,0.02963,6.666666,6,-7.333334,1
71,9,4.5,5.677779,21.777779,28.555555,-17,1
122,9,0.333333,0.177778,7,6.666666,-7.666666,1
85,9,2.500001,0.655555,20.777779,27.11111,-17,1
57,9,2.111111,1.718517,24.666666,34.444447,-19.555555,1
90,9,2,0.399999,23.666666,32.22222,-18.555555,1
115,9,0.333333,0.177778,7.777778,8.555555,-8.333333,1
86,9,1.222222,1.318518,24.222221,35,-18.777779,1
93,9,2.111111,9.140738,18.88889,26.777779,-14.777778,1
60,9,1.055555,0.062963,18.88889,24.777779,-15,1
70,9,1.722222,2.196296,24.444445,34,-19.11111,1
100,9,1.388889,0.907407,21.777779,28.444445,-17.333334,1
74,9,2.166667,2.477778,22.555555,30.555555,-17.777779,1
55,9,1.777777,0.785185,21.666666,31.11111,-17.666666,1
147,9,0.777778,0.562963,5.444445,11,-8.666667,1
81,9,1.333333,2.399998,22.333334,28.777779,-17.11111,1
92,9,2.166667,1.277778,18.777779,23.777779,-15.444445,1
113,9,2.944444,1.529629,20,25.444445,-14.777778,1
67,9,1.555556,1.185185,22.88889,30.777779,-18.555555,1
126,9,0.666667,0.355555,8.777778,8.222222,-7.222222,1
126,9,0.611111,0.418519,7.666666,5.666666,-7.555555,1
108,9,0.944444,0.151852,21,28.222221,-16.11111,1
116,9,4.777777,3.096297,17,20,-13.888889,1
109,9,1.944444,2.729629,19.222221,20,-14.111111,1
138,9,0.5,0.077778,6.777778,5.444445,-6.888889,1
86,9,1.722222,1.307409,18.555555,23.555555,-14.777778,1
140,9,0.666667,0.088889,6.555555,5.555555,-6.333334,1
88,9,1.722222,3.396294,21.444445,26.333334,-16.444445,1
88,9,2.888889,2.385183,21.333334,28.444445,-16.444445,1
129,9,1.111111,0.296296,8,7.444445,-7.888889,1
42,9,1.388889,0.507407,20,31.11111,-17.777779,1
118,9,2.277778,4.285184,20.222221,27.333334,-16,1
116,9,1.166667,0.611111,7.111111,7.666666,-7.666666,1
119,9,2.555556,5.585183,21.333334,27.333334,-16.444445,1
57,9,2.111111,1.718517,24.666666,34.444447,-19.555555,1
106,9,1.611111,2.72963,22,29.88889,-17.444445,1
56,9,1.333334,1.022222,19.444445,25.444445,-15.555555,1
79,9,2.111111,0.518519,17.333334,21,-14.111111,1
96,9,2.833333,3.855554,20.777779,27.777779,-15.222222,1
122,9,0.555556,0.118519,7,6.666666,-7.222222,1
149,9,0.722222,0.151852,4.111111,8.666667,-5.666666,1
59,9,2.055555,1.485185,22.666666,30.88889,-17.555555,1
66,9,2.166667,5.144446,21.222221,29.88889,-17.555555,1
111,9,0.444445,0.118519,7,7,-8,1
102,9,1.944444,3.262961,18.555555,21.88889,-13.777778,1
61,9,3.111111,7.185185,18.666668,24.222221,-14.888889,1
103,9,1.888889,1.096296,20.222221,22.777779,-15.222222,1
51,9,2.666667,0.888889,22.666666,35.11111,-18.88889,1
136,9,0.444444,0.074074,7.111111,6.444445,-6.888889,1
62,9,3.388889,6.374074,23.777779,37.666668,-20.11111,1
50,9,1,0.488889,21.666666,30,-16.777779,1
101,9,1.777778,0.607407,18.333334,19.88889,-13.111111,1
118,9,0.777778,0.074074,6.222222,6.222222,-7.333334,1
135,9,0.888889,0.074074,7.111111,6.444445,-7.555555,1
115,9,0.777778,0.607407,7.333334,7.888889,-7.888889,1
90,9,1.333334,1.822224,18.777779,22.11111,-14,1
108,9,1.388889,0.951852,19,21.11111,-14.333333,1
126,9,1,0.844445,7.666666,8,-8.111111,1
145,9,0.611111,0.374074,5.555555,4,-5.111111,1
78,9,2,5.86667,24,31.222221,-18.11111,1
125,9,0.666667,0.311111,7.333334,7.666666,-7.888889,1
80,9,2.5,1.9,24,34.444447,-19.333334,1
104,9,1.5,1.322222,19.222221,23.222221,-15.111111,1
61,9,0.833333,0.388889,22.666666,30.666666,-17.555555,1
34,9,1.5,2.033333,18.222221,27.88889,-16.333334,1
142,9,1.722222,0.151852,6.777778,5.222222,-7.111111,1
77,9,3.055556,5.618516,24.555555,34.444447,-18.555555,1
72,9,1.777778,6.296294,23.555555,35.77778,-19.11111,1
117,9,1,0.311111,7.333334,8.222222,-8,1
118,9,3.444444,9.496296,21.555555,29,-15.222222,1
60,9,2.166666,1.366668,22.444445,31,-17.666666,1
124,9,0.611111,0.062963,6.888889,5.666666,-7,1
113,9,2.777778,2.785182,17.11111,16.88889,-13.777778,1
110,9,2.666667,1.022223,18.88889,21.444445,-13.444445,1
88,9,2.944445,1.040741,18.777779,27.333334,-14.777778,1
142,9,1.5,0.522222,6.777778,4.888889,-7,1
130,9,0.833333,0.566666,8.555555,8.666667,-7.888889,1
118,9,1.055556,0.107407,7,6.666666,-7.222222,1
142,9,0.944444,0.374074,6.555555,5.777778,-6.777778,1
133,9,0.5,0.077778,8.333334,7.777778,-8.333333,1
66,9,1.5,1.01111,18.555555,24,-15.666667,1
111,9,1.055556,0.507407,6.888889,7,-7.444445,1
92,9,1.388889,2.240742,22.777779,30,-17.666666,1
111,9,0.888889,0.429629,7,7.666666,-7.777778,1
131,9,0.333333,0.088889,7.222222,5.444445,-6.666666,1
110,9,1.944444,2.374073,4.333334,6.333334,-6.666666,1
75,9,2.222222,3.718518,23.333334,34.77778,-18.555555,1
123,9,0.388889,0.062963,8,6.777778,-7.666666,1
53,9,1.166667,0.433333,20.88889,27.444445,-15.666667,1
134,9,0.777778,0.296296,7.444445,7.111111,-7.222222,1
56,9,1.5,1.277777,22.11111,31.333334,-18.11111,1
104,9,2.666666,3.555556,20.88889,28.333334,-17,1
55,9,1.277778,0.862964,20.555555,26.666666,-15.444445,1
113,9,0.777778,0.207407,7.111111,6.666666,-7.777778,1
84,9,1.611111,2.285188,23.555555,30,-17.555555,1
115,9,2.222223,4.96296,15.666667,21.777779,-13,1
113,9,0.722222,0.151852,7.111111,6.333334,-7.444445,1
139,9,0.833333,0.522222,7.555555,7.222222,-7.666666,1
54,9,2.722222,4.329629,22.777779,32.555557,-18.444445,1
143,9,0.666667,0.311111,6.666666,6.222222,-6.888889,1
114,9,2.111111,1.274074,16.11111,17.11111,-12.555555,1
83,9,2.444445,0.429631,19.555555,24.444445,-15.333333,1
85,9,3.944444,9.440739,20.444445,28.11111,-17,1
117,9,0.555556,0.074074,6.333334,7.555555,-7,1
130,9,0.666667,0.577778,7.444445,6.666666,-7.666666,1
131,9,0.777778,0.207407,7.555555,6.666666,-6.888889,1
101,9,1.277778,1.218518,21.222221,26.777779,-16.222221,1
55,9,1.777777,0.785185,21.666666,31.11111,-17.666666,1
124,9,0.888889,0.340741,7.111111,7.111111,-7.333334,1
102,9,2.611111,1.485186,22.11111,29.777779,-17.222221,1
84,9,1.611111,2.285188,23.555555,30,-17.555555,1
122,9,0.5,0.3,7.222222,7.333334,-7.666666,1
116,9,0.555555,0.207407,7.555555,8.444445,-8.222222,1
116,9,0.333333,0.133333,6.777778,7,-7.555555,1
121,9,0.611111,0.107407,8,7.444445,-7.888889,1
115,9,0.333333,0.133333,8.222222,7.888889,-8.333333,1
67,9,2.444445,3.185185,19.555555,25.88889,-16.333334,1
112,9,1,0.088889,7,8.111112,-8,1
87,9,2.722222,4.374074,18.222221,21,-13.666667,1
116,9,0.222222,0.074074,6.555555,6.777778,-7.555555,1
71,9,2.833333,2.077779,21.88889,29.666666,-18,1
116,9,1.555556,0.874074,21.222221,27.555555,-16.11111,1
143,9,0.444445,0.074074,6.555555,5.888889,-7.111111,1
89,9,2.944445,4.862958,21.333334,27.777779,-16,1
123,9,0.5,0.122222,7.555555,6.666666,-7.777778,1
92,9,1.777778,0.651851,21.777779,29.777779,-17.333334,1
129,9,0.666667,0.177778,7.888889,7.333334,-7.666666,1
135,9,0.833333,0.122222,6.888889,5.444445,-7,1
63,9,1.5,0.700001,17.222223,23.666666,-14.222222,1
86,9,3.555556,2.162964,23.333334,30.222221,-17.777779,1
136,9,1,0.444444,7.777778,7.222222,-7.444445,1
145,9,0.611111,0.374074,5.555555,4,-5.111111,1
111,9,0.611111,0.151852,7.666666,6.888889,-8.111111,1
130,9,1,0.666667,8.444445,7.222222,-7.222222,1
142,9,1.277778,0.151852,6.222222,5.222222,-6.777778,1
81,9,1.833333,1.01111,20.333334,24.666666,-15.888889,1
114,9,1,0.533333,7.555555,7.444445,-7.666666,1
52,9,1.333333,0.177779,115.55556,140.22223,-12.666667,2
17,9,1.277779,1.020167,115,141.88889,-13.777778,2
49,9,0.666669,0.266668,108.111115,139.33334,-18.11111,2
50,9,1.444444,0.688533,109.888885,139.77779,-16.555555,2
72,9,1.499999,0.744447,114.111115,141.11111,-13,2
57,9,1.166667,0.38889,129.88889,146.22223,-12.555555,2
44,9,1.166665,1.048809,113.44444,138.11111,-11.777778,2
42,9,1.666668,1.264908,95.666664,126.22222,-12.111111,2
15,9,0.555556,0.620632,118.333336,144,-11.444445,2
50,9,1.111112,0.91084,93.888885,130.33334,-17.11111,2
90,9,1.27778,0.285185,105.666664,128.33334,-23.333334,2
19,9,1.888888,1.985178,97.666664,130.22223,-21.88889,2
79,9,0.777779,0.403686,93.888885,126.55556,-14.888889,2
28,9,1.777779,0.860662,96.44444,130.66667,-11.777778,2
49,9,0.722225,0.41852,97.111115,128.88889,-24.666666,2
16,9,1.666667,1.155554,87.55556,125,-22.555555,2
43,9,0.888889,0.34074,94.111115,128.22223,-24.11111,2
29,9,0.777779,0.429629,88.77778,126.333336,-25.777779,2
30,9,1.222223,0.720082,100.77778,130.11111,-13.111111,2
14,9,1.222223,0.779361,100.111115,132.11111,-13.777778,2
96,9,0.944445,0.418519,76,115.666664,-30.11111,2
57,9,1.388891,1.040744,129.44444,146.66667,-13.666667,2
31,9,1.222223,1.185185,117.111115,141.22223,-14.111111,2
68,9,0.777779,0.651852,115.666664,141,-15.333333,2
82,9,0.611111,0.443054,92.888885,125.888885,-17.222221,2
53,9,1.111109,0.429629,104.333336,130.22223,-24.777779,2
49,9,1.499999,0.300001,116.333336,141.77779,-17.222221,2
42,9,0.944444,0.774073,117,141.77779,-14.111111,2
35,9,0.722221,0.285183,131.22223,146.22223,-13.444445,2
99,9,0.777779,0.474074,79,118,-30.555555,2
42,9,1.388891,1.440747,128.11111,146.44444,-11.888889,2
25,9,0.944447,0.827759,103.666664,133.77779,-14.777778,2
50,9,0.77778,0.50185,113.111115,140.88889,-17.333334,2
19,9,0.944443,0.680416,116.55556,143.11111,-13.888889,2
15,9,1.222221,0.785184,123,145.33334,-11.666667,2
23,9,1.166665,0.547723,111.888885,141.66667,-14,2
13,9,1,1.054091,106.55556,135.77779,-15,2
96,9,0.611112,0.240741,103.44444,128.11111,-25.11111,2
46,9,1.777779,1.807408,116,141,-14.777778,2
25,9,0.999996,0.760117,114.333336,142.22223,-13.444445,2
73,9,1.611111,1.218518,115.44444,140.55556,-14.888889,2
20,9,1.27778,0.928959,116.77778,142.66667,-14.333333,2
57,9,1.611112,1.103866,113,140.33334,-14.444445,2
57,9,1.611109,0.418517,86.22222,122.22222,-22.666666,2
83,9,1.055552,0.507406,74.55556,116.888885,-30.555555,2
53,9,0.722223,0.490652,112.333336,138.22223,-11,2
99,9,0.777779,0.474074,79,118,-30.555555,2
85,9,0.888887,0.607409,88.77778,122.55556,-27.777779,2
67,9,1.055556,0.685185,99.44444,125.55556,-21.88889,2
56,9,0.833333,0.566668,115.888885,140.66667,-13.666667,2
15,9,0.666668,0.699205,100.111115,132,-13.888889,2
87,9,0.777779,0.207406,127.888885,146.44444,-10.555555,2
27,9,0.5,0.255555,132.55556,146.55556,-8.888889,2
35,9,1.111113,0.562963,114.44444,140.11111,-16.333334,2
71,9,1.499999,0.299998,115.55556,140.88889,-13.555555,2
41,9,0.833333,0.586896,99,129.33334,-12.333333,2
35,9,1.222221,0.607412,83,122,-27.444445,2
51,9,0.611111,0.742867,111.77778,138.88889,-12.888889,2
34,9,0.888887,0.207408,91.22222,127.333336,-22.777779,2
30,9,0.833332,0.547723,112.77778,139.66667,-17.333334,2
26,9,1.888885,1.407412,131.44444,146.77777,-12.444445,2
66,9,1.111113,0.607405,79.111115,117.333336,-28.666666,2
40,9,0.722223,0.772203,96.22222,129,-11.444445,2
40,9,1.333332,0.488891,114.44444,140.55556,-17.222221,2
39,9,1.111111,0.429627,116.55556,142.88889,-13.222222,2
13,9,0.555557,0.207406,122.111115,144.77777,-10,2
76,9,1.333333,0.71111,74.55556,116.55556,-32.88889,2
28,9,1.222221,0.429626,97.888885,131.11111,-24.11111,2
57,9,1.22222,0.829626,114.22222,139.66667,-13.444445,2
19,9,1.499998,1.277773,121,142.66667,-11.444445,2
52,9,0.777777,0.740744,101,129.22223,-20.88889,2
47,9,0.999997,0.488888,127.44444,145.77777,-11,2
44,9,1,0.755557,85,121.44444,-25.333334,2
40,9,0.555556,0.172131,114.22222,141.66667,-16.777779,2
94,9,1.000001,0.666664,106.888885,127.55556,-24.222221,2
11,9,2.888891,5.051852,136.88889,150.88889,-2.666667,2
58,9,0.888888,0.583728,97.666664,128.11111,-15.111111,2
45,9,1,0.222219,88.111115,124.55556,-26.444445,2
33,9,0.611109,0.196295,96.77778,130.55556,-22.666666,2
57,9,1.000001,0.311111,76.44444,119.333336,-29.777779,2
65,9,0.722221,0.329629,82.77778,121.111115,-27.666666,2
36,9,1.055556,0.854182,100.77778,132.44444,-15.444445,2
22,9,1,0.488884,132.11111,147.88889,-14.222222,2
21,9,1.166667,0.408248,115.77778,141.88889,-12.333333,2
35,9,0.888888,0.544333,113.77778,141.33334,-14.222222,2
39,9,1.833333,0.699999,102.55556,132,-23.444445,2
47,9,0.666667,0.488889,82.55556,121.44444,-29.333334,2
41,9,1.888889,1.241266,110.22222,138.88889,-18.444445,2
40,9,0.722223,0.772203,96.22222,129,-11.444445,2
27,9,1.444445,0.25185,132.55556,146.55556,-12.222222,2
51,9,0.833335,0.722649,110.666664,140.77779,-16.555555,2
67,9,3.833332,1.94079,92.111115,125.55556,-16.555555,2
47,9,1.499999,0.477777,93.22222,128.77779,-23.333334,2
11,9,2.166667,3.855552,135.11111,150.11111,-6.333334,2
30,9,1.222223,0.720082,100.77778,130.11111,-13.111111,2
80,9,1.722224,1.707408,102.888885,127.333336,-24.222221,2
39,9,1.833333,0.699999,102.55556,132,-23.444445,2
27,9,0.999997,0.577774,130.33334,145.55556,-9.888889,2
21,9,1.222221,0.118518,120.77778,143.22223,-11.111111,2
78,9,0.777779,1.274081,128.66667,147,-13.666667,2
41,9,0.277779,0.151852,128.44444,145.88889,-11.666667,2
19,9,0.888888,0.58373,101,132.33334,-14.444445,2
62,9,1.111112,0.562963,116.333336,138.77779,-12.888889,2
42,9,1.166669,0.744442,130.44444,147.44444,-11.222222,2
65,9,1.500001,1.224745,111.666664,140,-17,2
18,9,0.944445,0.374079,133.33334,147.55556,-10.888889,2
11,9,2.888891,5.051852,136.88889,150.88889,-2.666667,2
31,9,1.333333,0.711108,129.88889,145.55556,-10.777778,2
16,9,1.499999,1.206462,99.55556,131,-13.888889,2
46,9,1.05556,0.862948,129.44444,145.55556,-11.888889,2
21,9,1.333333,0.488889,120.666664,142.55556,-10.555555,2
62,9,0.888887,0.607405,100.666664,127.111115,-22.222221,2
45,9,1.111113,0.455419,110.55556,140,-14.555555,2
34,9,1.000001,0.632455,111.44444,140,-15,2
13,9,1.111112,0.296294,88.22222,128.44444,-25.333334,2
21,9,1.333332,0.869227,115,142.88889,-12.777778,2
32,9,1.33333,0.557772,103.888885,133.33334,-11,2
43,9,0.833335,0.611111,117.333336,140.55556,-14.777778,2
31,9,0.666664,0.71111,130.77779,145.44444,-10.222222,2
17,9,1.888889,1.140735,118.77778,143.55556,-9.666667,2
63,9,6.222223,5.675157,92.666664,123.22222,-14.111111,2
60,9,1.055556,0.329627,114,138.33334,-15,2
64,9,0.777777,0.207406,77.22222,118.666664,-30.777779,2
50,9,0.777779,0.344264,109.22222,138.88889,-17.222221,2
57,9,0.77778,0.696297,84,121.55556,-25.11111,2
33,9,0.500001,0.349603,96.77778,128.66667,-12.777778,2
17,9,0.666667,0.311108,120.77778,143.88889,-12.222222,2
62,9,1.166668,0.833334,117.55556,140.33334,-14.777778,2
19,9,1.666672,0.31111,131.55556,146.44444,-7.333334,2
51,9,2.055553,0.742867,113.22222,141.11111,-16.555555,2
104,9,1.833335,1.378405,87.22222,119.888885,-18.222221,2
54,9,1.222221,1.003697,112.666664,141.33334,-15.777778,2
43,9,1.111111,0.740737,115.666664,140.22223,-16.11111,2
33,9,1.055553,0.854183,114.666664,141.77779,-14,2
25,9,1.111111,0.118518,117.77778,142.33334,-12.333333,2
25,9,0.388889,0.327731,97.77778,131.33334,-14,2
93,9,1.944444,4.907409,70.66667,112.111115,-30.555555,2
78,9,2.666665,2.290076,93.22222,125.666664,-15.555555,2
59,9,1.055556,0.680412,109.22222,139,-14.444445,2
32,9,1.777779,1.310922,115.111115,142.22223,-14.666667,2
65,9,2,0.711109,115.333336,141.66667,-17,2
29,9,1.055553,0.907417,119.22222,142.88889,-15.666667,2
98,9,1.666667,0.755554,77.333336,116.888885,-28.666666,2
75,9,1.055559,0.596296,115.888885,141.22223,-14.888889,2
35,9,1.444444,0.829631,117.44444,142.55556,-14.666667,2
80,9,1.444445,0.696294,82.44444,119.333336,-27.333334,2
29,9,1.388891,1.574082,119,142.77777,-14.444445,2
72,9,1.166667,1.144441,79.22222,117.111115,-28.333334,2
22,9,0.722221,0.107409,133,147,-12.222222,2
