@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
51,124.40741,141.11111,-33.555557,-2.30531,2
57,126.111115,140.44444,-31,-2.362514,2
96,111.59259,128.11111,-24.444445,-2.085954,2
41,109.703705,128.88889,-43.77778,-2.404745,2
41,121.48148,138.88889,-33.77778,-2.280803,2
30,112.96296,131.11111,-40.88889,-2.395064,2
101,134.92592,147.22223,-25.444445,-2.328735,2
39,113.37037,132,-32.444443,-2.198158,2
42,108.92593,126.22222,-39.77778,-2.410388,2
81,92.18519,118.44444,-44.88889,-2.187399,2
113,133.11111,145.66667,-25.333334,-2.309551,2
33,109.888885,130.55556,-39.333332,-2.266225,2
18,114.14815,132.33334,-35.11111,-2.278452,2
54,109.96296,127.44444,-37.22222,-2.351182,2
76,90.07407,116.55556,-46.555557,-2.208019,2
43,107.14815,128.22223,-39.11111,-2.247952,2
42,108.92593,126.22222,-39.77778,-2.410388,2
40,125.14815,141.66667,-32.77778,-2.2949,2
59,122.03704,138.77779,-34.444443,-2.323173,2
21,125.59259,142.44444,-36.444443,-2.362526,2
21,130.14815,143.22223,-28.11111,-2.357178,2
28,122.51852,138.66667,-34.555557,-2.35398,2
20,111.703705,129.55556,-39.77778,-2.385213,2
18,112.111115,130.44444,-44.666668,-2.45498,2
35,97.92593,122,-44.77778,-2.248235,2
52,125.77778,140.22223,-30.666666,-2.348494,2
29,128.44444,142.88889,-27.666666,-2.271128,2
52,111.62963,129.22223,-31.88889,-2.229685,2
62,99.666664,121.44444,-42,-2.277142,2
67,106.07407,125.55556,-41.88889,-2.357338,2
49,126.18519,141.77779,-29.555555,-2.263738,2
26,137.03703,146.77777,-16.777779,-2.182567,2
36,114.03704,132.44444,-39.77778,-2.362237,2
71,125.96296,140.88889,-31.222221,-2.339758,2
42,127.03704,141.77779,-30.11111,-2.31442,2
38,124.85185,141.66667,-34.555557,-2.322923,2
19,114.25926,132.33334,-39.77778,-2.375985,2
24,127.62963,141.66667,-29.88889,-2.349252,2
71,122.18519,138.33334,-32.22222,-2.301203,2
19,127.51852,143.11111,-32.88889,-2.344188,2
32,136.2963,146.33334,-19.555555,-2.280755,2
40,124.62963,140.55556,-30.555555,-2.270219,2
59,126.14815,140.44444,-28.777779,-2.308637,2
63,120.22222,137.55556,-35.333332,-2.315885,2
34,123.22222,140,-35.333332,-2.343381,2
93,112.296295,128,-25.222221,-2.141419,2
75,116.703705,133,-32.444443,-2.295488,2
41,137.14815,147.22223,-19.444445,-2.268529,2
18,138.62962,147.55556,-15.888889,-2.214612,2
27,138.07408,146.55556,-16.555555,-2.264532,2
86,105.77778,124.111115,-38.666668,-2.343789,2
53,123.44444,138.22223,-33.333332,-2.39327,2
40,110.703705,129,-43.444443,-2.434692,2
29,103.25926,126.333336,-43.444443,-2.257217,2
46,124.55556,141,-35.333332,-2.357688,2
24,121.62963,137.77779,-32.555557,-2.307914,2
94,113.18519,127.55556,-18.88889,-2.015307,2
15,140.2963,149.55556,-19.222221,-2.330563,2
48,122.37037,138.11111,-30.444445,-2.278604,2
39,127.51852,142.88889,-32.88889,-2.352961,2
94,95.296295,119.22222,-43.22222,-2.227114,2
35,125.18519,141.33334,-34.22222,-2.346636,2
31,126.85185,143.11111,-33.88889,-2.334831,2
12,119.03704,135.33334,-35.444443,-2.368866,2
46,107.51852,128.88889,-40.88889,-2.270851,2
45,122.85185,140,-36.88889,-2.35936,2
33,110.59259,128.66667,-41.444443,-2.408019,2
47,107.111115,128.77779,-41.666668,-2.271072,2
40,127.40741,142.22223,-29.88889,-2.308766,2
45,101.22222,124,-42.333332,-2.247816,2
55,103.07407,124.111115,-39.22222,-2.251012,2
35,136.48148,146.22223,-15.777778,-2.146845,2
36,135.2963,146.11111,-20.222221,-2.247156,2
72,125.55556,140.55556,-30.666666,-2.32084,2
31,136.40741,145.44444,-16.88889,-2.251504,2
14,112.74074,130.66667,-41.22222,-2.408968,2
19,129.92592,142.66667,-26.777779,-2.340765,2
67,122.888885,138.44444,-31.666666,-2.317188,2
81,112.92593,128.88889,-21.777779,-2.033487,2
33,125.888885,141.77779,-33.666668,-2.348002,2
58,110.37037,128.11111,-38.11111,-2.357271,2
99,93.40741,118,-43.22222,-2.207756,2
35,124.55556,140.11111,-30.333334,-2.282923,2
40,123.77778,139.66667,-31.333334,-2.292201,2
48,134.85185,146.11111,-21.88889,-2.278428,2
25,126.03704,142.22223,-35.11111,-2.36518,2
47,97.111115,121.44444,-43.666668,-2.223218,2
21,127.296295,143.11111,-33.22222,-2.339377,2
28,110.48148,131.11111,-37.77778,-2.238865,2
68,125.77778,141,-30.333334,-2.300618,2
98,92.333336,116.888885,-45,-2.238522,2
107,133.66667,145.22223,-23.666666,-2.317384,2
54,116.77778,132.44444,-23,-2.079152,2
96,90.81481,115.666664,-44.444443,-2.219979,2
46,126.03704,141,-30.11111,-2.304436,2
47,123.85185,139.77779,-29.222221,-2.23989,2
73,125.51852,140.55556,-30.222221,-2.307396,2
51,122.96296,140.77779,-36.88889,-2.330465,2
33,111.333336,132,-40.666668,-2.290421,2
13,132.25926,145.44444,-28.444445,-2.360428,2
15,140.77777,150.11111,-19.333334,-2.328472,2
78,135.55556,147,-20.666666,-2.225537,2
80,96.333336,119.333336,-41.666668,-2.228712,2
66,114.22222,128.77779,-22,-2.09899,2
50,121.18519,138.88889,-35.88889,-2.312305,2
43,126.48148,140.55556,-27.444445,-2.280207,2
30,113.25926,130.11111,-37.444443,-2.385308,2
56,126.44444,141.66667,-30.666666,-2.307657,2
48,107.888885,129.11111,-39.333332,-2.247036,2
48,115.77778,132.44444,-25,-2.090557,2
41,123.03704,139.77779,-33.444443,-2.299918,2
23,124.44444,141.66667,-37.666668,-2.37055,2
64,108.77778,126.22222,-37.333332,-2.355443,2
57,124.703705,139.66667,-31.444445,-2.34019,2
28,111.59259,130.66667,-45.444443,-2.438585,2
21,126.77778,141.88889,-33,-2.370372,2
18,125.62963,142,-34.88889,-2.352184,2
32,116.77778,133.33334,-38.666668,-2.421193,2
31,135.92592,145.55556,-18.11111,-2.255012,2
40,110.03704,129,-44.11111,-2.419456,2
19,126.666664,142.44444,-33.666668,-2.352834,2
11,141.55556,150.11111,-19.333334,-2.401587,2
79,89.44444,115.333336,-47.666668,-2.241633,2
39,113.37037,132,-32.444443,-2.198158,2
58,123,137.44444,-31.333334,-2.365385,2
85,101.03704,122.55556,-36.77778,-2.186342,2
75,88.55556,115.888885,-49.666668,-2.232,2
62,125.333336,139.44444,-28.666666,-2.314232,2
54,124.37037,141.33334,-35.11111,-2.328661,2
43,125.25926,140.22223,-28.777779,-2.270653,2
17,130.2963,143.88889,-28.555555,-2.339493,2
68,105.77778,124.888885,-32,-2.169999,2
41,109.703705,128.88889,-43.77778,-2.404745,2
15,132.22223,145.33334,-27.666666,-2.341041,2
50,122.07407,139.77779,-36.555557,-2.325679,2
92,90.333336,115.44444,-46.333332,-2.242802,2
46,114.62963,132.88889,-41.22222,-2.395028,2
63,105.59259,123.22222,-38.77778,-2.375282,2
77,107.62963,125.22222,-41.22222,-2.42468,2
16,111.81481,131.11111,-38.11111,-2.293933,2
34,105.48148,127.333336,-42.77778,-2.286636,2
29,112.07407,130.55556,-40.555557,-2.373206,2
13,140.25926,149.11111,-17.777779,-2.292384,2
49,127.40741,143.11111,-31.222221,-2.297839,2
62,126.48148,140.33334,-26.777779,-2.275425,2
26,112.22222,130.88889,-41.666668,-2.38614,2
50,109.25926,130.33334,-46.11111,-2.37202,2
66,122.55556,139.77779,-34.666668,-2.307094,2
21,126.77778,141.88889,-33,-2.370372,2
104,100.51852,119.888885,-39.88889,-2.326201,2
21,126.81481,142.88889,-35.444443,-2.377814,2
79,107.74074,126.55556,-41.555557,-2.377965,2
50,107.44444,125.77778,-38.333332,-2.337296,2
25,102.48148,125.666664,-43.444443,-2.253408,2
81,105.92593,124.888885,-42.11111,-2.382261,2
47,134.77777,145.77777,-22,-2.30244,2
28,111.51852,131.22223,-46.22222,-2.425992,2
47,135.74074,146.33334,-20.222221,-2.262555,2
30,113.25926,130.11111,-37.444443,-2.385308,2
27,137.51852,146.55556,-14.888889,-2.146716,2
27,136.2963,145.55556,-17.88889,-2.264129,2
22,137.96297,147,-14.888889,-2.158304,2
17,126.14815,141.88889,-33.444443,-2.348415,2
25,116.25926,133.77779,-37.77778,-2.360195,2
17,129.55556,143.55556,-32.333332,-2.412968,2
45,101.92593,124.55556,-41.444443,-2.238324,2
42,135.2963,146.44444,-21.555555,-2.282217,2
36,103.03704,125.22222,-40.444443,-2.232346,2
83,90.62963,116.888885,-48.22222,-2.239053,2
28,112.96296,131.11111,-40.555557,-2.387884,2
20,125,140.55556,-33,-2.348006,2
41,113.40741,131.22223,-28.555555,-2.139822,2
27,138.07408,146.55556,-16.555555,-2.264532,2
39,124.18519,140.33334,-30.88889,-2.268113,2
77,135.92592,147.33334,-22.11111,-2.277146,2
58,122.25926,138.77779,-35.444443,-2.357271,2
70,112.51852,127.77778,-25.555555,-2.17166,2
65,125.666664,141.66667,-31,-2.273744,2
97,134.37038,145.44444,-23.444445,-2.346234,2
80,111.07407,127.333336,-24.555555,-2.098697,2
101,134.92592,147.22223,-25.444445,-2.328735,2
34,137.03703,146.66667,-16.777779,-2.2,2
37,95.92593,121.111115,-47.444443,-2.258443,2
64,108.77778,126.22222,-37.333332,-2.355443,2
16,140.40741,149.88889,-17.222221,-2.232895,2
13,141.59259,149.88889,-20.11111,-2.449265,2
58,122,138.77779,-35.666668,-2.349269,2
57,92.92593,119.333336,-49.444443,-2.254208,2
63,108.92593,126.111115,-38.11111,-2.382438,2
34,125.48148,142,-35.444443,-2.357272,2
13,118.666664,135.77779,-36.333332,-2.351897,2
49,108.888885,128.88889,-35.333332,-2.211659,2
62,125.40741,138.77779,-27.222221,-2.315962,2
47,126.37037,141.66667,-31.11111,-2.315792,2
79,107.74074,126.55556,-41.555557,-2.377965,2
67,108.85185,125.55556,-28.222221,-2.173099,2
57,124.25926,140.33334,-33.77778,-2.341163,2
19,137.77777,146.44444,-18.666666,-2.358602,2
13,141.81482,148.88889,-14.111111,-2.276767,2
55,113.666664,132.22223,-38,-2.319697,2
56,126,140.66667,-30.333334,-2.326783,2
38,113.48148,131.44444,-39.11111,-2.370002,2
82,106.51852,125.888885,-40.88889,-2.344872,2
85,93.55556,118,-43,-2.208414,2
15,130.14815,145.33334,-31.444445,-2.32497,2
51,123.18519,138.88889,-34.22222,-2.368498,2
