@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-sd numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
111,0.429629,6.037037,7,-1.175773,1
114,0.596297,19.851852,20,-1.508658,1
62,6.374074,27.37037,23.777779,-1.888408,1
96,3.362961,21.88889,22.11111,-1.530686,1
69,2.562964,25.666666,23.444445,-1.79139,1
94,2.888891,21.222221,20.666668,-1.627145,1
143,0.162963,5.444445,6.777778,-1.048222,1
108,1.174074,17.11111,19,-1.169517,1
68,1.218517,17.703703,17.666668,-1.563972,1
78,5.86667,24.592592,24,-1.610448,1
130,0.577778,5.777778,7.444445,-0.871495,1
75,3.718518,25.962963,23.333334,-1.8356,1
140,0.388889,6,7.444445,-0.91962,1
59,0.862963,21.814816,20.777779,-1.680812,1
110,1.022223,17.925926,18.88889,-1.345096,1
135,0.355555,4.148148,5.666666,-0.807848,1
101,0.651852,19.037037,19.666668,-1.457591,1
86,1.307409,18.592592,18.555555,-1.541502,1
118,0.196296,6.074074,7.666666,-0.87829,1
42,0.507407,22.592592,20,-1.842494,1
134,0.062963,5.888889,7.666666,-0.806042,1
40,2.118518,17.185184,15.666667,-1.783602,1
106,3.14074,20,20,-1.55762,1
115,4.211112,22.037037,21.333334,-1.619549,1
59,2.55185,25.074074,22.333334,-1.836328,1
122,0.3,6,7.222222,-1.05144,1
100,1.140741,21.074074,21.666666,-1.477019,1
134,0.296296,6.074074,7.444445,-0.966318,1
81,2.399998,22.703703,22.333334,-1.606794,1
114,1.274074,14.518518,16.11111,-1.179347,1
125,0.311111,6.185185,7.333334,-1.121818,1
85,9.440739,21.444445,20.444445,-1.659879,1
111,0.151852,5.925926,7.666666,-0.872666,1
136,0.444444,6.259259,7.777778,-0.924607,1
129,0.874074,6.666666,8.444445,-0.843904,1
93,9.140738,20.37037,18.88889,-1.730306,1
128,0.311111,5.555555,6.888889,-0.985811,1
98,3.229632,20.88889,21,-1.528895,1
64,1.422222,18.88889,17.555555,-1.755505,1
104,5.040743,20.185184,20.222221,-1.555376,1
147,0.418518,4.592593,4.111111,-1.561754,1
69,1.44074,24.333334,22,-1.811203,1
92,2.240742,23.444445,22.777779,-1.653926,1
112,0.162963,5.925926,7.111111,-1.058277,1
64,3.440744,22.481482,22,-1.625668,1
81,3.751853,20.481482,20.11111,-1.566335,1
115,0.607407,6.296296,7.333334,-1.175454,1
71,2.077779,22.777779,21.88889,-1.66796,1
63,3.096295,20.925926,19.666668,-1.72683,1
64,4.34074,23.62963,21.777779,-1.756712,1
135,0.074074,5.518518,7.111111,-0.892179,1
104,1.322222,18.703703,19.222221,-1.446641,1
120,0.118518,5.962963,7.777778,-0.820403,1
101,1.218518,21.296297,21.222221,-1.558599,1
126,0.844445,6.481482,7.666666,-1.118131,1
60,1.94074,22.62963,21.333334,-1.709389,1
85,0.962963,17.962963,18.88889,-1.386867,1
123,0.266667,6.740741,8.222222,-0.985729,1
116,0.207407,6.62963,7.555555,-1.233945,1
136,0.074074,5.62963,7.111111,-0.896533,1
114,0.074074,5.444445,6.111111,-1.314533,1
111,0.507407,5.703704,6.888889,-1.065066,1
143,0.033333,5.666666,7.555555,-0.796918,1
101,1.218518,21.296297,21.222221,-1.558599,1
142,0.151852,4.814815,6.777778,-0.675123,1
133,0.077778,6.666666,8.333334,-0.924817,1
140,0.577778,6.333334,7.888889,-0.909267,1
29,1.574082,128.48148,119,-2.29776,2
40,0.772203,110.703705,96.22222,-2.434692,2
65,0.329629,97.333336,82.77778,-2.239144,2
83,0.507406,90.62963,74.55556,-2.239053,2
98,0.755554,92.333336,77.333336,-2.238522,2
57,0.800464,123.55556,112.22222,-2.376054,2
24,0.418519,121.62963,110.77778,-2.307914,2
42,1.440747,135.2963,128.11111,-2.282217,2
80,1.707408,111.07407,102.888885,-2.098697,2
26,0.207411,136.88889,131,-2.230725,2
57,0.829626,124.703705,114.22222,-2.34019,2
101,0.329633,134.92592,126.44444,-2.328735,2
55,0.700002,124.111115,113.888885,-2.308179,2
57,0.418517,100.44444,86.22222,-2.288131,2
18,0.211111,137.88889,131.44444,-2.27511,2
90,0.285185,113.111115,105.666664,-2.078418,2
50,0.688533,122.07407,109.888885,-2.325679,2
49,0.41852,108.888885,97.111115,-2.211659,2
11,3.855552,141.55556,135.11111,-2.401587,2
65,0.711109,125.666664,115.333336,-2.273744,2
48,0.355556,107.888885,94.77778,-2.247036,2
47,0.488889,97.111115,82.55556,-2.223218,2
71,0.720081,122.18519,111.44444,-2.301203,2
40,0.72265,125.111115,114,-2.313685,2
50,0.952579,107.44444,94.666664,-2.337296,2
64,0.918936,108.77778,96.333336,-2.355443,2
57,1.040744,135.77777,129.44444,-2.187422,2
54,0.557772,109.96296,97.55556,-2.351182,2
55,1.185184,103.07407,90,-2.251012,2
94,0.666664,113.18519,106.888885,-2.015307,2
23,1.224743,123,111,-2.356262,2
66,2.122228,114.22222,106.888885,-2.09899,2
24,1.140749,127.62963,117.666664,-2.349252,2
31,1.185185,126.81481,117.111115,-2.310766,2
85,0.607409,101.03704,88.77778,-2.186342,2
25,0.774075,103.62963,89.111115,-2.252101,2
44,2.139576,122.59259,112,-2.384657,2
51,0.722649,122.96296,110.666664,-2.330465,2
37,0.951851,95.92593,80.111115,-2.258443,2
73,1.218518,125.51852,115.44444,-2.307396,2
15,0.699205,113.74074,100.111115,-2.389025,2
30,0.720082,113.25926,100.77778,-2.385308,2
68,0.829629,105.77778,95.111115,-2.169999,2
87,0.207406,135.40741,127.888885,-2.312874,2
32,1.040738,136.2963,129.77779,-2.280755,2
66,0.607411,95.111115,80.66667,-2.235701,2
20,0.752773,125,114,-2.348006,2
61,0.272164,109.07407,95.111115,-2.367396,2
22,0.107409,137.96297,133,-2.158304,2
25,0.118518,128,117.77778,-2.354552,2
25,0.118518,128,117.77778,-2.354552,2
21,0.488889,129.85185,120.666664,-2.364884,2
62,0.355555,99.666664,85.666664,-2.277142,2
41,0.874068,137.14815,130.66667,-2.268529,2
19,1.277773,129.92592,121,-2.340765,2
28,0.429626,110.48148,97.888885,-2.238865,2
59,0.680412,121.703705,109.22222,-2.364216,2
81,0.429629,112.92593,105.666664,-2.033487,2
71,3.762964,105.666664,96.666664,-2.143159,2
18,1.25462,125.62963,114,-2.352184,2
49,0.300001,126.18519,116.333336,-2.263738,2
34,0.632455,123.22222,111.44444,-2.343381,2
93,4.907409,86.296295,70.66667,-2.231558,2
65,1.224745,123,111.666664,-2.303991,2
43,0.34074,107.14815,94.111115,-2.247952,2
29,0.907417,128.44444,119.22222,-2.271128,2
39,0.699999,113.37037,102.55556,-2.198158,2
58,0.421638,122,110.111115,-2.349269,2
51,1.944436,126.333336,117,-2.306687,2
58,1.003697,122.25926,110.44444,-2.357271,2
15,2.162973,130.14815,119.666664,-2.32497,2
78,1.274081,135.55556,128.66667,-2.225537,2
31,0.71111,136.40741,130.77779,-2.251504,2
30,0.611616,111.22222,97.666664,-2.405295,2
32,0.655558,112.03704,99.22222,-2.255674,2
42,0.744442,137.07408,130.44444,-2.26361,2
71,0.71111,89.14815,72.77778,-2.249475,2
101,0.329633,134.92592,126.44444,-2.328735,2
52,0.740744,111.62963,101,-2.229685,2
57,0.38889,135.96297,129.88889,-2.215046,2
32,1.310922,126.22222,115.111115,-2.333746,2
51,0.742867,124.40741,113.22222,-2.30531,2
18,0.278888,113.77778,102.333336,-2.340839,2
32,1.188888,121.44444,110.22222,-2.309391,2
60,0.329627,123.666664,114,-2.293386,2
72,1.144441,93.44444,79.22222,-2.22578,2
62,0.720082,123.48148,112.333336,-2.343404,2
19,1.985178,110.296295,97.666664,-2.264331,2
57,0.311111,92.92593,76.44444,-2.254208,2
41,1.025597,123.03704,111.888885,-2.299918,2
50,0.50185,124.111115,113.111115,-2.28828,2
47,1.155558,126.37037,116,-2.315792,2
58,0.533334,93.14815,77.333336,-2.246316,2
18,0.374079,138.62962,133.33334,-2.214612,2
30,0.720082,113.25926,100.77778,-2.385308,2
58,0.583728,110.37037,97.666664,-2.357271,2
40,0.172131,125.14815,114.22222,-2.2949,2
18,0.272164,112.111115,97.22222,-2.45498,2
70,0.562963,112.51852,104,-2.17166,2
107,0.418522,133.66667,125.77778,-2.317384,2
77,0.809667,107.62963,93.888885,-2.42468,2
53,0.429629,113.14815,104.333336,-2.117007,2
39,0.474075,127.07407,116.333336,-2.336025,2
29,0.429629,103.25926,88.77778,-2.257217,2
13,0.685187,141.81482,137.11111,-2.276767,2
91,0.772203,104.888885,92.55556,-2.300486,2
72,0.729631,125.55556,115.333336,-2.32084,2
56,0.566668,126,115.888885,-2.326783,2
74,0.077778,101.85185,89.111115,-2.220553,2
41,0.151852,135.22223,128.44444,-2.270225,2
46,1.807408,126.03704,116,-2.304436,2
11,5.051852,143.44444,136.88889,-2.521648,2
45,0.285185,101.22222,87.111115,-2.247816,2
58,0.860663,123,112.55556,-2.365385,2
50,0.91084,109.25926,93.888885,-2.37202,2
41,0.327733,109.703705,95.111115,-2.404745,2
40,0.488891,124.62963,114.44444,-2.270219,2
38,0.68853,113.48148,100.44444,-2.370002,2
14,0.712327,112.74074,99,-2.408968,2
62,0.562963,125.40741,116.333336,-2.315962,2
12,0.975626,119.03704,107.22222,-2.368866,2
29,0.403686,112.07407,98.55556,-2.373206,2
40,1.544443,123.77778,113.333336,-2.292201,2
44,0.31111,106,93,-2.255577,2
55,0.557774,113.666664,101,-2.319697,2
47,0.488888,134.77777,127.44444,-2.30244,2
51,0.742867,123.18519,111.77778,-2.368498,2
99,0.474074,93.40741,79,-2.207756,2
81,0.077779,92.18519,77.22222,-2.187399,2
23,0.547723,124.44444,111.888885,-2.37055,2
24,1.140749,127.62963,117.666664,-2.349252,2
46,0.596282,114.62963,100.888885,-2.395028,2
30,0.772202,125.40741,115.111115,-2.295989,2
42,1.264908,108.92593,95.666664,-2.410388,2
62,0.833334,126.48148,117.55556,-2.275425,2
54,0.658283,110,97.888885,-2.345744,2
93,1.396291,112.296295,103.888885,-2.141419,2
88,0.211111,110.59259,101.55556,-2.139239,2
41,0.327733,109.703705,95.111115,-2.404745,2
14,0.779361,113.81481,100.111115,-2.391113,2
71,0.299998,125.96296,115.55556,-2.339758,2
15,0.118519,140.77777,134.33334,-2.328472,2
13,0.207406,131.77777,122.111115,-2.386251,2
74,0.077778,101.85185,89.111115,-2.220553,2
39,1.333333,113,99.44444,-2.393564,2
63,0.210818,108.92593,96.22222,-2.382438,2
13,1.244441,141.59259,134.88889,-2.449265,2
46,1.00741,107.51852,93.888885,-2.270851,2
85,0.429629,93.55556,79.22222,-2.208414,2
115,1.229636,132.77777,123.22222,-2.405477,2
39,0.583728,124.18519,113.888885,-2.268113,2
34,1.140745,137.03703,131.44444,-2.2,2
21,0.408248,126.77778,115.77778,-2.370372,2
75,0.385187,88.55556,72,-2.232,2
39,0.699999,113.37037,102.55556,-2.198158,2
35,0.829631,127.55556,117.44444,-2.311049,2
54,0.928958,108.85185,96.77778,-2.33633,2
31,0.344265,126.85185,115.55556,-2.334831,2
21,0.516396,127.296295,116.22222,-2.339377,2
38,1.068055,124.85185,113.333336,-2.322923,2
86,0.691214,105.77778,92.888885,-2.343789,2
46,0.781735,124.55556,112.77778,-2.357688,2
48,0.074074,122.37037,112.22222,-2.278604,2
29,1.574082,128.48148,119,-2.29776,2
44,0.755557,99,85,-2.254541,2
47,0.477777,107.111115,93.22222,-2.271072,2
78,2.290076,106.85185,93.22222,-2.368082,2
11,5.051852,143.44444,136.88889,-2.521648,2
27,0.255555,138.07408,132.55556,-2.264532,2
16,0.062963,140.40741,134.66667,-2.232895,2
56,0.566668,126,115.888885,-2.326783,2
45,0.829628,121.51852,111.111115,-2.292668,2
41,0.655553,113.40741,103.888885,-2.139822,2
31,0.711108,135.92592,129.88889,-2.255012,2
33,0.349603,110.59259,96.77778,-2.408019,2
15,0.518519,106.51852,90.888885,-2.266452,2
17,0.311108,130.2963,120.77778,-2.339493,2
58,0.680414,109.07407,96.333336,-2.375207,2
43,0.611111,126.48148,117.333336,-2.280207,2
53,0.700008,134.77777,128.22223,-2.217488,2
18,0.272164,112.111115,97.22222,-2.45498,2
44,1.048809,123.81481,113.44444,-2.367282,2
35,0.544333,125.18519,113.77778,-2.346636,2
15,1.229631,140.2963,133.88889,-2.330563,2
81,0.389683,105.92593,91.888885,-2.382261,2
28,1.186343,111.51852,96.111115,-2.425992,2
48,1.26297,134.85185,127.55556,-2.278428,2
29,0.907417,128.44444,119.22222,-2.271128,2
79,0.403686,107.74074,93.888885,-2.377965,2
94,0.507409,95.296295,80.888885,-2.227114,2
28,1.29386,122.51852,111,-2.35398,2
64,0.918936,108.77778,96.333336,-2.355443,2
15,0.785184,132.22223,123,-2.341041,2
99,0.474074,93.40741,79,-2.207756,2
13,0.162961,140.25926,134.33334,-2.292384,2
83,0.507406,90.62963,74.55556,-2.239053,2
104,1.378405,100.51852,87.22222,-2.326201,2
42,1.264908,108.92593,95.666664,-2.410388,2
57,0.488889,126.111115,115.77778,-2.362514,2
49,0.700002,127.40741,117,-2.297839,2
20,0.327729,111.703705,98.44444,-2.385213,2
20,0.752773,125,114,-2.348006,2
32,1.040738,136.2963,129.77779,-2.280755,2
21,1.218685,125.59259,113.44444,-2.362526,2
19,0.31111,137.77777,131.55556,-2.358602,2
18,0.385184,114.14815,102.44444,-2.278452,2
45,0.54433,108.96296,95.888885,-2.371807,2
81,0.551853,90.40741,75.66667,-2.18233,2
31,0.344266,114.96296,101.888885,-2.384877,2
50,0.344264,121.18519,109.22222,-2.312305,2
35,0.809664,109.111115,96.44444,-2.420203,2
16,1.206462,112.96296,99.55556,-2.385001,2
48,0.355557,115.77778,107.44444,-2.090557,2
40,0.699204,110.03704,95.333336,-2.419456,2
67,0.58373,122.888885,112.333336,-2.317188,2
19,0.680416,127.51852,116.55556,-2.344188,2
62,0.607405,110.18519,100.666664,-2.178149,2
58,0.711108,92.703705,76.888885,-2.239301,2
19,0.779364,126.666664,115.44444,-2.352834,2
66,2.874073,122.55556,111,-2.307094,2
33,0.349603,110.59259,96.77778,-2.408019,2
35,0.107407,98.74074,83.333336,-2.280843,2
71,0.299998,125.96296,115.55556,-2.339758,2
47,0.38519,135.74074,129,-2.262555,2
33,0.620634,124.55556,113.22222,-2.333537,2
92,0.296297,90.333336,74.888885,-2.242802,2
28,0.860662,111.59259,96.44444,-2.438585,2
57,0.696297,98.59259,84,-2.264402,2
32,0.557772,116.77778,103.888885,-2.421193,2
53,0.490652,123.44444,112.333336,-2.39327,2
67,0.685185,108.85185,99.44444,-2.173099,2
62,0.862963,110.03704,100.77778,-2.185419,2
33,0.854183,125.888885,114.666664,-2.348002,2
34,0.207408,105.48148,91.22222,-2.286636,2
97,0.666667,134.37038,126.55556,-2.346234,2
36,0.64693,111.92593,98.22222,-2.387384,2
64,0.207406,92.81481,77.22222,-2.228939,2
51,0.772203,108.74074,95.22222,-2.383438,2
13,0.296294,104.111115,88.22222,-2.28708,2
12,0.785183,127.44444,115.55556,-2.402917,2
17,1.020167,126.14815,115,-2.348415,2
45,0.222219,101.92593,88.111115,-2.238324,2
27,1.356739,122.666664,111.55556,-2.334512,2
39,0.429627,127.51852,116.55556,-2.352961,2
54,0.844443,134.33333,127.55556,-2.231555,2
52,0.740744,111.62963,101,-2.229685,2
26,0.403686,112.22222,98.333336,-2.38614,2
41,1.241266,121.48148,110.22222,-2.280803,2
52,0.177779,125.77778,115.55556,-2.348494,2
54,0.551855,116.77778,109.111115,-2.079152,2
109,0.843276,102.48148,89.44444,-2.297546,2
14,1.333332,117,104.22222,-2.390383,2
41,0.586896,112.111115,99,-2.404553,2
26,1.407412,137.03703,131.44444,-2.182567,2
90,0.562963,113.48148,105.888885,-2.097815,2
47,0.829628,123.85185,114.111115,-2.23989,2
16,1.155554,102.51852,87.55556,-2.302468,2
90,0.562963,113.48148,105.888885,-2.097815,2
18,0.374079,138.62962,133.33334,-2.214612,2
66,0.607405,93.44444,79.111115,-2.224845,2
75,10.014803,116.703705,105.888885,-2.295488,2
20,1.149877,126.55556,115.666664,-2.328034,2
63,0.177777,120.22222,108.44444,-2.315885,2
33,0.196295,109.888885,96.77778,-2.266225,2
60,0.385185,109.77778,99.55556,-2.16692,2
