@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,4,8,11-12,16,19-20'

@attribute Region-centroid-row numeric
@attribute Short-line-density-5 numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
110,0,0.444444,27.222221,39.333336,-9.888889,-2.187242,5
178,0,5,17,18.11111,12,2.274128,7
123,0,0.888889,7.888889,8.444445,-7.222222,-1.18068,1
89,0,3.611111,10.222222,22.11111,-11.666667,-2.107311,5
89,0.222222,2.333333,14.444445,25.11111,-10.444445,-2.102295,5
90,0,0.388889,5.111111,12.111111,-8.555555,-1.989546,5
121,0.111111,1.5,1.111111,6,-0.888889,-2.519165,3
176,0,2.388889,50.444443,71.44444,-24.11111,-2.021784,6
102,0,0.666667,56.77778,77.111115,-20.777779,-2.083043,4
104,0,1.999999,58.22222,76.55556,-22.555555,-1.986567,4
87,0,13.222221,12.222222,23.444445,-4.333334,-2.418074,3
57,0,1.388891,112.22222,139,-12.333333,-2.376054,2
186,0,2.777777,49.11111,67.88889,-21.222221,-2.028618,6
114,0,8.833333,18.333334,47.22222,-17.777779,-2.295381,3
15,0.111111,1.222223,59.333332,86.888885,-24.88889,-2.145323,4
65,0,1.500001,111.666664,140,-17,-2.303991,2
198,0,4.111111,42.77778,61,-19.11111,-2.070717,6
116,0,0.888889,21.333334,28.11111,-15.666667,-1.670314,1
184,0,7.944443,27.777779,38.77778,-10.555555,-2.183125,6
120,0,0.388889,0,3,-3,-2.094395,3
145,0,0.611111,5.555555,4,-5.111111,-0.57094,1
178,0.222222,2.5,20.222221,21.11111,18.88889,2.190305,7
85,0,0.222222,14.555555,26.88889,-10.777778,-2.160912,5
149,0,0,0,0,0,0,5
27,0.111111,2.055557,111.55556,138.66667,-14.666667,-2.334512,2
86,0,1.722222,18.555555,23.555555,-14.777778,-1.541502,1
126,0,0.944444,5.222222,20,-8.555555,-2.313534,3
98,0,0.388889,0,4.111111,-3.888889,-2.11372,3
148,0,0,0,0,0,0,5
29,0,1.388891,119,142.77777,-14.444445,-2.29776,2
246,0.111111,1.833333,12.555555,13.111111,15.222222,2.170543,7
134,0,0.055556,0,0.111111,-0.111111,-2.094395,3
153,0,0,0,0,0,0,5
197,0,2,44.333332,61.444443,-18.88889,-2.043399,6
34,0,0.833331,65,89.111115,-25,-2.078154,4
107,0,0.666667,13,36,-11.666667,-2.354617,3
241,0,1.555556,10.888889,14,11.333333,2.544142,7
152,0,0.833333,0.333333,1.666667,-1.333333,-2.094395,5
32,0,0.833334,54.22222,70.88889,-18.444445,-2.042422,4
58,0,1.000001,77.333336,118.77778,-29.444445,-2.246316,2
59,0,2.944445,22.333334,34.333336,-19.555555,-1.836328,1
147,0,2.5,20.88889,38.666668,-14.888889,-2.174468,4
93,0.111111,1.388889,0.555556,7.222222,-5.333334,-2.18361,3
130,0,0.388889,6.888889,6.222222,-7.333334,-0.889024,1
141,0,0.222222,0.333333,1.777778,-2.111111,-1.921217,5
226,0,3.555556,5.777778,6.555555,10.111111,2.259398,7
163,0,17.666666,35,48.555557,-8,-2.392741,6
126,0,14.055554,33.555557,43,-12.555555,-1.942179,4
202,0.111111,2.388889,11.666667,14,13.888889,2.401137,7
242,0,2.444445,11.333333,15.666667,7.888889,2.835614,7
78,0.111111,2.666665,93.22222,125.666664,-15.555555,-2.368082,2
103,0.111111,1.833333,21.222221,28,-16.555555,-1.634396,1
76,0,0.555555,36,54.11111,-16.555555,-2.139002,4
113,0,0.666667,0.111111,3.444444,-2.222222,-2.237562,3
45,0,0.777779,95.888885,126.888885,-14.555555,-2.371807,2
157,0,2.944444,19.222221,24.222221,15.444445,2.604303,7
243,0,2.555556,5.111111,4.888889,8.888889,2.033629,7
18,0,0.944445,133.33334,147.55556,-10.888889,-2.214612,2
145,0.111111,0.999999,52.444443,76.77778,-21,-2.166151,4
78,0,2,24,31.222221,-18.11111,-1.610448,1
135,0,0.166667,1,4.444445,-4.777778,-1.931332,5
195,0,1.833335,43.22222,60.666668,-18.555555,-2.063044,6
157,0,1.388889,16.88889,30,-12,-2.1343,4
80,0.111111,1.833333,2.888889,12.444445,-3.555556,-2.417517,3
14,0,1.666669,104.22222,134.11111,-13,-2.390383,2
132,0,1.333333,33.22222,49.22222,-14.666667,-2.129523,4
114,0,0.333334,21,34.666668,-12.111111,-2.15274,5
237,0,1.555555,6.111111,5.111111,11.222222,1.938468,7
124,0,0.444444,6.666666,6,-7.333334,-0.877707,1
201,0,5.222221,47.11111,67.22222,-20.777779,-2.075226,6
41,0,0.277779,128.44444,145.88889,-11.666667,-2.270225,2
40,0,0.722223,96.22222,129,-11.444445,-2.434692,2
122,0,1.388889,0.555556,5.222222,-3.777778,-2.173204,3
88,0,2.944445,18.777779,27.333334,-14.777778,-1.785147,1
197,0,5.277778,48.88889,68,-21.555555,-2.033505,6
152,0,0.833333,2.666667,5.777778,-3.777778,-1.997796,5
137,0,0.611111,0.333333,1.777778,-1.888889,-2.007606,5
118,0,0.388889,0,2,-1.777778,-2.132635,3
182,0.111111,2.777777,40.333336,52.88889,-17.88889,-1.904978,6
182,0,3.555555,52.88889,73.333336,-24.88889,-1.992052,6
50,0,1,21.666666,30,-16.777779,-1.741254,1
139,0,1.666667,12.444445,23.666666,-10.111111,-2.118223,4
140,0,0.666667,2.666667,3.333333,-0.666667,-2.094395,5
35,0,2.055556,32.333336,47.444443,-13.777778,-2.138762,4
90,0,0.777779,105.888885,128.55556,-22.444445,-2.097815,2
11,0,2.888891,136.88889,150.88889,-2.666667,-2.521648,2
182,0,3.444444,50.11111,69.111115,-22.555555,-2.001558,6
