@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,10-11,16,20'

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
139,6.111111,7.555555,-7.666666,1
116,6.481482,7.555555,-8.444445,1
122,16.185184,10.222222,-9.555555,3
86,23.814816,23.333334,-17.777779,1
89,18,14,-11.333333,5
116,29.444445,25,-13.333333,4
249,22.851852,19.777779,14.111111,7
80,23.62963,17.333334,-5.222222,3
168,25.11111,20.88889,19,7
135,69.92593,63.666668,-23.11111,4
133,0.740741,0.333333,-1.888889,5
152,0,0,0,5
61,23.74074,22.666666,-17.555555,1
120,60.037037,56.88889,-18.444445,4
44,99,85,-25.333334,2
30,111.22222,97.666664,-12.666667,2
110,31.62963,27.222221,-9.888889,5
76,90.07407,74.55556,-32.88889,2
88,2.777778,0.444444,-4,3
222,10.481482,8.666667,16.88889,7
148,0,0,0,5
31,136.40741,130.77779,-10.222222,2
91,19.74074,19.777779,-14.555555,1
233,26.814816,21.88889,19.88889,7
136,12.185185,6.666666,-9.555555,3
36,114.03704,100.77778,-15.444445,2
119,8.62963,5.888889,-6.888889,5
194,60.77778,53.444443,-24,6
77,59.555557,54.22222,-19.333334,4
133,0.296296,0,-0.888889,5
127,40.74074,38,-14.222222,4
30,113.25926,100.77778,-13.111111,2
62,125.40741,116.333336,-12.888889,2
98,20.88889,21,-15.333333,1
93,14.407408,9.888889,-11.888889,5
192,60.814816,53.444443,-24.777779,6
159,36.62963,31.333334,-12.888889,6
124,1.074074,0,-3.222222,3
62,126.48148,117.55556,-14.777778,2
210,12.962963,9.444445,13.444445,7
130,0.777778,0,-2.333333,3
124,6.037037,7.444445,-8.111111,1
65,125.666664,115.333336,-17,2
93,5,2,-4,3
226,18,14,18.666666,7
98,92.333336,77.333336,-28.666666,2
195,48.333332,42.77778,-17.333334,6
127,45.25926,39.444443,-18.777779,4
111,5.444445,6.444445,-7.666666,1
54,24.592592,22.777779,-18.444445,1
131,0,0,0,3
181,19.296297,15.444445,14.111111,7
90,65.18519,57.666668,-21.222221,4
98,33.962963,31,-12.222222,4
248,26.88889,23.222221,16.333334,7
137,3.111111,1.555556,-5,5
220,8.185185,6.555555,10.111111,7
218,14.925926,11.888889,12.555555,7
190,50.444443,44.88889,-19,6
113,20.25926,20,-14.777778,1
21,40.74074,37.11111,-14.888889,4
95,46.851852,42.88889,-16.555555,4
131,5.333334,6.888889,-7,1
126,57.814816,52.333332,-21.444445,4
186,35.296295,31.222221,-13.555555,6
187,48.51852,44.11111,-20.88889,6
115,16.555555,15.666667,-13,1
110,1.814815,0.111111,-4.111111,3
110,3.962963,1.444444,0.111111,3
58,122.25926,110.44444,-14.111111,2
159,36.62963,31.333334,-12.888889,6
68,2.296296,2.111111,-1.222222,5
95,55.62963,47.444443,-23.555555,4
215,17.185184,14.444445,12.777778,7
196,61.592594,55,-22.444445,6
111,4.888889,2.222222,-4.666666,3
142,4.814815,6.777778,-7.111111,1
45,53.074074,48.11111,-17.222221,4
183,18.11111,14,14.666667,7
132,5.740741,7.444445,-6.555555,1
80,23.62963,17.333334,-5.222222,3
233,11.703704,8.333334,12.222222,7
62,27.37037,23.777779,-20.11111,1
102,58.22222,53.444443,-20,4
208,14.777778,12.111111,15.666667,7
124,1.148148,0.111111,-1.777778,3
138,69.48148,63.88889,-22.444445,4
123,1.148148,0,-3.444444,3
46,62.333332,53.22222,-23,4
76,29.814816,28.666666,-7.444445,4
92,17.25926,12.888889,-12.444445,5
140,5.555555,3.666667,-6,5
32,126.22222,115.111115,-14.666667,2
78,135.55556,128.66667,-13.666667,2
175,57.77778,50.666668,-23.333334,6
134,2.666667,1,-5.333334,5
111,18.62963,19.777779,-14.222222,1
74,21.148148,21,-16.777779,1
195,47.703705,42.444443,-17.777779,6
144,2.518518,0.111111,-4.888889,3
87,67.44444,58.77778,-8.666667,3
154,1.740741,1,-3.222222,5
126,1.518519,0.444444,-2.888889,3
126,2.777778,0.555556,-0.666667,3
32,136.2963,129.77779,-10.555555,2
57,15.37037,11.333333,-4.444445,5
137,7.62963,3.111111,-5.222222,3
248,15.296296,14.777778,8.777778,7
81,21.333334,14,-5.666666,3
95,21.11111,21.11111,-15.333333,1
182,17.592592,15.444445,17.222221,7
181,46.88889,43,-18.333334,6
132,1.296296,0,-2.555556,3
180,48.555557,44.11111,-18,6
73,34.703705,20.555555,-25.444445,3
69,36.962963,36.666668,-8.888889,4
176,53.666668,47.11111,-22.333334,6
81,22.703703,22.333334,-17.11111,1
181,60.62963,53.666668,-24.222221,6
81,12.481482,7.666666,-4.777778,3
248,19.555555,15.555555,20.666666,7
77,32.77778,30.222221,-7,4
163,39.296295,33.77778,-8.222222,6
94,68.111115,61.11111,-22.666666,4
130,1.62963,1.111111,-2.555556,5
189,58.62963,51.77778,-23.555555,6
191,61.666668,54.77778,-24.333334,6
189,23.592592,21.11111,-9.777778,6
57,135.77777,129.44444,-13.666667,2
224,20.25926,15.444445,21.88889,7
138,5.740741,7.333334,-7.222222,1
155,7.296296,5.333334,-5.222222,5
123,44.814816,41.11111,-15.777778,4
84,17.11111,13,-10.666667,5
134,1.666667,0.666667,-4,5
62,99.666664,85.666664,-23.333334,2
109,21.851852,18.444445,-10.555555,5
129,0,0,0,5
172,44.77778,40.333336,-16.333334,6
89,18.962963,18.777779,-14.222222,1
104,100.51852,87.22222,-18.222221,2
161,41.48148,36,-12.444445,6
30,125.40741,115.111115,-15.888889,2
109,5.666666,2.555556,-2.666667,3
154,50.703705,44.555557,-21.444445,4
55,23.444445,21.666666,-17.666666,1
35,13.481482,10.333334,-7.777778,5
77,59.11111,51.11111,-20.666666,4
15,130.14815,119.666664,-14.111111,2
119,1.222222,0.111111,-2.666667,3
20,125,114,-13.666667,2
94,15.37037,10.666667,-11.111111,5
215,18.074074,14.222222,19.444445,7
163,40.703705,35.22222,-8.111111,6
190,19.88889,16,20,7
100,21.074074,21.666666,-16.555555,1
83,6.259259,2.222222,-4.777778,3
185,47.814816,43.88889,-19.444445,6
67,20,19.555555,-16.333334,1
89,5.037037,2.888889,-7.111111,5
176,22.74074,19.444445,18.777779,7
124,54.333332,49.444443,-18,4
40,110.03704,95.333336,-12.777778,2
135,4.148148,5.666666,-6.444445,1
134,2.111111,1,-4.333334,5
45,101.92593,88.111115,-26.444445,2
116,1.962963,0.222222,-3.888889,3
182,55.074074,49.555557,-22.555555,6
29,128.48148,119,-14.444445,2
200,56.666668,50.666668,-22.666666,6
160,42.814816,36.444443,-18.444445,6
241,8.259259,5.888889,10.888889,7
229,13.703704,11.222222,15.222222,7
195,16.037037,14.444445,12.888889,7
137,1.37037,0,-4.111111,5
147,6.037037,5.666666,-8.444445,1
149,16.814816,13.444445,-10.777778,4
