@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R8,10-11,20'

@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.777777,38.37037,37.88889,4
2.555556,5.888889,3.222222,3
3.277778,34.851852,31.88889,4
4.944444,35.48148,32,4
1.944444,4.444445,1.222222,3
1.27778,127.333336,116.77778,2
1,6.222222,7,1
0.277778,9.296296,6.111111,5
0.777778,18.518518,15.333333,7
0.611111,106.51852,92.888885,2
1.833333,15.111111,11.222222,7
0.611111,2.962963,1.111111,5
2,13.333333,9.888889,7
0.833333,2.888889,0.666667,3
2.333333,6.259259,3.888889,5
1.055556,7.111111,6,7
1.388889,15,13.333333,7
2.499999,56.25926,51.22222,6
3.833332,106.07407,92.111115,2
2.166666,23.777779,22.444445,1
2.055554,64.37037,56.88889,4
1.277778,0.851852,0.333333,3
2.444444,4.666666,2.555556,3
0.777776,65.55556,60,4
1.888889,12.62963,9.444445,7
0.666669,120.703705,108.111115,2
1.944444,49.62963,45,6
2.277778,60.444443,53.444443,6
1,6.259259,7.777778,1
3.111111,15.185185,12.111111,7
0.833333,5.888889,7,1
1.055556,60.185184,53.22222,4
1.555556,56.77778,52,4
0.833333,102.48148,88,2
3.055555,48.51852,44.11111,6
2.666667,25.74074,22.666666,1
1.222221,124.37037,112.666664,2
4.5,22.333334,21.777779,1
2.666667,13.222222,10.888889,7
0.388889,1.333333,0,3
2.166666,45.74074,41.22222,4
0.833333,1.777778,0.444444,3
1.888889,61.62963,55,6
1.777778,16.925926,18.333334,1
1.666667,40.22222,37.22222,4
1.611111,16.703703,15.333333,7
0.444444,6.444445,4.111111,5
3.388888,41.703705,37.88889,6
2.055555,60.925926,52.555557,4
0.444445,17.185184,13,5
0.5,138.07408,132.55556,2
33.444447,42.814816,35.88889,3
5.5,53.444443,48.22222,6
0.388889,6.111111,8,1
1.388889,11.62963,9.555555,7
0.222222,9.444445,6.111111,5
3.999999,13.296296,7,3
0.444444,0.555556,0,3
5.555555,40.296295,35.77778,6
0.777779,125.77778,115.666664,2
1.777779,126.22222,115.111115,2
1.111111,8.333333,5.333334,5
0.611111,6,7.444445,1
1.333333,43.22222,37.22222,4
0.222222,0.259259,0,5
0.944445,107.44444,94.666664,2
0.666667,4.518518,6.111111,1
1.499999,125.44444,114.111115,2
3.277778,59.74074,52.88889,6
1.944444,17.925926,18.555555,1
1.611111,6.37037,9.666667,5
11.722221,26.444445,23.444445,6
0.666667,6.444445,7.555555,1
3.833333,5,2.555556,3
6.388889,54.962963,47.88889,6
1.333334,19.851852,19.444445,1
0.5,5.814815,7.555555,1
1.5,20.333334,18.222221,1
1.166667,3.703704,0.777778,3
0.388889,0.518518,0,3
2.444444,14.296296,12,7
0.5,6.666666,8.333334,1
1.444444,19.074074,10.555555,3
1.333333,13.37037,11.555555,7
2.166667,15.37037,12.666667,7
0.666667,5,6.555555,1
18,14.333333,13,5
1.333333,133.11111,124.666664,2
2.111111,2.074074,0.666667,3
1.222222,21.518518,16.88889,5
3.611111,20.148148,15.666667,5
1.111111,15.814815,12.444445,7
1.166667,126.77778,115.77778,2
1.277777,21.444445,19.88889,4
5,44.592594,40.333336,4
0.722222,13.37037,11.222222,7
2,24.851852,23.666666,1
2.111111,14.481482,12.555555,7
0.888889,36.77778,32,4
1,137.62962,132.11111,2
2.944445,14.444445,10.111111,5
1.055556,6.888889,5.666666,5
1.666669,125.333336,115.77778,2
4.333334,8.740741,6.444445,5
0.666667,6.185185,7.666666,1
5,7.555555,3.555556,3
1.444443,39.037037,33.555557,4
3.611111,34.925926,31.444445,6
11.5,42.37037,36.88889,6
1.833333,39.333332,35.555557,4
3.500001,47.74074,42.77778,6
6.222223,105.59259,92.666664,2
0.166667,1.222222,0.444444,5
0.722221,126.44444,116.22222,2
1.722223,68.296295,59,4
1.888889,2.925926,1.222222,3
4.666666,42.074074,38.77778,4
7,37.703705,34.11111,4
1.055555,16.11111,11.888889,7
0.111111,0.074074,0,5
1.555556,20.148148,14.222222,3
1.666666,58.074074,52.666668,4
8.333332,32.88889,29,6
1.055556,22.666666,16.444445,5
0.777779,47.592594,41.11111,4
0.166667,0.777778,0,5
