@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,8,10-12,15,20'

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
40,1.499999,123.77778,113.333336,139.66667,47.666668,2
197,4.944445,50.333332,44.666668,62.22222,35.666668,6
185,9.888888,30.88889,27.777779,37,18.333334,6
185,2,54.22222,48.555557,67.22222,39,6
21,1.166667,126.77778,115.77778,141.88889,45.333332,2
126,3.388889,23.296297,21,28.88889,16.777779,4
144,0.5,1.148148,0,3.444444,6.888889,3
200,4.833333,54.703705,47.88889,69,42.88889,6
190,1.611111,49.48148,44.77778,60.666668,33.555557,6
182,3.611111,34.925926,31.444445,42.88889,23.88889,6
85,2.055556,4.296296,1.333333,8.888889,13.777778,3
135,0.444444,2.407408,1.333333,5.111111,8.111111,5
75,11.111111,116.703705,105.888885,133,48.88889,2
99,3.055555,4.148148,1.111111,9,14.555555,3
46,2.166668,124.55556,112.77778,141,49.333332,2
120,4.277778,49.407406,44.88889,59.333332,29.777779,4
137,3.444445,40.851852,39.88889,45.333332,13.444445,4
231,2.666667,12.296296,8.777778,11.111111,-3.555556,7
59,1.333333,122.03704,110.55556,138.77779,50.22222,2
237,0.555555,8,6.555555,5.666666,-7,7
170,1.222222,16.407408,12.777778,16.88889,1.444444,7
188,1.944443,49.962963,45.11111,61.444443,34.444443,6
211,1.611111,13.740741,11.111111,12.333333,-4.222222,7
188,1.111111,60.333332,53.555557,74.888885,43.666668,6
188,5.111111,29.962963,26.88889,36.444443,19.444445,6
113,0.777778,5.592593,7.111111,6.666666,3.222222,1
137,0.277778,0.222222,0,0.666667,1.333333,3
108,1.388889,17.666666,19,21.11111,10.333333,1
182,3.611111,34.925926,31.444445,42.88889,23.88889,6
176,5.111111,60.296295,53.333332,75.66667,46.11111,6
185,0.944444,19.25926,14.888889,18.222221,-3.111111,7
61,3.111111,18.962963,18.666668,24.222221,15.777778,1
96,0.666666,19.592592,15.222222,28.444445,26.555555,5
174,1.722222,13.481482,10.888889,12.555555,-2.777778,7
55,1.277778,21.037037,20.555555,26.666666,16.88889,1
136,0.444444,5.62963,7.111111,6.444445,2.444444,1
31,0.888889,126.85185,115.55556,143.11111,48.77778,2
116,0.499999,61,52.444443,76.44444,46.333332,4
64,1.333331,108.77778,96.333336,126.22222,52.333332,2
157,2.111111,19.666666,16.444445,18.666668,-3,7
135,1.055556,5.703704,7.444445,6.444445,2.222222,1
122,11.444444,39.22222,35.77778,47.555557,25,4
114,0.5,16.11111,11.777778,24.11111,24,5
117,1.277778,45.88889,39.555557,58.444443,37.666668,4
15,1.222221,132.22223,123,145.33334,39.333332,2
35,1.222221,97.92593,83,122,72.22222,2
125,0.5,1.37037,0,3.888889,7.555555,3
109,1.111111,1.962963,0.333333,4.777778,8.444445,3
64,2,56.592594,49.666668,71,43.22222,4
90,0.666667,2.814815,0.555556,6.888889,12.222222,3
67,2.444445,20,19.555555,25.88889,17.666666,1
161,9.222222,44.074074,38,54.555557,31.444445,6
173,2.111111,17.148148,13.555555,15.555555,-4.777778,7
122,0.444444,0.555556,0,1.222222,2,3
121,0.944445,17.222221,8.888889,29.222221,36,3
136,2.777778,19.444445,16.88889,25.777779,19,3
61,0.722222,8.777778,5.888889,14.333333,16.666666,5
