@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2-3,11,15-16,20'

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
117,9,6.888889,4.666666,-7.666666,1
62,9,53.444443,45.555557,-22.777779,4
224,9,15.444445,-7.444445,21.88889,7
201,9,6.222222,-6.666666,11.333333,7
95,9,2.111111,1.222222,-1.111111,5
34,9,111.44444,50.333332,-15,2
203,9,47.666668,41,-22,6
57,9,86.22222,65.333336,-22.666666,2
83,9,1.555556,6.888889,-0.444444,3
57,9,76.44444,79.22222,-29.777779,2
151,9,23.11111,36.88889,-14.777778,4
184,9,11.444445,-6.888889,13.444445,7
147,9,3.888889,7.555555,-6.777778,1
