@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
61,0.833333,17.88889,-3.222222,-1.700913,1
94,3.666667,15.666667,-1.666667,-1.627145,1
121,2,17.555555,-4.333334,-1.740736,1
74,0.666667,16.666668,-2.222222,-1.646671,1
131,0.777778,2.888889,4.444445,-0.874641,1
55,1.777777,17.555555,-5.333334,-1.771163,1
92,2.166667,13.555555,0.222222,-1.548296,1
59,2.055555,15.888889,-3.111111,-1.680812,1
111,0.611111,3,4.444445,-0.897859,1
85,1.777778,13.111111,2.777778,-1.386867,1
126,0.444445,3.111111,5,-0.895807,1
134,0.666667,2.555556,5.111111,-0.730465,1
96,2.777778,16.222223,0.666667,-1.530686,1
67,1.833333,16.333334,0.888889,-1.524771,1
129,0.666667,3.777778,4.666666,-0.932783,1
117,1,16.222223,-0.333333,-1.574477,1
122,0.333333,3,4.333334,-0.953435,1
62,1.222223,15.666667,-1.333333,-1.620398,1
113,0.277778,3.444444,3.222222,-1.175454,1
115,3.888889,15.111111,1.888889,-1.440963,1
114,0.833333,3.222222,3.333333,-1.151837,1
142,1.5,2.333334,6.333334,-0.604864,1
67,2.111111,20.444445,-6.111111,-1.768356,1
67,2.444445,14.555555,-1.333333,-1.623202,1
111,0.888889,3.444444,2.888889,-1.175773,1
147,0.777778,3.888889,-4,-1.783388,1
111,0.611111,3,4.444445,-0.897859,1
113,2.777778,10.111111,7.222222,-0.9757,1
120,0.444445,3.333333,5.444445,-0.820403,1
147,0.5,1.888889,-0.777778,-1.475643,1
144,0.722222,2.666667,3.555556,-0.969119,1
128,0.666667,3.111111,4,-0.985811,1
134,0.722222,3.333333,5.333334,-0.806042,1
121,0.611111,3.777778,4.777778,-0.914324,1
135,0.833333,2.666667,5.666666,-0.692028,1
90,2,18.666668,-3.555556,-1.705942,1
111,1.055556,3.222222,3.555556,-1.065066,1
63,2.111111,15.333333,-3.777778,-1.72683,1
104,1.5,13.666667,1.555556,-1.446641,1
81,1.833333,14.555555,1.444444,-1.472378,1
93,2.111111,15.444445,-4.444445,-1.730306,1
72,1.666666,19.444445,-7.333334,-1.807866,1
55,1.777777,17.555555,-5.333334,-1.771163,1
74,1.388889,15.555555,-0.444444,-1.554234,1
124,0.388889,3.333333,4.222222,-1.02473,1
58,1.388889,15.444445,-2.777778,-1.685074,1
126,0.555556,2.555556,4.555555,-0.877707,1
145,0.5,1.888889,3.777778,-0.959485,1
68,2.388889,12.444445,-0.111111,-1.563972,1
91,2.166666,16.666668,-1.444444,-1.630409,1
116,0.333333,3.111111,3.444444,-1.099624,1
149,1,3.666667,-4.222222,-2.009108,1
63,1.944444,17.11111,-6.111111,-1.813886,1
120,3.222222,18.444445,-4.666666,-1.76489,1
149,0.722222,3.555556,-4,-1.985703,1
109,1.333334,13.111111,4.333334,-1.276562,1
64,2.388889,16.555555,-1.444444,-1.625668,1
106,0.722222,14.111111,1.333333,-1.48458,1
113,0.722222,3,4.888889,-0.851202,1
114,1,3.666667,4,-1.0108,1
83,3.611111,13.888889,1.111111,-1.456819,1
116,0.333333,3.111111,3.444444,-1.099624,1
108,1.611111,12.444445,5.666666,-1.169517,1
73,2.611111,13.888889,0.444444,-1.524253,1
110,1.944444,2,0.333333,-1.539762,1
117,0.555556,3.444444,1.666667,-1.353896,1
106,1.611111,17.222223,-3.111111,-1.695804,1
91,2.555556,14.888889,0.111111,-1.55225,1
137,1.111111,3.333333,5.777778,-0.744272,1
55,1.277778,15.888889,-1.444444,-1.634416,1
133,0.5,3.888889,5,-0.924817,1
89,3.666667,16.88889,-2,-1.625587,1
40,1.111112,12.555555,-4.555555,-1.783602,1
80,2.5,19.555555,-6,-1.773594,1
123,0.5,3.222222,5.222222,-0.837598,1
117,0.388889,3.888889,4,-0.983947,1
122,0.5,3.888889,5.111111,-0.83212,1
81,1.333333,17,-1.111111,-1.606794,1
143,0.444444,2.777778,4,-1.048222,1
86,1.222222,20.222221,-6.777778,-1.804829,1
85,2.500001,15.444445,-1,-1.603957,1
116,1.555556,16.333334,-1.444444,-1.632243,1
101,1.777778,12.555555,4.222222,-1.21111,1
59,2.055555,18,-3.555556,-1.699326,1
61,1.555555,16.11111,-4.222222,-1.737293,1
129,1.111111,3.777778,4.777778,-0.912766,1
138,0.833333,3.333333,4.777778,-0.862108,1
60,2.888889,20.333334,-6.222222,-1.776113,1
70,1.833333,17.88889,-2,-1.649603,1
124,0.666667,3.555556,4.444445,-0.95784,1
72,1.777778,20.11111,-8.777778,-1.846158,1
132,0.944444,3.555556,5.111111,-0.726018,1
56,1.333334,14.666667,-1.222222,-1.622211,1
118,0.444445,3.555556,3.888889,-1.076198,1
136,0.666667,4.111111,4.555555,-0.963931,1
139,0.777778,3,3.666667,-1.004936,1
100,1.222222,15.555555,1.777778,-1.477019,1
131,0.333333,3,6,-0.621222,1
116,0.444445,3.666667,3.222222,-1.19107,1
51,2.666667,19.444445,-9.222222,-1.873032,1
111,1.333333,13.888889,3.444444,-1.333792,1
139,0.833333,3.555556,4.333334,-0.965946,1
69,1.88889,19.11111,-6.666666,-1.79139,1
116,0.444445,3.666667,3.222222,-1.19107,1
112,1,3.555556,2.333333,-1.273992,1
141,0.777778,3,4.777778,-0.843732,1
102,1.333333,15.444445,0.222222,-1.555097,1
145,0.722222,3,3.111111,-1.068968,1
68,2.166667,20.444445,-8.888889,-1.848523,1
115,2.222223,12.222222,-2.666667,-1.54801,1
118,0.666667,3.666667,3.333333,-1.134543,1
146,0.666667,2.888889,1.666667,-1.258358,1
140,0.5,3.666667,4.333334,-0.91962,1
132,0.222222,2.888889,5.222222,-0.808383,1
108,0.944444,16.555555,-2.777778,-1.683529,1
113,0.777778,3,4.555555,-0.942558,1
66,2.166667,16.777779,-4.222222,-1.733544,1
131,0.777778,3.666667,4.777778,-0.804846,1
124,0.444444,2.666667,4.666666,-0.877707,1
142,1.277778,2.333334,4.888889,-0.776334,1
88,2.888889,16.666668,-2.444444,-1.653787,1
92,2,14.555555,2.555556,-1.408242,1
68,1.777778,15.888889,-3.444444,-1.700324,1
138,0.833333,3.333333,4.777778,-0.862108,1
88,1.722222,15.666667,0.888889,-1.512555,1
118,0.555556,3.222222,3.222222,-1.053347,1
101,1.277778,15.888889,-0.222222,-1.558599,1
125,0.666667,3.555556,3.444444,-1.121818,1
71,2.833333,16.777779,-2.666667,-1.66796,1
104,3.055556,15.444445,0.111111,-1.555376,1
124,0.388889,3.333333,4.222222,-1.02473,1
145,0.611111,2.222222,4.888889,-0.57094,1
118,0.722222,3.555556,4.777778,-0.87829,1
57,2.111111,19.777779,-4.888889,-1.739017,1
64,1.388889,17.666668,-4.222222,-1.724894,1
124,0.888889,3.444444,3.666667,-1.037663,1
67,2.444445,14.555555,-1.333333,-1.623202,1
113,2.944444,15.333333,-0.777778,-1.585609,1
143,0.666667,3,4.111111,-0.914813,1
106,2.111111,14.888889,0,-1.55762,1
79,2.111111,12.111111,1.555556,-1.453114,1
87,2.722222,12.777778,2.666667,-1.318373,1
102,1.944444,13.333333,1.888889,-1.447037,1
114,0.666667,3.111111,3.888889,-0.91061,1
114,1.944444,14.888889,0.444444,-1.508658,1
86,3.555556,17.88889,-1.444444,-1.60859,1
123,0.666667,4,4.444445,-0.985729,1
140,1,3.777778,4.666666,-0.909267,1
78,2,18.555555,-1.777778,-1.610448,1
115,0.777778,3.666667,3.111111,-1.175454,1
143,0.5,3,5.666666,-0.796918,1
45,3.277778,16.444445,-4.111111,-1.73537,1
111,0.611111,3.222222,5.222222,-0.872666,1
123,0.388889,3.555556,5.666666,-0.761648,1
118,3.444444,17.666668,-3.555556,-1.707392,1
89,1.666667,18.11111,-2.333333,-1.664008,1
60,1.277778,14.666667,-1.777778,-1.650048,1
130,0.666667,3.222222,5,-0.871495,1
64,1.666666,14,-4,-1.755505,1
122,0.5,3.444444,3.666667,-1.05144,1
136,1,3.777778,4.555555,-0.924607,1
75,1.5,16.88889,-2.222222,-1.641882,1
74,2.166667,17.666668,-3.111111,-1.66658,1
143,0.666667,2,4.777778,-0.87829,1
92,1.777778,17.11111,-3.333333,-1.682651,1
34,1.5,14.888889,-6.333334,-1.823148,1
135,1.055556,3.222222,5.222222,-0.787376,1
110,2.666667,13.444445,2.888889,-1.345096,1
107,1.777778,11.888889,6.222222,-1.131973,1
142,1.722222,2.444444,5.888889,-0.675123,1
109,1.944444,12.555555,5.888889,-1.131204,1
85,1.777778,13.111111,2.777778,-1.386867,1
77,2.444445,18.444445,-3.111111,-1.68954,1
71,4.5,16.666668,-1.666667,-1.636863,1
142,0.944444,2.777778,4.555555,-0.829712,1
126,1,3.777778,3.555556,-1.118131,1
60,2.888889,20.333334,-6.222222,-1.776113,1
80,3,18.555555,-1.444444,-1.620451,1
115,0.333333,3.888889,4.666666,-0.965144,1
118,2.277778,15.777778,-2.666667,-1.620749,1
56,1.333333,16.88889,-4.888889,-1.759414,1
111,2.555555,1.777778,0.888889,-1.43724,1
95,0.944444,16.222223,-0.222222,-1.567327,1
126,0.611111,2.888889,6.777778,-0.612886,1
90,5.111111,16.777779,-1.888889,-1.622331,1
107,1.611111,12.555555,3.444444,-1.312499,1
92,2.5,14.333333,-0.888889,-1.570588,1
136,1,3.777778,4.555555,-0.924607,1
53,2.833333,20.11111,-12.888889,-1.937482,1
100,1.388889,16.444445,-1.333333,-1.623301,1
116,1.166667,3.555556,3,-1.163245,1
140,1,3.777778,4.666666,-0.909267,1
118,1.055556,3.222222,4.111111,-0.960827,1
111,1.611111,15.111111,-0.444444,-1.58144,1
84,1.611111,18,-0.888889,-1.598867,1
135,0.888889,3,4.777778,-0.892179,1
129,0.666667,3.777778,4.666666,-0.932783,1
75,0.722222,15.777778,-0.666667,-1.590164,1
92,2.333333,17.555555,-1.666667,-1.637777,1
116,0.888889,16.88889,-2.333333,-1.670314,1
107,1.888889,13.888889,3,-1.357871,1
62,1.833333,15.777778,-1.888889,-1.650123,1
95,0.944444,16.222223,-0.222222,-1.567327,1
98,1.888889,15.777778,0.333333,-1.528895,1
123,0.444444,2.333334,4.333334,-0.853547,1
131,1.333333,3,4.666666,-0.850783,1
122,0.555556,3.222222,4.111111,-0.964797,1
117,0.5,3.333333,3,-1.179692,1
114,2.111111,10.333334,4.777778,-1.179347,1
137,1.111111,3.333333,5.777778,-0.744272,1
102,2.611111,17.333334,-2.888889,-1.68544,1
125,0.666667,3.555556,3.444444,-1.121818,1
103,2.277778,11.666667,4.555555,-1.219211,1
116,0.222222,2.888889,3.444444,-1.093148,1
143,0.444445,2.666667,4.555555,-0.907416,1
115,0.333333,4,3,-1.210357,1
101,1.277778,15.888889,-0.222222,-1.558599,1
103,1.833333,16.333334,-1.888889,-1.634396,1
129,0.888889,4,5.333334,-0.843904,1
86,1.722222,13.666667,-0.111111,-1.541502,1
145,0.722222,3,3.111111,-1.068968,1
111,0.888889,3.444444,2.888889,-1.175773,1
134,0.777778,3.666667,4.111111,-0.966318,1
101,1.722222,14.888889,0.777778,-1.520125,1
125,0.666667,3.444444,4.111111,-0.944272,1
95,2.499999,16,0,-1.555549,1
147,0.722222,2.222222,-1.444444,-1.561754,1
59,2.944445,18.555555,-8.222222,-1.836328,1
128,0.888889,3.444444,5.888889,-0.7213,1
89,2.555556,14.222222,-0.555556,-1.544214,1
92,1.388889,17.555555,-2,-1.653926,1
96,2.833333,16.666668,-2.888889,-1.676921,1
73,1.611112,15.333333,-2.555556,-1.675465,1
61,3.111111,14,-0.888889,-1.591206,1
124,0.611111,2.777778,5.333334,-0.752669,1
111,0.5,2.888889,3,-1.181388,1
133,1.166667,3.666667,4,-1.077659,1
70,1.722222,19.666668,-4.777778,-1.74518,1
44,2.38889,13.666667,-4.222222,-1.753726,1
101,2.222222,13.888889,1.888889,-1.457591,1
134,0.388889,2.888889,4.444445,-0.912631,1
58,1.444444,117.55556,-35.444443,-2.357271,2
22,0.722221,133.88889,-14.888889,-2.158304,2
46,2.166668,119.888885,-35.333332,-2.357688,2
71,0.888888,116.77778,-32.22222,-2.301203,2
75,0.888888,77.77778,-49.666668,-2.232,2
65,1.500001,117.333336,-34,-2.303991,2
77,1.166665,103.77778,-41.22222,-2.42468,2
36,1,131.22223,-20.222221,-2.247156,2
72,1.055559,120.77778,-30.666666,-2.32084,2
29,0.777779,94.666664,-43.444443,-2.257217,2
78,0.777779,131,-20.666666,-2.225537,2
63,0.333332,104.44444,-38.11111,-2.382438,2
51,2.055553,118.888885,-33.555557,-2.30531,2
29,1.388891,123.666664,-28.444445,-2.29776,2
67,0.888889,117.888885,-31.666666,-2.317188,2
18,1.277777,120.888885,-34.88889,-2.352184,2
21,1.333333,126.333336,-27.555555,-2.364884,2
15,0.666668,109.111115,-40.88889,-2.389025,2
41,1.111115,133.55556,-19.444445,-2.268529,2
25,0.833333,93.77778,-43.444443,-2.253408,2
36,1.833335,94.333336,-40.444443,-2.232346,2
28,1.111112,107.22222,-46.22222,-2.425992,2
45,0.611109,92.55556,-42.333332,-2.247816,2
13,0.944445,139.44444,-14.111111,-2.276767,2
47,0.666667,87.333336,-43.666668,-2.223218,2
96,0.944445,80.77778,-44.444443,-2.219979,2
21,1.222221,126.44444,-28.11111,-2.357178,2
13,0.555557,128.44444,-29,-2.386251,2
50,0.77778,118.333336,-33,-2.28828,2
28,1.444441,117.888885,-34.555557,-2.35398,2
15,1.222225,97.55556,-46.88889,-2.266452,2
60,1.055556,118.666664,-29,-2.293386,2
43,1.111111,119.888885,-28.777779,-2.270653,2
51,0.833335,117.44444,-36.88889,-2.330465,2
47,0.999997,131.11111,-22,-2.30244,2
57,1.388891,131.22223,-19,-2.187422,2
98,1.666667,82.77778,-45,-2.238522,2
38,2.111111,108.55556,-39.11111,-2.370002,2
64,1.333331,103.77778,-37.333332,-2.355443,2
29,1.055553,123.22222,-27.666666,-2.271128,2
62,1.166668,121.55556,-26.777779,-2.275425,2
32,1.777779,121.333336,-33.333332,-2.333746,2
43,0.833335,121.55556,-27.444445,-2.280207,2
75,11.111111,111.22222,-32.444443,-2.295488,2
71,1.499999,121.44444,-31.222221,-2.339758,2
20,0.611112,107.111115,-39.77778,-2.385213,2
91,0.722221,98.666664,-37,-2.300486,2
59,1.055556,116.888885,-37.444443,-2.364216,2
24,1.611109,116.333336,-32.555557,-2.307914,2
41,0.388892,105.111115,-43.77778,-2.404745,2
96,0.611112,103.22222,-24.444445,-2.085954,2
77,1.277776,131.88889,-22.11111,-2.277146,2
15,0.555556,125.44444,-32.77778,-2.38244,2
73,1.611111,120.55556,-30.222221,-2.307396,2
22,1,132.88889,-16.555555,-2.146204,2
56,0.833333,121.44444,-30.333334,-2.326783,2
79,0.777779,102.77778,-41.555557,-2.377965,2
54,1.222221,119.111115,-35.11111,-2.328661,2
40,0.555556,119.55556,-32.77778,-2.2949,2
18,1.166669,134.33334,-19.333334,-2.27511,2
33,0.500001,106.333336,-41.444443,-2.408019,2
49,1.77778,118.55556,-32.77778,-2.303412,2
19,0.944443,122.888885,-32.88889,-2.344188,2
54,0.944444,108.77778,-23,-2.079152,2
67,1.055556,101.55556,-28.222221,-2.173099,2
72,1.499999,121.111115,-34,-2.366197,2
107,1.055555,130,-23.666666,-2.317384,2
31,0.666664,133,-16.88889,-2.251504,2
87,0.777779,131.88889,-22.555555,-2.312874,2
62,0.888887,102.77778,-28.555555,-2.178149,2
115,1.444445,129.77779,-28.666666,-2.405477,2
30,1.222223,108.888885,-37.444443,-2.385308,2
31,0.777777,110.44444,-39.22222,-2.384877,2
57,1.166667,131.77779,-18.222221,-2.215046,2
75,1.055559,121.111115,-30.555555,-2.309804,2
39,1.333333,108.44444,-40.666668,-2.393564,2
63,0.666668,114.666664,-35.333332,-2.315885,2
47,1.555557,117.666664,-29.222221,-2.23989,2
79,0.777779,102.77778,-41.555557,-2.377965,2
49,1.499999,120.44444,-29.555555,-2.263738,2
28,0.888887,108.333336,-40.555557,-2.387884,2
45,1.555557,116.111115,-31.222221,-2.292668,2
57,1.611109,92.888885,-42.666668,-2.288131,2
42,1.666668,104.888885,-39.77778,-2.410388,2
62,1.666669,120.77778,-28.666666,-2.314232,2
32,2.611109,132.77779,-19.555555,-2.280755,2
47,1.499999,99.333336,-41.666668,-2.271072,2
53,0.833333,130.33334,-19.666666,-2.217488,2
83,1.055552,80.44444,-48.22222,-2.239053,2
74,0.500001,93.22222,-38.22222,-2.220553,2
64,1.333331,103.77778,-37.333332,-2.355443,2
55,1,107.77778,-38,-2.319697,2
46,2.166668,119.888885,-35.333332,-2.357688,2
14,1.222223,109.22222,-41.11111,-2.391113,2
93,1.944444,76.111115,-46.88889,-2.231558,2
16,0.888891,105.22222,-38.11111,-2.293933,2
27,0.5,135.11111,-16.555555,-2.264532,2
47,1.000001,121.44444,-31.11111,-2.315792,2
33,1.055553,121.22222,-33.666668,-2.348002,2
41,0.833333,108,-39.333332,-2.404553,2
17,1.888889,126.333336,-32.333332,-2.412968,2
48,0.555555,116.77778,-30.444445,-2.278604,2
58,1.055559,104.44444,-38.22222,-2.375207,2
27,2.055557,117.77778,-33.333332,-2.334512,2
76,1.333333,79.111115,-46.555557,-2.208019,2
24,0.888888,123.55556,-29.88889,-2.349252,2
85,0.888888,83.44444,-43,-2.208414,2
39,1.833333,105.55556,-32.444443,-2.198158,2
48,1.333331,107.44444,-25,-2.090557,2
30,0.833332,117.55556,-31.666666,-2.27951,2
66,0.888888,85.888885,-43.333332,-2.235701,2
18,0.944445,135,-15.888889,-2.214612,2
104,1.833335,94.44444,-39.88889,-2.326201,2
57,1.000001,83,-49.444443,-2.254208,2
30,0.944444,108.44444,-40.88889,-2.395064,2
45,0.777779,104.111115,-39.22222,-2.371807,2
16,1.666667,95,-44.88889,-2.302468,2
34,1.388888,120.77778,-35.444443,-2.357272,2
54,0.666667,104.888885,-37.22222,-2.351182,2
41,0.277779,131.33334,-20.333334,-2.270225,2
70,1.111108,105.77778,-25.555555,-2.17166,2
15,1.888888,125.44444,-31.444445,-2.32497,2
44,2.333333,118.888885,-31.777779,-2.384657,2
20,0.833333,120.44444,-33,-2.348006,2
27,1.444445,133.44444,-14.888889,-2.146716,2
56,0.833333,121.44444,-30.333334,-2.326783,2
90,0.777779,106,-22.777779,-2.097815,2
34,1.888891,133,-16.777779,-2.2,2
25,0.388889,107.55556,-43.333332,-2.396894,2
71,2.222221,97.888885,-27,-2.143159,2
15,1.444443,137.44444,-19.222221,-2.330563,2
67,3.833332,100.55556,-41.88889,-2.357338,2
19,1.444447,122.111115,-33.666668,-2.352834,2
13,1,113.666664,-36.333332,-2.351897,2
94,1.277776,85.77778,-43.22222,-2.227114,2
39,1.111111,123.111115,-32.88889,-2.352961,2
21,1.166667,122.666664,-33,-2.370372,2
41,1.888889,115.333336,-33.77778,-2.280803,2
25,1.111111,123.888885,-30.666666,-2.354552,2
13,1.666664,140,-20.11111,-2.449265,2
21,1.166667,122.666664,-33,-2.370372,2
33,0.500001,106.333336,-41.444443,-2.408019,2
101,0.611109,131.11111,-25.444445,-2.328735,2
58,1.000001,82.66667,-47.444443,-2.239301,2
57,0.77778,90.22222,-43.77778,-2.264402,2
33,0.611109,102.333336,-39.333332,-2.266225,2
63,6.222223,100.888885,-38.77778,-2.375282,2
65,0.722221,88.111115,-43.666668,-2.239144,2
13,1.111112,95.666664,-47.666668,-2.28708,2
20,0.833333,120.44444,-33,-2.348006,2
42,0.944444,122.333336,-30.11111,-2.31442,2
52,1.333333,121.55556,-30.666666,-2.348494,2
81,0.833332,80.888885,-44.88889,-2.187399,2
11,2.888891,142.55556,-19.666666,-2.521648,2
66,1.444443,116.888885,-34.666668,-2.307094,2
31,1.222223,122.111115,-29.11111,-2.310766,2
12,1.611112,114.55556,-35.444443,-2.368866,2
81,0.888891,104.22222,-21.777779,-2.033487,2
40,0.666667,105.77778,-44.11111,-2.419456,2
27,0.999997,133,-17.88889,-2.264129,2
31,1.333333,132.33334,-18.11111,-2.255012,2
48,1.277781,130.88889,-21.88889,-2.278428,2
28,1.222221,102.44444,-37.77778,-2.238865,2
21,1.333332,122.55556,-35.444443,-2.377814,2
41,0.388892,105.111115,-43.77778,-2.404745,2
18,0.555557,108.666664,-44.666668,-2.45498,2
13,1.111115,137.33334,-17.777779,-2.292384,2
81,1.055557,79.111115,-44.22222,-2.18233,2
40,1.222221,122.55556,-29.88889,-2.308766,2
53,1.111109,104.888885,-26.444445,-2.117007,2
57,1.388891,119.44444,-34,-2.376054,2
19,1.888888,103,-37.88889,-2.264331,2
36,1.055556,108.888885,-39.77778,-2.362237,2
85,0.888887,91.77778,-36.77778,-2.186342,2
81,0.722224,101,-42.11111,-2.382261,2
78,2.666665,101.666664,-40.88889,-2.368082,2
54,1.722223,103.666664,-36.22222,-2.33633,2
92,0.77778,80.66667,-46.333332,-2.242802,2
35,0.888888,120.44444,-34.22222,-2.346636,2
50,1.111112,103.55556,-46.11111,-2.37202,2
90,0.777779,106,-22.777779,-2.097815,2
32,1.33333,113.111115,-38.666668,-2.421193,2
30,0.611111,120.111115,-30.88889,-2.295989,2
99,0.777779,83.22222,-43.22222,-2.207756,2
11,2.888891,142.55556,-19.666666,-2.521648,2
83,1.055552,80.44444,-48.22222,-2.239053,2
90,1.27778,105.333336,-22.333334,-2.078418,2
57,1.22222,120.22222,-31.444445,-2.34019,2
13,1.333333,126.111115,-32.22222,-2.355244,2
58,0.888891,119,-31.333334,-2.365385,2
35,1.222221,88.77778,-44.77778,-2.248235,2
59,1.333333,116.77778,-34.444443,-2.323173,2
44,1,90.55556,-42,-2.254541,2
23,1.166665,118.22222,-36,-2.356262,2
23,1.166665,119.77778,-37.666668,-2.37055,2
15,1.222221,128.33334,-27.666666,-2.341041,2
40,1.333332,118.888885,-30.555555,-2.270219,2
66,1.833335,107,-22,-2.09899,2
41,1.111112,117.44444,-33.444443,-2.299918,2
25,0.944447,111.333336,-37.77778,-2.360195,2
53,0.722223,119.77778,-33.333332,-2.39327,2
56,0.722221,121.44444,-30.666666,-2.307657,2
45,1,93.111115,-41.444443,-2.238324,2
62,1.111112,121.111115,-27.222221,-2.315962,2
32,2.611109,132.77779,-19.555555,-2.280755,2
35,0.722221,132,-15.777778,-2.146845,2
68,0.777779,120.666664,-30.333334,-2.300618,2
79,1.055553,79.44444,-47.666668,-2.241633,2
46,1.05556,131.55556,-18.222221,-2.232616,2
29,1.055553,123.22222,-27.666666,-2.271128,2
50,0.944445,101.888885,-38.333332,-2.337296,2
32,1.777779,121.333336,-33.333332,-2.333746,2
34,1.000001,118.22222,-35.333332,-2.343381,2
72,1.166667,84,-42.666668,-2.22578,2
17,1.277779,121.55556,-33.444443,-2.348415,2
26,0.888888,133.11111,-17.666666,-2.230725,2
20,1.27778,122.55556,-31.666666,-2.326919,2
65,2,120,-31,-2.273744,2
47,1.111109,131.88889,-20.222221,-2.262555,2
18,0.5,108.888885,-34.333332,-2.340839,2
17,0.666667,126.22222,-28.555555,-2.339493,2
58,1.000001,117.111115,-35.666668,-2.349269,2
46,1.111112,99.77778,-40.88889,-2.270851,2
18,0.555553,107.666664,-35.11111,-2.278452,2
59,1.055556,121.44444,-28.777779,-2.308637,2
25,1.277776,94.888885,-43.555557,-2.252101,2
71,1.333333,79.111115,-49.11111,-2.249475,2
43,0.888889,99.111115,-39.11111,-2.247952,2
40,0.833333,119.77778,-33.333332,-2.313685,2
55,1.444447,95.111115,-39.22222,-2.251012,2
80,1.722224,103,-24.555555,-2.098697,2
18,0.944445,135,-15.888889,-2.214612,2
19,1.666672,135.33334,-18.666666,-2.358602,2
14,1.666669,112.666664,-38.333332,-2.390383,2
35,1.166665,105.44444,-38,-2.420203,2
49,0.722225,100.666664,-35.333332,-2.211659,2
42,1.666668,104.888885,-39.77778,-2.410388,2
89,1.277779,99.666664,-38.88889,-2.306204,2
58,0.888888,105.333336,-38.11111,-2.357271,2
39,1.222218,122.44444,-32.22222,-2.336025,2
71,1.499999,121.44444,-31.222221,-2.339758,2
44,1.166665,119.888885,-31.11111,-2.367282,2
26,0.444444,107.44444,-41.666668,-2.38614,2
80,1.444445,87.22222,-41.666668,-2.228712,2
50,1.444444,116.55556,-36.555557,-2.325679,2
113,1.333333,129,-25.333334,-2.309551,2
33,0.888888,119.55556,-34,-2.333537,2
55,1.166668,119.111115,-30.666666,-2.308179,2
58,1.000001,83.333336,-47.444443,-2.246316,2
74,0.500001,93.22222,-38.22222,-2.220553,2
12,1.777779,123.666664,-35.666668,-2.402917,2
57,0.666665,122.111115,-31,-2.362514,2
62,1.611109,103,-27.777779,-2.185419,2
16,0.944448,136.66667,-17.222221,-2.232895,2
35,1.444444,122.666664,-30.333334,-2.311049,2
51,0.944443,104,-40.555557,-2.383438,2
