@relation segment

@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
3.555556,3.444444,4.444445,1
11.666667,4.555555,8.888889,1
3.444444,2.888889,4.888889,1
17.88889,-2,19.333334,1
3,4.111111,3.444444,1
3.333333,4.444445,2.444444,1
15.666667,-5.444445,20.222221,1
18.444445,-3.111111,21.222221,1
13.666667,-0.111111,14.888889,1
3.888889,5,3.333333,1
14.888889,0,15.333333,1
3.666667,4,4.333334,1
16.333334,-1.888889,18.444445,1
2.222222,4.888889,0.222222,1
3.333333,5.333334,2.333333,1
3,4.888889,2.555556,1
16.88889,-2,18.333334,1
3.444444,3.666667,3.666667,1
15.888889,-3.111111,20.88889,1
2.222222,-1.444444,8.555555,1
2.888889,4.666666,2.666667,1
2.888889,3.444444,4.111111,1
14.333333,0.333333,15,1
20,-9.333333,28.666666,1
13.444445,-0.333333,16,1
3.444444,5.888889,1.555556,1
3.222222,3.222222,3.555556,1
3.111111,4,3.333333,1
3,4.777778,2.444444,1
16.88889,-2.333333,18,1
3.777778,4.666666,3,1
13.666667,-4.222222,19.444445,1
12.555555,3.444444,10.444445,1
12.555555,4.222222,8.888889,1
3.888889,-4,12.666667,1
19.666668,-4.777778,23.88889,1
18.444445,-4.666666,20.333334,1
3.444444,4.111111,3.111111,1
15.444445,-4.444445,19.222221,1
18.444445,-7,24.666666,1
4,3,5.333334,1
14.333333,-0.888889,15.111111,1
3.333333,4.333334,3.666667,1
3.111111,4,3.333333,1
15.888889,-3.444444,20.555555,1
2.888889,2,5.666666,1
4,5.333334,2.666667,1
16.555555,-2.777778,18.88889,1
18,-0.888889,18.444445,1
3.222222,5.222222,2.222222,1
2.555556,3.666667,3.666667,1
11.888889,6.222222,8.222222,1
16.666668,-2.222222,19.444445,1
3.555556,-4,9.666667,1
13.111111,4.333334,9.666667,1
19.555555,-6,25.333334,1
17.333334,-2.888889,20.11111,1
14.333333,-1.333333,16.333334,1
2.777778,5.333334,1.666667,1
17.666668,-3.111111,20.88889,1
3.111111,3.888889,2.555556,1
12.888889,4,10.333333,1
15.444445,0.111111,14.111111,1
22.11111,-7.555555,27.11111,1
13.888889,1.111111,13.444445,1
15.666667,-1.333333,18,1
18.88889,-2.555556,20.444445,1
2.333334,4.888889,1.888889,1
4.222222,3.444444,5.111111,1
12.555555,-4.555555,18.444445,1
16.666668,-2.888889,18.11111,1
3.222222,5,2.666667,1
19.11111,-6.666666,26.333334,1
15.222222,-1.111111,16.88889,1
17.11111,-6.111111,21.88889,1
2.888889,6.777778,0.777778,1
16.88889,-4.888889,22.444445,1
17.666668,-4.777778,22.88889,1
12.888889,4,10.333333,1
3.111111,5,3,1
3.333333,4.222222,3.888889,1
14.555555,1.444444,14.444445,1
16.777779,-2.666667,20.666666,1
3.666667,3.222222,5.222222,1
12.111111,1.555556,12.555555,1
15.666667,-1.666667,18.333334,1
15.777778,-0.666667,17.333334,1
14.888889,2.333333,12.666667,1
2.888889,4.666666,1.666667,1
3,4,4,1
3,4.111111,2.777778,1
16.222223,-0.333333,15.333333,1
12.444445,5.666666,8.333333,1
3.444444,3.666667,4,1
3.333333,4.777778,2.444444,1
13.888889,3,12,1
16.666668,-2.444444,18.88889,1
16.555555,-2.666667,20.333334,1
17.555555,-2,19.666666,1
15.333333,-2.555556,18.444445,1
3.444444,3.666667,3.666667,1
3.777778,4.555555,2.888889,1
17.222223,-3.111111,20.555555,1
15.888889,-0.222222,16.444445,1
4.888889,4.444445,2.777778,1
20.444445,-6.111111,26.222221,1
17.11111,-3.333333,20.666666,1
16.222223,-0.222222,15.777778,1
3.222222,4.111111,3.111111,1
2.777778,4,4,1
123.22222,-27.666666,43.333332,2
108.55556,-39.11111,53.88889,2
122.111115,-29.11111,43.22222,2
120.77778,-28.666666,42.333332,2
131.55556,-18.222221,30.11111,2
131.77779,-18.222221,30.777779,2
131.11111,-23.444445,33.22222,2
101.55556,-28.222221,50.11111,2
79.44444,-47.666668,77.666664,2
126.333336,-32.333332,42,2
133,-16.777779,28.88889,2
116.666664,-33,50,2
105.22222,-38.11111,57.88889,2
133.11111,-17.666666,29,2
105.77778,-25.555555,45.77778,2
120.44444,-33,46.666668,2
121.77778,-28,41.666668,2
134.33334,-19.333334,30,2
120.77778,-30.666666,45,2
80.44444,-48.22222,78.77778,2
82.66667,-47.444443,77.55556,2
102.333336,-39.333332,62,2
107.22222,-46.22222,59.11111,2
120.77778,-35.444443,49.555557,2
117.44444,-33.444443,50.22222,2
107.666664,-45.444443,57.22222,2
80.888885,-44.88889,78.77778,2
126.22222,-28.555555,40.77778,2
105.111115,-28.555555,53.444443,2
80.66667,-46.333332,75.333336,2
105.111115,-43.77778,57.555557,2
104.22222,-40.666668,62,2
123.111115,-32.88889,46.11111,2
123.888885,-30.666666,43,2
118.666664,-29,44,2
118.77778,-33.444443,47.555557,2
119,-31.333334,43.333332,2
121.55556,-33.444443,47.22222,2
121.111115,-34,47,2
101.666664,-40.88889,56.444443,2
109.22222,-41.11111,54.88889,2
84,-42.666668,71,2
103.666664,-36.22222,51.77778,2
132.33334,-18.11111,28.88889,2
122.888885,-32.88889,46.77778,2
110.44444,-39.22222,52.77778,2
126.111115,-26.777779,38.22222,2
102.666664,-27.11111,50.88889,2
118.888885,-31.777779,42.88889,2
103.22222,-24.444445,49.555557,2
100.666664,-35.333332,60,2
107.55556,-43.333332,57.333332,2
108.44444,-40.88889,54.444443,2
85.888885,-43.333332,71,2
119.55556,-32.77778,49.555557,2
131.33334,-20.333334,32,2
88.77778,-44.77778,72.22222,2
122.55556,-35.444443,48.22222,2
99.111115,-39.11111,63.22222,2
118.55556,-32.77778,49.22222,2
107,-22,43.666668,2
95.77778,-39.11111,59.22222,2
115.333336,-33.77778,52.22222,2
131.88889,-20.222221,31.777779,2
87.333336,-43.666668,73,2
132.77779,-19.555555,30.11111,2
80.77778,-44.444443,74.55556,2
104.666664,-31.88889,52.77778,2
133.44444,-14.888889,27.11111,2
123.55556,-29.88889,42.11111,2
122.111115,-31,43,2
106.333336,-41.444443,54.22222,2
131.11111,-25.444445,36.88889,2
103.55556,-46.11111,63.22222,2
119.888885,-35.333332,49.333332,2
106,-22.777779,45.22222,2
128.33334,-27.666666,39.333332,2
102.44444,-37.77778,61.88889,2
85.77778,-43.22222,71.77778,2
97.888885,-27,50.333332,2
108.666664,-44.666668,55,2
116.77778,-32.22222,48.444443,2
108.333336,-40.555557,54.444443,2
99.333336,-41.666668,65,2
116.888885,-34.666668,51.666668,2
107.111115,-39.77778,53.555557,2
99.77778,-39.333332,63.666668,2
82.55556,-46.77778,77.55556,2
90.333336,-46.22222,71.44444,2
121.44444,-31.222221,44.77778,2
83.22222,-43.22222,73.77778,2
119.888885,-31.11111,42.88889,2
107.22222,-41.11111,55.22222,2
110.111115,-41.22222,54.77778,2
92.888885,-42.666668,65.333336,2
104.888885,-39.77778,51.88889,2
121.666664,-32.666668,47.333332,2
123.888885,-30.666666,43,2
131.88889,-22.555555,33.11111,2
137.88889,-19.333334,28,2
116.333336,-32.555557,48.444443,2
135.33334,-18.666666,26,2
139.44444,-19.333334,25.666666,2
101.888885,-38.333332,55,2
120.44444,-34.22222,48.444443,2
101.55556,-30.666666,55.333332,2
102.77778,-41.555557,56.444443,2
116.888885,-37.444443,51.88889,2
107.111115,-40.555557,55.444443,2
104.888885,-26.444445,51.22222,2
119.55556,-34,49,2
126.44444,-28.11111,39.22222,2
98.666664,-37,55.666668,2
123.666664,-28.444445,42.88889,2
103,-27.777779,48.88889,2
132.88889,-16.777779,29.222221,2
95.111115,-39.22222,63.11111,2
119.44444,-33.77778,48.22222,2
103.77778,-41.22222,52.77778,2
126.111115,-32.22222,45.11111,2
108.44444,-40.666668,54.333332,2
100.55556,-41.88889,58.444443,2
103,-37.88889,59.77778,2
122.111115,-33.666668,47.333332,2
119.77778,-37.666668,51.666668,2
115.44444,-35.88889,53.11111,2
104.666664,-31.88889,52.77778,2
132,-15.777778,29.222221,2
119.888885,-35.333332,49.333332,2
119.111115,-30.666666,45.666668,2
107.44444,-25,50,2
107.77778,-38,55.666668,2
118.22222,-36,50.333332,2
122.44444,-32.22222,46.11111,2
131.88889,-22.11111,34.22222,2
129.88889,-20.333334,33.666668,2
108.55556,-41.22222,53.77778,2
122.666664,-30.333334,45,2
137.33334,-17.777779,26.555555,2
133.55556,-19.444445,30.222221,2
100.888885,-38.77778,52.88889,2
105,-25.222221,47.11111,2
83.333336,-47.444443,76.888885,2
142.55556,-19.666666,22.333334,2
119.888885,-28.777779,44.88889,2
118.888885,-30.555555,47.77778,2
83,-49.444443,79.22222,2
108.77778,-23,47,2
92.55556,-42.333332,68.333336,2
99.77778,-40.88889,64.111115,2
83.22222,-43.22222,73.77778,2
119.111115,-30.333334,46.666668,2
117.888885,-31.666666,46.666668,2
121.55556,-35.11111,48.555557,2
118.888885,-33.555557,50.11111,2
116.55556,-36.555557,53.11111,2
118.888885,-34.22222,47.11111,2
103.77778,-37.333332,52.333332,2
136.66667,-17.222221,28.444445,2
80.44444,-48.22222,78.77778,2
135,-15.888889,26.777779,2
116.77778,-30.444445,47.22222,2
111.22222,-32.444443,48.88889,2
133.88889,-14.888889,27.11111,2
103,-24.555555,48.77778,2
121.111115,-30.11111,44.88889,2
105.55556,-32.444443,55.88889,2
94.333336,-40.444443,66.55556,2
121.22222,-33.666668,47.666668,2
120.44444,-29.555555,46.77778,2
100.333336,-38.666668,55,2
118.333336,-33,50.333332,2
104,-40.555557,54.77778,2
105.111115,-18.88889,43.11111,2
129.77779,-28.666666,37.666668,2
122.55556,-29.88889,44.444443,2
119.77778,-33.333332,44.333332,2
101.888885,-38.333332,55,2
122.111115,-31.222221,47.11111,2
121.111115,-30.555555,45.444443,2
108,-39.333332,51.666668,2
93.22222,-38.22222,64.111115,2
132.88889,-16.555555,30.777779,2
118,-36.88889,51.444443,2
129,-25.333334,37.666668,2
123.22222,-27.666666,43.333332,2
100.77778,-40.88889,58.11111,2
120.666664,-30.333334,45.666668,2
121.44444,-30.333334,44,2
117.666664,-29.222221,47.77778,2
103.77778,-37.333332,52.333332,2
125.44444,-32.77778,44.22222,2
104.22222,-21.777779,47.88889,2
106.333336,-41.444443,54.22222,2
105.333336,-22.333334,45.666668,2
95.666664,-47.666668,73,2
116,-33.666668,50,2
106.888885,-43.444443,54.88889,2
108.666664,-44.666668,55,2
131.11111,-25.444445,36.88889,2
119.44444,-34,46.333332,2
109.111115,-40.88889,54.77778,2
122.55556,-33.22222,47.444443,2
105.111115,-43.77778,57.555557,2
121.55556,-27.444445,42.22222,2
105.44444,-38,49,2
103.77778,-41.88889,57.77778,2
120.888885,-34.88889,49.11111,2
131.22223,-20.222221,32.444443,2
118.333336,-30.88889,48.444443,2
128.55556,-28.444445,39.555557,2
131.11111,-22,33,2
137.44444,-19.222221,27.777779,2
102.77778,-41.555557,56.444443,2
120.888885,-36.444443,50.555557,2
79.111115,-49.11111,79.22222,2
95,-44.88889,67.44444,2
117.77778,-33.333332,48,2
104.888885,-39.77778,51.88889,2
104.111115,-39.22222,53.77778,2
104.333336,-38.444443,61.555557,2
106.888885,-43.444443,54.88889,2
119.77778,-33.333332,49.333332,2
105,-36.333332,51.333332,2
119.111115,-35.11111,50.88889,2
121.44444,-31.11111,45.88889,2
114.666664,-37.77778,55.88889,2
98.22222,-39,62.333332,2
130.88889,-21.88889,33.77778,2
107.44444,-41.666668,56,2
93.22222,-38.22222,64.111115,2
126.333336,-27.555555,38.11111,2
135,-15.888889,26.777779,2
121.888885,-33.88889,48.77778,2
133,-17.88889,27.777779,2
121.44444,-30.666666,45.666668,2
130.33334,-19.666666,33,2
117.333336,-34,51,2
107.666664,-35.11111,54.555557,2
119.55556,-34.555557,50.444443,2
121.44444,-28.777779,42.88889,2
91.77778,-36.77778,64.55556,2
122.666664,-33,45.333332,2
142.55556,-19.666666,22.333334,2
120.55556,-30.222221,45.11111,2
94.888885,-43.555557,69.77778,2
83.888885,-43,71.666664,2
118.22222,-35.333332,50.333332,2
97.55556,-46.88889,73.77778,2
106.55556,-33.555557,55.444443,2
118.333336,-31.333334,47.666668,2
101,-42.11111,56.88889,2
117.55556,-31.666666,49,2
117.111115,-35.666668,50.333332,2
88.111115,-43.666668,71.333336,2
117.44444,-36.88889,53.444443,2
120.22222,-31.444445,44.88889,2
90.22222,-43.77778,68.888885,2
135.11111,-16.555555,25.444445,2
97.888885,-42.77778,65.55556,2
76.111115,-46.88889,77.44444,2
104.44444,-38.22222,52.11111,2
113.111115,-38.666668,49.666668,2
130,-23.666666,34.666668,2
117.888885,-34.555557,48.444443,2
101.55556,-39.444443,56.88889,2
116.77778,-34.444443,50.22222,2
111.333336,-37.77778,52.555557,2
122.333336,-30.11111,44.22222,2
123.666664,-35.666668,47,2
109.44444,-39.77778,54.22222,2
123.55556,-29.88889,42.11111,2
86.55556,-47.444443,75.55556,2
79.111115,-44.22222,78.111115,2
108.888885,-37.444443,50.555557,2
116.111115,-31.222221,47.444443,2
94.666664,-43.444443,69.22222,2
121.333336,-33.333332,48,2
114.55556,-35.444443,48.88889,2
104.44444,-38.11111,51.555557,2
139.44444,-14.111111,21.222221,2
140,-20.11111,24.88889,2
114.666664,-35.333332,52,2
131.33334,-21.555555,33.444443,2
121.44444,-30.333334,44,2
106,-22.777779,45.22222,2
87.22222,-41.666668,69,2
93.77778,-43.444443,69.55556,2
108.888885,-34.333332,49,2
133.33334,-19.88889,31.11111,2
122.666664,-33,45.333332,2
135.11111,-16.555555,25.444445,2
99.666664,-38.88889,58.11111,2
108.333336,-40.22222,54.11111,2
122.55556,-31.666666,46,2
105.55556,-32.444443,55.88889,2
112.666664,-38.333332,51.333332,2
4.777778,-11.444445,13.888889,3
15.111111,-17.777779,32.88889,3
1.222222,-7.333334,12.666667,3
0.111111,-2.666667,5,3
8.444445,-15.888889,21.11111,3
3.111111,-8.111111,10.222222,3
0.111111,-0.777778,1.222222,3
3.111111,-9.222222,14.444445,3
13.666667,-25.777779,37.555557,3
1,-6.777778,12.222222,3
2.333334,-9.111111,14.555555,3
2.222222,-4.777778,4.888889,3
10.888889,-14.444445,19.222221,3
5.666666,-6.333334,3.333333,3
11.777778,-16.444445,30.222221,3
42.88889,-25.88889,38.77778,3
0.555556,-2.777778,4.555555,3
1,-5.111111,8.888889,3
1,-4,6.333334,3
12.666667,-15.222222,17.777779,3
0,-1.555556,3.111111,3
1.222222,-6.555555,10.777778,3
0,-1.888889,3.777778,3
0.333333,-4.111111,7.222222,3
6.666666,-11.666667,15.666667,3
1,-6.777778,12.222222,3
0,-1.444444,2.888889,3
1.555556,-7.888889,13.111111,3
3.888889,-8.555555,12.777778,3
3.888889,-8.888889,12.777778,3
4.222222,-9.555555,12.444445,3
1.444444,-4,5,3
42,-19.777779,25.88889,3
0.666667,-6,10.333333,3
0.222222,-3.555556,6.444445,3
0.222222,-2.666667,4.666666,3
0,-4,8,3
0,-0.111111,0.222222,3
1.111111,-5.111111,7.555555,3
2.222222,-9.888889,15.777778,3
1.888889,-6.444445,8.888889,3
3.111111,-9.666667,13.666667,3
1.333333,-5.555555,8.111111,3
1.666667,-4.666666,8.666667,3
0,0,0,3
0.555556,-2.888889,6.444445,3
21.555555,-10.555555,15.777778,3
0,-0.666667,1.333333,3
20.666668,-22.777779,38.88889,3
13.555555,-25,36,3
0,0,0,3
20.222221,-14.444445,16.88889,3
0,0,0,3
4.222222,-6.777778,7.222222,3
41.77778,-17.555555,25.11111,3
0.555556,-2.777778,4.555555,3
0,-1.555556,3.111111,3
0.666667,-3.888889,6.111111,3
1.444444,-7.555555,13.444445,3
6.555555,-12.444445,18.222221,3
1.777778,-4.666666,6.666666,3
16.666668,-6,15.666667,3
3.111111,-9,13.333333,3
66.44444,-25.333334,32.333332,3
0,-0.777778,1.555556,3
0.333333,-4.555555,8.111111,3
11.555555,-13.888889,19.444445,3
0,-1.222222,2.444444,3
64.55556,-26,34.666668,3
0.444444,-1.666667,2,3
2.222222,-9.888889,15.777778,3
22.333334,-32.333332,49,3
0,-1,2,3
18.222221,-14.777778,15.888889,3
2.333334,-9.111111,14.555555,3
0.333333,-6.555555,12.444445,3
0,-1.666667,3.333333,3
0.777778,-4.888889,8.444445,3
0.111111,-4.222222,8.111111,3
0.333333,-3.444444,5.888889,3
3.888889,-10.888889,15.444445,3
0.111111,-2.888889,5.444445,3
13.555555,-25.555555,42.11111,3
1.333333,-5,6.333334,3
3.333333,-8.555555,13.111111,3
7.666666,-13.444445,15.222222,3
0,-2,4,3
0,-0.444444,0.888889,3
3.777778,-9.333333,13.666667,3
2,-7.444445,11.888889,3
3.888889,-9.888889,16.444445,3
0.666667,-6.111111,10.555555,3
0,-1.333333,2.666667,3
1.888889,-7.666666,13,3
1.222222,-6.888889,10.777778,3
46.555557,-24.11111,33.88889,3
4.333334,-10.888889,16.777779,3
4.444445,-10.444445,14.555555,3
1.333333,-3.555556,4.111111,3
2.888889,-9.444445,14.555555,3
0,-2.222222,4.444445,3
0.222222,-1.555556,3.111111,3
0.222222,-3.333333,6.666666,3
6.333334,-10.222222,15.111111,3
3,-8.555555,12.444445,3
1.666667,-4.666666,8.666667,3
4.555555,-12.444445,18.222221,3
0,-3.444444,6.888889,3
0.333333,-4.333334,7.666666,3
14.888889,-19.88889,24.777779,3
0.777778,-5,8.333333,3
0.777778,-5.222222,8.444445,3
4.888889,-11.888889,15.777778,3
6.444445,-12.666667,16.666666,3
1.111111,-5.555555,8.777778,3
6.444445,-10.444445,15.555555,3
13,-19,24.333334,3
0.666667,-3.777778,5.888889,3
1.777778,-8.111111,14.222222,3
0.222222,-2.777778,5.555555,3
0.111111,-1.777778,3.555556,3
13.444445,-24,35.333332,3
6.444445,-12.666667,15.666667,3
7.222222,-13.666667,17,3
9.222222,-13.222222,16.11111,3
0,-3.444444,6.888889,3
6.777778,-10.666667,16.333334,3
1.222222,-6.888889,10.777778,3
3.777778,-9.555555,14.777778,3
6.777778,-13.444445,16.222221,3
13.555555,-16.88889,26.777779,3
0,-3,6,3
1.666667,-6.666666,10.333333,3
2.111111,-6.333334,9,3
0,-0.666667,1.333333,3
0,-2.888889,5.777778,3
30.333334,-19,21,3
0,-1.555556,3.111111,3
0,-1.555556,3.111111,3
0.111111,-0.555556,1.111111,3
3.444444,-5.888889,7.111111,3
0.222222,-3,5.666666,3
1.666667,-3.888889,4.444445,3
0.111111,-1.888889,3.777778,3
15.888889,-25.11111,39.22222,3
1.666667,-7.222222,10.444445,3
15.666667,-6.222222,13.444445,3
12.222222,-19.555555,29.444445,3
2.666667,-9,12.666667,3
46.555557,-24.11111,33.88889,3
4.111111,-11.111111,14.555555,3
40.11111,-21.222221,29.444445,3
0,-1.111111,2.222222,3
1.222222,-7.111111,12.888889,3
0.111111,-4.333334,8.333333,3
0.111111,-2.888889,5.444445,3
0.333333,-6.555555,12.444445,3
2,-4.444445,4.555555,3
1.888889,-5.111111,8.222222,3
3.444444,-7.333334,12,3
0.444444,-4.666666,8.333333,3
0,-0.111111,0.222222,3
12.333333,-21.333334,28.333334,3
6.555555,-12.666667,20,3
0.444444,-5.777778,10.555555,3
3,-8.555555,12.444445,3
6.666666,-8,5.666666,3
2.444444,-7.444445,12.555555,3
6.111111,-13.888889,20.11111,3
41,-23,27.666666,3
3.333333,-7.444445,8.888889,3
0.777778,-1.555556,1.777778,3
0.111111,-1.333333,2.333333,3
0.444444,-2.888889,4.777778,3
0.111111,-2.222222,4.111111,3
5.777778,-10.444445,15.888889,3
4.777778,-10.888889,17.444445,3
2.888889,-7.222222,9.111111,3
2.444444,-7.111111,11.555555,3
10.333334,-10.666667,20,3
0.333333,-4.777778,8.555555,3
2.444444,-7.111111,11.555555,3
0.222222,-1.333333,2.333333,3
6.555555,-15.111111,21.555555,3
22.88889,-13.777778,16.555555,3
3.555556,-6.444445,6.888889,3
0.444444,-1.666667,2,3
11.888889,-16.222221,25.444445,3
2.111111,-8,12.666667,3
13.555555,-25.555555,42.11111,3
2.111111,-6.888889,11.777778,3
3.555556,-11.333333,15.666667,3
76.77778,-26.666666,35.333332,3
13.111111,-11.888889,21.777779,3
4.222222,-11.444445,17.555555,3
1.888889,-5.444445,8.222222,3
0.222222,-4.111111,7.555555,3
2.555556,-8.777778,12.222222,3
0.777778,-1.555556,1.777778,3
2.444444,-7.888889,11.111111,3
1.222222,-8.111111,14.222222,3
1.888889,-8.444445,12.888889,3
3.111111,-6.888889,7.777778,3
0.333333,-4.222222,7.777778,3
10.555555,-18.88889,27.11111,3
0.555556,-4.666666,8.333333,3
39.88889,-20.777779,29.555555,3
0.111111,-3.444444,6.555555,3
14.888889,-20.88889,32.444443,3
15.666667,-6.222222,13.444445,3
5.888889,-12.555555,16.11111,3
0,0,0,3
8.444445,-10.444445,15.222222,3
33.666668,-24.777779,37.88889,3
5.222222,-9.888889,14.111111,3
1.666667,-8.444445,13.222222,3
11.444445,-16.11111,24.88889,3
0.555556,-4.222222,6.777778,3
1.888889,-5.111111,8.222222,3
0.222222,-2.777778,4.888889,3
3.333333,-5.888889,8.111111,3
0,-3,6,3
8.333334,-14.222222,17.777779,3
9,-6.555555,8.111111,3
19.444445,-22,27.666666,3
0.111111,-2.333333,4.333334,3
0.555556,-3.111111,4.888889,3
2.666667,-6.555555,10.111111,3
29.777779,-18.88889,25.11111,3
12.777778,-12.777778,17.555555,3
