@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-5 numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
110,0,2.666667,18.88889,21.444445,-13.444445,-1.345096,1
100,0,2.666667,20.88889,25.555555,-15.555555,-1.519702,1
114,0,1.944444,20,24.666666,-14.888889,-1.508658,1
116,0,0.555555,7.555555,8.444445,-8.222222,-1.233945,1
149,0,0.722222,4.111111,8.666667,-5.666666,-1.985703,1
136,0,0.444444,7.111111,6.444445,-6.888889,-0.896533,1
113,0,0.777778,7.111111,6.666666,-7.777778,-0.942558,1
116,0,0.444445,7.555555,8.222222,-8.444445,-1.19107,1
73,0,2.611111,19.222221,24.11111,-15.555555,-1.524253,1
122,0,0.5,8.111112,7.222222,-7.555555,-0.83212,1
124,0,1,8.222222,8.777778,-8.555555,-1.157082,1
116,0,1.166667,7.111111,7.666666,-7.666666,-1.163245,1
92,0,2.5,18.777779,24.11111,-14.222222,-1.570588,1
34,0,1.5,18.222221,27.88889,-16.333334,-1.823148,1
117,0,0.388889,7.666666,7.444445,-7.333334,-0.983947,1
122,0,0.777778,7.333334,6.888889,-7.555555,-0.942559,1
72,0,1.777778,23.555555,35.77778,-19.11111,-1.846158,1
114,0.333333,3.888888,19,20.11111,-14,-1.176662,1
130,0,1,8.444445,7.222222,-7.222222,-0.764077,1
128,0,0.666667,6.888889,6.666666,-7.333334,-0.985811,1
67,0,2.111111,25.11111,35.88889,-20.11111,-1.768356,1
136,0,1,7.777778,7.222222,-7.444445,-0.924607,1
128,0,0.666667,7.444445,6.555555,-8,-0.837598,1
62,0,1.222223,20.777779,27.222221,-16.666666,-1.620398,1
61,0,0.833333,22.666666,30.666666,-17.555555,-1.700913,1
116,0,0.222222,6.555555,6.777778,-7.555555,-1.093148,1
70,0,1.833333,23,30.11111,-17.333334,-1.649603,1
55,0,1.277778,20.555555,26.666666,-15.444445,-1.634416,1
126,0,1,7.666666,8,-8.111111,-1.118131,1
134,0,0.722222,7.666666,6.666666,-7.666666,-0.806042,1
116,0,0.444445,7.555555,8.222222,-8.444445,-1.19107,1
102,0,2.611111,22.11111,29.777779,-17.222221,-1.68544,1
66,0,2.166667,21.222221,29.88889,-17.555555,-1.733544,1
124,0,0.611111,7.444445,7.222222,-8,-0.987873,1
129,0,1.111111,8,7.444445,-7.888889,-0.912766,1
143,0,0.666667,6.111111,5.444445,-7.555555,-0.87829,1
136,0,0.666667,8.333334,8,-8.111111,-0.963931,1
135,0,0.666667,5.666666,4.777778,-6.444445,-0.807848,1
129,0,0.666667,7.888889,7.333334,-7.666666,-0.932783,1
68,0,2.388889,17.666668,23,-15.777778,-1.563972,1
57,0,1.944445,24,36.22222,-19.777779,-1.837675,1
93,0,2.111111,18.88889,26.777779,-14.777778,-1.730306,1
74,0.222222,2.166667,22.555555,30.555555,-17.777779,-1.66658,1
100,0,1.388889,21.777779,28.444445,-17.333334,-1.623301,1
140,0,0.666667,6.555555,5.555555,-6.333334,-0.783647,1
109,0.111111,1.333334,19.222221,21,-14,-1.276562,1
101,0.111111,1.722222,20.333334,25,-15.555555,-1.520125,1
101,0.111111,1.611111,21.555555,29.222221,-17.666666,-1.674318,1
113,0,2.944444,20,25.444445,-14.777778,-1.585609,1
141,0,0.777778,7,6.222222,-7.222222,-0.843732,1
110,0,2.666667,18.88889,21.444445,-13.444445,-1.345096,1
133,0,1.166667,7.777778,7.888889,-8.333333,-1.077659,1
125,0,0.666667,7.333334,7.666666,-7.888889,-1.121818,1
81,0.111111,2.722222,20.11111,26.11111,-15.777778,-1.566335,1
53,0,1.166667,20.88889,27.444445,-15.666667,-1.662177,1
140,0,1,7.888889,7.333334,-7.666666,-0.909267,1
65,0,2.333334,20.11111,26.777779,-15.777778,-1.665853,1
56,0,1.5,22.11111,31.333334,-18.11111,-1.748835,1
42,0.111111,1.388889,20,31.11111,-17.777779,-1.842494,1
115,0,0.333333,8.222222,7.888889,-8.333333,-0.965144,1
118,0,0.666667,7.555555,8.111112,-8.333333,-1.134543,1
114,0,2.111111,16.11111,17.11111,-12.555555,-1.179347,1
144,0,0.722222,6,5.777778,-6.444445,-0.969119,1
56,0,1.277777,23.333334,36,-19.333334,-1.863182,1
117,0.222222,1,21.11111,26.333334,-15,-1.574477,1
132,0,0.944444,7.444445,6.222222,-6.555555,-0.726018,1
111,0,0.888889,7,7.666666,-7.777778,-1.175773,1
111,0,2.555555,4.111111,5.555555,-6.111111,-1.43724,1
75,0,0.722222,21.11111,27.11111,-16.666666,-1.590164,1
115,0,4.166667,21.333334,28,-15.777778,-1.619549,1
85,0.111111,2.500001,20.777779,27.11111,-17,-1.603957,1
138,0,0.833333,7.333334,6.555555,-7.222222,-0.862108,1
81,0.111111,1.333333,22.333334,28.777779,-17.11111,-1.606794,1
143,0,0.666667,6.666666,6.222222,-6.888889,-0.914813,1
118,0,1.055556,7,6.666666,-7.222222,-0.960827,1
135,0,0.833333,6.888889,5.444445,-7,-0.692028,1
142,0,1.277778,6.222222,5.222222,-6.777778,-0.776334,1
123,0,0.388889,7.111111,6.888889,-7.111111,-0.988413,1
95,0,2.499999,21.11111,26.222221,-15.333333,-1.555549,1
137,0,1.111111,7.777778,6.444445,-7.555555,-0.744272,1
115,0.111111,3.888889,20.555555,24.11111,-14.444445,-1.440963,1
117,0,1.611111,20.666668,24.11111,-15,-1.420087,1
113,0,2.777778,17.11111,16.88889,-13.777778,-0.9757,1
56,0,1.333333,21.11111,30.222221,-17.555555,-1.759414,1
116,0,0.333333,6.777778,7,-7.555555,-1.099624,1
45,0,3.277778,20.555555,28.777779,-16.444445,-1.73537,1
128,0,0.666667,6.888889,6.666666,-7.333334,-0.985811,1
92,0.111111,1.777778,21.777779,29.777779,-17.333334,-1.682651,1
85,0,1.777778,18.88889,21.88889,-14.555555,-1.386867,1
57,0,2.111111,24.666666,34.444447,-19.555555,-1.739017,1
143,0,0.5,7.555555,6.444445,-8,-0.796918,1
118,0,0.777778,6.222222,6.222222,-7.333334,-1.047198,1
138,0,0.444444,7,6.333334,-7.333334,-0.880521,1
149,0,1,4.111111,8.777778,-5.555555,-2.009108,1
69,0,1.611111,22,32.555557,-17.666666,-1.811203,1
89,0,2.555556,18.777779,23.88889,-14.222222,-1.544214,1
122,0,0.5,7.222222,7.333334,-7.666666,-1.05144,1
79,0,2.111111,17.333334,21,-14.111111,-1.453114,1
59,0,2.055555,20.777779,28.777779,-17.777779,-1.680812,1
139,0,0.833333,7.555555,7.222222,-7.666666,-0.965946,1
103,0,2.277778,17.666668,19.11111,-13.444445,-1.219211,1
115,0,0.333333,7.777778,8.555555,-8.333333,-1.210357,1
77,0,4.444445,24.11111,32.333336,-18.222221,-1.677308,1
98,0,1.055555,18.333334,20.777779,-12.444445,-1.360437,1
73,0.111111,1.611112,19.777779,26.777779,-15.888889,-1.675465,1
131,0,0.333333,7.222222,5.444445,-6.666666,-0.621222,1
134,0,0.777778,7.444445,7.111111,-7.222222,-0.966318,1
124,0,0.888889,7.111111,7.111111,-7.333334,-1.037663,1
145,0,0.5,5.333334,5,-6.555555,-0.959485,1
74,0,1.388889,21,26.88889,-16.777779,-1.554234,1
89,0,2.944445,21.333334,27.777779,-16,-1.611365,1
106,0,0.722222,19.555555,23.666666,-15,-1.48458,1
124,0,0.388889,7.444445,7.333334,-8.111111,-1.02473,1
90,0,2,23.666666,32.22222,-18.555555,-1.705942,1
80,0.111111,2.5,24,34.444447,-19.333334,-1.773594,1
77,0.222222,3.055556,24.555555,34.444447,-18.555555,-1.768872,1
107,0.111111,1.777778,18.777779,19.444445,-14.444445,-1.131973,1
55,0,1.777777,21.666666,31.11111,-17.666666,-1.771163,1
104,0,1.5,19.222221,23.222221,-15.111111,-1.446641,1
107,0.111111,1.888889,19.88889,22.88889,-15,-1.357871,1
64,0,2.888888,21.777779,31.222221,-17.222221,-1.756712,1
102,0,1.333333,20.333334,25,-14.444445,-1.555097,1
131,0,1.333333,6.888889,6.111111,-7,-0.850783,1
116,0,4.777777,17,20,-13.888889,-1.162844,1
87,0.111111,2.722222,18.222221,21,-13.666667,-1.318373,1
120,0,0.444445,7.777778,6.777778,-7.888889,-0.820403,1
109,0,1.944444,19.222221,20,-14.111111,-1.131204,1
145,0,0.722222,6.333334,6.555555,-6.888889,-1.068968,1
59,0,2.055555,22.666666,30.88889,-17.555555,-1.699326,1
103,0.111111,1.888889,20.222221,22.777779,-15.222222,-1.334127,1
136,0,1,7.777778,7.222222,-7.444445,-0.924607,1
89,0,1.666667,23.11111,30.444445,-17.333334,-1.664008,1
67,0.111111,2.444445,19.555555,25.88889,-16.333334,-1.623202,1
103,0,1.111111,19.222221,22.555555,-15.333333,-1.397414,1
123,0,0.666667,8.222222,8,-8.222222,-0.985729,1
75,0,3.777778,24,31.666666,-17.88889,-1.652768,1
60,0,1.055555,18.88889,24.777779,-15,-1.623392,1
60,0.111111,2.444445,21.333334,30,-18.222221,-1.709389,1
129,0,0.888889,8.444445,7.555555,-8,-0.843904,1
81,0,1.833333,20.333334,24.666666,-15.888889,-1.472378,1
126,0,0.611111,7.666666,5.666666,-7.555555,-0.612886,1
60,0,1.277778,19.333334,25.777779,-15.777778,-1.650048,1
77,0,2.444445,23.444445,31.555555,-18.11111,-1.68954,1
111,0,1.611111,19.777779,24.88889,-14.444445,-1.58144,1
92,0,2.333333,23.11111,30.333334,-18.333334,-1.637777,1
123,0,0.444444,6,5.333334,-6.666666,-0.853547,1
62,0,1.833333,20.555555,27.222221,-16.222221,-1.650123,1
133,0,1.166667,7.777778,7.888889,-8.333333,-1.077659,1
130,0,1.055556,7.333334,6.888889,-7.555555,-0.963048,1
92,0,1.388889,22.777779,30,-17.666666,-1.653926,1
63,0.111111,1.944444,20.333334,29.666666,-15.777778,-1.813886,1
64,0,1.388889,22.666666,31.88889,-19.222221,-1.724894,1
128,0,0.388889,6.888889,5.444445,-6.777778,-0.688601,1
108,0.111111,0.944444,21,28.222221,-16.11111,-1.683529,1
51,0,1.611111,18.777779,25.666666,-15.777778,-1.68129,1
67,0,1.555556,22.88889,30.777779,-18.555555,-1.670171,1
135,0,1.055556,7.444445,6.444445,-7.444445,-0.787376,1
111,0,0.5,6.444445,7,-7.666666,-1.181388,1
131,0,0.777778,6.666666,6,-6.888889,-0.874641,1
147,0,0.722222,5.666666,9.222222,-8.444445,-1.50837,1
95,0,0.944444,21.333334,26.666666,-15.555555,-1.567327,1
140,0,1,7.888889,7.333334,-7.666666,-0.909267,1
96,0.111111,2.833333,20.777779,27.777779,-15.222222,-1.676921,1
67,0.111111,2.444445,19.555555,25.88889,-16.333334,-1.623202,1
129,0,0.666667,7.888889,7.333334,-7.666666,-0.932783,1
66,0,2.944444,25.333334,38.22222,-20.222221,-1.844993,1
143,0,0.444445,6.555555,5.888889,-7.111111,-0.907416,1
113,0,0.722222,7.111111,6.333334,-7.444445,-0.851202,1
115,0.111111,2.222223,15.666667,21.777779,-13,-1.54801,1
124,0,0.833333,7.555555,7.444445,-7.666666,-1.011484,1
96,0.111111,2.777778,22.11111,27.333334,-17,-1.530686,1
44,0,2.38889,17.333334,25.222221,-15.222222,-1.753726,1
61,0.111111,3.111111,18.666668,24.222221,-14.888889,-1.591206,1
90,0,1.333334,18.777779,22.11111,-14,-1.425885,1
108,0,1.388889,19,21.11111,-14.333333,-1.302133,1
106,0.111111,1.611111,22,29.88889,-17.444445,-1.695804,1
120,0.111111,3.222222,22.11111,30.444445,-15.666667,-1.76489,1
72,0,1.666666,23.777779,35.444447,-20.333334,-1.807866,1
102,0,2.611111,22.11111,29.777779,-17.222221,-1.68544,1
56,0.222222,1.333334,19.444445,25.444445,-15.555555,-1.622211,1
116,0,0.333333,6.777778,7,-7.555555,-1.099624,1
60,0,2.888889,24.666666,35.22222,-19.222221,-1.776113,1
143,0,0.444444,6.777778,6.777778,-8,-1.048222,1
133,0,0.5,8.333334,7.777778,-8.333333,-0.924817,1
111,0,0.888889,7,7.666666,-7.777778,-1.175773,1
61,0,1.555555,20.333334,28.777779,-16.88889,-1.737293,1
139,0,0.777778,6.555555,6.444445,-7,-1.004936,1
111,0,0.611111,6.888889,6.333334,-7.222222,-0.897859,1
149,0,0.722222,4.111111,8.666667,-5.666666,-1.985703,1
122,0,0.333333,7,6.666666,-7.666666,-0.953435,1
112,0,1,7,8.111112,-8,-1.273992,1
114,0,0.666667,6.555555,6.111111,-6.444445,-0.91061,1
111,0,0.611111,6.888889,6.333334,-7.222222,-0.897859,1
110,0,1.944444,4.333334,6.333334,-6.666666,-1.539762,1
63,0,2.111111,19.666668,27.777779,-16.777779,-1.72683,1
124,0,0.388889,7.444445,7.333334,-8.111111,-1.02473,1
118,0,0.722222,7.666666,7,-7.555555,-0.87829,1
107,0,1.611111,18.333334,20.666668,-13.888889,-1.312499,1
118,0,0.555556,6.555555,6.666666,-6.777778,-1.053347,1
126,0,0.555556,6.444445,5.777778,-7.111111,-0.877707,1
55,0,1.777777,21.666666,31.11111,-17.666666,-1.771163,1
124,0,0.666667,7.666666,7.333334,-7.888889,-0.95784,1
101,0.111111,2.222222,19.666668,23.555555,-15.444445,-1.457591,1
121,0,2,21.666666,30.11111,-16.666666,-1.740736,1
133,0,0.5,8.333334,7.777778,-8.333333,-0.924817,1
119,0.222222,2.555556,21.333334,27.333334,-16.444445,-1.57896,1
113,0,0.444444,6.888889,6.666666,-7.555555,-0.989308,1
74,0.111111,0.666667,21.666666,28.88889,-17.222221,-1.646671,1
44,0,2.38889,17.333334,25.222221,-15.222222,-1.753726,1
116,0,1.555556,21.222221,27.555555,-16.11111,-1.632243,1
62,0,3.388889,23.777779,37.666668,-20.11111,-1.888408,1
68,0,1.777778,20.444445,28.444445,-17.11111,-1.700324,1
140,0,0.5,7.444445,6.888889,-7,-0.91962,1
100,0.111111,1.222222,21.666666,26,-16.555555,-1.477019,1
75,0.111111,1.5,22,29.333334,-17.555555,-1.641882,1
58,0,1.388889,20,27.333334,-16.444445,-1.685074,1
117,0,1,7.333334,8.222222,-8,-1.233256,1
145,0,0.722222,6.333334,6.555555,-6.888889,-1.068968,1
134,0,0.388889,6.777778,6.222222,-7.222222,-0.912631,1
83,0,2.444445,19.555555,24.444445,-15.333333,-1.507007,1
106,0,2.111111,20,25.11111,-15.333333,-1.55762,1
68,0,2.166667,24.222221,36.88889,-20.222221,-1.848523,1
92,0.111111,2,20.222221,23.333334,-14.444445,-1.408242,1
53,0,2.833333,22.777779,38.333336,-20.88889,-1.937482,1
71,0.111111,4.5,21.777779,28.555555,-17,-1.636863,1
125,0,0.666667,7.222222,6.888889,-7.222222,-0.944272,1
57,0,2.111111,24.666666,34.444447,-19.555555,-1.739017,1
142,0,0.944444,6.555555,5.777778,-6.777778,-0.829712,1
113,0,2.944444,20,25.444445,-14.777778,-1.585609,1
147,0,0.5,3.888889,6.666666,-6.777778,-1.475643,1
142,0.111111,1.722222,6.777778,5.222222,-7.111111,-0.675123,1
50,0,0.944445,94.666664,125.77778,-16.666666,-2.337296,2
85,0,0.888887,88.77778,122.55556,-27.777779,-2.186342,2
44,0,1.333333,93,126.77778,-23.333334,-2.255577,2
21,0,1.333333,120.666664,142.55556,-10.555555,-2.364884,2
17,0,1.888889,118.77778,143.55556,-9.666667,-2.412968,2
21,0,1.166667,115.77778,141.88889,-12.333333,-2.370372,2
62,0.111111,1.611109,100.77778,126.333336,-21.11111,-2.185419,2
68,0,0.722224,94.22222,126.333336,-17.444445,-2.333212,2
50,0,1.444444,109.888885,139.77779,-16.555555,-2.325679,2
41,0,1.111112,111.888885,139.77779,-16.777779,-2.299918,2
58,0,1.444444,110.44444,138.77779,-14.111111,-2.357271,2
30,0,0.611111,115.111115,141,-15.888889,-2.295989,2
29,0,1.055553,119.22222,142.88889,-15.666667,-2.271128,2
80,0,1.444445,82.44444,119.333336,-27.333334,-2.228712,2
57,0,0.666665,115.77778,140.44444,-12,-2.362514,2
22,0,0.722221,133,147,-12.222222,-2.158304,2
20,0,1.27778,116.77778,142.66667,-14.333333,-2.326919,2
35,0,0.944447,83.333336,122.55556,-25.222221,-2.280843,2
64,0,1.333331,96.333336,126.22222,-15,-2.355443,2
19,0,0.944443,116.55556,143.11111,-13.888889,-2.344188,2
18,0,0.5,102.333336,130.11111,-14.666667,-2.340839,2
21,0,1.333332,115,142.88889,-12.777778,-2.377814,2
41,0,0.388892,95.111115,128.88889,-13.777778,-2.404745,2
59,0,1.333333,110.55556,138.77779,-15.777778,-2.323173,2
13,0.111111,1.333333,119.666664,145.44444,-12.888889,-2.355244,2
57,0,1.22222,114.22222,139.66667,-13.444445,-2.34019,2
76,0,1.333333,74.55556,116.55556,-32.88889,-2.208019,2
68,0,0.888889,95.111115,124.888885,-25.333334,-2.169999,2
28,0,1.444441,111,138.66667,-13.888889,-2.35398,2
48,0,0.999999,94.77778,129.11111,-24.333334,-2.247036,2
18,0,1.277777,114,142,-14.222222,-2.352184,2
20,0,0.611112,98.44444,129.55556,-13.777778,-2.385213,2
39,0.111111,1.833333,102.55556,132,-23.444445,-2.198158,2
50,0,0.944445,94.666664,125.77778,-16.666666,-2.337296,2
47,0,1.111109,129,146.33334,-11.555555,-2.262555,2
54,0,0.833335,97.888885,127.111115,-15,-2.345744,2
57,0.111111,1.611112,113,140.33334,-14.444445,-2.341163,2
42,0,1.666668,95.666664,126.22222,-12.111111,-2.410388,2
82,0,0.611111,92.888885,125.888885,-17.222221,-2.344872,2
58,0,1.000001,110.111115,138.77779,-14.666667,-2.349269,2
96,0,0.611112,103.44444,128.11111,-25.11111,-2.085954,2
32,0,1.777779,115.111115,142.22223,-14.666667,-2.333746,2
32,0,2.611109,129.77779,146.33334,-10.555555,-2.280755,2
15,0,0.777774,134.33334,150.11111,-8.666667,-2.328472,2
17,0,1.277779,115,141.88889,-13.777778,-2.348415,2
54,0,0.944444,109.111115,132.44444,-24,-2.079152,2
79,0,0.777779,93.888885,126.55556,-14.888889,-2.377965,2
29,0,0.444443,98.55556,130.55556,-14.888889,-2.373206,2
57,0,0.888889,111.333336,139,-17,-2.297173,2
30,0,0.611109,97.666664,129,-12.666667,-2.405295,2
13,0,0.944445,137.11111,148.88889,-7.111111,-2.276767,2
46,0,1.111112,93.888885,128.88889,-23.222221,-2.270851,2
101,0,0.611109,126.44444,147.22223,-11.444445,-2.328735,2
29,0,1.388891,119,142.77777,-14.444445,-2.29776,2
48,0,0.555555,112.22222,138.11111,-16.777779,-2.278604,2
42,0,1.166669,130.44444,147.44444,-11.222222,-2.26361,2
113,0,1.333333,124.666664,145.66667,-12.333333,-2.309551,2
28,0,1.222221,97.888885,131.11111,-24.11111,-2.238865,2
50,0.111111,1.111112,93.888885,130.33334,-17.11111,-2.37202,2
68,0,0.777779,115.666664,141,-15.333333,-2.300618,2
88,0,0.500001,101.55556,127.55556,-23.777779,-2.139239,2
15,0,0.666668,100.111115,132,-13.888889,-2.389025,2
49,0,1.499999,116.333336,141.77779,-17.222221,-2.263738,2
85,0,0.888888,79.22222,118,-30.333334,-2.208414,2
43,0,1.111111,115.666664,140.22223,-16.11111,-2.270653,2
14,0,1.222223,100.111115,132.11111,-13.777778,-2.391113,2
42,0,1.666668,95.666664,126.22222,-12.111111,-2.410388,2
39,0.111111,1.333333,99.44444,131.11111,-13.666667,-2.393564,2
40,0,0.833333,114,141.55556,-16,-2.313685,2
29,0,0.777779,88.77778,126.333336,-25.777779,-2.257217,2
33,0,0.888888,113.22222,140.88889,-15,-2.333537,2
19,0,1.666672,131.55556,146.44444,-7.333334,-2.358602,2
23,0,1.166665,111,139.77779,-14.333333,-2.356262,2
54,0,1.222221,112.666664,141.33334,-15.777778,-2.328661,2
51,0,2.055553,113.22222,141.11111,-16.555555,-2.30531,2
92,0,0.77778,74.888885,115.44444,-29,-2.242802,2
13,0,1.666664,134.88889,149.88889,-4.777778,-2.449265,2
47,0,1.555557,114.111115,139.77779,-18.555555,-2.23989,2
46,0.111111,2.166668,112.77778,141,-14,-2.357688,2
66,0.111111,1.833335,106.888885,128.77779,-21.666666,-2.09899,2
67,0,1.055556,99.44444,125.55556,-21.88889,-2.173099,2
48,0,1.333331,107.44444,132.44444,-25,-2.090557,2
104,0,1.833335,87.22222,119.888885,-18.222221,-2.326201,2
27,0,0.5,132.55556,146.55556,-8.888889,-2.264532,2
25,0,1.111111,117.77778,142.33334,-12.333333,-2.354552,2
47,0,0.999997,127.44444,145.77777,-11,-2.30244,2
71,0,0.888888,111.44444,138.33334,-16.222221,-2.301203,2
47,0,0.666667,82.55556,121.44444,-29.333334,-2.223218,2
50,0,0.777779,109.22222,138.88889,-17.222221,-2.312305,2
57,0,1.388891,129.44444,146.66667,-13.666667,-2.187422,2
15,0,1.222225,90.888885,131.11111,-26.88889,-2.266452,2
72,0,1.055559,115.333336,140.55556,-14.333333,-2.32084,2
37,0,1.055553,80.111115,121.111115,-28.11111,-2.258443,2
27,0,0.5,132.55556,146.55556,-8.888889,-2.264532,2
32,0,1.33333,103.888885,133.33334,-11,-2.421193,2
42,0.111111,0.944444,117,141.77779,-14.111111,-2.31442,2
13,0,1.166667,122.77778,145.44444,-11.111111,-2.360428,2
16,0,0.888891,99.111115,131.11111,-19.777779,-2.293933,2
79,0,0.777779,93.888885,126.55556,-14.888889,-2.377965,2
58,0,0.888891,112.55556,137.44444,-12,-2.365385,2
31,0,1.333333,129.88889,145.55556,-10.777778,-2.255012,2
77,0,1.277776,128.55556,147.33334,-12.111111,-2.277146,2
98,0,1.666667,77.333336,116.888885,-28.666666,-2.238522,2
12,0,1.777779,115.55556,143.11111,-11.333333,-2.402917,2
63,0,0.666668,108.44444,137.55556,-16.666666,-2.315885,2
21,0,1,116.22222,143.11111,-14.222222,-2.339377,2
94,0,1.000001,106.888885,127.55556,-24.222221,-2.015307,2
23,0,1.166665,111.888885,141.66667,-14,-2.37055,2
65,0,0.722221,82.77778,121.111115,-27.666666,-2.239144,2
24,0,0.888888,117.666664,141.66667,-12.222222,-2.349252,2
93,0.111111,1.944444,70.66667,112.111115,-30.555555,-2.231558,2
38,0,0.888888,113.333336,141.66667,-15.888889,-2.322923,2
41,0,1.499999,103.888885,131.22223,-24.88889,-2.139822,2
96,0,0.944445,76,115.666664,-30.11111,-2.219979,2
66,0,1.444443,111,139.77779,-17,-2.307094,2
46,0,1.777779,116,141,-14.777778,-2.304436,2
67,0.111111,3.833332,92.111115,125.55556,-16.555555,-2.357338,2
38,0.111111,2.111111,100.44444,131.44444,-14.777778,-2.370002,2
59,0,1.055556,109.22222,139,-14.444445,-2.364216,2
14,0,0.611113,99,130.66667,-12.555555,-2.408968,2
18,0,0.555557,97.22222,130.44444,-10.333333,-2.45498,2
72,0,1.499999,114.111115,141.11111,-13,-2.366197,2
51,0,0.833335,110.666664,140.77779,-16.555555,-2.330465,2
42,0,1.388891,128.11111,146.44444,-11.888889,-2.282217,2
17,0,0.666667,120.77778,143.88889,-12.222222,-2.339493,2
58,0,1.000001,76.888885,118.55556,-30.11111,-2.239301,2
99,0,0.777779,79,118,-30.555555,-2.207756,2
41,0,0.833333,99,129.33334,-12.333333,-2.404553,2
