@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
96,115,0.388889,7.777778,4,0.53858,-1.210357,1
226,141,0.5,7,3,0.574074,-0.843732,1
85,56,1.333333,23.333334,20,0.442788,-1.863182,1
17,64,1.444444,17.555555,14,0.441092,-1.755505,1
67,61,1.055556,22.666666,17.88889,0.415751,-1.700913,1
140,116,0.944445,21.333334,16.88889,0.398448,-1.670314,1
25,116,0.944445,17,11.555555,0.447187,-1.162844,1
24,83,2.777777,19.11111,13.888889,0.399927,-1.456819,1
117,147,0.611111,5.444445,3.888889,0.643678,-1.783388,1
39,111,0.722222,7,3.444444,0.562919,-1.175773,1
29,66,2.555555,21.222221,16.777779,0.438246,-1.733544,1
148,116,0.5,7.111111,3.555556,0.544733,-1.163245,1
88,89,0.777777,21.666666,16.88889,0.403687,-1.625587,1
105,139,0.277778,7.555555,3.555556,0.532628,-0.965946,1
98,104,2.222222,19.222221,13.666667,0.410009,-1.446641,1
227,118,0.055556,7,3.222222,0.545635,-0.960827,1
79,57,1.722222,24,20.222221,0.440509,-1.837675,1
104,136,0.5,8.333334,4.111111,0.526235,-0.963931,1
156,123,0.388889,8,3.555556,0.555776,-0.761648,1
71,113,0.722222,7.111111,3,0.580026,-0.851202,1
79,95,1.666667,21.11111,16,0.388363,-1.555549,1
219,134,0.277778,6.444445,2.555556,0.603704,-0.730465,1
41,61,2.055555,20.333334,16.11111,0.437042,-1.737293,1
38,112,0.555556,7,3.555556,0.559171,-1.273992,1
33,149,0.555556,4.111111,3.555556,0.578339,-1.985703,1
101,80,3.555555,24.333334,18.555555,0.412094,-1.620451,1
65,75,0.611111,21.11111,15.777778,0.417046,-1.590164,1
192,142,0.5,6.777778,2.333334,0.662037,-0.604864,1
37,126,0.388889,7.444445,3.111111,0.581349,-0.895807,1
217,122,0.333333,7.222222,3.444444,0.551808,-1.05144,1
138,133,0.666667,7.777778,3.666667,0.558201,-1.077659,1
97,86,1.5,23.333334,17.88889,0.405541,-1.60859,1
120,136,0.611111,7.777778,3.777778,0.529541,-0.924607,1
4,87,2.777778,18.222221,12.777778,0.391731,-1.318373,1
35,62,0.777779,20.777779,15.666667,0.423121,-1.620398,1
193,142,0.388889,6.777778,2.444444,0.646164,-0.675123,1
33,117,0.5,7.333334,3.777778,0.53858,-1.233256,1
229,124,0.888889,7.111111,3.444444,0.545855,-1.037663,1
183,111,0.666667,6.888889,3.222222,0.566138,-1.065066,1
23,147,0.333333,4.111111,2.222222,0.698445,-1.561754,1
69,81,1.833333,20.333334,14.555555,0.41031,-1.472378,1
95,109,1,19.222221,12.555555,0.384997,-1.131204,1
72,118,0.277778,6.555555,3.222222,0.545855,-1.053347,1
32,45,2.277778,20.555555,16.444445,0.428167,-1.73537,1
29,125,0.388889,7.222222,3.444444,0.529762,-0.944272,1
66,101,0.722223,19.666668,13.888889,0.410267,-1.457591,1
40,73,1.388889,19.777779,15.333333,0.426973,-1.675465,1
188,133,0.333333,8.333334,3.888889,0.53858,-0.924817,1
146,72,0.944444,23.777779,19.444445,0.450926,-1.807866,1
188,133,0.333333,8.333334,3.888889,0.53858,-0.924817,1
125,56,2.666666,26.11111,22.11111,0.41394,-1.819915,1
5,101,2.333333,18.333334,12.555555,0.376852,-1.21111,1
23,86,0.888889,18.555555,13.666667,0.417916,-1.541502,1
96,84,1.5,23.555555,18,0.398791,-1.598867,1
154,128,0.5,7.333334,3.333333,0.563713,-1.005054,1
177,126,0.444444,7.666666,2.888889,0.623016,-0.612886,1
217,145,0.555556,6.333334,3,0.564153,-1.068968,1
88,71,1.444445,21.777779,16.666668,0.416299,-1.636863,1
23,85,1.444444,18.88889,13.111111,0.399751,-1.386867,1
131,86,1.388889,23.555555,18,0.424597,-1.650844,1
238,118,0.333333,6.222222,2.555556,0.617063,-1.047198,1
29,100,2.222223,20.88889,15.444445,0.394331,-1.519702,1
134,104,2.388889,20.88889,16.11111,0.430399,-1.669752,1
23,88,2,18.777779,15.666667,0.424904,-1.785147,1
60,131,0.333333,7.222222,3,0.581349,-0.621222,1
182,134,0.611111,7.666666,3.333333,0.577601,-0.806042,1
34,83,1.444445,19.555555,14.333333,0.410073,-1.507007,1
146,140,1.055556,7.888889,3.777778,0.537017,-0.909267,1
141,89,1.277778,23.11111,18.11111,0.405022,-1.664008,1
97,75,2,24,18.88889,0.40212,-1.652768,1
14,60,0.555555,18.88889,14.333333,0.419248,-1.623392,1
108,130,0.944445,8.444445,4.222222,0.501014,-0.764077,1
80,124,0.555556,6.666666,2.666667,0.608466,-0.877707,1
104,122,0.444445,8.111112,3.888889,0.520062,-0.83212,1
120,136,0.611111,7.777778,3.777778,0.529541,-0.924607,1
104,124,0.611111,7.666666,3.555556,0.550044,-0.95784,1
176,118,0.388889,7.666666,3.555556,0.537698,-0.87829,1
18,138,0.888889,7.333334,3.333333,0.543871,-0.862108,1
69,92,1.888889,20.222221,14.555555,0.376574,-1.408242,1
14,110,1.722222,18.88889,13.444445,0.368848,-1.345096,1
225,143,0.444445,6.777778,2.777778,0.601852,-1.048222,1
38,106,2.222222,20,14.888889,0.408155,-1.55762,1
78,108,0.833333,19,12.444445,0.378839,-1.169517,1
108,111,0.555555,4.111111,1.777778,0.715608,-1.43724,1
146,124,0.5,7.444445,3.333333,0.563492,-1.02473,1
65,143,0.333333,6.555555,2.666667,0.595238,-0.907416,1
69,74,3.888889,22.555555,17.666668,0.420252,-1.66658,1
22,116,0.388889,6.777778,3.111111,0.575397,-1.099624,1
138,116,0.611111,7.555555,3.666667,0.559171,-1.19107,1
2,63,1.222222,17.222223,13.333333,0.435021,-1.683847,1
108,113,0.444444,6.888889,3,0.566138,-0.989308,1
123,104,2.277778,20.555555,16.555555,0.421395,-1.72879,1
145,102,0.888889,22.11111,17.333334,0.417763,-1.68544,1
30,124,0.611111,7.444445,3.333333,0.571649,-0.987873,1
199,140,0.444444,7.444445,3.666667,0.513889,-0.91962,1
8,102,1.888889,18.555555,13.333333,0.390329,-1.447037,1
100,124,0.277778,8.222222,4.222222,0.531173,-1.157082,1
80,116,1.5,21.222221,16.333334,0.407364,-1.632243,1
178,128,0.444444,7.888889,3.444444,0.563713,-0.7213,1
121,60,2.277778,24.666666,20.333334,0.4223,-1.776113,1
121,60,2.277778,24.666666,20.333334,0.4223,-1.776113,1
23,85,1.444444,18.88889,13.111111,0.399751,-1.386867,1
228,114,0.388889,7,3.222222,0.56746,-1.151837,1
97,116,0.722222,7.555555,3.888889,0.546517,-1.233945,1
18,138,0.888889,7.333334,3.333333,0.543871,-0.862108,1
133,67,1.388889,25.11111,20.444445,0.429308,-1.768356,1
137,94,1.666667,20.666668,15.666667,0.427811,-1.627145,1
75,67,1.444445,22.555555,16.333334,0.414836,-1.524771,1
105,139,0.277778,7.555555,3.555556,0.532628,-0.965946,1
75,59,1.055555,22.333334,18.555555,0.459427,-1.836328,1
62,144,0.277778,6,2.666667,0.574603,-0.969119,1
70,60,0.944445,22.444445,17.88889,0.420823,-1.713134,1
114,121,0.444444,8,3.777778,0.528219,-0.914324,1
176,132,0.5,7.444445,3.555556,0.529982,-0.726018,1
59,111,0.277778,6.444445,2.888889,0.60119,-1.181388,1
68,117,0.444444,20.666668,14.888889,0.381277,-1.420087,1
38,146,0.5,5.666666,2.888889,0.571429,-1.258358,1
90,111,1.666667,19.777779,13.888889,0.374312,-1.333792,1
13,73,1.388889,19.222221,13.888889,0.421504,-1.524253,1
75,107,1.166667,18.777779,11.888889,0.399311,-1.131973,1
145,90,1,23.666666,18.666668,0.420598,-1.705942,1
95,57,1.833333,24.666666,19.777779,0.425691,-1.739017,1
69,59,1.277777,22.666666,18,0.415301,-1.699326,1
142,100,0.666667,21.777779,16.444445,0.421994,-1.623301,1
138,133,0.666667,7.777778,3.666667,0.558201,-1.077659,1
27,68,1.388889,20.444445,15.888889,0.440354,-1.700324,1
23,55,2.222222,21.666666,17.555555,0.43507,-1.771163,1
19,63,1.277778,19.666668,15.333333,0.44725,-1.72683,1
147,92,1.111111,22.777779,17.555555,0.414356,-1.653926,1
30,56,1.555555,22.11111,17.666668,0.43596,-1.748835,1
237,135,0.555556,5.666666,2,0.647222,-0.807848,1
64,74,1.333333,21,15.555555,0.419204,-1.554234,1
136,70,1,24.444445,19.666668,0.421281,-1.74518,1
99,107,1.555556,19.444445,13.444445,0.413785,-1.370369,1
151,147,0.444445,5.666666,3.222222,0.652248,-1.50837,1
58,122,0.277778,7,3.222222,0.551587,-0.964797,1
28,131,0.222222,6.666666,2.888889,0.566138,-0.874641,1
145,101,0.555555,21.555555,16.555555,0.432819,-1.674318,1
29,111,0.388889,6.888889,3,0.564153,-0.897859,1
196,124,0.222222,7.555555,3.666667,0.542108,-1.011484,1
149,77,2.111111,23.444445,18.444445,0.415737,-1.68954,1
96,92,3.333334,21.777779,17.11111,0.422223,-1.682651,1
67,118,1.111111,20.222221,15.777778,0.416884,-1.620749,1
95,131,0.555555,6.888889,3,0.592813,-0.850783,1
101,130,0.611111,7.444445,3.222222,0.575397,-0.871495,1
91,115,1.722222,20.555555,15.111111,0.375321,-1.440963,1
76,64,2.222222,21.777779,17.88889,0.424819,-1.756712,1
34,137,0.5,7.777778,3.333333,0.573633,-0.744272,1
127,120,1.666667,22.11111,18.444445,0.394863,-1.76489,1
71,90,2.777778,22,16.777779,0.420486,-1.622331,1
95,100,0.722222,21.666666,15.555555,0.401042,-1.477019,1
16,128,0.5,6.888889,3.111111,0.561508,-0.985811,1
122,91,2.222222,22,16.666668,0.420716,-1.630409,1
86,88,2.055556,21.444445,15.666667,0.405118,-1.512555,1
96,84,1.5,23.555555,18,0.398791,-1.598867,1
78,107,0.833333,18.333334,12.555555,0.395253,-1.312499,1
14,138,0.5,6.777778,2.666667,0.603836,-0.722894,1
26,67,1,19.555555,14.555555,0.436939,-1.623202,1
13,149,0.888889,4.111111,3.666667,0.588163,-2.009108,1
94,67,2.555556,22.88889,17.555555,0.429897,-1.670171,1
14,134,0.388889,6.777778,2.888889,0.587302,-0.912631,1
105,110,0.5,4.333334,2,0.708333,-1.539762,1
216,126,0.555555,6.444445,2.555556,0.611111,-0.877707,1
239,143,0.333333,6.111111,2,0.674074,-0.87829,1
83,114,1.388889,20,14.888889,0.394964,-1.508658,1
37,114,1.388889,19,12.555555,0.393691,-1.176662,1
88,115,1.666667,21.333334,16.777779,0.397362,-1.619549,1
22,116,0.388889,6.777778,3.111111,0.575397,-1.099624,1
194,118,0.444445,7.555555,3.555556,0.543871,-1.076198,1
19,147,0.222222,3.888889,1.888889,0.713228,-1.475643,1
121,113,1.722222,20,15.333333,0.396589,-1.585609,1
62,123,0.444444,7.555555,3.222222,0.573413,-0.837598,1
70,71,2.111112,21.88889,16.777779,0.43357,-1.66796,1
140,103,2.166666,21.222221,16.333334,0.416239,-1.634396,1
15,123,0.444444,6,2.333334,0.61164,-0.853547,1
16,128,0.5,6.888889,3.111111,0.561508,-0.985811,1
177,131,0.444444,7.555555,3.666667,0.515873,-0.804846,1
27,50,1.055556,21.666666,17.444445,0.418746,-1.741254,1
227,116,0.388889,6.555555,2.888889,0.580026,-1.093148,1
141,62,1.888889,23.777779,20.666668,0.450305,-1.888408,1
32,113,0.5,7.222222,3.444444,0.563492,-1.175454,1
75,103,1.388889,20.222221,13.888889,0.388385,-1.334127,1
28,112,0.722222,7.111111,3.444444,0.544092,-1.058277,1
26,93,2.499999,18.88889,15.444445,0.419233,-1.730306,1
33,104,1.555556,20.222221,15.444445,0.380367,-1.555376,1
149,64,1.5,22.666666,17.666668,0.446354,-1.724894,1
1,115,1.833333,15.666667,12.222222,0.425538,-1.54801,1
67,64,2.111111,22,16.555555,0.426923,-1.625668,1
85,101,1.333333,21.222221,15.888889,0.404792,-1.558599,1
86,74,1.333334,21.666666,16.666668,0.422206,-1.646671,1
121,123,1.555555,7.888889,4.555555,0.475,-1.18068,1
89,89,1.722222,21.333334,16.555555,0.400445,-1.611365,1
6,90,1.944445,18.777779,13.444445,0.38846,-1.425885,1
6,51,1.666667,18.777779,14.333333,0.442861,-1.68129,1
12,56,1.222222,19.444445,14.666667,0.422689,-1.622211,1
85,101,1.333333,21.222221,15.888889,0.404792,-1.558599,1
33,149,0.555556,4.111111,3.555556,0.578339,-1.985703,1
80,95,1.222222,21.333334,16.222223,0.390436,-1.567327,1
229,124,0.888889,7.111111,3.444444,0.545855,-1.037663,1
24,58,0.888889,20,15.444445,0.434743,-1.685074,1
76,81,1.888889,22.333334,17,0.409201,-1.606794,1
149,117,0.833333,21.11111,16.222223,0.382629,-1.574477,1
151,138,0.444444,7,3,0.56746,-0.880521,1
196,129,0.833333,7.888889,3.777778,0.540123,-0.932783,1
133,96,1,22.11111,16.222223,0.406451,-1.530686,1
222,114,0.277778,6.111111,2.888889,0.603175,-1.314533,1
88,88,0.833333,21.333334,16.666668,0.413308,-1.653787,1
13,103,1.388889,17.666668,11.666667,0.398903,-1.219211,1
22,60,0.5,19.333334,14.666667,0.430484,-1.650048,1
139,86,1.444445,24.222221,20.222221,0.421495,-1.804829,1
35,42,1.055556,20,16.666668,0.462752,-1.842494,1
39,60,1.555556,21.333334,16.555555,0.446636,-1.709389,1
137,66,2.611111,25.333334,21.666666,0.430558,-1.844993,1
77,124,0.5,6.888889,2.777778,0.595899,-0.752669,1
42,59,1.833333,20.777779,15.888889,0.445142,-1.680812,1
73,103,1.277777,19.222221,13.222222,0.410306,-1.397414,1
108,123,0.611111,8.222222,4,0.524471,-0.985729,1
24,65,1.222223,20.11111,15.555555,0.419418,-1.665853,1
105,65,0.944443,111.666664,117.333336,0.202365,-2.303991,2
226,83,0.888889,74.55556,80.44444,0.362062,-2.239053,2
112,30,0.555557,100.77778,108.888885,0.225384,-2.385308,2
235,22,1.166667,132.11111,132.88889,0.109655,-2.146204,2
92,104,1.722223,87.22222,94.44444,0.272403,-2.326201,2
112,18,0.833333,102.333336,108.888885,0.213257,-2.340839,2
181,27,0.722221,132.55556,135.11111,0.096263,-2.264532,2
183,78,1.055557,128.66667,131,0.124647,-2.225537,2
91,54,0.833333,97.888885,105,0.229674,-2.345744,2
207,58,0.777777,97.666664,105.333336,0.237567,-2.357271,2
146,62,0.888889,85.666664,91.888885,0.294583,-2.277142,2
191,47,0.444445,129,131.88889,0.118399,-2.262555,2
69,17,0.611112,120.77778,126.22222,0.160604,-2.339493,2
192,40,1.222221,114.44444,118.888885,0.185749,-2.270219,2
131,15,0.888891,119.666664,125.44444,0.176494,-2.32497,2
44,20,0.611111,102.666664,106.55556,0.224139,-2.231826,2
140,25,0.999999,117.77778,123.888885,0.172504,-2.354552,2
19,28,1.166667,96.111115,107.22222,0.267544,-2.425992,2
121,62,0.555556,116.333336,121.111115,0.161658,-2.315962,2
105,62,0.833335,117.55556,121.55556,0.162225,-2.275425,2
92,56,0.444443,115.888885,121.44444,0.176061,-2.326783,2
79,58,1.055556,96.333336,104.44444,0.238143,-2.375207,2
115,39,0.722223,116.333336,122.44444,0.183242,-2.336025,2
96,13,0.833331,122.111115,128.44444,0.156568,-2.386251,2
26,90,0.611112,105.666664,105.333336,0.181789,-2.078418,2
118,38,0.777777,113.333336,119.55556,0.199972,-2.322923,2
25,41,1,103.888885,105.111115,0.208293,-2.139822,2
245,93,2.888891,70.66667,76.111115,0.369638,-2.231558,2
40,57,1.166665,112.22222,119.44444,0.192488,-2.376054,2
115,81,0.722224,91.888885,101,0.26422,-2.382261,2
155,27,1.055557,132.55556,133.44444,0.098472,-2.146716,2
156,32,0.777774,129.77779,132.77779,0.113055,-2.280755,2
78,30,0.666667,99.333336,108.44444,0.242337,-2.395064,2
165,99,0.888891,79,83.22222,0.330418,-2.207756,2
212,81,0.72222,77.22222,80.888885,0.347902,-2.187399,2
174,50,1.000001,94.666664,101.888885,0.247337,-2.337296,2
7,18,1.277779,133.33334,135,0.096352,-2.214612,2
93,29,1.222224,119,123.666664,0.166484,-2.29776,2
204,25,0.611111,88,93.77778,0.299583,-2.253408,2
63,13,0.611115,122.77778,128.55556,0.155825,-2.360428,2
201,92,0.833335,74.888885,80.66667,0.35122,-2.242802,2
92,68,1.055557,115.666664,120.666664,0.179629,-2.300618,2
121,55,1.500001,90,95.111115,0.274795,-2.251012,2
172,31,0.722221,130.77779,133,0.10071,-2.251504,2
84,65,0.722221,115.333336,120,0.185658,-2.273744,2
166,65,0.777777,82.77778,88.111115,0.316474,-2.239144,2
143,20,1.111116,116.77778,122.55556,0.181475,-2.326919,2
189,39,1.055555,113.888885,118.333336,0.188391,-2.268113,2
243,41,1,128.44444,131.33334,0.119532,-2.270225,2
142,33,0.499999,96.77778,106.333336,0.247776,-2.408019,2
78,62,0.666667,100.77778,103,0.202279,-2.185419,2
232,31,0.555555,101.888885,110.44444,0.23132,-2.384877,2
126,20,0.999997,115.666664,121.666664,0.187293,-2.328034,2
1,45,0.888891,110.55556,118,0.210174,-2.35936,2
122,11,1,136.88889,142.55556,0.092773,-2.521648,2
63,13,1.166667,137.11111,139.44444,0.079806,-2.276767,2
175,14,0.888888,100.111115,109.22222,0.24216,-2.391113,2
103,39,0.499997,116.55556,123.111115,0.184263,-2.352961,2
143,34,1.055555,113.666664,120.77778,0.199516,-2.357272,2
104,41,0.388889,99,108,0.234493,-2.404553,2
194,57,0.611109,129.88889,131.77779,0.111695,-2.215046,2
73,19,0.944445,116.55556,122.888885,0.185539,-2.344188,2
160,30,0.222221,97.666664,107,0.24285,-2.405295,2
245,18,1,131.44444,134.33334,0.111218,-2.27511,2
68,80,1.166667,102.888885,103,0.198052,-2.098697,2
11,50,1.777777,93.888885,103.55556,0.2797,-2.37202,2
108,59,0.500001,116.55556,121.44444,0.170091,-2.308637,2
243,48,1.222224,127.55556,130.88889,0.126968,-2.278428,2
245,47,0.833331,127.44444,131.11111,0.125709,-2.30244,2
124,29,1.000001,119.22222,123.22222,0.165616,-2.271128,2
234,27,0.833335,111.55556,117.77778,0.195416,-2.334512,2
120,51,1.055555,113.22222,118.888885,0.197569,-2.30531,2
145,34,0.555557,131.44444,133,0.104539,-2.2,2
181,15,0.833336,133.88889,137.44444,0.104639,-2.330563,2
112,35,1.111111,117.44444,122.666664,0.176083,-2.311049,2
102,73,0.388889,115.44444,120.55556,0.178636,-2.307396,2
164,45,1.055556,88.111115,93.111115,0.292503,-2.238324,2
209,11,0.833333,135.11111,139.44444,0.099836,-2.401587,2
233,64,1.000001,77.22222,82.55556,0.34921,-2.228939,2
22,57,0.888888,115.77778,122.111115,0.175605,-2.362514,2
151,57,1.055556,86.22222,92.888885,0.294515,-2.288131,2
128,15,0.77778,118.333336,125.44444,0.17818,-2.38244,2
51,56,0.888887,116.22222,121.44444,0.179483,-2.307657,2
31,42,1.277777,117,122.333336,0.174634,-2.31442,2
155,20,0.611112,98.44444,107.111115,0.240108,-2.385213,2
184,15,0.444445,134.33334,137.88889,0.105074,-2.328472,2
3,21,0.444445,120.77778,126.44444,0.15668,-2.357178,2
171,15,0.666668,100.111115,109.111115,0.241576,-2.389025,2
92,46,0.611112,93.888885,99.77778,0.271501,-2.270851,2
29,52,0.388889,115.55556,121.55556,0.175849,-2.348494,2
140,19,1.055553,97.666664,103,0.249895,-2.264331,2
83,28,0.388889,99.44444,108.333336,0.241511,-2.387884,2
236,42,0.722224,128.11111,131.33334,0.125137,-2.282217,2
168,13,1.333331,119.666664,126.111115,0.177191,-2.355244,2
224,34,1.333332,111.44444,118.22222,0.20392,-2.343381,2
112,30,0.555557,100.77778,108.888885,0.225384,-2.385308,2
250,37,0.611111,80.111115,86.55556,0.338487,-2.258443,2
84,40,1.166664,117.44444,122.55556,0.174209,-2.308766,2
58,19,1.611109,121,126.111115,0.151812,-2.340765,2
97,63,0.722221,96.22222,104.44444,0.23689,-2.382438,2
252,71,0.722221,72.77778,79.111115,0.370097,-2.249475,2
14,28,0.555553,97.888885,102.44444,0.253299,-2.238865,2
205,47,1.222223,114.111115,117.666664,0.18354,-2.23989,2
216,15,0.888891,90.888885,97.55556,0.306737,-2.266452,2
62,26,0.777777,98.333336,107.44444,0.248698,-2.38614,2
52,66,1.166665,106.888885,107,0.174128,-2.09899,2
213,14,1.055556,104.22222,112.666664,0.222856,-2.390383,2
179,101,0.444448,126.44444,131.11111,0.141107,-2.328735,2
120,74,0.333335,89.111115,93.22222,0.276784,-2.220553,2
202,41,0.944448,111.888885,117.44444,0.199347,-2.299918,2
173,113,0.5,124.666664,129,0.144134,-2.309551,2
210,47,0.5,82.55556,87.333336,0.320097,-2.223218,2
143,24,1.277777,117.666664,123.55556,0.169397,-2.349252,2
86,67,1,99.44444,101.55556,0.207702,-2.173099,2
82,51,0.611111,111.77778,118.888885,0.1952,-2.368498,2
37,61,0.611111,95.111115,103.77778,0.258869,-2.367396,2
141,31,1.444444,117.111115,122.111115,0.170718,-2.310766,2
235,46,1.166665,100.888885,110.111115,0.240722,-2.395028,2
165,99,0.888891,79,83.22222,0.330418,-2.207756,2
206,57,1.055557,111.333336,116.666664,0.198924,-2.297173,2
65,70,0.666665,104,105.77778,0.186099,-2.17166,2
104,68,1,95.111115,97.333336,0.239143,-2.169999,2
8,39,1.388891,102.55556,105.55556,0.222954,-2.198158,2
102,30,0.944447,115.111115,120.111115,0.183565,-2.295989,2
251,24,1.166667,110.77778,116.333336,0.195977,-2.307914,2
147,51,1.166665,117,121.77778,0.165549,-2.306687,2
92,56,0.444443,115.888885,121.44444,0.176061,-2.326783,2
192,51,0.722224,95.22222,104,0.250137,-2.383438,2
123,68,0.944444,94.22222,101.55556,0.25416,-2.333212,2
247,50,0.444443,109.22222,115.44444,0.213538,-2.312305,2
95,71,1.055553,96.666664,97.888885,0.212264,-2.143159,2
206,26,1.222219,131.44444,132.88889,0.105128,-2.182567,2
157,57,1.22222,114.22222,120.22222,0.182073,-2.34019,2
38,71,0.722221,111.44444,116.77778,0.194316,-2.301203,2
70,44,2.444444,112,118.888885,0.181821,-2.384657,2
8,39,1.388891,102.55556,105.55556,0.222954,-2.198158,2
17,18,1.222221,114,120.888885,0.197105,-2.352184,2
207,58,0.833331,110.111115,117.111115,0.206503,-2.349269,2
74,88,0.722221,101.55556,102.666664,0.204675,-2.139239,2
53,28,0.444444,96.44444,107.666664,0.261838,-2.438585,2
222,38,0.555556,100.44444,108.55556,0.23576,-2.370002,2
238,25,0.388887,103.666664,111.333336,0.224975,-2.360195,2
