@relation segment

@attribute Region-centroid-row numeric
@attribute Rawblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
112,8.111112,-1.273992,1
115,21.777779,-1.54801,1
128,6.555555,-0.837598,1
101,23.555555,-1.457591,1
126,5.666666,-0.612886,1
149,8.777778,-2.009108,1
104,24.88889,-1.555376,1
44,25.222221,-1.753726,1
124,7.333334,-1.02473,1
115,7.888889,-1.175454,1
145,5,-0.959485,1
117,26.333334,-1.574477,1
88,26.333334,-1.512555,1
57,34.444447,-1.739017,1
121,30.11111,-1.740736,1
131,6,-0.874641,1
75,31.666666,-1.652768,1
147,7.444445,-1.561754,1
86,23.555555,-1.541502,1
145,6.555555,-1.068968,1
114,7.333334,-1.314533,1
128,7.222222,-1.005054,1
134,7.111111,-0.966318,1
77,32.333336,-1.677308,1
139,6.444445,-1.004936,1
92,29.777779,-1.682651,1
80,34.444447,-1.773594,1
93,26.777779,-1.730306,1
55,26.666666,-1.634416,1
53,27.444445,-1.662177,1
114,6.111111,-0.91061,1
58,27.333334,-1.685074,1
61,30.666666,-1.700913,1
116,27.555555,-1.632243,1
62,27.222221,-1.620398,1
124,7.333334,-1.02473,1
124,7.111111,-1.037663,1
136,7.222222,-0.924607,1
111,22.222221,-1.333792,1
60,35.22222,-1.776113,1
75,27.11111,-1.590164,1
120,30.444445,-1.76489,1
107,19.444445,-1.131973,1
136,8,-0.963931,1
143,5.888889,-0.907416,1
70,34,-1.74518,1
114,24.666666,-1.508658,1
85,28.11111,-1.659879,1
111,6.333334,-0.897859,1
86,30.222221,-1.60859,1
61,28.777779,-1.737293,1
74,28.88889,-1.646671,1
123,6.777778,-0.761648,1
101,19.88889,-1.21111,1
142,5.222222,-0.776334,1
143,5.444445,-0.87829,1
56,36,-1.863182,1
114,7.444445,-1.151837,1
77,31.555555,-1.68954,1
67,30.777779,-1.670171,1
117,7.555555,-1.353896,1
95,26.222221,-1.555549,1
60,35.22222,-1.776113,1
116,6.777778,-1.093148,1
64,31.222221,-1.756712,1
124,6,-0.877707,1
111,7.666666,-1.175773,1
133,7.888889,-1.077659,1
98,20.777779,-1.360437,1
144,5.777778,-0.969119,1
56,31.333334,-1.748835,1
94,27.333334,-1.627145,1
122,6.666666,-0.953435,1
95,26.666666,-1.567327,1
68,36.88889,-1.848523,1
67,25.88889,-1.623202,1
134,5.222222,-0.730465,1
103,22.555555,-1.397414,1
135,6.444445,-0.787376,1
116,8.222222,-1.19107,1
106,29.88889,-1.695804,1
106,23.666666,-1.48458,1
103,19.11111,-1.219211,1
64,28.88889,-1.625668,1
59,30.88889,-1.699326,1
126,6.777778,-0.895807,1
103,28,-1.634396,1
123,8.444445,-1.18068,1
133,7.777778,-0.924817,1
123,6.666666,-0.837598,1
117,7.444445,-1.179692,1
128,6.444445,-0.7213,1
131,5.444445,-0.621222,1
116,7.666666,-1.163245,1
57,34.444447,-1.739017,1
44,25.222221,-1.753726,1
83,23.222221,-1.456819,1
126,5.777778,-0.877707,1
71,28.555555,-1.636863,1
53,38.333336,-1.937482,1
137,6.444445,-0.744272,1
102,29.777779,-1.68544,1
135,5.444445,-0.692028,1
118,8.111112,-1.134543,1
70,30.11111,-1.649603,1
56,37.666668,-1.819915,1
75,29.333334,-1.641882,1
110,21.444445,-1.345096,1
133,7.888889,-1.077659,1
125,7.666666,-1.121818,1
92,24.11111,-1.570588,1
88,27.333334,-1.785147,1
100,26,-1.477019,1
72,35.77778,-1.846158,1
120,6.777778,-0.820403,1
135,6.444445,-0.892179,1
115,28,-1.619549,1
66,24,-1.569253,1
130,7.222222,-0.764077,1
117,24.11111,-1.420087,1
145,6.555555,-1.068968,1
91,24.555555,-1.55225,1
130,6.888889,-0.963048,1
112,7.222222,-1.058277,1
101,29.222221,-1.674318,1
111,6.888889,-0.872666,1
106,25.11111,-1.55762,1
124,7.333334,-0.95784,1
129,7.444445,-0.912766,1
81,26.11111,-1.566335,1
142,4.888889,-0.604864,1
116,28.11111,-1.670314,1
132,6.222222,-0.726018,1
101,26.777779,-1.558599,1
96,27.777779,-1.676921,1
122,6.666666,-0.964797,1
136,6.444445,-0.896533,1
78,31.222221,-1.610448,1
117,7.444445,-0.983947,1
149,8.666667,-1.985703,1
125,6.888889,-0.944272,1
139,7.222222,-0.965946,1
111,7.666666,-1.175773,1
114,17.11111,-1.179347,1
115,7.888889,-0.965144,1
41,29.777779,-1.77166,1
132,6.111111,-0.808383,1
134,6.222222,-0.912631,1
56,141.66667,-2.307657,2
21,141.88889,-2.370372,2
13,149.11111,-2.292384,2
44,136.88889,-2.384657,2
64,118.666664,-2.228939,2
66,128.77779,-2.09899,2
40,142.22223,-2.308766,2
67,125.55556,-2.173099,2
36,132.44444,-2.362237,2
53,145.77777,-2.217488,2
80,127.333336,-2.098697,2
62,138.77779,-2.315962,2
44,126.77778,-2.255577,2
104,119.888885,-2.326201,2
98,116.888885,-2.238522,2
17,143.88889,-2.339493,2
23,139.77779,-2.356262,2
57,122.22222,-2.288131,2
54,145.55556,-2.231555,2
25,133.77779,-2.360195,2
96,115.666664,-2.219979,2
48,132.44444,-2.090557,2
18,130.11111,-2.340839,2
65,121.111115,-2.239144,2
45,140,-2.35936,2
107,145.22223,-2.317384,2
74,123.22222,-2.220553,2
12,135.33334,-2.368866,2
45,124.55556,-2.238324,2
68,141,-2.300618,2
62,139.33334,-2.343404,2
43,140.55556,-2.280207,2
33,132,-2.290421,2
57,139,-2.376054,2
13,144.77777,-2.386251,2
21,142.55556,-2.364884,2
57,140.33334,-2.341163,2
94,127.55556,-2.015307,2
58,138.77779,-2.357271,2
55,132.22223,-2.319697,2
41,128.88889,-2.404745,2
56,140.66667,-2.326783,2
71,115.55556,-2.249475,2
16,125,-2.302468,2
33,141.77779,-2.348002,2
14,134.11111,-2.390383,2
93,112.111115,-2.231558,2
57,119.333336,-2.254208,2
41,138.88889,-2.280803,2
63,123.22222,-2.375282,2
60,138.33334,-2.293386,2
40,141.66667,-2.2949,2
41,129.33334,-2.404553,2
72,141.11111,-2.366197,2
20,132.33334,-2.231826,2
81,128.88889,-2.033487,2
21,142.88889,-2.377814,2
46,141,-2.357688,2
16,149.88889,-2.232895,2
28,131.11111,-2.238865,2
32,132.55556,-2.255674,2
42,126.22222,-2.410388,2
35,142.55556,-2.311049,2
29,130.55556,-2.373206,2
44,121.44444,-2.254541,2
34,146.66667,-2.2,2
78,147,-2.225537,2
39,131.11111,-2.393564,2
25,142.33334,-2.354552,2
54,127.111115,-2.345744,2
68,126.333336,-2.333212,2
50,125.77778,-2.337296,2
99,118,-2.207756,2
57,139.66667,-2.34019,2
89,125.44444,-2.306204,2
36,146.11111,-2.247156,2
57,121.55556,-2.264402,2
35,140.11111,-2.282923,2
28,138.66667,-2.35398,2
42,147.44444,-2.26361,2
46,141,-2.357688,2
71,140.88889,-2.339758,2
57,146.66667,-2.187422,2
31,145.55556,-2.255012,2
77,147.33334,-2.277146,2
27,145.55556,-2.264129,2
57,146.22223,-2.215046,2
24,141.66667,-2.349252,2
49,143.11111,-2.297839,2
50,140.88889,-2.28828,2
14,132.11111,-2.391113,2
58,118.55556,-2.239301,2
27,146.55556,-2.264532,2
76,116.55556,-2.208019,2
26,146.55556,-2.230725,2
15,144,-2.38244,2
54,141.33334,-2.328661,2
28,130.66667,-2.438585,2
47,141.66667,-2.315792,2
67,138.44444,-2.317188,2
16,131,-2.385001,2
33,130.55556,-2.266225,2
39,142.44444,-2.336025,2
79,126.55556,-2.377965,2
92,115.44444,-2.242802,2
46,132.88889,-2.395028,2
13,145.44444,-2.360428,2
88,127.55556,-2.139239,2
40,139.66667,-2.292201,2
43,128.22223,-2.247952,2
75,141.22223,-2.309804,2
25,131.33334,-2.396894,2
30,129,-2.405295,2
19,132.33334,-2.375985,2
40,129,-2.434692,2
34,127.333336,-2.286636,2
42,146.44444,-2.282217,2
30,130.11111,-2.385308,2
85,118,-2.208414,2
47,145.77777,-2.30244,2
46,145.55556,-2.232616,2
32,133.33334,-2.421193,2
90,128.55556,-2.097815,2
54,127.44444,-2.351182,2
77,125.22222,-2.42468,2
33,128.66667,-2.408019,2
41,131.22223,-2.139822,2
11,150.88889,-2.521648,2
21,141.88889,-2.370372,2
48,146.11111,-2.278428,2
18,130.44444,-2.45498,2
18,132.33334,-2.278452,2
11,150.11111,-2.401587,2
47,139.77779,-2.23989,2
20,129.55556,-2.385213,2
32,146.33334,-2.280755,2
15,131.11111,-2.266452,2
32,142.22223,-2.333746,2
30,130.11111,-2.385308,2
81,124.888885,-2.382261,2
21,143.11111,-2.339377,2
17,143.55556,-2.412968,2
74,123.22222,-2.220553,2
66,117.333336,-2.224845,2
49,128.88889,-2.211659,2
49,141.77779,-2.263738,2
42,126.22222,-2.410388,2
37,121.111115,-2.258443,2
42,141.77779,-2.31442,2
55,124.111115,-2.251012,2
25,125.666664,-2.253408,2
86,124.111115,-2.343789,2
32,142.22223,-2.333746,2
30,131.11111,-2.395064,2
87,146.44444,-2.312874,2
21,143.22223,-2.357178,2
62,121.44444,-2.277142,2
72,117.111115,-2.22578,2
83,116.888885,-2.239053,2
39,140.33334,-2.268113,2
53,130.22223,-2.117007,2
49,139.33334,-2.315477,2
39,132,-2.198158,2
27,146.55556,-2.146716,2
52,129.22223,-2.229685,2
70,127.77778,-2.17166,2
56,140.66667,-2.326783,2
66,139.77779,-2.307094,2
96,128.11111,-2.085954,2
59,138.77779,-2.323173,2
91,123.44444,-2.300486,2
50,138.88889,-2.312305,2
75,115.888885,-2.232,2
15,150.11111,-2.328472,2
94,119.22222,-2.227114,2
67,125.55556,-2.357338,2
73,140.55556,-2.307396,2
52,140.22223,-2.348494,2
63,126.111115,-2.382438,2
21,142.44444,-2.362526,2
33,140.88889,-2.333537,2
50,130.33334,-2.37202,2
45,124,-2.247816,2
29,142.88889,-2.271128,2
60,128.22223,-2.16692,2
13,145.44444,-2.355244,2
83,116.888885,-2.239053,2
18,147.55556,-2.214612,2
51,141.11111,-2.30531,2
85,122.55556,-2.186342,2
20,140.55556,-2.348006,2
79,126.55556,-2.377965,2
13,149.88889,-2.449265,2
32,146.33334,-2.280755,2
48,129.11111,-2.247036,2
41,145.88889,-2.270225,2
57,139,-2.297173,2
44,138.11111,-2.367282,2
36,125.22222,-2.232346,2
38,131.44444,-2.370002,2
58,118.77778,-2.246316,2
22,147.88889,-2.146204,2
53,138.22223,-2.39327,2
30,141,-2.295989,2
19,143.11111,-2.344188,2
20,142.33334,-2.328034,2
13,148.88889,-2.276767,2
90,128.55556,-2.097815,2
30,139.66667,-2.27951,2
41,147.22223,-2.268529,2
46,128.88889,-2.270851,2
46,141,-2.304436,2
90,128.33334,-2.078418,2
62,139.44444,-2.314232,2
58,137.44444,-2.365385,2
40,129,-2.419456,2
35,122,-2.248235,2
20,140.55556,-2.348006,2
26,146.77777,-2.182567,2
45,137.33334,-2.292668,2
71,140.88889,-2.339758,2
22,147,-2.158304,2
19,130.22223,-2.264331,2
18,147.55556,-2.214612,2
39,132,-2.198158,2
34,140,-2.343381,2
18,147.88889,-2.27511,2
11,150.88889,-2.521648,2
35,125.44444,-2.420203,2
47,146.33334,-2.262555,2
65,141.66667,-2.273744,2
59,139,-2.364216,2
64,126.22222,-2.355443,2
18,130.44444,-2.45498,2
71,122.44444,-2.143159,2
31,143.11111,-2.334831,2
17,141.88889,-2.348415,2
75,133,-2.295488,2
49,140.44444,-2.303412,2
78,125.666664,-2.368082,2
58,126.44444,-2.375207,2
32,138.11111,-2.309391,2
35,146.22223,-2.146845,2
63,137.55556,-2.315885,2
14,130.66667,-2.408968,2
15,145.33334,-2.341041,2
45,126.888885,-2.371807,2
50,139.77779,-2.325679,2
115,145.33334,-2.405477,2
72,140.55556,-2.32084,2
51,138.88889,-2.368498,2
31,145.44444,-2.251504,2
79,115.333336,-2.241633,2
82,125.888885,-2.344872,2
18,142,-2.352184,2
28,131.22223,-2.425992,2
29,142.77777,-2.29776,2
24,141.66667,-2.349252,2
19,142.44444,-2.352834,2
26,130.88889,-2.38614,2
19,146.44444,-2.358602,2
41,139.77779,-2.299918,2
113,145.66667,-2.309551,2
28,131.11111,-2.387884,2
43,140.22223,-2.270653,2
35,141.33334,-2.346636,2
29,142.77777,-2.29776,2
20,142.66667,-2.326919,2
48,138.11111,-2.278604,2
38,141.66667,-2.322923,2
40,129,-2.434692,2
81,118.44444,-2.187399,2
93,128,-2.141419,2
40,141.55556,-2.313685,2
41,128.88889,-2.404745,2
13,135.77779,-2.351897,2
52,129.22223,-2.229685,2
62,140.33334,-2.275425,2
31,132.55556,-2.384877,2
62,126.333336,-2.185419,2
101,147.22223,-2.328735,2
58,128.11111,-2.357271,2
31,141.22223,-2.310766,2
97,145.44444,-2.346234,2
15,149.55556,-2.330563,2
25,126.888885,-2.252101,2
27,138.66667,-2.334512,2
35,122.55556,-2.280843,2
15,145.33334,-2.32497,2
36,130.33334,-2.387384,2
65,140,-2.303991,2
51,127,-2.383438,2
109,122.22222,-2.297546,2
16,131.11111,-2.293933,2
68,124.888885,-2.169999,2
62,127.111115,-2.178149,2
19,142.66667,-2.340765,2
144,3.444444,-2.094395,3
96,11.888889,-2.275792,3
102,20.222221,-2.378944,3
84,9,-2.305729,3
134,0.111111,-2.094395,3
142,0.111111,-2.094395,3
103,5.666666,-2.185466,3
112,7.222222,-2.435718,3
99,5.555555,-2.149743,3
89,17.11111,-2.356793,3
87,79,-2.422127,3
136,1.888889,-2.094395,3
123,2,-2.123254,3
113,44.22222,-2.29665,3
145,20.11111,-2.06232,3
136,0,0,3
134,15.888889,-2.343004,3
97,5.888889,-2.269023,3
95,9,-2.333804,3
91,8,-2.186723,3
122,1.222222,-2.444563,3
125,3.888889,-2.237562,3
129,1.555556,-2.094395,3
79,45.77778,-2.286295,3
134,3.888889,-2.422506,3
69,16,-2.481874,3
89,6.444445,-2.123905,3
109,8.444445,-2.283787,3
120,3,-2.094395,3
121,6,-2.519165,3
109,9.666667,-2.413992,3
75,50.666668,-2.284187,3
116,5,-2.163434,3
80,31.666666,-2.431513,3
129,1.555556,-2.094395,3
95,15.444445,-2.445012,3
70,23.88889,-2.589111,3
117,3.111111,-2.132635,3
138,9.333334,-2.406809,3
122,5.222222,-2.173204,3
120,33.11111,-2.231261,3
88,6.444445,-2.269545,3
136,3,-2.110974,3
127,5.555555,-2.408939,3
95,12.555555,-2.322295,3
102,6.333334,-2.261719,3
143,1.222222,-2.094395,3
128,2.222222,-2.094395,3
94,6,-2.189708,3
136,20.88889,-2.268991,3
119,33.666668,-2.268148,3
130,2.333334,-2.094395,3
122,1,-2.094395,3
111,30.11111,-2.333318,3
92,18.666668,-2.280561,3
114,4.666667,-2.222661,3
107,36,-2.354617,3
87,79,-2.422127,3
126,20,-2.313534,3
80,12.444445,-2.417517,3
120,25.777779,-2.230821,3
139,22.555555,-1.702833,3
145,1.444444,-2.53095,3
123,4.222222,-2.164094,3
121,29.222221,-2.335871,3
76,19.444445,-2.523325,3
95,3.888889,-2.552724,3
144,3.444444,-2.094395,3
138,3.777778,-2.173961,3
133,2.222222,-2.094395,3
143,9.444445,-2.257412,3
108,3.333333,-2.463852,3
132,2,-2.094395,3
81,30.555555,-2.438409,3
125,3.111111,-2.175647,3
125,3.888889,-2.130339,3
89,6.444445,-2.123905,3
135,2.111111,-2.137446,3
135,0.666667,-2.094395,3
124,5.555555,-2.284608,3
83,6,-2.573381,3
91,52.666668,-2.346057,3
91,10.666667,-2.383949,3
138,0.666667,-2.181439,3
85,14.888889,-2.329093,3
90,7.333334,-2.639389,3
115,12.888889,-2.390992,3
124,2,-2.094395,3
111,3.555556,-2.139494,3
120,33.11111,-2.231261,3
70,26.666666,-2.514204,3
114,47.22222,-2.295381,3
92,12.666667,-2.452176,3
104,23.444445,-2.42507,3
91,52.666668,-2.320272,3
98,9.222222,-2.395422,3
139,1.777778,-2.15073,3
103,5.666666,-2.185466,3
79,10.555555,-2.339798,3
68,60.11111,-2.308656,3
123,2.666667,-2.16921,3
107,4.555555,-2.146531,3
66,49.555557,-2.43063,3
83,28.555555,-2.321343,3
136,25.333334,-2.307511,3
82,14.555555,-2.320628,3
131,0,0,3
119,3.222222,-2.133095,3
113,3.444444,-2.237562,3
94,7.777778,-2.869948,3
93,11.888889,-2.332766,3
137,13.888889,-2.360782,3
136,13.222222,-2.412671,3
123,3.333333,-2.142674,3
137,2,-2.094395,3
130,5,-2.366216,3
131,1.777778,-2.094395,3
120,3.888889,-2.315721,3
116,29.555555,-2.259967,3
125,3.888889,-2.237562,3
124,12.888889,-2.265747,3
122,1.222222,-2.444563,3
110,4.444445,-2.155984,3
112,1.222222,-2.151914,3
138,24.777779,-2.439538,3
142,1.333333,-2.159563,3
107,14.555555,-2.280146,3
77,13.111111,-2.467493,3
116,5.111111,-2.24908,3
124,24.11111,-2.396682,3
90,15.666667,-2.266389,3
124,6.111111,-2.267462,3
73,57.333332,-2.255561,3
135,2.777778,-2.117548,3
146,0.111111,-2.094395,3
122,25.333334,-2.247266,3
132,4.222222,-2.152432,3
137,9,-2.193967,3
145,3.555556,-2.569768,3
85,3.444444,-2.377624,3
85,8.888889,-2.271544,3
102,7.666666,-2.275159,3
124,3.222222,-2.094395,3
106,4.888889,-2.274071,3
90,6.888889,-2.164323,3
100,9.444445,-2.28054,3
99,9,-2.255673,3
138,0.666667,-2.094395,3
127,6.777778,-2.474562,3
132,1.111111,-2.094395,3
122,11.333333,-2.349017,3
137,0.777778,-2.094395,3
126,3.666667,-2.229939,3
106,6.111111,-2.133095,3
87,23.444445,-2.418074,3
123,3.777778,-2.169865,3
127,30.11111,-2.326275,3
95,9.222222,-2.429449,3
85,6.777778,-2.369864,3
134,11.444445,-2.386611,3
133,1.444444,-2.094395,3
98,4.111111,-2.11372,3
83,22.666666,-2.274205,3
102,8.444445,-2.316112,3
107,12.222222,-2.492965,3
80,31.666666,-2.431513,3
98,10.444445,-2.272973,3
140,15.111111,-2.417818,3
90,7.888889,-2.16608,3
144,3,-2.094395,3
121,7.777778,-2.351514,3
83,11.888889,-2.345005,3
86,19.88889,-2.363577,3
80,15.111111,-2.326257,3
144,2.888889,-2.094395,3
88,13.333333,-2.394493,3
100,2.777778,-2.337096,3
109,22.333334,-2.344093,3
108,61.11111,-2.360491,3
146,0,0,3
106,7.888889,-2.255541,3
124,2.777778,-2.18129,3
99,5.555555,-2.149743,3
117,0,0,3
130,2.555556,-2.123254,3
100,11.555555,-2.226247,3
115,6.222222,-2.321865,3
132,3.444444,-2.204847,3
96,8.555555,-2.186234,3
105,8.333334,-2.205437,3
118,2.555556,-2.17128,3
115,4.666667,-2.216604,3
121,6,-2.519165,3
115,39,-2.090649,3
91,8,-2.217735,3
100,13.333333,-2.289874,3
110,4.444445,-2.155984,3
141,18.555555,-2.451571,3
128,9.555555,-2.300368,3
118,0.111111,-2.094395,3
71,40.22222,-2.401825,3
91,8.111112,-2.354575,3
120,3.333333,-2.178769,3
122,31.11111,-2.06017,3
102,6.333334,-2.261719,3
112,0.444444,-2.094395,3
124,2.666667,-2.16921,3
109,4.777778,-2.146531,3
141,7.666666,-2.257122,3
118,2,-2.132635,3
126,5.222222,-2.536514,3
122,28.333334,-2.305989,3
107,5.333334,-2.226355,3
79,9.222222,-2.288981,3
126,3.555556,-2.107303,3
142,7.222222,-2.280603,3
124,2.444444,-2.16176,3
101,15.555555,-2.44804,3
99,9,-2.255673,3
113,2.777778,-2.123254,3
143,9.444445,-2.257412,3
81,51.77778,-2.476481,3
110,6.444445,-2.618651,3
131,1.555556,-2.094395,3
126,6.555555,-2.289097,3
127,26.444445,-2.035808,3
137,2.666667,-2.200588,3
123,3.444444,-2.094395,3
124,5.888889,-2.118937,3
87,5.666666,-2.229493,3
87,5.666666,-2.229493,3
121,3.333333,-2.132635,3
125,30.666666,-2.241956,3
120,4.111111,-2.133095,3
136,25.777779,-1.61572,3
96,9.777778,-2.330693,3
122,4.444445,-2.153599,3
125,23.666666,-1.793403,3
120,4.444445,-2.298085,3
136,25.333334,-2.307511,3
122,25.11111,-1.540214,3
78,91.44444,-2.411645,3
114,3.888889,-2.02703,3
111,4,-2.094395,3
141,3.666667,-2.285991,3
76,4.666667,-2.340801,3
124,5.888889,-2.118937,3
137,0.666667,-2.094395,3
138,2.333334,-2.094395,3
95,9.444445,-2.326455,3
81,7.444445,-2.248134,3
108,61.11111,-2.360491,3
76,13.333333,-2.520215,3
125,7.777778,-2.234241,3
133,0,0,3
72,9.444445,-2.216721,3
147,9.888889,-2.064514,3
81,55.555557,-2.274461,3
115,5.666666,-2.358386,3
120,7.666666,-2.180291,3
98,2.888889,-2.4238,3
75,65.44444,-2.356754,3
120,12.777778,-2.240133,3
95,7.444445,-2.151958,3
120,3,-2.057287,3
124,6.111111,-2.267462,3
144,6.555555,-2.212162,3
138,2.777778,-2.219242,3
90,5.777778,-3.044175,3
111,9.111111,-2.216473,3
93,9.333334,-2.329423,3
69,29.333334,-2.488979,3
120,4,-2.156366,3
125,7.777778,-2.234241,3
110,29,-2.321226,3
105,52.666668,-2.380238,3
91,12.111111,-2.282744,3
82,10.222222,-2.451983,3
108,14.111111,-2.275553,3
80,79.55556,-2.434193,3
120,6.555555,-2.433795,3
73,9.666667,-2.268176,3
133,2.777778,-2.123254,3
129,1.555556,-2.094395,3
102,52.666668,-2.416817,3
107,13,-2.291762,3
77,10.222222,-2.354881,3
126,17.222223,-2.449839,3
110,4.888889,-2.152507,3
93,7.222222,-2.18361,3
81,30.555555,-2.438409,3
145,1.444444,-2.53095,3
98,3.555556,-2.548898,3
91,6.222222,-2.225735,3
88,7.666666,-2.216544,3
140,14,-2.442323,3
81,18.88889,-2.388561,3
17,54,-2.030048,4
101,39.444443,-2.05839,4
124,65.22222,-2.030079,4
104,68.22222,-1.985221,4
126,28.88889,-1.96874,4
152,37.666668,-2.165731,4
117,49.77778,-2.106235,4
72,74.44444,-2.090221,4
68,41.666668,-1.659641,4
121,49.444443,-1.995536,4
21,49.333332,-1.990806,4
105,56.333332,-1.996082,4
67,80.44444,-2.076662,4
123,34.22222,-2.149759,4
32,70.88889,-2.042422,4
101,57.11111,-2.094303,4
146,15.666667,-2.108911,4
69,73.22222,-2.022861,4
80,48.22222,-1.962646,4
158,29,-2.142701,4
76,33.444447,-1.903624,4
77,48.22222,-1.932066,4
19,58.77778,-2.133676,4
102,77.111115,-2.083043,4
158,11.888889,-1.982834,4
89,41,-2.046542,4
80,72.111115,-2.116351,4
76,61.555557,-1.989922,4
98,37.11111,-2.04294,4
159,29.555555,-1.802554,4
103,73.44444,-2.00292,4
65,74.55556,-2.091037,4
62,84.66667,-2.124459,4
138,66.77778,-2.029656,4
123,53.77778,-1.978328,4
118,41.666668,-2.077668,4
110,44.444443,-2.068653,4
106,45.77778,-2.010178,4
117,58.444443,-2.09948,4
130,31.88889,-2.134924,4
64,50.11111,-2.030269,4
83,79.66667,-2.027771,4
154,64,-2.033077,4
17,54,-2.030048,4
57,79.44444,-2.030703,4
140,32.22222,-2.167262,4
158,11.777778,-1.904651,4
134,63.11111,-2.086914,4
81,51.555557,-1.970422,4
125,24.777779,-2.104083,4
94,82.66667,-2.068537,4
34,60,-2.122875,4
42,54.11111,-2.120131,4
127,57.333332,-2.061036,4
