@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exblue-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
103,2.277778,11.666667,8.888889,0.398903,1
135,0.666667,2,1.888889,0.647222,1
142,1.722222,2.444444,1.222222,0.646164,1
40,1.111112,12.555555,18.444445,0.46306,1
102,1.944444,13.333333,11.888889,0.390329,1
118,1.055556,3.222222,3.111111,0.545635,1
111,0.444445,3,4,0.59127,1
106,2.111111,14.888889,15.333333,0.408155,1
133,1.166667,3.666667,4.333334,0.558201,1
114,3.888888,12.555555,8.666667,0.393691,1
95,2.499999,16,15.333333,0.388363,1
114,1.944444,14.888889,14.444445,0.394964,1
111,0.888889,3.444444,4.888889,0.562919,1
130,0.833333,4.666667,4.111111,0.481594,1
114,0.444444,2.888889,5.666666,0.603175,1
122,0.5,3.888889,2.444444,0.520062,1
124,0.388889,3.333333,3.888889,0.563492,1
116,0.444445,3.666667,5.222222,0.559171,1
130,1,4.222222,1.777778,0.501014,1
145,0.611111,2.222222,0.222222,0.600529,1
106,1.611111,17.222223,20.555555,0.423346,1
116,0.333333,3.111111,4.111111,0.575397,1
133,1.166667,3.666667,4.333334,0.558201,1
117,0.555556,3.444444,5.333334,0.543651,1
83,3.611111,13.888889,13.444445,0.399927,1
111,1.055556,3.222222,3.888889,0.566138,1
126,0.555556,2.555556,2.555556,0.611111,1
66,2.944444,21.666666,29.444445,0.430558,1
117,1,16.222223,15.333333,0.382629,1
111,1.611111,15.111111,14.888889,0.391701,1
124,0.833333,3.666667,3.666667,0.542108,1
143,0.666667,3,2.777778,0.556437,1
133,0.5,3.888889,3.333333,0.53858,1
147,0.777778,3.888889,12.666667,0.643678,1
75,0.722222,15.777778,17.333334,0.417046,1
59,2.944445,18.555555,27.777779,0.459427,1
60,2.166666,17.88889,21.666666,0.420823,1
143,0.444445,2.666667,2.555556,0.595238,1
115,0.777778,3.666667,4.777778,0.541887,1
98,1.888889,15.777778,15,0.389147,1
124,0.888889,3.444444,3.666667,0.545855,1
44,2.38889,13.666667,19.444445,0.457681,1
131,0.777778,3.666667,2.111111,0.515873,1
90,2,18.666668,22.11111,0.420598,1
86,1.666667,18,21.11111,0.424597,1
140,1,3.777778,3,0.537017,1
147,0.722222,3.222222,9.555555,0.652248,1
128,0.388889,2.777778,1.222222,0.593915,1
74,0.666667,16.666668,19.444445,0.422206,1
128,0.666667,3.111111,3.333333,0.561508,1
144,0.722222,2.666667,2.888889,0.574603,1
60,2.444445,16.555555,22.11111,0.446636,1
77,2.444445,18.444445,21.222221,0.415737,1
62,1.833333,15.777778,18.11111,0.419469,1
56,1.5,17.666668,22.88889,0.43596,1
116,0.222222,2.888889,4.111111,0.580026,1
92,2.333333,17.555555,20,0.420973,1
134,0.666667,2.555556,1.444444,0.603704,1
89,2.944445,16.555555,17.666666,0.400445,1
111,0.611111,3,2.777778,0.564153,1
134,0.388889,2.888889,2.777778,0.587302,1
72,1.666666,19.444445,27.666666,0.450926,1
81,1.833333,14.555555,14.444445,0.41031,1
96,2.833333,16.666668,18.11111,0.399499,1
93,2.111111,15.444445,19.222221,0.419233,1
69,1.611111,18.444445,24.666666,0.431547,1
107,3.333333,13.444445,13.111111,0.413785,1
59,2.055555,15.888889,20.88889,0.445142,1
86,1.222222,20.222221,25.555555,0.421495,1
80,3,18.555555,20.222221,0.412094,1
104,3.055556,15.444445,14.111111,0.380367,1
98,1.055555,13.333333,9.888889,0.356724,1
55,1.777777,17.555555,23,0.43507,1
89,1.666667,18.11111,19.666666,0.405022,1
113,0.444444,3,3.444444,0.566138,1
123,0.5,3.222222,2.555556,0.573413,1
103,1.833333,16.333334,18.444445,0.416239,1
125,0.666667,3.555556,4.444445,0.545635,1
137,1.111111,3.333333,1.777778,0.573633,1
42,1.388889,16.666668,25.555555,0.462752,1
123,0.388889,3.555556,2,0.555776,1
107,1.888889,13.888889,12,0.394656,1
71,4.5,16.666668,18.666666,0.416299,1
107,1.611111,12.555555,10.444445,0.395253,1
136,0.666667,4.111111,3.555556,0.526235,1
128,0.888889,3.444444,1.555556,0.563713,1
108,1.388889,12.888889,10.333333,0.388756,1
118,2.277778,15.777778,18.666666,0.416884,1
109,1.333334,13.111111,9.666667,0.376024,1
67,2.444445,14.555555,17.666666,0.436939,1
116,0.555555,3.888889,5.444445,0.546517,1
73,1.611112,15.333333,18.444445,0.426973,1
86,1.722222,13.666667,14.888889,0.417916,1
117,1.611111,14.888889,12.666667,0.381277,1
55,1.777777,17.555555,23,0.43507,1
115,4.166667,16.777779,17.88889,0.397362,1
115,3.888889,15.111111,12.555555,0.375321,1
137,1.111111,3.333333,1.777778,0.573633,1
145,0.5,1.888889,2.777778,0.655556,1
149,1,3.666667,9.777778,0.588163,1
63,2.111111,15.333333,20.555555,0.44725,1
130,1.055556,3.333333,3.111111,0.570106,1
119,2.555556,16.11111,17.222221,0.408211,1
117,1,3.777778,5.333334,0.53858,1
57,2.111111,19.777779,24.444445,0.425691,1
140,0.666667,2.888889,1.666667,0.564153,1
111,1.333333,13.888889,10.777778,0.374312,1
126,1,3.777778,4.555555,0.551587,1
81,1.333333,17,18.222221,0.409201,1
63,1.5,13.333333,16.777779,0.435021,1
138,0.833333,3.333333,2.444444,0.543871,1
138,0.444444,3,2.666667,0.56746,1
101,1.611111,16.555555,20.333334,0.432819,1
100,2.666667,15.444445,14.777778,0.394331,1
68,2.388889,12.444445,15.888889,0.462002,1
125,0.666667,3.555556,4.444445,0.545635,1
120,0.444445,3.333333,2.444444,0.569444,1
62,1.222223,15.666667,18,0.423121,1
124,0.611111,3.333333,3.666667,0.571649,1
149,0.722222,3.555556,9.666667,0.578339,1
92,1.388889,17.555555,19.666666,0.414356,1
100,1.388889,16.444445,18.666666,0.421994,1
85,2.500001,15.444445,18,0.428735,1
136,1,3.777778,2.888889,0.529541,1
85,1.777778,13.111111,11.777778,0.399751,1
62,3.388889,20.666668,30.88889,0.450305,1
51,2.666667,19.444445,28.11111,0.446118,1
88,1.722222,15.666667,15.555555,0.405118,1
115,0.333333,4,5.333334,0.53858,1
56,1.277777,20,28.666666,0.442788,1
131,0.777778,2.888889,2.444444,0.566138,1
128,0.333333,3.333333,3.777778,0.563713,1
139,0.833333,3.555556,3.333333,0.532628,1
118,0.722222,3.555556,2.777778,0.537698,1
50,1,17.444445,20.88889,0.418746,1
101,1.777778,12.555555,8.888889,0.376852,1
101,1.277778,15.888889,16.444445,0.404792,1
73,2.611111,13.888889,15.111111,0.421504,1
118,0.777778,2.555556,3.666667,0.617063,1
84,1.611111,18,18.444445,0.398791,1
130,0.388889,2.888889,2.666667,0.587963,1
113,0.722222,3,2.555556,0.580026,1
70,1.722222,19.666668,23.88889,0.421281,1
60,2.888889,20.333334,25.444445,0.4223,1
113,2.944444,15.333333,15.555555,0.396589,1
100,1.222222,15.555555,14.777778,0.401042,1
60,1.277778,14.666667,17.555555,0.430484,1
109,1.944444,12.555555,8.222222,0.384997,1
124,0.888889,3.444444,3.666667,0.545855,1
57,1.944445,20.222221,28.222221,0.440509,1
131,1.333333,3,2.333333,0.592813,1
138,0.5,2.666667,1.444444,0.603836,1
60,2.888889,20.333334,25.444445,0.4223,1
143,0.5,3,2.333333,0.60119,1
68,1.777778,15.888889,20.555555,0.440354,1
102,2.611111,17.333334,20.11111,0.417763,1
147,0.5,1.888889,7.555555,0.713228,1
41,1.666667,16.88889,21.88889,0.432047,1
92,2,14.555555,11.888889,0.376574,1
118,0.444445,3.555556,4.222222,0.543871,1
101,2.222222,13.888889,13.555555,0.410267,1
142,0.944444,2.777778,2.222222,0.574735,1
112,0.555555,3.444444,3.888889,0.544092,1
83,2.444445,14.333333,15,0.410073,1
140,1,3.777778,3,0.537017,1
101,1.277778,15.888889,16.444445,0.404792,1
67,1.833333,16.333334,16.88889,0.414836,1
67,2.111111,20.444445,26.222221,0.429308,1
65,2.333334,15.555555,17.88889,0.419418,1
126,0.444445,3.111111,3,0.581349,1
135,0.833333,2.666667,1.333333,0.613757,1
145,0.611111,2.222222,0.222222,0.600529,1
101,1.722222,14.888889,14.777778,0.404038,1
136,1,3.777778,2.888889,0.529541,1
106,0.722222,14.111111,13.666667,0.403224,1
84,1.611111,18,18.444445,0.398791,1
116,4.777777,11.555555,11.444445,0.447187,1
111,0.5,2.888889,4.666666,0.60119,1
139,0.833333,3.555556,3.333333,0.532628,1
104,2.666666,16.11111,19.666666,0.430399,1
115,2.222223,12.222222,15.666667,0.425538,1
117,0.388889,3.888889,3.333333,0.510362,1
74,1.388889,15.555555,17.222221,0.419204,1
114,2.111111,10.333334,7.777778,0.408644,1
123,0.388889,3.444444,3.222222,0.531746,1
75,3.777778,18.88889,20.444445,0.40212,1
61,1.555555,16.11111,21.11111,0.437042,1
78,2,18.555555,19.88889,0.401965,1
56,1.333333,16.88889,22.444445,0.440708,1
124,0.444444,2.666667,2.666667,0.608466,1
104,4,16.555555,20.222221,0.421395,1
118,3.444444,17.666668,18.777779,0.390398,1
68,2.166667,20.444445,29.11111,0.445652,1
126,0.611111,2.888889,0.777778,0.623016,1
58,1.388889,15.444445,19.222221,0.434743,1
53,1.166667,16.333334,17.666666,0.404138,1
103,1.888889,13.888889,11.444445,0.388385,1
103,1.111111,13.222222,12.666667,0.410306,1
66,2.166667,16.777779,21.777779,0.438246,1
112,1,3.555556,5.666666,0.559171,1
96,2.777778,16.222223,16.333334,0.406451,1
74,2.166667,17.666668,20.88889,0.420252,1
57,2.111111,19.777779,24.444445,0.425691,1
130,0.666667,3.222222,2.666667,0.575397,1
118,0.555556,3.222222,3.555556,0.545855,1
114,1,3.666667,3.666667,0.537919,1
54,2.722222,18.444445,23.88889,0.432167,1
85,1.777778,13.111111,11.777778,0.399751,1
134,0.722222,3.333333,2.333333,0.577601,1
86,3.555556,17.88889,19.222221,0.405541,1
69,1.88889,19.11111,26.333334,0.44486,1
110,1.944444,2,6.333334,0.708333,1
111,2.555555,1.777778,5.222222,0.715608,1
59,2.055555,18,21.11111,0.415301,1
128,0.666667,3.111111,3.333333,0.561508,1
126,0.666667,4.888889,2.777778,0.450309,1
111,0.888889,3.444444,4.888889,0.562919,1
34,1.5,14.888889,22.666666,0.466345,1
143,0.444444,2.777778,4,0.601852,1
143,0.666667,2,2.777778,0.674074,1
91,2.166666,16.666668,18.88889,0.420716,1
108,1.611111,12.444445,8.333333,0.378839,1
107,1.777778,11.888889,8.222222,0.399311,1
90,5.111111,16.777779,19.444445,0.420486,1
87,2.722222,12.777778,11,0.391731,1
64,1.666666,14,18.666666,0.441092,1
75,1.5,16.88889,19.777779,0.423501,1
133,0.5,3.888889,3.333333,0.53858,1
108,0.944444,16.555555,18.88889,0.412134,1
104,1.5,13.666667,13.555555,0.410009,1
140,0.5,3.666667,2.666667,0.513889,1
56,2.722222,22.11111,27.11111,0.41394,1
116,0.333333,3.111111,4.111111,0.575397,1
89,2.555556,14.222222,14.777778,0.402507,1
51,1.611111,14.333333,18.222221,0.442861,1
22,1,132.88889,30.777779,0.109655,2
47,1.555557,117.666664,47.77778,0.18354,2
43,1.111111,119.888885,44.88889,0.174948,2
50,1.111112,103.55556,63.22222,0.2797,2
54,1.722223,103.666664,51.77778,0.232219,2
101,0.611109,131.11111,36.88889,0.141107,2
39,1.222218,122.44444,46.11111,0.183242,2
49,1.166668,122.111115,47.11111,0.182398,2
34,1.388888,120.77778,49.555557,0.199516,2
20,0.611112,107.111115,53.555557,0.240108,2
43,0.888889,99.111115,63.22222,0.266023,2
79,1.055553,79.44444,77.666664,0.362172,2
42,1.666668,104.888885,51.88889,0.241934,2
16,0.888891,105.22222,57.88889,0.244021,2
53,1.111109,104.888885,51.22222,0.200484,2
46,1.777779,121.111115,44.88889,0.177195,2
51,0.833335,117.44444,53.444443,0.213813,2
28,1.222221,102.44444,61.88889,0.253299,2
13,1.111112,95.666664,73,0.313159,2
25,0.833333,93.77778,69.55556,0.299583,2
35,0.944447,90.333336,71.44444,0.320015,2
13,1.333333,126.111115,45.11111,0.177191,2
45,0.611109,92.55556,68.333336,0.297414,2
26,1.888885,132.88889,29.222221,0.105128,2
38,2.111111,108.55556,53.88889,0.23576,2
29,1.388891,123.666664,42.88889,0.166484,2
15,0.555556,125.44444,44.22222,0.17818,2
41,0.388892,105.111115,57.555557,0.262046,2
21,1.333332,122.55556,48.22222,0.195127,2
24,0.888888,123.55556,42.11111,0.169397,2
78,0.777779,131,34.333332,0.124647,2
12,1.777779,123.666664,47,0.19252,2
47,1.499999,99.333336,65,0.275957,2
62,1.166668,121.55556,41.555557,0.162225,2
52,1.333333,121.55556,43.333332,0.175849,2
23,1.166665,118.22222,50.333332,0.205901,2
28,1.777779,107.666664,57.22222,0.261838,2
67,0.888889,117.888885,46.666668,0.18855,2
36,1.055556,107.22222,55.22222,0.24634,2
14,0.611113,108.55556,53.77778,0.242294,2
68,0.888889,97.333336,57.333332,0.239143,2
39,0.777776,118.333336,48.444443,0.188391,2
32,1.777779,121.333336,48,0.190625,2
54,1,129.88889,33.666668,0.124312,2
37,1.055553,86.55556,75.55556,0.338487,2
13,1,113.666664,51.333332,0.215088,2
38,0.888888,119.55556,50.444443,0.199972,2
51,0.611111,118.888885,47.11111,0.1952,2
67,3.833332,100.55556,58.444443,0.26644,2
27,2.055557,117.77778,48,0.195416,2
13,0.944445,139.44444,21.222221,0.079806,2
71,1.499999,121.44444,44.77778,0.179672,2
55,1.166668,119.111115,45.666668,0.182623,2
76,1.333333,79.111115,79.44444,0.360194,2
58,0.888888,105.333336,53.22222,0.237567,2
23,1.166665,119.77778,51.666668,0.210162,2
15,0.777774,137.88889,28,0.105074,2
45,1.555557,116.111115,47.444443,0.190912,2
75,0.888888,77.77778,82,0.378682,2
57,1.388891,119.44444,46.333332,0.192488,2
50,1.444444,116.55556,53.11111,0.213809,2
14,1.222223,109.22222,54.88889,0.24216,2
50,0.77778,118.333336,50.333332,0.197162,2
27,0.5,135.11111,25.444445,0.096263,2
33,1.055553,121.22222,47.666668,0.191215,2
98,1.666667,82.77778,73.666664,0.338288,2
71,0.888888,116.77778,48.444443,0.194316,2
94,1.000001,105.111115,43.11111,0.176789,2
16,1.666667,95,67.44444,0.299601,2
80,1.444445,87.22222,69,0.309059,2
18,0.555557,108.666664,55,0.254668,2
18,0.555553,107.666664,54.555557,0.225725,2
62,1.611109,103,48.88889,0.202279,2
40,0.666667,105.77778,56.88889,0.260966,2
43,0.833335,121.55556,42.22222,0.165192,2
48,1.277781,130.88889,33.77778,0.126968,2
55,1,107.77778,55.666668,0.235894,2
28,1.111112,107.22222,59.11111,0.267544,2
78,2.666665,101.666664,56.444443,0.258182,2
40,0.722223,106.888885,54.88889,0.254051,2
25,0.999996,121.55556,48.555557,0.196093,2
46,1.111112,99.77778,64.111115,0.271501,2
27,1.444445,133.44444,27.11111,0.098472,2
48,0.555555,116.77778,47.22222,0.187362,2
77,1.166665,103.77778,52.77778,0.250143,2
26,0.888888,133.11111,29,0.106102,2
96,0.944445,80.77778,74.55556,0.342938,2
30,0.833332,117.55556,49,0.19251,2
18,0.944445,135,26.777779,0.096352,2
11,2.888891,142.55556,22.333334,0.092773,2
54,0.944444,108.77778,47,0.181149,2
61,0.555556,103.77778,57.77778,0.258869,2
57,1.388891,131.22223,32.666668,0.118733,2
54,0.666667,104.888885,52.444443,0.234504,2
109,1.000001,95.77778,59.22222,0.268118,2
71,1.499999,121.44444,44.77778,0.179672,2
57,0.888889,116.666664,50,0.198924,2
17,0.666667,126.22222,40.77778,0.160604,2
90,0.777779,106,45.22222,0.179697,2
19,0.888888,109.44444,54.22222,0.236733,2
74,0.500001,93.22222,64.111115,0.276784,2
53,0.722223,119.77778,44.333332,0.187217,2
41,1.499999,105.111115,53.444443,0.208293,2
66,1.111113,83.888885,71.666664,0.325711,2
34,0.888887,97.888885,65.55556,0.283524,2
33,0.500001,106.333336,54.22222,0.247776,2
28,0.888887,108.333336,54.444443,0.241511,2
81,0.888891,104.22222,47.88889,0.19308,2
79,0.777779,102.77778,56.444443,0.258079,2
21,1.222221,126.44444,39.22222,0.15668,2
51,2.055553,118.888885,50.11111,0.197569,2
53,0.833333,130.33334,33,0.121119,2
11,2.166667,139.44444,25.666666,0.099836,2
19,1.666672,135.33334,26,0.101515,2
47,0.666667,87.333336,73,0.320097,2
72,1.166667,84,71,0.323421,2
18,1.277777,120.888885,49.11111,0.197105,2
70,1.111108,105.77778,45.77778,0.186099,2
13,1.111115,137.33334,26.555555,0.09906,2
21,1.333333,126.333336,38.11111,0.153497,2
26,0.444444,107.44444,56,0.248698,2
36,1.055556,108.888885,55.22222,0.239085,2
15,1.888888,125.44444,45.555557,0.176494,2
42,1.388891,131.33334,33.444443,0.125137,2
57,0.77778,90.22222,68.888885,0.308813,2
83,1.055552,80.44444,78.77778,0.362062,2
62,1.888887,118.77778,47.555557,0.193691,2
15,0.666668,109.111115,54.77778,0.241576,2
62,1.111112,121.111115,40.11111,0.161658,2
32,1.33333,113.111115,49.666668,0.220748,2
81,0.833332,80.888885,78.77778,0.347902,2
19,1.888888,103,59.77778,0.249895,2
18,1.166669,134.33334,30,0.111218,2
56,0.833333,121.44444,44,0.176061,2
48,1.333331,107.44444,50,0.197114,2
51,0.944443,104,54.77778,0.250137,2
50,0.944445,101.888885,55,0.247337,2
46,1.333332,110.111115,54.77778,0.240722,2
96,0.611112,103.22222,49.555557,0.197734,2
34,1.000001,118.22222,50.333332,0.20392,2
58,1.000001,82.66667,77.55556,0.351331,2
14,1.666669,112.666664,51.333332,0.222856,2
41,0.833333,108,51.666668,0.234493,2
30,1.222223,108.888885,50.555557,0.225384,2
41,0.277779,131.33334,32,0.119532,2
39,1.111111,123.111115,46.11111,0.184263,2
81,0.722224,101,56.88889,0.26422,2
31,0.666664,133,27.11111,0.10071,2
92,0.77778,80.66667,75.333336,0.35122,2
24,0.888888,123.55556,42.11111,0.169397,2
71,2.222221,97.888885,50.333332,0.212264,2
47,1.000001,121.44444,45.88889,0.181012,2
16,0.944448,136.66667,28.444445,0.101526,2
58,0.888891,119,43.333332,0.180972,2
30,0.611109,107,53.333332,0.24285,2
107,1.055555,130,34.666668,0.13383,2
39,1.833333,105.55556,55.88889,0.222954,2
46,1.05556,131.55556,30.11111,0.110653,2
45,1,93.111115,67.888885,0.292503,2
47,1.111109,131.88889,31.777779,0.118399,2
80,1.722224,103,48.77778,0.198052,2
64,1.333331,103.77778,52.333332,0.236797,2
56,0.833333,121.44444,44,0.176061,2
19,0.944443,122.888885,46.77778,0.185539,2
62,0.888887,102.77778,50.77778,0.208013,2
81,1.055557,79.111115,78.111115,0.350039,2
62,1.666669,120.77778,42.333332,0.169635,2
16,1.499999,108.333336,54.11111,0.239899,2
56,0.722221,121.44444,45.666668,0.179483,2
17,1.888889,126.333336,42,0.172628,2
21,1,122.55556,47.444443,0.187853,2
39,1.833333,105.55556,55.88889,0.222954,2
87,0.777779,131.88889,33.11111,0.126571,2
32,1.777779,121.333336,48,0.190625,2
49,1.499999,120.44444,46.77778,0.179413,2
60,0.777777,101.55556,55.333332,0.223364,2
97,1,131.11111,33.22222,0.12985,2
82,0.611111,100.77778,58.11111,0.262093,2
32,1.500001,116,50,0.201898,2
27,0.999997,133,27.777779,0.10447,2
68,0.777779,120.666664,45.666668,0.179629,2
25,1.111111,123.888885,43,0.172504,2
99,0.777779,83.22222,73.77778,0.330418,2
63,6.222223,100.888885,52.88889,0.248136,2
48,0.999999,99.77778,63.666668,0.265899,2
15,1.444443,137.44444,27.777779,0.104639,2
93,1.055555,105,47.11111,0.188313,2
32,0.833332,104.333336,61.555557,0.25142,2
99,0.777779,83.22222,73.77778,0.330418,2
30,0.611111,120.111115,46.77778,0.183565,2
35,0.888888,120.44444,48.444443,0.194853,2
25,1.111111,123.888885,43,0.172504,2
35,1.444444,122.666664,45,0.176083,2
25,0.388889,107.55556,57.333332,0.25541,2
65,2,120,48,0.185658,2
13,1.166667,128.55556,39.555557,0.155825,2
104,1.833335,94.44444,58.11111,0.272403,2
42,0.944444,122.333336,44.22222,0.174634,2
32,2.611109,132.77779,30.11111,0.113055,2
20,0.833333,120.44444,46.666668,0.188892,2
71,1.333333,79.111115,79.22222,0.370097,2
29,1.055553,123.22222,43.333332,0.165616,2
21,1.166667,122.666664,45.333332,0.184022,2
54,1.222221,119.111115,50.88889,0.202708,2
40,0.833333,119.77778,49.333332,0.194537,2
45,1.111113,118,51.444443,0.210174,2
59,1.055556,116.888885,51.88889,0.214204,2
33,0.500001,106.333336,54.22222,0.247776,2
72,1.055559,120.77778,45,0.17933,2
49,1.77778,118.55556,49.22222,0.194622,2
54,0.833335,105,51.333332,0.229674,2
29,1.388891,123.666664,42.88889,0.166484,2
34,1.888891,133,28.88889,0.104539,2
57,1.000001,83,79.22222,0.359343,2
90,1.27778,105.333336,45.666668,0.181789,2
44,1.166665,119.888885,42.88889,0.178428,2
41,0.388892,105.111115,57.555557,0.262046,2
19,1.499998,126.111115,38.22222,0.151812,2
93,1.944444,76.111115,77.44444,0.369638,2
50,0.944445,101.888885,55,0.247337,2
20,0.833333,120.44444,46.666668,0.188892,2
40,1.333332,118.888885,47.77778,0.185749,2
44,1,90.55556,67.333336,0.300019,2
40,0.555556,119.55556,49.555557,0.193665,2
72,1.499999,121.111115,47,0.19129,2
57,1.611109,92.888885,65.333336,0.294515,2
11,2.888891,142.55556,22.333334,0.092773,2
83,1.055552,80.44444,78.77778,0.362062,2
45,0.777779,104.111115,53.77778,0.244289,2
68,0.722224,101.55556,56.88889,0.25416,2
57,1.166667,131.77779,30.777779,0.111695,2
24,1.611109,116.333336,48.444443,0.195977,2
13,1.666664,140,24.88889,0.100091,2
25,0.944447,111.333336,52.555557,0.224975,2
57,1.22222,120.22222,44.88889,0.182073,2
27,0.5,135.11111,25.444445,0.096263,2
85,0.888888,83.44444,73.333336,0.328603,2
62,1.000001,91.888885,65.333336,0.294583,2
33,0.722221,104.22222,62,0.25913,2
63,0.333332,104.44444,51.555557,0.23689,2
35,0.722221,132,29.222221,0.103336,2
33,0.611109,102.333336,62,0.258604,2
73,1.611111,120.55556,45.11111,0.178636,2
67,1.055556,101.55556,50.11111,0.207702,2
49,0.666669,114.666664,55.88889,0.223879,2
55,1.444447,95.111115,63.11111,0.274795,2
19,1.444447,122.111115,47.333332,0.189527,2
101,0.611109,131.11111,36.88889,0.141107,2
29,0.777779,94.666664,69.22222,0.297205,2
65,1.500001,117.333336,51,0.202365,2
86,1.166669,100.333336,55,0.251552,2
44,1.333333,98.22222,62.333332,0.266391,2
74,0.500001,93.22222,64.111115,0.276784,2
44,2.333333,118.888885,42.88889,0.181821,2
91,0.722221,98.666664,55.666668,0.250204,2
40,1.222221,122.55556,44.444443,0.174209,2
88,0.500001,102.666664,50.88889,0.204675,2
51,1.499998,121.77778,41.666668,0.165549,2
40,0.722223,106.888885,54.88889,0.254051,2
31,0.777777,110.44444,52.77778,0.23132,2
20,1.444443,106.55556,55.444443,0.224139,2
18,0.944445,135,26.777779,0.096352,2
58,1.055559,104.44444,52.11111,0.238143,2
65,0.722221,88.111115,71.333336,0.316474,2
64,0.777777,82.55556,77.55556,0.34921,2
59,1.055556,121.44444,42.88889,0.170091,2
66,0.888888,85.888885,71,0.320664,2
50,0.777779,115.44444,53.11111,0.213538,2
30,1.222223,108.888885,50.555557,0.225384,2
90,0.777779,106,45.22222,0.179697,2
58,1.444444,117.55556,49.555557,0.204147,2
57,1.611112,119.44444,48.22222,0.194754,2
22,0.722221,133.88889,27.11111,0.095184,2
35,1.166665,105.44444,49,0.231166,2
58,1.000001,83.333336,76.888885,0.348863,2
30,0.944444,108.44444,54.444443,0.242337,2
75,1.055559,121.111115,45.444443,0.179353,2
36,1.833335,94.333336,66.55556,0.284654,2
47,0.999997,131.11111,33,0.125709,2
20,1.27778,122.55556,46,0.181475,2
15,1.222225,97.55556,73.77778,0.306737,2
20,1.166665,121.666664,47.333332,0.187293,2
31,1.333333,132.33334,28.88889,0.107616,2
32,2.611109,132.77779,30.11111,0.113055,2
41,1.111112,117.44444,50.22222,0.199347,2
13,0.555557,128.44444,39,0.156568,2
29,1.055553,123.22222,43.333332,0.165616,2
36,1,131.22223,32.444443,0.12003,2
113,1.333333,129,37.666668,0.144134,2
31,1.222223,122.111115,43.22222,0.170718,2
66,1.833335,107,43.666668,0.174128,2
52,0.777777,104.666664,52.77778,0.218379,2
89,1.277779,99.666664,58.11111,0.257746,2
58,1.000001,117.111115,50.333332,0.206503,2
18,0.555557,108.666664,55,0.254668,2
18,0.5,108.888885,49,0.213257,2
