@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
101,9,1.611111,22.444445,-17.666666,-1.674318,1
106,9,1.611111,23.037037,-17.444445,-1.695804,1
60,9,2.444445,22.62963,-18.222221,-1.709389,1
61,9,0.833333,23.74074,-17.555555,-1.700913,1
113,9,2.777778,14.703704,-13.777778,-0.9757,1
132,9,0.222222,5.37037,-7.444445,-0.808383,1
77,9,3.055556,26.407408,-18.555555,-1.768872,1
113,9,0.722222,5.481482,-7.444445,-0.851202,1
130,9,0.666667,5.777778,-7.666666,-0.871495,1
102,9,2.611111,23.074074,-17.222221,-1.68544,1
123,9,0.388889,5.814815,-7.111111,-0.988413,1
107,9,1.777778,16.703703,-14.444445,-1.131973,1
111,9,0.611111,5.407407,-7.222222,-0.897859,1
133,9,1.166667,6.444445,-8.333333,-1.077659,1
130,9,0.833333,7.296296,-7.888889,-1.056659,1
114,9,2.111111,14.518518,-12.555555,-1.179347,1
130,9,1,6.62963,-7.222222,-0.764077,1
112,9,1,6.222222,-8,-1.273992,1
103,9,1.111111,18.333334,-15.333333,-1.397414,1
98,9,1.055555,17.481482,-12.444445,-1.360437,1
129,9,0.666667,6.333334,-7.666666,-0.932783,1
92,9,2.5,19.074074,-14.222222,-1.570588,1
117,9,0.555556,5.777778,-7,-1.353896,1
94,9,3.666667,21.222221,-16.666666,-1.627145,1
118,9,0.666667,6.444445,-8.333333,-1.134543,1
81,9,2.722222,20.481482,-15.777778,-1.566335,1
116,9,0.333333,5.62963,-7.555555,-1.099624,1
145,9,0.611111,3.925926,-5.111111,-0.57094,1
109,9,1.333334,17.777779,-14,-1.276562,1
122,9,0.555556,5.62963,-7.222222,-0.964797,1
88,9,2.944445,20.592592,-14.777778,-1.785147,1
116,9,0.222222,5.407407,-7.555555,-1.093148,1
117,9,1.611111,19.88889,-15,-1.420087,1
116,9,4.777777,16.185184,-13.888889,-1.162844,1
116,9,1.555556,21.703703,-16.11111,-1.632243,1
135,9,1.055556,5.703704,-7.444445,-0.787376,1
129,9,0.666667,6.333334,-7.666666,-0.932783,1
56,9,2.722222,28.62963,-19.555555,-1.819915,1
102,9,2.611111,23.074074,-17.222221,-1.68544,1
128,9,0.333333,5.962963,-7.888889,-1.005054,1
111,9,0.888889,6.037037,-7.777778,-1.175773,1
89,9,1.666667,23.88889,-17.333334,-1.664008,1
140,9,0.666667,5,-6.333334,-0.783647,1
104,9,1.5,18.703703,-15.111111,-1.446641,1
62,9,3.388889,27.37037,-20.11111,-1.888408,1
116,9,1.166667,6.111111,-7.666666,-1.163245,1
101,9,1.777778,16.925926,-13.111111,-1.21111,1
144,9,0.722222,4.814815,-6.444445,-0.969119,1
67,9,1.833333,22.25926,-17.777779,-1.524771,1
101,9,1.277778,21.296297,-16.222221,-1.558599,1
72,9,1.777778,26.481482,-19.11111,-1.846158,1
108,9,1.388889,17.666666,-14.333333,-1.302133,1
128,9,0.666667,5.555555,-7.333334,-0.985811,1
149,9,1.055556,7.518518,-7.222222,-2.018631,1
149,9,0.722222,5.444445,-5.666666,-1.985703,1
116,9,0.555555,6.62963,-8.222222,-1.233945,1
110,9,1.944444,4.222222,-6.666666,-1.539762,1
86,9,1.666667,24.296297,-18.88889,-1.650844,1
113,9,2.944444,20.25926,-14.777778,-1.585609,1
130,9,0.388889,5.333334,-7.333334,-0.889024,1
66,9,2.944444,28.407408,-20.222221,-1.844993,1
126,9,0.611111,5.407407,-7.555555,-0.612886,1
51,9,2.666667,25.74074,-18.88889,-1.873032,1
125,9,0.666667,6.185185,-7.888889,-1.121818,1
42,9,1.388889,22.592592,-17.777779,-1.842494,1
92,9,2,19.37037,-14.444445,-1.408242,1
91,9,2.555556,19.74074,-14.555555,-1.55225,1
98,9,1.888889,20.88889,-15.333333,-1.528895,1
60,9,2.888889,26.74074,-19.222221,-1.776113,1
85,9,3.944444,21.444445,-17,-1.659879,1
122,9,0.333333,5.555555,-7.666666,-0.953435,1
121,9,2,23.11111,-16.666666,-1.740736,1
132,9,0.944444,5.740741,-6.555555,-0.726018,1
115,9,0.333333,6.777778,-8.333333,-1.210357,1
114,9,1.944444,19.851852,-14.888889,-1.508658,1
104,9,4,21.925926,-16.11111,-1.72879,1
149,9,1,5.518518,-5.555555,-2.009108,1
75,9,3.777778,24.851852,-17.88889,-1.652768,1
149,9,0.722222,5.444445,-5.666666,-1.985703,1
64,9,2.388889,22.481482,-17.777779,-1.625668,1
92,9,1.388889,23.444445,-17.666666,-1.653926,1
115,9,0.333333,6.666666,-8.333333,-0.965144,1
133,9,0.5,6.666666,-8.333333,-0.924817,1
145,9,0.722222,5.296296,-6.888889,-1.068968,1
66,9,2.166667,22.62963,-17.555555,-1.733544,1
85,9,1.777778,17.962963,-14.555555,-1.386867,1
59,9,2.055555,21.814816,-17.777779,-1.680812,1
143,9,0.444445,5.037037,-7.111111,-0.907416,1
102,9,1.333333,20.25926,-14.444445,-1.555097,1
89,9,2.944445,21.88889,-16,-1.611365,1
124,9,0.666667,6.185185,-7.888889,-0.95784,1
128,9,0.388889,5.037037,-6.777778,-0.688601,1
69,9,1.88889,25.666666,-19.666666,-1.79139,1
53,9,2.833333,27.074074,-20.88889,-1.937482,1
123,9,0.444444,4.555555,-6.666666,-0.853547,1
111,9,1.055556,5.703704,-7.444445,-1.065066,1
114,9,0.833333,5.888889,-8,-1.151837,1
142,9,0.944444,5.037037,-6.777778,-0.829712,1
134,9,0.388889,5.296296,-7.222222,-0.912631,1
64,9,1.388889,24.074074,-19.222221,-1.724894,1
140,9,0.5,6,-7,-0.91962,1
142,9,1.277778,4.592593,-6.777778,-0.776334,1
96,9,2.833333,21.74074,-15.222222,-1.676921,1
67,9,2.444445,20,-16.333334,-1.623202,1
135,9,0.666667,4.148148,-6.444445,-0.807848,1
122,9,0.777778,5.851852,-7.555555,-0.942559,1
139,9,0.833333,6.111111,-7.666666,-0.965946,1
100,9,1.222222,21.074074,-16.555555,-1.477019,1
117,9,0.388889,6.333334,-7.333334,-0.983947,1
124,9,1,7.074074,-8.555555,-1.157082,1
81,9,1.833333,19.851852,-15.888889,-1.472378,1
56,9,1.333334,19.851852,-15.555555,-1.622211,1
100,9,2.666667,20.62963,-15.555555,-1.519702,1
101,9,1.277778,21.296297,-16.222221,-1.558599,1
71,9,2.833333,22.777779,-18,-1.66796,1
73,9,2.611111,19.074074,-15.555555,-1.524253,1
147,9,0.722222,6.037037,-8.444445,-1.50837,1
85,9,2.500001,21.11111,-17,-1.603957,1
139,9,0.833333,6.111111,-7.666666,-0.965946,1
67,9,1.555556,23.74074,-18.555555,-1.670171,1
145,9,0.611111,3.925926,-5.111111,-0.57094,1
74,9,0.666667,22.407408,-17.222221,-1.646671,1
63,9,2.111111,20.925926,-16.777779,-1.72683,1
55,9,1.277778,21.037037,-15.444445,-1.634416,1
61,9,3.111111,18.962963,-14.888889,-1.591206,1
120,9,3.222222,23.666666,-15.666667,-1.76489,1
116,9,0.888889,22.11111,-15.666667,-1.670314,1
90,9,2,24.851852,-18.555555,-1.705942,1
57,9,1.944445,26.814816,-19.777779,-1.837675,1
129,9,1.111111,6.407407,-7.888889,-0.912766,1
125,9,0.666667,6.185185,-7.888889,-1.121818,1
114,9,0.444444,5.444445,-7.666666,-1.314533,1
134,9,0.777778,6.074074,-7.222222,-0.966318,1
96,9,2.777778,21.88889,-17,-1.530686,1
34,9,1.5,20.333334,-16.333334,-1.823148,1
128,9,0.888889,5.925926,-7.444445,-0.7213,1
113,9,0.777778,5.592593,-7.777778,-0.942558,1
90,9,5.111111,22.62963,-17.555555,-1.622331,1
134,9,0.722222,5.888889,-7.666666,-0.806042,1
92,9,1.777778,22.88889,-17.333334,-1.682651,1
89,9,2.555556,18.962963,-14.222222,-1.544214,1
146,9,0.666667,5.111111,-6.666666,-1.258358,1
139,9,0.777778,5.333334,-7,-1.004936,1
143,9,0.666667,5.296296,-6.888889,-0.914813,1
64,9,1.666666,18.88889,-14.666667,-1.755505,1
140,9,1,6.333334,-7.666666,-0.909267,1
78,9,2,24.592592,-18.11111,-1.610448,1
63,9,1.5,18.074074,-14.222222,-1.683847,1
104,9,2.666666,21.777779,-17,-1.669752,1
56,9,1.277777,26.444445,-19.333334,-1.863182,1
123,9,0.5,5.814815,-7.777778,-0.837598,1
106,9,2.111111,20,-15.333333,-1.55762,1
70,9,1.833333,23.666666,-17.333334,-1.649603,1
50,9,1,23.037037,-16.777779,-1.741254,1
77,9,2.444445,24.481482,-18.11111,-1.68954,1
74,9,2.166667,23.592592,-17.777779,-1.66658,1
126,9,1,6.481482,-8.111111,-1.118131,1
110,9,2.666667,17.925926,-13.444445,-1.345096,1
118,9,0.722222,6.074074,-7.555555,-0.87829,1
108,9,1.611111,17.11111,-14,-1.169517,1
77,9,4.444445,25.185184,-18.222221,-1.677308,1
60,9,2.888889,26.74074,-19.222221,-1.776113,1
145,9,0.722222,5.296296,-6.888889,-1.068968,1
104,9,3.055556,20.185184,-14.222222,-1.555376,1
107,9,1.611111,17.185184,-13.888889,-1.312499,1
128,9,0.666667,5.666666,-8,-0.837598,1
133,9,0.5,6.666666,-8.333333,-0.924817,1
118,9,3.444444,22.74074,-15.222222,-1.707392,1
112,9,0.555555,5.925926,-7.444445,-1.058277,1
59,9,2.944445,25.074074,-19.555555,-1.836328,1
114,9,3.888888,17.222221,-14,-1.176662,1
56,9,1.5,23.703703,-18.11111,-1.748835,1
124,9,0.888889,5.888889,-7.333334,-1.037663,1
51,9,1.611111,19.592592,-15.777778,-1.68129,1
121,9,0.611111,6.407407,-7.888889,-0.914324,1
100,9,1.388889,22.222221,-17.333334,-1.623301,1
84,9,1.611111,23.851852,-17.555555,-1.598867,1
131,9,0.777778,5.962963,-6.888889,-0.804846,1
122,9,0.5,6.407407,-7.555555,-0.83212,1
68,9,1.777778,21.592592,-17.11111,-1.700324,1
111,9,1.333333,18.62963,-14.222222,-1.333792,1
53,9,1.166667,21.555555,-15.666667,-1.662177,1
122,9,0.5,6,-7.666666,-1.05144,1
84,9,1.611111,23.851852,-17.555555,-1.598867,1
138,9,0.833333,5.740741,-7.222222,-0.862108,1
138,9,0.5,4.962963,-6.888889,-0.722894,1
111,9,0.888889,6.037037,-7.777778,-1.175773,1
95,9,2.499999,21.11111,-15.333333,-1.555549,1
115,9,0.777778,6.296296,-7.888889,-1.175454,1
123,9,0.388889,6.111111,-7.666666,-0.761648,1
96,9,0.611112,111.59259,-25.11111,-2.085954,2
41,9,1.111115,137.14815,-10.777778,-2.268529,2
25,9,1.277776,103.62963,-26.222221,-2.252101,2
97,9,1,134.37038,-9.777778,-2.346234,2
41,9,1.111112,123.03704,-16.777779,-2.299918,2
35,9,0.722221,136.48148,-13.444445,-2.146845,2
115,9,1.444445,132.77777,-9,-2.405477,2
45,9,1.111113,122.85185,-14.555555,-2.35936,2
20,9,1.27778,127.333336,-14.333333,-2.326919,2
59,9,1.055556,126.14815,-14.111111,-2.308637,2
34,9,1.000001,123.22222,-15,-2.343381,2
63,9,6.222223,105.59259,-14.111111,-2.375282,2
36,9,1,135.2963,-12.222222,-2.247156,2
55,9,1.166668,124.111115,-15,-2.308179,2
11,9,2.888891,143.44444,-2.666667,-2.521648,2
39,9,1.833333,113.37037,-23.444445,-2.198158,2
23,9,1.166665,124.44444,-14,-2.37055,2
57,9,0.888889,122.333336,-17,-2.297173,2
31,9,0.666664,136.40741,-10.222222,-2.251504,2
29,9,1.388891,128.48148,-14.444445,-2.29776,2
63,9,0.666668,120.22222,-16.666666,-2.315885,2
11,9,2.166667,141.55556,-6.333334,-2.401587,2
54,9,0.666667,109.96296,-15.222222,-2.351182,2
22,9,1,137.62962,-14.222222,-2.146204,2
54,9,0.833335,110,-15,-2.345744,2
28,9,1.222221,110.48148,-24.11111,-2.238865,2
51,9,1.499998,126.333336,-13.666667,-2.306687,2
71,9,1.499999,125.96296,-13.555555,-2.339758,2
15,9,1.222221,132.22223,-11.666667,-2.341041,2
41,9,1.888889,121.48148,-18.444445,-2.280803,2
42,9,1.388891,135.2963,-11.888889,-2.282217,2
48,9,0.999999,107.888885,-24.333334,-2.247036,2
79,9,0.777779,107.74074,-14.888889,-2.377965,2
51,9,0.944443,108.74074,-14.222222,-2.383438,2
50,9,1.111112,109.25926,-17.11111,-2.37202,2
68,9,0.722224,107.37037,-17.444445,-2.333212,2
18,9,0.5,113.77778,-14.666667,-2.340839,2
65,9,1.500001,123,-17,-2.303991,2
89,9,1.277779,106.07407,-19.222221,-2.306204,2
42,9,1.666668,108.92593,-12.111111,-2.410388,2
41,9,0.388892,109.703705,-13.777778,-2.404745,2
76,9,1.333333,90.07407,-32.88889,-2.208019,2
39,9,0.777776,124.18519,-17.555555,-2.268113,2
44,9,2.333333,122.59259,-11.111111,-2.384657,2
50,9,0.944445,107.44444,-16.666666,-2.337296,2
83,9,1.055552,90.62963,-30.555555,-2.239053,2
65,9,0.722221,97.333336,-27.666666,-2.239144,2
68,9,0.888889,105.77778,-25.333334,-2.169999,2
48,9,1.333331,115.77778,-25,-2.090557,2
67,9,1.055556,108.85185,-21.88889,-2.173099,2
33,9,0.888888,124.55556,-15,-2.333537,2
29,9,0.777779,103.25926,-25.777779,-2.257217,2
64,9,1.333331,108.77778,-15,-2.355443,2
47,9,0.666667,97.111115,-29.333334,-2.223218,2
57,9,0.77778,98.59259,-25.11111,-2.264402,2
99,9,0.777779,93.40741,-30.555555,-2.207756,2
77,9,1.277776,135.92592,-12.111111,-2.277146,2
71,9,2.222221,105.666664,-23.333334,-2.143159,2
93,9,1.944444,86.296295,-30.555555,-2.231558,2
19,9,0.944443,127.51852,-13.888889,-2.344188,2
75,9,1.055559,126.07407,-14.888889,-2.309804,2
46,9,1.333332,114.62963,-13.555555,-2.395028,2
16,9,0.944448,140.40741,-11.222222,-2.232895,2
33,9,0.500001,110.59259,-12.777778,-2.408019,2
87,9,0.777779,135.40741,-10.555555,-2.312874,2
25,9,0.388889,112.22222,-14,-2.396894,2
13,9,1.111115,140.25926,-8.777778,-2.292384,2
64,9,1.333331,108.77778,-15,-2.355443,2
113,9,1.333333,133.11111,-12.333333,-2.309551,2
39,9,1.833333,113.37037,-23.444445,-2.198158,2
74,9,0.500001,101.85185,-25.88889,-2.220553,2
18,9,0.555557,112.111115,-10.333333,-2.45498,2
62,9,1.166668,126.48148,-14.777778,-2.275425,2
46,9,2.166668,124.55556,-14,-2.357688,2
66,9,1.444443,122.55556,-17,-2.307094,2
74,9,0.500001,101.85185,-25.88889,-2.220553,2
79,9,0.777779,107.74074,-14.888889,-2.377965,2
62,9,0.888887,110.18519,-22.222221,-2.178149,2
66,9,0.888888,95.111115,-27.666666,-2.235701,2
25,9,0.999996,126.03704,-13.444445,-2.36518,2
21,9,1.166667,126.77778,-12.333333,-2.370372,2
50,9,1.444444,122.07407,-16.555555,-2.325679,2
18,9,0.944445,138.62962,-10.888889,-2.214612,2
31,9,0.777777,114.96296,-13.555555,-2.384877,2
14,9,1.666669,117,-13,-2.390383,2
41,9,0.833333,112.111115,-12.333333,-2.404553,2
75,9,11.111111,116.703705,-16.444445,-2.295488,2
43,9,0.833335,126.48148,-14.777778,-2.280207,2
88,9,0.500001,110.59259,-23.777779,-2.139239,2
73,9,1.611111,125.51852,-14.888889,-2.307396,2
30,9,1.222223,113.25926,-13.111111,-2.385308,2
12,9,1.777779,127.44444,-11.333333,-2.402917,2
93,9,1.055555,112.296295,-21.88889,-2.141419,2
36,9,1.055556,111.92593,-14.111111,-2.387384,2
71,9,0.888888,122.18519,-16.222221,-2.301203,2
27,9,0.5,138.07408,-8.888889,-2.264532,2
35,9,1.444444,127.55556,-14.666667,-2.311049,2
30,9,0.611109,111.22222,-12.666667,-2.405295,2
31,9,0.888889,126.85185,-14.888889,-2.334831,2
59,9,1.055556,121.703705,-14.444445,-2.364216,2
21,9,2.055556,125.59259,-14.111111,-2.362526,2
80,9,1.444445,96.333336,-27.333334,-2.228712,2
45,9,0.777779,108.96296,-14.555555,-2.371807,2
20,9,0.833333,125,-13.666667,-2.348006,2
18,9,0.555553,114.14815,-19.444445,-2.278452,2
107,9,1.055555,133.66667,-11,-2.317384,2
41,9,0.277779,135.22223,-11.666667,-2.270225,2
62,9,1.666669,125.333336,-13.666667,-2.314232,2
46,9,1.777779,126.03704,-14.777778,-2.304436,2
17,9,1.888889,129.55556,-9.666667,-2.412968,2
16,9,0.888891,111.81481,-19.777779,-2.293933,2
21,9,1,127.296295,-14.222222,-2.339377,2
85,9,0.888888,93.55556,-30.333334,-2.208414,2
58,9,1.000001,93.14815,-29.444445,-2.246316,2
43,9,0.888889,107.14815,-24.11111,-2.247952,2
23,9,1.166665,123,-14.333333,-2.356262,2
15,9,1.888888,130.14815,-14.111111,-2.32497,2
57,9,1.000001,92.92593,-29.777779,-2.254208,2
30,9,1.222223,113.25926,-13.111111,-2.385308,2
21,9,1.333333,129.85185,-10.555555,-2.364884,2
49,9,1.499999,126.18519,-17.222221,-2.263738,2
42,9,0.944444,127.03704,-14.111111,-2.31442,2
52,9,0.777777,111.62963,-20.88889,-2.229685,2
40,9,0.666667,110.03704,-12.777778,-2.419456,2
40,9,1.333332,124.62963,-17.222221,-2.270219,2
39,9,1.333333,113,-13.666667,-2.393564,2
17,9,0.666667,130.2963,-12.222222,-2.339493,2
85,9,0.888887,101.03704,-27.777779,-2.186342,2
60,9,0.777777,109.77778,-24.666666,-2.16692,2
18,9,1.166669,137.88889,-10.666667,-2.27511,2
66,9,1.111113,93.44444,-28.666666,-2.224845,2
27,9,2.055557,122.666664,-14.666667,-2.334512,2
13,9,1.333333,130.40741,-12.888889,-2.355244,2
20,9,1.444443,113.85185,-21.88889,-2.231826,2
44,9,1.166665,123.81481,-11.777778,-2.367282,2
18,9,0.944445,138.62962,-10.888889,-2.214612,2
56,9,0.833333,126,-13.666667,-2.326783,2
46,9,1.111112,107.51852,-23.222221,-2.270851,2
27,9,0.5,138.07408,-8.888889,-2.264532,2
14,9,1.222223,113.81481,-13.777778,-2.391113,2
45,9,1,101.92593,-26.444445,-2.238324,2
27,9,1.444445,137.51852,-12.222222,-2.146716,2
94,9,1.277776,95.296295,-28.555555,-2.227114,2
12,9,1.611112,119.03704,-13.444445,-2.368866,2
58,9,1.000001,122,-14.666667,-2.349269,2
57,9,1.611112,124.25926,-14.444445,-2.341163,2
81,9,0.888891,112.92593,-26.11111,-2.033487,2
78,9,0.777779,135.55556,-13.666667,-2.225537,2
28,9,1.777779,111.59259,-11.777778,-2.438585,2
62,9,1.111112,125.40741,-12.888889,-2.315962,2
53,9,0.722223,123.44444,-11,-2.39327,2
33,9,0.500001,110.59259,-12.777778,-2.408019,2
53,9,0.833333,134.77777,-13.333333,-2.217488,2
28,9,0.888887,112.96296,-13.888889,-2.387884,2
32,9,1.777779,126.22222,-14.666667,-2.333746,2
68,9,0.777779,125.77778,-15.333333,-2.300618,2
19,9,1.888888,110.296295,-21.88889,-2.264331,2
91,9,0.722221,104.888885,-18.666666,-2.300486,2
13,9,1.111112,104.111115,-25.333334,-2.28708,2
49,9,0.722225,108.888885,-24.666666,-2.211659,2
54,9,0.944444,116.77778,-24,-2.079152,2
29,9,1.388891,128.48148,-14.444445,-2.29776,2
82,9,0.611111,106.51852,-17.222221,-2.344872,2
54,9,1.722223,108.85185,-15.555555,-2.33633,2
79,9,1.055553,89.44444,-30,-2.241633,2
33,9,1.055553,125.888885,-14,-2.348002,2
46,9,2.166668,124.55556,-14,-2.357688,2
16,9,1.499999,112.96296,-13.888889,-2.385001,2
15,9,0.555556,129.25926,-11.444445,-2.38244,2
36,9,1.055556,114.03704,-15.444445,-2.362237,2
19,9,0.888888,114.25926,-14.444445,-2.375985,2
58,9,1.444444,122.25926,-14.111111,-2.357271,2
57,9,1.611109,100.44444,-22.666666,-2.288131,2
22,9,0.722221,137.96297,-12.222222,-2.158304,2
81,9,1.055557,90.40741,-33.88889,-2.18233,2
59,9,1.333333,122.03704,-15.777778,-2.323173,2
81,9,0.722224,105.92593,-14.777778,-2.382261,2
44,9,1,99,-25.333334,-2.254541,2
46,9,1.05556,135.51852,-11.888889,-2.232616,2
13,9,1,118.666664,-15,-2.351897,2
58,9,0.888888,110.37037,-15.111111,-2.357271,2
65,9,2,125.666664,-17,-2.273744,2
44,9,1.333333,106,-23.333334,-2.255577,2
32,9,2.611109,136.2963,-10.555555,-2.280755,2
51,9,0.833335,122.96296,-16.555555,-2.330465,2
32,9,1.500001,121.44444,-16.333334,-2.309391,2
36,9,1.833335,103.03704,-26.11111,-2.232346,2
71,9,1.499999,125.96296,-13.555555,-2.339758,2
29,9,0.444443,112.07407,-14.888889,-2.373206,2
62,9,1.000001,99.666664,-23.333334,-2.277142,2
61,9,0.555556,109.07407,-15.888889,-2.367396,2
19,9,1.444447,126.666664,-13.666667,-2.352834,2
39,9,1.222218,127.07407,-13.888889,-2.336025,2
57,9,1.166667,135.96297,-12.555555,-2.215046,2
90,9,0.777779,113.48148,-22.444445,-2.097815,2
45,9,0.611109,101.22222,-26,-2.247816,2
14,9,0.611113,112.74074,-12.555555,-2.408968,2
34,9,0.888887,105.48148,-22.777779,-2.286636,2
32,9,1.33333,116.77778,-11,-2.421193,2
31,9,1.333333,135.92592,-10.777778,-2.255012,2
40,9,0.722223,110.703705,-11.444445,-2.434692,2
13,9,1.166667,132.25926,-11.111111,-2.360428,2
25,9,1.111111,128,-12.333333,-2.354552,2
40,9,1.222221,127.40741,-14.555555,-2.308766,2
62,9,1.611109,110.03704,-21.11111,-2.185419,2
90,9,1.27778,113.111115,-23.333334,-2.078418,2
