@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
122,9,-7.222222,7.222222,1
81,9,-15.888889,24.666666,1
75,9,-18.555555,34.77778,1
130,9,-7.555555,7.666666,1
123,9,-7.111111,7.333334,1
90,9,-14,22.11111,1
116,9,-13.888889,21.222221,1
67,9,-16.333334,25.88889,1
112,9,-8,8.111112,1
60,9,-17.666666,31,1
68,9,-20.222221,36.88889,1
118,9,-7.333334,6.666666,1
143,9,-7.555555,6.111111,1
84,9,-17.555555,30,1
42,9,-17.777779,31.11111,1
13,9,-8.777778,149.11111,2
29,9,-15.666667,142.88889,2
81,9,-14.777778,124.888885,2
67,9,-16.555555,125.55556,2
113,9,-12.333333,145.66667,2
81,9,-33.88889,116.44444,2
45,9,-14.555555,126.888885,2
67,9,-15,138.44444,2
56,9,-15,141.66667,2
31,9,-10.777778,145.55556,2
11,9,-2.666667,150.88889,2
71,9,-30.11111,115.55556,2
57,9,-13.666667,146.66667,2
52,9,-20.88889,129.22223,2
58,9,-14.666667,138.77779,2
88,9,-23.777779,127.55556,2
42,9,-12.111111,126.22222,2
30,9,-13.555555,131.11111,2
94,9,-28.555555,119.22222,2
20,9,-14.666667,142.33334,2
94,9,-24.222221,127.55556,2
62,9,-22.222221,127.111115,2
54,9,-15.777778,141.33334,2
57,9,-25.11111,121.55556,2
83,9,-30.555555,116.888885,2
40,9,-12.777778,129,2
21,9,-14.222222,143.11111,2
18,9,-10.666667,147.88889,2
104,9,-18.222221,119.888885,2
45,9,-26,124,2
48,9,-16.777779,138.11111,2
26,9,-11.333333,146.55556,2
64,9,-30.777779,118.666664,2
62,9,-21.11111,126.333336,2
58,9,-29.444445,118.77778,2
33,9,-12.777778,128.66667,2
54,9,-15.555555,126.111115,2
65,9,-17,140,2
58,9,-13.888889,126.44444,2
17,9,-13.777778,141.88889,2
47,9,-18.555555,139.77779,2
66,9,-17,139.77779,2
78,9,-13.666667,147,2
79,9,-14.888889,126.55556,2
81,9,-26.11111,128.88889,2
28,9,-24.11111,131.11111,2
59,9,-14.444445,139,2
18,9,-10.333333,130.44444,2
60,9,-24.666666,128.22223,2
44,9,-11.111111,136.88889,2
97,9,-9.777778,145.44444,2
58,9,-15.111111,128.11111,2
81,9,-33.88889,118.44444,2
57,9,-29.777779,119.333336,2
44,9,-11.777778,138.11111,2
18,9,-19.444445,132.33334,2
16,9,-11.222222,149.88889,2
66,9,-28.666666,117.333336,2
115,9,-9,145.33334,2
62,9,-13.666667,139.44444,2
39,9,-13.888889,142.44444,2
13,9,-4.777778,149.88889,2
15,9,-11.666667,145.33334,2
85,9,-30.333334,118,2
11,9,-6.333334,150.11111,2
85,9,-27.777779,122.55556,2
35,9,-27.444445,122,2
71,9,-16.222221,138.33334,2
29,9,-14.444445,142.77777,2
78,9,-15.555555,125.666664,2
71,9,-13.555555,140.88889,2
31,9,-10.222222,145.44444,2
43,9,-24.11111,128.22223,2
57,9,-13.444445,139.66667,2
23,9,-14,141.66667,2
39,9,-13.666667,131.11111,2
15,9,-8.555555,149.55556,2
25,9,-14.777778,133.77779,2
12,9,-13.444445,135.33334,2
75,9,-16.444445,133,2
92,9,-29,115.44444,2
25,9,-26.11111,125.666664,2
15,9,-14.111111,145.33334,2
51,9,-13.666667,140.22223,2
76,9,-32.88889,116.55556,2
40,9,-17.222221,140.55556,2
41,9,-24.88889,131.22223,2
57,9,-22.666666,122.22222,2
49,9,-16.444445,140.44444,2
17,9,-9.666667,143.55556,2
16,9,-13.888889,131,2
50,9,-16.666666,125.77778,2
83,9,-30.555555,116.888885,2
89,9,-19.222221,125.44444,2
42,9,-11.222222,147.44444,2
91,9,-18.666666,123.44444,2
79,9,-30,115.333336,2
79,9,-14.888889,126.55556,2
64,9,-15,126.22222,2
24,9,-15.888889,137.77779,2
15,9,-13.888889,132,2
35,9,-14.666667,142.55556,2
54,9,-13.333333,145.55556,2
59,9,-15.777778,138.77779,2
50,9,-17.333334,140.88889,2
98,9,-28.666666,116.888885,2
96,9,-25.11111,128.11111,2
22,9,-14.222222,147.88889,2
82,9,-17.222221,125.888885,2
33,9,-15,140.88889,2
36,9,-15.444445,132.44444,2
28,9,-13.888889,138.66667,2
73,9,-14.888889,140.55556,2
61,9,-15.888889,128.33334,2
19,9,-11.444445,142.66667,2
46,9,-14,141,2
29,9,-15.666667,142.88889,2
52,9,-12.666667,140.22223,2
32,9,-16.333334,138.11111,2
48,9,-24.333334,129.11111,2
18,9,-10.333333,130.44444,2
48,9,-11.888889,146.11111,2
57,9,-17,139,2
64,9,-15,126.22222,2
90,9,-22.444445,128.55556,2
30,9,-12.666667,129,2
54,9,-15,127.111115,2
54,9,-24,132.44444,2
18,9,-10.888889,147.55556,2
59,9,-14.111111,140.44444,2
67,9,-21.88889,125.55556,2
26,9,-12.444445,146.77777,2
12,9,-11.333333,143.11111,2
33,9,-14,141.77779,2
62,9,-23.333334,121.44444,2
51,9,-12.888889,138.88889,2
56,9,-13.666667,140.66667,2
21,9,-12.333333,141.88889,2
72,9,-28.333334,117.111115,2
62,9,-14.777778,140.33334,2
51,9,-16.555555,140.77779,2
35,9,-11,125.44444,2
40,9,-14.555555,142.22223,2
41,9,-10.777778,147.22223,2
40,9,-11.444445,129,2
66,9,-21.666666,128.77779,2
72,9,-13,141.11111,2
47,9,-11.555555,146.33334,2
33,9,-21.333334,132,2
19,9,-13.888889,143.11111,2
49,9,-15.888889,143.11111,2
58,9,-12,137.44444,2
39,9,-13.222222,142.88889,2
42,9,-12.111111,126.22222,2
44,9,-23.333334,126.77778,2
46,9,-14,141,2
62,9,-12.888889,138.77779,2
18,9,-14.222222,142,2
47,9,-14.777778,141.66667,2
101,9,-11.444445,147.22223,2
90,9,-23.333334,128.33334,2
72,9,-14.333333,140.55556,2
75,9,-14.888889,141.22223,2
13,9,-7.111111,148.88889,2
86,9,-16.333334,124.111115,2
16,9,-22.555555,125,2
46,9,-11.888889,145.55556,2
40,9,-11.444445,129,2
32,9,-14.666667,142.22223,2
41,9,-12.333333,129.33334,2
32,9,-10.555555,146.33334,2
19,9,-7.333334,146.44444,2
36,9,-26.11111,125.22222,2
53,9,-11,138.22223,2
24,9,-12.222222,141.66667,2
34,9,-22.777779,127.333336,2
30,9,-13.111111,130.11111,2
44,9,-25.333334,121.44444,2
70,9,-20.222221,127.77778,2
87,9,-10.555555,146.44444,2
18,9,-14.666667,130.11111,2
13,9,-25.333334,128.44444,2
57,9,-12.555555,146.22223,2
29,9,-14.444445,142.77777,2
35,9,-25.222221,122.55556,2
36,9,-14.111111,130.33334,2
29,9,-14.888889,130.55556,2
57,9,-12,140.44444,2
57,9,-12.333333,139,2
27,9,-8.888889,146.55556,2
42,9,-14.111111,141.77779,2
77,9,-12.111111,147.33334,2
13,9,-15,135.77779,2
34,9,-14.111111,142,2
41,9,-16.777779,139.77779,2
21,9,-14.111111,142.44444,2
65,9,-17,141.66667,2
13,9,-10,144.77777,2
14,9,-12.555555,130.66667,2
33,9,-12.777778,128.66667,2
66,9,-27.666666,118.77778,2
56,9,-13.666667,140.66667,2
16,9,-19.777779,131.11111,2
21,9,-12.333333,141.88889,2
46,9,-13.555555,132.88889,2
49,9,-17.222221,141.77779,2
22,9,-12.222222,147,2
41,9,-18.444445,138.88889,2
77,9,-11.555555,125.22222,2
42,9,-11.888889,146.44444,2
40,9,-16.777779,141.66667,2
20,9,-21.88889,132.33334,2
39,9,-17.555555,140.33334,2
57,9,-14.444445,140.33334,2
47,9,-29.333334,121.44444,2
14,9,-13.777778,132.11111,2
30,9,-13.111111,130.11111,2
50,9,-16.555555,139.77779,2
90,9,-22.444445,128.55556,2
15,9,-26.88889,131.11111,2
46,9,-14.777778,141,2
71,9,-13.555555,140.88889,2
26,9,-14.333333,130.88889,2
55,9,-23.88889,124.111115,2
53,9,-13.333333,145.77777,2
55,9,-15,139.33334,2
25,9,-14,131.33334,2
28,9,-13.888889,131.11111,2
30,9,-15.888889,141,2
49,9,-18.11111,139.33334,2
38,9,-14.777778,131.44444,2
52,9,-20.88889,129.22223,2
39,9,-23.444445,132,2
58,9,-30.11111,118.55556,2
47,9,-23.333334,128.77779,2
99,9,-30.555555,118,2
34,9,-12.111111,146.66667,2
41,9,-13.777778,128.88889,2
74,9,-25.88889,123.22222,2
14,9,-13,134.11111,2
45,9,-16.222221,137.33334,2
21,9,-11.111111,143.22223,2
50,9,-16.666666,125.77778,2
63,9,-14.111111,123.22222,2
48,9,-25,132.44444,2
43,9,-16.11111,140.22223,2
68,9,-17.444445,126.333336,2
50,9,-17.11111,130.33334,2
20,9,-13.666667,140.55556,2
60,9,-15,138.33334,2
41,9,-11.666667,145.88889,2
34,9,-15,140,2
31,9,-14.888889,143.11111,2
35,9,-16.333334,140.11111,2
31,9,-13.555555,132.55556,2
68,9,-25.333334,124.888885,2
25,9,-13.444445,142.22223,2
68,9,-15.333333,141,2
32,9,-14.666667,142.22223,2
54,9,-15.222222,127.44444,2
101,9,-11.444445,147.22223,2
45,9,-14.555555,140,2
63,9,-16.666666,137.55556,2
35,9,-13.444445,146.22223,2
55,9,-17.666666,132.22223,2
19,9,-13.666667,142.44444,2
80,9,-27.333334,119.333336,2
27,9,-8.888889,146.55556,2
30,9,-17.333334,139.66667,2
38,9,-15.888889,141.66667,2
29,9,-25.777779,126.333336,2
99,9,-30.555555,118,2
40,9,-16.333334,139.66667,2
32,9,-10.555555,146.33334,2
13,9,-12.888889,145.44444,2
27,9,-9.888889,145.55556,2
32,9,-11,133.33334,2
20,9,-14.333333,142.66667,2
50,9,-17.222221,138.88889,2
15,9,-11.444445,144,2
20,9,-13.777778,129.55556,2
45,9,-26.444445,124.55556,2
19,9,-14.444445,132.33334,2
21,9,-10.555555,142.55556,2
31,9,-14.111111,141.22223,2
25,9,-12.333333,142.33334,2
13,9,-11.111111,145.44444,2
58,9,-14.111111,138.77779,2
37,9,-28.11111,121.111115,2
49,9,-24.666666,128.88889,2
63,9,-13.444445,126.111115,2
27,9,-14.666667,138.66667,2
75,9,-32.333332,115.888885,2
40,9,-16,141.55556,2
41,9,-13.777778,128.88889,2
62,9,-14.111111,139.33334,2
25,9,-26.222221,126.888885,2
137,9,-1.777778,2.666667,3
124,9,-3.888889,6.111111,3
122,9,-0.333333,1.222222,3
111,9,-11.111111,30.11111,3
94,9,2.333333,7.777778,3
119,9,-2.666667,3.222222,3
128,9,-9.111111,25.88889,3
97,9,-3.555556,5.888889,3
120,9,-4.888889,7.666666,3
118,9,-2.111111,2.555556,3
92,9,-3,12.666667,3
121,9,-3.111111,3.333333,3
118,9,-0.111111,0.111111,3
85,9,-1,3.444444,3
124,9,-1.777778,2.666667,3
95,9,-5.777778,12.555555,3
95,9,-4,9,3
90,9,-5.444445,6.888889,3
120,9,-9.888889,25.777779,3
87,9,-8.666667,79,3
135,9,-1.888889,2.111111,3
104,9,-3.222222,23.444445,3
124,9,-3.888889,6.111111,3
123,9,-3.444444,3.444444,3
124,9,-5.444445,12.888889,3
136,9,-11.333333,26.666666,3
120,9,-16.555555,33.11111,3
114,9,-17.777779,47.22222,3
100,9,-1.333333,2.777778,3
100,9,-6.555555,11.555555,3
98,9,-3.333333,9.222222,3
124,9,-2.777778,5.555555,3
112,9,-1,1.222222,3
122,9,-9.555555,25.333334,3
94,9,-4.777778,6,3
127,9,-1.444444,6.777778,3
120,9,-16.555555,33.11111,3
76,9,-2.555556,19.444445,3
109,9,-8.222222,22.333334,3
81,9,-4.666666,51.77778,3
147,9,-2.777778,9.888889,3
108,9,-9.777778,61.11111,3
133,9,0,0,3
141,9,-2,3.666667,3
117,9,-3.333333,3.555556,3
124,9,-2,2.444444,3
113,9,-2.222222,3.444444,3
99,9,-4.555555,11.555555,3
130,9,-1.888889,5,3
137,9,-0.666667,0.666667,3
122,9,-3.777778,5.222222,3
73,9,-25.444445,57.333332,3
143,9,-5.888889,9.444445,3
91,9,-3.888889,10.666667,3
139,9,-1.333333,1.333333,3
79,9,-4.555555,9.222222,3
134,9,-6.444445,15.888889,3
75,9,-8.666667,65.44444,3
140,9,-3.333333,14,3
136,9,-2.666667,3,3
96,9,-5.888889,11.888889,3
96,9,-4.333334,8,3
145,9,-9.333333,20.11111,3
98,9,-3.888889,4.111111,3
111,9,-4.666666,9.111111,3
105,9,-8.222222,52.666668,3
123,9,-3.555556,4.222222,3
98,9,-0.555556,2.888889,3
129,9,-1.555556,1.555556,3
120,9,-2.777778,3,3
96,9,-4.333334,9.777778,3
109,9,-2.666667,9.666667,3
88,9,-3.444444,10.111111,3
108,9,-9.777778,61.11111,3
120,9,-2.333333,3.333333,3
93,9,-4,9.333334,3
134,9,-1.333333,3.888889,3
129,9,-1.555556,1.555556,3
108,9,-5.666666,14.111111,3
141,9,-3.333333,18.555555,3
76,9,-1.777778,13.333333,3
86,9,-5.555555,19.88889,3
142,9,-0.111111,0.111111,3
111,9,-4,4,3
125,9,-9.888889,25.333334,3
101,9,-2.888889,15.555555,3
141,9,-4.777778,7.666666,3
120,9,-2.111111,3.888889,3
137,9,-2,2.222222,3
90,9,-5.444445,6.888889,3
120,9,-1.888889,6.555555,3
124,9,-2,2,3
73,9,-4.111111,10.666667,3
70,9,-2.444444,26.666666,3
124,9,-3.222222,3.222222,3
122,9,-15.111111,31.11111,3
69,9,-2.222222,16,3
107,9,-1.555556,12.222222,3
126,9,-2.888889,3.555556,3
91,9,-4.222222,6.222222,3
87,9,-4.333334,23.444445,3
145,9,-0.222222,3.555556,3
144,9,-2.888889,2.888889,3
144,9,-3.444444,3.444444,3
100,9,-5.111111,13.333333,3
142,9,-1,1.333333,3
119,9,-4,4.222222,3
109,9,-3.888889,8.444445,3
81,9,-14.444445,55.555557,3
77,9,-2.777778,13.111111,3
136,9,-9.888889,25.333334,3
125,9,-14,30.666666,3
119,9,-0.444444,6.777778,3
140,9,-3.777778,15.111111,3
106,9,-1.666667,1.666667,3
126,9,-3.555556,6.555555,3
80,9,-3.555556,12.444445,3
126,9,-8.555555,20,3
72,9,-5.888889,9.444445,3
90,9,3,6.222222,3
82,9,-5.777778,14.555555,3
115,9,-2.444444,5.666666,3
75,9,-13.111111,50.666668,3
135,9,-0.666667,0.666667,3
87,9,-8.666667,79,3
137,9,-5.222222,13.888889,3
124,9,-4,5.888889,3
136,9,-9.888889,25.333334,3
130,9,-2.111111,3.333333,3
73,9,-5.222222,9.666667,3
116,9,-3.222222,5.111111,3
139,9,-7.222222,23.88889,3
125,9,-4.444445,7.777778,3
76,9,-2,4.666667,3
129,9,-1.555556,1.555556,3
68,9,-12.888889,60.11111,3
112,9,-2.111111,7.222222,3
115,9,-5.333334,22.88889,3
122,9,-0.333333,1.222222,3
126,9,-5.222222,17.222223,3
136,9,0,0,3
125,9,-2.333333,3.888889,3
114,9,-3.555556,3.888889,3
80,9,-5.222222,31.666666,3
122,9,-1,1,3
109,9,-3.888889,8.444445,3
71,9,-6.222222,40.22222,3
83,9,-4.777778,11.888889,3
102,9,-4.777778,20.222221,3
138,9,-0.555556,0.666667,3
144,9,-4.888889,6.555555,3
119,9,-14.111111,33.666668,3
90,9,0.333333,7.333334,3
78,9,-8.666667,91.44444,3
70,9,-1.111111,23.88889,3
121,9,-11,29.222221,3
116,9,-1.777778,5.666666,3
64,9,-2,38,3
126,9,-2.555556,3.666667,3
139,9,-1.333333,1.777778,3
142,9,-3.555556,7.222222,3
79,9,-4.555555,10.555555,3
123,9,-1.777778,2,3
134,9,-0.111111,0.111111,3
131,9,0,0,3
125,9,-3.444444,3.888889,3
88,9,-4,13.333333,3
81,9,-5.666666,30.555555,3
102,9,-3.666667,6.333334,3
125,9,-4.444445,7.777778,3
110,9,-4.111111,4.888889,3
103,9,-1.222222,6.222222,3
80,9,-4.777778,15.111111,3
112,9,-0.444444,0.444444,3
95,9,-0.111111,3.888889,3
143,9,-1.222222,1.222222,3
77,9,-4.333334,10.222222,3
122,9,-9.666667,26.444445,3
83,9,-5.222222,28.555555,3
81,9,-5.666666,30.555555,3
124,9,-7,24.11111,3
124,9,-1.777778,2.777778,3
114,9,-3.222222,4.666667,3
110,9,-3.666667,4.444445,3
93,9,-4.666666,11.888889,3
93,9,-5.333334,7.222222,3
127,9,-13.777778,26.444445,3
120,9,-3.333333,4,3
132,9,-1.111111,1.111111,3
95,9,-3.555556,15.444445,3
124,9,-4,5.888889,3
117,9,0,0,3
145,9,-0.222222,1.444444,3
107,9,-11.666667,36,3
98,9,-5.222222,10.444445,3
85,9,-2.222222,6.777778,3
117,9,-2.888889,3.111111,3
81,9,-4.777778,18.88889,3
102,9,-4.111111,8.444445,3
91,9,-6.111111,8,3
121,9,-0.888889,6,3
102,9,-6.111111,52.666668,3
121,9,-3.444444,7.777778,3
103,9,-4.444445,5.666666,3
137,9,-0.777778,0.777778,3
88,9,-4,6.444445,3
130,9,-2.333333,2.333334,3
144,9,-3.444444,3.444444,3
109,9,-3.555556,4.777778,3
143,9,-5.888889,9.444445,3
110,9,-11.333333,29,3
127,9,-1.888889,5.555555,3
129,9,-1.555556,1.555556,3
146,9,-0.111111,0.111111,3
127,9,-1.888889,1.888889,3
110,9,0.111111,6.444445,3
118,9,-1.777778,2,3
81,9,-4.444445,7.444445,3
132,9,-1.888889,2,3
91,9,-7.555555,52.666668,3
80,9,-7,79.55556,3
99,9,-5.444445,9,3
134,9,-3.888889,11.444445,3
95,9,-3.888889,9.444445,3
121,9,-9.222222,23.444445,3
132,9,-2.888889,4.222222,3
136,9,-9.555555,20.88889,3
91,9,-6.111111,12.111111,3
91,9,-6.111111,8,3
95,9,-3.222222,7.222222,3
139,9,-7.222222,23.88889,3
84,9,-4.333334,9,3
81,9,-4.777778,18.88889,3
144,9,-3,3,3
102,9,-3.666667,6.333334,3
69,9,-2.777778,29.333334,3
89,9,-5.777778,17.11111,3
127,9,-11.777778,30.11111,3
91,9,-3.666667,8.111112,3
103,9,-4.444445,5.666666,3
75,9,-8.666667,65.44444,3
83,9,-0.444444,6,3
136,9,-4,13.222222,3
125,9,-2.333333,3.888889,3
116,9,-2.666667,6,3
122,9,-4.222222,11.333333,3
111,9,-2.888889,3.555556,3
107,9,-4.888889,13,3
128,9,-2.222222,2.222222,3
128,9,-4.222222,9.555555,3
138,9,-0.444444,0.666667,3
123,9,-3.111111,3.777778,3
137,9,-2,2,3
132,9,-2.555556,3.444444,3
135,9,-2.555556,2.777778,3
