@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,7,10,20'

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
87,572.9964,67.44444,3
224,1.083547,14.62963,7
80,0.32963,39.703705,4
191,0.311111,7.333334,7
21,0.799994,129.85185,2
117,0.207407,6.333334,1
190,0.750309,20.11111,7
223,1.069787,15.037037,7
229,0.785185,10.925926,7
142,0.02963,0.037037,3
135,0.118519,0.222222,3
122,2.215267,34.185184,4
186,1.944444,30.777779,6
84,1.277777,23.851852,1
177,1.333334,48.407406,6
107,14.967619,9.518518,3
201,0.327731,10.666667,7
80,2.901469,14.481482,5
81,2.21111,19.851852,1
89,2.721655,28.925926,4
57,3.411111,26.296297,1
141,0.740741,4.962963,5
87,0.474069,135.40741,2
112,0.996295,31.62963,5
201,2.656231,56.444443,6
203,3.791314,58.48148,6
122,1.186343,60.74074,4
16,0.355559,140.40741,2
162,1.12963,10.037037,4
115,1.809441,28.851852,4
122,0.877778,36.185184,4
145,0,0,5
222,2.64074,14.962963,7
188,1.811109,30.777779,6
40,0.166667,127.40741,2
43,0.32963,107.14815,2
50,0.655462,124.111115,2
184,0.077778,11.851851,7
84,3.974073,4.555555,3
183,1.18165,54.037037,6
